table_id,row_id,_b_ffrdc_b_full_path,_b_ffrdc_b_level_1,_b_ffrdc_b_level_2,_b_ffrdc_b_level_3,_b_ffrdc_b_hierarchy_depth,field_total,field_dhs,field_doc,field_dod,field_doe,field_hhs_,field_nasa,field_nsf,field_othera
10244,r037,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Judiciary Engineering and Modernization Center,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Judiciary Engineering and Modernization Center,3,4362,0,0,0,0,0,0,0,4362
10244,r038,"All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> NSEC&#8212;Bedford, MA",All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,"NSEC&#8212;Bedford, MA",3,890187,0,0,890187,0,0,0,0,0
10244,r039,"All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> NSEC&#8212;McLean, VA",All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,"NSEC&#8212;McLean, VA",3,59155,0,0,59155,0,0,0,0,0
10244,r040,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> National Cybersecurity Center of Excellence,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,National Cybersecurity Center of Excellence,3,33501,0,19914,13586,0,0,0,0,0
10244,r041,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> National Defense Research Institute,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,National Defense Research Institute,3,18107,0,0,13367,0,0,0,4740,0
10244,r042,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> National Renewable Energy Laboratory,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,National Renewable Energy Laboratory,3,457685,0,0,4074,453297,0,0,0,313
10244,r043,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Oak Ridge National Laboratory,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Oak Ridge National Laboratory,3,1169440,685,0,34976,1123627,616,0,0,9536
10244,r044,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Pacific Northwest National Laboratory,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Pacific Northwest National Laboratory,3,485925,1721,0,26124,433499,21380,0,0,3201
10244,r045,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Project Air Force,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Project Air Force,3,51416,0,0,51416,0,0,0,0,0
10244,r046,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Science and Technology Policy Institute,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Science and Technology Policy Institute,3,857,0,0,542,315,0,0,0,0
10244,r047,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Systems and Analyses Center,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Systems and Analyses Center,3,190401,0,0,190401,0,0,0,0,0
