table_id,row_id,subfield_of_study_full_path,subfield_of_study_level_1,subfield_of_study_level_2,subfield_of_study_level_3,subfield_of_study_level_4,subfield_of_study_level_5,subfield_of_study_hierarchy_depth,field_all_doctorate_recipientsa,field_temporary_visa_holders,field_u_s_citizens_and_permanent_residents_total,field_u_s_citizens_and_permanent_residents_hispanic_or_latino,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_other_race_or_race_not_reported,field_u_s_citizens_and_permanent_residents_ethnicity_not_reported
967,r021,All fields -> Life sciences -> Biological and biomedical sciences -> Bioinformatics,All fields,Life sciences,Biological and biomedical sciences,Bioinformatics,,4,183,84,95,6,0,25,7,55,2,0,0
967,r022,All fields -> Life sciences -> Biological and biomedical sciences -> Biomedical sciences,All fields,Life sciences,Biological and biomedical sciences,Biomedical sciences,,4,341,88,242,19,0,45,19,137,12,3,7
967,r023,All fields -> Life sciences -> Biological and biomedical sciences -> Biometrics and biostatistics,All fields,Life sciences,Biological and biomedical sciences,Biometrics and biostatistics,,4,216,102,108,5,0,25,8,65,3,0,2
967,r024,All fields -> Life sciences -> Biological and biomedical sciences -> Biophysics (biological sciences),All fields,Life sciences,Biological and biomedical sciences,Biophysics (biological sciences),,4,208,59,140,9,2,19,7,88,5,2,8
967,r025,"All fields -> Life sciences -> Biological and biomedical sciences -> Botany, plant pathology, plant physiology",All fields,Life sciences,Biological and biomedical sciences,"Botany, plant pathology, plant physiology",,4,127,42,79,7,0,2,2,60,6,1,1
967,r026,All fields -> Life sciences -> Biological and biomedical sciences -> Cancer biology,All fields,Life sciences,Biological and biomedical sciences,Cancer biology,,4,364,107,248,25,1,44,17,151,5,0,5
967,r027,"All fields -> Life sciences -> Biological and biomedical sciences -> Cell, cellular biology, and histology",All fields,Life sciences,Biological and biomedical sciences,"Cell, cellular biology, and histology",,4,234,68,156,14,1,22,6,101,7,1,4
967,r028,All fields -> Life sciences -> Biological and biomedical sciences -> Computational biology,All fields,Life sciences,Biological and biomedical sciences,Computational biology,,4,147,52,92,3,0,14,5,64,4,0,2
967,r029,All fields -> Life sciences -> Biological and biomedical sciences -> Ecology,All fields,Life sciences,Biological and biomedical sciences,Ecology,,4,432,60,366,11,1,13,2,324,11,2,2
967,r030,"All fields -> Life sciences -> Biological and biomedical sciences -> Endocrinology, human/animal pathology",All fields,Life sciences,Biological and biomedical sciences,"Endocrinology, human/animal pathology",,4,90,16,67,4,0,8,7,41,2,1,4
967,r031,All fields -> Life sciences -> Biological and biomedical sciences -> Entomology,All fields,Life sciences,Biological and biomedical sciences,Entomology,,4,129,34,92,6,0,6,1,77,0,1,1
967,r032,All fields -> Life sciences -> Biological and biomedical sciences -> Environmental toxicology (biological sciences),All fields,Life sciences,Biological and biomedical sciences,Environmental toxicology (biological sciences),,4,64,12,51,4,0,6,5,31,2,1,2
967,r033,All fields -> Life sciences -> Biological and biomedical sciences -> Epidemiology,All fields,Life sciences,Biological and biomedical sciences,Epidemiology,,4,351,63,282,19,1,43,27,183,7,0,2
967,r034,All fields -> Life sciences -> Biological and biomedical sciences -> Evolutionary biology,All fields,Life sciences,Biological and biomedical sciences,Evolutionary biology,,4,224,45,176,18,0,9,1,140,6,2,0
967,r035,"All fields -> Life sciences -> Biological and biomedical sciences -> Genetics and genomics, human and animal",All fields,Life sciences,Biological and biomedical sciences,"Genetics and genomics, human and animal",,4,345,91,243,13,1,32,6,174,11,4,2
967,r036,All fields -> Life sciences -> Biological and biomedical sciences -> Immunology,All fields,Life sciences,Biological and biomedical sciences,Immunology,,4,401,83,306,25,0,51,11,199,12,2,6
967,r037,All fields -> Life sciences -> Biological and biomedical sciences -> Microbiology,All fields,Life sciences,Biological and biomedical sciences,Microbiology,,4,410,90,318,28,1,32,17,228,12,0,0
967,r038,All fields -> Life sciences -> Biological and biomedical sciences -> Molecular biology,All fields,Life sciences,Biological and biomedical sciences,Molecular biology,,4,624,173,439,29,1,53,21,315,8,7,5
967,r039,All fields -> Life sciences -> Biological and biomedical sciences -> Molecular medicine,All fields,Life sciences,Biological and biomedical sciences,Molecular medicine,,4,67,10,56,3,0,8,8,33,2,2,0
967,r040,"All fields -> Life sciences -> Biological and biomedical sciences -> Neurosciences, neurobiology",All fields,Life sciences,Biological and biomedical sciences,"Neurosciences, neurobiology",,4,985,164,798,63,1,98,30,551,34,13,8
967,r041,All fields -> Life sciences -> Biological and biomedical sciences -> Nutrition sciences,All fields,Life sciences,Biological and biomedical sciences,Nutrition sciences,,4,215,53,155,7,1,16,13,108,5,0,5
967,r042,"All fields -> Life sciences -> Biological and biomedical sciences -> Pharmacology, human and animal",All fields,Life sciences,Biological and biomedical sciences,"Pharmacology, human and animal",,4,236,70,157,10,0,21,10,108,5,1,2
967,r043,"All fields -> Life sciences -> Biological and biomedical sciences -> Physiology, human and animal",All fields,Life sciences,Biological and biomedical sciences,"Physiology, human and animal",,4,165,33,128,10,0,15,8,90,3,2,0
967,r044,All fields -> Life sciences -> Biological and biomedical sciences -> Plant genetics,All fields,Life sciences,Biological and biomedical sciences,Plant genetics,,4,49,17,32,0,0,3,0,24,4,0,1
967,r045,All fields -> Life sciences -> Biological and biomedical sciences -> Structural biology,All fields,Life sciences,Biological and biomedical sciences,Structural biology,,4,55,17,37,3,0,4,1,29,0,0,0
967,r046,All fields -> Life sciences -> Biological and biomedical sciences -> Toxicology,All fields,Life sciences,Biological and biomedical sciences,Toxicology,,4,81,20,60,5,0,7,6,36,1,3,2
967,r047,All fields -> Life sciences -> Biological and biomedical sciences -> Wildlife biology,All fields,Life sciences,Biological and biomedical sciences,Wildlife biology,,4,62,9,53,4,0,0,0,45,2,1,1
967,r048,All fields -> Life sciences -> Biological and biomedical sciences -> Zoology,All fields,Life sciences,Biological and biomedical sciences,Zoology,,4,44,8,35,3,0,3,2,27,0,0,0
967,r049,"All fields -> Life sciences -> Biological and biomedical sciences -> Biological and biomedical sciences, general",All fields,Life sciences,Biological and biomedical sciences,"Biological and biomedical sciences, general",,4,391,106,250,13,0,37,15,164,8,3,10
967,r050,"All fields -> Life sciences -> Biological and biomedical sciences -> Biotechnology, biology/biomedical sciences-other",All fields,Life sciences,Biological and biomedical sciences,"Biotechnology, biology/biomedical sciences-other",,4,145,55,87,9,0,15,5,51,2,2,3
967,r051,All fields -> Life sciences -> Health sciences,All fields,Life sciences,Health sciences,,,3,2509,539,1873,116,9,182,239,1195,60,29,43
967,r052,All fields -> Life sciences -> Health sciences -> Environmental health,All fields,Life sciences,Health sciences,Environmental health,,4,84,25,57,4,0,9,5,37,2,0,0
967,r053,All fields -> Life sciences -> Health sciences -> Health and behavior,All fields,Life sciences,Health sciences,Health and behavior,,4,82,12,67,6,1,6,18,31,3,1,1
967,r054,All fields -> Life sciences -> Health sciences -> Health services/systems administration,All fields,Life sciences,Health sciences,Health services/systems administration,,4,203,49,145,7,0,24,21,85,3,0,5
967,r055,"All fields -> Life sciences -> Health sciences -> Kinesiology, exercise science",All fields,Life sciences,Health sciences,"Kinesiology, exercise science",,4,276,40,231,14,0,8,8,187,5,0,9
967,r056,"All fields -> Life sciences -> Health sciences -> Medical physics, radiological science",All fields,Life sciences,Health sciences,"Medical physics, radiological science",,4,89,30,59,6,0,8,0,42,2,0,1
967,r057,All fields -> Life sciences -> Health sciences -> Nursing science,All fields,Life sciences,Health sciences,Nursing science,,4,552,62,465,23,6,32,50,326,18,3,7
967,r058,All fields -> Life sciences -> Health sciences -> Pharmaceutical sciences,All fields,Life sciences,Health sciences,Pharmaceutical sciences,,4,292,155,123,7,0,29,14,62,3,4,4
967,r059,All fields -> Life sciences -> Health sciences -> Public health,All fields,Life sciences,Health sciences,Public health,,4,446,63,369,30,0,30,98,189,16,4,2
967,r060,"All fields -> Life sciences -> Health sciences -> Rehabilitation, therapeutic services",All fields,Life sciences,Health sciences,"Rehabilitation, therapeutic services",,4,86,22,60,5,0,3,2,45,2,0,3
967,r061,All fields -> Life sciences -> Health sciences -> Speech-language pathology and audiology,All fields,Life sciences,Health sciences,Speech-language pathology and audiology,,4,128,21,99,5,1,11,5,75,1,0,1
967,r062,"All fields -> Life sciences -> Health sciences -> Health sciences, aggregated",All fields,Life sciences,Health sciences,"Health sciences, aggregated",,4,271,60,198,9,1,22,18,116,5,17,10
967,r063,All fields -> Physical sciences and earth sciences,All fields,Physical sciences and earth sciences,,,,2,6081,2156,3717,216,6,357,94,2824,112,51,57
967,r064,All fields -> Physical sciences and earth sciences -> Chemistry,All fields,Physical sciences and earth sciences,Chemistry,,,3,2697,921,1691,96,4,180,55,1246,58,24,28
967,r065,All fields -> Physical sciences and earth sciences -> Chemistry -> Analytical chemistry,All fields,Physical sciences and earth sciences,Chemistry,Analytical chemistry,,4,367,138,226,12,0,20,9,172,8,5,0
967,r066,All fields -> Physical sciences and earth sciences -> Chemistry -> Chemical biology,All fields,Physical sciences and earth sciences,Chemistry,Chemical biology,,4,142,28,111,9,0,15,2,76,8,1,0
967,r067,All fields -> Physical sciences and earth sciences -> Chemistry -> Inorganic chemistry,All fields,Physical sciences and earth sciences,Chemistry,Inorganic chemistry,,4,339,87,249,13,1,13,8,207,7,0,0
967,r068,All fields -> Physical sciences and earth sciences -> Chemistry -> Medicinal chemistry,All fields,Physical sciences and earth sciences,Chemistry,Medicinal chemistry,,4,69,28,40,0,0,8,3,27,1,0,1
967,r069,All fields -> Physical sciences and earth sciences -> Chemistry -> Organic chemistry,All fields,Physical sciences and earth sciences,Chemistry,Organic chemistry,,4,523,190,328,20,0,35,8,244,13,5,3
967,r070,All fields -> Physical sciences and earth sciences -> Chemistry -> Physical chemistry,All fields,Physical sciences and earth sciences,Chemistry,Physical chemistry,,4,332,113,217,9,0,20,6,171,8,3,0
967,r071,All fields -> Physical sciences and earth sciences -> Chemistry -> Polymer chemistry,All fields,Physical sciences and earth sciences,Chemistry,Polymer chemistry,,4,152,79,73,4,2,10,1,52,4,0,0
967,r072,All fields -> Physical sciences and earth sciences -> Chemistry -> Theoretical chemistry,All fields,Physical sciences and earth sciences,Chemistry,Theoretical chemistry,,4,85,34,51,2,1,2,3,43,0,0,0
967,r073,"All fields -> Physical sciences and earth sciences -> Chemistry -> Chemistry, general",All fields,Physical sciences and earth sciences,Chemistry,"Chemistry, general",,4,539,174,297,14,0,44,9,192,5,9,24
967,r074,"All fields -> Physical sciences and earth sciences -> Chemistry -> Chemistry, other",All fields,Physical sciences and earth sciences,Chemistry,"Chemistry, other",,4,149,50,99,13,0,13,6,62,4,1,0
967,r075,"All fields -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences",All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",,,3,1165,332,787,54,2,46,14,628,21,12,10
967,r076,"All fields -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric science and meteorology",All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,,4,243,76,162,9,0,20,3,123,4,2,1
967,r077,"All fields -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric science and meteorology -> Atmospheric physics, meteorology",All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,"Atmospheric physics, meteorology",5,45,15,30,1,0,1,0,27,1,0,0
967,r078,"All fields -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric science and meteorology -> Atmospheric chemistry, atmospheric sciences-general, atmospheric sciences-other",All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,"Atmospheric chemistry, atmospheric sciences-general, atmospheric sciences-other",5,198,61,132,8,0,19,3,96,3,2,1
967,r079,"All fields -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences -> Geological sciences",All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,,4,576,178,364,23,1,13,8,305,6,6,2
967,r080,"All fields -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences -> Geological sciences -> Geochemistry, mineralogy",All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,"Geochemistry, mineralogy",5,78,15,61,3,0,4,1,51,1,1,0
967,r081,"All fields -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences -> Geological sciences -> Geology",All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,Geology,5,124,34,87,3,1,0,1,80,1,0,1
967,r082,"All fields -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences -> Geological sciences -> Geomorphology, geological sciences-general, geological sciences-other",All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,"Geomorphology, geological sciences-general, geological sciences-other",5,211,56,134,9,0,8,2,109,2,4,0
967,r083,"All fields -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences -> Geological sciences -> Geophysics and seismology",All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,Geophysics and seismology,5,124,64,52,6,0,1,3,39,1,1,1
967,r084,"All fields -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences -> Geological sciences -> Paleontology, stratigraphy",All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,"Paleontology, stratigraphy",5,39,9,30,2,0,0,1,26,1,0,0
967,r085,"All fields -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences ",All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences ,,4,346,78,261,22,1,13,3,200,11,4,7
967,r086,"All fields -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences  -> Marine biology and biological oceanography",All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences ,Marine biology and biological oceanography,5,111,14,95,12,1,2,2,69,5,2,2
967,r087,"All fields -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences  -> Oceanography, chemical and physical",All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences ,"Oceanography, chemical and physical",5,70,19,49,4,0,4,0,38,2,0,1
967,r088,"All fields -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences  -> Ocean/marine sciences, aggregated",All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences ,"Ocean/marine sciences, aggregated",5,165,45,117,6,0,7,1,93,4,2,4
967,r089,All fields -> Physical sciences and earth sciences -> Physics and astronomy ,All fields,Physical sciences and earth sciences,Physics and astronomy ,,,3,2219,903,1239,66,0,131,25,950,33,15,19
967,r090,All fields -> Physical sciences and earth sciences -> Physics and astronomy  -> Astronomy and astrophysics ,All fields,Physical sciences and earth sciences,Physics and astronomy ,Astronomy and astrophysics ,,4,336,91,237,9,0,19,3,192,10,3,1
967,r091,All fields -> Physical sciences and earth sciences -> Physics and astronomy  -> Astronomy and astrophysics  -> Astronomy,All fields,Physical sciences and earth sciences,Physics and astronomy ,Astronomy and astrophysics ,Astronomy,5,121,31,88,2,0,3,1,78,4,0,0
967,r092,All fields -> Physical sciences and earth sciences -> Physics and astronomy  -> Astronomy and astrophysics  -> Astrophysics,All fields,Physical sciences and earth sciences,Physics and astronomy ,Astronomy and astrophysics ,Astrophysics,5,211,59,146,7,0,16,2,111,6,3,1
967,r093,"All fields -> Physical sciences and earth sciences -> Physics and astronomy  -> Astronomy and astrophysics  -> Astronomy and astrophysics, other",All fields,Physical sciences and earth sciences,Physics and astronomy ,Astronomy and astrophysics ,"Astronomy and astrophysics, other",5,4,1,3,0,0,0,0,3,0,0,0
967,r094,All fields -> Physical sciences and earth sciences -> Physics and astronomy  -> Physics ,All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,,4,1883,812,1002,57,0,112,22,758,23,12,18
967,r095,"All fields -> Physical sciences and earth sciences -> Physics and astronomy  -> Physics  -> Acoustics, optics/photonics",All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,"Acoustics, optics/photonics",5,213,97,109,7,0,15,3,81,2,1,0
967,r096,All fields -> Physical sciences and earth sciences -> Physics and astronomy  -> Physics  -> Applied physics,All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,Applied physics,5,178,70,98,8,0,8,7,68,5,0,2
967,r097,"All fields -> Physical sciences and earth sciences -> Physics and astronomy  -> Physics  -> Atomic physics, polymer physics",All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,"Atomic physics, polymer physics",5,157,82,75,2,0,9,1,59,2,2,0
967,r098,All fields -> Physical sciences and earth sciences -> Physics and astronomy  -> Physics  -> Biophysics (physics),All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,Biophysics (physics),5,134,64,68,3,0,10,1,52,2,0,0
967,r099,"All fields -> Physical sciences and earth sciences -> Physics and astronomy  -> Physics  -> Condensed matter, low-temperature physics",All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,"Condensed matter, low-temperature physics",5,343,182,159,10,0,22,4,118,3,2,0
967,r100,All fields -> Physical sciences and earth sciences -> Physics and astronomy  -> Physics  -> Elementary particle physics,All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,Elementary particle physics,5,354,139,186,10,0,25,2,130,2,3,14
967,r101,All fields -> Physical sciences and earth sciences -> Physics and astronomy  -> Physics  -> Nuclear physics,All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,Nuclear physics,5,103,33,70,4,0,3,1,59,3,0,0
967,r102,"All fields -> Physical sciences and earth sciences -> Physics and astronomy  -> Physics  -> Plasma, high-temperature physics",All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,"Plasma, high-temperature physics",5,65,16,49,5,0,2,0,41,1,0,0
967,r103,"All fields -> Physical sciences and earth sciences -> Physics and astronomy  -> Physics  -> Physics, general",All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,"Physics, general",5,248,97,133,6,0,16,2,106,0,3,0
967,r104,"All fields -> Physical sciences and earth sciences -> Physics and astronomy  -> Physics  -> Physics, other",All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,"Physics, other",5,88,32,55,2,0,2,1,44,3,1,2
967,r105,All fields -> Mathematics and computer sciences,All fields,Mathematics and computer sciences,,,,2,3843,1931,1746,79,1,276,49,1181,50,40,70
967,r106,All fields -> Mathematics and computer sciences -> Computer and information sciences,All fields,Mathematics and computer sciences,Computer and information sciences,,,3,1987,1101,796,43,0,139,32,515,21,17,29
967,r107,All fields -> Mathematics and computer sciences -> Computer and information sciences -> Computer science,All fields,Mathematics and computer sciences,Computer and information sciences,Computer science,,4,1587,931,593,28,0,102,16,392,19,12,24
967,r108,"All fields -> Mathematics and computer sciences -> Computer and information sciences -> Information science, systems",All fields,Mathematics and computer sciences,Computer and information sciences,"Information science, systems",,4,162,54,94,6,0,18,10,57,1,2,0
967,r109,"All fields -> Mathematics and computer sciences -> Computer and information sciences -> Computer and information sciences, general",All fields,Mathematics and computer sciences,Computer and information sciences,"Computer and information sciences, general",,4,123,75,45,3,0,5,5,28,1,1,2
967,r110,"All fields -> Mathematics and computer sciences -> Computer and information sciences -> Computer and information sciences, other",All fields,Mathematics and computer sciences,Computer and information sciences,"Computer and information sciences, other",,4,115,41,64,6,0,14,1,38,0,2,3
967,r111,All fields -> Mathematics and computer sciences -> Mathematics and statistics ,All fields,Mathematics and computer sciences,Mathematics and statistics ,,,3,1856,830,950,36,1,137,17,666,29,23,41
967,r112,All fields -> Mathematics and computer sciences -> Mathematics and statistics  -> Algebra,All fields,Mathematics and computer sciences,Mathematics and statistics ,Algebra,,4,103,27,74,1,0,6,1,64,2,0,0
967,r113,All fields -> Mathematics and computer sciences -> Mathematics and statistics  -> Analysis and functional analysis,All fields,Mathematics and computer sciences,Mathematics and statistics ,Analysis and functional analysis,,4,78,31,47,3,0,5,1,37,0,0,1
967,r114,"All fields -> Mathematics and computer sciences -> Mathematics and statistics  -> Applied mathematics, computing theory",All fields,Mathematics and computer sciences,Mathematics and statistics ,"Applied mathematics, computing theory",,4,497,240,248,10,0,32,3,185,8,5,5
967,r115,"All fields -> Mathematics and computer sciences -> Mathematics and statistics  -> Geometry, geometric analysis",All fields,Mathematics and computer sciences,Mathematics and statistics ,"Geometry, geometric analysis",,4,63,32,30,3,0,2,0,23,2,0,0
967,r116,"All fields -> Mathematics and computer sciences -> Mathematics and statistics  -> Logic, topology/foundations",All fields,Mathematics and computer sciences,Mathematics and statistics ,"Logic, topology/foundations",,4,62,21,38,2,0,3,0,33,0,0,0
967,r117,All fields -> Mathematics and computer sciences -> Mathematics and statistics  -> Number theory,All fields,Mathematics and computer sciences,Mathematics and statistics ,Number theory,,4,55,23,31,1,0,4,0,23,3,0,0
967,r118,"All fields -> Mathematics and computer sciences -> Mathematics and statistics  -> Operations research, mathematics/statistics-general, mathematics/statistics-other",All fields,Mathematics and computer sciences,Mathematics and statistics ,"Operations research, mathematics/statistics-general, mathematics/statistics-other",,4,496,220,252,9,0,31,5,185,6,9,7
967,r119,All fields -> Mathematics and computer sciences -> Mathematics and statistics  -> Statistics (mathematics),All fields,Mathematics and computer sciences,Mathematics and statistics ,Statistics (mathematics),,4,502,236,230,7,1,54,7,116,8,9,28
967,r120,All fields -> Psychology and social sciences,All fields,Psychology and social sciences,,,,2,9079,1680,6874,578,26,532,531,4763,205,68,171
967,r121,All fields -> Psychology and social sciences -> Psychology ,All fields,Psychology and social sciences,Psychology ,,,3,3960,295,3403,291,10,220,229,2453,105,19,76
967,r122,All fields -> Psychology and social sciences -> Psychology  -> Behavioral analysis,All fields,Psychology and social sciences,Psychology ,Behavioral analysis,,4,51,0,48,5,0,1,5,35,1,0,1
967,r123,All fields -> Psychology and social sciences -> Psychology  -> Clinical psychology,All fields,Psychology and social sciences,Psychology ,Clinical psychology,,4,1149,37,1044,99,3,77,68,751,32,9,5
967,r124,All fields -> Psychology and social sciences -> Psychology  -> Cognitive neuroscience,All fields,Psychology and social sciences,Psychology ,Cognitive neuroscience,,4,199,30,162,21,1,11,2,121,5,0,1
