table_id,row_id,research_priority_position_and_field_full_path,research_priority_position_and_field_level_1,research_priority_position_and_field_level_2,research_priority_position_and_field_level_3,research_priority_position_and_field_hierarchy_depth,field_1973,field_1977,field_1979,field_1981,field_1983,field_1985,field_1987,field_1989,field_1991,field_1993,field_1995,field_1997,field_1999,field_2001,field_2003,field_2006,field_2008,field_2010,field_2013,field_2015,field_2017,field_2019
4393,r011,All positions -> Full-time faculty -> Mathematics and statistics,All positions,Full-time faculty,Mathematics and statistics,3,9.3,10.9,11.4,11.7,12.3,12.7,12.9,13.5,14.2,14.7,13.0,13.6,12.9,12.4,14.0,14.0,14.8,15.1,15.5,16.8,16.3,17.3
4393,r012,All positions -> Full-time faculty -> Computer and information sciences,All positions,Full-time faculty,Computer and information sciences,3,NA,NA,0.1,0.3,0.4,0.7,0.9,1.3,1.8,2.3,2.8,2.9,3.2,3.3,4.2,4.9,5.6,5.7,6.4,7.1,7.1,8.7
4393,r013,All positions -> Full-time faculty -> Life sciences,All positions,Full-time faculty,Life sciences,3,29.5,34.9,37.3,40.9,43.5,45.6,48.1,49.3,51.1,50.8,52.8,53.6,56.1,58.3,61.7,62.8,63.5,66.7,70.5,70.8,70.0,76.6
4393,r014,All positions -> Full-time faculty -> Psychology,All positions,Full-time faculty,Psychology,3,10.8,13.9,14.3,16.4,17.3,18.5,19.2,20.2,20.7,19.5,20.1,19.4,20.6,21.2,21.5,23.2,23.0,23.4,24.1,26.0,26.3,28.0
4393,r015,All positions -> Full-time faculty -> Social sciences,All positions,Full-time faculty,Social sciences,3,21.6,28.8,30.3,33.7,34.4,36.1,37.6,39.0,39.0,39.2,37.1,36.9,38.2,38.3,39.6,39.2,42.0,43.2,43.6,46.7,46.0,50.1
4393,r016,All positions -> Full-time faculty -> Engineering,All positions,Full-time faculty,Engineering,3,11.3,13.5,14.3,14.7,16.4,17.9,19.3,20.2,20.1,20.1,20.0,21.2,20.7,21.5,21.9,22.1,22.7,23.4,25.0,29.2,28.2,32.6
4393,r017,Research as primary or secondary activity,Research as primary or secondary activity,,,1,,,,,,,,,,,,,,,,,,,,,,
4393,r018,All positions,All positions,,,1,82.3,85.0,90.0,100.7,104.7,115.2,144.0,151.6,156.6,150.1,153.5,164.7,168.1,172.5,179.3,183.7,187.1,198.2,201.7,220.8,217.3,233.6
4393,r019,All positions -> Physical sciences,All positions,Physical sciences,,2,18.8,19.2,18.2,19.5,19.3,21.4,24.9,25.7,25.9,25.0,25.8,27.4,27.2,27.3,28.2,26.9,26.8,28.9,29.5,32.8,30.7,33.3
4393,r020,All positions -> Mathematics and statistics,All positions,Mathematics and statistics,,2,6.8,6.8,6.9,6.8,7.2,7.6,9.7,10.2,10.7,9.5,9.4,10.1,9.9,9.8,10.7,11.4,11.7,12.3,11.8,13.4,13.4,14.6
4393,r021,All positions -> Computer and information sciences,All positions,Computer and information sciences,,2,NA,NA,0.1,0.3,0.4,0.6,1.0,1.3,1.7,2.0,2.4,2.4,2.6,2.6,3.9,4.1,4.8,5.1,5.7,6.4,6.2,7.4
4393,r022,All positions -> Life sciences,All positions,Life sciences,,2,26.0,28.7,32.1,37.1,38.3,41.4,48.8,51.8,53.3,51.8,53.8,57.9,60.8,63.1,65.6,66.7,66.4,71.4,74.2,78.3,76.9,81.8
4393,r023,All positions -> Psychology,All positions,Psychology,,2,7.3,7.7,8.3,9.9,10.5,10.7,14.3,14.3,15.7,14.9,15.6,16.1,17.2,18.2,19.1,20.5,21.3,21.2,20.2,21.1,22.0,23.0
4393,r024,All positions -> Social sciences,All positions,Social sciences,,2,14.3,13.8,14.7,17.6,17.8,20.9,28.5,30.5,31.1,29.3,28.1,29.8,30.9,31.4,31.5,32.7,33.8,35.2,34.7,38.2,38.2,40.8
4393,r025,All positions -> Engineering,All positions,Engineering,,2,9.0,8.9,9.8,9.5,11.2,12.5,16.8,17.6,18.2,17.5,18.5,20.9,19.4,20.2,20.3,21.4,22.3,24.1,25.6,30.5,30.0,32.8
4393,r026,All positions -> Full-time faculty,All positions,Full-time faculty,,2,72.0,71.6,74.1,83.8,86.9,95.1,121.4,125.8,131.4,121.7,121.6,124.8,126.3,130.4,135.2,133.7,138.6,142.6,144.4,159.6,156.3,172.7
4393,r027,All positions -> Full-time faculty -> Physical sciences,All positions,Full-time faculty,Physical sciences,3,15.1,14.8,13.9,15.1,15.1,16.3,19.7,19.9,20.1,18.0,17.9,18.4,18.3,18.6,19.9,18.2,18.7,19.6,19.7,21.9,20.6,23.1
4393,r028,All positions -> Full-time faculty -> Mathematics and statistics,All positions,Full-time faculty,Mathematics and statistics,3,6.6,6.4,6.4,6.5,6.9,7.3,9.1,9.8,10.2,9.1,8.4,9.0,8.4,8.2,9.2,9.6,10.1,10.4,10.0,11.4,11.5,12.1
4393,r029,All positions -> Full-time faculty -> Computer and information sciences,All positions,Full-time faculty,Computer and information sciences,3,NA,NA,s,0.2,0.3,0.5,0.8,1.2,1.6,1.8,2.2,2.3,2.3,2.3,3.3,3.6,4.1,4.1,4.5,5.3,5.2,6.1
4393,r030,All positions -> Full-time faculty -> Life sciences,All positions,Full-time faculty,Life sciences,3,21.8,22.9,24.7,28.7,29.6,31.9,38.3,39.0,41.0,38.4,39.5,40.3,41.4,43.5,45.1,44.3,44.5,46.1,47.8,49.9,48.3,53.8
4393,r031,All positions -> Full-time faculty -> Psychology,All positions,Full-time faculty,Psychology,3,6.6,6.7,6.6,8.0,8.8,9.0,12.1,12.2,13.9,12.5,12.9,12.9,13.4,14.1,14.4,14.9,15.9,16.1,15.3,16.4,17.2,18.2
4393,r032,All positions -> Full-time faculty -> Social sciences,All positions,Full-time faculty,Social sciences,3,13.6,12.9,13.5,16.5,16.0,18.8,26.1,27.9,28.3,26.7,25.3,25.3,26.7,27.4,27.0,27.2,29,29.6,28.9,31.9,32.2,34.5
4393,r033,All positions -> Full-time faculty -> Engineering,All positions,Full-time faculty,Engineering,3,8.2,8.0,8.9,8.8,10.2,11.4,15.2,15.7,16.2,15.1,15.5,16.5,15.6,16.5,16.2,15.8,16.4,16.9,18.1,22.9,21.5,24.9
4393,r034,Research as primary activity,Research as primary activity,,,1,,,,,,,,,,,,,,,,,,,,,,
4393,r035,All positions,All positions,,,1,27.8,37.0,41.3,46.5,48.9,55.9,66.5,72.2,73.9,80.2,83.0,88.6,91.4,93.8,102.9,108.2,107.9,117.5,120.7,133.7,130.1,138.4
4393,r036,All positions -> Physical sciences,All positions,Physical sciences,,2,6.6,8.9,8.5,9.4,9.2,11.0,12.3,13.3,13.1,14.7,15.2,15.6,15.1,15.0,16.2,16.3,15.7,17.5,18.2,20.8,19.4,19.7
4393,r037,All positions -> Mathematics and statistics,All positions,Mathematics and statistics,,2,1.5,1.8,2.1,1.9,2.0,2.7,3.2,3.5,3.5,3.4,3.3,3.5,2.9,3.3,3.8,5.0,5.6,5.7,5.6,6.4,6.1,7.0
4393,r038,All positions -> Computer and information sciences,All positions,Computer and information sciences,,2,NA,NA,0.0,0.1,0.2,0.4,0.7,0.8,1.1,0.9,1.0,1.1,1.1,1.3,1.9,2.0,2.6,2.8,3.1,3.9,3.7,3.9
4393,r039,All positions -> Life sciences,All positions,Life sciences,,2,12.8,16.6,19.7,23.2,24.3,27.1,31.5,33.8,34.5,36.0,37.7,40.5,43.2,43.7,46.4,47.0,45.3,49.7,51.0,54.4,53.2,54.7
4393,r040,All positions -> Psychology,All positions,Psychology,,2,2.0,2.8,3.4,4.1,4.4,4.6,5.2,5.9,6.2,6.7,7.4,8.0,8.6,8.7,10.0,11.2,11.1,11.4,10.9,11.3,11.2,12.8
4393,r041,All positions -> Social sciences,All positions,Social sciences,,2,2.8,4.1,4.2,4.5,4.9,5.7,7.5,8.2,8.4,10.7,9.8,9.8,11.1,11.7,13.0,13.6,14.0,15.6,15.9,17.3,16.6,19.3
4393,r042,All positions -> Engineering,All positions,Engineering,,2,2.1,2.9,3.4,3.3,3.9,4.4,6.2,6.9,7.2,7.9,8.7,10.1,9.4,10.1,11.6,13.1,13.6,15.0,16.0,19.6,20.1,20.9
4393,r043,All positions -> Full-time faculty,All positions,Full-time faculty,,2,19.8,25.8,28.1,31.8,33.6,39.5,48.6,51.6,53.8,56.8,56.6,56.9,58.9,61.2,70.4,70.2,71.7,75.0,77.4,88.7,84.5,94.6
4393,r044,All positions -> Full-time faculty -> Physical sciences,All positions,Full-time faculty,Physical sciences,3,3.5,5.0,5.0,5.4,5.4,6.5,7.8,8.0,8.2,8.7,8.4,8.1,8.0,8.0,9.7,9.3,9.4,9.8,10.4,12.1,11.5,11.9
4393,r045,All positions -> Full-time faculty -> Mathematics and statistics,All positions,Full-time faculty,Mathematics and statistics,3,1.4,1.6,1.8,1.8,1.8,2.5,2.7,3.2,3.2,3.1,2.7,2.9,2.3,2.3,3.4,3.9,4.6,4.6,4.5,5.4,5.1,5.7
4393,r046,All positions -> Full-time faculty -> Computer and information sciences,All positions,Full-time faculty,Computer and information sciences,3,NA,NA,0.0,0.1,0.1,0.3,0.5,0.7,1.0,0.7,0.9,0.9,0.9,1.1,1.6,1.7,2.1,2.1,2.4,3.1,2.9,3.2
4393,r047,All positions -> Full-time faculty -> Life sciences,All positions,Full-time faculty,Life sciences,3,9.3,11.4,13.1,15.5,16.5,18.6,22.3,22.6,23.8,24.1,24.7,25.1,26.1,26.9,29.4,27.8,27.1,28.2,29.1,31.0,29.2,32.4
4393,r048,All positions -> Full-time faculty -> Psychology,All positions,Full-time faculty,Psychology,3,1.6,2.0,2.2,2.5,2.9,3.3,3.9,4.5,5.0,5.3,5.4,5.7,5.9,6.1,7.0,7.8,7.8,8.0,7.9,8.6,8.6,9.9
4393,r049,All positions -> Full-time faculty -> Social sciences,All positions,Full-time faculty,Social sciences,3,2.5,3.6,3.4,3.8,3.8,4.6,6.3,7.1,7.1,8.9,8.3,7.4,9.0,9.5,10.7,11.3,11.8,12.9,13.0,14.7,14.0,16.4
4393,r050,All positions -> Full-time faculty -> Engineering,All positions,Full-time faculty,Engineering,3,1.5,2.3,2.6,2.7,3.0,3.7,5.0,5.4,5.5,6.0,6.3,6.6,6.6,7.4,8.6,8.5,8.9,9.4,10.1,13.8,13.4,15.1
4393,r051,Teaching as primary activity,Teaching as primary activity,,,1,,,,,,,,,,,,,,,,,,,,,,
4393,r052,All positions,All positions,,,1,73.3,82.2,83.8,95.9,97.7,101.0,99.3,100.9,103.4,98.3,100.2,105.4,108.6,109.0,105.9,109.4,114.0,120.6,124.8,133.7,132.8,140.3
4393,r053,All positions -> Physical sciences,All positions,Physical sciences,,2,16.3,16.5,15.9,17.5,16.8,17.4,16.9,16.7,16.8,15.7,15.9,16.7,17.8,17.9,17.0,16.9,17.5,18.8,18.7,19.7,19.6,21.4
4393,r054,All positions -> Mathematics and statistics,All positions,Mathematics and statistics,,2,7.4,8.5,8.6,9.1,9.4,9.3,9.2,9.5,10.1,10.3,9.8,10.2,10.5,10.2,9.4,9.9,10.3,10.7,11.3,12.2,12.1,12.7
4393,r055,All positions -> Computer and information sciences,All positions,Computer and information sciences,,2,NA,NA,0.1,0.2,0.3,0.3,0.3,0.6,0.7,1.4,1.8,1.8,2.1,1.9,2.5,3.0,3.2,3.8,4.0,3.6,3.7,4.9
4393,r056,All positions -> Life sciences,All positions,Life sciences,,2,16.6,18.1,18.1,20.5,21.1,20.9,20.1,20.3,20.9,20.2,21.8,23.4,25.1,25.7,25.2,27.6,28.2,30.6,33.9,35.0,34.7,36.5
4393,r057,All positions -> Psychology,All positions,Psychology,,2,7.7,9.4,9.5,11.7,11.6,12.3,13.0,12.8,12.8,11.6,11.9,12.4,13.0,13.3,13.3,14.3,14.4,15.0,14.9,16.3,17.0,15.5
4393,r058,All positions -> Social sciences,All positions,Social sciences,,2,16.9,21.0,22.6,26.8,27.7,29.1,28.5,28.8,29.8,27.6,26.9,28.3,28.0,28.0,27.3,27.5,29.6,29.8,30.0,33.4,33.4,33.9
4393,r059,All positions -> Engineering,All positions,Engineering,,2,8.4,8.7,9.1,10.1,10.8,11.7,11.3,12.2,12.2,11.6,12.1,12.6,12.1,11.9,11.2,10.2,10.8,11.9,11.9,13.5,12.5,15.5
4393,r060,All positions -> Full-time faculty,All positions,Full-time faculty,,2,69.9,78.4,79.7,92.1,91.9,94.9,93.6,93.9,96.7,91.4,91.9,92.1,95.0,93.8,89.9,88.4,93.5,96.7,98.2,101.9,100.3,109.2
4393,r061,All positions -> Full-time faculty -> Physical sciences,All positions,Full-time faculty,Physical sciences,3,15.5,15.7,15.1,16.9,15.8,16.5,16.2,15.6,15.6,14.3,14.4,14.4,15.4,15.1,14.3,13.8,14.2,15.1,14.5,14.6,13.8,16.0
4393,r062,All positions -> Full-time faculty -> Mathematics and statistics,All positions,Full-time faculty,Mathematics and statistics,3,7.2,8.1,8.3,8.8,9.0,8.9,9.0,9.0,9.6,10.0,9.0,9.1,9.2,8.9,8.5,8.2,8.6,8.8,9.3,9.5,9.2,10.2
4393,r063,All positions -> Full-time faculty -> Computer and information sciences,All positions,Full-time faculty,Computer and information sciences,3,NA,NA,0.1,0.2,0.3,0.3,0.3,0.5,0.7,1.3,1.7,1.6,2.0,1.7,2.2,2.5,2.8,3.2,3.4,3.0,3.0,4.1
4393,r064,All positions -> Full-time faculty -> Life sciences,All positions,Full-time faculty,Life sciences,3,15.7,17.1,17.1,19.6,19.6,19.5,18.7,18.7,19.1,18.4,19.8,20.0,21.6,21.8,21.0,21.8,23.1,24.4,26.1,26.3,26.3,27.9
4393,r065,All positions -> Full-time faculty -> Psychology,All positions,Full-time faculty,Psychology,3,7.3,8.9,8.9,11.0,10.9,11.6,12.1,11.9,12.2,10.5,10.9,10.6,11.3,11.1,10.8,11.1,11.1,11.3,11.0,11.8,12.4,11.9
4393,r066,All positions -> Full-time faculty -> Social sciences,All positions,Full-time faculty,Social sciences,3,16.1,20.1,21.4,25.7,25.9,26.8,26.5,26.4,27.6,25.9,24.6,24.6,24.2,24.1,23.1,21.9,24.3,23.9,23.8,25.7,25.5,26.6
4393,r067,All positions -> Full-time faculty -> Engineering,All positions,Full-time faculty,Engineering,3,8.1,8.5,8.9,10.0,10.4,11.2,11.0,11.7,11.8,11.0,11.5,11.7,11.4,10.8,9.9,8.9,9.4,10.0,10.1,11.1,10.2,12.6
4393,r068,Other primary activity,Other primary activity,,,1,,,,,,,,,,,,,,,,,,,,,,
4393,r069,All positions,All positions,,,1,16.9,26.2,30.2,24.7,29.6,33.3,30.1,33.5,33.2,35.2,34.3,38.6,40.2,42.8,49.5,55.2,54.6,56.6,63.5,61.9,63.6,71.7
4393,r070,All positions -> Physical sciences,All positions,Physical sciences,,2,2.6,3.8,4.4,3.0,3.8,3.8,3.5,3.6,3.8,4.6,4.6,5.2,5.8,5.8,7.2,6.5,6.7,7.4,8.0,7.9,8.0,9.5
4393,r071,All positions -> Mathematics and statistics,All positions,Mathematics and statistics,,2,0.8,1.4,1.6,1.3,1.6,1.6,1.4,1.5,1.6,1.8,1.5,1.8,1.7,1.4,2.2,2.5,2.1,2.3,2.1,2.3,2.5,2.0
4393,r072,All positions -> Computer and information sciences,All positions,Computer and information sciences,,2,NA,NA,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5,0.5,0.5,0.8,0.8,1.1,0.8,1.4,1.5,1.6,2.1
4393,r073,All positions -> Life sciences,All positions,Life sciences,,2,5.5,8.0,9.3,7.6,9.4,10.6,9.7,10.7,11.5,12.0,12.2,13.4,13.6,14.8,17.6,20.9,20.8,21.6,24.9,23.3,24.7,27.7
4393,r074,All positions -> Psychology,All positions,Psychology,,2,2.5,4.0,4.8,4.4,5.0,6.2,5.6,6.3,6.2,6.7,6.9,7.0,7.3,8.4,8.1,9.5,9.0,9.1,10.4,11.1,9.8,11.6
4393,r075,All positions -> Social sciences,All positions,Social sciences,,2,3.7,6.0,6.8,5.6,6.1,7.1,6.1,7.6,6.6,6.1,5.8,6.8,7.2,7.2,8.2,8.8,8.9,9.5,9.9,9.1,9.9,11.2
4393,r076,All positions -> Engineering,All positions,Engineering,,2,1.9,3.1,3.3,2.7,3.5,3.8,3.7,3.7,3.4,3.7,3.0,3.8,4.0,4.7,5.5,6.2,5.9,6.0,6.8,6.7,7.2,7.6
4393,r077,All positions -> Full-time faculty,All positions,Full-time faculty,,2,13.6,21.3,23.4,18.0,22.9,22.5,22.2,24.2,22.6,24.1,22.9,23.9,24.2,26.0,30.3,34.6,33.9,35.1,38.8,37.1,38.6,43.1
4393,r078,All positions -> Full-time faculty -> Physical sciences,All positions,Full-time faculty,Physical sciences,3,1.8,2.9,3.3,2.0,3.0,2.4,2.4,2.5,2.3,2.7,2.7,2.9,2.8,3.0,3.6,3.8,3.9,4.4,4.6,4.4,4.5,5.6
4393,r079,All positions -> Full-time faculty -> Mathematics and statistics,All positions,Full-time faculty,Mathematics and statistics,3,0.7,1.2,1.3,1.1,1.4,1.3,1.2,1.3,1.4,1.6,1.3,1.5,1.4,1.0,1.9,1.9,1.6,1.7,1.6,1.9,2.0,1.4
4393,r080,All positions -> Full-time faculty -> Computer and information sciences,All positions,Full-time faculty,Computer and information sciences,3,NA,NA,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.3,0.5,0.7,0.4,0.6,1.1,1.2,1.5
4393,r081,All positions -> Full-time faculty -> Life sciences,All positions,Full-time faculty,Life sciences,3,4.5,6.4,7.1,5.8,7.4,7.4,7.2,7.9,8.2,8.3,8.3,8.5,8.5,9.6,11.3,13.2,13.3,14.0,15.3,13.5,14.5,16.3
4393,r082,All positions -> Full-time faculty -> Psychology,All positions,Full-time faculty,Psychology,3,2.0,3.0,3.2,2.9,3.5,3.6,3.3,3.8,3.6,3.7,3.8,3.0,3.4,3.9,3.7,4.4,4.1,4.1,5.1,5.6,5.4,6.2
4393,r083,All positions -> Full-time faculty -> Social sciences,All positions,Full-time faculty,Social sciences,3,3.0,5.2,5.5,4.2,4.7,4.7,4.8,5.4,4.3,4.5,4.2,4.8,5.0,4.7,5.8,6.0,5.9,6.5,6.8,6.3,6.6,7.1
4393,r084,All positions -> Full-time faculty -> Engineering,All positions,Full-time faculty,Engineering,3,1.6,2.7,2.8,2.0,2.9,2.9,3.3,3.1,2.7,3.1,2.2,2.8,2.7,3.3,3.5,4.7,4.4,3.9,4.7,4.3,4.7,5.0
