table_id,row_id,_b_field_and_citizenship_status_b_full_path,_b_field_and_citizenship_status_b_level_1,_b_field_and_citizenship_status_b_level_2,_b_field_and_citizenship_status_b_level_3,_b_field_and_citizenship_status_b_level_4,_b_field_and_citizenship_status_b_level_5,_b_field_and_citizenship_status_b_hierarchy_depth,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022,field_2023,field__change_2013_23
11646,r221,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Non-science and engineering -> Education -> Education research,All doctorate recipients<sup>a</sup>,Temporary visa holder,Non-science and engineering,Education,Education research,5,319,265,327,279,308,366,317,385,310,310,294,-7.8
11646,r222,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Non-science and engineering -> Education -> Teacher education and teaching fields,All doctorate recipients<sup>a</sup>,Temporary visa holder,Non-science and engineering,Education,Teacher education and teaching fields,5,133,148,158,194,144,163,181,181,154,158,163,22.6
11646,r223,"All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Non-science and engineering -> Education -> Education, other ",All doctorate recipients<sup>a</sup>,Temporary visa holder,Non-science and engineering,Education,"Education, other ",5,19,26,19,56,31,30,63,34,46,58,39,105.3
11646,r224,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Non-science and engineering -> Humanities and arts,All doctorate recipients<sup>a</sup>,Temporary visa holder,Non-science and engineering,Humanities and arts,,4,770,713,696,700,680,739,826,742,737,762,849,10.3
11646,r225,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Non-science and engineering -> Humanities and arts -> Letters,All doctorate recipients<sup>a</sup>,Temporary visa holder,Non-science and engineering,Humanities and arts,Letters,5,150,140,122,126,122,139,149,132,175,162,202,34.7
11646,r226,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Non-science and engineering -> Humanities and arts -> Foreign languages and literature,All doctorate recipients<sup>a</sup>,Temporary visa holder,Non-science and engineering,Humanities and arts,Foreign languages and literature,5,179,142,151,164,159,181,202,185,120,154,159,-11.2
11646,r227,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Non-science and engineering -> Humanities and arts -> History,All doctorate recipients<sup>a</sup>,Temporary visa holder,Non-science and engineering,Humanities and arts,History,5,125,129,114,130,113,112,130,120,130,109,131,4.8
11646,r228,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Non-science and engineering -> Humanities and arts -> Philosophy and religious studies,All doctorate recipients<sup>a</sup>,Temporary visa holder,Non-science and engineering,Humanities and arts,Philosophy and religious studies,5,121,101,92,73,97,111,113,88,103,102,110,-9.1
11646,r229,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Non-science and engineering -> Humanities and arts -> Music and performing arts,All doctorate recipients<sup>a</sup>,Temporary visa holder,Non-science and engineering,Humanities and arts,Music and performing arts,5,75,80,92,72,66,77,83,97,87,101,94,25.3
11646,r230,"All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Non-science and engineering -> Humanities and arts -> Humanities and arts, other",All doctorate recipients<sup>a</sup>,Temporary visa holder,Non-science and engineering,Humanities and arts,"Humanities and arts, other",5,120,121,125,135,123,119,149,120,122,134,153,27.5
11646,r231,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Non-science and engineering -> Other non-science and engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Non-science and engineering,Other non-science and engineering,,4,345,316,321,337,352,386,417,417,452,492,460,33.3
11646,r232,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Non-science and engineering -> Other non-science and engineering -> Communication,All doctorate recipients<sup>a</sup>,Temporary visa holder,Non-science and engineering,Other non-science and engineering,Communication,5,133,137,137,160,122,165,163,153,142,174,155,16.5
11646,r233,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Non-science and engineering -> Other non-science and engineering -> Public administration and social services,All doctorate recipients<sup>a</sup>,Temporary visa holder,Non-science and engineering,Other non-science and engineering,Public administration and social services,5,84,61,62,70,71,84,87,97,101,106,99,17.9
11646,r234,"All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other",All doctorate recipients<sup>a</sup>,Temporary visa holder,Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other",5,128,118,122,107,159,137,167,167,209,212,206,60.9
