table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_r_d_total,field_r_d_industry_administered_ffrdcs,field_r_d_university_administered_ffrdcs,field_r_d_nonprofit_administered_ffrdcs,field_r_d_plant_total,field_r_d_plant_industry_administered_ffrdcs,field_r_d_plant_university_administered_ffrdcs,field_r_d_plant_nonprofit_administered_ffrdcs
10243,r021,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,2191408,2133640,13329,44439,348876,347896,483,497
10243,r022,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Naval Nuclear Propulsion Program,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Naval Nuclear Propulsion Program,5,1002,912,0,90,0,0,0,0
10243,r023,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,336284,216243,17071,102971,19005,0,0,19005
10243,r024,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,314540,211911,34834,67796,0,0,0,0
10243,r025,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,200,0,0,200,0,0,0,0
10243,r026,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,3882194,249440,2104731,1528022,1607526,2909,866978,737638
10243,r027,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,728866,665197,24254,39415,0,0,0,0
10243,r028,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,616,0,0,616,0,0,0,0
10243,r029,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,728250,665197,24254,38799,0,0,0,0
10243,r030,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,71103,33717,501,36885,0,0,0,0
10243,r031,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,8239,5332,501,2406,0,0,0,0
10243,r032,All agencies -> Departments -> Department of Homeland Security -> Cybersecurity and Infrastructure Security Agency,All agencies,Departments,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,,4,2286,2286,0,0,0,0,0,0
10243,r033,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,60578,26099,0,34479,0,0,0,0
10243,r034,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,408,0,250,158,0,0,0,0
10243,r035,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,408,0,250,158,0,0,0,0
10243,r036,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,87217,0,0,87217,0,0,0,0
10243,r037,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,84354,0,0,84354,0,0,0,0
10243,r038,All agencies -> Departments -> Department of Transportation -> Federal Highway Administration,All agencies,Departments,Department of Transportation,Federal Highway Administration,,4,1654,0,0,1654,0,0,0,0
10243,r039,All agencies -> Departments -> Department of Transportation -> Federal Motor Carrier Safety Administration,All agencies,Departments,Department of Transportation,Federal Motor Carrier Safety Administration,,4,975,0,0,975,0,0,0,0
10243,r040,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,235,0,0,235,0,0,0,0
10243,r041,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,8600,5074,0,3526,0,0,0,0
10243,r042,All agencies -> Departments -> Department of the Treasury -> Bureau of Engraving and Printing,All agencies,Departments,Department of the Treasury,Bureau of Engraving and Printing,,4,8600,5074,0,3526,0,0,0,0
10243,r043,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,89225,0,0,89225,0,0,0,0
10243,r044,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,
10243,r045,All agencies -> Other agencies -> Administrative Office of the U.S. Courts,All agencies,Other agencies,Administrative Office of the U.S. Courts,,,3,4362,0,0,4362,0,0,0,0
10243,r046,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,109,0.05,76,0.05,0,0,0,0
10243,r047,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,2051453,14480,1994948,42025,2017,0,2017,0
10243,r048,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,298451,0,293711,4740,0,0,0,0
10243,r049,All agencies -> Other agencies -> Nuclear Regulatory Commission,All agencies,Other agencies,Nuclear Regulatory Commission,,,3,24451,10025,2690,11736,0,0,0,0
