table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_total,field_salaries_wages_and_fringe_benefits,field_expensed_machinery_and_equipment,field_materials_and_supplies,field_payments_to_others_for_r_d,field_depreciation_on_r_d_property_and_equipment,field_all_other_costs
9856,r011,"All selected industries -> Manufacturing industries -> Chemicals -> Chemicals, excluding pharmaceuticals",All selected industries,Manufacturing industries,Chemicals,"Chemicals, excluding pharmaceuticals",4,other 325,"['44,894', '&nbsp;']","['22,199', '&nbsp;']","['1,706', '&nbsp;']","['2,937', '&nbsp;']","['9,305', 'r']","['640', '&nbsp;']","['8,107', '&nbsp;']"
9856,r012,All selected industries -> Manufacturing industries -> Plastics and rubber products,All selected industries,Manufacturing industries,Plastics and rubber products,,3,326,"['6,486', '&nbsp;']","['3,001', '&nbsp;']","['491', '&nbsp;']","['940', '&nbsp;']","['59', 'r']","['115', '&nbsp;']","['1,880', '&nbsp;']"
9856,r013,All selected industries -> Manufacturing industries -> Nonmetallic mineral products,All selected industries,Manufacturing industries,Nonmetallic mineral products,,3,327,"['3,808', 'r']","['3,250', 'r']","['0', '&nbsp;']","['327', 'r']","['170', 'r']","['8', '&nbsp;']","['52', '&nbsp;']"
9856,r014,All selected industries -> Manufacturing industries -> Primary metals,All selected industries,Manufacturing industries,Primary metals,,3,331,"['2,240', '&nbsp;']","['930', 'r']","['348', '&nbsp;']","['253', '&nbsp;']","['123', '&nbsp;']","['209', 'r']","['376', '&nbsp;']"
9856,r015,All selected industries -> Manufacturing industries -> Fabricated metal products,All selected industries,Manufacturing industries,Fabricated metal products,,3,332,"['15,819', 'r']","['5,495', 'r']","['1,130', 'r']","['2,569', 'r']","['3,836', 'r']","['367', 'r']","['2,422', 'r']"
9856,r016,All selected industries -> Manufacturing industries -> Machinery,All selected industries,Manufacturing industries,Machinery,,3,333,"['76,360', '&nbsp;']","['46,830', '&nbsp;']","['1,091', '&nbsp;']","['6,670', '&nbsp;']","['12,252', 'r']","['81', '&nbsp;']","['9,437', '&nbsp;']"
9856,r017,All selected industries -> Manufacturing industries -> Computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,,3,334,"['330,785', '&nbsp;']","['172,865', '&nbsp;']","['7,014', '&nbsp;']","['50,420', '&nbsp;']","['51,582', '&nbsp;']","['4,163', '&nbsp;']","['44,741', '&nbsp;']"
9856,r018,All selected industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All selected industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,4,3344,"['105,362', '&nbsp;']","['48,223', '&nbsp;']","['3,199', '&nbsp;']","['7,767', '&nbsp;']","['34,082', 'r']","['2,006', '&nbsp;']","['10,084', '&nbsp;']"
9856,r019,"All selected industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All selected industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",4,3345,"['179,628', '&nbsp;']","['102,953', '&nbsp;']","['2,865', '&nbsp;']","['35,825', 'r']","['14,829', '&nbsp;']","['1,141', '&nbsp;']","['22,014', '&nbsp;']"
9856,r020,All selected industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,4,other 334,"['45,795', '&nbsp;']","['21,689', '&nbsp;']","['950', '&nbsp;']","['6,828', '&nbsp;']","['2,672', '&nbsp;']","['1,016', 'r']","['12,642', 'r']"
9856,r021,"All selected industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All selected industries,Manufacturing industries,"Electrical equipment, appliances, and components",,3,335,"['41,714', '&nbsp;']","['25,638', '&nbsp;']","['1,707', 'r']","['6,881', '&nbsp;']","['1,682', '&nbsp;']","['426', '&nbsp;']","['5,381', '&nbsp;']"
9856,r022,All selected industries -> Manufacturing industries -> Transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,,3,336,"['36,042', '&nbsp;']","['20,951', '&nbsp;']","['1,703', '&nbsp;']","['9,961', '&nbsp;']","['2,131', '&nbsp;']","['185', '&nbsp;']","['1,112', '&nbsp;']"
9856,r023,All selected industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All selected industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,4,3364,"['13,903', '&nbsp;']","['9,043', '&nbsp;']","['311', '&nbsp;']","['3,031', '&nbsp;']","['900', '&nbsp;']","['45', '&nbsp;']","['573', '&nbsp;']"
9856,r024,All selected industries -> Manufacturing industries -> Transportation equipment -> Other transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,Other transportation equipment,4,other 336,"['22,139', '&nbsp;']","['11,907', '&nbsp;']","['1,391', 'r']","['6,930', '&nbsp;']","['1,231', 'r']","['139', 'r']","['540', 'r']"
9856,r025,All selected industries -> Manufacturing industries -> Furniture and related products,All selected industries,Manufacturing industries,Furniture and related products,,3,337,"['1,471', 'r']","['273', 'r']","['286', '&nbsp;']","['54', '&nbsp;']","['0', '&nbsp;']","['36', 'r']","['821', 'r']"
9856,r026,All selected industries -> Manufacturing industries -> Miscellaneous manufacturing,All selected industries,Manufacturing industries,Miscellaneous manufacturing,,3,339,"['170,097', '&nbsp;']","['72,495', '&nbsp;']","['2,487', 'r']","['20,574', '&nbsp;']","['24,356', 'r']","['560', 'r']","['49,626', 'r']"
9856,r027,All selected industries -> Selected nonmanufacturing industries,All selected industries,Selected nonmanufacturing industries,,,2,"42, 51, 5413, 5415, 5417","['6,333,886', '&nbsp;']","['3,610,583', '&nbsp;']","['171,816', '&nbsp;']","['444,937', '&nbsp;']","['956,342', '&nbsp;']","['65,345', '&nbsp;']","['1,084,863', '&nbsp;']"
9856,r028,All selected industries -> Selected nonmanufacturing industries -> Wholesale trade,All selected industries,Selected nonmanufacturing industries,Wholesale trade,,3,42,"['154,712', '&nbsp;']","['71,006', '&nbsp;']","['7,676', '&nbsp;']","['43,108', 'r']","['11,649', 'r']","['1,159', 'r']","['20,114', '&nbsp;']"
9856,r029,All selected industries -> Selected nonmanufacturing industries -> Information,All selected industries,Selected nonmanufacturing industries,Information,,3,51,"['784,850', '&nbsp;']","['617,001', '&nbsp;']","['39,065', 'r']","['17,102', '&nbsp;']","['28,193', '&nbsp;']","['6,171', '&nbsp;']","['77,319', '&nbsp;']"
9856,r030,All selected industries -> Selected nonmanufacturing industries -> Information -> Software publishers,All selected industries,Selected nonmanufacturing industries,Information,Software publishers,4,5112,"['560,818', '&nbsp;']","['460,456', '&nbsp;']","['9,596', '&nbsp;']","['13,299', '&nbsp;']","['24,868', '&nbsp;']","['6,109', '&nbsp;']","['46,490', '&nbsp;']"
9856,r031,"All selected industries -> Selected nonmanufacturing industries -> Information -> Information, excluding software publishers",All selected industries,Selected nonmanufacturing industries,Information,"Information, excluding software publishers",4,51 less 5112,"['224,032', '&nbsp;']","['156,545', '&nbsp;']","['29,469', 'r']","['3,803', '&nbsp;']","['3,325', '&nbsp;']","['61', '&nbsp;']","['30,829', 'r']"
9856,r032,"All selected industries -> Selected nonmanufacturing industries -> Architectural, engineering, and related services",All selected industries,Selected nonmanufacturing industries,"Architectural, engineering, and related services",,3,5413,"['647,610', '&nbsp;']","['447,922', '&nbsp;']","['27,288', '&nbsp;']","['59,372', '&nbsp;']","['41,424', '&nbsp;']","['7,188', 'r']","['64,415', '&nbsp;']"
9856,r033,All selected industries -> Selected nonmanufacturing industries -> Computer systems design and related services,All selected industries,Selected nonmanufacturing industries,Computer systems design and related services,,3,5415,"['1,690,254', '&nbsp;']","['1,226,739', '&nbsp;']","['27,900', '&nbsp;']","['40,717', '&nbsp;']","['74,064', '&nbsp;']","['5,269', 'r']","['315,566', '&nbsp;']"
9856,r034,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,,3,5417,"['3,056,460', '&nbsp;']","['1,247,915', '&nbsp;']","['69,886', '&nbsp;']","['284,639', '&nbsp;']","['801,012', '&nbsp;']","['45,559', '&nbsp;']","['607,450', '&nbsp;']"
9856,r035,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in nanotechnology,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in nanotechnology,4,541713,"['201,891', '&nbsp;']","['111,127', '&nbsp;']","['5,676', '&nbsp;']","['17,371', '&nbsp;']","['29,309', '&nbsp;']","['2,815', '&nbsp;']","['35,595', '&nbsp;']"
9856,r036,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology),All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),4,541714,"['1,288,461', '&nbsp;']","['441,338', '&nbsp;']","['18,479', '&nbsp;']","['115,229', '&nbsp;']","['419,881', '&nbsp;']","['20,267', '&nbsp;']","['273,267', '&nbsp;']"
9856,r037,"All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All selected industries,Selected nonmanufacturing industries,Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",4,541715,"['1,538,246', '&nbsp;']","['677,439', '&nbsp;']","['45,557', '&nbsp;']","['151,157', '&nbsp;']","['344,568', '&nbsp;']","['22,421', '&nbsp;']","['297,103', '&nbsp;']"
9856,r038,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Social sciences and humanities research and development,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Social sciences and humanities research and development,4,541720,"['17,262', '&nbsp;']","['9,856', '&nbsp;']","['174', '&nbsp;']","['474', '&nbsp;']","['5,215', '&nbsp;']","['56', 'r']","['1,485', '&nbsp;']"
