table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_federal_obligations,field_r_d,field_r_d_plant,field_facilities_and_equipment_for_instruction_in_s_e,field_s_e_fellowships_traineeships_and_training_grants,field_other_general_support_for_s_e
10407,r019,All HBCUs -> Kentucky State U.,All HBCUs,Kentucky State U.,2,18,13879,6579,0,0,1934,5366
10407,r020,"All HBCUs -> U. Maryland, Eastern Shore",All HBCUs,"U. Maryland, Eastern Shore",2,19,13290,7623,0,0,2604,3064
10407,r021,All HBCUs -> Hampton U.,All HBCUs,Hampton U.,2,20,12353,9767,350,0,2236,0
10407,r022,All HBCUs -> Jackson State U.,All HBCUs,Jackson State U.,2,21,11902,7993,0,0,3658,250
10407,r023,All HBCUs -> Langston U.,All HBCUs,Langston U.,2,22,11589,6320,0,0,1727,3542
10407,r024,"All HBCUs -> Southern U. and A&M C., Baton Rouge",All HBCUs,"Southern U. and A&M C., Baton Rouge",2,23,11051,5300,0,0,2074,3677
10407,r025,All HBCUs -> Fort Valley State U.,All HBCUs,Fort Valley State U.,2,24,10848,5147,0,0,1489,4212
10407,r026,All HBCUs -> South Carolina State U.,All HBCUs,South Carolina State U.,2,25,10252,4556,0,0,2055,3640
10407,r027,All HBCUs -> Clark Atlanta U.,All HBCUs,Clark Atlanta U.,2,26,7756,5711,0,0,2045,0
10407,r028,All HBCUs -> West Virginia State U.,All HBCUs,West Virginia State U.,2,27,7147,3230,0,0,1453,2464
10407,r029,All HBCUs -> Texas Southern U.,All HBCUs,Texas Southern U.,2,28,5635,3230,0,0,2405,0
10407,r030,All HBCUs -> Morehouse C.,All HBCUs,Morehouse C.,2,29,5019,4740,0,0,272,6
10407,r031,All HBCUs -> U. District of Columbia,All HBCUs,U. District of Columbia,2,30,4673,3516,322,0,708,128
10407,r032,All HBCUs -> Norfolk State U.,All HBCUs,Norfolk State U.,2,31,4101,2360,742,0,1000,0
10407,r033,All HBCUs -> Voorhees C.,All HBCUs,Voorhees C.,2,32,3940,3940,0,0,0,0
10407,r034,All HBCUs -> Bowie State U.,All HBCUs,Bowie State U.,2,33,3405,1966,0,0,1189,250
10407,r035,All HBCUs -> Alabama State U.,All HBCUs,Alabama State U.,2,34,3256,2456,0,0,800,0
10407,r036,All HBCUs -> Spelman C.,All HBCUs,Spelman C.,2,35,3214,2886,0,0,328,0
10407,r037,"All HBCUs -> U. Arkansas, Pine Bluff",All HBCUs,"U. Arkansas, Pine Bluff",2,36,2493,167,0,0,2326,0
10407,r038,All HBCUs -> Fisk U.,All HBCUs,Fisk U.,2,37,2477,1488,0,0,989,0
10407,r039,All HBCUs -> Tougaloo C.,All HBCUs,Tougaloo C.,2,38,2149,1464,0,0,685,0
10407,r040,All HBCUs -> Fayetteville State U.,All HBCUs,Fayetteville State U.,2,39,2083,1156,0,0,927,0
10407,r041,All HBCUs -> Albany State U.<sup>a</sup>,All HBCUs,Albany State U.<sup>a</sup>,2,40,2052,110,0,0,1777,165
10407,r042,All HBCUs -> Winston-Salem State U.,All HBCUs,Winston-Salem State U.,2,41,2030,1810,0,0,220,0
10407,r043,All HBCUs -> Savannah State U.,All HBCUs,Savannah State U.,2,42,1702,957,0,0,745,0
10407,r044,All HBCUs -> Livingstone C.,All HBCUs,Livingstone C.,2,43,1544,341,0,0,1203,0
10407,r045,All HBCUs -> Harris-Stowe State U.,All HBCUs,Harris-Stowe State U.,2,44,1449,90,0,0,1359,0
10407,r046,All HBCUs -> Grambling State U.,All HBCUs,Grambling State U.,2,45,1397,679,0,0,718,0
10407,r047,All HBCUs -> Elizabeth City State U.,All HBCUs,Elizabeth City State U.,2,46,1353,383,0,0,969,0
10407,r048,All HBCUs -> Dillard U.,All HBCUs,Dillard U.,2,47,1209,311,0,0,648,250
10407,r049,All HBCUs -> Oakwood U.,All HBCUs,Oakwood U.,2,48,1007,123,0,0,493,390
10407,r050,All HBCUs -> Benedict C.,All HBCUs,Benedict C.,2,49,846,597,0,0,0,249
10407,r051,All HBCUs -> Claflin U.,All HBCUs,Claflin U.,2,50,807,629,0,0,178,0
10407,r052,All HBCUs -> Stillman C.,All HBCUs,Stillman C.,2,51,709,395,0,0,100,214
10407,r053,All HBCUs -> Edward Waters U.,All HBCUs,Edward Waters U.,2,52,650,75,0,0,575,0
10407,r054,All HBCUs -> Alamo Colleges District<sup>a</sup>,All HBCUs,Alamo Colleges District<sup>a</sup>,2,53,625,125,0,0,500,0
10407,r055,All HBCUs -> Johnson C. Smith U.,All HBCUs,Johnson C. Smith U.,2,54,558,239,0,0,60,259
10407,r056,"All HBCUs -> Southern U. and A&M C., System Office",All HBCUs,"Southern U. and A&M C., System Office",2,55,515,60,0,0,240,216
10407,r057,"All HBCUs -> Southern U. and A&M C., New Orleans",All HBCUs,"Southern U. and A&M C., New Orleans",2,56,479,10,0,0,469,0
10407,r058,All HBCUs -> Texas C.,All HBCUs,Texas C.,2,57,448,448,0,0,0,0
10407,r059,"All HBCUs -> Lawson State Community C., Birmingham",All HBCUs,"Lawson State Community C., Birmingham",2,58,394,79,0,0,315,0
10407,r060,All HBCUs -> Lane C.,All HBCUs,Lane C.,2,59,336,67,0,0,269,0
10407,r061,All HBCUs -> Virginia Union U.,All HBCUs,Virginia Union U.,2,60,325,165,0,0,160,0
10407,r062,All HBCUs -> Hinds Community C.<sup>a</sup>,All HBCUs,Hinds Community C.<sup>a</sup>,2,61,314,63,0,0,251,0
10407,r063,All HBCUs -> Huston-Tillotson U.,All HBCUs,Huston-Tillotson U.,2,62,299,239,0,0,60,0
10407,r064,All HBCUs -> Bethune-Cookman U.,All HBCUs,Bethune-Cookman U.,2,63,292,286,0,0,6,0
10407,r065,"All HBCUs -> Bennett C., Greensboro",All HBCUs,"Bennett C., Greensboro",2,64,275,275,0,0,0,0
10407,r066,All HBCUs -> Paine C.,All HBCUs,Paine C.,2,65,250,0,0,0,0,250
10407,r067,All HBCUs -> Florida Memorial U.,All HBCUs,Florida Memorial U.,2,66,200,0,0,0,200,0
10407,r068,All HBCUs -> Clinton C.,All HBCUs,Clinton C.,2,67,199,40,0,0,159,0
10407,r069,All HBCUs -> Alcorn State U.<sup>a</sup>,All HBCUs,Alcorn State U.<sup>a</sup>,2,68,196,196,0,0,0,0
10407,r070,All HBCUs -> Lincoln U. Commonwealth of Pennsylvania,All HBCUs,Lincoln U. Commonwealth of Pennsylvania,2,69,88,8,0,0,80,0
10407,r071,All HBCUs -> Mississippi Valley State U.,All HBCUs,Mississippi Valley State U.,2,70,77,77,0,0,0,0
10407,r072,All HBCUs -> Cheyney U. Pennsylvania,All HBCUs,Cheyney U. Pennsylvania,2,71,72,66,0,0,6,0
