table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total_outside_the_united_states,field_argentina,field_brazil,field_chile,field_mexico,field_other_latin_american_locations,field_australia,field_china,field_hong_kong,field_india,field_indonesia,field_japan,field_malaysia_,field_new_zealand,field_singapore,field_south_korea,field_taiwan,field_thailand,field_other_asian_or_pacific_locations,field_israel,field_other_middle_eastern_locations,field_south_africa,field_other_african_locations,field_undistributeda
9688,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['607', '  ']","['0 - 17', '  ']","['12', '  ']","['0', '  ']","['11', '  ']","['0 - 12', '  ']","['4', '  ']","['44', '  ']","['*', '  ']","['1', '  ']","['*', '  ']","['2', '  ']","['21', '  ']","['*', '  ']","['3', '  ']","['1', 'i ']","['*', '  ']","['6', '  ']","['4', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['78', 'i ']"
9688,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['198', '  ']","['0', '  ']","['2', '  ']","['0', '  ']","['4', '  ']","['0', '  ']","['*', '  ']","['19', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['3', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['44', '  ']","['24', '  ']","['0', '  ']","['0', '  ']","['32', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']"
9688,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['50', 'i ']","['0', '  ']","['0 - 15', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['17', 'i ']","['1', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 15', 'i ']"
9688,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['378', '  ']","['0 - 24', '  ']","['3', '  ']","['*', '  ']","['3', '  ']","['*', '  ']","['2', '  ']","['24', '  ']","['0', '  ']","['5', '  ']","['*', '  ']","['53', '  ']","['1', '  ']","['13', '  ']","['1', '  ']","['0', '  ']","['56', '  ']","['*', '  ']","['*', '  ']","['2', '  ']","['2', '  ']","['*', '  ']","['0', '  ']","['0 - 24', 'i ']"
9688,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['5,343', '  ']","['*', '  ']","['100', '  ']","['1', '  ']","['70', '  ']","['*', '  ']","['47', '  ']","['570', '  ']","['5', '  ']","['576', '  ']","['*', '  ']","['163', '  ']","['7', '  ']","['14', '  ']","['81', 'i ']","['216', 'i ']","['152', 'i ']","['9', '  ']","['4', 'i ']","['426', '  ']","['1', '  ']","['1', '  ']","['*', '  ']","['2', 'i ']"
9688,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['907', '  ']","['*', '  ']","['0 - 96', '  ']","['0', '  ']","['0 - 64', '  ']","['0', '  ']","['2', '  ']","['0 - 403', '  ']","['0', '  ']","['0 - 323', '  ']","['*', '  ']","['0', '  ']","['*', '  ']","['3', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0 - 38', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']"
9688,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['1,299', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['115', 'i ']","['4', '  ']","['226', 'i ']","['0', '  ']","['33', 'i ']","['3', '  ']","['0', '  ']","['63', 'i ']","['205', 'i ']","['123', 'i ']","['0', '  ']","['2', 'i ']","['389', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']"
9688,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['546', '  ']","['0', '  ']","['5', '  ']","['0', '  ']","['7', '  ']","['0', '  ']","['1', '  ']","['54', '  ']","['0', '  ']","['29', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['2', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['4', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9688,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['2,591', '  ']","['*', '  ']","['0 - 96', '  ']","['1', '  ']","['0 - 64', '  ']","['*', '  ']","['44', '  ']","['0 - 403', '  ']","['1', '  ']","['0 - 323', '  ']","['*', '  ']","['130', '  ']","['4', '  ']","['9', '  ']","['18', '  ']","['12', '  ']","['30', '  ']","['5', '  ']","['1', '  ']","['0 - 38', '  ']","['1', '  ']","['1', '  ']","['*', '  ']","['2', 'i ']"
9688,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['31,535', '  ']","['1 - 44', '  ']","['54', 'i ']","['0 - 47', '  ']","['233', '  ']","['1,161', 'i ']","['199', '  ']","['3,418', '  ']","['99', '  ']","['4,932', '  ']","['11', '  ']","['997', '  ']","['984', '  ']","['90', '  ']","['1,478', '  ']","['328', '  ']","['1,249', '  ']","['177', '  ']","['500', '  ']","['4,011', '  ']","['48', '  ']","['0 - 18', '  ']","['0 - 7', '  ']","['0 - 219', 'i ']"
9688,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['3,411', '  ']","['2', '  ']","['0 - 55', '  ']","['0 - 47', '  ']","['23', '  ']","['*', '  ']","['62', '  ']","['320', '  ']","['13', '  ']","['984', '  ']","['0 - 4', '  ']","['13', '  ']","['0 - 187', '  ']","['12', '  ']","['9', '  ']","['8', 'i ']","['56', '  ']","['0 - 141', '  ']","['8', '  ']","['185', '  ']","['11', '  ']","['0 - 18', '  ']","['0 - 7', '  ']","['0', '  ']"
9688,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['16,521', '  ']","['0 - 43', '  ']","['0 - 55', '  ']","['0', '  ']","['0 - 211', '  ']","['98 - 631', '  ']","['32', '  ']","['2,160', '  ']","['48', '  ']","['3,014', '  ']","['0 - 4', '  ']","['526', '  ']","['644', '  ']","['17 - 33', '  ']","['949', '  ']","['200', '  ']","['719', '  ']","['37', 'i ']","['456', '  ']","['2,931', '  ']","['*', '  ']","['0', '  ']","['*', '  ']","['0 - 219', 'i ']"
9688,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['3,576', '  ']","['*', '  ']","['0 - 55', '  ']","['*', '  ']","['0 - 141', '  ']","['0 - 18', '  ']","['56', '  ']","['414', '  ']","['12', '  ']","['134', '  ']","['8', '  ']","['52', '  ']","['50', '  ']","['29', '  ']","['197', '  ']","['12', '  ']","['10', '  ']","['1', '  ']","['21', '  ']","['3 - 144', '  ']","['0 - 38', '  ']","['0 - 18', '  ']","['0', '  ']","['0 - 140', 'i ']"
9688,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['467', '  ']","['*', '  ']","['0 - 18', '  ']","['0', '  ']","['0 - 18', '  ']","['0 - 18', '  ']","['5', '  ']","['10', '  ']","['0', '  ']","['6', '  ']","['6', '  ']","['1', '  ']","['7', '  ']","['0', '  ']","['62', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['4', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 18', 'i ']"
9688,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",5,334511,"['594', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 140', '  ']","['0', '  ']","['0 - 52', '  ']","['0 - 405', '  ']","['1', '  ']","['0 - 129', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0 - 136', '  ']","['0 - 13', '  ']","['1', '  ']","['*', '  ']","['0', '  ']","['0 - 140', '  ']","['0 - 38', '  ']","['0 - 18', '  ']","['0', '  ']","['0 - 140', 'i ']"
9688,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['2,516', '  ']","['0', '  ']","['0 - 55', '  ']","['*', '  ']","['1', '  ']","['0', '  ']","['0 - 52', '  ']","['0 - 405', '  ']","['11', '  ']","['0 - 129', '  ']","['2', '  ']","['51', '  ']","['43', '  ']","['29', '  ']","['0 - 136', '  ']","['0 - 13', '  ']","['9', '  ']","['1', '  ']","['21', '  ']","['0 - 140', '  ']","['0', '  ']","['0 - 18', '  ']","['0', '  ']","['0 - 140', 'i ']"
9688,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['8,027', '  ']","['*', '  ']","['0 - 55', 'i ']","['0 - 47', '  ']","['0 - 211', '  ']","['511 - 1,063', 'i ']","['48', '  ']","['524', '  ']","['26', '  ']","['799', '  ']","['0', '  ']","['406', 'i ']","['102 - 292', 'i ']","['14 - 34', '  ']","['324', '  ']","['108', 'i ']","['465', '  ']","['0 - 141', '  ']","['15', '  ']","['750 - 893', '  ']","['0 - 38', '  ']","['0 - 18', '  ']","['0', '  ']","['0 - 219', 'i ']"
9688,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['1,880', '  ']","['0', '  ']","['38', '  ']","['0', '  ']","['58', '  ']","['2', '  ']","['6', '  ']","['613', 'i ']","['4', '  ']","['177', 'i ']","['0', '  ']","['54', '  ']","['5', '  ']","['2', '  ']","['30', '  ']","['43', '  ']","['10', 'i ']","['5', '  ']","['2', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0 - 7', '  ']","['0 - 22', 'i ']"
9688,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['7,663', '  ']","['0 - 43', '  ']","['205', '  ']","['0 - 47', '  ']","['411', '  ']","['5', '  ']","['368', '  ']","['1,000', '  ']","['3', 'i ']","['257', '  ']","['0', '  ']","['60', '  ']","['2', '  ']","['1', 'i ']","['78', 'i ']","['569', '  ']","['52', 'r ']","['25', '  ']","['4', '  ']","['13', '  ']","['0', '  ']","['2', 'i ']","['122', '  ']","['0 - 101', 'i ']"
9688,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['6,720', '  ']","['0 - 43', '  ']","['204', '  ']","['0 - 47', '  ']","['389', '  ']","['5', '  ']","['353', '  ']","['974', '  ']","['*', '  ']","['198', '  ']","['0', '  ']","['59', '  ']","['2', '  ']","['0', '  ']","['73', 'i ']","['568', '  ']","['5', '  ']","['24', '  ']","['4', '  ']","['0 - 14', '  ']","['0', '  ']","['2', 'i ']","['111 - 123', '  ']","['0 - 101', '  ']"
9688,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['711', '  ']","['0', '  ']","['0 - 2', '  ']","['0', '  ']","['22', '  ']","['*', '  ']","['14', 'i ']","['23', '  ']","['1', '  ']","['52', '  ']","['0', '  ']","['2', '  ']","['0', '  ']","['1', 'i ']","['5', 'i ']","['*', '  ']","['*', '  ']","['1', 'i ']","['0', '  ']","['0 - 14', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 101', 'i ']"
9688,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['693', '  ']","['0', '  ']","['0 - 2', '  ']","['0', '  ']","['22', '  ']","['*', '  ']","['14', 'i ']","['23', '  ']","['1', '  ']","['52', '  ']","['0', '  ']","['2', '  ']","['0', '  ']","['1', 'i ']","['5', 'i ']","['*', '  ']","['*', '  ']","['1', 'i ']","['0', '  ']","['0 - 14', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 101', 'i ']"
9688,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['18', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 14', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9688,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['0 - 3', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9688,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['228 - 233', '  ']","['0', '  ']","['0 - 2', 'i ']","['0', '  ']","['*', '  ']","['0', '  ']","['2', 'i ']","['3', 'i ']","['2', 'i ']","['7', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']","['46', 'r ']","['*', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']","['0 - 11', 'i ']","['0 - 11', 'i ']"
9688,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['37', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['2', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['2', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']"
9688,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['4,431', '  ']","['0 - 43', '  ']","['20', '  ']","['0 - 47', '  ']","['19 - 30', '  ']","['66 - 78', '  ']","['116', '  ']","['416', '  ']","['85', '  ']","['262', '  ']","['1', '  ']","['208', '  ']","['9', '  ']","['2', '  ']","['72', '  ']","['49', '  ']","['14', '  ']","['11', '  ']","['34', '  ']","['333', '  ']","['19', '  ']","['0 - 18', '  ']","['0 - 7', '  ']","['0 - 144', 'i ']"
9688,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['4,007', '  ']","['0 - 43', '  ']","['19', '  ']","['0 - 47', '  ']","['20', '  ']","['67', '  ']","['98', '  ']","['399', '  ']","['2', '  ']","['212', '  ']","['1', '  ']","['172', '  ']","['7', '  ']","['2', '  ']","['72', '  ']","['37', '  ']","['11', '  ']","['5', '  ']","['34', '  ']","['296', '  ']","['19', '  ']","['0 - 18', '  ']","['0 - 7', '  ']","['0 - 50', '  ']"
9688,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['424', '  ']","['0', '  ']","['*', '  ']","['0 - 47', 'i ']","['0 - 11', '  ']","['0 - 12', 'i ']","['18', 'i ']","['17', '  ']","['83', '  ']","['50', 'i ']","['0', '  ']","['36', '  ']","['2', '  ']","['*', '  ']","['1', '  ']","['12', 'i ']","['3', '  ']","['6', '  ']","['*', 'i ']","['37', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 103', 'i ']"
9688,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['57,024', '  ']","['293', 'i ']","['458', 'i ']","['95', '  ']","['433', '  ']","['213', '  ']","['1,277', 'i ']","['3,311', '  ']","['253', '  ']","['7,542', '  ']","['13', '  ']","['2,051', 'i ']","['42', '  ']","['208', 'i ']","['1,088', 'i ']","['476', 'i ']","['988', '  ']","['161', 'r ']","['290', '  ']","['3,032', '  ']","['260', 'i ']","['241', 'i ']","['99', '  ']","['154', 'i ']"
