table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_all_graduate_students_rank,field_all_graduate_students_total,field_all_graduate_students_science,field_all_graduate_students_engineering,field_all_graduate_students_health,field_full_time_students_rank,field_full_time_students_total,field_full_time_students_science,field_full_time_students_engineering,field_full_time_students_health,field_part_time_students_rank,field_part_time_students_total,field_part_time_students_science,field_part_time_students_engineering,field_part_time_students_health
6046,r461,All institutions<sup>a</sup> -> Sul Ross State U.,All institutions<sup>a</sup>,Sul Ross State U.,2,460,146,113,0,33,572,36,35,0,1,332,110,78,0,32
6046,r462,All institutions<sup>a</sup> -> East Stroudsburg U. Pennsylvania,All institutions<sup>a</sup>,East Stroudsburg U. Pennsylvania,2,461,145,34,0,111,416,120,25,0,95,508,25,9,0,16
6046,r463,All institutions<sup>a</sup> -> Worcester State U.,All institutions<sup>a</sup>,Worcester State U.,2,462,143,53,0,90,421,113,48,0,65,496,30,5,0,25
6046,r464,All institutions<sup>a</sup> -> Abilene Christian U.,All institutions<sup>a</sup>,Abilene Christian U.,2,463,142,30,0,112,399,135,23,0,112,585,7,7,0,0
6046,r465,All institutions<sup>a</sup> -> Commonwealth Medical C.,All institutions<sup>a</sup>,Commonwealth Medical C.,2,464,141,141,0,0,397,137,137,0,0,602,4,4,0,0
6046,r466,All institutions<sup>a</sup> -> Hawaii Pacific U.,All institutions<sup>a</sup>,Hawaii Pacific U.,2,464,141,119,0,22,439,98,82,0,16,454,43,37,0,6
6046,r467,All institutions<sup>a</sup> -> American International C.,All institutions<sup>a</sup>,American International C.,2,466,140,140,0,0,416,120,120,0,0,531,20,20,0,0
6046,r468,All institutions<sup>a</sup> -> U. Wisconsin-Stevens Point,All institutions<sup>a</sup>,U. Wisconsin-Stevens Point,2,466,140,87,0,53,468,80,27,0,53,422,60,60,0,0
6046,r469,All institutions<sup>a</sup> -> Tuskegee U.,All institutions<sup>a</sup>,Tuskegee U.,2,468,139,109,21,9,415,121,91,21,9,539,18,18,0,0
6046,r470,All institutions<sup>a</sup> -> Niagara U.,All institutions<sup>a</sup>,Niagara U.,2,468,139,139,0,0,462,85,85,0,0,435,54,54,0,0
6046,r471,All institutions<sup>a</sup> -> Salem State U.,All institutions<sup>a</sup>,Salem State U.,2,470,138,138,0,0,499,66,66,0,0,396,72,72,0,0
6046,r472,"All institutions<sup>a</sup> -> St. Mary's U., San Antonio",All institutions<sup>a</sup>,"St. Mary's U., San Antonio",2,471,135,98,37,0,494,69,50,19,0,404,66,48,18,0
6046,r473,"All institutions<sup>a</sup> -> SUNY, New Paltz",All institutions<sup>a</sup>,"SUNY, New Paltz",2,472,134,64,8,62,433,105,44,3,58,501,29,20,5,4
6046,r474,All institutions<sup>a</sup> -> Nicholls State U.,All institutions<sup>a</sup>,Nicholls State U.,2,472,134,134,0,0,472,78,78,0,0,429,56,56,0,0
6046,r475,All institutions<sup>a</sup> -> Youngstown State U.,All institutions<sup>a</sup>,Youngstown State U.,2,474,132,91,41,0,416,120,81,39,0,561,12,10,2,0
6046,r476,All institutions<sup>a</sup> -> Millersville U. Pennsylvania,All institutions<sup>a</sup>,Millersville U. Pennsylvania,2,474,132,132,0,0,523,54,54,0,0,381,78,78,0,0
6046,r477,All institutions<sup>a</sup> -> Iona C.,All institutions<sup>a</sup>,Iona C.,2,476,131,76,0,55,421,113,58,0,55,539,18,18,0,0
6046,r478,All institutions<sup>a</sup> -> Quinnipiac U.,All institutions<sup>a</sup>,Quinnipiac U.,2,477,130,130,0,0,550,44,44,0,0,364,86,86,0,0
6046,r479,All institutions<sup>a</sup> -> Campbell U.,All institutions<sup>a</sup>,Campbell U.,2,478,129,0,0,129,406,127,0,0,127,618,2,0,0,2
6046,r480,All institutions<sup>a</sup> -> Lincoln Memorial U.,All institutions<sup>a</sup>,Lincoln Memorial U.,2,479,127,127,0,0,436,101,101,0,0,505,26,26,0,0
6046,r481,All institutions<sup>a</sup> -> Creighton U.,All institutions<sup>a</sup>,Creighton U.,2,479,127,44,0,83,472,78,41,0,37,446,49,3,0,46
6046,r482,All institutions<sup>a</sup> -> California Lutheran U.,All institutions<sup>a</sup>,California Lutheran U.,2,481,126,126,0,0,460,86,86,0,0,465,40,40,0,0
6046,r483,All institutions<sup>a</sup> -> MGH Institute of Health Professions,All institutions<sup>a</sup>,MGH Institute of Health Professions,2,482,125,0,0,125,407,125,0,0,125,640,0,0,0,0
6046,r484,All institutions<sup>a</sup> -> Florida Gulf Coast U.,All institutions<sup>a</sup>,Florida Gulf Coast U.,2,482,125,73,18,34,533,50,36,1,13,390,75,37,17,21
6046,r485,"All institutions<sup>a</sup> -> Des Moines U., Osteopathic Medical Center",All institutions<sup>a</sup>,"Des Moines U., Osteopathic Medical Center",2,482,125,48,0,77,574,35,34,0,1,355,90,14,0,76
6046,r486,All institutions<sup>a</sup> -> Frederick S. Pardee RAND Graduate School,All institutions<sup>a</sup>,Frederick S. Pardee RAND Graduate School,2,485,123,123,0,0,410,123,123,0,0,640,0,0,0,0
6046,r487,All institutions<sup>a</sup> -> Wayland Baptist U.,All institutions<sup>a</sup>,Wayland Baptist U.,2,486,122,122,0,0,464,83,83,0,0,469,39,39,0,0
6046,r488,"All institutions<sup>a</sup> -> California State U., Monterey Bay",All institutions<sup>a</sup>,"California State U., Monterey Bay",2,486,122,122,0,0,478,74,74,0,0,447,48,48,0,0
6046,r489,All institutions<sup>a</sup> -> Molloy C.,All institutions<sup>a</sup>,Molloy C.,2,488,121,16,0,105,463,84,11,0,73,477,37,5,0,32
6046,r490,"All institutions<sup>a</sup> -> U. Maryland, Eastern Shore",All institutions<sup>a</sup>,"U. Maryland, Eastern Shore",2,488,121,114,0,7,559,41,40,0,1,378,80,74,0,6
6046,r491,All institutions<sup>a</sup> -> Slippery Rock U. Pennsylvania,All institutions<sup>a</sup>,Slippery Rock U. Pennsylvania,2,490,120,81,0,39,498,67,32,0,35,437,53,49,0,4
6046,r492,"All institutions<sup>a</sup> -> Southern U., New Orleans",All institutions<sup>a</sup>,"Southern U., New Orleans",2,490,120,120,0,0,533,50,50,0,0,399,70,70,0,0
6046,r493,All institutions<sup>a</sup> -> U. North Alabama,All institutions<sup>a</sup>,U. North Alabama,2,492,119,116,3,0,557,42,42,0,0,384,77,74,3,0
6046,r494,"All institutions<sup>a</sup> -> Texas A&M U., San Antonio",All institutions<sup>a</sup>,"Texas A&M U., San Antonio",2,493,118,106,0,12,550,44,38,0,6,393,74,68,0,6
6046,r495,All institutions<sup>a</sup> -> Fayetteville State U.,All institutions<sup>a</sup>,Fayetteville State U.,2,494,117,99,0,18,517,56,41,0,15,418,61,58,0,3
6046,r496,All institutions<sup>a</sup> -> Dominican U. California,All institutions<sup>a</sup>,Dominican U. California,2,495,115,115,0,0,468,80,80,0,0,484,35,35,0,0
6046,r497,All institutions<sup>a</sup> -> U. Wisconsin-Green Bay,All institutions<sup>a</sup>,U. Wisconsin-Green Bay,2,495,115,115,0,0,618,19,19,0,0,349,96,96,0,0
6046,r498,All institutions<sup>a</sup> -> Pittsburg State U.,All institutions<sup>a</sup>,Pittsburg State U.,2,497,114,90,0,24,444,93,79,0,14,524,21,11,0,10
6046,r499,All institutions<sup>a</sup> -> Suffolk U.,All institutions<sup>a</sup>,Suffolk U.,2,497,114,93,0,21,489,71,58,0,13,454,43,35,0,8
6046,r500,All institutions<sup>a</sup> -> Cameron U.,All institutions<sup>a</sup>,Cameron U.,2,497,114,114,0,0,515,57,57,0,0,426,57,57,0,0
6046,r501,"All institutions<sup>a</sup> -> SUNY, Upstate Medical U.",All institutions<sup>a</sup>,"SUNY, Upstate Medical U.",2,500,113,113,0,0,421,113,113,0,0,640,0,0,0,0
6046,r502,All institutions<sup>a</sup> -> Northern Michigan U.,All institutions<sup>a</sup>,Northern Michigan U.,2,500,113,80,0,33,478,74,58,0,16,469,39,22,0,17
6046,r503,All institutions<sup>a</sup> -> Wesleyan U.,All institutions<sup>a</sup>,Wesleyan U.,2,502,109,109,0,0,426,109,109,0,0,640,0,0,0,0
6046,r504,"All institutions<sup>a</sup> -> CUNY, C. Staten Island",All institutions<sup>a</sup>,"CUNY, C. Staten Island",2,503,108,97,11,0,632,14,14,0,0,351,94,83,11,0
6046,r505,All institutions<sup>a</sup> -> Delaware State U.,All institutions<sup>a</sup>,Delaware State U.,2,504,107,99,0,8,442,96,88,0,8,565,11,11,0,0
6046,r506,All institutions<sup>a</sup> -> Clarion U. Pennsylvania,All institutions<sup>a</sup>,Clarion U. Pennsylvania,2,504,107,16,0,91,481,73,0,0,73,486,34,16,0,18
6046,r507,All institutions<sup>a</sup> -> Yeshiva U.,All institutions<sup>a</sup>,Yeshiva U.,2,504,107,107,0,0,491,70,70,0,0,477,37,37,0,0
6046,r508,"All institutions<sup>a</sup> -> SUNY, Oswego",All institutions<sup>a</sup>,"SUNY, Oswego",2,504,107,44,0,63,550,44,32,0,12,411,63,12,0,51
6046,r509,All institutions<sup>a</sup> -> Texas A&M International U.,All institutions<sup>a</sup>,Texas A&M International U.,2,508,105,105,0,0,588,30,30,0,0,390,75,75,0,0
6046,r510,All institutions<sup>a</sup> -> Marywood U.,All institutions<sup>a</sup>,Marywood U.,2,509,104,80,0,24,441,97,73,0,24,585,7,7,0,0
6046,r511,All institutions<sup>a</sup> -> Indiana Institute of Technology,All institutions<sup>a</sup>,Indiana Institute of Technology,2,509,104,104,0,0,491,70,70,0,0,486,34,34,0,0
6046,r512,All institutions<sup>a</sup> -> Monmouth U.,All institutions<sup>a</sup>,Monmouth U.,2,509,104,89,15,0,561,40,35,5,0,407,64,54,10,0
6046,r513,"All institutions<sup>a</sup> -> U. Hawaii, Hilo",All institutions<sup>a</sup>,"U. Hawaii, Hilo",2,512,103,96,0,7,517,56,54,0,2,451,47,42,0,5
6046,r514,"All institutions<sup>a</sup> -> U. Texas, Permian Basin",All institutions<sup>a</sup>,"U. Texas, Permian Basin",2,512,103,81,7,15,530,51,40,6,5,439,52,41,1,10
6046,r515,"All institutions<sup>a</sup> -> SUNY, Buffalo State",All institutions<sup>a</sup>,"SUNY, Buffalo State",2,512,103,91,12,0,563,39,38,1,0,407,64,53,11,0
6046,r516,All institutions<sup>a</sup> -> U. Wisconsin-Oshkosh,All institutions<sup>a</sup>,U. Wisconsin-Oshkosh,2,512,103,103,0,0,632,14,14,0,0,358,89,89,0,0
6046,r517,"All institutions<sup>a</sup> -> Inter American U. Puerto Rico, San German",All institutions<sup>a</sup>,"Inter American U. Puerto Rico, San German",2,516,102,102,0,0,632,14,14,0,0,360,88,88,0,0
6046,r518,All institutions<sup>a</sup> -> Shippensburg U. Pennsylvania,All institutions<sup>a</sup>,Shippensburg U. Pennsylvania,2,517,101,101,0,0,537,49,49,0,0,439,52,52,0,0
6046,r519,All institutions<sup>a</sup> -> Salus U.,All institutions<sup>a</sup>,Salus U.,2,518,98,12,0,86,446,92,7,0,85,592,6,5,0,1
6046,r520,All institutions<sup>a</sup> -> U. del Turabo,All institutions<sup>a</sup>,U. del Turabo,2,518,98,81,17,0,563,39,29,10,0,423,59,52,7,0
6046,r521,All institutions<sup>a</sup> -> Framingham State C.,All institutions<sup>a</sup>,Framingham State C.,2,518,98,98,0,0,637,12,12,0,0,364,86,86,0,0
6046,r522,"All institutions<sup>a</sup> -> California State U., Bakersfield",All institutions<sup>a</sup>,"California State U., Bakersfield",2,521,97,97,0,0,476,75,75,0,0,518,22,22,0,0
6046,r523,"All institutions<sup>a</sup> -> Oklahoma State U., Center for Health Sciences",All institutions<sup>a</sup>,"Oklahoma State U., Center for Health Sciences",2,521,97,97,0,0,481,73,73,0,0,511,24,24,0,0
6046,r524,All institutions<sup>a</sup> -> Frostburg State U.,All institutions<sup>a</sup>,Frostburg State U.,2,523,96,96,0,0,540,48,48,0,0,447,48,48,0,0
6046,r525,All institutions<sup>a</sup> -> Texas A&M U.-Central Texas,All institutions<sup>a</sup>,Texas A&M U.-Central Texas,2,523,96,96,0,0,666,4,4,0,0,352,92,92,0,0
6046,r526,All institutions<sup>a</sup> -> Hampton U.,All institutions<sup>a</sup>,Hampton U.,2,525,95,59,0,36,484,72,49,0,23,514,23,10,0,13
6046,r527,All institutions<sup>a</sup> -> Jacksonville State U.,All institutions<sup>a</sup>,Jacksonville State U.,2,525,95,95,0,0,523,54,54,0,0,463,41,41,0,0
6046,r528,All institutions<sup>a</sup> -> Sonoma State U.,All institutions<sup>a</sup>,Sonoma State U.,2,527,93,93,0,0,476,75,75,0,0,539,18,18,0,0
6046,r529,All institutions<sup>a</sup> -> Western State Colorado U.,All institutions<sup>a</sup>,Western State Colorado U.,2,527,93,93,0,0,484,72,72,0,0,524,21,21,0,0
6046,r530,All institutions<sup>a</sup> -> Tiffin U.,All institutions<sup>a</sup>,Tiffin U.,2,527,93,93,0,0,521,55,55,0,0,473,38,38,0,0
6046,r531,All institutions<sup>a</sup> -> Mississippi U. for Women,All institutions<sup>a</sup>,Mississippi U. for Women,2,530,92,8,0,84,484,72,2,0,70,531,20,6,0,14
6046,r532,All institutions<sup>a</sup> -> Metropolitan State U.,All institutions<sup>a</sup>,Metropolitan State U.,2,530,92,86,0,6,629,15,9,0,6,384,77,77,0,0
6046,r533,All institutions<sup>a</sup> -> Andrews U.,All institutions<sup>a</sup>,Andrews U.,2,532,91,91,0,0,466,81,81,0,0,572,10,10,0,0
6046,r534,All institutions<sup>a</sup> -> Oklahoma Christian U.,All institutions<sup>a</sup>,Oklahoma Christian U.,2,532,91,0,91,0,563,39,0,39,0,439,52,0,52,0
6046,r535,"All institutions<sup>a</sup> -> City of Hope, Irell and Manella Graduate School of Biological Sciences",All institutions<sup>a</sup>,"City of Hope, Irell and Manella Graduate School of Biological Sciences",2,534,90,90,0,0,449,90,90,0,0,640,0,0,0,0
6046,r536,All institutions<sup>a</sup> -> Bastyr U.,All institutions<sup>a</sup>,Bastyr U.,2,534,90,90,0,0,470,79,79,0,0,565,11,11,0,0
6046,r537,All institutions<sup>a</sup> -> Fitchburg State U.,All institutions<sup>a</sup>,Fitchburg State U.,2,534,90,90,0,0,496,68,68,0,0,518,22,22,0,0
6046,r538,All institutions<sup>a</sup> -> Aurora U.,All institutions<sup>a</sup>,Aurora U.,2,534,90,43,0,47,533,50,22,0,28,465,40,21,0,19
6046,r539,All institutions<sup>a</sup> -> Memorial Sloan Kettering Cancer Center,All institutions<sup>a</sup>,Memorial Sloan Kettering Cancer Center,2,538,88,88,0,0,470,79,79,0,0,578,9,9,0,0
6046,r540,All institutions<sup>a</sup> -> Southern Nazarene U.,All institutions<sup>a</sup>,Southern Nazarene U.,2,539,87,87,0,0,454,87,87,0,0,640,0,0,0,0
6046,r541,All institutions<sup>a</sup> -> Cedars-Sinai Medical Center,All institutions<sup>a</sup>,Cedars-Sinai Medical Center,2,539,87,87,0,0,530,51,51,0,0,481,36,36,0,0
6046,r542,All institutions<sup>a</sup> -> U. of the Incarnate Word,All institutions<sup>a</sup>,U. of the Incarnate Word,2,541,83,71,0,12,474,76,65,0,11,585,7,6,0,1
6046,r543,All institutions<sup>a</sup> -> Virginia State U.,All institutions<sup>a</sup>,Virginia State U.,2,541,83,83,0,0,508,62,62,0,0,524,21,21,0,0
6046,r544,All institutions<sup>a</sup> -> Bridgewater State U.,All institutions<sup>a</sup>,Bridgewater State U.,2,541,83,83,0,0,540,48,48,0,0,484,35,35,0,0
6046,r545,All institutions<sup>a</sup> -> Bowie State U.,All institutions<sup>a</sup>,Bowie State U.,2,544,82,82,0,0,550,44,44,0,0,473,38,38,0,0
6046,r546,All institutions<sup>a</sup> -> Canisius C.,All institutions<sup>a</sup>,Canisius C.,2,544,82,67,0,15,595,29,19,0,10,437,53,48,0,5
6046,r547,All institutions<sup>a</sup> -> U. Guam,All institutions<sup>a</sup>,U. Guam,2,544,82,82,0,0,603,24,24,0,0,424,58,58,0,0
6046,r548,All institutions<sup>a</sup> -> Alcorn State U.,All institutions<sup>a</sup>,Alcorn State U.,2,547,81,81,0,0,556,43,43,0,0,473,38,38,0,0
6046,r549,All institutions<sup>a</sup> -> Valparaiso U.,All institutions<sup>a</sup>,Valparaiso U.,2,548,80,80,0,0,496,68,68,0,0,561,12,12,0,0
6046,r550,All institutions<sup>a</sup> -> Evergreen State C.,All institutions<sup>a</sup>,Evergreen State C.,2,548,80,80,0,0,563,39,39,0,0,463,41,41,0,0
6046,r551,All institutions<sup>a</sup> -> LeTourneau U.,All institutions<sup>a</sup>,LeTourneau U.,2,548,80,70,10,0,627,16,9,7,0,407,64,61,3,0
6046,r552,All institutions<sup>a</sup> -> Vanguard U. of Southern California,All institutions<sup>a</sup>,Vanguard U. of Southern California,2,551,79,79,0,0,474,76,76,0,0,612,3,3,0,0
6046,r553,All institutions<sup>a</sup> -> Lindenwood U.,All institutions<sup>a</sup>,Lindenwood U.,2,552,78,39,0,39,489,71,37,0,34,585,7,2,0,5
6046,r554,All institutions<sup>a</sup> -> Bradley U.,All institutions<sup>a</sup>,Bradley U.,2,553,77,34,43,0,526,53,27,26,0,511,24,7,17,0
6046,r555,All institutions<sup>a</sup> -> Gannon U.,All institutions<sup>a</sup>,Gannon U.,2,553,77,39,38,0,543,47,22,25,0,496,30,17,13,0
6046,r556,All institutions<sup>a</sup> -> Southeast Missouri State U.,All institutions<sup>a</sup>,Southeast Missouri State U.,2,553,77,77,0,0,559,41,41,0,0,481,36,36,0,0
6046,r557,All institutions<sup>a</sup> -> Charles R. Drew U. of Medicine and Science,All institutions<sup>a</sup>,Charles R. Drew U. of Medicine and Science,2,556,75,34,0,41,481,73,33,0,40,618,2,1,0,1
6046,r558,All institutions<sup>a</sup> -> Endicott C.,All institutions<sup>a</sup>,Endicott C.,2,556,75,54,0,21,581,32,32,0,0,454,43,22,0,21
6046,r559,"All institutions<sup>a</sup> -> SUNY, C. Cortland",All institutions<sup>a</sup>,"SUNY, C. Cortland",2,558,74,3,0,71,527,52,3,0,49,518,22,0,0,22
6046,r560,"All institutions<sup>a</sup> -> Minnesota State U., Moorhead",All institutions<sup>a</sup>,"Minnesota State U., Moorhead",2,559,73,26,0,47,503,63,16,0,47,572,10,10,0,0
6046,r561,All institutions<sup>a</sup> -> Springfield C.,All institutions<sup>a</sup>,Springfield C.,2,559,73,66,0,7,512,59,53,0,6,551,14,13,0,1
6046,r562,All institutions<sup>a</sup> -> New Mexico Highlands U.,All institutions<sup>a</sup>,New Mexico Highlands U.,2,559,73,73,0,0,543,47,47,0,0,505,26,26,0,0
6046,r563,All institutions<sup>a</sup> -> Widener U.,All institutions<sup>a</sup>,Widener U.,2,559,73,0,30,43,569,37,0,22,15,481,36,0,8,28
6046,r564,"All institutions<sup>a</sup> -> SUNY, C. Brockport",All institutions<sup>a</sup>,"SUNY, C. Brockport",2,559,73,58,0,15,578,33,25,0,8,465,40,33,0,7
6046,r565,All institutions<sup>a</sup> -> Florida Polytechnic U.,All institutions<sup>a</sup>,Florida Polytechnic U.,2,564,72,44,28,0,503,63,38,25,0,578,9,6,3,0
6046,r566,All institutions<sup>a</sup> -> Cooper Union for the Advancement of Science and Art,All institutions<sup>a</sup>,Cooper Union for the Advancement of Science and Art,2,564,72,0,72,0,595,29,0,29,0,454,43,0,43,0
6046,r567,All institutions<sup>a</sup> -> Bloomsburg U. Pennsylvania,All institutions<sup>a</sup>,Bloomsburg U. Pennsylvania,2,566,71,9,0,62,503,63,1,0,62,581,8,8,0,0
6046,r568,All institutions<sup>a</sup> -> Gallaudet U.,All institutions<sup>a</sup>,Gallaudet U.,2,566,71,38,0,33,530,51,21,0,30,531,20,17,0,3
6046,r569,All institutions<sup>a</sup> -> Albany Medical C.,All institutions<sup>a</sup>,Albany Medical C.,2,568,70,70,0,0,491,70,70,0,0,640,0,0,0,0
6046,r570,All institutions<sup>a</sup> -> Oklahoma City U.,All institutions<sup>a</sup>,Oklahoma City U.,2,568,70,51,0,19,569,37,31,0,6,490,33,20,0,13
6046,r571,All institutions<sup>a</sup> -> Xavier U.,All institutions<sup>a</sup>,Xavier U.,2,570,69,41,0,28,588,30,29,0,1,469,39,12,0,27
6046,r572,All institutions<sup>a</sup> -> South Carolina State U.,All institutions<sup>a</sup>,South Carolina State U.,2,571,68,0,0,68,515,57,0,0,57,565,11,0,0,11
6046,r573,All institutions<sup>a</sup> -> Mercyhurst U.,All institutions<sup>a</sup>,Mercyhurst U.,2,572,67,67,0,0,537,49,49,0,0,539,18,18,0,0
6046,r574,All institutions<sup>a</sup> -> Edinboro U. Pennsylvania,All institutions<sup>a</sup>,Edinboro U. Pennsylvania,2,572,67,26,0,41,546,46,5,0,41,524,21,21,0,0
6046,r575,All institutions<sup>a</sup> -> Georgia C. and State U.,All institutions<sup>a</sup>,Georgia C. and State U.,2,572,67,21,0,46,578,33,17,0,16,486,34,4,0,30
6046,r576,"All institutions<sup>a</sup> -> SUNY, Fredonia",All institutions<sup>a</sup>,"SUNY, Fredonia",2,575,66,20,0,46,508,62,16,0,46,602,4,4,0,0
6046,r577,All institutions<sup>a</sup> -> U. West Alabama,All institutions<sup>a</sup>,U. West Alabama,2,575,66,66,0,0,517,56,56,0,0,572,10,10,0,0
6046,r578,All institutions<sup>a</sup> -> Fort Valley State U.,All institutions<sup>a</sup>,Fort Valley State U.,2,577,65,20,0,45,557,42,18,0,24,514,23,2,0,21
6046,r579,"All institutions<sup>a</sup> -> U. Arkansas, Pine Bluff",All institutions<sup>a</sup>,"U. Arkansas, Pine Bluff",2,578,64,64,0,0,533,50,50,0,0,551,14,14,0,0
6046,r580,All institutions<sup>a</sup> -> Oregon Institute of Technology,All institutions<sup>a</sup>,Oregon Institute of Technology,2,578,64,18,46,0,603,24,7,17,0,465,40,11,29,0
6046,r581,All institutions<sup>a</sup> -> U. of Saint Mary,All institutions<sup>a</sup>,U. of Saint Mary,2,580,62,62,0,0,517,56,56,0,0,592,6,6,0,0
6046,r582,All institutions<sup>a</sup> -> U. Wisconsin-Whitewater,All institutions<sup>a</sup>,U. Wisconsin-Whitewater,2,580,62,35,0,27,521,55,28,0,27,585,7,7,0,0
6046,r583,All institutions<sup>a</sup> -> Coastal Carolina U.,All institutions<sup>a</sup>,Coastal Carolina U.,2,580,62,62,0,0,584,31,31,0,0,494,31,31,0,0
6046,r584,All institutions<sup>a</sup> -> California U. of Science and Medicine,All institutions<sup>a</sup>,California U. of Science and Medicine,2,583,60,60,0,0,510,60,60,0,0,640,0,0,0,0
6046,r585,All institutions<sup>a</sup> -> U. Montevallo,All institutions<sup>a</sup>,U. Montevallo,2,584,59,0,0,59,512,59,0,0,59,640,0,0,0,0
6046,r586,All institutions<sup>a</sup> -> Caldwell U.,All institutions<sup>a</sup>,Caldwell U.,2,585,57,57,0,0,675,1,1,0,0,429,56,56,0,0
6046,r587,All institutions<sup>a</sup> -> DeSales U.,All institutions<sup>a</sup>,DeSales U.,2,586,56,54,0,2,610,22,21,0,1,486,34,33,0,1
6046,r588,All institutions<sup>a</sup> -> Western U. of Health Sciences,All institutions<sup>a</sup>,Western U. of Health Sciences,2,587,54,40,0,14,581,32,22,0,10,518,22,18,0,4
6046,r589,All institutions<sup>a</sup> -> Roger Williams U.,All institutions<sup>a</sup>,Roger Williams U.,2,587,54,54,0,0,584,31,31,0,0,514,23,23,0,0
6046,r590,All institutions<sup>a</sup> -> Arkansas Tech U.,All institutions<sup>a</sup>,Arkansas Tech U.,2,587,54,44,10,0,610,22,15,7,0,491,32,29,3,0
6046,r591,All institutions<sup>a</sup> -> Kettering U.,All institutions<sup>a</sup>,Kettering U.,2,587,54,0,54,0,624,17,0,17,0,477,37,0,37,0
6046,r592,All institutions<sup>a</sup> -> Cold Spring Harbor Laboratory,All institutions<sup>a</sup>,Cold Spring Harbor Laboratory,2,591,52,52,0,0,527,52,52,0,0,640,0,0,0,0
6046,r593,All institutions<sup>a</sup> -> Kentucky State U.,All institutions<sup>a</sup>,Kentucky State U.,2,592,51,51,0,0,599,27,27,0,0,511,24,24,0,0
6046,r594,All institutions<sup>a</sup> -> Drew U.,All institutions<sup>a</sup>,Drew U.,2,593,50,11,0,39,637,12,6,0,6,473,38,5,0,33
6046,r595,All institutions<sup>a</sup> -> Biola U.,All institutions<sup>a</sup>,Biola U.,2,594,49,49,0,0,540,48,48,0,0,629,1,1,0,0
6046,r596,All institutions<sup>a</sup> -> Gonzaga U.,All institutions<sup>a</sup>,Gonzaga U.,2,594,49,32,17,0,603,24,24,0,0,508,25,8,17,0
6046,r597,All institutions<sup>a</sup> -> Winthrop U.,All institutions<sup>a</sup>,Winthrop U.,2,596,48,48,0,0,546,46,46,0,0,618,2,2,0,0
6046,r598,All institutions<sup>a</sup> -> St. Thomas U.,All institutions<sup>a</sup>,St. Thomas U.,2,596,48,37,0,11,550,44,33,0,11,602,4,4,0,0
6046,r599,All institutions<sup>a</sup> -> Longwood U.,All institutions<sup>a</sup>,Longwood U.,2,598,47,0,0,47,543,47,0,0,47,640,0,0,0,0
6046,r600,All institutions<sup>a</sup> -> Bard C.,All institutions<sup>a</sup>,Bard C.,2,598,47,47,0,0,546,46,46,0,0,629,1,1,0,0
6046,r601,All institutions<sup>a</sup> -> U. of the Virgin Islands,All institutions<sup>a</sup>,U. of the Virgin Islands,2,600,46,46,0,0,561,40,40,0,0,592,6,6,0,0
6046,r602,All institutions<sup>a</sup> -> John Carroll U.,All institutions<sup>a</sup>,John Carroll U.,2,600,46,46,0,0,576,34,34,0,0,561,12,12,0,0
6046,r603,"All institutions<sup>a</sup> -> Toyota Technological Institute, Chicago",All institutions<sup>a</sup>,"Toyota Technological Institute, Chicago",2,602,44,44,0,0,550,44,44,0,0,640,0,0,0,0
6046,r604,All institutions<sup>a</sup> -> Alfred U.,All institutions<sup>a</sup>,Alfred U.,2,603,43,0,43,0,588,30,0,30,0,558,13,0,13,0
6046,r605,All institutions<sup>a</sup> -> Calvin C.,All institutions<sup>a</sup>,Calvin C.,2,604,41,0,0,41,563,39,0,0,39,618,2,0,0,2
6046,r606,"All institutions<sup>a</sup> -> SUNY, C. Plattsburgh",All institutions<sup>a</sup>,"SUNY, C. Plattsburgh",2,604,41,41,0,0,588,30,30,0,0,565,11,11,0,0
6046,r607,All institutions<sup>a</sup> -> Christopher Newport U.,All institutions<sup>a</sup>,Christopher Newport U.,2,604,41,41,0,0,618,19,19,0,0,518,22,22,0,0
6046,r608,"All institutions<sup>a</sup> -> Northeastern Ohio Universities, C. of Medicine",All institutions<sup>a</sup>,"Northeastern Ohio Universities, C. of Medicine",2,607,40,15,0,25,572,36,15,0,21,602,4,0,0,4
6046,r609,"All institutions<sup>a</sup> -> U. Texas Health Science Center, Tyler",All institutions<sup>a</sup>,"U. Texas Health Science Center, Tyler",2,607,40,10,0,30,600,26,10,0,16,551,14,0,0,14
6046,r610,All institutions<sup>a</sup> -> Wilkes U.,All institutions<sup>a</sup>,Wilkes U.,2,607,40,4,11,25,646,10,1,9,0,496,30,3,2,25
6046,r611,All institutions<sup>a</sup> -> Truman State U.,All institutions<sup>a</sup>,Truman State U.,2,610,39,0,0,39,569,37,0,0,37,618,2,0,0,2
6046,r612,All institutions<sup>a</sup> -> U. of Mary Hardin Baylor,All institutions<sup>a</sup>,U. of Mary Hardin Baylor,2,610,39,39,0,0,578,33,33,0,0,592,6,6,0,0
6046,r613,All institutions<sup>a</sup> -> Loras C.,All institutions<sup>a</sup>,Loras C.,2,610,39,39,0,0,584,31,31,0,0,581,8,8,0,0
6046,r614,All institutions<sup>a</sup> -> Van Andel Institute,All institutions<sup>a</sup>,Van Andel Institute,2,613,38,38,0,0,568,38,38,0,0,640,0,0,0,0
