table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total_outside_the_united_states,field_puerto_ricoa,field_canada,field_austria,field_belgium,field_czechia,field_denmark,field_finland,field_france,field_germany,field_hungary,field_ireland,field_italy,field_luxembourg,field_netherlands,field_norway,field_poland,field_russia,field_spain,field_sweden,field_switzerland,field_turkey,field_united_kingdom,field_other_european_locations
12314,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['682', '  ']","['0', '  ']","['12', '  ']","['0', '  ']","['7', '  ']","['2', '  ']","['D', '  ']","['D', '  ']","['78', '  ']","['157', '  ']","['*', '  ']","['D', '  ']","['39', '  ']","['D', '  ']","['8', '  ']","['0', '  ']","['2', '  ']","['D', '  ']","['15', '  ']","['3', '  ']","['13', '  ']","['D', '  ']","['67', '  ']","['22', '  ']"
12314,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['159', '  ']","['0', '  ']","['17', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['11', '  ']","['25', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['6', '  ']","['2', '  ']","['0', '  ']","['0', '  ']","['1', '  ']","['*', '  ']","['1', '  ']","['5', '  ']"
12314,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['19', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['3', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['3', '  ']","['*', 'i ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['3', '  ']","['3', '  ']"
12314,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['231', '  ']","['0', '  ']","['18', 'i ']","['1', '  ']","['3', '  ']","['6', 'i ']","['1', '  ']","['*', '  ']","['14', '  ']","['34', '  ']","['*', '  ']","['0', '  ']","['7', '  ']","['0', '  ']","['6', '  ']","['1', '  ']","['*', '  ']","['*', '  ']","['2', '  ']","['*', '  ']","['29', 'i ']","['0', '  ']","['5', '  ']","['3', '  ']"
12314,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['5,914', '  ']","['1', 'r ']","['205', '  ']","['28', '  ']","['64', 'i ']","['8', '  ']","['138', '  ']","['106', '  ']","['345', '  ']","['874', '  ']","['7', '  ']","['7', '  ']","['248', '  ']","['0', '  ']","['86', '  ']","['65', '  ']","['29', '  ']","['7', '  ']","['125', '  ']","['105', '  ']","['118', '  ']","['4', '  ']","['433', '  ']","['45', '  ']"
12314,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['990', '  ']","['0', '  ']","['22', '  ']","['8', '  ']","['2', '  ']","['0', '  ']","['D', '  ']","['85', '  ']","['63', '  ']","['439', '  ']","['D', '  ']","['0', '  ']","['14', '  ']","['0', '  ']","['28', '  ']","['D', '  ']","['*', '  ']","['*', '  ']","['12', '  ']","['0', '  ']","['5', '  ']","['0', '  ']","['2', '  ']","['4', '  ']"
12314,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['1,636', '  ']","['0', '  ']","['0', '  ']","['12', '  ']","['47', 'i ']","['0', '  ']","['*', '  ']","['0', '  ']","['7', '  ']","['48', 'i ']","['0', '  ']","['*', '  ']","['9', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['23', 'i ']","['0', '  ']","['27', '  ']","['16', '  ']"
12314,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['1,071', '  ']","['D', '  ']","['42', '  ']","['2', '  ']","['4', '  ']","['*', '  ']","['D', '  ']","['1', '  ']","['105', '  ']","['82', '  ']","['1', '  ']","['D', '  ']","['29', '  ']","['0', '  ']","['5', '  ']","['1', '  ']","['1', '  ']","['1', '  ']","['71', '  ']","['11', '  ']","['39', '  ']","['4', '  ']","['170', '  ']","['D', '  ']"
12314,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['2,217', '  ']","['D', '&nbsp;']","['141', '  ']","['6', '  ']","['10', '  ']","['7', '  ']","['28', '  ']","['20', '  ']","['170', '  ']","['304', '  ']","['D', '  ']","['D', '&nbsp;']","['196', '  ']","['0', '  ']","['54', '  ']","['D', '  ']","['28', '  ']","['6', '  ']","['41', '  ']","['94', '  ']","['52', '  ']","['*', '  ']","['234', '  ']","['D', '  ']"
12314,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['35,536', '  ']","['D', '  ']","['2,209', '  ']","['172', '  ']","['133', '  ']","['155', '  ']","['287', '  ']","['201', '  ']","['623', '  ']","['2,236', '  ']","['34', '  ']","['1,453', '  ']","['231', '  ']","['*', '  ']","['227', '  ']","['146', '  ']","['381', '  ']","['172', '  ']","['269', '  ']","['259', '  ']","['424', '  ']","['18', 'i ']","['1,888', '  ']","['400', '  ']"
12314,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['3,509', '  ']","['0', '  ']","['478', '  ']","['1', '  ']","['D', '  ']","['D', '  ']","['22', '  ']","['7', '  ']","['75', '  ']","['162', '  ']","['D', '  ']","['172', '  ']","['68', '  ']","['0', '  ']","['46', '  ']","['D', '  ']","['99', '  ']","['3', '  ']","['16', '  ']","['44', '  ']","['40', '  ']","['6', '  ']","['186', '  ']","['74', '  ']"
12314,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['21,784', '  ']","['D', '  ']","['1,303', '  ']","['99', '  ']","['53', '  ']","['29', '  ']","['151', '  ']","['126', '  ']","['347', 'i ']","['867', '  ']","['12', '  ']","['485', '  ']","['95', '  ']","['0', '  ']","['96', '  ']","['52', '  ']","['251', '  ']","['153', '  ']","['58', 'i ']","['85', '  ']","['113', '  ']","['11', 'i ']","['861', 'i ']","['231', '  ']"
12314,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['2,668', '  ']","['*', '  ']","['106', '  ']","['D', '  ']","['31', '  ']","['D', '  ']","['49', '  ']","['63', '  ']","['105', '  ']","['517', '  ']","['8', '  ']","['34', '  ']","['42', '  ']","['*', '  ']","['35', '  ']","['D', '&nbsp;']","['D', '  ']","['13', '  ']","['28', '  ']","['92', '  ']","['182', '  ']","['*', '  ']","['408', '  ']","['69', '  ']"
12314,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['429', '  ']","['*', '  ']","['7', '  ']","['*', '  ']","['7', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['18', '  ']","['31', '  ']","['*', '  ']","['*', '  ']","['6', '  ']","['*', '  ']","['7', '  ']","['*', '  ']","['1', '  ']","['*', '  ']","['*', '  ']","['13', '  ']","['53', '  ']","['*', '  ']","['147', '  ']","['16', '  ']"
12314,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",5,334511,"['327', '  ']","['0', '  ']","['31', '  ']","['0', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['26', '  ']","['25', '  ']","['58', '  ']","['*', '  ']","['3', '  ']","['*', '  ']","['0', '  ']","['21', '  ']","['5', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['19', '  ']","['0', '  ']","['0', '  ']","['40', '  ']","['5', '  ']"
12314,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['1,912', '  ']","['0', '  ']","['68', '  ']","['D', '  ']","['24', '  ']","['D', '  ']","['49', '  ']","['37', 'i ']","['61', '  ']","['427', '  ']","['8', '  ']","['31', '  ']","['36', '  ']","['0', '  ']","['7', '  ']","['D', '&nbsp;']","['D', '  ']","['13', '  ']","['28', '  ']","['60', '  ']","['128', '  ']","['0', '  ']","['221', '  ']","['48', '  ']"
12314,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['7,575', '  ']","['D', '  ']","['322', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['65', '  ']","['5', '  ']","['96', '  ']","['690', '  ']","['D', '&nbsp;']","['762', '  ']","['27', '  ']","['0', '  ']","['51', '  ']","['*', '  ']","['D', '  ']","['2', '  ']","['166', '  ']","['38', '  ']","['90', '  ']","['*', '  ']","['432', '  ']","['25', '  ']"
12314,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['1,575', '  ']","['0', '  ']","['333', '  ']","['31', '  ']","['7', '  ']","['1', '  ']","['1', '  ']","['6', '  ']","['54', '  ']","['124', '  ']","['D', '  ']","['6', '  ']","['116', '  ']","['0', '  ']","['29', '  ']","['1', '  ']","['30', '  ']","['D', '  ']","['3', '  ']","['1', '  ']","['50', '  ']","['1', '  ']","['127', '  ']","['47', '  ']"
12314,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['8,035', '  ']","['0', '  ']","['941', '  ']","['D', '  ']","['57', 'i ']","['25', '  ']","['1', '  ']","['0', '  ']","['126', '  ']","['1,482', 'i ']","['25', '  ']","['D', '  ']","['176', '  ']","['D', '  ']","['188', '  ']","['0', '  ']","['144', '  ']","['D', '  ']","['101', '  ']","['86', '  ']","['34', '  ']","['D', '  ']","['922', '  ']","['266', '  ']"
12314,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['6,035', '  ']","['0', '  ']","['349', '  ']","['D', '  ']","['57', 'i ']","['D', '  ']","['0', '  ']","['0', '  ']","['38', '  ']","['1,211', 'i ']","['25', '  ']","['D', '  ']","['67', '  ']","['D', '  ']","['181', '  ']","['0', '  ']","['115', '  ']","['D', '  ']","['67', '  ']","['83', '  ']","['D', '  ']","['D', '  ']","['577', '  ']","['259', '  ']"
12314,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['1,819', '  ']","['0', '  ']","['552', '  ']","['0', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['0', '  ']","['86', '  ']","['247', '  ']","['0', '  ']","['4', '  ']","['97', '  ']","['D', '  ']","['5', '  ']","['0', '  ']","['25', '  ']","['D', '  ']","['D', '  ']","['2', '  ']","['31', '  ']","['D', '  ']","['322', '  ']","['2', '  ']"
12314,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['653', '  ']","['0', '  ']","['59', '  ']","['0', '  ']","['*', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['26', '  ']","['147', '  ']","['0', '  ']","['0', '  ']","['91', '  ']","['D', '  ']","['2', '  ']","['0', '  ']","['25', '  ']","['D', '  ']","['D', '  ']","['2', '  ']","['5', '  ']","['D', '  ']","['117', '  ']","['D', '  ']"
12314,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['1,166', '  ']","['0', '  ']","['493', '  ']","['0', '  ']","['D', '  ']","['8', '  ']","['D', '  ']","['0', '  ']","['60', '  ']","['100', '  ']","['0', '  ']","['4', '  ']","['6', '  ']","['0', '  ']","['3', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['26', '  ']","['0', '  ']","['206', '  ']","['D', '  ']"
12314,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['1', '  ']","['0', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12314,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['181', '  ']","['0', '  ']","['40', 'i ']","['0', '  ']","['D', '  ']","['1', '  ']","['D', '  ']","['0', '  ']","['3', '  ']","['24', '  ']","['0', '  ']","['0', '  ']","['12', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['4', '  ']","['0', '  ']","['D', '  ']","['*', '  ']","['D', '  ']","['D', '  ']","['23', '  ']","['5', '  ']"
12314,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['36', '  ']","['0', '  ']","['3', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['8', '  ']","['4', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['6', '  ']","['13', '  ']"
12314,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['4,631', '  ']","['52', '  ']","['D', '  ']","['D', '  ']","['64', 'i ']","['5', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['555', '  ']","['24', '  ']","['372', '  ']","['56', '  ']","['0', '  ']","['134', '  ']","['49', '  ']","['8', '  ']","['55', '  ']","['30', '  ']","['89', '  ']","['261', '  ']","['D', '&nbsp;']","['256', '  ']","['D', '  ']"
12314,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['4,234', '  ']","['52', '  ']","['101', '  ']","['40', '  ']","['64', 'i ']","['5', '  ']","['5', '  ']","['59', '  ']","['245', '  ']","['517', '  ']","['24', '  ']","['372', '  ']","['47', 'i ']","['0', '  ']","['133', '  ']","['49', '  ']","['8', '  ']","['55', '  ']","['30', '  ']","['79', '  ']","['259', '  ']","['3', 'i ']","['215', '  ']","['109', '  ']"
12314,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['397', '  ']","['0', '  ']","['D', '  ']","['D', '  ']","['0', '  ']","['*', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['38', '  ']","['0', '  ']","['0', '  ']","['9', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['10', '  ']","['2', '  ']","['D', '  ']","['41', '  ']","['D', '  ']"
12314,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['65,165', '  ']","['14', 'i ']","['6,029', '  ']","['201', '  ']","['482', '  ']","['687', '  ']","['312', '  ']","['312', '  ']","['1,991', '  ']","['2,961', '  ']","['263', '  ']","['3,034', '  ']","['515', 'i ']","['108', 'i ']","['1,141', '  ']","['119', '  ']","['692', '  ']","['295', 'i ']","['934', '  ']","['785', '  ']","['2,530', '  ']","['201', 'i ']","['11,030', '  ']","['2,450', '  ']"
12314,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['D', '  ']","['0', '  ']","['D', '  ']","['0', '  ']","['D', '&nbsp;']","['0', '  ']","['0', '  ']","['0', '  ']","['D', '&nbsp;']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', '&nbsp;']","['0', '  ']"
12314,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['D', '  ']","['0', '  ']","['D', '  ']","['*', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', '&nbsp;']","['0', '  ']"
