table_id,row_id,_b_detailed_field_b_full_path,_b_detailed_field_b_level_1,_b_detailed_field_b_level_2,_b_detailed_field_b_level_3,_b_detailed_field_b_level_4,_b_detailed_field_b_level_5,_b_detailed_field_b_level_6,_b_detailed_field_b_hierarchy_depth,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
10674,r011,All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Biostatistics and bioinformatics,All fields,Science,Biological and biomedical sciences<sup>a</sup>,Biostatistics and bioinformatics,,,4,2540,2890,3036,3143,3519,3852
10674,r012,All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Biotechnology,All fields,Science,Biological and biomedical sciences<sup>a</sup>,Biotechnology,,,4,1893,1953,3157,3143,3395,3916
10674,r013,All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Botany and plant biology,All fields,Science,Biological and biomedical sciences<sup>a</sup>,Botany and plant biology,,,4,378,373,392,376,363,369
10674,r014,"All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Cell, cellular biology, and anatomical sciences",All fields,Science,Biological and biomedical sciences<sup>a</sup>,"Cell, cellular biology, and anatomical sciences",,,4,926,919,927,954,1210,1137
10674,r015,All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Ecology and population biology,All fields,Science,Biological and biomedical sciences<sup>a</sup>,Ecology and population biology,,,4,921,888,939,1052,1201,1058
10674,r016,All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Epidemiology,All fields,Science,Biological and biomedical sciences<sup>a</sup>,Epidemiology,,,4,2577,2669,2776,3153,3623,3844
10674,r017,All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Genetics,All fields,Science,Biological and biomedical sciences<sup>a</sup>,Genetics,,,4,512,557,581,620,718,749
10674,r018,All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Microbiological sciences and immunology,All fields,Science,Biological and biomedical sciences<sup>a</sup>,Microbiological sciences and immunology,,,4,1037,1254,1370,1649,2011,2026
10674,r019,All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Molecular biology,All fields,Science,Biological and biomedical sciences<sup>a</sup>,Molecular biology,,,4,277,364,378,378,405,408
10674,r020,All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Neurobiology and neuroscience,All fields,Science,Biological and biomedical sciences<sup>a</sup>,Neurobiology and neuroscience,,,4,318,304,362,545,591,515
10674,r021,All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Nutrition science,All fields,Science,Biological and biomedical sciences<sup>a</sup>,Nutrition science,,,4,2144,2546,2385,2370,2871,2905
10674,r022,All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Pathology and experimental pathology,All fields,Science,Biological and biomedical sciences<sup>a</sup>,Pathology and experimental pathology,,,4,122,93,87,105,100,106
10674,r023,All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Pharmacology and toxicology,All fields,Science,Biological and biomedical sciences<sup>a</sup>,Pharmacology and toxicology,,,4,881,873,923,770,926,996
10674,r024,All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Physiology,All fields,Science,Biological and biomedical sciences<sup>a</sup>,Physiology,,,4,2229,2288,2594,3044,2898,2891
10674,r025,All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Zoology and animal biology,All fields,Science,Biological and biomedical sciences<sup>a</sup>,Zoology and animal biology,,,4,759,829,891,869,927,861
10674,r026,All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Biological and biomedical sciences nec,All fields,Science,Biological and biomedical sciences<sup>a</sup>,Biological and biomedical sciences nec,,,4,2514,2682,2589,2573,2871,2860
10674,r027,All fields -> Science -> Computer and information sciences,All fields,Science,Computer and information sciences,,,,3,75618,77351,84092,80690,102199,129972
10674,r028,All fields -> Science -> Computer and information sciences -> Computer science,All fields,Science,Computer and information sciences,Computer science,,,4,22786,22966,24628,22670,30361,42092
10674,r029,All fields -> Science -> Computer and information sciences -> Computer and information sciences<sup>c</sup>,All fields,Science,Computer and information sciences,Computer and information sciences<sup>c</sup>,,,4,30217,30568,33698,27044,35308,45098
10674,r030,All fields -> Science -> Computer and information sciences -> Computer and information sciences<sup>c</sup> -> Computer and information sciences<sup>d</sup>,All fields,Science,Computer and information sciences,Computer and information sciences<sup>c</sup>,Computer and information sciences<sup>d</sup>,,5,NA,NA,NA,23625,30804,39719
10674,r031,"All fields -> Science -> Computer and information sciences -> Computer and information sciences<sup>c</sup> -> Artificial intelligence, informatics, and computer and information science topics<sup>d</sup>",All fields,Science,Computer and information sciences,Computer and information sciences<sup>c</sup>,"Artificial intelligence, informatics, and computer and information science topics<sup>d</sup>",,5,NA,NA,NA,3419,4504,5379
10674,r032,All fields -> Science -> Computer and information sciences -> Computer and information sciences nec<sup>c</sup>,All fields,Science,Computer and information sciences,Computer and information sciences nec<sup>c</sup>,,,4,22615,23817,25766,30976,36530,42782
10674,r033,All fields -> Science -> Computer and information sciences -> Computer and information sciences nec<sup>c</sup> -> Computer and information systems security<sup>d</sup>,All fields,Science,Computer and information sciences,Computer and information sciences nec<sup>c</sup>,Computer and information systems security<sup>d</sup>,,5,NA,NA,NA,7023,8401,9254
10674,r034,All fields -> Science -> Computer and information sciences -> Computer and information sciences nec<sup>c</sup> -> Information science and studies<sup>d</sup>,All fields,Science,Computer and information sciences,Computer and information sciences nec<sup>c</sup>,Information science and studies<sup>d</sup>,,5,NA,NA,NA,11671,13098,15478
10674,r035,All fields -> Science -> Computer and information sciences -> Computer and information sciences nec<sup>c</sup> -> Information technology<sup>d</sup>,All fields,Science,Computer and information sciences,Computer and information sciences nec<sup>c</sup>,Information technology<sup>d</sup>,,5,NA,NA,NA,5618,7527,10601
10674,r036,All fields -> Science -> Computer and information sciences -> Computer and information sciences nec<sup>c</sup> -> Computer and information sciences nec<sup>d</sup>,All fields,Science,Computer and information sciences,Computer and information sciences nec<sup>c</sup>,Computer and information sciences nec<sup>d</sup>,,5,NA,NA,NA,6664,7504,7449
10674,r037,"All fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",,,,3,6006,5629,5327,5277,5520,5186
10674,r038,"All fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric sciences and meteorology",All fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric sciences and meteorology,,,4,464,459,473,458,487,489
10674,r039,"All fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geological and earth sciences",All fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Geological and earth sciences,,,4,4107,3924,3610,3561,3534,3183
10674,r040,"All fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences",All fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,,,4,1275,1246,1244,1258,1499,1514
10674,r041,"All fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geosciences, atmospheric sciences, and ocean sciences nec",All fields,Science,"Geosciences, atmospheric sciences, and ocean sciences","Geosciences, atmospheric sciences, and ocean sciences nec",,,4,160,ne,ne,ne,ne,ne
10674,r042,All fields -> Science -> Mathematics and statistics,All fields,Science,Mathematics and statistics,,,,3,16568,18073,19594,18284,20639,20798
10674,r043,All fields -> Science -> Mathematics and statistics -> Mathematics and applied mathematics<sup>c</sup>,All fields,Science,Mathematics and statistics,Mathematics and applied mathematics<sup>c</sup>,,,4,10387,11212,11933,11058,13063,13002
10674,r044,All fields -> Science -> Mathematics and statistics -> Mathematics and applied mathematics<sup>c</sup> -> Applied mathematics<sup>d</sup>,All fields,Science,Mathematics and statistics,Mathematics and applied mathematics<sup>c</sup>,Applied mathematics<sup>d</sup>,,5,NA,NA,NA,6678,8899,9097
10674,r045,All fields -> Science -> Mathematics and statistics -> Mathematics and applied mathematics<sup>c</sup> -> Mathematics<sup>d</sup>,All fields,Science,Mathematics and statistics,Mathematics and applied mathematics<sup>c</sup>,Mathematics<sup>d</sup>,,5,NA,NA,NA,4380,4164,3905
10674,r046,All fields -> Science -> Mathematics and statistics -> Statistics,All fields,Science,Mathematics and statistics,Statistics,,,4,6181,6861,7661,7226,7576,7796
10674,r047,All fields -> Science -> Multidisciplinary and interdisciplinary sciences<sup>c</sup>,All fields,Science,Multidisciplinary and interdisciplinary sciences<sup>c</sup>,,,,3,6923,7414,8203,10980,11994,16931
10674,r048,All fields -> Science -> Multidisciplinary and interdisciplinary sciences<sup>c</sup> -> Biological and physical sciences<sup>d</sup>,All fields,Science,Multidisciplinary and interdisciplinary sciences<sup>c</sup>,Biological and physical sciences<sup>d</sup>,,,4,NA,NA,NA,993,874,899
10674,r049,All fields -> Science -> Multidisciplinary and interdisciplinary sciences<sup>c</sup> -> Computational science<sup>d</sup>,All fields,Science,Multidisciplinary and interdisciplinary sciences<sup>c</sup>,Computational science<sup>d</sup>,,,4,NA,NA,NA,1968,2088,3089
10674,r050,All fields -> Science -> Multidisciplinary and interdisciplinary sciences<sup>c</sup> -> Data science and data analytics<sup>d</sup>,All fields,Science,Multidisciplinary and interdisciplinary sciences<sup>c</sup>,Data science and data analytics<sup>d</sup>,,,4,NA,NA,NA,2124,2358,6000
10674,r051,All fields -> Science -> Multidisciplinary and interdisciplinary sciences<sup>c</sup> -> International and global studies<sup>d</sup>,All fields,Science,Multidisciplinary and interdisciplinary sciences<sup>c</sup>,International and global studies<sup>d</sup>,,,4,NA,NA,NA,1341,1267,1083
10674,r052,All fields -> Science -> Multidisciplinary and interdisciplinary sciences<sup>c</sup> -> Multidisciplinary and interdisciplinary sciences nec<sup>d</sup>,All fields,Science,Multidisciplinary and interdisciplinary sciences<sup>c</sup>,Multidisciplinary and interdisciplinary sciences nec<sup>d</sup>,,,4,NA,NA,NA,4554,5407,5860
10674,r053,All fields -> Science -> Natural resources and conservation,All fields,Science,Natural resources and conservation,,,,3,7311,7691,8066,8793,10012,9807
10674,r054,All fields -> Science -> Natural resources and conservation -> Environmental science and studies,All fields,Science,Natural resources and conservation,Environmental science and studies,,,4,3515,3683,3883,4067,4851,4422
10674,r055,"All fields -> Science -> Natural resources and conservation -> Forestry, natural resources, and conservation",All fields,Science,Natural resources and conservation,"Forestry, natural resources, and conservation",,,4,3796,4008,4183,4726,5161,5385
10674,r056,All fields -> Science -> Physical sciences,All fields,Science,Physical sciences,,,,3,6368,6075,6361,6275,6409,6256
10674,r057,All fields -> Science -> Physical sciences -> Astronomy and astrophysics,All fields,Science,Physical sciences,Astronomy and astrophysics,,,4,69,72,77,76,85,100
10674,r058,All fields -> Science -> Physical sciences -> Chemistry,All fields,Science,Physical sciences,Chemistry,,,4,3453,3144,3152,3096,3066,3015
10674,r059,All fields -> Science -> Physical sciences -> Materials sciences,All fields,Science,Physical sciences,Materials sciences,,,4,448,449,539,464,439,402
10674,r060,All fields -> Science -> Physical sciences -> Physics,All fields,Science,Physical sciences,Physics,,,4,2182,2173,2164,2141,2278,2253
10674,r061,All fields -> Science -> Physical sciences -> Physical sciences nec,All fields,Science,Physical sciences,Physical sciences nec,,,4,216,237,429,498,541,486
10674,r062,All fields -> Science -> Psychology<sup>a</sup>,All fields,Science,Psychology<sup>a</sup>,,,,3,29638,35404,40838,47279,51878,48321
10674,r063,All fields -> Science -> Psychology<sup>a</sup> -> Clinical psychology,All fields,Science,Psychology<sup>a</sup>,Clinical psychology,,,4,3098,3213,3587,3480,4167,4519
10674,r064,All fields -> Science -> Psychology<sup>a</sup> -> Counseling and applied psychology<sup>c</sup>,All fields,Science,Psychology<sup>a</sup>,Counseling and applied psychology<sup>c</sup>,,,4,19413,24714,29322,33652,36482,32491
10674,r065,All fields -> Science -> Psychology<sup>a</sup> -> Counseling and applied psychology<sup>c</sup> -> Applied psychology<sup>d</sup>,All fields,Science,Psychology<sup>a</sup>,Counseling and applied psychology<sup>c</sup>,Applied psychology<sup>d</sup>,,5,NA,NA,NA,17673,19517,20091
10674,r066,All fields -> Science -> Psychology<sup>a</sup> -> Counseling and applied psychology<sup>c</sup> -> Counseling psychology<sup>d</sup>,All fields,Science,Psychology<sup>a</sup>,Counseling and applied psychology<sup>c</sup>,Counseling psychology<sup>d</sup>,,5,NA,NA,NA,15979,16965,12400
10674,r067,All fields -> Science -> Psychology<sup>a</sup> -> Human development<sup>b</sup>,All fields,Science,Psychology<sup>a</sup>,Human development<sup>b</sup>,,,4,na,na,na,1499,1566,1525
10674,r068,"All fields -> Science -> Psychology<sup>a</sup> -> Psychology, general",All fields,Science,Psychology<sup>a</sup>,"Psychology, general",,,4,5905,6178,6357,6826,7329,7346
10674,r069,All fields -> Science -> Psychology<sup>a</sup> -> Research and experimental psychology,All fields,Science,Psychology<sup>a</sup>,Research and experimental psychology,,,4,1222,1299,1572,1822,2334,2440
10674,r070,All fields -> Science -> Social sciences<sup>a</sup>,All fields,Science,Social sciences<sup>a</sup>,,,,3,41208,42726,43607,43919,47616,44701
10674,r071,All fields -> Science -> Social sciences<sup>a</sup> -> Agricultural and natural resource economics,All fields,Science,Social sciences<sup>a</sup>,Agricultural and natural resource economics,,,4,806,779,700,603,672,485
10674,r072,All fields -> Science -> Social sciences<sup>a</sup> -> Anthropology,All fields,Science,Social sciences<sup>a</sup>,Anthropology,,,4,2363,2302,2233,2167,2292,2173
10674,r073,All fields -> Science -> Social sciences<sup>a</sup> -> Criminal justice and safety studies,All fields,Science,Social sciences<sup>a</sup>,Criminal justice and safety studies,,,4,3869,4506,4917,5674,5602,5223
10674,r074,All fields -> Science -> Social sciences<sup>a</sup> -> Economics (except agricultural and natural resource),All fields,Science,Social sciences<sup>a</sup>,Economics (except agricultural and natural resource),,,4,5238,5427,6084,6114,6882,6734
10674,r075,All fields -> Science -> Social sciences<sup>a</sup> -> Geography and cartography,All fields,Science,Social sciences<sup>a</sup>,Geography and cartography,,,4,2696,2717,2660,2745,3147,2807
10674,r076,All fields -> Science -> Social sciences<sup>a</sup> -> Human development<sup>b</sup>,All fields,Science,Social sciences<sup>a</sup>,Human development<sup>b</sup>,,,4,1349,1329,1339,na,na,na
10674,r077,All fields -> Science -> Social sciences<sup>a</sup> -> International relations and national security studies,All fields,Science,Social sciences<sup>a</sup>,International relations and national security studies,,,4,6755,6826,6657,7322,8308,7833
10674,r078,All fields -> Science -> Social sciences<sup>a</sup> -> Linguistics,All fields,Science,Social sciences<sup>a</sup>,Linguistics,,,4,1237,1175,1153,1164,1188,1159
10674,r079,All fields -> Science -> Social sciences<sup>a</sup> -> Political science and government,All fields,Science,Social sciences<sup>a</sup>,Political science and government,,,4,2979,2706,2897,3072,3270,2925
10674,r080,All fields -> Science -> Social sciences<sup>a</sup> -> Public policy analysis,All fields,Science,Social sciences<sup>a</sup>,Public policy analysis,,,4,4718,5882,6297,6352,7290,6701
10674,r081,All fields -> Science -> Social sciences<sup>a</sup> -> Sociology and population studies,All fields,Science,Social sciences<sup>a</sup>,Sociology and population studies,,,4,2629,2395,2263,2342,2331,2190
10674,r082,"All fields -> Science -> Social sciences<sup>a</sup> -> Social sciences, nec<sup>c</sup>",All fields,Science,Social sciences<sup>a</sup>,"Social sciences, nec<sup>c</sup>",,,4,6569,6682,6407,6364,6634,6471
10674,r083,"All fields -> Science -> Social sciences<sup>a</sup> -> Social sciences, nec<sup>c</sup> -> Area, ethnic, cultural, gender, and group studies<sup>d</sup>",All fields,Science,Social sciences<sup>a</sup>,"Social sciences, nec<sup>c</sup>","Area, ethnic, cultural, gender, and group studies<sup>d</sup>",,5,NA,NA,NA,2642,2767,2634
10674,r084,"All fields -> Science -> Social sciences<sup>a</sup> -> Social sciences, nec<sup>c</sup> -> Criminology<sup>d</sup>",All fields,Science,Social sciences<sup>a</sup>,"Social sciences, nec<sup>c</sup>",Criminology<sup>d</sup>,,5,NA,NA,NA,1308,1272,1180
10674,r085,"All fields -> Science -> Social sciences<sup>a</sup> -> Social sciences, nec<sup>c</sup> -> Urban studies and affairs<sup>d</sup>",All fields,Science,Social sciences<sup>a</sup>,"Social sciences, nec<sup>c</sup>",Urban studies and affairs<sup>d</sup>,,5,NA,NA,NA,907,827,671
10674,r086,"All fields -> Science -> Social sciences<sup>a</sup> -> Social sciences, nec<sup>c</sup> -> Social sciences, other<sup>d</sup>",All fields,Science,Social sciences<sup>a</sup>,"Social sciences, nec<sup>c</sup>","Social sciences, other<sup>d</sup>",,5,na,na,na,1507,1768,1986
10674,r087,"All fields -> Science -> Social sciences<sup>a</sup> -> Social sciences, nec<sup>c</sup> -> Social sciences, other<sup>d</sup> -> History and philosophy of science and technology<sup>e</sup>",All fields,Science,Social sciences<sup>a</sup>,"Social sciences, nec<sup>c</sup>","Social sciences, other<sup>d</sup>",History and philosophy of science and technology<sup>e</sup>,6,25,31,32,na,na,na
10674,r088,"All fields -> Science -> Social sciences<sup>a</sup> -> Social sciences, nec<sup>c</sup> -> Social sciences, other<sup>d</sup> -> Social sciences, nec<sup>c</sup>",All fields,Science,Social sciences<sup>a</sup>,"Social sciences, nec<sup>c</sup>","Social sciences, other<sup>d</sup>","Social sciences, nec<sup>c</sup>",6,6544,6651,6375,na,na,na
10674,r089,All fields -> Engineering,All fields,Engineering,,,,,2,96756,93064,91939,86450,95126,103020
10674,r090,"All fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,,,3,3322,3342,3701,4326,5065,5263
10674,r091,"All fields -> Engineering -> Biological, biomedical, and biosystems engineering",All fields,Engineering,"Biological, biomedical, and biosystems engineering",,,,3,4108,4282,4424,4536,5192,5177
10674,r092,"All fields -> Engineering -> Biological, biomedical, and biosystems engineering -> Bioengineering and biomedical engineering",All fields,Engineering,"Biological, biomedical, and biosystems engineering",Bioengineering and biomedical engineering,,,4,4037,4202,4335,na,na,na
10674,r093,"All fields -> Engineering -> Biological, biomedical, and biosystems engineering -> Biological and biosystems engineering",All fields,Engineering,"Biological, biomedical, and biosystems engineering",Biological and biosystems engineering,,,4,71,80,89,na,na,na
10674,r094,"All fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",All fields,Engineering,"Chemical, petroleum, and chemical-related engineering",,,,3,4208,3815,3274,2942,2983,3011
10674,r095,"All fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> Chemical engineering",All fields,Engineering,"Chemical, petroleum, and chemical-related engineering",Chemical engineering,,,4,3292,3061,2632,2426,2555,2599
10674,r096,"All fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> Petroleum engineering",All fields,Engineering,"Chemical, petroleum, and chemical-related engineering",Petroleum engineering,,,4,916,754,642,516,428,412
10674,r097,"All fields -> Engineering -> Civil, environmental, transportation and related engineering fields<sup>c</sup>",All fields,Engineering,"Civil, environmental, transportation and related engineering fields<sup>c</sup>",,,,3,13506,12729,11873,10819,11730,12621
10674,r098,"All fields -> Engineering -> Civil, environmental, transportation and related engineering fields<sup>c</sup> -> Civil engineering<sup>d</sup>",All fields,Engineering,"Civil, environmental, transportation and related engineering fields<sup>c</sup>",Civil engineering<sup>d</sup>,,,4,13506,12729,11873,8703,9352,9692
10674,r099,"All fields -> Engineering -> Civil, environmental, transportation and related engineering fields<sup>c</sup> -> Architectural, environmental, construction and surveying engineering<sup>d</sup>",All fields,Engineering,"Civil, environmental, transportation and related engineering fields<sup>c</sup>","Architectural, environmental, construction and surveying engineering<sup>d</sup>",,,4,NA,NA,NA,2116,2378,2929
10674,r100,"All fields -> Engineering -> Electrical, electronics, communications and computer engineering",All fields,Engineering,"Electrical, electronics, communications and computer engineering",,,,3,29816,28108,28177,25312,27695,32316
10674,r101,"All fields -> Engineering -> Electrical, electronics, communications and computer engineering -> Electrical, electronics, and communications engineering<sup>c</sup>",All fields,Engineering,"Electrical, electronics, communications and computer engineering","Electrical, electronics, and communications engineering<sup>c</sup>",,,4,29816,28108,28177,16746,17866,19757
10674,r102,"All fields -> Engineering -> Electrical, electronics, communications and computer engineering -> Computer engineering<sup>d</sup>",All fields,Engineering,"Electrical, electronics, communications and computer engineering",Computer engineering<sup>d</sup>,,,4,NA,NA,NA,8566,9829,12559
10674,r103,"All fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",All fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",,,,3,12272,12389,11912,11030,11949,12579
10674,r104,"All fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research -> Industrial and manufacturing engineering<sup>c</sup>",All fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",Industrial and manufacturing engineering<sup>c</sup>,,,4,12272,12389,11912,5569,5284,6349
10674,r105,"All fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research -> Systems engineering and operations research<sup>d</sup>",All fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",Systems engineering and operations research<sup>d</sup>,,,4,NA,NA,NA,5461,6665,6230
10674,r106,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,,,,3,16279,15434,14861,14305,15718,16029
10674,r107,"All fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",All fields,Engineering,"Metallurgical, mining, materials and related engineering fields",,,,3,2427,2395,2266,2299,2518,2545
10674,r108,"All fields -> Engineering -> Metallurgical, mining, materials and related engineering fields -> Metallurgical and materials engineering<sup>e</sup>",All fields,Engineering,"Metallurgical, mining, materials and related engineering fields",Metallurgical and materials engineering<sup>e</sup>,,,4,2115,2079,1974,na,na,na
10674,r109,"All fields -> Engineering -> Metallurgical, mining, materials and related engineering fields -> Mining engineering<sup>e</sup>",All fields,Engineering,"Metallurgical, mining, materials and related engineering fields",Mining engineering<sup>e</sup>,,,4,312,316,292,na,na,na
10674,r110,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,,,,3,10818,10570,11451,10881,12276,13479
10674,r111,All fields -> Engineering -> Other engineering -> Agricultural engineering,All fields,Engineering,Other engineering,Agricultural engineering,,,4,505,371,494,404,519,389
10674,r112,"All fields -> Engineering -> Other engineering -> Engineering mechanics, physics, and science",All fields,Engineering,Other engineering,"Engineering mechanics, physics, and science",,,4,679,729,852,740,782,762
10674,r113,All fields -> Engineering -> Other engineering -> Nuclear engineering,All fields,Engineering,Other engineering,Nuclear engineering,,,4,444,407,418,441,484,493
10674,r114,"All fields -> Engineering -> Other engineering -> Engineering, other",All fields,Engineering,Other engineering,"Engineering, other",,,4,na,na,na,9296,10491,11835
10674,r115,"All fields -> Engineering -> Other engineering -> Engineering, other -> Engineering, nec",All fields,Engineering,Other engineering,"Engineering, other","Engineering, nec",,5,9146,9016,9638,na,na,na
10674,r116,"All fields -> Engineering -> Other engineering -> Engineering, other -> Nanotechnology",All fields,Engineering,Other engineering,"Engineering, other",Nanotechnology,,5,44,47,49,na,na,na
10674,r117,All fields -> Health,All fields,Health,,,,,2,52662,56820,56494,60124,65691,66308
10674,r118,All fields -> Health -> Clinical medicine<sup>a</sup>,All fields,Health,Clinical medicine<sup>a</sup>,,,,3,25283,27494,26251,29748,34021,33251
10674,r119,All fields -> Health -> Clinical medicine<sup>a</sup> -> Medical clinical sciences and clinical and medical laboratory sciences,All fields,Health,Clinical medicine<sup>a</sup>,Medical clinical sciences and clinical and medical laboratory sciences,,,4,NA,NA,NA,927,1287,1168
10674,r120,All fields -> Health -> Clinical medicine<sup>a</sup> -> Public health,All fields,Health,Clinical medicine<sup>a</sup>,Public health,,,4,24570,26673,25403,28821,32734,32083
10674,r121,All fields -> Health -> Clinical medicine<sup>a</sup> -> Clinical medicine nec,All fields,Health,Clinical medicine<sup>a</sup>,Clinical medicine nec,,,4,713,821,848,ne,ne,ne
10674,r122,All fields -> Health -> Other health,All fields,Health,Other health,,,,3,27379,29326,30243,30376,31670,33057
10674,r123,All fields -> Health -> Other health -> Communication disorders sciences,All fields,Health,Other health,Communication disorders sciences,,,4,14748,15803,16346,16762,17406,17768
10674,r124,All fields -> Health -> Other health -> Dental sciences,All fields,Health,Other health,Dental sciences,,,4,1450,1478,1315,1366,1500,1545
10674,r125,All fields -> Health -> Other health -> Nursing science,All fields,Health,Other health,Nursing science,,,4,1550,1902,1861,1488,1662,1535
10674,r126,All fields -> Health -> Other health -> Pharmaceutical sciences,All fields,Health,Other health,Pharmaceutical sciences,,,4,1078,1075,1187,1619,1939,2142
10674,r127,All fields -> Health -> Other health -> Veterinary biomedical and clinical sciences<sup>b</sup>,All fields,Health,Other health,Veterinary biomedical and clinical sciences<sup>b</sup>,,,4,458,637,881,na,na,na
10674,r128,All fields -> Health -> Other health -> Other health nec<sup>c</sup>,All fields,Health,Other health,Other health nec<sup>c</sup>,,,4,na,na,na,9141,9163,10067
10674,r129,All fields -> Health -> Other health -> Other health nec<sup>c</sup> -> Kinesiology and exercise science<sup>d</sup>,All fields,Health,Other health,Other health nec<sup>c</sup>,Kinesiology and exercise science<sup>d</sup>,,5,NA,NA,NA,4977,4962,4743
10674,r130,All fields -> Health -> Other health -> Other health nec<sup>c</sup> -> Other health nec<sup>d</sup>,All fields,Health,Other health,Other health nec<sup>c</sup>,Other health nec<sup>d</sup>,,5,8095,8431,8653,4164,4201,5324
