table_id,row_id,_b_ffrdc_b_full_path,_b_ffrdc_b_level_1,_b_ffrdc_b_level_2,_b_ffrdc_b_level_3,_b_ffrdc_b_hierarchy_depth,field_total_2020,field_total_2021,field_total_2022,field_total_2023,field_federally_financed_2020,field_federally_financed_2021,field_federally_financed_2022,field_federally_financed_2023
11320,r018,All FFRDCs -> Nonprofit-administered FFRDCs,All FFRDCs,Nonprofit-administered FFRDCs,,2,"['7,913,603', ' ']","['9,079,002', ' ']","['9,171,826', ' ']","['10,052,536', ' ']","['7,760,212', ' ']","['8,909,281', ' ']","['8,998,910', ' ']","['9,879,651', ' ']"
11320,r019,All FFRDCs -> Nonprofit-administered FFRDCs -> Aerospace Federally Funded Research and Development Center,All FFRDCs,Nonprofit-administered FFRDCs,Aerospace Federally Funded Research and Development Center,3,"['1,114,741', '']","['1,128,241', '']","['1,152,833', '']","['1,259,428', '']","['1,109,291', '']","['1,121,569', '']","['1,147,041', '']","['1,251,725', '']"
11320,r020,All FFRDCs -> Nonprofit-administered FFRDCs -> Arroyo Center,All FFRDCs,Nonprofit-administered FFRDCs,Arroyo Center,3,"['35,248', '']","['38,304', '']","['40,856', '']","['42,433', '']","['35,248', '']","['38,304', '']","['40,856', '']","['42,433', '']"
11320,r021,All FFRDCs -> Nonprofit-administered FFRDCs -> Brookhaven National Laboratory,All FFRDCs,Nonprofit-administered FFRDCs,Brookhaven National Laboratory,3,"['595,466', '']","['637,658', '']","['655,988', '']","['691,417', '']","['569,925', '']","['620,000', '']","['639,527', '']","['678,623', '']"
11320,r022,All FFRDCs -> Nonprofit-administered FFRDCs -> Center for Advanced Aviation System Development,All FFRDCs,Nonprofit-administered FFRDCs,Center for Advanced Aviation System Development,3,"['180,634', '']","['230,484', '']","['189,490', '']","['186,163', '']","['163,497', '']","['207,828', '']","['164,992', '']","['166,246', '']"
11320,r023,All FFRDCs -> Nonprofit-administered FFRDCs -> Center for Communications and Computing,All FFRDCs,Nonprofit-administered FFRDCs,Center for Communications and Computing,3,"['67,072', '']","['65,255', '']","['74,759', '']","['77,391', '']","['67,072', '']","['65,255', '']","['74,759', '']","['77,391', '']"
11320,r024,All FFRDCs -> Nonprofit-administered FFRDCs -> Center for Enterprise Modernization,All FFRDCs,Nonprofit-administered FFRDCs,Center for Enterprise Modernization,3,"['190,408', '']","['263,661', '']","['235,436', '']","['258,155', '']","['190,408', '']","['263,661', '']","['235,317', '']","['258,155', '']"
11320,r025,All FFRDCs -> Nonprofit-administered FFRDCs -> Center for Naval Analyses,All FFRDCs,Nonprofit-administered FFRDCs,Center for Naval Analyses,3,"['95,874', '']","['96,391', '']","['93,567', '']","['96,103', '']","['95,874', '']","['96,391', '']","['93,567', '']","['96,103', '']"
11320,r026,All FFRDCs -> Nonprofit-administered FFRDCs -> Center for Nuclear Waste Regulatory Analyses,All FFRDCs,Nonprofit-administered FFRDCs,Center for Nuclear Waste Regulatory Analyses,3,"['6,762', '']","['5,630', '']","['4,323', '']","['4,405', '']","['6,359', '']","['5,233', '']","['3,595', '']","['3,467', '']"
11320,r027,All FFRDCs -> Nonprofit-administered FFRDCs -> CMS Alliance to Modernize Healthcare,All FFRDCs,Nonprofit-administered FFRDCs,CMS Alliance to Modernize Healthcare,3,"['228,162', '']","['348,269', '']","['286,693', '']","['281,709', '']","['228,162', '']","['348,269', '']","['286,693', '']","['281,709', '']"
11320,r028,All FFRDCs -> Nonprofit-administered FFRDCs -> Homeland Security Operational Analysis Center,All FFRDCs,Nonprofit-administered FFRDCs,Homeland Security Operational Analysis Center,3,"['44,736', '']","['34,888', '']","['52,984', '']","['66,264', '']","['44,736', '']","['34,888', '']","['52,984', '']","['66,264', '']"
11320,r029,All FFRDCs -> Nonprofit-administered FFRDCs -> Homeland Security Systems Engineering and Development Institute,All FFRDCs,Nonprofit-administered FFRDCs,Homeland Security Systems Engineering and Development Institute,3,"['136,874', '']","['183,588', '']","['183,261', '']","['217,908', '']","['135,713', '']","['182,413', '']","['181,702', '']","['216,456', '']"
11320,r030,All FFRDCs -> Nonprofit-administered FFRDCs -> Idaho National Laboratory,All FFRDCs,Nonprofit-administered FFRDCs,Idaho National Laboratory,3,"['494,094', '']","['516,691', '']","['637,579', '']","['653,100', '']","['481,146', '']","['503,977', '']","['630,446', '']","['642,971', '']"
11320,r031,All FFRDCs -> Nonprofit-administered FFRDCs -> Judiciary Engineering and Modernization Center,All FFRDCs,Nonprofit-administered FFRDCs,Judiciary Engineering and Modernization Center,3,"['6,765', '']","['5,493', '']","['na', '']","['na', '']","['6,708', '']","['5,493', '']","['na', '']","['na', '']"
11320,r032,All FFRDCs -> Nonprofit-administered FFRDCs -> National Biodefense Analysis and Countermeasures Center,All FFRDCs,Nonprofit-administered FFRDCs,National Biodefense Analysis and Countermeasures Center,3,"['42,330', '']","['44,968', '']","['45,870', '']","['41,321', '']","['42,330', '']","['44,968', '']","['45,869', '']","['41,321', '']"
11320,r033,All FFRDCs -> Nonprofit-administered FFRDCs -> National Cybersecurity Center of Excellence,All FFRDCs,Nonprofit-administered FFRDCs,National Cybersecurity Center of Excellence,3,"['23,557', '']","['33,671', '']","['27,955', '']","['23,010', '']","['23,557', '']","['33,671', '']","['27,955', '']","['23,010', '']"
11320,r034,All FFRDCs -> Nonprofit-administered FFRDCs -> National Defense Research Institute,All FFRDCs,Nonprofit-administered FFRDCs,National Defense Research Institute,3,"['64,134', '']","['66,170', '']","['61,097', '']","['67,157', '']","['64,134', '']","['66,170', '']","['61,097', '']","['67,157', '']"
11320,r035,All FFRDCs -> Nonprofit-administered FFRDCs -> National Renewable Energy Laboratory,All FFRDCs,Nonprofit-administered FFRDCs,National Renewable Energy Laboratory,3,"['511,585', '']","['559,151', '']","['603,356', '']","['718,852', '']","['456,336', '']","['497,047', '']","['536,683', '']","['648,671', '']"
11320,r036,All FFRDCs -> Nonprofit-administered FFRDCs -> National Security Engineering Center,All FFRDCs,Nonprofit-administered FFRDCs,National Security Engineering Center,3,"['1,143,701', '']","['1,468,298', '']","['1,286,520', '']","['1,370,949', '']","['1,142,013', '']","['1,463,965', '']","['1,282,762', '']","['1,367,998', '']"
11320,r037,All FFRDCs -> Nonprofit-administered FFRDCs -> Oak Ridge National Laboratory,All FFRDCs,Nonprofit-administered FFRDCs,Oak Ridge National Laboratory,3,"['1,632,684', '']","['1,760,578', '']","['1,803,543', '']","['2,019,259', '']","['1,616,580', '']","['1,746,756', '']","['1,789,100', '']","['2,000,646', '']"
11320,r038,All FFRDCs -> Nonprofit-administered FFRDCs -> Pacific Northwest National Laboratory,All FFRDCs,Nonprofit-administered FFRDCs,Pacific Northwest National Laboratory,3,"['1,071,249', '']","['1,168,268', '']","['1,294,614', '']","['1,449,496', '']","['1,053,982', '']","['1,142,925', '']","['1,266,328', '']","['1,424,969', '']"
11320,r039,All FFRDCs -> Nonprofit-administered FFRDCs -> Project Air Force,All FFRDCs,Nonprofit-administered FFRDCs,Project Air Force,3,"['46,936', '']","['47,966', '']","['46,517', '']","['48,729', '']","['46,936', '']","['47,966', '']","['46,517', '']","['48,729', '']"
11320,r040,All FFRDCs -> Nonprofit-administered FFRDCs -> Savannah River National Laboratory<sup>b</sup>,All FFRDCs,Nonprofit-administered FFRDCs,Savannah River National Laboratory<sup>b</sup>,3,"['na', '']","['191,803', '']","['182,654', '']","['244,736', '']","['na', '']","['189,428', '']","['179,848', '']","['241,518', '']"
11320,r041,All FFRDCs -> Nonprofit-administered FFRDCs -> Science and Technology Policy Institute,All FFRDCs,Nonprofit-administered FFRDCs,Science and Technology Policy Institute,3,"['9,256', '']","['9,784', '']","['10,593', '']","['9,977', '']","['9,256', '']","['9,784', '']","['10,593', '']","['9,977', '']"
11320,r042,All FFRDCs -> Nonprofit-administered FFRDCs -> Systems and Analyses Center,All FFRDCs,Nonprofit-administered FFRDCs,Systems and Analyses Center,3,"['171,335', '']","['173,792', '']","['201,338', '']","['224,574', '']","['170,949', '']","['173,320', '']","['200,679', '']","['224,112', '']"
11320,r043,All FFRDCs -> Industry-administered FFRDCs,All FFRDCs,Industry-administered FFRDCs,,2,"['8,597,506', ' ']","['8,992,198', ' ']","['9,670,078', ' ']","['11,084,499', ' ']","['8,505,548', ' ']","['8,899,855', ' ']","['9,591,022', ' ']","['10,990,133', ' ']"
11320,r044,All FFRDCs -> Industry-administered FFRDCs -> Frederick National Laboratory for Cancer Research,All FFRDCs,Industry-administered FFRDCs,Frederick National Laboratory for Cancer Research,3,"['745,726', '']","['861,605', '']","['904,182', '']","['929,754', '']","['745,726', '']","['861,605', '']","['904,182', '']","['929,754', '']"
11320,r045,All FFRDCs -> Industry-administered FFRDCs -> Lawrence Livermore National Laboratory,All FFRDCs,Industry-administered FFRDCs,Lawrence Livermore National Laboratory,3,"['1,558,071', '']","['1,613,673', '']","['1,659,808', '']","['2,110,938', '']","['1,526,467', '']","['1,580,263', '']","['1,633,185', '']","['2,079,762', '']"
11320,r046,All FFRDCs -> Industry-administered FFRDCs -> Los Alamos National Laboratory,All FFRDCs,Industry-administered FFRDCs,Los Alamos National Laboratory,3,"['2,722,375', '']","['2,974,164', '']","['3,294,559', '']","['3,768,323', '']","['2,701,388', '']","['2,950,380', '']","['3,273,429', '']","['3,742,718', '']"
11320,r047,All FFRDCs -> Industry-administered FFRDCs -> Sandia National Laboratories,All FFRDCs,Industry-administered FFRDCs,Sandia National Laboratories,3,"['3,395,241', '']","['3,542,756', '']","['3,811,529', '']","['4,275,484', '']","['3,358,481', '']","['3,507,607', '']","['3,780,226', '']","['4,237,899', '']"
11320,r048,All FFRDCs -> Industry-administered FFRDCs -> Savannah River National Laboratory<sup>b</sup>,All FFRDCs,Industry-administered FFRDCs,Savannah River National Laboratory<sup>b</sup>,3,"['176,093', '']","['na', '']","['na', '']","['na', '']","['173,486', '']","['na', '']","['na', '']","['na', '']"
