table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_companies_in_the_united_states,field_companies_outside_the_united_states_company_s_parent,field_companies_outside_the_united_states_unaffiliated_companies,field_u_s_federal_government_agencies,field_u_s_state_government_agencies,field_foreign_government_agencies,field_u_s_universities_colleges_and_academic_researchers,field_foreign_universities_colleges_and_academic_researchers,field_all_other_in_the_united_states,field_all_other_outside_the_united_states
9677,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['154', '  ']","['8', '  ']","['126', '  ']","['10', '  ']","['6', '  ']","['2', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['2', 'r ']","['0', '  ']"
9677,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['69 - 98', 'i ']","['14', '  ']","['31 - 78', 'i ']","['*', '  ']","['3 - 23', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9677,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['211 - 241', 'i ']","['*', 'i ']","['210 - 241', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9677,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['11,697', '  ']","['2,631', '  ']","['7,066', '  ']","['711', '  ']","['1,194', '  ']","['4', '  ']","['0', '  ']","['14', '  ']","['0', '  ']","['70', '  ']","['6', '  ']"
9677,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparations",,4,3256,"['209', '  ']","['*', '  ']","['209', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9677,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['19 - 28', '  ']","['1', '  ']","['0 - 25', '  ']","['2', '  ']","['1 - 21', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['*', 'i ']","['0', '  ']","['0', '  ']"
9677,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['183', '  ']","['56', '  ']","['103', '  ']","['*', 'r ']","['3', 'r ']","['0', '  ']","['0', '  ']","['*', 'r ']","['0', '  ']","['20', 'r ']","['*', '  ']"
9677,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['31', '  ']","['5', '  ']","['12', '  ']","['0', '  ']","['4', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['10', '  ']"
9677,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['22 - 26', 'i ']","['0 - 26', '  ']","['*', '  ']","['0 - 26', 'i ']","['*', '  ']","['0 - 3', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9677,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['412', '  ']","['298', 'r ']","['60', '  ']","['5', '  ']","['13', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['35', 'r ']","['0', '  ']"
9677,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['1,003', '  ']","['211', '  ']","['117', '  ']","['161', '  ']","['503', '  ']","['0', '  ']","['2', '  ']","['3', '  ']","['*', '  ']","['3', '  ']","['3', 'r ']"
9677,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['60 - 68', '  ']","['0 - 68', '  ']","['0 - 56', '  ']","['0 - 68', '  ']","['0 - 6', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9677,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['167', '  ']","['8', '  ']","['55', '  ']","['91', '  ']","['14', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']"
9677,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['128 - 134', '  ']","['28', '  ']","['8', '  ']","['0 - 7', '  ']","['93', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9677,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['641', '  ']","['106 - 177', '  ']","['0 - 56', '  ']","['0 - 71', '  ']","['391 - 397', '  ']","['0', '  ']","['2', '  ']","['3', '  ']","['*', '  ']","['3', '  ']","['3', 'r ']"
9677,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['6,852', '  ']","['1,650', '  ']","['2,065', '  ']","['225', '  ']","['2,828', '  ']","['8', '  ']","['53', '  ']","['6', '  ']","['0', '  ']","['15', '  ']","['*', '  ']"
9677,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['1,218', 'i ']","['462 - 570', 'i ']","['99 - 207', '  ']","['0 - 12', '  ']","['421 - 504', 'i ']","['*', '  ']","['17 - 39', '  ']","['0', '  ']","['0', '  ']","['0 - 12', '  ']","['0', '  ']"
9677,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['1,880', '  ']","['75', '  ']","['1,527', '  ']","['187', '  ']","['81', '  ']","['6', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['4', '  ']","['0', '  ']"
9677,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['3,630', '  ']","['1,007', '  ']","['333', '  ']","['28', '  ']","['2,223', '  ']","['0 - 3', '  ']","['15 - 36', '  ']","['6', '  ']","['0', '  ']","['0 - 12', '  ']","['*', '  ']"
9677,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['250', '  ']","['0 - 14', '  ']","['229', '  ']","['0', '  ']","['3 - 17', '  ']","['0', '  ']","['0', '  ']","['6', '  ']","['0', '  ']","['0 - 12', '  ']","['0', '  ']"
9677,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",5,334511,"['3,193', '  ']","['829 - 1,008', '  ']","['0 - 105', '  ']","['0 - 29', '  ']","['2,086 - 2,197', '  ']","['0 - 3', '  ']","['15 - 36', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9677,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['187', '  ']","['0 - 164', '  ']","['0 - 105', '  ']","['0 - 29', '  ']","['23 - 121', '  ']","['0 - 3', '  ']","['0', '  ']","['*', 'r ']","['0', '  ']","['0 - 12', '  ']","['*', '  ']"
9677,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['123', '  ']","['0 - 104', '  ']","['0 - 104', '  ']","['0 - 12', '  ']","['19 - 102', '  ']","['0 - 3', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 12', '  ']","['0', '  ']"
9677,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['486', '  ']","['12', '  ']","['440', '  ']","['8', '  ']","['25', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']"
9677,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['16,356', '  ']","['1,534', '  ']","['2,576', '  ']","['294', 'i ']","['11,670', 'i ']","['104', '  ']","['81', 'i ']","['*', '  ']","['0 - 1', '  ']","['88 - 99', '  ']","['0 - 4', '  ']"
9677,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['3,637', '  ']","['808', '  ']","['2,479', '  ']","['234', 'i ']","['48', '  ']","['0 - 70', '  ']","['0 - 70', 'i ']","['*', '  ']","['0', '  ']","['0 - 70', '  ']","['0 - 4', 'i ']"
9677,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['11,568', 'i ']","['724', '  ']","['40 - 98', '  ']","['58 - 61', '  ']","['10,527', 'i ']","['33 - 105', '  ']","['10 - 82', 'i ']","['0', '  ']","['0 - 1', '  ']","['0 - 99', '  ']","['0 - 4', '  ']"
9677,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['10,552', 'i ']","['519', '  ']","['40 - 98', '  ']","['56 - 61', '  ']","['9,719', 'i ']","['33 - 105', '  ']","['8 - 82', 'i ']","['0', '  ']","['0 - 1', '  ']","['0 - 99', '  ']","['0 - 4', '  ']"
9677,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['1,016', '  ']","['206', 'i ']","['0', '  ']","['0 - 2', '  ']","['808', '  ']","['0', '  ']","['0 - 2', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9677,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['1', '  ']","['0 - 1', '  ']","['0', '  ']","['0 - 1', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9677,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['1,149', '  ']","['0 - 3', '  ']","['0 - 56', '  ']","['0', '  ']","['1,094', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 56', '  ']","['0', '  ']"
9677,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['3', '  ']","['3', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', '  ']","['0', '  ']"
9677,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['311', '  ']","['98', '  ']","['92 - 104', '  ']","['7', '  ']","['102', '  ']","['0 - 3', '  ']","['0', '  ']","['*', '  ']","['0 - 1', '  ']","['1 - 13', '  ']","['0', '  ']"
9677,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['233', '  ']","['60', '  ']","['93', '  ']","['7', '  ']","['72', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['2', '  ']","['0', '  ']"
9677,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['78', '  ']","['38', 'r ']","['0 - 11', '  ']","['*', '  ']","['30', '  ']","['0 - 3', '  ']","['0', '  ']","['*', '  ']","['0 - 1', '  ']","['0 - 11', '  ']","['0', '  ']"
9677,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['36,300', 'i ']","['19,986', 'i ']","['7,405', 'i ']","['995', 'i ']","['7,207', '  ']","['210', '  ']","['19', '  ']","['54', '  ']","['1', '  ']","['410', '  ']","['13', 'i ']"
9677,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['183', 'i ']","['19', 'i ']","['145 - 158', 'i ']","['6 - 20', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9677,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['35', 'i ']","['0 - 8', '  ']","['0 - 8', '  ']","['0', '  ']","['28', 'i ']","['0 - 8', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']"
9677,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['84', '  ']","['27', 'r ']","['45', 'i ']","['0', '  ']","['0', '  ']","['*', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['12', 'i ']","['*', 'r ']"
9677,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['4 - 8', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['4 - 8', '  ']","['0', '  ']"
9677,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['8 - 10', '  ']","['9', '  ']","['0', '  ']","['0 - 1', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9677,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['1,366', '  ']","['271', '  ']","['649', '  ']","['45', '  ']","['377', '  ']","['18', 'r ']","['0', '  ']","['*', 'r ']","['0', '  ']","['6', '  ']","['0', '  ']"
9677,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['631', '  ']","['240', '  ']","['325', 'r ']","['11', 'r ']","['36', 'r ']","['18', 'r ']","['0', '  ']","['*', 'r ']","['0', '  ']","['*', '  ']","['0', '  ']"
9677,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['23', 'r ']","['0', '  ']","['0', '  ']","['0', '  ']","['23', 'r ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9677,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['608', '  ']","['240', '  ']","['325', 'r ']","['11', 'r ']","['13', '  ']","['18', 'r ']","['0', '  ']","['*', 'r ']","['0', '  ']","['*', '  ']","['0', '  ']"
9677,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['30 - 98', '  ']","['0 - 32', '  ']","['0 - 96', '  ']","['0', '  ']","['3', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9677,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['607', '  ']","['0 - 32', '  ']","['195 - 236', '  ']","['34', '  ']","['338', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 7', '  ']","['0', '  ']"
9677,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['29 - 99', '  ']","['0 - 32', 'i ']","['0 - 99', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', 'r ']","['0', '  ']","['0 - 7', '  ']","['0', '  ']"
9677,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['45', '  ']","['45', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9677,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['0 - 1', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 1', '  ']","['0', '  ']"
9677,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9677,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['0 - 1', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 1', '  ']","['0', '  ']"
9677,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['34,413', 'i ']","['19,555', 'i ']","['6,550', 'i ']","['920', 'i ']","['6,790', '  ']","['172', '  ']","['19', '  ']","['40', '  ']","['1', '  ']","['353', 'i ']","['13', 'i ']"
9677,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['2,007', '  ']","['442', '  ']","['36', '  ']","['8', '  ']","['1,318', '  ']","['121', '  ']","['*', '  ']","['3', '  ']","['*', '  ']","['77', '  ']","['0', '  ']"
9677,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['3,221', '  ']","['553', '  ']","['2,010', '  ']","['33', 'r ']","['569', '  ']","['8', 'r ']","['11', '  ']","['3', '  ']","['0', '  ']","['34', 'r ']","['*', '  ']"
9677,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['28,019', 'i ']","['18,420', 'i ']","['4,365', 'i ']","['798', 'i ']","['4,106', '  ']","['39', '  ']","['8', '  ']","['32', '  ']","['*', '  ']","['240', 'i ']","['13', 'i ']"
9677,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['73', 'i ']","['13', 'i ']","['12', '  ']","['1', 'i ']","['47', 'i ']","['1', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9677,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['7,374', '  ']","['6,657', '  ']","['549', '  ']","['27', '  ']","['78', '  ']","['*', '  ']","['7', '  ']","['25', '  ']","['*', '  ']","['30', '  ']","['*', '  ']"
9677,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['20,046', 'i ']","['11,741', 'i ']","['3,804', 'i ']","['770', 'i ']","['3,476', '  ']","['31', '  ']","['1', '  ']","['6', '  ']","['*', 'i ']","['205', 'i ']","['13', 'i ']"
9677,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['525', '  ']","['9', '  ']","['0', '  ']","['0', '  ']","['504', '  ']","['8', '  ']","['1', '  ']","['*', '  ']","['0', '  ']","['4', '  ']","['0', '  ']"
9677,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['1,166', '  ']","['140', '  ']","['139', '  ']","['82', '  ']","['797', '  ']","['4', '  ']","['*', '  ']","['3', '  ']","['0', '  ']","['2', '  ']","['0', '  ']"
9677,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['95', '  ']","['45', '  ']","['6', '  ']","['2', 'r ']","['10', '  ']","['0', '  ']","['0', '  ']","['13', 'r ']","['*', 'i ']","['19', 'r ']","['0', '  ']"
9677,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['62 - 66', '  ']","['3 - 19', '  ']","['0', '  ']","['5 - 24', '  ']","['3', '  ']","['10 - 22', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['15', '  ']","['0', '  ']"
9677,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['74,695', '  ']","['26,587', 'i ']","['20,806', '  ']","['2,450', '  ']","['23,582', '  ']","['329', '  ']","['155', '  ']","['78', '  ']","['1', '  ']","['674', '  ']","['34', '  ']"
