table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_companies_u_s_totala_number_,field_united_states,field_nebraska,field_nevada,field_new_hampshire,field_new_jersey,field_new_mexico,field_new_york,field_north_carolina,field_north_dakota,field_ohio,field_oklahoma,field_oregon,field_pennsylvania,field_rhode_island,field_south_carolina,field_south_dakota,field_tennessee,field_texas,field_utah,field_vermont,field_virginia,field_washington,field_west_virginia,field_wisconsin,field_wyoming,field_undistributedb
2055,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['253', '  ']","['2,393', '  ']","['4', '  ']","['*', 'e ']","['2', '  ']","['188', 'i ']","['3', 'e ']","['256', 'i ']","['112', 'i ']","['*', 'e ']","['271', '  ']","['12', '  ']","['7', '  ']","['132', '  ']","['2', '  ']","['12', '  ']","['54', '  ']","['239', 'i ']","['122', '  ']","['6', '  ']","['0', '  ']","['129', '  ']","['16', '  ']","['8', '  ']","['11', '  ']","['*', 'e ']","['22', '  ']"
2055,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['125', '  ']","['612', '  ']","['*', 'e ']","['*', 'e ']","['2', 'i ']","['5', '  ']","['0', '  ']","['43', '  ']","['7', '  ']","['0', '  ']","['280', '  ']","['*', '  ']","['7', '  ']","['34', '  ']","['2', '  ']","['16', '  ']","['0', '  ']","['14', '  ']","['61', '  ']","['*', 'i ']","['*', 'e ']","['1', 'i ']","['2', '  ']","['8', '  ']","['6', '  ']","['0', '  ']","['0 - 27', '  ']"
2055,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['60', '  ']","['1,092', '  ']","['2', '  ']","['6', 'i ']","['*', '  ']","['0 - 115', '  ']","['*', 'e ']","['1', '  ']","['26', 'i ']","['1', 'i ']","['9', 'i ']","['1', 'e ']","['1', 'i ']","['9', 'i ']","['0', '  ']","['1', 'i ']","['6', '  ']","['2', 'i ']","['7', 'i ']","['2', '  ']","['*', 'e ']","['10', '  ']","['6', 'i ']","['*', 'e ']","['66', '  ']","['0', '  ']","['1', '  ']"
2055,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['755', '  ']","['55,229', '  ']","['21', '  ']","['7', '  ']","['8', '  ']","['7,154', '  ']","['13', '  ']","['2,302', '  ']","['1,783', '  ']","['9', '  ']","['293', '  ']","['29', '  ']","['45', '  ']","['4,866', '  ']","['50', '  ']","['19', '  ']","['3', '  ']","['51', '  ']","['517', '  ']","['148', '  ']","['0 - 29', '  ']","['324', '  ']","['1,203', '  ']","['0 - 97', '  ']","['151', '  ']","['7', '  ']","['0 - 61', '  ']"
2055,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['223', '  ']","['2,488', '  ']","['*', 'e ']","['*', 'e ']","['1', '  ']","['328', 'i ']","['*', 'e ']","['186', 'i ']","['26', '  ']","['0', '  ']","['1,144', '  ']","['*', 'e ']","['*', 'e ']","['6', '  ']","['1', 'e ']","['3', '  ']","['*', 'e ']","['5', '  ']","['37', '  ']","['*', 'e ']","['0 - 29', '  ']","['*', '  ']","['1', 'e ']","['*', 'e ']","['127', '  ']","['0', '  ']","['0 - 61', '  ']"
2055,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['315', '  ']","['1,471', '  ']","['*', 'e ']","['1', '  ']","['3', '  ']","['0 - 115', '  ']","['*', 'e ']","['55', '  ']","['30', '  ']","['0', '  ']","['273', '  ']","['3', '  ']","['6', '  ']","['116', '  ']","['3', '  ']","['13', '  ']","['*', 'e ']","['4', '  ']","['31', '  ']","['1', '  ']","['0 - 29', 'e ']","['2', '  ']","['1', 'e ']","['0 - 97', '  ']","['11', '  ']","['*', 'e ']","['60', '  ']"
2055,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['624', '  ']","['3,637', '  ']","['11', '  ']","['3', '  ']","['4', 'e ']","['27', '  ']","['*', 'e ']","['83', '  ']","['66', '  ']","['2', '  ']","['312', '  ']","['43', '  ']","['10', '  ']","['247', '  ']","['12', '  ']","['176', '  ']","['4', '  ']","['32', '  ']","['366', '  ']","['5', '  ']","['*', 'e ']","['28', '  ']","['8', 'e ']","['10', '  ']","['120', '  ']","['*', 'e ']","['71', '  ']"
2055,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['175', '  ']","['1,303', '  ']","['*', 'e ']","['*', 'e ']","['*', 'e ']","['31', '  ']","['*', 'e ']","['792', 'i ']","['50', 'i ']","['*', 'e ']","['25', '  ']","['1', 'e ']","['3', '  ']","['182', 'i ']","['*', 'e ']","['5', '  ']","['*', 'e ']","['4', '  ']","['10', '  ']","['1', '  ']","['*', 'e ']","['1', 'e ']","['6', '  ']","['*', 'e ']","['5', '  ']","['*', 'e ']","['12', '  ']"
2055,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['176', '  ']","['741', '  ']","['*', 'e ']","['*', '  ']","['5', '  ']","['1', '  ']","['*', 'e ']","['4', '  ']","['15', '  ']","['*', 'e ']","['37', '  ']","['*', '  ']","['13', '  ']","['114', '  ']","['*', 'e ']","['10', '  ']","['*', 'e ']","['5', '  ']","['16', '  ']","['2', '  ']","['1', 'i ']","['11', '  ']","['2', '  ']","['1', '  ']","['190', '  ']","['*', 'e ']","['11', '  ']"
2055,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['1,168', '  ']","['2,099', '  ']","['11', '  ']","['2', 'e ']","['12', '  ']","['67', '  ']","['1', 'e ']","['48', '  ']","['43', '  ']","['8', '  ']","['178', '  ']","['18', '  ']","['37', '  ']","['93', '  ']","['3', '  ']","['27', '  ']","['4', '  ']","['21', '  ']","['142', '  ']","['15', '  ']","['*', 'e ']","['18', '  ']","['78', '  ']","['1', 'e ']","['118', '  ']","['*', 'e ']","['54', '  ']"
2055,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['1,662', '  ']","['12,257', '  ']","['31', '  ']","['13', '  ']","['41', '  ']","['288', '  ']","['1', 'e ']","['262', '  ']","['338', '  ']","['77', '  ']","['296', '  ']","['145', '  ']","['455', '  ']","['227', '  ']","['13', '  ']","['59', '  ']","['14', '  ']","['40', '  ']","['845', '  ']","['23', '  ']","['15', '  ']","['38', '  ']","['134', '  ']","['5', 'e ']","['655', '  ']","['2', 'i ']","['225', '  ']"
2055,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['181', '  ']","['1,511', '  ']","['27', '  ']","['0', '  ']","['*', 'e ']","['*', 'e ']","['*', 'e ']","['1', 'e ']","['62', '  ']","['21', '  ']","['11', '  ']","['1', 'e ']","['5', 'e ']","['2', 'e ']","['0', '  ']","['1', '  ']","['7', '  ']","['3', '  ']","['7', 'e ']","['1', 'i ']","['*', 'e ']","['*', 'e ']","['1', 'e ']","['1', 'i ']","['45', '  ']","['*', 'e ']","['0 - 226', '  ']"
2055,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['33', '  ']","['3,228', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']","['10', '  ']","['0', '  ']","['0 - 229', '  ']","['0', '  ']","['0', '  ']","['6', '  ']","['0', '  ']","['0 - 451', '  ']","['14', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0 - 680', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 226', '  ']"
2055,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['97', '  ']","['1,921', '  ']","['*', '  ']","['0 - 14', '  ']","['*', 'e ']","['*', 'e ']","['*', 'e ']","['34', '  ']","['0 - 277', '  ']","['0 - 57', 'e ']","['0 - 281', '  ']","['0 - 145', '  ']","['0 - 451', 'e ']","['11', '  ']","['*', 'e ']","['21', '  ']","['*', 'e ']","['0 - 38', '  ']","['67', '  ']","['*', 'e ']","['1', 'i ']","['8', '  ']","['0 - 134', '  ']","['*', 'e ']","['110', '  ']","['0', '  ']","['0 - 226', '  ']"
2055,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['1,352', '  ']","['5,596', '  ']","['4', 'e ']","['0 - 14', '  ']","['40', '  ']","['278', '  ']","['1', 'e ']","['0 - 229', '  ']","['0 - 277', '  ']","['0 - 57', '  ']","['0 - 281', '  ']","['0 - 145', '  ']","['0 - 451', '  ']","['200', '  ']","['13', '  ']","['36', '  ']","['7', '  ']","['0 - 38', '  ']","['89 - 773', '  ']","['22', '  ']","['15', '  ']","['29', '  ']","['0 - 134', '  ']","['4', 'e ']","['500', '  ']","['2', 'i ']","['0 - 226', '  ']"
2055,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['1,726', '  ']","['69,942', '  ']","['27', '  ']","['51', '  ']","['316', '  ']","['709', '  ']","['182', '  ']","['1,165', '  ']","['1,411', '  ']","['18', 'i ']","['552', '  ']","['37', '  ']","['5,371', '  ']","['959', '  ']","['67', '  ']","['122', '  ']","['61', '  ']","['95', '  ']","['7,682', 'i ']","['195', '  ']","['62', '  ']","['361', '  ']","['739', '  ']","['3', 'e ']","['558', '  ']","['2', '  ']","['195', '  ']"
2055,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['254', '  ']","['10,972', '  ']","['7', '  ']","['13', '  ']","['98', '  ']","['443', '  ']","['5', '  ']","['298', '  ']","['640', '  ']","['0 - 19', '  ']","['101', '  ']","['7', '  ']","['52', '  ']","['343', '  ']","['3', '  ']","['20', '  ']","['1', '  ']","['32', '  ']","['581', '  ']","['52', '  ']","['0 - 4', '  ']","['228', '  ']","['158', '  ']","['1', '  ']","['32', '  ']","['0 - 2', '  ']","['5 - 79', '  ']"
2055,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['422', '  ']","['27,859', '  ']","['8', '  ']","['2', 'e ']","['147', '  ']","['97', 'i ']","['138', '  ']","['405', 'i ']","['373', '  ']","['0', '  ']","['78', '  ']","['1', 'e ']","['4,994', '  ']","['230', '  ']","['35', '  ']","['48', '  ']","['33', '  ']","['11', '  ']","['1,929', '  ']","['44', '  ']","['25', '  ']","['10', '  ']","['101', '  ']","['*', 'e ']","['31', '  ']","['*', 'e ']","['1', '  ']"
2055,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['774', '  ']","['10,089', '  ']","['11', '  ']","['23', '  ']","['47', '  ']","['139', '  ']","['33', 'i ']","['256', '  ']","['244', '  ']","['0 - 19', 'i ']","['321', 'i ']","['29', '  ']","['212', '  ']","['268', '  ']","['23', '  ']","['52', '  ']","['24', '  ']","['49', '  ']","['403', '  ']","['92', '  ']","['35', 'i ']","['115', '  ']","['261', '  ']","['*', 'e ']","['406', '  ']","['1', 'e ']","['0 - 190', '  ']"
2055,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['109', '  ']","['2,545', '  ']","['0', '  ']","['7', 'i ']","['7', 'i ']","['24', 'i ']","['0', '  ']","['92', 'i ']","['24', 'i ']","['0', '  ']","['55', 'i ']","['1', '  ']","['12', 'i ']","['140', '  ']","['2', '  ']","['10', 'i ']","['3', '  ']","['39', '  ']","['37', 'i ']","['10', 'i ']","['3', 'i ']","['24', 'i ']","['5', 'i ']","['0', '  ']","['35', 'i ']","['0', '  ']","['0 - 24', '  ']"
2055,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['118', '  ']","['3,214', '  ']","['6', '  ']","['5', '  ']","['20', '  ']","['34', '  ']","['27', 'i ']","['93', 'i ']","['79', '  ']","['0 - 19', 'i ']","['33', 'i ']","['21', '  ']","['98', '  ']","['39', 'i ']","['0 - 22', '  ']","['0 - 43', 'i ']","['6', 'i ']","['1', 'e ']","['191', '  ']","['43', '  ']","['0 - 33', 'i ']","['57', '  ']","['39', '  ']","['0', '  ']","['10', '  ']","['*', 'e ']","['0 - 190', '  ']"
2055,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['547', '  ']","['4,329', '  ']","['5', '  ']","['11', '  ']","['19', '  ']","['82', '  ']","['6', '  ']","['70', '  ']","['140', '  ']","['0 - 19', 'e ']","['233', '  ']","['7', '  ']","['102', '  ']","['89', '  ']","['0 - 22', 'i ']","['0 - 43', '  ']","['14', '  ']","['10', '  ']","['175', 'i ']","['39', '  ']","['0 - 33', '  ']","['33', '  ']","['217', '  ']","['*', 'e ']","['361', '  ']","['1', '  ']","['0 - 190', '  ']"
2055,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['275', '  ']","['21,022', '  ']","['1', 'e ']","['13', '  ']","['25', '  ']","['30', '  ']","['6', '  ']","['206', '  ']","['154', '  ']","['0 - 19', 'e ']","['52', '  ']","['*', 'e ']","['113', '  ']","['119', '  ']","['6', '  ']","['1', 'e ']","['3', '  ']","['3', 'e ']","['4,768', 'i ']","['7', '  ']","['0 - 4', '  ']","['8', 'e ']","['219', '  ']","['1', 'e ']","['89', 'i ']","['0 - 2', 'e ']","['0 - 190', '  ']"
2055,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['709', '  ']","['4,110', '  ']","['1', 'e ']","['7', '  ']","['26', '  ']","['45', '  ']","['2', '  ']","['78', '  ']","['186', '  ']","['*', 'e ']","['95', '  ']","['9', '  ']","['72', '  ']","['372', '  ']","['5', 'i ']","['73', '  ']","['3', '  ']","['35', '  ']","['143', '  ']","['16', '  ']","['3', '  ']","['29', '  ']","['48', '  ']","['1', 'e ']","['171', '  ']","['52', 'i ']","['13', '  ']"
2055,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['807', '  ']","['34,629', '  ']","['15', '  ']","['42', '  ']","['37', '  ']","['119', '  ']","['5', '  ']","['1,006', '  ']","['263', '  ']","['16', 'i ']","['1,186', '  ']","['73', '  ']","['250', '  ']","['221', '  ']","['2', 'i ']","['196', '  ']","['6', '  ']","['141', '  ']","['516', '  ']","['450', '  ']","['36', 'i ']","['297', '  ']","['2,353', '  ']","['6', 'i ']","['532', '  ']","['*', 'e ']","['13', '  ']"
2055,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['367', '  ']","['21,137', '  ']","['4', 'e ']","['1', 'e ']","['14', '  ']","['6', '  ']","['1', '  ']","['309', '  ']","['179', '  ']","['2', 'e ']","['427', '  ']","['9', 'e ']","['219', '  ']","['86', '  ']","['*', 'e ']","['120', '  ']","['3', 'e ']","['128', '  ']","['100', '  ']","['282', '  ']","['*', 'e ']","['0 - 157', '  ']","['71', '  ']","['1', 'e ']","['111', '  ']","['*', 'e ']","['0 - 12', '  ']"
2055,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['306', '  ']","['11,903', '  ']","['10', '  ']","['42', '  ']","['18', '  ']","['99', '  ']","['4', '  ']","['696', '  ']","['76', '  ']","['13', 'i ']","['755', '  ']","['63', '  ']","['30', '  ']","['127', '  ']","['1', 'i ']","['63', '  ']","['*', '  ']","['7', '  ']","['391', '  ']","['168', '  ']","['35', 'i ']","['65', '  ']","['2,279', '  ']","['6', 'i ']","['197 - 422', '  ']","['*', 'e ']","['2', '  ']"
2055,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['290', '  ']","['11,473', '  ']","['10', '  ']","['42', '  ']","['18', '  ']","['98', '  ']","['4', 'e ']","['696', '  ']","['76', '  ']","['13', 'i ']","['751', '  ']","['63', '  ']","['30', '  ']","['127', '  ']","['1', 'i ']","['63', '  ']","['*', '  ']","['7', '  ']","['390', '  ']","['93', '  ']","['35', 'i ']","['61', '  ']","['2,278', '  ']","['6', 'i ']","['197 - 422', '  ']","['*', 'e ']","['1', '  ']"
2055,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['16', '  ']","['430', '  ']","['0', '  ']","['*', 'i ']","['0', '  ']","['*', 'i ']","['*', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['4', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['1', '  ']","['75', '  ']","['0', '  ']","['4', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', '  ']"
2055,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['7', '  ']","['4', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2055,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['128', '  ']","['1,585', '  ']","['2', '  ']","['*', 'e ']","['5', '  ']","['14', '  ']","['0', '  ']","['1', 'e ']","['9', '  ']","['1', '  ']","['4', '  ']","['*', 'e ']","['1', 'e ']","['8', '  ']","['1', 'i ']","['12', '  ']","['3', '  ']","['7', '  ']","['25', '  ']","['*', 'e ']","['*', '  ']","['74 - 233', '  ']","['3', 'e ']","['*', 'e ']","['0 - 225', '  ']","['*', 'e ']","['0 - 12', '  ']"
2055,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['202', '  ']","['419', '  ']","['*', 'e ']","['*', 'e ']","['*', 'e ']","['5', '  ']","['*', 'e ']","['6', '  ']","['29', '  ']","['*', 'e ']","['4', 'i ']","['*', 'e ']","['4', '  ']","['11', '  ']","['*', 'e ']","['5', '  ']","['*', 'e ']","['9', '  ']","['6', '  ']","['10', '  ']","['3', '  ']","['11', '  ']","['1', '  ']","['*', 'e ']","['14', '  ']","['*', 'e ']","['11', '  ']"
