table_id,row_id,_b_state_or_location_b_full_path,_b_state_or_location_b_level_1,_b_state_or_location_b_level_2,_b_state_or_location_b_level_3,_b_state_or_location_b_hierarchy_depth,field_total,field_dhs,field_doc,field_dod,field_doe,field_doi,field_dot,field_epa,field_hhs,field_nasa,field_nsf,field_usda
6426,r030,All locations -> Nevada,All locations,Nevada,,2,305900.0,1460.1,0.0,51158.6,131931.7,16703.2,6028.6,1297.1,45340.8,22984.2,22518.6,6477.1
6426,r031,All locations -> New Hampshire,All locations,New Hampshire,,2,483307.8,34.0,10905.9,271970.0,6870.7,2748.7,281.9,168.0,116799.1,24124.7,39502.9,9902.0
6426,r032,All locations -> New Jersey,All locations,New Jersey,,2,2884975.1,4186.2,13885.5,1718884.3,162871.6,2469.3,53984.6,2156.9,761176.3,21841.7,139140.7,4378.1
6426,r033,All locations -> New Mexico,All locations,New Mexico,,2,3501956.2,21418.8,3724.5,1575228.9,1644401.9,7104.6,8698.2,399.7,125853.8,54333.8,43802.2,16989.7
6426,r034,All locations -> New York,All locations,New York,,2,8148161.8,3088.3,12525.7,2441993.4,1424442.3,10870.0,12196.0,3107.3,3553768.5,189457.0,431999.5,64713.8
6426,r035,All locations -> North Carolina,All locations,North Carolina,,2,3271375.6,5687.4,15648.3,340959.3,80572.0,12548.6,22935.6,106020.8,2478366.1,9737.4,154985.5,43914.6
6426,r036,All locations -> North Dakota,All locations,North Dakota,,2,140075.8,0.0,0.0,7169.0,34735.1,2648.7,8900.7,0.0,25260.7,1149.8,14605.4,45606.4
6426,r037,All locations -> Ohio,All locations,Ohio,,2,5215661.1,18380.1,3048.3,3749238.0,95123.8,9198.7,48484.1,64472.9,994463.5,97721.8,102733.7,32796.1
6426,r038,All locations -> Oklahoma,All locations,Oklahoma,,2,536709.2,0.0,14207.8,151935.9,26095.8,56734.4,18952.4,7745.9,131660.7,65153.7,31783.2,32439.6
6426,r039,All locations -> Oregon,All locations,Oregon,,2,814311.9,80.0,8080.5,91528.3,70877.2,24356.6,15572.6,9622.5,418648.6,13355.9,84090.3,78099.5
6426,r040,All locations -> Pennsylvania,All locations,Pennsylvania,,2,5214140.2,3865.9,7149.0,1375976.5,556702.9,10348.2,32295.6,847.3,2846498.9,49178.0,262388.5,68889.4
6426,r041,All locations -> Rhode Island,All locations,Rhode Island,,2,875650.3,19.6,20013.0,546315.6,6580.5,1711.5,2359.0,9756.7,229067.8,9846.6,47394.9,2585.0
6426,r042,All locations -> South Carolina,All locations,South Carolina,,2,821547.5,19019.3,15729.6,440633.0,40850.1,1995.7,4736.0,101.2,229434.2,4820.7,32748.7,31479.1
6426,r043,All locations -> South Dakota,All locations,South Dakota,,2,130890.0,2175.7,423.7,28535.7,28224.6,8.5,712.1,0.0,28820.9,16486.3,16854.8,8647.5
6426,r044,All locations -> Tennessee,All locations,Tennessee,,2,3151030.3,3628.7,320.0,358730.7,1359651.3,10358.4,6560.5,13210.0,699705.6,593156.1,69030.3,36678.9
6426,r045,All locations -> Texas,All locations,Texas,,2,6135035.6,15909.6,5724.2,2679057.4,158932.1,9867.3,60688.0,5733.5,1751867.2,996137.3,351218.3,99900.9
6426,r046,All locations -> Utah,All locations,Utah,,2,1140726.7,1241.6,611.0,575005.4,92746.3,15225.4,4596.9,236.4,252529.2,104454.9,62950.2,31129.4
6426,r047,All locations -> Vermont,All locations,Vermont,,2,129254.4,2214.3,1965.3,17859.5,4121.7,1368.5,660.4,0.0,68324.1,2263.8,14531.7,15944.9
6426,r048,All locations -> Virginia,All locations,Virginia,,2,9650204.4,124136.9,9544.2,7257048.1,299104.3,99047.1,201733.8,13906.0,869757.1,604596.6,146989.1,24341.2
6426,r049,All locations -> Washington,All locations,Washington,,2,3280001.8,1334.2,46911.0,691222.9,488969.8,21447.8,21387.3,69.7,1726253.2,86845.8,134249.7,61310.5
6426,r050,All locations -> West Virginia,All locations,West Virginia,,2,150437.5,2615.6,211.7,6109.5,15558.2,2188.9,2560.6,0.0,72112.0,1678.0,9522.4,37880.6
6426,r051,All locations -> Wisconsin,All locations,Wisconsin,,2,907886.0,96.0,5044.4,84271.2,93134.7,15516.5,3110.9,2171.4,519191.3,15223.6,106165.7,63960.4
6426,r052,All locations -> Wyoming,All locations,Wyoming,,2,86676.8,0.0,304.6,2439.5,17878.6,26833.4,1872.1,0.0,12400.0,1592.1,19868.7,3487.7
6426,r053,All locations -> Outlying areas,All locations,Outlying areas,,2,195453.7,0.0,2732.1,35361.2,16690.7,961.3,3410.7,0.0,86740.8,5470.8,26432.5,17653.5
6426,r054,All locations -> Outlying areas -> Puerto Rico,All locations,Outlying areas,Puerto Rico,3,88075.5,0.0,1790.5,2088.0,0.0,961.3,0.0,0.0,52183.0,5470.8,15634.3,9947.6
6426,r055,All locations -> Outlying areas -> Other areas<sup>a</sup>,All locations,Outlying areas,Other areas<sup>a</sup>,3,107378.2,0.0,941.6,33273.2,16690.7,0.05,3410.7,0.0,34557.8,0.0,10798.2,7705.9
6426,r056,All locations -> Offices abroad<sup>b</sup>,All locations,Offices abroad<sup>b</sup>,,2,47928.2,0.0,0.0,2193.9,0.0,0.0,0.0,0.0,0.0,45734.3,0.0,0.0
6426,r057,All locations -> Undistributed<sup>c</sup>,All locations,Undistributed<sup>c</sup>,,2,1829166.2,0.0,0.0,1829166.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
