table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_level_3,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_all_agencies,field_aid,field_arc,field_cpsc,field_dhs,field_doc,field_doda_total,field_doda_research,field_doda_development_advanced_technology,field_doda_development_major_systems,field_doe,field_doi
10399,r798,All states and outlying areas -> Pennsylvania -> Swarthmore C.,All states and outlying areas,Pennsylvania,Swarthmore C.,3,1855,0,0,0,0,0,0,0,0,0,0,0
10399,r799,All states and outlying areas -> Pennsylvania -> Temple U.,All states and outlying areas,Pennsylvania,Temple U.,3,106541,0,0,0,0,0,7154,2461,4693,0,1088,0
10399,r800,All states and outlying areas -> Pennsylvania -> Thomas Jefferson U.,All states and outlying areas,Pennsylvania,Thomas Jefferson U.,3,84012,0,0,0,0,0,7035,983,6053,0,1928,0
10399,r801,All states and outlying areas -> Pennsylvania -> U. Pennsylvania,All states and outlying areas,Pennsylvania,U. Pennsylvania,3,681663,0,0,0,0,0,36869,23169,13700,0,12708,0
10399,r802,All states and outlying areas -> Pennsylvania -> U. Pittsburgh,All states and outlying areas,Pennsylvania,U. Pittsburgh,3,679319,0,0,0,0,0,63053,18745,34670,9638,5047,296
10399,r803,"All states and outlying areas -> Pennsylvania -> U. Sciences, Philadelphia",All states and outlying areas,Pennsylvania,"U. Sciences, Philadelphia",3,317,0,0,0,0,0,0,0,0,0,0,0
10399,r804,All states and outlying areas -> Pennsylvania -> U. Scranton,All states and outlying areas,Pennsylvania,U. Scranton,3,654,0,0,0,0,0,0,0,0,0,0,0
10399,r805,All states and outlying areas -> Pennsylvania -> Ursinus C.,All states and outlying areas,Pennsylvania,Ursinus C.,3,614,0,0,0,0,0,0,0,0,0,0,0
10399,r806,All states and outlying areas -> Pennsylvania -> Villanova U.,All states and outlying areas,Pennsylvania,Villanova U.,3,4739,0,0,0,0,200,795,413,381,0,0,0
10399,r807,All states and outlying areas -> Pennsylvania -> Waynesburg U.,All states and outlying areas,Pennsylvania,Waynesburg U.,3,225,0,0,0,0,0,0,0,0,0,0,0
10399,r808,All states and outlying areas -> Pennsylvania -> West Chester U. Pennsylvania,All states and outlying areas,Pennsylvania,West Chester U. Pennsylvania,3,1218,0,0,0,0,0,0,0,0,0,0,0
10399,r809,"All states and outlying areas -> Pennsylvania -> Widener U., Chester",All states and outlying areas,Pennsylvania,"Widener U., Chester",3,521,0,0,0,0,0,0,0,0,0,0,0
10399,r810,All states and outlying areas -> Pennsylvania -> Wilkes U.,All states and outlying areas,Pennsylvania,Wilkes U.,3,508,0,0,0,0,0,0,0,0,0,0,0
10399,r811,"All states and outlying areas -> Pennsylvania -> Wilson C., Chambersburg",All states and outlying areas,Pennsylvania,"Wilson C., Chambersburg",3,50,0,0,0,0,0,0,0,0,0,0,0
10399,r812,All states and outlying areas -> Rhode Island,All states and outlying areas,Rhode Island,,2,271976,0,0,0,0,20834,27625,19621,2392,5612,5288,0
10399,r813,All states and outlying areas -> Rhode Island -> Brown U.,All states and outlying areas,Rhode Island,Brown U.,3,197987,0,0,0,0,0,16381,15581,800,0,4167,0
10399,r814,All states and outlying areas -> Rhode Island -> Bryant U.,All states and outlying areas,Rhode Island,Bryant U.,3,162,0,0,0,0,0,0,0,0,0,0,0
10399,r815,"All states and outlying areas -> Rhode Island -> Johnson and Wales U., Providence",All states and outlying areas,Rhode Island,"Johnson and Wales U., Providence",3,424,0,0,0,0,0,0,0,0,0,0,0
10399,r816,All states and outlying areas -> Rhode Island -> Naval War C.,All states and outlying areas,Rhode Island,Naval War C.,3,5372,0,0,0,0,0,5372,0,0,5372,0,0
10399,r817,All states and outlying areas -> Rhode Island -> Providence C.,All states and outlying areas,Rhode Island,Providence C.,3,675,0,0,0,0,0,0,0,0,0,0,0
10399,r818,All states and outlying areas -> Rhode Island -> Rhode Island C.,All states and outlying areas,Rhode Island,Rhode Island C.,3,392,0,0,0,0,0,0,0,0,0,0,0
10399,r819,All states and outlying areas -> Rhode Island -> Roger Williams U.,All states and outlying areas,Rhode Island,Roger Williams U.,3,302,0,0,0,0,0,0,0,0,0,0,0
10399,r820,All states and outlying areas -> Rhode Island -> U. Rhode Island,All states and outlying areas,Rhode Island,U. Rhode Island,3,66662,0,0,0,0,20834,5872,4040,1592,240,1120,0
10399,r821,All states and outlying areas -> South Carolina,All states and outlying areas,South Carolina,,2,309583,0,0,0,1449,1442,11280,9413,1419,448,25664,573
10399,r822,All states and outlying areas -> South Carolina -> Benedict C.,All states and outlying areas,South Carolina,Benedict C.,3,597,0,0,0,0,0,0,0,0,0,0,0
10399,r823,All states and outlying areas -> South Carolina -> C. Charleston,All states and outlying areas,South Carolina,C. Charleston,3,743,0,0,0,0,37,0,0,0,0,0,0
10399,r824,All states and outlying areas -> South Carolina -> Citadel Military C. South Carolina,All states and outlying areas,South Carolina,Citadel Military C. South Carolina,3,133,0,0,0,0,0,0,0,0,0,0,0
10399,r825,All states and outlying areas -> South Carolina -> Claflin U.,All states and outlying areas,South Carolina,Claflin U.,3,629,0,0,0,0,0,629,629,0,0,0,0
10399,r826,All states and outlying areas -> South Carolina -> Clemson U.,All states and outlying areas,South Carolina,Clemson U.,3,72009,0,0,0,0,259,7915,6902,564,448,17371,0
10399,r827,All states and outlying areas -> South Carolina -> Clinton C.,All states and outlying areas,South Carolina,Clinton C.,3,40,0,0,0,0,0,0,0,0,0,0,0
10399,r828,All states and outlying areas -> South Carolina -> Coker C.,All states and outlying areas,South Carolina,Coker C.,3,337,0,0,0,0,0,0,0,0,0,0,0
10399,r829,All states and outlying areas -> South Carolina -> Francis Marion U.,All states and outlying areas,South Carolina,Francis Marion U.,3,102,0,0,0,0,0,0,0,0,0,0,0
10399,r830,All states and outlying areas -> South Carolina -> Furman U.,All states and outlying areas,South Carolina,Furman U.,3,348,0,0,0,0,0,0,0,0,0,0,0
10399,r831,All states and outlying areas -> South Carolina -> Medical U. South Carolina,All states and outlying areas,South Carolina,Medical U. South Carolina,3,132997,0,0,0,0,0,754,0,754,0,0,0
10399,r832,All states and outlying areas -> South Carolina -> Presbyterian C.,All states and outlying areas,South Carolina,Presbyterian C.,3,226,0,0,0,0,0,0,0,0,0,0,0
10399,r833,All states and outlying areas -> South Carolina -> South Carolina Sea Grant Consortium,All states and outlying areas,South Carolina,South Carolina Sea Grant Consortium,3,1146,0,0,0,0,1146,0,0,0,0,0,0
10399,r834,All states and outlying areas -> South Carolina -> South Carolina State U.,All states and outlying areas,South Carolina,South Carolina State U.,3,4556,0,0,0,0,0,0,0,0,0,0,0
10399,r835,All states and outlying areas -> South Carolina -> Spartanburg Community C.,All states and outlying areas,South Carolina,Spartanburg Community C.,3,119,0,0,0,0,0,0,0,0,0,0,0
10399,r836,All states and outlying areas -> South Carolina -> U. South Carolina,All states and outlying areas,South Carolina,U. South Carolina,3,91472,0,0,0,1449,0,1983,1882,101,0,8294,573
10399,r837,All states and outlying areas -> South Carolina -> Voorhees C.,All states and outlying areas,South Carolina,Voorhees C.,3,3940,0,0,0,0,0,0,0,0,0,0,0
10399,r838,All states and outlying areas -> South Carolina -> Winthrop U.,All states and outlying areas,South Carolina,Winthrop U.,3,1,0,0,0,0,0,0,0,0,0,0,0
10399,r839,All states and outlying areas -> South Carolina -> Wofford C.,All states and outlying areas,South Carolina,Wofford C.,3,189,0,0,0,0,0,0,0,0,0,0,0
10399,r840,All states and outlying areas -> South Dakota,All states and outlying areas,South Dakota,,2,33993,0,0,0,0,0,190,190,0,0,417,99
10399,r841,"All states and outlying areas -> South Dakota -> Augustana U., Sioux Falls",All states and outlying areas,South Dakota,"Augustana U., Sioux Falls",3,124,0,0,0,0,0,0,0,0,0,0,0
10399,r842,All states and outlying areas -> South Dakota -> Black Hills State U.,All states and outlying areas,South Dakota,Black Hills State U.,3,90,0,0,0,0,0,0,0,0,0,0,0
10399,r843,All states and outlying areas -> South Dakota -> Dakota State U.,All states and outlying areas,South Dakota,Dakota State U.,3,224,0,0,0,0,0,0,0,0,0,0,0
10399,r844,All states and outlying areas -> South Dakota -> Oglala Lakota C.,All states and outlying areas,South Dakota,Oglala Lakota C.,3,19,0,0,0,0,0,0,0,0,0,0,0
10399,r845,All states and outlying areas -> South Dakota -> Sinte Gleska U.,All states and outlying areas,South Dakota,Sinte Gleska U.,3,60,0,0,0,0,0,0,0,0,0,0,0
10399,r846,All states and outlying areas -> South Dakota -> South Dakota Board of Regents,All states and outlying areas,South Dakota,South Dakota Board of Regents,3,4155,0,0,0,0,0,0,0,0,0,0,0
10399,r847,All states and outlying areas -> South Dakota -> South Dakota School of Mines & Technology,All states and outlying areas,South Dakota,South Dakota School of Mines & Technology,3,4981,0,0,0,0,0,190,190,0,0,0,99
10399,r848,All states and outlying areas -> South Dakota -> South Dakota State U.,All states and outlying areas,South Dakota,South Dakota State U.,3,14256,0,0,0,0,0,0,0,0,0,100,0
10399,r849,"All states and outlying areas -> South Dakota -> U. South Dakota, The",All states and outlying areas,South Dakota,"U. South Dakota, The",3,10084,0,0,0,0,0,0,0,0,0,317,0
10399,r850,All states and outlying areas -> Tennessee,All states and outlying areas,Tennessee,,2,692690,0,2,0,1761,330,40522,30213,9220,1089,29591,425
10399,r851,All states and outlying areas -> Tennessee -> Austin Peay State U.,All states and outlying areas,Tennessee,Austin Peay State U.,3,150,0,0,0,0,0,0,0,0,0,0,0
10399,r852,All states and outlying areas -> Tennessee -> Christian Brothers U.,All states and outlying areas,Tennessee,Christian Brothers U.,3,1,0,0,0,0,0,0,0,0,0,0,0
10399,r853,All states and outlying areas -> Tennessee -> East Tennessee State U.,All states and outlying areas,Tennessee,East Tennessee State U.,3,8674,0,0,0,0,0,0,0,0,0,0,0
10399,r854,All states and outlying areas -> Tennessee -> Fisk U.,All states and outlying areas,Tennessee,Fisk U.,3,1488,0,0,0,0,0,0,0,0,0,0,0
10399,r855,All states and outlying areas -> Tennessee -> Lane C.,All states and outlying areas,Tennessee,Lane C.,3,67,0,0,0,0,0,0,0,0,0,0,0
10399,r856,All states and outlying areas -> Tennessee -> Lincoln Memorial U.,All states and outlying areas,Tennessee,Lincoln Memorial U.,3,5,0,0,0,0,0,0,0,0,0,0,0
10399,r857,All states and outlying areas -> Tennessee -> Maryville C.,All states and outlying areas,Tennessee,Maryville C.,3,2,0,0,0,0,0,0,0,0,0,0,0
10399,r858,All states and outlying areas -> Tennessee -> Meharry Medical C.,All states and outlying areas,Tennessee,Meharry Medical C.,3,11094,0,0,0,0,0,0,0,0,0,0,0
10399,r859,All states and outlying areas -> Tennessee -> Middle Tennessee State U.,All states and outlying areas,Tennessee,Middle Tennessee State U.,3,2753,0,0,0,0,0,0,0,0,0,0,0
10399,r860,All states and outlying areas -> Tennessee -> Northeast State Community C.,All states and outlying areas,Tennessee,Northeast State Community C.,3,91,0,0,0,0,0,0,0,0,0,0,0
10399,r861,All states and outlying areas -> Tennessee -> Oak Ridge Associated Universities,All states and outlying areas,Tennessee,Oak Ridge Associated Universities,3,2002,0,0,0,0,0,0,0,0,0,765,0
10399,r862,"All states and outlying areas -> Tennessee -> Rhodes C., Memphis",All states and outlying areas,Tennessee,"Rhodes C., Memphis",3,27,0,0,0,0,0,0,0,0,0,0,0
10399,r863,All states and outlying areas -> Tennessee -> Tennessee State U.,All states and outlying areas,Tennessee,Tennessee State U.,3,12893,0,0,0,525,0,186,186,0,0,0,0
10399,r864,All states and outlying areas -> Tennessee -> Tennessee Technological U.,All states and outlying areas,Tennessee,Tennessee Technological U.,3,4717,0,0,0,0,0,125,125,0,0,2253,0
10399,r865,"All states and outlying areas -> Tennessee -> U. Memphis, The",All states and outlying areas,Tennessee,"U. Memphis, The",3,8746,0,0,0,0,0,536,268,268,0,0,0
10399,r866,"All states and outlying areas -> Tennessee -> U. Tennessee, System Office",All states and outlying areas,Tennessee,"U. Tennessee, System Office",3,22359,0,0,0,0,0,0,0,0,0,0,0
10399,r867,"All states and outlying areas -> Tennessee -> U. Tennessee, The, Chattanooga",All states and outlying areas,Tennessee,"U. Tennessee, The, Chattanooga",3,2705,0,0,0,0,0,0,0,0,0,0,0
10399,r868,"All states and outlying areas -> Tennessee -> U. Tennessee, The, Health Science Center",All states and outlying areas,Tennessee,"U. Tennessee, The, Health Science Center",3,50833,0,0,0,0,0,0,0,0,0,0,0
10399,r869,"All states and outlying areas -> Tennessee -> U. Tennessee, The, Knoxville",All states and outlying areas,Tennessee,"U. Tennessee, The, Knoxville",3,48980,0,2,0,1236,150,14929,14003,682,245,19304,425
10399,r870,"All states and outlying areas -> Tennessee -> U. Tennessee, The, Knoxville, Institute of Agriculture",All states and outlying areas,Tennessee,"U. Tennessee, The, Knoxville, Institute of Agriculture",3,7180,0,0,0,0,0,0,0,0,0,0,0
10399,r871,"All states and outlying areas -> Tennessee -> U. Tennessee, The, Martin",All states and outlying areas,Tennessee,"U. Tennessee, The, Martin",3,116,0,0,0,0,0,0,0,0,0,0,0
10399,r872,All states and outlying areas -> Tennessee -> Vanderbilt U.,All states and outlying areas,Tennessee,Vanderbilt U.,3,507806,0,0,0,0,180,24746,15632,8270,844,7269,0
10399,r873,All states and outlying areas -> Texas,All states and outlying areas,Texas,,2,2378815,0,0,0,1809,10163,306100,128370,101118,76612,82324,6364
10399,r874,All states and outlying areas -> Texas -> Abilene Christian U.,All states and outlying areas,Texas,Abilene Christian U.,3,429,0,0,0,0,0,0,0,0,0,368,0
10399,r875,All states and outlying areas -> Texas -> Alamo Colleges District,All states and outlying areas,Texas,Alamo Colleges District,3,339,0,0,0,0,0,0,0,0,0,0,0
10399,r876,All states and outlying areas -> Texas -> Angelo State U.,All states and outlying areas,Texas,Angelo State U.,3,289,0,0,0,0,0,0,0,0,0,0,0
10399,r877,All states and outlying areas -> Texas -> Austin C.,All states and outlying areas,Texas,Austin C.,3,4,0,0,0,0,0,0,0,0,0,0,0
10399,r878,All states and outlying areas -> Texas -> Austin Community C. District,All states and outlying areas,Texas,Austin Community C. District,3,77,0,0,0,0,0,0,0,0,0,0,0
10399,r879,All states and outlying areas -> Texas -> Baylor C. Medicine,All states and outlying areas,Texas,Baylor C. Medicine,3,394891,0,0,0,0,250,17804,399,17405,0,0,0
10399,r880,All states and outlying areas -> Texas -> Baylor U.,All states and outlying areas,Texas,Baylor U.,3,10863,0,0,0,0,0,408,408,0,0,490,10
10399,r881,All states and outlying areas -> Texas -> Del Mar C.,All states and outlying areas,Texas,Del Mar C.,3,0,0,0,0,0,0,0,0,0,0,0,0
10399,r882,All states and outlying areas -> Texas -> El Paso Community C.,All states and outlying areas,Texas,El Paso Community C.,3,324,0,0,0,0,0,0,0,0,0,0,0
10399,r883,All states and outlying areas -> Texas -> Galveston C.,All states and outlying areas,Texas,Galveston C.,3,1527,0,0,0,0,0,0,0,0,0,0,0
10399,r884,All states and outlying areas -> Texas -> Hardin-Simmons U.,All states and outlying areas,Texas,Hardin-Simmons U.,3,283,0,0,0,0,0,0,0,0,0,0,0
10399,r885,All states and outlying areas -> Texas -> Houston Baptist U.,All states and outlying areas,Texas,Houston Baptist U.,3,12,0,0,0,0,0,0,0,0,0,0,0
10399,r886,All states and outlying areas -> Texas -> Huston-Tillotson U.,All states and outlying areas,Texas,Huston-Tillotson U.,3,239,0,0,0,0,0,0,0,0,0,0,0
10399,r887,All states and outlying areas -> Texas -> Lamar U.,All states and outlying areas,Texas,Lamar U.,3,346,0,0,0,0,0,0,0,0,0,0,0
10399,r888,All states and outlying areas -> Texas -> Midwestern State U.,All states and outlying areas,Texas,Midwestern State U.,3,189,0,0,0,0,0,0,0,0,0,0,0
10399,r889,All states and outlying areas -> Texas -> Our Lady of the Lake U.,All states and outlying areas,Texas,Our Lady of the Lake U.,3,163,0,0,0,0,0,0,0,0,0,0,0
10399,r890,All states and outlying areas -> Texas -> Prairie View A&M U.,All states and outlying areas,Texas,Prairie View A&M U.,3,13611,0,0,0,0,0,909,909,0,0,87,0
10399,r891,All states and outlying areas -> Texas -> Rice U.,All states and outlying areas,Texas,Rice U.,3,76381,0,0,0,0,128,12841,11272,1569,0,4276,250
10399,r892,All states and outlying areas -> Texas -> Sam Houston State U.,All states and outlying areas,Texas,Sam Houston State U.,3,1609,0,0,0,0,0,0,0,0,0,0,0
10399,r893,All states and outlying areas -> Texas -> San Jacinto Community C. District,All states and outlying areas,Texas,San Jacinto Community C. District,3,916,0,0,0,0,0,0,0,0,0,0,0
10399,r894,All states and outlying areas -> Texas -> South Plains C.,All states and outlying areas,Texas,South Plains C.,3,182,0,0,0,0,0,0,0,0,0,0,0
10399,r895,All states and outlying areas -> Texas -> Southern Methodist U.,All states and outlying areas,Texas,Southern Methodist U.,3,13128,0,0,0,301,0,773,773,0,0,868,25
10399,r896,All states and outlying areas -> Texas -> St. Edward's U.,All states and outlying areas,Texas,St. Edward's U.,3,154,0,0,0,0,0,0,0,0,0,0,0
10399,r897,"All states and outlying areas -> Texas -> St. Mary's U., San Antonio",All states and outlying areas,Texas,"St. Mary's U., San Antonio",3,1117,0,0,0,0,0,0,0,0,0,0,0
10399,r898,All states and outlying areas -> Texas -> Stephen F. Austin State U.,All states and outlying areas,Texas,Stephen F. Austin State U.,3,521,0,0,0,0,0,0,0,0,0,0,0
10399,r899,All states and outlying areas -> Texas -> Sul Ross State U.,All states and outlying areas,Texas,Sul Ross State U.,3,23,0,0,0,0,0,0,0,0,0,0,0
10399,r900,All states and outlying areas -> Texas -> Tarleton State U.,All states and outlying areas,Texas,Tarleton State U.,3,465,0,0,0,0,0,0,0,0,0,0,0
10399,r901,All states and outlying areas -> Texas -> Texas A&M International U.,All states and outlying areas,Texas,Texas A&M International U.,3,743,0,0,0,0,0,0,0,0,0,0,0
10399,r902,"All states and outlying areas -> Texas -> Texas A&M U., College Station",All states and outlying areas,Texas,"Texas A&M U., College Station",3,299165,0,0,0,0,1784,24382,12049,908,11425,25278,4392
10399,r903,"All states and outlying areas -> Texas -> Texas A&M U., San Antonio",All states and outlying areas,Texas,"Texas A&M U., San Antonio",3,721,0,0,0,0,0,0,0,0,0,0,0
10399,r904,"All states and outlying areas -> Texas -> Texas A&M U., System Office",All states and outlying areas,Texas,"Texas A&M U., System Office",3,18120,0,0,0,616,3000,3279,1201,2078,0,188,4
10399,r905,All states and outlying areas -> Texas -> Texas A&M U.-Commerce,All states and outlying areas,Texas,Texas A&M U.-Commerce,3,755,0,0,0,0,0,0,0,0,0,0,0
10399,r906,All states and outlying areas -> Texas -> Texas A&M U.-Corpus Christi,All states and outlying areas,Texas,Texas A&M U.-Corpus Christi,3,6807,0,0,0,0,1642,0,0,0,0,0,0
10399,r907,All states and outlying areas -> Texas -> Texas A&M U.-Kingsville,All states and outlying areas,Texas,Texas A&M U.-Kingsville,3,3449,0,0,0,0,0,0,0,0,0,0,178
10399,r908,All states and outlying areas -> Texas -> Texas C.,All states and outlying areas,Texas,Texas C.,3,448,0,0,0,0,0,0,0,0,0,0,0
10399,r909,All states and outlying areas -> Texas -> Texas Christian U.,All states and outlying areas,Texas,Texas Christian U.,3,4139,0,0,0,0,0,0,0,0,0,560,0
10399,r910,All states and outlying areas -> Texas -> Texas Southern U.,All states and outlying areas,Texas,Texas Southern U.,3,3230,0,0,0,0,0,0,0,0,0,0,0
10399,r911,All states and outlying areas -> Texas -> Texas State U.,All states and outlying areas,Texas,Texas State U.,3,9723,0,0,0,0,128,906,906,0,0,598,400
10399,r912,All states and outlying areas -> Texas -> Texas Tech U.,All states and outlying areas,Texas,Texas Tech U.,3,28972,0,0,0,629,1575,2418,593,796,1029,1871,0
10399,r913,"All states and outlying areas -> Texas -> Texas Tech U. Health Sciences Center, El Paso",All states and outlying areas,Texas,"Texas Tech U. Health Sciences Center, El Paso",3,1273,0,0,0,0,0,0,0,0,0,0,0
10399,r914,"All states and outlying areas -> Texas -> Texas Tech U., System Administration",All states and outlying areas,Texas,"Texas Tech U., System Administration",3,11856,0,0,0,0,0,2818,2818,0,0,3980,0
10399,r915,All states and outlying areas -> Texas -> Texas Woman's U.,All states and outlying areas,Texas,Texas Woman's U.,3,1210,0,0,0,0,0,0,0,0,0,0,0
10399,r916,All states and outlying areas -> Texas -> Trinity U.,All states and outlying areas,Texas,Trinity U.,3,1358,0,0,0,0,0,0,0,0,0,0,0
10399,r917,All states and outlying areas -> Texas -> U. Houston,All states and outlying areas,Texas,U. Houston,3,45939,0,0,0,0,300,0,0,0,0,7535,249
10399,r918,"All states and outlying areas -> Texas -> U. Houston, System Administration",All states and outlying areas,Texas,"U. Houston, System Administration",3,28112,0,0,0,0,0,4394,2945,1450,0,0,0
10399,r919,All states and outlying areas -> Texas -> U. Houston-Clear Lake,All states and outlying areas,Texas,U. Houston-Clear Lake,3,5,0,0,0,0,0,0,0,0,0,0,0
10399,r920,All states and outlying areas -> Texas -> U. Incarnate Word,All states and outlying areas,Texas,U. Incarnate Word,3,879,0,0,0,0,0,596,596,0,0,0,0
10399,r921,"All states and outlying areas -> Texas -> U. North Texas, Denton",All states and outlying areas,Texas,"U. North Texas, Denton",3,93796,0,0,0,0,0,3834,3834,0,0,1681,0
10399,r922,"All states and outlying areas -> Texas -> U. St. Thomas, Houston",All states and outlying areas,Texas,"U. St. Thomas, Houston",3,702,0,0,0,0,0,0,0,0,0,0,0
10399,r923,"All states and outlying areas -> Texas -> U. Texas Health Science Center, The, Houston",All states and outlying areas,Texas,"U. Texas Health Science Center, The, Houston",3,146302,0,0,0,0,0,11820,0,11820,0,0,0
10399,r924,"All states and outlying areas -> Texas -> U. Texas Health Science Center, The, San Antonio",All states and outlying areas,Texas,"U. Texas Health Science Center, The, San Antonio",3,109918,0,0,0,0,0,20766,0,17835,2931,0,0
10399,r925,"All states and outlying areas -> Texas -> U. Texas Health Science Center, The, Tyler",All states and outlying areas,Texas,"U. Texas Health Science Center, The, Tyler",3,7291,0,0,0,0,0,244,0,244,0,0,0
10399,r926,"All states and outlying areas -> Texas -> U. Texas M. D. Anderson Cancer Center, The",All states and outlying areas,Texas,"U. Texas M. D. Anderson Cancer Center, The",3,187597,0,0,0,0,0,19840,212,19628,0,0,0
10399,r927,"All states and outlying areas -> Texas -> U. Texas Medical Branch at Galveston, The",All states and outlying areas,Texas,"U. Texas Medical Branch at Galveston, The",3,98980,0,0,0,0,0,1485,1264,221,0,0,0
10399,r928,All states and outlying areas -> Texas -> U. Texas of the Permian Basin,All states and outlying areas,Texas,U. Texas of the Permian Basin,3,776,0,0,0,0,0,292,292,0,0,0,0
10399,r929,"All states and outlying areas -> Texas -> U. Texas Rio Grande Valley, The",All states and outlying areas,Texas,"U. Texas Rio Grande Valley, The",3,14559,0,0,0,0,127,759,759,0,0,540,0
10399,r930,"All states and outlying areas -> Texas -> U. Texas Southwestern Medical Center, The",All states and outlying areas,Texas,"U. Texas Southwestern Medical Center, The",3,253373,0,0,0,0,0,20073,1226,18846,0,0,0
10399,r931,"All states and outlying areas -> Texas -> U. Texas, System Administration",All states and outlying areas,Texas,"U. Texas, System Administration",3,15372,0,0,0,0,0,13846,13846,0,0,0,0
10399,r932,"All states and outlying areas -> Texas -> U. Texas, The, Arlington",All states and outlying areas,Texas,"U. Texas, The, Arlington",3,30272,0,0,0,0,128,6518,5989,529,0,1864,0
10399,r933,"All states and outlying areas -> Texas -> U. Texas, The, Austin",All states and outlying areas,Texas,"U. Texas, The, Austin",3,330082,0,0,0,264,951,120091,51876,6988,61227,27526,856
10399,r934,"All states and outlying areas -> Texas -> U. Texas, The, Dallas",All states and outlying areas,Texas,"U. Texas, The, Dallas",3,44255,0,0,0,0,150,8409,7608,801,0,2157,0
10399,r935,"All states and outlying areas -> Texas -> U. Texas, The, El Paso",All states and outlying areas,Texas,"U. Texas, The, El Paso",3,31791,0,0,0,0,0,2354,2354,0,0,1374,0
10399,r936,"All states and outlying areas -> Texas -> U. Texas, The, San Antonio",All states and outlying areas,Texas,"U. Texas, The, San Antonio",3,27883,0,0,0,0,0,3864,3864,0,0,1084,0
10399,r937,"All states and outlying areas -> Texas -> U. Texas, The, Tyler",All states and outlying areas,Texas,"U. Texas, The, Tyler",3,630,0,0,0,0,0,376,376,0,0,0,0
10399,r938,All states and outlying areas -> Texas -> West Texas A&M U.,All states and outlying areas,Texas,West Texas A&M U.,3,250,0,0,0,0,0,0,0,0,0,0,0
10399,r939,All states and outlying areas -> Utah,All states and outlying areas,Utah,,2,433155,0,0,0,0,454,86840,24058,20048,42734,13389,669
10399,r940,All states and outlying areas -> Utah -> Bridgerland Technical C.,All states and outlying areas,Utah,Bridgerland Technical C.,3,110,0,0,0,0,0,0,0,0,0,0,0
10399,r941,"All states and outlying areas -> Utah -> Brigham Young U., Provo",All states and outlying areas,Utah,"Brigham Young U., Provo",3,15344,0,0,0,0,0,2279,1929,350,0,789,89
10399,r942,All states and outlying areas -> Utah -> Dixie State U.,All states and outlying areas,Utah,Dixie State U.,3,289,0,0,0,0,0,0,0,0,0,0,0
10399,r943,All states and outlying areas -> Utah -> Salt Lake Community C.,All states and outlying areas,Utah,Salt Lake Community C.,3,324,0,0,0,0,0,0,0,0,0,0,0
10399,r944,All states and outlying areas -> Utah -> Snow C.,All states and outlying areas,Utah,Snow C.,3,61,0,0,0,0,0,0,0,0,0,0,0
10399,r945,All states and outlying areas -> Utah -> Southern Utah U.,All states and outlying areas,Utah,Southern Utah U.,3,581,0,0,0,0,0,0,0,0,0,0,169
10399,r946,"All states and outlying areas -> Utah -> U. Utah, The",All states and outlying areas,Utah,"U. Utah, The",3,301093,0,0,0,0,454,23588,11956,11633,0,10310,19
10399,r947,All states and outlying areas -> Utah -> Utah State U.,All states and outlying areas,Utah,Utah State U.,3,114349,0,0,0,0,0,60973,10174,8065,42734,2291,392
10399,r948,All states and outlying areas -> Utah -> Utah Valley U.,All states and outlying areas,Utah,Utah Valley U.,3,662,0,0,0,0,0,0,0,0,0,0,0
10399,r949,All states and outlying areas -> Utah -> Weber State U.,All states and outlying areas,Utah,Weber State U.,3,232,0,0,0,0,0,0,0,0,0,0,0
10399,r950,"All states and outlying areas -> Utah -> Westminster C., Salt Lake City",All states and outlying areas,Utah,"Westminster C., Salt Lake City",3,111,0,0,0,0,0,0,0,0,0,0,0
10399,r951,All states and outlying areas -> Vermont,All states and outlying areas,Vermont,,2,96252,0,0,0,0,811,4774,1751,0,3024,52,825
10399,r952,All states and outlying areas -> Vermont -> Bennington C.,All states and outlying areas,Vermont,Bennington C.,3,154,0,0,0,0,0,0,0,0,0,0,0
10399,r953,All states and outlying areas -> Vermont -> Johnson State C.,All states and outlying areas,Vermont,Johnson State C.,3,58,0,0,0,0,0,0,0,0,0,0,0
10399,r954,All states and outlying areas -> Vermont -> Landmark C.,All states and outlying areas,Vermont,Landmark C.,3,325,0,0,0,0,0,0,0,0,0,0,0
10399,r955,All states and outlying areas -> Vermont -> Middlebury C.,All states and outlying areas,Vermont,Middlebury C.,3,2327,0,0,0,0,0,422,422,0,0,0,0
10399,r956,All states and outlying areas -> Vermont -> Norwich U.,All states and outlying areas,Vermont,Norwich U.,3,4323,0,0,0,0,0,4148,1125,0,3024,0,0
10399,r957,All states and outlying areas -> Vermont -> U. Vermont,All states and outlying areas,Vermont,U. Vermont,3,86567,0,0,0,0,811,204,204,0,0,52,825
10399,r958,All states and outlying areas -> Vermont -> Vermont Law School,All states and outlying areas,Vermont,Vermont Law School,3,2500,0,0,0,0,0,0,0,0,0,0,0
10399,r959,All states and outlying areas -> Virginia,All states and outlying areas,Virginia,,2,631826,3550,0,0,4772,7420,74495,39833,22087,12575,30819,0
10399,r960,All states and outlying areas -> Virginia -> American Indian Higher Education Consortium,All states and outlying areas,Virginia,American Indian Higher Education Consortium,3,636,0,0,0,0,0,0,0,0,0,0,0
