table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_salaries_wages_and_fringe_benefits,field_stock_based_compensation,field_temporary_staffing,field_expensed_equipment,field_materials_and_supplies,field_lease_and_rental_payments,field_depreciation,field_other_purchased_services_except_r_d_,field_other
761,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['4,910', '&nbsp;']","['3,140', '&nbsp;']","['11', '&nbsp;']","['200', '&nbsp;']","['27', '&nbsp;']","['681', '&nbsp;']","['22', '&nbsp;']","['83', '&nbsp;']","['59', '&nbsp;']","['689', '&nbsp;']"
761,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatuses ",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatuses ",5,"334510, 334517","['233', '&nbsp;']","['131', '&nbsp;']","['0', '&nbsp;']","['16', '&nbsp;']","['3', '&nbsp;']","['40', '&nbsp;']","['3', '&nbsp;']","['3', '&nbsp;']","['22', '&nbsp;']","['14', '&nbsp;']"
761,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments ",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments ",5,334511,"['4,480', '&nbsp;']","['2,891', '&nbsp;']","['10', '&nbsp;']","['178', '&nbsp;']","['D', '&nbsp;']","['624', '&nbsp;']","['17', '&nbsp;']","['74', '&nbsp;']","['22', '&nbsp;']","['D', '&nbsp;']"
761,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices ",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices ,5,other 3345,"['197', '&nbsp;']","['117', '&nbsp;']","['1', '&nbsp;']","['6', '&nbsp;']","['D', '&nbsp;']","['17', '&nbsp;']","['2', '&nbsp;']","['5', '&nbsp;']","['14', '&nbsp;']","['D', '&nbsp;']"
761,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['154', '&nbsp;']","['102', '&nbsp;']","['*', 'i']","['20', '&nbsp;']","['2', '&nbsp;']","['6', '&nbsp;']","['3', '&nbsp;']","['4', '&nbsp;']","['4', '&nbsp;']","['13', '&nbsp;']"
761,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['483', 'i']","['344', 'i']","['0', '&nbsp;']","['3', 'i']","['2', 'i']","['82', 'i']","['9', 'i']","['9', 'i']","['5', 'i']","['29', 'i']"
761,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['20,050', 'i']","['10,514', 'i']","['0', '&nbsp;']","['193', '&nbsp;']","['45', '&nbsp;']","['2,913', '&nbsp;']","['145', '&nbsp;']","['145', '&nbsp;']","['176', 'i']","['5,919', 'i']"
761,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['2,441', '&nbsp;']","['1,189', '&nbsp;']","['0', '&nbsp;']","['135', '&nbsp;']","['37', '&nbsp;']","['621', '&nbsp;']","['108', '&nbsp;']","['83', '&nbsp;']","['32', '&nbsp;']","['238', '&nbsp;']"
761,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['16,326', 'i']","['8,699', 'i']","['0', '&nbsp;']","['38', 'i']","['3', '&nbsp;']","['2,044', 'i']","['D', '&nbsp;']","['44', '&nbsp;']","['136', 'i']","['D', '&nbsp;']"
761,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engines, and aircraft parts ",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engines, and aircraft parts ",5,336411–13,"['15,063', 'i']","['8,136', 'i']","['0', '&nbsp;']","['20', 'i']","['2', '&nbsp;']","['1,499', 'i']","['D', '&nbsp;']","['44', '&nbsp;']","['136', 'i']","['D', '&nbsp;']"
761,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missiles, space vehicles, and related parts ",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missiles, space vehicles, and related parts ",5,"336414–15, 336419","['1,263', 'i']","['563', 'i']","['0', '&nbsp;']","['18', 'i']","['1', '&nbsp;']","['546', 'i']","['D', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['D', '&nbsp;']"
761,r040,"All industries -> Manufacturing industries -> Military armored vehicles, tanks, and tank components ",All industries,Manufacturing industries,"Military armored vehicles, tanks, and tank components ",,,3,336992,"['12', '&nbsp;']","['6', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['2', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['2', '&nbsp;']"
761,r041,All industries -> Manufacturing industries -> Other transportation,All industries,Manufacturing industries,Other transportation,,,3,other 336,"['1,271', '&nbsp;']","['619', 'i']","['0', '&nbsp;']","['20', 'i']","['5', 'i']","['247', 'i']","['D', '&nbsp;']","['19', 'i']","['7', 'i']","['D', '&nbsp;']"
761,r042,All industries -> Furniture and related products,All industries,Furniture and related products,,,,2,337,"['9', 'i']","['5', 'i']","['*', 'i']","['*', 'i']","['*', 'i']","['2', 'i']","['*', 'i']","['*', 'i']","['*', 'i']","['2', 'i']"
761,r043,All industries -> Miscellaneous ,All industries,Miscellaneous ,,,,2,339,"['326', 'i']","['173', 'i']","['0', '&nbsp;']","['24', 'i']","['4', 'i']","['32', 'i']","['3', '&nbsp;']","['6', 'i']","['8', '&nbsp;']","['75', 'i']"
761,r044,All industries -> Miscellaneous  -> Medical equipment and supplies ,All industries,Miscellaneous ,Medical equipment and supplies ,,,3,3391,"['171', '&nbsp;']","['94', '&nbsp;']","['0', '&nbsp;']","['14', '&nbsp;']","['3', '&nbsp;']","['22', 'i']","['2', '&nbsp;']","['1', '&nbsp;']","['8', '&nbsp;']","['26', '&nbsp;']"
761,r045,All industries -> Miscellaneous  -> Other miscellaneous manufacturing,All industries,Miscellaneous ,Other miscellaneous manufacturing,,,3,3399,"['155', 'i']","['79', 'i']","['0', '&nbsp;']","['10', 'i']","['1', 'i']","['10', 'i']","['*', 'i']","['5', 'i']","['*', 'i']","['49', 'i']"
761,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['18,804', '&nbsp;']","['10,635', '&nbsp;']","['69', '&nbsp;']","['701', '&nbsp;']","['76', '&nbsp;']","['1,148', '&nbsp;']","['330', '&nbsp;']","['273', '&nbsp;']","['1,465', '&nbsp;']","['4,108', '&nbsp;']"
761,r047,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['619', '&nbsp;']","['288', '&nbsp;']","['2', '&nbsp;']","['30', '&nbsp;']","['*', '&nbsp;']","['34', '&nbsp;']","['19', '&nbsp;']","['6', '&nbsp;']","['23', '&nbsp;']","['216', '&nbsp;']"
761,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['34', '&nbsp;']","['15', '&nbsp;']","['1', '&nbsp;']","['3', '&nbsp;']","['3', '&nbsp;']","['7', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['5', '&nbsp;']"
761,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['84', 'i']","['77', 'i']","['0', '&nbsp;']","['1', 'i']","['*', '&nbsp;']","['2', 'i']","['*', 'i']","['*', 'i']","['0', '&nbsp;']","['3', '&nbsp;']"
761,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['16', 'i']","['16', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
761,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['*', 'i']","['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
761,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['935', '&nbsp;']","['834', '&nbsp;']","['16', '&nbsp;']","['20', '&nbsp;']","['4', '&nbsp;']","['13', '&nbsp;']","['12', '&nbsp;']","['8', '&nbsp;']","['3', 'i']","['23', '&nbsp;']"
761,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['747', '&nbsp;']","['673', '&nbsp;']","['14', '&nbsp;']","['16', '&nbsp;']","['4', '&nbsp;']","['9', '&nbsp;']","['9', '&nbsp;']","['4', '&nbsp;']","['0', '&nbsp;']","['19', '&nbsp;']"
761,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['*', 'i']","['*', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['*', 'i']"
761,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['747', '&nbsp;']","['673', '&nbsp;']","['14', '&nbsp;']","['16', '&nbsp;']","['4', '&nbsp;']","['9', '&nbsp;']","['9', '&nbsp;']","['4', '&nbsp;']","['0', '&nbsp;']","['19', '&nbsp;']"
761,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['70', 'i']","['60', 'i']","['1', 'i']","['1', 'i']","['*', 'i']","['1', 'i']","['2', 'i']","['1', 'i']","['*', 'i']","['2', 'i']"
761,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['102', '&nbsp;']","['89', '&nbsp;']","['2', '&nbsp;']","['2', '&nbsp;']","['*', 'i']","['3', 'i']","['*', '&nbsp;']","['2', 'i']","['3', 'i']","['1', '&nbsp;']"
761,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['16', '&nbsp;']","['12', '&nbsp;']","['0', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['1', '&nbsp;']"
761,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['38', '&nbsp;']","['37', '&nbsp;']","['*', 'i']","['*', 'i']","['*', 'i']","['0', '&nbsp;']","['*', 'i']","['*', 'i']","['*', 'i']","['*', 'i']"
761,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['1', 'i']","['1', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
761,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
761,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['1', 'i']","['1', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
761,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['16,710', '&nbsp;']","['9,109', '&nbsp;']","['49', '&nbsp;']","['641', '&nbsp;']","['68', '&nbsp;']","['1,060', '&nbsp;']","['297', '&nbsp;']","['255', '&nbsp;']","['1,435', '&nbsp;']","['3,797', '&nbsp;']"
761,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['1,881', '&nbsp;']","['992', '&nbsp;']","['1', '&nbsp;']","['54', '&nbsp;']","['2', '&nbsp;']","['65', '&nbsp;']","['13', 'i']","['5', 'i']","['14', '&nbsp;']","['736', '&nbsp;']"
761,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['1,915', 'i']","['1,080', 'i']","['*', 'i']","['44', 'i']","['6', 'i']","['74', 'i']","['21', 'i']","['3', 'i']","['18', 'i']","['669', '&nbsp;']"
761,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['12,433', '&nbsp;']","['6,702', '&nbsp;']","['48', '&nbsp;']","['529', '&nbsp;']","['49', '&nbsp;']","['902', '&nbsp;']","['243', '&nbsp;']","['241', '&nbsp;']","['1,386', '&nbsp;']","['2,334', '&nbsp;']"
761,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['4,157', 'i']","['2,213', '&nbsp;']","['*', 'i']","['270', 'i']","['13', 'i']","['385', 'i']","['111', 'i']","['41', '&nbsp;']","['660', '&nbsp;']","['463', 'i']"
761,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,"['7,583', '&nbsp;']","['3,995', '&nbsp;']","['42', '&nbsp;']","['240', '&nbsp;']","['30', '&nbsp;']","['516', '&nbsp;']","['114', '&nbsp;']","['191', '&nbsp;']","['721', '&nbsp;']","['1,733', '&nbsp;']"
761,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,"['693', '&nbsp;']","['493', '&nbsp;']","['6', '&nbsp;']","['19', '&nbsp;']","['6', '&nbsp;']","['1', '&nbsp;']","['18', '&nbsp;']","['8', '&nbsp;']","['5', '&nbsp;']","['137', '&nbsp;']"
761,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['481', '&nbsp;']","['336', '&nbsp;']","['0', '&nbsp;']","['15', '&nbsp;']","['9', '&nbsp;']","['20', '&nbsp;']","['20', '&nbsp;']","['7', '&nbsp;']","['17', '&nbsp;']","['59', '&nbsp;']"
761,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['298', 'i']","['209', 'i']","['0', '&nbsp;']","['5', 'i']","['*', 'i']","['24', 'i']","['1', 'i']","['2', 'i']","['4', 'i']","['52', 'i']"
