table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
6236,r029,World -> Middle East -> United Arab Emirates,World,Middle East,United Arab Emirates,,3,41,46,53,66,89,102,119,88,97,114,127,140,142,152,165,166,147,197
6236,r030,World -> Middle East -> Other Middle East,World,Middle East,Other Middle East,,3,2,3,4,4,4,6,9,9,11,15,14,12,12,11,15,22,23,23
6236,r031,World -> Africa,World,Africa,,,2,218,266,317,338,394,407,458,500,519,492,462,491,489,530,547,557,613,680
6236,r032,World -> Africa -> Egypt,World,Africa,Egypt,,3,39,32,42,49,54,67,85,93,90,46,53,65,38,104,85,54,48,55
6236,r033,World -> Africa -> Nigeria,World,Africa,Nigeria,,3,4,5,5,7,8,10,13,11,13,18,22,29,37,33,27,29,54,93
6236,r034,World -> Africa -> South Africa,World,Africa,South Africa,,3,109,144,168,171,179,194,188,223,235,229,218,197,186,192,200,194,191,176
6236,r035,World -> Africa -> Other Africa,World,Africa,Other Africa,,3,66,85,101,111,152,135,173,172,180,199,169,200,229,201,235,281,322,355
6236,r036,World -> Asia,World,Asia,,,2,18127,19136,21734,21250,21416,24697,30494,33102,40182,45721,47491,47662,55466,57410,60601,65607,71454,74098
6236,r037,World -> Asia -> China,World,Asia,China,,3,5695,6001,6189,7341,7749,9815,13392,14427,17594,21187,25071,27759,34107,36230,37089,41092,44959,46628
6236,r038,World -> Asia -> India,World,Asia,India,,3,915,1199,1490,1774,2081,2414,2469,3180,4376,4335,4060,3795,4339,4498,4647,5203,6383,6603
6236,r039,World -> Asia -> Indonesia,World,Asia,Indonesia,,3,1823,2336,2860,2163,1936,2018,2975,3119,4150,5554,4994,4238,4239,3143,3357,3684,3667,3760
6236,r040,World -> Asia -> Japan,World,Asia,Japan,,3,6421,6242,7685,6323,5761,5671,6431,7456,7902,7676,7213,5928,6504,7541,8778,8807,9047,9434
6236,r041,World -> Asia -> Malaysia,World,Asia,Malaysia,,3,36,38,48,62,68,75,110,76,138,154,182,166,197,152,123,84,82,93
6236,r042,World -> Asia -> Philippines,World,Asia,Philippines,,3,57,59,67,79,84,149,337,373,375,368,524,401,259,181,300,319,341,331
6236,r043,World -> Asia -> Singapore,World,Asia,Singapore,,3,356,269,201,57,55,80,99,85,260,318,311,326,371,327,268,264,248,281
6236,r044,World -> Asia -> South Korea,World,Asia,South Korea,,3,978,915,891,857,864,881,749,910,1149,1094,1083,946,872,795,837,700,775,690
6236,r045,World -> Asia -> Taiwan,World,Asia,Taiwan,,3,1304,1394,1410,1450,1206,1618,1924,1586,1746,2011,2116,2155,2316,2454,2444,2486,2687,2910
6236,r046,World -> Asia -> Thailand,World,Asia,Thailand,,3,390,501,621,757,951,1024,1033,773,1199,1371,373,328,298,308,793,883,952,960
6236,r047,World -> Asia -> Vietnam,World,Asia,Vietnam,,3,124,143,219,322,474,724,742,890,1042,1397,1325,1390,1669,1482,1596,1667,1871,1886
6236,r048,World -> Asia -> Other Asia,World,Asia,Other Asia,,3,29,39,53,65,186,228,233,227,250,256,239,229,295,299,368,419,443,523
6236,r049,World -> Oceania,World,Oceania,,,2,427,552,867,998,677,969,1128,988,1489,1541,1566,873,722,467,471,511,837,744
6236,r050,World -> Oceania -> Australia,World,Oceania,Australia,,3,411,530,841,970,652,939,1102,962,1458,1509,1537,848,712,446,443,492,812,721
6236,r051,World -> Oceania -> New Zealand,World,Oceania,New Zealand,,3,17,22,26,27,25,30,26,26,30,33,29,25,10,21,28,19,25,23
