table_id,row_id,time_period,column_level_1,column_level_2,column_hierarchy_depth,value
3044,r001,FYs 1986&#8211;87,All sources,,1,837.9
3044,r032,FYs 1990&#8211;91 -> Doctorate granting,Institutional funds and other sourcesa,,1,518.5
3044,r033,FYs 1990&#8211;91 -> Nondoctorate granting,All sources,,1,31.6
3044,r034,FYs 1990&#8211;91 -> Nondoctorate granting,Government,Federal,2,0.7
3044,r035,FYs 1990&#8211;91 -> Nondoctorate granting,Government,State and local,2,15.8
3044,r036,FYs 1990&#8211;91 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,15.1
3044,r037,FYs 1992&#8211;93,All sources,,1,835.4
3044,r038,FYs 1992&#8211;93,Government,Federal,2,56.2
3044,r039,FYs 1992&#8211;93,Government,State and local,2,252.4
3044,r040,FYs 1992&#8211;93,Institutional funds and other sourcesa,,1,526.8
3044,r041,FYs 1992&#8211;93 -> Doctorate granting,All sources,,1,803.0
3044,r042,FYs 1992&#8211;93 -> Doctorate granting,Government,Federal,2,47.0
3044,r043,FYs 1992&#8211;93 -> Doctorate granting,Government,State and local,2,244.0
3044,r044,FYs 1992&#8211;93 -> Doctorate granting,Institutional funds and other sourcesa,,1,512.0
3044,r045,FYs 1992&#8211;93 -> Nondoctorate granting,All sources,,1,32.4
3044,r046,FYs 1992&#8211;93 -> Nondoctorate granting,Government,Federal,2,9.2
3044,r047,FYs 1992&#8211;93 -> Nondoctorate granting,Government,State and local,2,8.4
3044,r048,FYs 1992&#8211;93 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,14.8
3044,r049,FYs 1994&#8211;95,All sources,,1,1058.1
3044,r050,FYs 1994&#8211;95,Government,Federal,2,110.7
3044,r051,FYs 1994&#8211;95,Government,State and local,2,265.5
3044,r052,FYs 1994&#8211;95,Institutional funds and other sourcesa,,1,681.9
3044,r053,FYs 1994&#8211;95 -> Doctorate granting,All sources,,1,981.3
3044,r054,FYs 1994&#8211;95 -> Doctorate granting,Government,Federal,2,101.9
3044,r055,FYs 1994&#8211;95 -> Doctorate granting,Government,State and local,2,233.0
3044,r056,FYs 1994&#8211;95 -> Doctorate granting,Institutional funds and other sourcesa,,1,646.4
3044,r057,FYs 1994&#8211;95 -> Nondoctorate granting,All sources,,1,76.8
3044,r058,FYs 1994&#8211;95 -> Nondoctorate granting,Government,Federal,2,8.8
3044,r059,FYs 1994&#8211;95 -> Nondoctorate granting,Government,State and local,2,32.6
3044,r060,FYs 1994&#8211;95 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,35.4
3044,r061,FYs 1996&#8211;97,All sources,,1,1324.5
3044,r062,FYs 1996&#8211;97,Government,Federal,2,120.8
3044,r063,FYs 1996&#8211;97,Government,State and local,2,338.1
3044,r064,FYs 1996&#8211;97,Institutional funds and other sourcesa,,1,865.6
3044,r065,FYs 1996&#8211;97 -> Doctorate granting,All sources,,1,1142.2
3044,r066,FYs 1996&#8211;97 -> Doctorate granting,Government,Federal,2,96.1
3044,r067,FYs 1996&#8211;97 -> Doctorate granting,Government,State and local,2,273.2
3044,r068,FYs 1996&#8211;97 -> Doctorate granting,Institutional funds and other sourcesa,,1,772.9
3044,r069,FYs 1996&#8211;97 -> Nondoctorate granting,All sources,,1,182.3
3044,r070,FYs 1996&#8211;97 -> Nondoctorate granting,Government,Federal,2,24.7
3044,r071,FYs 1996&#8211;97 -> Nondoctorate granting,Government,State and local,2,64.9
3044,r072,FYs 1996&#8211;97 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,92.7
3044,r073,FYs 1998&#8211;99,All sources,,1,1665.2
3044,r074,FYs 1998&#8211;99,Government,Federal,2,68.4
3044,r075,FYs 1998&#8211;99,Government,State and local,2,476.2
3044,r076,FYs 1998&#8211;99,Institutional funds and other sourcesa,,1,1120.6
3044,r077,FYs 1998&#8211;99 -> Doctorate granting,All sources,,1,1576.3
3044,r078,FYs 1998&#8211;99 -> Doctorate granting,Government,Federal,2,61.1
3044,r079,FYs 1998&#8211;99 -> Doctorate granting,Government,State and local,2,446.7
3044,r080,FYs 1998&#8211;99 -> Doctorate granting,Institutional funds and other sourcesa,,1,1068.5
3044,r081,FYs 1998&#8211;99 -> Nondoctorate granting,All sources,,1,88.9
3044,r082,FYs 1998&#8211;99 -> Nondoctorate granting,Government,Federal,2,7.3
3044,r083,FYs 1998&#8211;99 -> Nondoctorate granting,Government,State and local,2,29.5
3044,r084,FYs 1998&#8211;99 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,52.1
3044,r085,FYs 2002&#8211;03,All sources,,1,2211.8
3044,r086,FYs 2002&#8211;03,Government,Federal,2,136.9
3044,r087,FYs 2002&#8211;03,Government,State and local,2,497.8
3044,r088,FYs 2002&#8211;03,Institutional funds and other sourcesa,,1,1577.2
3044,r089,FYs 2002&#8211;03 -> Doctorate granting,All sources,,1,2087.3
3044,r090,FYs 2002&#8211;03 -> Doctorate granting,Government,Federal,2,111.9
3044,r091,FYs 2002&#8211;03 -> Doctorate granting,Government,State and local,2,463.9
3044,r092,FYs 2002&#8211;03 -> Doctorate granting,Institutional funds and other sourcesa,,1,1511.4
3044,r093,FYs 2002&#8211;03 -> Nondoctorate granting,All sources,,1,124.6
3044,r094,FYs 2002&#8211;03 -> Nondoctorate granting,Government,Federal,2,25.0
3044,r095,FYs 2002&#8211;03 -> Nondoctorate granting,Government,State and local,2,33.9
3044,r096,FYs 2002&#8211;03 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,65.7
3044,r097,FYs 2004&#8211;05,All sources,,1,2445.9
3044,r098,FYs 2004&#8211;05,Government,Federal,2,121.5
3044,r099,FYs 2004&#8211;05,Government,State and local,2,544.9
3044,r100,FYs 2004&#8211;05,Institutional funds and other sourcesa,,1,1779.5
3044,r101,FYs 2004&#8211;05 -> Doctorate granting,All sources,,1,2385.1
3044,r102,FYs 2004&#8211;05 -> Doctorate granting,Government,Federal,2,116.5
3044,r103,FYs 2004&#8211;05 -> Doctorate granting,Government,State and local,2,526.8
3044,r104,FYs 2004&#8211;05 -> Doctorate granting,Institutional funds and other sourcesa,,1,1741.8
3044,r105,FYs 2004&#8211;05 -> Nondoctorate granting,All sources,,1,60.8
3044,r106,FYs 2004&#8211;05 -> Nondoctorate granting,Government,Federal,2,5.0
3044,r107,FYs 2004&#8211;05 -> Nondoctorate granting,Government,State and local,2,18.1
3044,r108,FYs 2004&#8211;05 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,37.7
3044,r109,FYs 2006&#8211;07,All sources,,1,3361.6
3044,r110,FYs 2006&#8211;07,Government,Federal,2,133.8
3044,r111,FYs 2006&#8211;07,Government,State and local,2,657.0
3044,r112,FYs 2006&#8211;07,Institutional funds and other sourcesa,,1,2570.8
3044,r113,FYs 2006&#8211;07 -> Doctorate granting,All sources,,1,3276.2
3044,r114,FYs 2006&#8211;07 -> Doctorate granting,Government,Federal,2,126.8
3044,r115,FYs 2006&#8211;07 -> Doctorate granting,Government,State and local,2,609.4
3044,r116,FYs 2006&#8211;07 -> Doctorate granting,Institutional funds and other sourcesa,,1,2540.0
3044,r117,FYs 2006&#8211;07 -> Nondoctorate granting,All sources,,1,85.4
3044,r118,FYs 2006&#8211;07 -> Nondoctorate granting,Government,Federal,2,6.9
3044,r119,FYs 2006&#8211;07 -> Nondoctorate granting,Government,State and local,2,47.7
3044,r120,FYs 2006&#8211;07 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,30.8
3044,r121,FYs 2008&#8211;09,All sources,,1,3015.8
3044,r122,FYs 2008&#8211;09,Government,Federal,2,74.2
3044,r123,FYs 2008&#8211;09,Government,State and local,2,746.5
3044,r124,FYs 2008&#8211;09,Institutional funds and other sourcesa,,1,2195.1
3044,r125,FYs 2008&#8211;09 -> Doctorate granting,All sources,,1,2920.8
3044,r126,FYs 2008&#8211;09 -> Doctorate granting,Government,Federal,2,68.8
3044,r127,FYs 2008&#8211;09 -> Doctorate granting,Government,State and local,2,717.4
3044,r128,FYs 2008&#8211;09 -> Doctorate granting,Institutional funds and other sourcesa,,1,2134.6
3044,r129,FYs 2008&#8211;09 -> Nondoctorate granting,All sources,,1,95.0
3044,r130,FYs 2008&#8211;09 -> Nondoctorate granting,Government,Federal,2,5.4
3044,r131,FYs 2008&#8211;09 -> Nondoctorate granting,Government,State and local,2,29.0
3044,r132,FYs 2008&#8211;09 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,60.5
3044,r133,FYs 2010&#8211;11,All sources,,1,3508.9
3044,r134,FYs 2010&#8211;11,Government,Federal,2,270.9
3044,r135,FYs 2010&#8211;11,Government,State and local,2,854.5
3044,r136,FYs 2010&#8211;11,Institutional funds and other sourcesa,,1,2383.5
3044,r137,FYs 2010&#8211;11 -> Doctorate granting,All sources,,1,3377.8
3044,r138,FYs 2010&#8211;11 -> Doctorate granting,Government,Federal,2,236.4
3044,r139,FYs 2010&#8211;11 -> Doctorate granting,Government,State and local,2,797.1
3044,r140,FYs 2010&#8211;11 -> Doctorate granting,Institutional funds and other sourcesa,,1,2344.3
3044,r141,FYs 2010&#8211;11 -> Nondoctorate granting,All sources,,1,131.1
3044,r142,FYs 2010&#8211;11 -> Nondoctorate granting,Government,Federal,2,34.4
3044,r143,FYs 2010&#8211;11 -> Nondoctorate granting,Government,State and local,2,57.4
3044,r144,FYs 2010&#8211;11 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,39.2
3044,r145,FYs 2012&#8211;13,All sources,,1,3746.7
3044,r146,FYs 2012&#8211;13,Government,Federal,2,264.8
3044,r147,FYs 2012&#8211;13,Government,State and local,2,566.9
3044,r148,FYs 2012&#8211;13,Institutional funds and other sourcesa,,1,2915.0
3044,r149,FYs 2012&#8211;13 -> Doctorate granting,All sources,,1,3559.5
3044,r150,FYs 2012&#8211;13 -> Doctorate granting,Government,Federal,2,254.4
3044,r151,FYs 2012&#8211;13 -> Doctorate granting,Government,State and local,2,461.5
3044,r152,FYs 2012&#8211;13 -> Doctorate granting,Institutional funds and other sourcesa,,1,2843.6
3044,r153,FYs 2012&#8211;13 -> Nondoctorate granting,All sources,,1,187.1
3044,r154,FYs 2012&#8211;13 -> Nondoctorate granting,Government,Federal,2,10.4
3044,r155,FYs 2012&#8211;13 -> Nondoctorate granting,Government,State and local,2,105.4
3044,r156,FYs 2012&#8211;13 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,71.4
3044,r157,FYs 2014&#8211;15,All sources,,1,4133.4
3044,r158,FYs 2014&#8211;15,Government,Federal,2,61.7
3044,r159,FYs 2014&#8211;15,Government,State and local,2,502.8
3044,r160,FYs 2014&#8211;15,Institutional funds and other sourcesa,,1,3569.0
3044,r161,FYs 2014&#8211;15 -> Doctorate granting,All sources,,1,4043.9
3044,r162,FYs 2014&#8211;15 -> Doctorate granting,Government,Federal,2,58.0
3044,r163,FYs 2014&#8211;15 -> Doctorate granting,Government,State and local,2,458.5
3044,r164,FYs 2014&#8211;15 -> Doctorate granting,Institutional funds and other sourcesa,,1,3527.4
3044,r165,FYs 2014&#8211;15 -> Nondoctorate granting,All sources,,1,89.5
3044,r166,FYs 2014&#8211;15 -> Nondoctorate granting,Government,Federal,2,3.7
3044,r167,FYs 2014&#8211;15 -> Nondoctorate granting,Government,State and local,2,44.3
3044,r168,FYs 2014&#8211;15 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,41.5
3044,r169,FYs 2016&#8211;17,All sources,,1,5079.5
3044,r170,FYs 2016&#8211;17,Government,Federal,2,33.1
3044,r171,FYs 2016&#8211;17,Government,State and local,2,1028.6
3044,r172,FYs 2016&#8211;17,Institutional funds and other sourcesa,,1,4017.9
3044,r173,FYs 2016&#8211;17 -> Doctorate granting,All sources,,1,4910.2
3044,r174,FYs 2016&#8211;17 -> Doctorate granting,Government,Federal,2,24.6
3044,r175,FYs 2016&#8211;17 -> Doctorate granting,Government,State and local,2,968.9
3044,r176,FYs 2016&#8211;17 -> Doctorate granting,Institutional funds and other sourcesa,,1,3916.7
3044,r177,FYs 2016&#8211;17 -> Nondoctorate granting,All sources,,1,169.3
3044,r178,FYs 2016&#8211;17 -> Nondoctorate granting,Government,Federal,2,8.5
3044,r179,FYs 2016&#8211;17 -> Nondoctorate granting,Government,State and local,2,59.7
3044,r180,FYs 2016&#8211;17 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,101.1
3044,r181,FYs 2018&#8211;19,All sources,,1,5483.4
3044,r182,FYs 2018&#8211;19,Government,Federal,2,73.7
3044,r183,FYs 2018&#8211;19,Government,State and local,2,971.8
3044,r184,FYs 2018&#8211;19,Institutional funds and other sourcesa,,1,4437.9
3044,r185,FYs 2018&#8211;19 -> Doctorate granting,All sources,,1,5241.4
3044,r186,FYs 2018&#8211;19 -> Doctorate granting,Government,Federal,2,41.0
3044,r187,FYs 2018&#8211;19 -> Doctorate granting,Government,State and local,2,912.0
3044,r188,FYs 2018&#8211;19 -> Doctorate granting,Institutional funds and other sourcesa,,1,4288.4
3044,r189,FYs 2018&#8211;19 -> Nondoctorate granting,All sources,,1,242.0
3044,r190,FYs 2018&#8211;19 -> Nondoctorate granting,Government,Federal,2,32.7
3044,r191,FYs 2018&#8211;19 -> Nondoctorate granting,Government,State and local,2,59.8
3044,r192,FYs 2018&#8211;19 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,149.5
