table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_non_medical_school_r_d_expenditures,field_all_medical_school_r_d_expenditures,field_all_r_d_expenditures
3151,r053,All institutions -> Florida State U.,All institutions,Florida State U.,2,52,"['299,740', '']","['29,465', '']","['329,205', '']"
3151,r054,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,53,"['296,497', '']","['0', '']","['296,497', '']"
3151,r055,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,54,"['295,829', '']","['153,138', '']","['448,967', '']"
3151,r056,All institutions -> Utah State U.,All institutions,Utah State U.,2,55,"['283,917', '']","['0', '']","['283,917', '']"
3151,r057,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,56,"['279,393', '']","['801,558', '']","['1,080,951', '']"
3151,r058,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,57,"['264,526', '']","['0', '']","['264,526', '']"
3151,r059,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,58,"['263,830', '']","['0', '']","['263,830', '']"
3151,r060,All institutions -> Duke U.,All institutions,Duke U.,2,59,"['258,621', '']","['967,896', '']","['1,226,517', '']"
3151,r061,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,60,"['255,191', '']","['1,339,907', '']","['1,595,098', '']"
3151,r062,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,61,"['247,748', '']","['32,668', '']","['280,416', '']"
3151,r063,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,62,"['247,693', '']","['0', '']","['247,693', '']"
3151,r064,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,63,"['244,973', '']","['165,608', '']","['410,581', '']"
3151,r065,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,64,"['243,778', '']","['0', '']","['243,778', '']"
3151,r066,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,65,"['241,117', '']","['37,676', '']","['278,793', '']"
3151,r067,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,66,"['240,078', '']","['0', '']","['240,078', '']"
3151,r068,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,67,"['234,216', '']","['433,941', '']","['668,157', '']"
3151,r069,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,68,"['231,619', '']","['0', '']","['231,619', '']"
3151,r070,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,69,"['229,143', '']","['0', '']","['229,143', '']"
3151,r071,All institutions -> U. Kansas,All institutions,U. Kansas,2,70,"['227,786', '']","['124,857', '']","['352,643', '']"
3151,r072,"All institutions -> U. South Florida, Tampa",All institutions,"U. South Florida, Tampa",2,71,"['226,814', '']","['164,511', '']","['391,325', '']"
3151,r073,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,72,"['223,177', '']","['0', '']","['223,177', '']"
3151,r074,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,73,"['220,970', '']","['4,115', '']","['225,085', '']"
3151,r075,All institutions -> Clemson U.,All institutions,Clemson U.,2,74,"['218,760', '']","['0', '']","['218,760', '']"
3151,r076,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,75,"['218,622', '']","['0', '']","['218,622', '']"
3151,r077,All institutions -> Florida International U.,All institutions,Florida International U.,2,76,"['212,911', '']","['12,953', '']","['225,864', '']"
3151,r078,All institutions -> U. Iowa,All institutions,U. Iowa,2,77,"['211,641', '']","['296,712', '']","['508,353', '']"
3151,r079,All institutions -> George Washington U.,All institutions,George Washington U.,2,78,"['207,949', '']","['61,850', '']","['269,799', '']"
3151,r080,All institutions -> U. Delaware,All institutions,U. Delaware,2,79,"['206,270', '']","['0', '']","['206,270', '']"
3151,r081,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,80,"['203,539', '']","['653,530', '']","['857,069', '']"
3151,r082,All institutions -> Yale U.,All institutions,Yale U.,2,81,"['203,196', '']","['869,113', '']","['1,072,309', '']"
3151,r083,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,82,"['200,978', '']","['181,971', '']","['382,949', '']"
3151,r084,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,83,"['195,572', '']","['0', '']","['195,572', '']"
3151,r085,All institutions -> U. Houston,All institutions,U. Houston,2,84,"['195,393', '']","['5', '']","['195,398', '']"
3151,r086,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,85,"['195,185', '']","['412,678', '']","['607,863', '']"
3151,r087,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,86,"['193,923', '']","['0', '']","['193,923', '']"
3151,r088,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,87,"['193,728', '']","['92,036', '']","['285,764', '']"
3151,r089,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,88,"['192,103', '']","['13,837', '']","['205,940', '']"
3151,r090,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,89,"['191,982', '']","['110,697', '']","['302,679', '']"
3151,r091,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,90,"['188,584', '']","['225,233', '']","['413,817', '']"
3151,r092,All institutions -> George Mason U.,All institutions,George Mason U.,2,91,"['186,267', '']","['0', '']","['186,267', '']"
3151,r093,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,92,"['184,276', '']","['0', '']","['184,276', '']"
3151,r094,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,93,"['183,998', '']","['0', '']","['183,998', '']"
3151,r095,All institutions -> Rice U.,All institutions,Rice U.,2,94,"['182,564', '']","['0', '']","['182,564', '']"
3151,r096,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,95,"['181,531', '']","['0', '']","['181,531', '']"
3151,r097,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,96,"['180,225', '']","['0', '']","['180,225', '']"
3151,r098,All institutions -> Temple U.,All institutions,Temple U.,2,97,"['174,944', '']","['109,357', '']","['284,301', '']"
3151,r099,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,98,"['167,453', '']","['10,202', '']","['177,655', '']"
3151,r100,All institutions -> U. Colorado Denver and Anschutz Medical Campus,All institutions,U. Colorado Denver and Anschutz Medical Campus,2,99,"['166,905', '']","['375,827', '']","['542,732', '']"
3151,r101,All institutions -> U. Dayton,All institutions,U. Dayton,2,100,"['165,343', '']","['0', '']","['165,343', '']"
3151,r102,All institutions -> Tufts U.,All institutions,Tufts U.,2,101,"['164,305', '']","['48,980', '']","['213,285', '']"
3151,r103,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,102,"['164,168', '']","['177,974', '']","['342,142', '']"
3151,r104,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,103,"['161,232', '']","['0', '']","['161,232', '']"
3151,r105,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,104,"['160,989', '']","['254,640', '']","['415,629', '']"
3151,r106,All institutions -> U. Chicago,All institutions,U. Chicago,2,105,"['158,918', '']","['300,253', '']","['459,171', '']"
3151,r107,All institutions -> U. Rochester,All institutions,U. Rochester,2,106,"['157,168', '']","['236,792', '']","['393,960', '']"
3151,r108,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,107,"['154,811', '']","['0', '']","['154,811', '']"
3151,r109,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,108,"['154,366', '']","['0', '']","['154,366', '']"
3151,r110,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,109,"['152,506', '']","['35,006', '']","['187,512', '']"
3151,r111,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,110,"['152,381', '']","['0', '']","['152,381', '']"
3151,r112,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,111,"['148,980', '']","['0', '']","['148,980', '']"
3151,r113,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,112,"['145,752', '']","['115,061', '']","['260,813', '']"
3151,r114,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,113,"['144,457', '']","['0', '']","['144,457', '']"
3151,r115,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,114,"['144,187', '']","['0', '']","['144,187', '']"
3151,r116,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,115,"['142,958', '']","['0', '']","['142,958', '']"
3151,r117,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,116,"['142,781', '']","['96,915', '']","['239,696', '']"
3151,r118,All institutions -> Brown U.,All institutions,Brown U.,2,117,"['135,131', '']","['121,823', '']","['256,954', '']"
3151,r119,All institutions -> Tulane U.,All institutions,Tulane U.,2,118,"['133,921', '']","['63,012', '']","['196,933', '']"
3151,r120,All institutions -> U. Maine,All institutions,U. Maine,2,119,"['129,913', '']","['0', '']","['129,913', '']"
3151,r121,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,120,"['128,795', '']","['0', '']","['128,795', '']"
3151,r122,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,121,"['126,773', '']","['0', '']","['126,773', '']"
3151,r123,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,122,"['126,661', '']","['0', '']","['126,661', '']"
3151,r124,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,123,"['124,424', '']","['405,372', '']","['529,796', '']"
3151,r125,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,124,"['123,207', '']","['0', '']","['123,207', '']"
3151,r126,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,125,"['121,220', '']","['30,908', '']","['152,128', '']"
3151,r127,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,126,"['115,160', '']","['0', '']","['115,160', '']"
3151,r128,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,127,"['113,303', '']","['142,345', '']","['255,648', '']"
3151,r129,All institutions -> U. Idaho,All institutions,U. Idaho,2,128,"['113,107', '']","['0', '']","['113,107', '']"
3151,r130,All institutions -> U. Oregon,All institutions,U. Oregon,2,129,"['110,664', '']","['0', '']","['110,664', '']"
3151,r131,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,130,"['109,744', '']","['0', '']","['109,744', '']"
3151,r132,All institutions -> Uniformed Services U. of the Health Sciences,All institutions,Uniformed Services U. of the Health Sciences,2,131,"['109,243', '']","['308,057', '']","['417,300', '']"
3151,r133,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,132,"['106,809', '']","['0', '']","['106,809', '']"
3151,r134,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,133,"['105,787', '']","['165,738', '']","['271,525', '']"
3151,r135,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,134,"['104,665', '']","['0', '']","['104,665', '']"
3151,r136,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,135,"['104,297', '']","['0', '']","['104,297', '']"
3151,r137,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,136,"['103,739', '']","['0', '']","['103,739', '']"
3151,r138,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,137,"['102,052', '']","['785,036', '']","['887,088', '']"
3151,r139,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,138,"['101,457', '']","['0', '']","['101,457', '']"
3151,r140,All institutions -> Drexel U.,All institutions,Drexel U.,2,139,"['96,029', '']","['53,452', '']","['149,481', '']"
3151,r141,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,140,"['94,987', '']","['4,458', '']","['99,445', '']"
3151,r142,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,141,"['92,964', '']","['0', '']","['92,964', '']"
3151,r143,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,142,"['92,669', '']","['148,291', '']","['240,960', '']"
3151,r144,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,143,"['87,498', '']","['351,496', '']","['438,994', '']"
3151,r145,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,144,"['86,959', '']","['71,850', '']","['158,809', '']"
3151,r146,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,145,"['86,951', '']","['23,885', '']","['110,836', '']"
3151,r147,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,146,"['84,326', '']","['0', '']","['84,326', '']"
3151,r148,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,147,"['83,996', '']","['0', '']","['83,996', '']"
3151,r149,All institutions -> U. Miami,All institutions,U. Miami,2,148,"['83,781', '']","['276,935', '']","['360,716', '']"
3151,r150,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,149,"['83,317', '']","['0', '']","['83,317', '']"
3151,r151,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,150,"['80,632', '']","['0', '']","['80,632', '']"
3151,r152,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,151,"['80,443', '']","['0', '']","['80,443', '']"
3151,r153,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,152,"['80,353', '']","['0', '']","['80,353', '']"
3151,r154,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,153,"['80,077', '']","['0', '']","['80,077', '']"
3151,r155,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,154,"['78,691', '']","['0', '']","['78,691', '']"
3151,r156,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,155,"['78,415', '']","['165,802', '']","['244,217', '']"
3151,r157,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,156,"['76,464', '']","['0', '']","['76,464', '']"
3151,r158,"All institutions -> U. Nebraska, Medical Center",All institutions,"U. Nebraska, Medical Center",2,157,"['73,154', '']","['121,301', '']","['194,455', '']"
3151,r159,"All institutions -> U. Tennessee, Knoxville, Institute of Agriculture",All institutions,"U. Tennessee, Knoxville, Institute of Agriculture",2,158,"['71,396', '']","['0', '']","['71,396', '']"
3151,r160,All institutions -> American U.,All institutions,American U.,2,159,"['71,053', '']","['0', '']","['71,053', '']"
3151,r161,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,160,"['70,397', '']","['0', '']","['70,397', '']"
3151,r162,"All institutions -> U. California, Office of the President",All institutions,"U. California, Office of the President",2,161,"['67,702', '']","['0', '']","['67,702', '']"
3151,r163,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,162,"['67,635', '']","['0', '']","['67,635', '']"
3151,r164,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,163,"['67,425', '']","['0', '']","['67,425', '']"
3151,r165,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,164,"['67,323', '']","['0', '']","['67,323', '']"
3151,r166,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,165,"['67,158', '']","['228,442', '']","['295,600', '']"
3151,r167,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,166,"['66,794', '']","['0', '']","['66,794', '']"
3151,r168,All institutions -> William & Mary,All institutions,William & Mary,2,167,"['64,835', '']","['0', '']","['64,835', '']"
3151,r169,All institutions -> Texas State U.,All institutions,Texas State U.,2,168,"['64,554', '']","['0', '']","['64,554', '']"
3151,r170,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,169,"['62,018', '']","['0', '']","['62,018', '']"
3151,r171,All institutions -> Boston C.,All institutions,Boston C.,2,170,"['61,956', '']","['0', '']","['61,956', '']"
3151,r172,All institutions -> Van Andel Research Institute,All institutions,Van Andel Research Institute,2,171,"['61,738', '']","['0', '']","['61,738', '']"
3151,r173,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,172,"['60,825', '']","['0', '']","['60,825', '']"
3151,r174,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,173,"['58,914', '']","['0', '']","['58,914', '']"
3151,r175,All institutions -> U. Memphis,All institutions,U. Memphis,2,174,"['58,700', '']","['0', '']","['58,700', '']"
3151,r176,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,175,"['58,175', '']","['0', '']","['58,175', '']"
3151,r177,All institutions -> U. Louisville,All institutions,U. Louisville,2,176,"['56,883', '']","['116,579', '']","['173,462', '']"
3151,r178,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,177,"['56,033', '']","['0', '']","['56,033', '']"
3151,r179,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,178,"['53,773', '']","['0', '']","['53,773', '']"
3151,r180,All institutions -> U. Vermont,All institutions,U. Vermont,2,179,"['52,345', '']","['83,514', '']","['135,859', '']"
3151,r181,All institutions -> Wright State U.,All institutions,Wright State U.,2,180,"['50,103', '']","['14,105', '']","['64,208', '']"
3151,r182,All institutions -> Portland State U.,All institutions,Portland State U.,2,181,"['50,045', '']","['0', '']","['50,045', '']"
3151,r183,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,182,"['48,811', '']","['3,927', '']","['52,738', '']"
3151,r184,All institutions -> Kent State U.,All institutions,Kent State U.,2,183,"['47,188', '']","['0', '']","['47,188', '']"
3151,r185,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,184,"['47,187', '']","['0', '']","['47,187', '']"
3151,r186,"All institutions -> U. North Texas, Health Science Center",All institutions,"U. North Texas, Health Science Center",2,185,"['46,786', '']","['3,338', '']","['50,124', '']"
3151,r187,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,186,"['44,890', '']","['0', '']","['44,890', '']"
3151,r188,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,187,"['44,309', '']","['0', '']","['44,309', '']"
3151,r189,All institutions -> U.S. Air Force Academy,All institutions,U.S. Air Force Academy,2,188,"['43,941', '']","['0', '']","['43,941', '']"
3151,r190,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,189,"['43,692', '']","['7,393', '']","['51,085', '']"
3151,r191,All institutions -> Ohio U.,All institutions,Ohio U.,2,190,"['43,631', '']","['10,104', '']","['53,735', '']"
3151,r192,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,191,"['42,562', '']","['0', '']","['42,562', '']"
3151,r193,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,192,"['42,470', '']","['0', '']","['42,470', '']"
3151,r194,All institutions -> U. West Florida,All institutions,U. West Florida,2,193,"['41,977', '']","['0', '']","['41,977', '']"
3151,r195,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,194,"['41,939', '']","['0', '']","['41,939', '']"
3151,r196,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,195,"['39,878', '']","['0', '']","['39,878', '']"
3151,r197,All institutions -> Boise State U.,All institutions,Boise State U.,2,196,"['39,824', '']","['0', '']","['39,824', '']"
3151,r198,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,197,"['39,582', '']","['0', '']","['39,582', '']"
3151,r199,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,198,"['39,477', '']","['149,006', '']","['188,483', '']"
3151,r200,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,199,"['39,141', '']","['13,399', '']","['52,540', '']"
3151,r201,All institutions -> Mercer U.,All institutions,Mercer U.,2,200,"['38,870', '']","['5,258', '']","['44,128', '']"
