table_id,row_id,academic_institution_full_path,academic_institution_level_1,academic_institution_level_2,academic_institution_level_3,academic_institution_hierarchy_depth,field_doctorate_recipients,field_historically_black_college_or_university
3275,r084,"Male, all institutions -> Top 58 U.S. institutions -> U. Michigan, Ann Arbor","Male, all institutions",Top 58 U.S. institutions,"U. Michigan, Ann Arbor",3,12,No
3275,r085,"Male, all institutions -> Top 58 U.S. institutions -> Harvard U.","Male, all institutions",Top 58 U.S. institutions,Harvard U.,3,11,No
3275,r086,"Male, all institutions -> Top 58 U.S. institutions -> Rutgers, State U. New Jersey, New Brunswick","Male, all institutions",Top 58 U.S. institutions,"Rutgers, State U. New Jersey, New Brunswick",3,11,No
3275,r087,"Male, all institutions -> Top 58 U.S. institutions -> Stanford U.","Male, all institutions",Top 58 U.S. institutions,Stanford U.,3,11,No
3275,r088,"Male, all institutions -> Top 58 U.S. institutions -> Columbia U. in the City of New York","Male, all institutions",Top 58 U.S. institutions,Columbia U. in the City of New York,3,10,No
3275,r089,"Male, all institutions -> Top 58 U.S. institutions -> Cornell U.","Male, all institutions",Top 58 U.S. institutions,Cornell U.,3,10,No
3275,r090,"Male, all institutions -> Top 58 U.S. institutions -> Florida International U.","Male, all institutions",Top 58 U.S. institutions,Florida International U.,3,10,No
3275,r091,"Male, all institutions -> Top 58 U.S. institutions -> North Carolina State U.","Male, all institutions",Top 58 U.S. institutions,North Carolina State U.,3,10,No
3275,r092,"Male, all institutions -> Top 58 U.S. institutions -> Tuskegee U.","Male, all institutions",Top 58 U.S. institutions,Tuskegee U.,3,10,Yes
3275,r093,"Male, all institutions -> Top 58 U.S. institutions -> U. South Florida, Tampa","Male, all institutions",Top 58 U.S. institutions,"U. South Florida, Tampa",3,10,No
3275,r094,"Male, all institutions -> Top 58 U.S. institutions -> Virginia Polytechnic Institute and State U.","Male, all institutions",Top 58 U.S. institutions,Virginia Polytechnic Institute and State U.,3,10,No
3275,r095,"Male, all institutions -> Top 58 U.S. institutions -> Georgetown U.","Male, all institutions",Top 58 U.S. institutions,Georgetown U.,3,9,No
3275,r096,"Male, all institutions -> Top 58 U.S. institutions -> U. California, Los Angeles","Male, all institutions",Top 58 U.S. institutions,"U. California, Los Angeles",3,9,No
3275,r097,"Male, all institutions -> Top 58 U.S. institutions -> U. Illinois, Urbana-Champaign","Male, all institutions",Top 58 U.S. institutions,"U. Illinois, Urbana-Champaign",3,9,No
3275,r098,"Male, all institutions -> Top 58 U.S. institutions -> U. Mississippi, Oxford","Male, all institutions",Top 58 U.S. institutions,"U. Mississippi, Oxford",3,9,No
3275,r099,"Male, all institutions -> Top 58 U.S. institutions -> U. Southern Mississippi","Male, all institutions",Top 58 U.S. institutions,U. Southern Mississippi,3,9,No
3275,r100,"Male, all institutions -> Top 58 U.S. institutions -> Washington U., Saint Louis","Male, all institutions",Top 58 U.S. institutions,"Washington U., Saint Louis",3,9,No
3275,r101,"Male, all institutions -> Top 58 U.S. institutions -> Andrews U.","Male, all institutions",Top 58 U.S. institutions,Andrews U.,3,8,No
3275,r102,"Male, all institutions -> Top 58 U.S. institutions -> CUNY, Brooklyn C.","Male, all institutions",Top 58 U.S. institutions,"CUNY, Brooklyn C.",3,8,No
3275,r103,"Male, all institutions -> Top 58 U.S. institutions -> Tennessee State U.","Male, all institutions",Top 58 U.S. institutions,Tennessee State U.,3,8,Yes
3275,r104,"Male, all institutions -> Top 58 U.S. institutions -> U. Minnesota, Twin Cities","Male, all institutions",Top 58 U.S. institutions,"U. Minnesota, Twin Cities",3,8,No
3275,r105,"Male, all institutions -> Top 58 U.S. institutions -> Wayne State U.","Male, all institutions",Top 58 U.S. institutions,Wayne State U.,3,8,No
3275,r106,"Male, all institutions -> Top 58 U.S. institutions -> Kennesaw State U.","Male, all institutions",Top 58 U.S. institutions,Kennesaw State U.,3,7,No
3275,r107,"Male, all institutions -> Top 58 U.S. institutions -> Macalester C.","Male, all institutions",Top 58 U.S. institutions,Macalester C.,3,7,No
3275,r108,"Male, all institutions -> Top 58 U.S. institutions -> Michigan State U.","Male, all institutions",Top 58 U.S. institutions,Michigan State U.,3,7,No
3275,r109,"Male, all institutions -> Top 58 U.S. institutions -> Norfolk State U.","Male, all institutions",Top 58 U.S. institutions,Norfolk State U.,3,7,Yes
3275,r110,"Male, all institutions -> Top 58 U.S. institutions -> North Carolina Central U.","Male, all institutions",Top 58 U.S. institutions,North Carolina Central U.,3,7,Yes
3275,r111,"Male, all institutions -> Top 58 U.S. institutions -> SUNY, U. Buffalo","Male, all institutions",Top 58 U.S. institutions,"SUNY, U. Buffalo",3,7,No
3275,r112,"Male, all institutions -> Top 58 U.S. institutions -> St. John's U., Queens","Male, all institutions",Top 58 U.S. institutions,"St. John's U., Queens",3,7,No
3275,r113,"Male, all institutions -> Top 58 U.S. institutions -> Temple U.","Male, all institutions",Top 58 U.S. institutions,Temple U.,3,7,No
3275,r114,"Male, all institutions -> Top 58 U.S. institutions -> U. Alabama, Tuscaloosa","Male, all institutions",Top 58 U.S. institutions,"U. Alabama, Tuscaloosa",3,7,No
3275,r115,"Male, all institutions -> Top 58 U.S. institutions -> U. Arizona","Male, all institutions",Top 58 U.S. institutions,U. Arizona,3,7,No
3275,r116,"Male, all institutions -> Top 58 U.S. institutions -> U. California, Davis","Male, all institutions",Top 58 U.S. institutions,"U. California, Davis",3,7,No
3275,r117,"Male, all institutions -> Top 58 U.S. institutions -> U. Pennsylvania","Male, all institutions",Top 58 U.S. institutions,U. Pennsylvania,3,7,No
3275,r118,"Male, all institutions -> Top 58 U.S. institutions -> Xavier U. Louisiana","Male, all institutions",Top 58 U.S. institutions,Xavier U. Louisiana,3,7,Yes
3275,r119,"Male, all institutions -> Other U.S. institutions","Male, all institutions",Other U.S. institutions,,2,1133,-
