table_id,row_id,_b_consortium_b_full_path,_b_consortium_b_level_1,_b_consortium_b_level_2,_b_consortium_b_hierarchy_depth,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021
10420,r028,All consortia -> Institute for Public Policy and Economic Development,All consortia,Institute for Public Policy and Economic Development,2,0,0,0,0,0,0,94,0,0
10420,r029,All consortia -> Lake Michigan Air Directors Consortium,All consortia,Lake Michigan Air Directors Consortium,2,977,1213,1109,1086,1061,1071,935,0,0
10420,r030,All consortia -> Land Institute,All consortia,Land Institute,2,0,0,0,0,0,0,0,428,165
10420,r031,All consortia -> Louisiana Universities Marine Consortium,All consortia,Louisiana Universities Marine Consortium,2,400,459,369,942,1315,1401,1050,663,1139
10420,r032,All consortia -> Marine Environmental Sciences Consortium,All consortia,Marine Environmental Sciences Consortium,2,649,125,174,789,449,608,1315,1622,1341
10420,r033,All consortia -> Minority Serving Institutions STEM Research and Development Consortium,All consortia,Minority Serving Institutions STEM Research and Development Consortium,2,0,0,0,0,0,1874,473,0,0
10420,r034,All consortia -> National Consortium for Graduate Degrees for Minorities in Engineering and Science Inc.,All consortia,National Consortium for Graduate Degrees for Minorities in Engineering and Science Inc.,2,0,0,0,50,95,0,4156,1000,1221
10420,r035,All consortia -> National Physical Science Consortium,All consortia,National Physical Science Consortium,2,204,333,440,455,776,543,430,319,330
10420,r036,All consortia -> New Jersey Sea Grant Consortium Inc.,All consortia,New Jersey Sea Grant Consortium Inc.,2,426,708,0,0,0,0,2318,2412,1874
10420,r037,All consortia -> New Mexico Consortium,All consortia,New Mexico Consortium,2,2897,1729,2508,494,790,343,828,4708,264
10420,r038,All consortia -> New York Structural Biology Center,All consortia,New York Structural Biology Center,2,5338,10977,3547,2754,5281,13451,17329,21066,16600
10420,r039,All consortia -> North Texas Asthma Consortium,All consortia,North Texas Asthma Consortium,2,10,0,0,0,0,0,0,0,0
10420,r040,All consortia -> Northeast Radio Observatory Corp.,All consortia,Northeast Radio Observatory Corp.,2,946,938,901,495,698,0,100,0,5154
10420,r041,All consortia -> Northwest Center for Alternatives to Pesticides,All consortia,Northwest Center for Alternatives to Pesticides,2,0,0,0,0,0,0,0,35,0
10420,r042,All consortia -> Oak Ridge Associated Universities,All consortia,Oak Ridge Associated Universities,2,45144,55612,51860,34448,35735,41090,25408,15977,2006
10420,r043,All consortia -> South Carolina Sea Grant Consortium,All consortia,South Carolina Sea Grant Consortium,2,25,1413,1660,1503,0,0,1557,1579,1146
10420,r044,All consortia -> South Carolina Universities Research and Education Foundation,All consortia,South Carolina Universities Research and Education Foundation,2,0,0,0,0,0,0,0,0,1427
10420,r045,All consortia -> Southeastern Universities Research Association,All consortia,Southeastern Universities Research Association,2,881,1257,30,0,1050,0,0,38,13
10420,r046,All consortia -> Southwestern Ohio Council for Higher Education,All consortia,Southwestern Ohio Council for Higher Education,2,312,614,1525,1953,2118,1841,1720,0,1002
10420,r047,All consortia -> SRCCO Inc.,All consortia,SRCCO Inc.,2,0,0,0,0,0,0,0,0,18434
10420,r048,All consortia -> Stephenson Technologies Corp.,All consortia,Stephenson Technologies Corp.,2,0,0,0,0,0,130,0,4637,220
10420,r049,All consortia -> Texas Association of Developing Colleges,All consortia,Texas Association of Developing Colleges,2,0,0,0,0,0,0,0,95,0
10420,r050,"All consortia -> U. Alaska, Fairbanks",All consortia,"U. Alaska, Fairbanks",2,0,0,0,0,0,0,0,0,13480
10420,r051,All consortia -> U. Corp. for Atmospheric Research,All consortia,U. Corp. for Atmospheric Research,2,46916,48674,41723,43898,65006,57831,62302,69517,35390
10420,r052,All consortia -> U. Pennsylvania Linguistic Data Consortium,All consortia,U. Pennsylvania Linguistic Data Consortium,2,0,0,0,0,0,2259,0,2336,0
10420,r053,All consortia -> UNAVCO Inc.,All consortia,UNAVCO Inc.,2,15762,13987,13713,14578,14659,13654,8579,14190,14809
10420,r054,All consortia -> Universities Research Association,All consortia,Universities Research Association,2,215,217,170,170,164,113,90,0,113
10420,r055,All consortia -> West Virginia High Technology Consortium Foundation,All consortia,West Virginia High Technology Consortium Foundation,2,2546,1626,1323,618,691,817,170,0,0
10420,r056,All consortia -> Wild Fish Conservancy,All consortia,Wild Fish Conservancy,2,0,0,0,0,0,0,229,0,0
