table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2017,field_2018,field_2019,field_2020_all_physical_sciences,field_2020_astronomy_and_astrophysics,field_2020_chemistry,field_2020_materials_science,field_2020_physics,field_2020_physical_sciences_nec
5429,r015,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,14,"['87,175', '']","['93,913', '']","['99,485', '']","['94,201', '']","['15,788', '']","['17,696', '']","['34,436', '']","['26,281', '']","['0', '']"
5429,r016,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,15,"['67,380', '']","['67,509', '']","['85,322', '']","['94,124', '']","['0', '']","['27,429', '']","['0', '']","['66,169', '']","['526', '']"
5429,r017,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,16,"['71,282', '']","['73,381', '']","['75,231', '']","['83,687', '']","['5,564', '']","['31,441', '']","['0', '']","['24,984', '']","['21,698', '']"
5429,r018,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,17,"['76,290', '']","['77,735', '']","['81,357', '']","['81,380', '']","['13,187', '']","['16,470', '']","['24,874', '']","['26,463', '']","['386', '']"
5429,r019,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,18,"['71,743', '']","['82,409', '']","['82,072', '']","['78,168', '']","['6,604', '']","['35,130', '']","['16,418', '']","['15,418', '']","['4,598', '']"
5429,r020,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,19,"['65,579', '']","['69,612', '']","['69,531', '']","['72,360', '']","['10,212', '']","['34,642', '']","['0', '']","['27,506', '']","['0', '']"
5429,r021,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,20,"['63,015', '']","['63,010', '']","['65,942', '']","['69,662', '']","['0', '']","['68,745', '']","['0', '']","['917', '']","['0', '']"
5429,r022,All institutions -> Florida State U.,All institutions,Florida State U.,2,21,"['63,307', '']","['67,753', '']","['61,706', '']","['68,454', '']","['840', '']","['23,225', '']","['2,327', '']","['41,870', '']","['192', '']"
5429,r023,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,22,"['60,437', '']","['59,815', '']","['61,017', '']","['60,824', '']","['5,867', '']","['31,361', '']","['0', '']","['23,596', '']","['0', '']"
5429,r024,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,23,"['56,292', '']","['54,074', '']","['58,166', '']","['60,477', '']","['11,172', '']","['24,008', '']","['1,968', '']","['19,281', '']","['4,048', '']"
5429,r025,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,24,"['58,251', '']","['49,160', '']","['65,929', '']","['58,534', '']","['6,419', '']","['9,166', '']","['18,605', '']","['23,427', '']","['917', '']"
5429,r026,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,25,"['46,244', '']","['55,476', '']","['60,150', '']","['58,157', '']","['1,579', '']","['21,246', '']","['13,961', '']","['21,371', '']","['0', '']"
5429,r027,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,26,"['37,522', '']","['39,895', '']","['46,223', '']","['57,083', '']","['6,264', '']","['28,972', '']","['840', '']","['21,007', '']","['0', '']"
5429,r028,All institutions -> Yale U.,All institutions,Yale U.,2,27,"['61,511', '']","['63,981', '']","['62,247', '']","['56,046', '']","['6,853', '']","['21,309', '']","['0', '']","['27,884', '']","['0', '']"
5429,r029,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,28,"['57,004', '']","['55,568', '']","['60,067', '']","['54,697', '']","['38', '']","['19,842', '']","['0', '']","['33,263', '']","['1,554', '']"
5429,r030,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,29,"['54,015', '']","['54,890', '']","['55,920', '']","['54,574', '']","['7,336', '']","['24,507', '']","['4,142', '']","['17,848', '']","['741', '']"
5429,r031,All institutions -> U. Chicago,All institutions,U. Chicago,2,30,"['55,752', '']","['51,285', '']","['52,656', '']","['51,122', '']","['8,611', '']","['24,631', '']","['5,185', '']","['12,688', '']","['7', '']"
5429,r032,All institutions -> U. Houston,All institutions,U. Houston,2,31,"['30,672', '']","['32,572', '']","['43,378', '']","['50,164', '']","['118', '']","['40,835', '']","['200', '']","['8,637', '']","['374', '']"
5429,r033,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,32,"['41,291', '']","['42,506', '']","['45,062', '']","['44,855', '']","['0', '']","['29,216', '']","['0', '']","['15,639', '']","['0', '']"
5429,r034,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,33,"['38,747', '']","['39,527', '']","['45,573', '']","['43,946', '']","['1,937', '']","['22,061', '']","['0', '']","['19,948', '']","['0', '']"
5429,r035,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,34,"['34,740', '']","['37,542', '']","['38,081', '']","['42,370', '']","['0', '']","['22,953', '']","['0', '']","['19,417', '']","['0', '']"
5429,r036,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,35,"['33,115', '']","['39,938', '']","['41,679', '']","['41,224', '']","['2,213', '']","['12,396', '']","['0', '']","['26,615', '']","['0', '']"
5429,r037,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,36,"['39,032', '']","['37,914', '']","['40,872', '']","['40,964', '']","['0', '']","['21,988', '']","['0', '']","['18,770', '']","['206', '']"
5429,r038,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,37,"['33,807', '']","['35,118', '']","['37,055', '']","['39,979', '']","['613', '']","['22,546', '']","['0', '']","['10,472', '']","['6,348', '']"
5429,r039,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,38,"['46,452', '']","['32,070', '']","['35,369', '']","['37,384', '']","['6,444', '']","['11,983', '']","['6,626', '']","['12,331', '']","['0', '']"
5429,r040,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,39,"['27,698', '']","['29,547', '']","['32,576', '']","['36,262', '']","['18,690', '']","['10,478', '']","['0', '']","['6,991', '']","['103', '']"
5429,r041,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,40,"['31,009', '']","['27,810', '']","['30,415', '']","['34,630', '']","['0', '']","['4,627', '']","['0', '']","['29,883', '']","['120', '']"
5429,r042,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,41,"['37,000', '']","['37,983', '']","['38,229', '']","['34,215', '']","['0', '']","['22,323', '']","['0', '']","['11,892', '']","['0', '']"
5429,r043,All institutions -> Rice U.,All institutions,Rice U.,2,42,"['32,195', '']","['29,448', '']","['34,759', '']","['33,656', '']","['1,276', '']","['16,251', '']","['22', '']","['16,107', '']","['0', '']"
5429,r044,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,43,"['31,873', '']","['26,019', '']","['31,099', '']","['33,389', '']","['1,354', '']","['19,310', '']","['0', '']","['12,725', '']","['0', '']"
5429,r045,All institutions -> Boston U.,All institutions,Boston U.,2,44,"['27,450', '']","['29,879', '']","['30,805', '']","['30,909', '']","['2,677', '']","['14,230', '']","['0', '']","['14,002', '']","['0', '']"
5429,r046,All institutions -> U. Utah,All institutions,U. Utah,2,45,"['25,908', '']","['24,919', 'i']","['54,131', 'i']","['30,170', 'i']","['9,853', 'i']","['18,018', 'i']","['0', 'i']","['0', 'i']","['2,299', 'i']"
5429,r047,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,46,"['24,974', '']","['23,775', '']","['27,285', '']","['29,491', '']","['18,827', '']","['2,401', '']","['0', '']","['4,021', '']","['4,242', '']"
5429,r048,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,47,"['22,383', '']","['24,443', '']","['31,623', '']","['28,757', '']","['4,838', '']","['14,992', '']","['0', '']","['8,927', '']","['0', '']"
5429,r049,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,48,"['31,035', '']","['29,053', '']","['28,951', '']","['28,017', '']","['0', '']","['13,559', '']","['0', '']","['14,458', '']","['0', '']"
5429,r050,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,49,"['32,546', '']","['30,869', '']","['30,196', '']","['27,652', '']","['3,087', '']","['16,058', '']","['0', '']","['8,507', '']","['0', '']"
5429,r051,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,50,"['34,663', '']","['25,154', '']","['26,742', '']","['27,628', '']","['3,424', '']","['11,980', '']","['0', '']","['12,224', '']","['0', '']"
5429,r052,All institutions -> Florida International U.,All institutions,Florida International U.,2,51,"['13,119', '']","['18,688', '']","['24,968', '']","['27,354', '']","['0', '']","['18,412', '']","['0', '']","['8,185', '']","['757', '']"
5429,r053,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,52,"['27,491', '']","['42,277', '']","['40,040', '']","['27,216', '']","['0', '']","['12,374', '']","['0', '']","['14,842', '']","['0', '']"
5429,r054,All institutions -> New York U.,All institutions,New York U.,2,53,"['20,631', '']","['23,915', '']","['26,098', '']","['26,698', '']","['0', '']","['13,753', '']","['0', '']","['12,945', '']","['0', '']"
5429,r055,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,54,"['27,092', '']","['23,212', '']","['26,589', '']","['26,495', '']","['0', '']","['13,607', '']","['0', '']","['10,195', '']","['2,693', '']"
5429,r056,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,55,"['30,701', '']","['25,776', '']","['25,535', '']","['26,366', '']","['7,548', '']","['5,296', '']","['0', '']","['1,386', '']","['12,136', '']"
5429,r057,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,56,"['24,191', '']","['28,112', '']","['26,100', '']","['25,853', '']","['0', '']","['11,631', '']","['427', '']","['13,795', '']","['0', '']"
5429,r058,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,57,"['35,580', '']","['26,313', '']","['29,660', '']","['25,703', '']","['2,229', '']","['6,321', '']","['2,211', '']","['12,903', '']","['2,039', '']"
5429,r059,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,58,"['26,376', '']","['24,779', '']","['26,050', '']","['25,619', '']","['0', '']","['13,030', '']","['0', '']","['12,338', '']","['251', '']"
5429,r060,All institutions -> U. Florida,All institutions,U. Florida,2,59,"['28,062', '']","['25,940', '']","['26,341', '']","['25,532', '']","['1,339', '']","['10,773', '']","['0', '']","['13,128', '']","['292', '']"
5429,r061,All institutions -> U. Delaware,All institutions,U. Delaware,2,60,"['23,387', '']","['23,634', '']","['27,410', '']","['25,192', '']","['1,080', '']","['8,146', '']","['10,537', '']","['5,429', '']","['0', '']"
5429,r062,All institutions -> Washington State U.,All institutions,Washington State U.,2,61,"['32,219', '']","['31,387', '']","['32,628', '']","['24,243', '']","['209', '']","['8,512', '']","['1,111', '']","['12,549', '']","['1,862', '']"
5429,r063,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,62,"['18,453', '']","['21,049', '']","['26,835', '']","['24,214', '']","['39', '']","['14,242', '']","['1,025', '']","['7,831', '']","['1,077', '']"
5429,r064,All institutions -> U. Southern California,All institutions,U. Southern California,2,63,"['16,075', '']","['17,751', '']","['20,109', '']","['23,644', '']","['16', '']","['14,232', '']","['1,433', '']","['5,508', '']","['2,455', '']"
5429,r065,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,64,"['19,270', '']","['21,204', '']","['22,753', '']","['23,464', '']","['0', '']","['11,821', '']","['0', '']","['11,615', '']","['28', '']"
5429,r066,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,65,"['21,811', '']","['22,345', '']","['24,852', '']","['23,401', '']","['0', '']","['12,722', '']","['5,619', '']","['5,060', '']","['0', '']"
5429,r067,All institutions -> U. Iowa,All institutions,U. Iowa,2,66,"['21,629', '']","['25,142', '']","['24,300', '']","['23,226', '']","['712', '']","['5,415', '']","['0', '']","['17,099', '']","['0', '']"
5429,r068,All institutions -> Emory U.,All institutions,Emory U.,2,67,"['21,099', '']","['22,517', '']","['23,150', '']","['22,505', '']","['0', '']","['19,048', '']","['0', '']","['3,433', '']","['24', '']"
5429,r069,All institutions -> Duke U.,All institutions,Duke U.,2,68,"['17,992', '']","['19,322', '']","['21,176', '']","['22,396', '']","['0', '']","['9,809', '']","['0', '']","['12,587', '']","['0', '']"
5429,r070,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,69,"['19,472', '']","['24,133', '']","['23,944', '']","['22,366', '']","['0', '']","['8,252', '']","['0', '']","['13,851', '']","['263', '']"
5429,r071,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,70,"['18,921', '']","['20,096', '']","['19,508', '']","['21,580', '']","['0', '']","['9,207', '']","['291', '']","['11,458', '']","['624', '']"
5429,r072,"All institutions -> U. Tennessee, Knoxville<sup>c</sup>",All institutions,"U. Tennessee, Knoxville<sup>c</sup>",2,71,"['22,091', '']","['24,307', '']","['25,677', '']","['21,239', '']","['0', '']","['6,816', '']","['0', '']","['14,423', '']","['0', '']"
5429,r073,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,72,"['19,855', '']","['18,977', '']","['18,757', '']","['21,219', '']","['0', '']","['9,198', '']","['0', '']","['12,021', '']","['0', '']"
5429,r074,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,73,"['16,426', '']","['17,483', '']","['19,445', '']","['20,709', '']","['0', '']","['7,636', '']","['13', '']","['12,711', '']","['349', '']"
5429,r075,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,74,"['17,949', '']","['17,221', '']","['17,836', '']","['19,395', '']","['4,102', '']","['9,304', '']","['0', '']","['5,727', '']","['262', '']"
5429,r076,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,75,"['13,425', '']","['14,184', '']","['17,976', '']","['19,144', '']","['0', '']","['4,475', '']","['0', '']","['14,669', '']","['0', '']"
5429,r077,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,76,"['12,763', '']","['15,858', '']","['19,017', '']","['19,060', '']","['0', '']","['0', '']","['0', '']","['19,060', '']","['0', '']"
5429,r078,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,77,"['12,061', '']","['14,899', '']","['15,362', '']","['18,739', '']","['0', '']","['12,342', '']","['0', '']","['6,397', '']","['0', '']"
5429,r079,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,78,"['16,304', '']","['20,446', '']","['14,920', '']","['18,586', '']","['0', '']","['11,900', '']","['0', '']","['6,624', '']","['62', '']"
5429,r080,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,79,"['15,352', '']","['16,816', '']","['16,829', '']","['18,546', '']","['0', '']","['5,868', '']","['6,644', '']","['6,034', '']","['0', '']"
5429,r081,All institutions -> Temple U.,All institutions,Temple U.,2,80,"['17,047', '']","['15,235', '']","['16,205', '']","['18,447', '']","['0', '']","['9,606', '']","['0', '']","['6,708', '']","['2,133', '']"
5429,r082,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,81,"['14,000', '']","['13,821', '']","['17,039', '']","['18,278', '']","['13,778', '']","['1,558', '']","['189', '']","['2,753', '']","['0', '']"
5429,r083,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,82,"['12,248', '']","['10,912', '']","['15,021', '']","['17,990', '']","['0', '']","['8,796', '']","['0', '']","['9,194', '']","['0', '']"
5429,r084,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,83,"['14,048', '']","['12,433', '']","['15,515', '']","['17,759', '']","['3,602', '']","['5,614', '']","['32', '']","['5,219', '']","['3,292', '']"
5429,r085,All institutions -> Brown U.,All institutions,Brown U.,2,84,"['18,050', '']","['20,720', '']","['19,259', '']","['17,745', '']","['0', '']","['5,201', '']","['0', '']","['7,968', '']","['4,576', '']"
5429,r086,All institutions -> Catholic U. of America,All institutions,Catholic U. of America,2,85,"['18,592', '']","['19,319', '']","['17,660', '']","['17,669', '']","['0', '']","['659', '']","['0', '']","['12,213', '']","['4,797', '']"
5429,r087,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,86,"['13,273', '']","['16,067', '']","['15,590', '']","['17,257', '']","['0', '']","['5,740', '']","['0', '']","['10,782', '']","['735', '']"
5429,r088,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,87,"['17,562', '']","['16,505', '']","['16,166', '']","['17,037', '']","['0', '']","['9,260', '']","['0', '']","['7,777', '']","['0', '']"
5429,r089,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,88,"['14,693', '']","['17,898', '']","['20,013', '']","['16,895', '']","['0', '']","['10,163', '']","['0', '']","['3,654', '']","['3,078', '']"
5429,r090,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,89,"['12,988', '']","['13,042', '']","['15,338', '']","['15,829', '']","['8,008', '']","['3,563', '']","['510', '']","['3,748', '']","['0', '']"
5429,r091,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,90,"['13,332', '']","['12,602', '']","['14,456', '']","['15,752', '']","['0', '']","['7,868', '']","['0', '']","['7,884', '']","['0', '']"
5429,r092,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,91,"['14,459', '']","['13,107', '']","['13,534', '']","['15,551', '']","['15,424', '']","['57', '']","['0', '']","['0', '']","['70', '']"
5429,r093,All institutions -> Tufts U.,All institutions,Tufts U.,2,92,"['7,207', '']","['68,855', '']","['11,377', '']","['15,438', '']","['281', '']","['10,325', '']","['2,793', '']","['1,621', '']","['418', '']"
5429,r094,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,93,"['9,622', '']","['11,626', '']","['13,220', '']","['15,247', '']","['0', '']","['7,222', '']","['60', '']","['7,842', '']","['123', '']"
5429,r095,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,94,"['14,532', '']","['15,455', '']","['14,408', '']","['15,103', '']","['0', '']","['7,136', '']","['548', '']","['7,419', '']","['0', '']"
5429,r096,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,95,"['14,282', '']","['13,242', '']","['15,894', '']","['13,905', '']","['0', '']","['4,276', '']","['0', '']","['9,629', '']","['0', '']"
5429,r097,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,96,"['12,393', '']","['12,578', '']","['18,059', '']","['13,830', '']","['0', '']","['522', '']","['0', '']","['3,504', '']","['9,804', '']"
5429,r098,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,97,"['11,528', '']","['13,416', '']","['15,682', '']","['13,422', '']","['0', '']","['11,328', '']","['0', '']","['7', '']","['2,087', '']"
5429,r099,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,98,"['10,415', '']","['14,459', '']","['12,963', '']","['13,353', '']","['10,224', '']","['1,300', '']","['0', '']","['1,767', '']","['62', '']"
5429,r100,All institutions -> U. Oregon,All institutions,U. Oregon,2,99,"['13,591', '']","['13,908', '']","['14,773', '']","['12,984', '']","['0', '']","['4,910', '']","['737', '']","['7,248', '']","['89', '']"
5429,r101,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,100,"['12,133', '']","['15,392', '']","['14,339', '']","['12,678', '']","['0', '']","['4,868', '']","['0', '']","['7,810', '']","['0', '']"
5429,r102,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,101,"['9,960', '']","['13,475', '']","['14,413', '']","['12,583', '']","['0', '']","['4,374', '']","['0', '']","['8,209', '']","['0', '']"
5429,r103,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,102,"['16,534', '']","['14,662', '']","['15,038', '']","['12,143', '']","['0', '']","['5,704', '']","['0', '']","['2,554', '']","['3,885', '']"
5429,r104,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,103,"['13,606', '']","['10,951', '']","['14,617', '']","['11,652', '']","['0', '']","['3,994', '']","['0', '']","['7,658', '']","['0', '']"
5429,r105,"All institutions -> U. South Florida, Tampa",All institutions,"U. South Florida, Tampa",2,104,"['11,895', '']","['12,725', '']","['14,060', '']","['11,433', '']","['0', '']","['6,507', '']","['0', '']","['4,213', '']","['713', '']"
5429,r106,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,105,"['10,825', '']","['13,908', '']","['14,464', '']","['11,356', '']","['0', '']","['8,042', '']","['71', '']","['2,855', '']","['388', '']"
5429,r107,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,106,"['9,396', '']","['8,980', '']","['8,796', '']","['11,346', '']","['0', '']","['2,691', '']","['697', '']","['5,398', '']","['2,560', '']"
5429,r108,All institutions -> U. Georgia,All institutions,U. Georgia,2,107,"['11,280', '']","['19,257', '']","['13,275', '']","['11,295', '']","['589', '']","['8,005', '']","['0', '']","['2,701', '']","['0', '']"
5429,r109,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,108,"['12,884', '']","['11,561', '']","['10,617', '']","['11,234', '']","['0', '']","['6,980', '']","['0', '']","['4,254', '']","['0', '']"
5429,r110,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,109,"['13,498', '']","['13,301', '']","['11,644', '']","['11,161', '']","['0', '']","['7,461', '']","['174', '']","['3,526', '']","['0', '']"
5429,r111,All institutions -> Clemson U.,All institutions,Clemson U.,2,110,"['9,963', '']","['12,320', '']","['11,401', '']","['10,823', '']","['0', '']","['4,327', '']","['195', '']","['5,747', '']","['554', '']"
5429,r112,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,111,"['8,992', '']","['10,131', '']","['11,312', '']","['10,381', '']","['21', '']","['6,041', '']","['718', '']","['3,475', '']","['126', '']"
5429,r113,All institutions -> Jackson State U.,All institutions,Jackson State U.,2,112,"['7,259', '']","['8,859', '']","['9,159', '']","['9,903', '']","['0', '']","['8,452', '']","['0', '']","['1,451', '']","['0', '']"
5429,r114,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,113,"['8,332', '']","['9,667', '']","['9,454', '']","['9,791', '']","['0', '']","['5,478', '']","['0', '']","['4,313', '']","['0', '']"
5429,r115,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,114,"['8,398', '']","['8,503', '']","['8,458', '']","['9,784', '']","['0', '']","['5,180', '']","['0', '']","['4,604', '']","['0', '']"
5429,r116,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,115,"['8,772', '']","['9,520', '']","['9,099', '']","['9,692', '']","['263', '']","['5,140', '']","['4', '']","['3,807', '']","['478', '']"
5429,r117,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,116,"['12,506', '']","['10,496', '']","['9,935', '']","['9,591', '']","['0', '']","['5,164', '']","['0', '']","['3,361', '']","['1,066', '']"
5429,r118,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,117,"['6,594', '']","['11,017', '']","['10,153', '']","['9,566', '']","['480', '']","['3,903', '']","['107', '']","['4,235', '']","['841', '']"
5429,r119,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,118,"['10,684', 'i']","['10,266', '']","['9,838', '']","['9,384', '']","['0', '']","['2,502', '']","['0', '']","['6,866', '']","['16', '']"
5429,r120,All institutions -> Boston C.,All institutions,Boston C.,2,119,"['8,233', '']","['8,313', '']","['9,572', '']","['9,306', '']","['0', '']","['7,492', '']","['0', '']","['1,814', '']","['0', '']"
