table_id,row_id,institution,beihang_u_,beijing_institute_of_technology,beijing_jiaotong_u_,beijing_u_posts_and_telecommunications,beijing_u_technology,cas_institute_of_automation,cnrs,carnegie_mellon_u_,central_south_u_,chinese_academy_of_sciences,chinese_u_hong_kong,chongqing_u_,city_u_hong_kong,dalian_u_technology,fudan_u_,georgia_institute_of_technology,harbin_engineering_u_,harbin_institute_of_technology,harvard_u_,hefei_u_technology,hong_kong_polytechnic_u_,huazhong_u_science_and_technology,ibm,imperial_c_london,institut_mines_t_l_com,institut_national_de_recherche_en_informatique_et_en_automatique,jilin_u_,ku_leuven,massachusetts_institute_of_technology,microsoft_usa,nanjing_u_,nanjing_u_aeronautics_and_astronautics,nanjing_u_posts_and_telecommunications,nanjing_u_science_and_technology,nanyang_technological_u_,national_research_council_of_italy,national_u_defense_technology,national_u_singapore,north_china_electric_power_u_,northeastern_u_china,northwestern_polytechnical_u_xi_an,osaka_u_,peking_u_,polytechnic_u_catalonia,shandong_u_,shanghai_jiao_tong_u_,shanghai_u_,shenzhen_u_,sichuan_u_,sorbonne_universit_,south_china_u_technology,southeast_u_nanjing,southwest_jiaotong_u_,stanford_u_,state_grid_corporation_of_china,sun_yat_sen_u_,swiss_federal_institute_of_technology_zurich,technical_u_munich,tianjin_u_,tokyo_institute_of_technology,tongji_u_,tsinghua_u_,u_c_london,u_california_at_berkeley,u_chinese_academy_of_sciences,u_electronic_science_and_technology_of_china,u_granada,u_illinois_at_urbana_champaign,u_new_south_wales,u_oxford,u_science_and_technology_beijing,u_science_and_technology_of_china,u_southern_california,u_sydney,u_technology_sydney,u_tokyo_the,universit_f_d_rale_toulouse_midi_pyr_n_es,universit_paris_saclay,waseda_u_,wuhan_u_,wuhan_u_technology,xi_an_jiaotong_u_,xidian_u_,zhejiang_u_
10065,r066,U. Electronic Science and Technology of China,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,84,0,0,0,0,0,0,0,0,0,0,159,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r067,U. Granada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r068,U. Illinois at Urbana-Champaign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
10065,r069,U. New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,145,0,0,0,0,0,0,0,0,0
10065,r070,U. Oxford,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r071,U. Science and Technology Beijing,62,0,0,0,0,124,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r072,U. Science and Technology of China,0,0,0,0,0,0,0,0,0,775,0,0,109,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r073,U. Southern California,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,r074,U. Sydney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0
10065,r075,U. Technology Sydney,0,61,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,106,0,0,0,0,0,0,0,0,0,61
10065,r076,"U. Tokyo, The",0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0
10065,r077,Université Fédérale Toulouse Midi-Pyrénées,0,0,0,0,0,0,1896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0
10065,r078,Université Paris-Saclay,0,0,0,0,0,0,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
10065,r079,Waseda U.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0
10065,r080,Wuhan U.,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0
10065,r081,Wuhan U. Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0
10065,r082,Xi'an Jiaotong U.,0,0,0,0,0,51,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0
10065,r083,Xidian U.,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0
10065,r084,Zhejiang U.,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,89,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0
