table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_level_4,_b_field_b_hierarchy_depth,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021
7952,r013,All R&D fields -> Science -> Life sciences -> Natural resources and conservation<sup>a</sup>,All R&D fields,Science,Life sciences,Natural resources and conservation<sup>a</sup>,4,na,na,na,na,na,na,316604,271470,320412,369968,410797,429905
7952,r014,All R&D fields -> Science -> Life sciences -> Life sciences nec,All R&D fields,Science,Life sciences,Life sciences nec,4,1096560,1222539,1192918,1224078,1204098,1240227,700679,631961,628002,640975,701706,783293
7952,r015,All R&D fields -> Science -> Mathematics and statistics,All R&D fields,Science,Mathematics and statistics,,3,417775,458966,490534,464608,441383,424522,444392,437047,456793,467027,485574,475827
7952,r016,All R&D fields -> Science -> Physical sciences,All R&D fields,Science,Physical sciences,,3,3384275,3527330,3474586,3311054,3155599,3111777,3288095,3384806,3472575,3691480,3790522,3852415
7952,r017,All R&D fields -> Science -> Physical sciences -> Astronomy and astrophysics,All R&D fields,Science,Physical sciences,Astronomy and astrophysics,4,405954,408963,535180,400294,380884,403025,417930,441522,454476,514408,542970,509733
7952,r018,All R&D fields -> Science -> Physical sciences -> Chemistry,All R&D fields,Science,Physical sciences,Chemistry,4,1200120,1243767,1213495,1135108,1080513,1095296,1097435,1098023,1130063,1182645,1167474,1239825
7952,r019,All R&D fields -> Science -> Physical sciences -> Materials science<sup>a</sup>,All R&D fields,Science,Physical sciences,Materials science<sup>a</sup>,4,na,na,na,na,na,na,111806,142472,162048,165880,157047,174331
7952,r020,All R&D fields -> Science -> Physical sciences -> Physics,All R&D fields,Science,Physical sciences,Physics,4,1557421,1660377,1532612,1567937,1509916,1463084,1525643,1549446,1570701,1657750,1735972,1767740
7952,r021,All R&D fields -> Science -> Physical sciences -> Physical sciences nec,All R&D fields,Science,Physical sciences,Physical sciences nec,4,220780,214223,193299,207715,184286,150372,135281,153343,155287,170797,187059,160786
7952,r022,All R&D fields -> Science -> Psychology,All R&D fields,Science,Psychology,,3,758520,835448,859500,776402,752501,763632,765247,764711,760316,790279,808948,812660
7952,r023,All R&D fields -> Science -> Social sciences,All R&D fields,Science,Social sciences,,3,901009,947176,915874,897585,917670,921751,899559,932628,937739,938459,968843,955852
7952,r024,All R&D fields -> Science -> Social sciences -> Anthropology<sup>a</sup>,All R&D fields,Science,Social sciences,Anthropology<sup>a</sup>,4,na,na,na,na,na,na,39602,38712,43461,43001,38891,29533
7952,r025,All R&D fields -> Science -> Social sciences -> Economics,All R&D fields,Science,Social sciences,Economics,4,127858,148737,144446,137236,138806,149567,112576,110739,102145,91716,120818,137555
7952,r026,All R&D fields -> Science -> Social sciences -> Political science and government,All R&D fields,Science,Social sciences,Political science and government,4,152547,148643,141267,143356,145662,136482,103691,103870,98301,86705,78387,86443
7952,r027,"All R&D fields -> Science -> Social sciences -> Sociology, demography, and population studies",All R&D fields,Science,Social sciences,"Sociology, demography, and population studies",4,226462,232834,247739,237479,251800,262243,268827,280561,285148,289744,253097,232318
7952,r028,All R&D fields -> Science -> Social sciences -> Social sciences nec,All R&D fields,Science,Social sciences,Social sciences nec,4,394142,416962,382422,379514,381402,373459,374863,398746,408684,427293,477650,470003
7952,r029,All R&D fields -> Science -> Sciences nec,All R&D fields,Science,Sciences nec,,3,438778,465233,439085,440907,422427,445829,465328,395190,348891,365007,361435,374088
7952,r030,All R&D fields -> Engineering,All R&D fields,Engineering,,,2,5718852,6275548,6442986,6499575,6424206,6458636,6583093,6828730,7093674,7668193,8121089,8714829
7952,r031,"All R&D fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All R&D fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,466991,504536,501722,513134,474601,516035,623637,659882,678126,820576,956477,1110088
7952,r032,All R&D fields -> Engineering -> Bioengineering and biomedical engineering,All R&D fields,Engineering,Bioengineering and biomedical engineering,,3,470432,515611,552555,556651,606940,606681,651534,725241,791996,879999,906111,960152
7952,r033,All R&D fields -> Engineering -> Chemical engineering,All R&D fields,Engineering,Chemical engineering,,3,421269,490918,504753,478542,471558,462813,467519,471749,461480,498223,521895,572307
7952,r034,All R&D fields -> Engineering -> Civil engineering,All R&D fields,Engineering,Civil engineering,,3,460880,544992,570303,578390,577958,570405,591837,557671,590886,621055,606804,664620
7952,r035,"All R&D fields -> Engineering -> Electrical, electronic, and communications engineering",All R&D fields,Engineering,"Electrical, electronic, and communications engineering",,3,1373311,1511458,1601917,1642771,1742317,1771541,1742704,1891348,1981211,2049393,2143820,2209153
7952,r036,All R&D fields -> Engineering -> Industrial and manufacturing engineering<sup>a</sup>,All R&D fields,Engineering,Industrial and manufacturing engineering<sup>a</sup>,,3,na,na,na,na,na,na,147192,186352,306768,366712,384571,384142
7952,r037,All R&D fields -> Engineering -> Mechanical engineering,All R&D fields,Engineering,Mechanical engineering,,3,953244,1032641,1035551,1061270,946699,957328,861039,937849,993245,1055663,1160473,1274012
7952,r038,All R&D fields -> Engineering -> Metallurgical and materials engineering,All R&D fields,Engineering,Metallurgical and materials engineering,,3,429412,455722,462246,465657,494403,501180,442377,440746,464475,483774,504486,559447
7952,r039,All R&D fields -> Engineering -> Engineering nec,All R&D fields,Engineering,Engineering nec,,3,1143313,1219670,1213939,1203160,1109730,1072653,1055254,957892,825487,892798,936452,980908
7952,r040,All R&D fields -> Non-S&E,All R&D fields,Non-S&E,,,2,967151,1119656,1202227,1181558,1136854,1071197,1112463,1215880,1247818,1242798,1235978,1364942
7952,r041,All R&D fields -> Non-S&E -> Business management and business administration,All R&D fields,Non-S&E,Business management and business administration,,3,86440,99661,96659,95268,77292,69856,68284,69111,71786,73187,74136,97277
7952,r042,All R&D fields -> Non-S&E -> Communication and communications technologies,All R&D fields,Non-S&E,Communication and communications technologies,,3,41339,53266,53337,51060,54334,42461,36764,61311,34258,35637,39758,39337
7952,r043,All R&D fields -> Non-S&E -> Education,All R&D fields,Non-S&E,Education,,3,535744,632117,689060,666506,663543,644087,624470,653074,680404,668080,670060,701430
7952,r044,All R&D fields -> Non-S&E -> Humanities,All R&D fields,Non-S&E,Humanities,,3,57510,61420,67692,76804,75113,59961,57171,59051,50006,49812,53690,56658
7952,r045,All R&D fields -> Non-S&E -> Law,All R&D fields,Non-S&E,Law,,3,19338,27388,24575,22522,23731,24414,26081,33021,50933,31866,26695,28777
7952,r046,All R&D fields -> Non-S&E -> Social work,All R&D fields,Non-S&E,Social work,,3,94422,105661,109359,111693,109172,101662,95300,110679,114294,133072,140779,165278
7952,r047,All R&D fields -> Non-S&E -> Visual and performing arts,All R&D fields,Non-S&E,Visual and performing arts,,3,4843,6521,10435,7039,9049,8603,8585,8334,10798,9105,15121,11476
7952,r048,All R&D fields -> Non-S&E -> Non-S&E nec,All R&D fields,Non-S&E,Non-S&E nec,,3,127515,133622,151110,150666,124620,120153,195808,221299,235339,242039,215739,264709
