table_id,row_id,time_period,_b_total_b_level_1,_b_total_b_level_2,_b_total_b_hierarchy_depth,value
5390,r070,2015,Nonfederal,Basic research,2,19096965
5390,r071,2015,Nonfederal,Applied research,2,7904583
5390,r072,2015,Nonfederal,Experimental development,2,3701532
5390,r073,2016,Total,All R&D expenditures,2,71767849
5390,r074,2016,Total,Basic research,2,45509703
5390,r075,2016,Total,Applied research,2,19636032
5390,r076,2016,Total,Experimental development,2,6622114
5390,r077,2016,Federal,All R&D expenditures,2,38788615
5390,r078,2016,Federal,Basic research,2,25162233
5390,r079,2016,Federal,Applied research,2,10734361
5390,r080,2016,Federal,Experimental development,2,2892021
5390,r081,2016,Nonfederal,All R&D expenditures,2,32979234
5390,r082,2016,Nonfederal,Basic research,2,20347470
5390,r083,2016,Nonfederal,Applied research,2,8901671
5390,r084,2016,Nonfederal,Experimental development,2,3730093
5390,r085,2017,Total,All R&D expenditures,2,75147144
5390,r086,2017,Total,Basic research,2,46911936
5390,r087,2017,Total,Applied research,2,21091214
5390,r088,2017,Total,Experimental development,2,7143994
5390,r089,2017,Federal,All R&D expenditures,2,40248797
5390,r090,2017,Federal,Basic research,2,25848424
5390,r091,2017,Federal,Applied research,2,11397515
5390,r092,2017,Federal,Experimental development,2,3002858
5390,r093,2017,Nonfederal,All R&D expenditures,2,34898347
5390,r094,2017,Nonfederal,Basic research,2,21063512
5390,r095,2017,Nonfederal,Applied research,2,9693699
5390,r096,2017,Nonfederal,Experimental development,2,4141136
5390,r097,2018,Total,All R&D expenditures,2,79026269
5390,r098,2018,Total,Basic research,2,49617836
5390,r099,2018,Total,Applied research,2,22007522
5390,r100,2018,Total,Experimental development,2,7400911
5390,r101,2018,Federal,All R&D expenditures,2,41863137
5390,r102,2018,Federal,Basic research,2,26900830
5390,r103,2018,Federal,Applied research,2,11863786
5390,r104,2018,Federal,Experimental development,2,3098521
5390,r105,2018,Nonfederal,All R&D expenditures,2,37163132
5390,r106,2018,Nonfederal,Basic research,2,22717006
5390,r107,2018,Nonfederal,Applied research,2,10143736
5390,r108,2018,Nonfederal,Experimental development,2,4302390
5390,r109,2019,Total,All R&D expenditures,2,83534148
5390,r110,2019,Total,Basic research,2,52503832
5390,r111,2019,Total,Applied research,2,23350391
5390,r112,2019,Total,Experimental development,2,7679925
5390,r113,2019,Federal,All R&D expenditures,2,44482526
5390,r114,2019,Federal,Basic research,2,28645680
5390,r115,2019,Federal,Applied research,2,12556103
5390,r116,2019,Federal,Experimental development,2,3280743
5390,r117,2019,Nonfederal,All R&D expenditures,2,39051622
5390,r118,2019,Nonfederal,Basic research,2,23858152
5390,r119,2019,Nonfederal,Applied research,2,10794288
5390,r120,2019,Nonfederal,Experimental development,2,4399182
5390,r121,2020,Total,All R&D expenditures,2,86296178
5390,r122,2020,Total,Basic research,2,54132952
5390,r123,2020,Total,Applied research,2,24118269
5390,r124,2020,Total,Experimental development,2,8044957
5390,r125,2020,Federal,All R&D expenditures,2,46143829
5390,r126,2020,Federal,Basic research,2,29311388
5390,r127,2020,Federal,Applied research,2,13074455
5390,r128,2020,Federal,Experimental development,2,3757986
5390,r129,2020,Nonfederal,All R&D expenditures,2,40152349
5390,r130,2020,Nonfederal,Basic research,2,24821564
5390,r131,2020,Nonfederal,Applied research,2,11043814
5390,r132,2020,Nonfederal,Experimental development,2,4286971
