table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_anthropology,field_economics,field_political_science,field_sociology,field_other_social_sciences
3880,r033,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,687.6,0.0,0.0,0.0,0.0,687.6
3880,r034,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,72062.6,2847.2,0.0,0.0,14490.5,54725.0
3880,r035,All agencies -> Departments -> Department of Justice -> Bureau of Prisons,All agencies,Departments,Department of Justice,Bureau of Prisons,,4,1249.0,0.0,0.0,0.0,1249.0,0.0
3880,r036,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,70813.6,2847.2,0.0,0.0,13241.5,54725.0
3880,r037,All agencies -> Departments -> Department of Labor,All agencies,Departments,Department of Labor,,,3,4366.1,0.0,2642.1,0.0,0.0,1724.0
3880,r038,All agencies -> Departments -> Department of Labor -> Employee Benefits Security Administration,All agencies,Departments,Department of Labor,Employee Benefits Security Administration,,4,2642.1,0.0,2642.1,0.0,0.0,0.0
3880,r039,All agencies -> Departments -> Department of Labor -> Occupational Safety and Health Administration,All agencies,Departments,Department of Labor,Occupational Safety and Health Administration,,4,1724.0,0.0,0.0,0.0,0.0,1724.0
3880,r040,All agencies -> Departments -> Department of State,All agencies,Departments,Department of State,,,3,2200.0,0.0,0.0,0.0,2200.0,0.0
3880,r041,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,1596.8,0.0,0.0,0.0,0.0,1596.8
3880,r042,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,1596.8,0.0,0.0,0.0,0.0,1596.8
3880,r043,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,
3880,r044,All agencies -> Other agencies -> Agency for International Development,All agencies,Other agencies,Agency for International Development,,,3,12904.0,0.0,0.0,0.0,4590.0,8314.0
3880,r045,All agencies -> Other agencies -> Appalachian Regional Commission,All agencies,Other agencies,Appalachian Regional Commission,,,3,898.9,0.0,898.9,0.0,0.0,0.0
3880,r046,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,2338.3,0.0,2338.3,0.0,0.0,0.0
3880,r047,All agencies -> Other agencies -> Federal Communications Commission,All agencies,Other agencies,Federal Communications Commission,,,3,130.3,0.0,130.3,0.0,0.0,0.0
3880,r048,All agencies -> Other agencies -> Federal Trade Commission,All agencies,Other agencies,Federal Trade Commission,,,3,6003.2,0.0,6003.2,0.0,0.0,0.0
3880,r049,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,193348.8,20305.1,25063.1,10281.0,13973.1,123726.6
3880,r050,All agencies -> Other agencies -> Smithsonian Institution,All agencies,Other agencies,Smithsonian Institution,,,3,11571.0,11571.0,0.0,0.0,0.0,0.0
3880,r051,All agencies -> Other agencies -> Social Security Administration,All agencies,Other agencies,Social Security Administration,,,3,146241.0,0.0,0.0,0.0,146241.0,0.0
3880,r052,All agencies -> Other agencies -> U.S. Agency for Global Media,All agencies,Other agencies,U.S. Agency for Global Media,,,3,6107.0,0.0,0.0,0.0,0.0,6107.0
