table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_copyrights_very_important,field_copyrights_somewhat_important,field_copyrights_not_important,field_trade_secrets_very_important,field_trade_secrets_somewhat_important,field_trade_secrets_not_important,field_mask_works_very_important,field_mask_works_somewhat_important,field_mask_works_not_important
776,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,17.7,55.7,26.6,36.0,36.6,27.4,,,76.4
776,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,22.8,39.0,38.2,51.9,24.0,24.0,0.0,8.1,91.9
776,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,,,,,S,,S,S,S
776,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,,,42.0,46.4,,,0.0,0.0,100.0
776,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,48.9,32.4,18.8,48.4,33.6,18.0,2.6,6.7,90.7
776,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,57.8,27.6,14.5,51.4,40.4,8.2,1.2,4.3,94.5
776,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,100.0,0.0,0.0,,0.0,,0.0,0.0,100.0
776,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,57.5,27.8,14.7,51.7,40.7,7.6,1.2,4.3,94.4
776,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,S,S,S,S,S,S,,,S
776,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,49.6,28.3,22.1,52.0,32.1,15.9,3.7,8.6,87.7
776,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,42.1,26.2,31.7,42.1,21.0,36.9,5.2,9.8,85.0
776,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,22.8,34.9,42.3,60.7,23.3,16.0,,,
776,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,51.9,,,,,,,0.0,
776,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,,,,100.0,0.0,0.0,0.0,0.0,100.0
776,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,58.0,,,,,,,0.0,
776,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,18.4,36.6,45.0,55.9,22.1,22.0,4.3,9.8,85.9
776,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,20.2,18.3,61.4,36.8,16.2,47.0,3.8,5.7,90.5
776,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,28.9,36.9,34.2,61.1,17.4,21.5,8.3,4.6,87.1
776,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,12.8,44.3,42.9,59.8,20.1,20.1,3.4,12.6,84.1
776,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,15.5,25.8,58.7,57.0,11.5,31.5,2.6,4.7,92.6
776,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,11.1,52.8,36.1,61.5,24.0,14.5,3.8,16.2,80.0
776,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,38.1,,,32.5,28.8,38.7,0.0,,
776,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,19.1,21.7,59.2,47.5,42.5,9.9,1.3,12.0,86.7
776,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,18.5,25.6,55.9,54.0,15.8,30.2,,,86.8
776,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81",29.2,22.5,48.4,41.5,23.5,35.0,3.4,7.7,88.8
776,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,28.1,34.7,37.2,58.9,25.7,15.4,5.3,10.0,84.6
776,r074,All companies (number of domestic employees) -> Micro companies<sup>a</sup>,All companies (number of domestic employees),Micro companies<sup>a</sup>,,,,2,,,,,,,,,,
776,r075,All companies (number of domestic employees) -> Micro companies<sup>a</sup> -> 5&#8211;9,All companies (number of domestic employees),Micro companies<sup>a</sup>,5&#8211;9,,,3,–,13.9,30.1,56.0,71.6,10.9,17.5,5.0,12.2,82.8
776,r076,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,,,,,,,,,
776,r077,All companies (number of domestic employees) -> Small companies -> 10&#8211;19,All companies (number of domestic employees),Small companies,10&#8211;19,,,3,–,19.9,40.1,40.1,62.1,19.6,18.2,4.7,13.4,82.0
776,r078,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,34.7,31.0,34.3,63.8,22.2,14.0,5.9,7.1,87.0
776,r079,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,,,,,,,,,
776,r080,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,23.7,29.3,46.9,43.8,42.7,13.6,6.6,6.6,86.8
776,r081,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,26.4,32.0,41.6,56.8,24.1,19.1,5.0,9.1,86.0
776,r082,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,,,,,,,,,
776,r083,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,25.1,40.7,34.1,53.8,27.7,18.5,3.4,18.0,78.6
776,r084,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,37.4,33.3,29.3,62.1,23.6,14.3,6.4,10.4,83.2
776,r085,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,33.6,41.8,24.6,69.0,20.0,11.1,4.4,9.0,86.6
776,r086,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,34.8,48.7,16.5,66.2,26.0,7.8,7.5,11.1,81.4
776,r087,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,43.6,43.5,12.9,82.0,12.3,5.7,3.8,8.0,88.2
776,r088,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,53.4,32.6,14.0,80.9,7.4,11.7,7.6,7.4,84.9
