table_id,row_id,location_full_path,location_level_1,location_level_2,location_level_3,location_hierarchy_depth,field_total,field_paid_for_by_the_company,field_paid_for_by_others
2730,r021,Total -> Asia and Pacific -> New Zealand,Total,Asia and Pacific,New Zealand,3,"['154', '  ']","['123', '  ']","['31', '  ']"
2730,r022,Total -> Asia and Pacific -> Singapore,Total,Asia and Pacific,Singapore,3,"['3,889', '  ']","['3,625', '  ']","['264', '  ']"
2730,r023,Total -> Asia and Pacific -> South Korea,Total,Asia and Pacific,South Korea,3,"['1,381', '  ']","['1,244', '  ']","['137', '  ']"
2730,r024,Total -> Asia and Pacific -> Taiwan,Total,Asia and Pacific,Taiwan,3,"['1,772', '  ']","['1,655', '  ']","['117', '  ']"
2730,r025,Total -> Asia and Pacific -> Thailand,Total,Asia and Pacific,Thailand,3,"['362', '  ']","['342', '  ']","['19', '  ']"
2730,r026,Total -> Asia and Pacific -> Other Asian/Pacific locations,Total,Asia and Pacific,Other Asian/Pacific locations,3,"['905', '  ']","['884', '  ']","['21', '  ']"
2730,r027,Total -> Europe,Total,Europe,,2,"['47,805', '  ']","['41,389', '  ']","['6,416', '  ']"
2730,r028,Total -> Europe -> Austria,Total,Europe,Austria,3,"['746', '  ']","['686', '  ']","['60', '  ']"
2730,r029,Total -> Europe -> Belgium,Total,Europe,Belgium,3,"['2,549', '  ']","['2,335', '  ']","['214', '  ']"
2730,r030,Total -> Europe -> Czechia,Total,Europe,Czechia,3,"['547', '  ']","['474', '  ']","['73', '  ']"
2730,r031,Total -> Europe -> Denmark,Total,Europe,Denmark,3,"['641', '  ']","['607', '  ']","['34', '  ']"
2730,r032,Total -> Europe -> Finland,Total,Europe,Finland,3,"['578', '  ']","['535', '  ']","['43', '  ']"
2730,r033,Total -> Europe -> France,Total,Europe,France,3,"['3,332', '  ']","['2,783', '  ']","['549', '  ']"
2730,r034,Total -> Europe -> Germany,Total,Europe,Germany,3,"['8,391', '  ']","['7,820', '  ']","['572', '  ']"
2730,r035,Total -> Europe -> Hungary,Total,Europe,Hungary,3,"['238', '  ']","['165', '  ']","['73', '  ']"
2730,r036,Total -> Europe -> Ireland,Total,Europe,Ireland,3,"['4,043', '  ']","['3,898', '  ']","['146', '  ']"
2730,r037,Total -> Europe -> Italy,Total,Europe,Italy,3,"['1,670', '  ']","['1,385', '  ']","['285', '  ']"
2730,r038,Total -> Europe -> Luxembourg,Total,Europe,Luxembourg,3,"['259', '  ']","['252', '  ']","['8', '  ']"
2730,r039,Total -> Europe -> Netherlands,Total,Europe,Netherlands,3,"['2,289', '  ']","['1,896', '  ']","['393', '  ']"
2730,r040,Total -> Europe -> Norway,Total,Europe,Norway,3,"['391', '  ']","['380', '  ']","['11', '  ']"
2730,r041,Total -> Europe -> Poland,Total,Europe,Poland,3,"['854', '  ']","['672', '  ']","['182', '  ']"
2730,r042,Total -> Europe -> Russia,Total,Europe,Russia,3,"['450', '  ']","['321', '  ']","['128', '  ']"
2730,r043,Total -> Europe -> Spain,Total,Europe,Spain,3,"['1,168', '  ']","['888', '  ']","['281', '  ']"
2730,r044,Total -> Europe -> Sweden,Total,Europe,Sweden,3,"['1,311', '  ']","['1,219', '  ']","['92', '  ']"
2730,r045,Total -> Europe -> Switzerland,Total,Europe,Switzerland,3,"['4,434', '  ']","['3,888', '  ']","['546', '  ']"
2730,r046,Total -> Europe -> Turkey,Total,Europe,Turkey,3,"['109', '  ']","['82', '  ']","['26', '  ']"
2730,r047,Total -> Europe -> United Kingdom,Total,Europe,United Kingdom,3,"['11,278', '  ']","['8,931', '  ']","['2,347', '  ']"
2730,r048,Total -> Europe -> Other European locations,Total,Europe,Other European locations,3,"['2,527', '  ']","['2,175', '  ']","['352', '  ']"
2730,r049,Total -> Middle East,Total,Middle East,,2,"['5,353', '  ']","['5,245', '  ']","['107', '  ']"
2730,r050,Total -> Middle East -> Israel,Total,Middle East,Israel,3,"['5,099', '  ']","['5,004', '  ']","['95', '  ']"
2730,r051,Total -> Middle East -> Other Middle Eastern locations,Total,Middle East,Other Middle Eastern locations,3,"['253', '  ']","['241', '  ']","['12', '  ']"
2730,r052,Total -> Undistributed,Total,Undistributed,,2,"['777', 'i ']","['702', 'i ']","['75', 'i ']"
