table_id,row_id,_b_detailed_field_b_full_path,_b_detailed_field_b_level_1,_b_detailed_field_b_level_2,_b_detailed_field_b_level_3,_b_detailed_field_b_level_4,_b_detailed_field_b_level_5,_b_detailed_field_b_hierarchy_depth,field_total_number,field_total_percent,field_u_s_citizens_and_permanent_residents_hispanic_or_latino_number,field_u_s_citizens_and_permanent_residents_hispanic_or_latino_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white_percent,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race_number,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race_percent,field_u_s_citizens_and_permanent_residents_unknown_ethnicity_and_race_number,field_u_s_citizens_and_permanent_residents_unknown_ethnicity_and_race_percent,field_temporary_visa_holders_number,field_temporary_visa_holders_percent
10693,r011,All detailed fields -> Science -> Biological and biomedical sciences -> Biostatistics and bioinformatics ,All detailed fields,Science,Biological and biomedical sciences,Biostatistics and bioinformatics ,,4,7651,1.0,397,0.6,7,0.3,1072,1.7,230,0.5,8,1.1,2051,0.7,172,0.9,255,1.1,3459,1.2
10693,r012,All detailed fields -> Science -> Biological and biomedical sciences -> Biotechnology,All detailed fields,Science,Biological and biomedical sciences,Biotechnology,,4,4021,0.5,417,0.6,6,0.3,580,0.9,308,0.7,2,0.3,1240,0.4,129,0.7,159,0.7,1180,0.4
10693,r013,All detailed fields -> Science -> Biological and biomedical sciences -> Botany and plant biology,All detailed fields,Science,Biological and biomedical sciences,Botany and plant biology,,4,1670,0.2,145,0.2,5,0.2,83,0.1,38,0.1,1,0.1,778,0.3,50,0.3,48,0.2,522,0.2
10693,r014,"All detailed fields -> Science -> Biological and biomedical sciences -> Cell, cellular biology, and anatomical sciences",All detailed fields,Science,Biological and biomedical sciences,"Cell, cellular biology, and anatomical sciences",,4,6511,0.8,784,1.1,18,0.9,690,1.1,267,0.6,9,1.2,2816,1.0,187,1.0,219,0.9,1521,0.5
10693,r015,All detailed fields -> Science -> Biological and biomedical sciences -> Ecology and population biology,All detailed fields,Science,Biological and biomedical sciences,Ecology and population biology,,4,3866,0.5,357,0.5,15,0.7,167,0.3,130,0.3,5,0.7,2325,0.8,125,0.6,103,0.4,639,0.2
10693,r016,All detailed fields -> Science -> Biological and biomedical sciences -> Epidemiology,All detailed fields,Science,Biological and biomedical sciences,Epidemiology,,4,6057,0.8,607,0.9,8,0.4,814,1.3,545,1.2,8,1.1,2221,0.8,186,1.0,176,0.8,1492,0.5
10693,r017,All detailed fields -> Science -> Biological and biomedical sciences -> Genetics,All detailed fields,Science,Biological and biomedical sciences,Genetics,,4,3333,0.4,326,0.5,5,0.2,312,0.5,148,0.3,2,0.3,1622,0.6,113,0.6,95,0.4,710,0.2
10693,r018,All detailed fields -> Science -> Biological and biomedical sciences -> Microbiological sciences and immunology,All detailed fields,Science,Biological and biomedical sciences,Microbiological sciences and immunology,,4,6492,0.8,830,1.2,21,1.0,606,1.0,349,0.8,4,0.5,3119,1.1,223,1.2,240,1.0,1100,0.4
10693,r019,All detailed fields -> Science -> Biological and biomedical sciences -> Molecular biology,All detailed fields,Science,Biological and biomedical sciences,Molecular biology,,4,1639,0.2,213,0.3,2,0.1,187,0.3,87,0.2,3,0.4,654,0.2,52,0.3,44,0.2,397,0.1
10693,r020,All detailed fields -> Science -> Biological and biomedical sciences -> Neurobiology and neuroscience,All detailed fields,Science,Biological and biomedical sciences,Neurobiology and neuroscience,,4,6448,0.8,787,1.1,14,0.7,663,1.1,320,0.7,1,0.1,2992,1.1,246,1.3,207,0.9,1218,0.4
10693,r021,All detailed fields -> Science -> Biological and biomedical sciences -> Nutrition science,All detailed fields,Science,Biological and biomedical sciences,Nutrition science,,4,3955,0.5,442,0.6,7,0.3,263,0.4,190,0.4,5,0.7,2083,0.7,111,0.6,153,0.7,701,0.2
10693,r022,All detailed fields -> Science -> Biological and biomedical sciences -> Pathology and experimental pathology,All detailed fields,Science,Biological and biomedical sciences,Pathology and experimental pathology,,4,1023,0.1,94,0.1,3,0.1,92,0.1,50,0.1,2,0.3,467,0.2,26,0.1,54,0.2,235,0.1
10693,r023,All detailed fields -> Science -> Biological and biomedical sciences -> Pharmacology and toxicology,All detailed fields,Science,Biological and biomedical sciences,Pharmacology and toxicology,,4,3405,0.4,317,0.5,8,0.4,367,0.6,212,0.5,1,0.1,1365,0.5,101,0.5,116,0.5,918,0.3
10693,r024,All detailed fields -> Science -> Biological and biomedical sciences -> Physiology,All detailed fields,Science,Biological and biomedical sciences,Physiology,,4,5912,0.7,506,0.7,12,0.6,600,1.0,433,1.0,8,1.1,2694,1.0,199,1.0,217,0.9,1243,0.4
10693,r025,All detailed fields -> Science -> Biological and biomedical sciences -> Zoology and animal biology,All detailed fields,Science,Biological and biomedical sciences,Zoology and animal biology,,4,2059,0.3,163,0.2,7,0.3,73,0.1,59,0.1,0,0.0,1266,0.5,69,0.4,50,0.2,372,0.1
10693,r026,All detailed fields -> Science -> Biological and biomedical sciences -> Biological and biomedical sciences nec,All detailed fields,Science,Biological and biomedical sciences,Biological and biomedical sciences nec,,4,5453,0.7,629,0.9,16,0.8,558,0.9,628,1.4,12,1.6,2328,0.8,221,1.1,195,0.8,866,0.3
10693,r027,All detailed fields -> Science -> Computer and information sciences,All detailed fields,Science,Computer and information sciences,,,3,150555,18.9,5615,8.1,121,5.8,13558,22.1,5590,12.7,93,12.6,25030,9.0,2028,10.5,3359,14.3,95161,31.9
10693,r028,"All detailed fields -> Science -> Computer and information sciences -> Artificial intelligence, informatics, and computer and information science topics ",All detailed fields,Science,Computer and information sciences,"Artificial intelligence, informatics, and computer and information science topics ",,4,6142,0.8,250,0.4,7,0.3,585,1.0,238,0.5,4,0.5,1298,0.5,112,0.6,139,0.6,3509,1.2
10693,r029,All detailed fields -> Science -> Computer and information sciences -> Computer and information sciences,All detailed fields,Science,Computer and information sciences,Computer and information sciences,,4,46151,5.8,1549,2.2,14,0.7,4671,7.6,1012,2.3,19,2.6,7860,2.8,571,3.0,681,2.9,29774,10.0
10693,r030,All detailed fields -> Science -> Computer and information sciences -> Computer and information systems security ,All detailed fields,Science,Computer and information sciences,Computer and information systems security ,,4,9695,1.2,899,1.3,32,1.5,1108,1.8,1490,3.4,15,2.0,3081,1.1,282,1.5,433,1.8,2355,0.8
10693,r031,All detailed fields -> Science -> Computer and information sciences -> Computer science,All detailed fields,Science,Computer and information sciences,Computer science,,4,52924,6.6,1065,1.5,22,1.1,4113,6.7,709,1.6,22,3.0,6000,2.1,536,2.8,1195,5.1,39262,13.2
10693,r032,All detailed fields -> Science -> Computer and information sciences -> Information science and studies,All detailed fields,Science,Computer and information sciences,Information science and studies,,4,16872,2.1,926,1.3,24,1.2,1659,2.7,1332,3.0,20,2.7,3809,1.4,289,1.5,556,2.4,8257,2.8
10693,r033,All detailed fields -> Science -> Computer and information sciences -> Information technology,All detailed fields,Science,Computer and information sciences,Information technology,,4,11151,1.4,498,0.7,17,0.8,832,1.4,499,1.1,10,1.4,1467,0.5,127,0.7,193,0.8,7508,2.5
10693,r034,All detailed fields -> Science -> Computer and information sciences -> Computer and information sciences nec ,All detailed fields,Science,Computer and information sciences,Computer and information sciences nec ,,4,7620,1.0,428,0.6,5,0.2,590,1.0,310,0.7,3,0.4,1515,0.5,111,0.6,162,0.7,4496,1.5
10693,r035,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",,,3,11970,1.5,1109,1.6,34,1.6,417,0.7,313,0.7,6,0.8,6686,2.4,426,2.2,303,1.3,2676,0.9
10693,r036,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric sciences and meteorology",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric sciences and meteorology,,4,1434,0.2,99,0.1,1,0.05,41,0.1,43,0.1,1,0.1,800,0.3,43,0.2,28,0.1,378,0.1
10693,r037,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geological and earth sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Geological and earth sciences,,4,7468,0.9,704,1.0,28,1.3,266,0.4,185,0.4,2,0.3,4033,1.4,242,1.3,162,0.7,1846,0.6
10693,r038,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,,4,3068,0.4,306,0.4,5,0.2,110,0.2,85,0.2,3,0.4,1853,0.7,141,0.7,113,0.5,452,0.2
10693,r039,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geosciences, atmospheric sciences, and ocean sciences nec",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences","Geosciences, atmospheric sciences, and ocean sciences nec",,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
10693,r040,All detailed fields -> Science -> Mathematics and statistics,All detailed fields,Science,Mathematics and statistics,,,3,34387,4.3,1926,2.8,37,1.8,2686,4.4,737,1.7,12,1.6,9472,3.4,563,2.9,898,3.8,18056,6.1
10693,r041,All detailed fields -> Science -> Mathematics and statistics -> Applied mathematics,All detailed fields,Science,Mathematics and statistics,Applied mathematics,,4,11224,1.4,499,0.7,8,0.4,704,1.1,206,0.5,3,0.4,2175,0.8,159,0.8,248,1.1,7222,2.4
10693,r042,All detailed fields -> Science -> Mathematics and statistics -> Mathematics,All detailed fields,Science,Mathematics and statistics,Mathematics,,4,12022,1.5,898,1.3,21,1.0,864,1.4,281,0.6,5,0.7,4780,1.7,250,1.3,396,1.7,4527,1.5
10693,r043,All detailed fields -> Science -> Mathematics and statistics -> Statistics,All detailed fields,Science,Mathematics and statistics,Statistics,,4,11141,1.4,529,0.8,8,0.4,1118,1.8,250,0.6,4,0.5,2517,0.9,154,0.8,254,1.1,6307,2.1
10693,r044,All detailed fields -> Science -> Multidisciplinary and interdisciplinary sciences,All detailed fields,Science,Multidisciplinary and interdisciplinary sciences,,,3,20945,2.6,1698,2.4,32,1.5,1927,3.1,1218,2.8,21,2.8,7096,2.5,501,2.6,739,3.2,7713,2.6
10693,r045,All detailed fields -> Science -> Multidisciplinary and interdisciplinary sciences -> Biological and physical sciences,All detailed fields,Science,Multidisciplinary and interdisciplinary sciences,Biological and physical sciences,,4,1855,0.2,154,0.2,6,0.3,192,0.3,105,0.2,6,0.8,736,0.3,66,0.3,80,0.3,510,0.2
10693,r046,All detailed fields -> Science -> Multidisciplinary and interdisciplinary sciences -> Computational science,All detailed fields,Science,Multidisciplinary and interdisciplinary sciences,Computational science,,4,3424,0.4,212,0.3,3,0.1,286,0.5,72,0.2,3,0.4,979,0.4,68,0.4,65,0.3,1736,0.6
10693,r047,All detailed fields -> Science -> Multidisciplinary and interdisciplinary sciences -> Data science and data analytics,All detailed fields,Science,Multidisciplinary and interdisciplinary sciences,Data science and data analytics,,4,6104,0.8,420,0.6,7,0.3,716,1.2,393,0.9,2,0.3,1814,0.6,121,0.6,347,1.5,2284,0.8
10693,r048,All detailed fields -> Science -> Multidisciplinary and interdisciplinary sciences -> International and global studies,All detailed fields,Science,Multidisciplinary and interdisciplinary sciences,International and global studies,,4,1258,0.2,253,0.4,5,0.2,84,0.1,104,0.2,2,0.3,463,0.2,45,0.2,26,0.1,276,0.1
10693,r049,All detailed fields -> Science -> Multidisciplinary and interdisciplinary sciences -> Multidisciplinary and interdisciplinary sciences nec,All detailed fields,Science,Multidisciplinary and interdisciplinary sciences,Multidisciplinary and interdisciplinary sciences nec,,4,8304,1.0,659,0.9,11,0.5,649,1.1,544,1.2,8,1.1,3104,1.1,201,1.0,221,0.9,2907,1.0
10693,r050,All detailed fields -> Science -> Natural resources and conservation,All detailed fields,Science,Natural resources and conservation,,,3,13762,1.7,1290,1.9,121,5.8,484,0.8,478,1.1,31,4.2,8430,3.0,454,2.3,387,1.7,2087,0.7
10693,r051,All detailed fields -> Science -> Natural resources and conservation -> Environmental science and studies,All detailed fields,Science,Natural resources and conservation,Environmental science and studies,,4,6402,0.8,713,1.0,55,2.6,297,0.5,252,0.6,24,3.3,3633,1.3,192,1.0,192,0.8,1044,0.4
10693,r052,"All detailed fields -> Science -> Natural resources and conservation -> Forestry, natural resources, and conservation",All detailed fields,Science,Natural resources and conservation,"Forestry, natural resources, and conservation",,4,7360,0.9,577,0.8,66,3.2,187,0.3,226,0.5,7,0.9,4797,1.7,262,1.4,195,0.8,1043,0.3
10693,r053,All detailed fields -> Science -> Physical sciences,All detailed fields,Science,Physical sciences,,,3,44092,5.5,3288,4.7,66,3.2,2789,4.5,1143,2.6,18,2.4,17289,6.2,1062,5.5,1034,4.4,17403,5.8
10693,r054,All detailed fields -> Science -> Physical sciences -> Astronomy and astrophysics,All detailed fields,Science,Physical sciences,Astronomy and astrophysics,,4,1703,0.2,169,0.2,4,0.2,123,0.2,50,0.1,1,0.1,814,0.3,83,0.4,51,0.2,408,0.1
10693,r055,All detailed fields -> Science -> Physical sciences -> Chemistry,All detailed fields,Science,Physical sciences,Chemistry,,4,22710,2.8,1854,2.7,32,1.5,1554,2.5,670,1.5,14,1.9,8816,3.2,529,2.7,496,2.1,8745,2.9
10693,r056,All detailed fields -> Science -> Physical sciences -> Materials sciences,All detailed fields,Science,Physical sciences,Materials sciences,,4,1625,0.2,87,0.1,3,0.1,124,0.2,47,0.1,1,0.1,473,0.2,26,0.1,54,0.2,810,0.3
10693,r057,All detailed fields -> Science -> Physical sciences -> Physics,All detailed fields,Science,Physical sciences,Physics,,4,17000,2.1,1124,1.6,26,1.2,942,1.5,302,0.7,2,0.3,6705,2.4,399,2.1,404,1.7,7096,2.4
10693,r058,All detailed fields -> Science -> Physical sciences -> Physical sciences nec,All detailed fields,Science,Physical sciences,Physical sciences nec,,4,1054,0.1,54,0.1,1,0.05,46,0.1,74,0.2,0,0.0,481,0.2,25,0.1,29,0.1,344,0.1
10693,r059,All detailed fields -> Science -> Psychology,All detailed fields,Science,Psychology,,,3,69442,8.7,13177,18.9,264,12.7,3967,6.5,6991,15.9,115,15.6,34375,12.3,2558,13.2,2917,12.5,5078,1.7
10693,r060,All detailed fields -> Science -> Psychology -> Applied psychology,All detailed fields,Science,Psychology,Applied psychology,,4,25195,3.2,5302,7.6,84,4.0,1306,2.1,2493,5.7,48,6.5,12675,4.5,860,4.4,1252,5.3,1175,0.4
10693,r061,All detailed fields -> Science -> Psychology -> Clinical psychology,All detailed fields,Science,Psychology,Clinical psychology,,4,7793,1.0,1678,2.4,26,1.2,549,0.9,564,1.3,22,3.0,3889,1.4,340,1.8,440,1.9,285,0.1
10693,r062,All detailed fields -> Science -> Psychology -> Clinical psychology -> Counseling psychology,All detailed fields,Science,Psychology,Clinical psychology,Counseling psychology,5,13800,1.7,2928,4.2,72,3.5,683,1.1,1978,4.5,23,3.1,6619,2.4,489,2.5,584,2.5,424,0.1
10693,r063,All detailed fields -> Science -> Psychology -> Human development,All detailed fields,Science,Psychology,Human development,,4,2293,0.3,345,0.5,9,0.4,97,0.2,214,0.5,1,0.1,1212,0.4,87,0.5,82,0.4,246,0.1
10693,r064,"All detailed fields -> Science -> Psychology -> Psychology, general",All detailed fields,Science,Psychology,"Psychology, general",,4,13181,1.7,2019,2.9,56,2.7,724,1.2,1280,2.9,20,2.7,6660,2.4,553,2.9,415,1.8,1454,0.5
10693,r065,All detailed fields -> Science -> Psychology -> Research and experimental psychology,All detailed fields,Science,Psychology,Research and experimental psychology,,4,7180,0.9,905,1.3,17,0.8,608,1.0,462,1.0,1,0.1,3320,1.2,229,1.2,144,0.6,1494,0.5
10693,r066,All detailed fields -> Science -> Social sciences,All detailed fields,Science,Social sciences,,,3,78717,9.9,8828,12.7,392,18.8,3993,6.5,6374,14.5,112,15.2,32084,11.5,2293,11.9,2750,11.7,21891,7.3
10693,r067,All detailed fields -> Science -> Social sciences -> Agricultural and natural resource economics,All detailed fields,Science,Social sciences,Agricultural and natural resource economics,,4,901,0.1,56,0.1,4,0.2,28,0.05,29,0.1,1,0.1,300,0.1,8,0.05,17,0.1,458,0.2
10693,r068,All detailed fields -> Science -> Social sciences -> Anthropology,All detailed fields,Science,Social sciences,Anthropology,,4,6220,0.8,772,1.1,65,3.1,219,0.4,245,0.6,10,1.4,3316,1.2,267,1.4,233,1.0,1093,0.4
10693,r069,"All detailed fields -> Science -> Social sciences -> Area, ethnic, cultural, gender, and group studies",All detailed fields,Science,Social sciences,"Area, ethnic, cultural, gender, and group studies",,4,4979,0.6,948,1.4,130,6.2,269,0.4,573,1.3,28,3.8,1566,0.6,218,1.1,150,0.6,1097,0.4
10693,r070,All detailed fields -> Science -> Social sciences -> Criminal justice and safety studies,All detailed fields,Science,Social sciences,Criminal justice and safety studies,,4,6613,0.8,1090,1.6,32,1.5,152,0.2,1328,3.0,6,0.8,3075,1.1,244,1.3,485,2.1,201,0.1
10693,r071,All detailed fields -> Science -> Social sciences -> Criminology,All detailed fields,Science,Social sciences,Criminology,,4,1502,0.2,309,0.4,3,0.1,26,0.05,193,0.4,3,0.4,745,0.3,60,0.3,28,0.1,135,0.05
10693,r072,All detailed fields -> Science -> Social sciences -> Economics (except agricultural and natural resource),All detailed fields,Science,Social sciences,Economics (except agricultural and natural resource),,4,14935,1.9,652,0.9,5,0.2,790,1.3,339,0.8,13,1.8,3474,1.2,195,1.0,305,1.3,9162,3.1
10693,r073,All detailed fields -> Science -> Social sciences -> Geography and cartography,All detailed fields,Science,Social sciences,Geography and cartography,,4,4354,0.5,414,0.6,24,1.2,161,0.3,152,0.3,5,0.7,2317,0.8,102,0.5,146,0.6,1033,0.3
10693,r074,All detailed fields -> Science -> Social sciences -> International relations and national security studies,All detailed fields,Science,Social sciences,International relations and national security studies,,4,8164,1.0,1053,1.5,16,0.8,514,0.8,591,1.3,14,1.9,3974,1.4,258,1.3,332,1.4,1412,0.5
10693,r075,All detailed fields -> Science -> Social sciences -> Linguistics,All detailed fields,Science,Social sciences,Linguistics,,4,2854,0.4,236,0.3,27,1.3,182,0.3,88,0.2,2,0.3,1148,0.4,73,0.4,88,0.4,1010,0.3
10693,r076,All detailed fields -> Science -> Social sciences -> Political science and government,All detailed fields,Science,Social sciences,Political science and government,,4,8235,1.0,834,1.2,18,0.9,359,0.6,550,1.2,5,0.7,3689,1.3,275,1.4,253,1.1,2252,0.8
10693,r077,All detailed fields -> Science -> Social sciences -> Public policy analysis,All detailed fields,Science,Social sciences,Public policy analysis,,4,9391,1.2,1013,1.5,27,1.3,655,1.1,1004,2.3,10,1.4,4065,1.5,252,1.3,392,1.7,1973,0.7
10693,r078,All detailed fields -> Science -> Social sciences -> Sociology and population studies,All detailed fields,Science,Social sciences,Sociology and population studies,,4,6845,0.9,1119,1.6,26,1.2,359,0.6,806,1.8,9,1.2,2799,1.0,231,1.2,207,0.9,1289,0.4
10693,r079,All detailed fields -> Science -> Social sciences -> Urban studies and affairs ,All detailed fields,Science,Social sciences,Urban studies and affairs ,,4,1069,0.1,97,0.1,5,0.2,60,0.1,186,0.4,1,0.1,496,0.2,31,0.2,21,0.1,172,0.1
10693,r080,"All detailed fields -> Science -> Social sciences -> Social sciences, other",All detailed fields,Science,Social sciences,"Social sciences, other",,4,2655,0.3,235,0.3,10,0.5,219,0.4,290,0.7,5,0.7,1120,0.4,79,0.4,93,0.4,604,0.2
10693,r081,All detailed fields -> Engineering,All detailed fields,Engineering,,,,2,176000,22.0,10629,15.3,339,16.3,13268,21.6,4752,10.8,80,10.8,48988,17.5,3430,17.7,3788,16.2,90726,30.4
10693,r082,"All detailed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All detailed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,,3,8095,1.0,703,1.0,12,0.6,868,1.4,176,0.4,10,1.4,3894,1.4,274,1.4,182,0.8,1976,0.7
10693,r083,"All detailed fields -> Engineering -> Biological, biomedical, and biosystems engineering",All detailed fields,Engineering,"Biological, biomedical, and biosystems engineering",,,3,14442,1.8,1119,1.6,20,1.0,1863,3.0,562,1.3,11,1.5,5010,1.8,411,2.1,423,1.8,5023,1.7
10693,r084,"All detailed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",All detailed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",,,3,10601,1.3,558,0.8,20,1.0,899,1.5,238,0.5,6,0.8,3049,1.1,173,0.9,186,0.8,5472,1.8
10693,r085,"All detailed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> Chemical engineering",All detailed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",Chemical engineering,,4,9668,1.2,532,0.8,18,0.9,873,1.4,202,0.5,6,0.8,2922,1.0,168,0.9,176,0.8,4771,1.6
10693,r086,"All detailed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> Petroleum engineering",All detailed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",Petroleum engineering,,4,933,0.1,26,0.05,2,0.1,26,0.05,36,0.1,0,0.0,127,0.05,5,0.05,10,0.05,701,0.2
10693,r087,"All detailed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",All detailed fields,Engineering,"Civil, environmental, transportation and related engineering fields",,,3,20375,2.6,1471,2.1,54,2.6,1088,1.8,562,1.3,10,1.4,5820,2.1,345,1.8,337,1.4,10688,3.6
10693,r088,"All detailed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> Civil engineering",All detailed fields,Engineering,"Civil, environmental, transportation and related engineering fields",Civil engineering,,4,16321,2.0,1126,1.6,44,2.1,915,1.5,410,0.9,9,1.2,4534,1.6,257,1.3,260,1.1,8766,2.9
10693,r089,"All detailed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> Architectural, environmental, construction and surveying engineering",All detailed fields,Engineering,"Civil, environmental, transportation and related engineering fields","Architectural, environmental, construction and surveying engineering",,4,4054,0.5,345,0.5,10,0.5,173,0.3,152,0.3,1,0.1,1286,0.5,88,0.5,77,0.3,1922,0.6
10693,r090,"All detailed fields -> Engineering -> Electrical, electronics, communications and computer engineering",All detailed fields,Engineering,"Electrical, electronics, communications and computer engineering",,,3,49901,6.2,2141,3.1,130,6.2,3595,5.9,1018,2.3,12,1.6,8815,3.2,706,3.7,873,3.7,32611,10.9
10693,r091,"All detailed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> Electrical, electronics, and communications engineering",All detailed fields,Engineering,"Electrical, electronics, communications and computer engineering","Electrical, electronics, and communications engineering",,4,34537,4.3,1670,2.4,121,5.8,2643,4.3,738,1.7,9,1.2,6977,2.5,555,2.9,621,2.7,21203,7.1
