table_id,row_id,_b_state_or_location_b_full_path,_b_state_or_location_b_level_1,_b_state_or_location_b_level_2,_b_state_or_location_b_level_3,_b_state_or_location_b_hierarchy_depth,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020
6465,r037,All locations -> Ohio,All locations,Ohio,,2,61.6,4.7,4.2,7.7,120.9,76.2,82.9,94.5,81.4
6465,r038,All locations -> Oklahoma,All locations,Oklahoma,,2,10.6,8.2,7.4,9.8,1.1,3.9,3.2,10.8,4.1
6465,r039,All locations -> Oregon,All locations,Oregon,,2,9.6,9.6,12.2,14.2,17.6,144.8,103.9,144.4,52.6
6465,r040,All locations -> Pennsylvania,All locations,Pennsylvania,,2,23.3,13.0,10.4,34.8,24.7,25.5,17.3,12.3,214.1
6465,r041,All locations -> Rhode Island,All locations,Rhode Island,,2,6.5,6.2,18.0,19.5,27.8,36.7,19.1,27.7,27.9
6465,r042,All locations -> South Carolina,All locations,South Carolina,,2,16.2,13.2,16.0,16.5,25.8,19.2,20.5,21.8,15.5
6465,r043,All locations -> South Dakota,All locations,South Dakota,,2,0.6,1.1,1.8,0.3,1.1,1.6,0.6,0.3,7.5
6465,r044,All locations -> Tennessee,All locations,Tennessee,,2,248.3,223.4,292.9,264.4,194.7,250.1,430.8,513.1,693.8
6465,r045,All locations -> Texas,All locations,Texas,,2,34.8,15.0,9.2,9.3,29.7,33.0,70.6,64.5,127.8
6465,r046,All locations -> Utah,All locations,Utah,,2,2.0,3.6,1.4,0.4,0.8,1.0,0.8,0.0,0.5
6465,r047,All locations -> Vermont,All locations,Vermont,,2,0.5,0.3,1.6,0.05,0.3,0.05,1.5,0.8,6.1
6465,r048,All locations -> Virginia,All locations,Virginia,,2,169.7,131.9,103.9,30.6,82.7,129.7,122.0,103.8,157.2
6465,r049,All locations -> Washington,All locations,Washington,,2,52.3,40.8,35.3,37.0,13.2,4.3,36.2,55.9,122.1
6465,r050,All locations -> West Virginia,All locations,West Virginia,,2,14.9,0.2,14.6,14.1,0.05,1.0,19.8,0.8,1.7
6465,r051,All locations -> Wisconsin,All locations,Wisconsin,,2,11.3,5.7,7.2,9.0,8.2,2.0,4.2,12.5,67.9
6465,r052,All locations -> Wyoming,All locations,Wyoming,,2,0.3,1.2,0.7,0.5,0.0,0.0,1.0,10.6,6.0
6465,r053,All locations -> Outlying areas,All locations,Outlying areas,,2,0.5,0.6,0.8,0.6,0.7,0.6,9.4,18.3,1.9
6465,r054,All locations -> Outlying areas -> Puerto Rico,All locations,Outlying areas,Puerto Rico,3,0.5,0.6,0.8,0.6,0.7,0.6,9.4,15.5,1.2
6465,r055,All locations -> Outlying areas -> Other areas<sup>a</sup>,All locations,Outlying areas,Other areas<sup>a</sup>,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.7
6465,r056,All locations -> Offices abroad<sup>b</sup>,All locations,Offices abroad<sup>b</sup>,,2,0.0,0.0,0.0,0.4,0.05,0.6,0.9,0.0,0.0
6465,r057,All locations -> Undistributed<sup>c</sup>,All locations,Undistributed<sup>c</sup>,,2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0
