table_id,row_id,_b_field_and_sex_b_full_path,_b_field_and_sex_b_level_1,_b_field_and_sex_b_level_2,_b_field_and_sex_b_level_3,_b_field_and_sex_b_hierarchy_depth,field_1991_number,field_1991_percent,field_1996_number,field_1996_percent,field_2001_number,field_2001_percent,field_2006_number,field_2006_percent,field_2011_number,field_2011_percent,field_2016_number,field_2016_percent,field_2021_number,field_2021_percent
7521,r015,All fields<sup>a</sup> -> Psychology and social sciences -> Female,All fields<sup>a</sup>,Psychology and social sciences,Female,3,3208,49.6,3696,51.6,3907,54.6,4154,57.4,4887,59.5,5295,58.6,5184,59.8
7521,r016,All fields<sup>a</sup> -> Engineering,All fields<sup>a</sup>,Engineering,,2,5213,100.0,6309,100.0,5512,100.0,7186,100.0,8032,100.0,9459,100.0,10240,100.0
7521,r017,All fields<sup>a</sup> -> Engineering -> Male,All fields<sup>a</sup>,Engineering,Male,3,4702,90.2,5491,87.0,4572,82.9,5729,79.7,6242,77.7,7267,76.8,7582,74.0
7521,r018,All fields<sup>a</sup> -> Engineering -> Female,All fields<sup>a</sup>,Engineering,Female,3,467,9.0,777,12.3,930,16.9,1452,20.2,1782,22.2,2189,23.1,2656,25.9
7521,r019,All fields<sup>a</sup> -> Education,All fields<sup>a</sup>,Education,,2,6454,100.0,6785,100.0,6356,100.0,6122,100.0,4670,100.0,5146,100.0,4252,100.0
7521,r020,All fields<sup>a</sup> -> Education -> Male,All fields<sup>a</sup>,Education,Male,3,2696,41.8,2579,38.0,2251,35.4,2130,34.8,1432,30.7,1545,30.0,1239,29.1
7521,r021,All fields<sup>a</sup> -> Education -> Female,All fields<sup>a</sup>,Education,Female,3,3748,58.1,4187,61.7,4100,64.5,3985,65.1,3234,69.3,3601,70.0,3012,70.8
7521,r022,All fields<sup>a</sup> -> Humanities and arts,All fields<sup>a</sup>,Humanities and arts,,2,4053,100.0,4982,100.0,5430,100.0,5332,100.0,5225,100.0,5482,100.0,4137,100.0
7521,r023,All fields<sup>a</sup> -> Humanities and arts -> Male,All fields<sup>a</sup>,Humanities and arts,Male,3,2249,55.5,2561,51.4,2775,51.1,2680,50.3,2571,49.2,2639,48.1,2115,51.1
7521,r024,All fields<sup>a</sup> -> Humanities and arts -> Female,All fields<sup>a</sup>,Humanities and arts,Female,3,1795,44.3,2404,48.3,2647,48.7,2647,49.6,2654,50.8,2842,51.8,2020,48.8
7521,r025,All fields<sup>a</sup> -> Other<sup>c</sup>,All fields<sup>a</sup>,Other<sup>c</sup>,,2,2129,100.0,2265,100.0,2062,100.0,2582,100.0,2683,100.0,2941,100.0,3002,100.0
7521,r026,All fields<sup>a</sup> -> Other<sup>c</sup> -> Male,All fields<sup>a</sup>,Other<sup>c</sup>,Male,3,1326,62.3,1336,59.0,1132,54.9,1324,51.3,1283,47.8,1473,50.1,1455,48.5
7521,r027,All fields<sup>a</sup> -> Other<sup>c</sup> -> Female,All fields<sup>a</sup>,Other<sup>c</sup>,Female,3,793,37.2,915,40.4,920,44.6,1251,48.5,1400,52.2,1465,49.8,1547,51.5
