table_id,row_id,occupation_and_employment_status_full_path,occupation_and_employment_status_level_1,occupation_and_employment_status_level_2,occupation_and_employment_status_level_3,occupation_and_employment_status_level_4,occupation_and_employment_status_hierarchy_depth,field_total_number,field_total_se,field_male_number,field_male_se,field_female_number,field_female_se
3698,r023,All occupations -> Science occupations&#160; -> Computer and information scientist&#160; -> Retired,All occupations,Science occupations&#160;,Computer and information scientist&#160;,Retired,4,6600,375,5300,375,1250,150
3698,r024,All occupations -> Science occupations&#160; -> Computer and information scientist&#160; -> Not employed or not seeking work<sup>b</sup>,All occupations,Science occupations&#160;,Computer and information scientist&#160;,Not employed or not seeking work<sup>b</sup>,4,1000,175,550,150,500,125
3698,r025,All occupations -> Science occupations&#160; -> Mathematical scientist&#160;,All occupations,Science occupations&#160;,Mathematical scientist&#160;,,3,47850,825,33500,800,14300,450
3698,r026,All occupations -> Science occupations&#160; -> Mathematical scientist&#160; -> Full time,All occupations,Science occupations&#160;,Mathematical scientist&#160;,Full time,4,38150,750,26750,725,11350,400
3698,r027,All occupations -> Science occupations&#160; -> Mathematical scientist&#160; -> Part time,All occupations,Science occupations&#160;,Mathematical scientist&#160;,Part time,4,3300,300,2200,275,1100,125
3698,r028,All occupations -> Science occupations&#160; -> Mathematical scientist&#160; -> Unemployed<sup>a</sup>,All occupations,Science occupations&#160;,Mathematical scientist&#160;,Unemployed<sup>a</sup>,4,600,125,350,100,250,75
3698,r029,All occupations -> Science occupations&#160; -> Mathematical scientist&#160; -> Retired,All occupations,Science occupations&#160;,Mathematical scientist&#160;,Retired,4,5050,325,3900,300,1200,150
3698,r030,All occupations -> Science occupations&#160; -> Mathematical scientist&#160; -> Not employed or not seeking work<sup>b</sup>,All occupations,Science occupations&#160;,Mathematical scientist&#160;,Not employed or not seeking work<sup>b</sup>,4,750,150,350,125,400,100
3698,r031,All occupations -> Science occupations&#160; -> Physical scientist&#160;,All occupations,Science occupations&#160;,Physical scientist&#160;,,3,101350,1325,77500,1125,23850,575
3698,r032,All occupations -> Science occupations&#160; -> Physical scientist&#160; -> Full time,All occupations,Science occupations&#160;,Physical scientist&#160;,Full time,4,76850,1250,58300,1125,18550,475
3698,r033,All occupations -> Science occupations&#160; -> Physical scientist&#160; -> Part time,All occupations,Science occupations&#160;,Physical scientist&#160;,Part time,4,7700,425,5550,400,2150,200
3698,r034,All occupations -> Science occupations&#160; -> Physical scientist&#160; -> Unemployed<sup>a</sup>,All occupations,Science occupations&#160;,Physical scientist&#160;,Unemployed<sup>a</sup>,4,1450,175,900,150,550,125
3698,r035,All occupations -> Science occupations&#160; -> Physical scientist&#160; -> Retired,All occupations,Science occupations&#160;,Physical scientist&#160;,Retired,4,13950,550,12250,525,1700,175
3698,r036,All occupations -> Science occupations&#160; -> Physical scientist&#160; -> Not employed or not seeking work<sup>b</sup>,All occupations,Science occupations&#160;,Physical scientist&#160;,Not employed or not seeking work<sup>b</sup>,4,1450,150,500,125,950,125
3698,r037,All occupations -> Science occupations&#160; -> Psychologist&#160;,All occupations,Science occupations&#160;,Psychologist&#160;,,3,91600,975,36150,675,55400,850
3698,r038,All occupations -> Science occupations&#160; -> Psychologist&#160; -> Full time,All occupations,Science occupations&#160;,Psychologist&#160;,Full time,4,56250,1000,22250,625,34050,800
3698,r039,All occupations -> Science occupations&#160; -> Psychologist&#160; -> Part time,All occupations,Science occupations&#160;,Psychologist&#160;,Part time,4,21350,775,7550,550,13800,550
3698,r040,All occupations -> Science occupations&#160; -> Psychologist&#160; -> Unemployed<sup>a</sup>,All occupations,Science occupations&#160;,Psychologist&#160;,Unemployed<sup>a</sup>,4,500,125,150,75,350,100
3698,r041,All occupations -> Science occupations&#160; -> Psychologist&#160; -> Retired,All occupations,Science occupations&#160;,Psychologist&#160;,Retired,4,11650,575,5900,400,5750,350
3698,r042,All occupations -> Science occupations&#160; -> Psychologist&#160; -> Not employed or not seeking work<sup>b</sup>,All occupations,Science occupations&#160;,Psychologist&#160;,Not employed or not seeking work<sup>b</sup>,4,1850,200,300,100,1500,200
3698,r043,All occupations -> Science occupations&#160; -> Social scientist&#160;,All occupations,Science occupations&#160;,Social scientist&#160;,,3,82850,1050,46450,800,36400,700
3698,r044,All occupations -> Science occupations&#160; -> Social scientist&#160; -> Full time,All occupations,Science occupations&#160;,Social scientist&#160;,Full time,4,61300,875,34550,725,26800,600
3698,r045,All occupations -> Science occupations&#160; -> Social scientist&#160; -> Part time,All occupations,Science occupations&#160;,Social scientist&#160;,Part time,4,8200,475,4200,375,3950,275
3698,r046,All occupations -> Science occupations&#160; -> Social scientist&#160; -> Unemployed<sup>a</sup>,All occupations,Science occupations&#160;,Social scientist&#160;,Unemployed<sup>a</sup>,4,1050,150,400,100,650,125
3698,r047,All occupations -> Science occupations&#160; -> Social scientist&#160; -> Retired,All occupations,Science occupations&#160;,Social scientist&#160;,Retired,4,10800,475,7050,400,3750,275
3698,r048,All occupations -> Science occupations&#160; -> Social scientist&#160; -> Not employed or not seeking work<sup>b</sup>,All occupations,Science occupations&#160;,Social scientist&#160;,Not employed or not seeking work<sup>b</sup>,4,1500,175,250,75,1200,150
3698,r049,All occupations -> Engineering occupations&#160;&#160;,All occupations,Engineering occupations&#160;&#160;,,,2,136750,1375,115950,1375,20800,650
3698,r050,All occupations -> Engineering occupations&#160;&#160; -> Full time,All occupations,Engineering occupations&#160;&#160;,Full time,,3,114500,1350,96650,1350,17900,600
3698,r051,All occupations -> Engineering occupations&#160;&#160; -> Part time,All occupations,Engineering occupations&#160;&#160;,Part time,,3,6100,425,5000,425,1100,175
3698,r052,All occupations -> Engineering occupations&#160;&#160; -> Unemployed<sup>a</sup>,All occupations,Engineering occupations&#160;&#160;,Unemployed<sup>a</sup>,,3,2250,250,1800,250,400,100
3698,r053,All occupations -> Engineering occupations&#160;&#160; -> Retired,All occupations,Engineering occupations&#160;&#160;,Retired,,3,12350,575,11600,575,750,125
3698,r054,All occupations -> Engineering occupations&#160;&#160; -> Not employed or not seeking work<sup>b</sup>,All occupations,Engineering occupations&#160;&#160;,Not employed or not seeking work<sup>b</sup>,,3,1550,225,900,200,600,125
3698,r055,All occupations -> S&E-related occupations&#160;,All occupations,S&E-related occupations&#160;,,,2,108900,1600,60950,1325,47950,900
3698,r056,All occupations -> S&E-related occupations&#160; -> Full time,All occupations,S&E-related occupations&#160;,Full time,,3,83900,1475,48200,1175,35700,800
3698,r057,All occupations -> S&E-related occupations&#160; -> Part time,All occupations,S&E-related occupations&#160;,Part time,,3,8450,450,3400,300,5050,350
3698,r058,All occupations -> S&E-related occupations&#160; -> Unemployed<sup>a</sup>,All occupations,S&E-related occupations&#160;,Unemployed<sup>a</sup>,,3,1450,200,750,150,700,150
3698,r059,All occupations -> S&E-related occupations&#160; -> Retired,All occupations,S&E-related occupations&#160;,Retired,,3,13750,550,8250,425,5500,325
3698,r060,All occupations -> S&E-related occupations&#160; -> Not employed or not seeking work<sup>b</sup>,All occupations,S&E-related occupations&#160;,Not employed or not seeking work<sup>b</sup>,,3,1400,175,350,100,1050,150
3698,r061,All occupations -> Non-S&E occupations&#160;,All occupations,Non-S&E occupations&#160;,,,2,185050,1900,108700,1550,76350,1225
3698,r062,All occupations -> Non-S&E occupations&#160; -> Full time,All occupations,Non-S&E occupations&#160;,Full time,,3,126700,1575,76200,1400,50500,1050
3698,r063,All occupations -> Non-S&E occupations&#160; -> Part time,All occupations,Non-S&E occupations&#160;,Part time,,3,24800,825,12550,625,12250,525
3698,r064,All occupations -> Non-S&E occupations&#160; -> Unemployed<sup>a</sup>,All occupations,Non-S&E occupations&#160;,Unemployed<sup>a</sup>,,3,3150,300,1850,250,1300,175
3698,r065,All occupations -> Non-S&E occupations&#160; -> Retired,All occupations,Non-S&E occupations&#160;,Retired,,3,26150,825,16900,700,9300,450
3698,r066,All occupations -> Non-S&E occupations&#160; -> Not employed or not seeking work<sup>b</sup>,All occupations,Non-S&E occupations&#160;,Not employed or not seeking work<sup>b</sup>,,3,4250,350,1200,225,3050,250
