table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_level_3,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_all_agencies,field_doc,field_doe,field_hhs,field_nsf
10401,r015,All states and outlying areas -> California -> California Institute of Technology,All states and outlying areas,California,California Institute of Technology,3,5429,0,0,0,5429
10401,r016,"All states and outlying areas -> California -> California State U., East Bay",All states and outlying areas,California,"California State U., East Bay",3,259,0,0,0,259
10401,r017,"All states and outlying areas -> California -> California State U., Long Beach",All states and outlying areas,California,"California State U., Long Beach",3,355,0,0,0,355
10401,r018,"All states and outlying areas -> California -> California State U., Los Angeles",All states and outlying areas,California,"California State U., Los Angeles",3,452,0,0,0,452
10401,r019,"All states and outlying areas -> California -> California State U., Monterey Bay",All states and outlying areas,California,"California State U., Monterey Bay",3,145,0,0,0,145
10401,r020,"All states and outlying areas -> California -> California State U., Northridge",All states and outlying areas,California,"California State U., Northridge",3,1255,0,0,0,1255
10401,r021,All states and outlying areas -> California -> Occidental C.,All states and outlying areas,California,Occidental C.,3,154,0,0,0,154
10401,r022,All states and outlying areas -> California -> Saint Mary's C. California,All states and outlying areas,California,Saint Mary's C. California,3,385,0,0,0,385
10401,r023,All states and outlying areas -> California -> San Jose State U.,All states and outlying areas,California,San Jose State U.,3,772,0,0,0,772
10401,r024,"All states and outlying areas -> California -> U. California, Berkeley",All states and outlying areas,California,"U. California, Berkeley",3,750,0,0,0,750
10401,r025,"All states and outlying areas -> California -> U. California, Davis",All states and outlying areas,California,"U. California, Davis",3,2473,0,0,1997,476
10401,r026,"All states and outlying areas -> California -> U. California, Irvine",All states and outlying areas,California,"U. California, Irvine",3,3179,0,0,0,3179
10401,r027,"All states and outlying areas -> California -> U. California, Los Angeles",All states and outlying areas,California,"U. California, Los Angeles",3,293,0,0,0,293
10401,r028,"All states and outlying areas -> California -> U. California, Merced",All states and outlying areas,California,"U. California, Merced",3,102,0,0,0,102
10401,r029,"All states and outlying areas -> California -> U. California, San Diego",All states and outlying areas,California,"U. California, San Diego",3,33796,0,0,0,33796
10401,r030,"All states and outlying areas -> California -> U. California, Santa Barbara",All states and outlying areas,California,"U. California, Santa Barbara",3,4462,0,0,0,4462
10401,r031,All states and outlying areas -> California -> U. Southern California,All states and outlying areas,California,U. Southern California,3,305,0,0,0,305
10401,r032,All states and outlying areas -> Colorado,All states and outlying areas,Colorado,,2,12939,0,0,10049,2891
10401,r033,All states and outlying areas -> Colorado -> Colorado C.,All states and outlying areas,Colorado,Colorado C.,3,178,0,0,0,178
10401,r034,"All states and outlying areas -> Colorado -> Colorado State U., Fort Collins",All states and outlying areas,Colorado,"Colorado State U., Fort Collins",3,11616,0,0,10049,1567
10401,r035,All states and outlying areas -> Colorado -> U. Colorado Boulder,All states and outlying areas,Colorado,U. Colorado Boulder,3,1146,0,0,0,1146
10401,r036,All states and outlying areas -> Connecticut,All states and outlying areas,Connecticut,,2,20048,0,0,0,20048
10401,r037,All states and outlying areas -> Connecticut -> U. Connecticut,All states and outlying areas,Connecticut,U. Connecticut,3,20048,0,0,0,20048
10401,r038,All states and outlying areas -> Delaware,All states and outlying areas,Delaware,,2,1012,0,0,0,1012
10401,r039,All states and outlying areas -> Delaware -> U. Delaware,All states and outlying areas,Delaware,U. Delaware,3,1012,0,0,0,1012
10401,r040,All states and outlying areas -> District of Columbia,All states and outlying areas,District of Columbia,,2,53861,0,0,0,53861
10401,r041,All states and outlying areas -> District of Columbia -> American U.,All states and outlying areas,District of Columbia,American U.,3,755,0,0,0,755
10401,r042,All states and outlying areas -> District of Columbia -> Association of Universities for Research in Astronomy,All states and outlying areas,District of Columbia,Association of Universities for Research in Astronomy,3,52406,0,0,0,52406
10401,r043,All states and outlying areas -> District of Columbia -> Howard U.,All states and outlying areas,District of Columbia,Howard U.,3,379,0,0,0,379
10401,r044,All states and outlying areas -> District of Columbia -> U. District of Columbia,All states and outlying areas,District of Columbia,U. District of Columbia,3,322,0,0,0,322
10401,r045,All states and outlying areas -> Florida,All states and outlying areas,Florida,,2,11555,0,0,0,11555
10401,r046,All states and outlying areas -> Florida -> Embry-Riddle Aeronautical U.,All states and outlying areas,Florida,Embry-Riddle Aeronautical U.,3,135,0,0,0,135
10401,r047,All states and outlying areas -> Florida -> Florida Atlantic U.,All states and outlying areas,Florida,Florida Atlantic U.,3,1000,0,0,0,1000
10401,r048,All states and outlying areas -> Florida -> Florida International U.,All states and outlying areas,Florida,Florida International U.,3,216,0,0,0,216
10401,r049,All states and outlying areas -> Florida -> Florida State U.,All states and outlying areas,Florida,Florida State U.,3,8289,0,0,0,8289
10401,r050,All states and outlying areas -> Florida -> U. Central Florida,All states and outlying areas,Florida,U. Central Florida,3,1215,0,0,0,1215
10401,r051,All states and outlying areas -> Florida -> U. Miami,All states and outlying areas,Florida,U. Miami,3,94,0,0,0,94
10401,r052,All states and outlying areas -> Florida -> U. North Florida,All states and outlying areas,Florida,U. North Florida,3,248,0,0,0,248
10401,r053,"All states and outlying areas -> Florida -> U. Tampa, The",All states and outlying areas,Florida,"U. Tampa, The",3,360,0,0,0,360
10401,r054,All states and outlying areas -> Georgia,All states and outlying areas,Georgia,,2,10282,0,0,0,10282
10401,r055,All states and outlying areas -> Georgia -> Georgia Institute of Technology,All states and outlying areas,Georgia,Georgia Institute of Technology,3,8596,0,0,0,8596
10401,r056,All states and outlying areas -> Georgia -> Georgia State U.,All states and outlying areas,Georgia,Georgia State U.,3,1603,0,0,0,1603
10401,r057,All states and outlying areas -> Georgia -> U. Georgia,All states and outlying areas,Georgia,U. Georgia,3,84,0,0,0,84
10401,r058,All states and outlying areas -> Hawaii,All states and outlying areas,Hawaii,,2,1965,0,0,0,1965
10401,r059,All states and outlying areas -> Hawaii -> Hawai'i Pacific U.,All states and outlying areas,Hawaii,Hawai'i Pacific U.,3,320,0,0,0,320
10401,r060,"All states and outlying areas -> Hawaii -> U. Hawaii, Manoa",All states and outlying areas,Hawaii,"U. Hawaii, Manoa",3,1645,0,0,0,1645
10401,r061,All states and outlying areas -> Idaho,All states and outlying areas,Idaho,,2,9097,0,0,0,9097
10401,r062,All states and outlying areas -> Idaho -> Boise State U.,All states and outlying areas,Idaho,Boise State U.,3,262,0,0,0,262
10401,r063,All states and outlying areas -> Idaho -> Idaho State U.,All states and outlying areas,Idaho,Idaho State U.,3,131,0,0,0,131
10401,r064,All states and outlying areas -> Idaho -> U. Idaho,All states and outlying areas,Idaho,U. Idaho,3,8704,0,0,0,8704
10401,r065,All states and outlying areas -> Illinois,All states and outlying areas,Illinois,,2,16831,0,0,10049,6783
10401,r066,All states and outlying areas -> Illinois -> Illinois State U.,All states and outlying areas,Illinois,Illinois State U.,3,404,0,0,0,404
10401,r067,"All states and outlying areas -> Illinois -> Loyola U., Chicago",All states and outlying areas,Illinois,"Loyola U., Chicago",3,395,0,0,0,395
10401,r068,All states and outlying areas -> Illinois -> Northern Illinois U.,All states and outlying areas,Illinois,Northern Illinois U.,3,342,0,0,0,342
10401,r069,"All states and outlying areas -> Illinois -> Northwestern U., Evanston",All states and outlying areas,Illinois,"Northwestern U., Evanston",3,741,0,0,0,741
10401,r070,"All states and outlying areas -> Illinois -> U. Chicago, The",All states and outlying areas,Illinois,"U. Chicago, The",3,6984,0,0,3300,3684
10401,r071,"All states and outlying areas -> Illinois -> U. Illinois, Chicago",All states and outlying areas,Illinois,"U. Illinois, Chicago",3,6749,0,0,6749,0
10401,r072,"All states and outlying areas -> Illinois -> U. Illinois, Urbana-Champaign",All states and outlying areas,Illinois,"U. Illinois, Urbana-Champaign",3,1217,0,0,0,1217
10401,r073,All states and outlying areas -> Indiana,All states and outlying areas,Indiana,,2,2396,0,0,0,2396
10401,r074,All states and outlying areas -> Indiana -> Butler U.,All states and outlying areas,Indiana,Butler U.,3,472,0,0,0,472
10401,r075,"All states and outlying areas -> Indiana -> Indiana U., Bloomington",All states and outlying areas,Indiana,"Indiana U., Bloomington",3,450,0,0,0,450
10401,r076,"All states and outlying areas -> Indiana -> Purdue U., West Lafayette",All states and outlying areas,Indiana,"Purdue U., West Lafayette",3,767,0,0,0,767
10401,r077,All states and outlying areas -> Indiana -> U. Notre Dame,All states and outlying areas,Indiana,U. Notre Dame,3,707,0,0,0,707
10401,r078,All states and outlying areas -> Iowa,All states and outlying areas,Iowa,,2,294,0,0,0,294
10401,r079,All states and outlying areas -> Iowa -> Iowa State U.,All states and outlying areas,Iowa,Iowa State U.,3,294,0,0,0,294
10401,r080,All states and outlying areas -> Kansas,All states and outlying areas,Kansas,,2,4118,0,0,3431,687
10401,r081,All states and outlying areas -> Kansas -> Kansas State U.,All states and outlying areas,Kansas,Kansas State U.,3,3431,0,0,3431,0
10401,r082,"All states and outlying areas -> Kansas -> U. Kansas, Lawrence",All states and outlying areas,Kansas,"U. Kansas, Lawrence",3,687,0,0,0,687
10401,r083,All states and outlying areas -> Kentucky,All states and outlying areas,Kentucky,,2,5981,0,0,3333,2647
10401,r084,All states and outlying areas -> Kentucky -> Northern Kentucky U.,All states and outlying areas,Kentucky,Northern Kentucky U.,3,335,0,0,0,335
10401,r085,All states and outlying areas -> Kentucky -> U. Kentucky,All states and outlying areas,Kentucky,U. Kentucky,3,2000,0,0,0,2000
10401,r086,All states and outlying areas -> Kentucky -> U. Louisville,All states and outlying areas,Kentucky,U. Louisville,3,3333,0,0,3333,0
10401,r087,All states and outlying areas -> Kentucky -> Western Kentucky U.,All states and outlying areas,Kentucky,Western Kentucky U.,3,312,0,0,0,312
10401,r088,All states and outlying areas -> Louisiana,All states and outlying areas,Louisiana,,2,9464,0,0,6778,2686
10401,r089,"All states and outlying areas -> Louisiana -> Louisiana State U., system office",All states and outlying areas,Louisiana,"Louisiana State U., system office",3,1463,0,0,0,1463
10401,r090,All states and outlying areas -> Louisiana -> Louisiana Tech U.,All states and outlying areas,Louisiana,Louisiana Tech U.,3,89,0,0,0,89
10401,r091,All states and outlying areas -> Louisiana -> Tulane U.,All states and outlying areas,Louisiana,Tulane U.,3,3271,0,0,3271,0
10401,r092,All states and outlying areas -> Louisiana -> U. Louisiana at Lafayette,All states and outlying areas,Louisiana,U. Louisiana at Lafayette,3,4641,0,0,3507,1134
10401,r093,All states and outlying areas -> Maryland,All states and outlying areas,Maryland,,2,997,0,0,0,997
10401,r094,All states and outlying areas -> Maryland -> Morgan State U.,All states and outlying areas,Maryland,Morgan State U.,3,400,0,0,0,400
10401,r095,"All states and outlying areas -> Maryland -> U. Maryland, Baltimore County",All states and outlying areas,Maryland,"U. Maryland, Baltimore County",3,284,0,0,0,284
10401,r096,"All states and outlying areas -> Maryland -> U. Maryland, College Park",All states and outlying areas,Maryland,"U. Maryland, College Park",3,314,0,0,0,314
10401,r097,All states and outlying areas -> Massachusetts,All states and outlying areas,Massachusetts,,2,22003,0,0,3323,18680
10401,r098,All states and outlying areas -> Massachusetts -> Amherst C.,All states and outlying areas,Massachusetts,Amherst C.,3,1236,0,0,0,1236
10401,r099,All states and outlying areas -> Massachusetts -> Boston C.,All states and outlying areas,Massachusetts,Boston C.,3,810,0,0,0,810
10401,r100,All states and outlying areas -> Massachusetts -> Boston U.,All states and outlying areas,Massachusetts,Boston U.,3,256,0,0,0,256
10401,r101,All states and outlying areas -> Massachusetts -> Brandeis U.,All states and outlying areas,Massachusetts,Brandeis U.,3,144,0,0,0,144
10401,r102,All states and outlying areas -> Massachusetts -> Harvard U.,All states and outlying areas,Massachusetts,Harvard U.,3,213,0,0,0,213
10401,r103,All states and outlying areas -> Massachusetts -> Massachusetts Institute of Technology,All states and outlying areas,Massachusetts,Massachusetts Institute of Technology,3,984,0,0,0,984
10401,r104,All states and outlying areas -> Massachusetts -> Northeast Radio Observatory Corp.,All states and outlying areas,Massachusetts,Northeast Radio Observatory Corp.,3,5154,0,0,0,5154
10401,r105,All states and outlying areas -> Massachusetts -> Northeastern U.,All states and outlying areas,Massachusetts,Northeastern U.,3,7033,0,0,0,7033
10401,r106,All states and outlying areas -> Massachusetts -> Tufts U.,All states and outlying areas,Massachusetts,Tufts U.,3,3323,0,0,3323,0
10401,r107,"All states and outlying areas -> Massachusetts -> U. Massachusetts, Amherst",All states and outlying areas,Massachusetts,"U. Massachusetts, Amherst",3,1123,0,0,0,1123
10401,r108,All states and outlying areas -> Massachusetts -> Woods Hole Oceanographic Institution,All states and outlying areas,Massachusetts,Woods Hole Oceanographic Institution,3,1354,0,0,0,1354
10401,r109,All states and outlying areas -> Massachusetts -> Worcester Polytechnic Institute,All states and outlying areas,Massachusetts,Worcester Polytechnic Institute,3,373,0,0,0,373
10401,r110,All states and outlying areas -> Michigan,All states and outlying areas,Michigan,,2,14775,0,5300,6721,2754
10401,r111,All states and outlying areas -> Michigan -> Central Michigan U.,All states and outlying areas,Michigan,Central Michigan U.,3,344,0,0,0,344
10401,r112,All states and outlying areas -> Michigan -> Eastern Michigan U.,All states and outlying areas,Michigan,Eastern Michigan U.,3,150,0,0,0,150
10401,r113,All states and outlying areas -> Michigan -> Hope C.,All states and outlying areas,Michigan,Hope C.,3,321,0,0,0,321
10401,r114,All states and outlying areas -> Michigan -> Michigan State U.,All states and outlying areas,Michigan,Michigan State U.,3,12021,0,5300,6721,0
10401,r115,All states and outlying areas -> Michigan -> Michigan Technological U.,All states and outlying areas,Michigan,Michigan Technological U.,3,446,0,0,0,446
10401,r116,All states and outlying areas -> Michigan -> U. Michigan,All states and outlying areas,Michigan,U. Michigan,3,500,0,0,0,500
10401,r117,All states and outlying areas -> Michigan -> Wayne State U.,All states and outlying areas,Michigan,Wayne State U.,3,992,0,0,0,992
10401,r118,All states and outlying areas -> Minnesota,All states and outlying areas,Minnesota,,2,1459,0,0,0,1459
10401,r119,All states and outlying areas -> Minnesota -> U. Minnesota,All states and outlying areas,Minnesota,U. Minnesota,3,1459,0,0,0,1459
10401,r120,All states and outlying areas -> Mississippi,All states and outlying areas,Mississippi,,2,217,0,0,0,217
10401,r121,"All states and outlying areas -> Mississippi -> U. Mississippi, The, Oxford",All states and outlying areas,Mississippi,"U. Mississippi, The, Oxford",3,217,0,0,0,217
10401,r122,All states and outlying areas -> Missouri,All states and outlying areas,Missouri,,2,4867,0,0,3327,1540
10401,r123,"All states and outlying areas -> Missouri -> Missouri State U., Springfield",All states and outlying areas,Missouri,"Missouri State U., Springfield",3,342,0,0,0,342
10401,r124,All states and outlying areas -> Missouri -> Missouri U. Science and Technology,All states and outlying areas,Missouri,Missouri U. Science and Technology,3,16,0,0,0,16
10401,r125,"All states and outlying areas -> Missouri -> U. Missouri, Columbia",All states and outlying areas,Missouri,"U. Missouri, Columbia",3,3327,0,0,3327,0
10401,r126,"All states and outlying areas -> Missouri -> Washington U., Saint Louis",All states and outlying areas,Missouri,"Washington U., Saint Louis",3,1182,0,0,0,1182
10401,r127,All states and outlying areas -> Montana,All states and outlying areas,Montana,,2,268,0,0,0,268
10401,r128,All states and outlying areas -> Montana -> Montana Technological U.,All states and outlying areas,Montana,Montana Technological U.,3,180,0,0,0,180
10401,r129,"All states and outlying areas -> Montana -> U. Montana, Missoula",All states and outlying areas,Montana,"U. Montana, Missoula",3,88,0,0,0,88
10401,r130,All states and outlying areas -> Nevada,All states and outlying areas,Nevada,,2,1461,0,0,0,1461
10401,r131,All states and outlying areas -> Nevada -> Nevada System of Higher Education,All states and outlying areas,Nevada,Nevada System of Higher Education,3,200,0,0,0,200
10401,r132,"All states and outlying areas -> Nevada -> U. Nevada, Las Vegas",All states and outlying areas,Nevada,"U. Nevada, Las Vegas",3,1261,0,0,0,1261
10401,r133,All states and outlying areas -> New Hampshire,All states and outlying areas,New Hampshire,,2,16,16,0,0,0
10401,r134,"All states and outlying areas -> New Hampshire -> U. New Hampshire, Durham",All states and outlying areas,New Hampshire,"U. New Hampshire, Durham",3,16,16,0,0,0
10401,r135,All states and outlying areas -> New Jersey,All states and outlying areas,New Jersey,,2,6674,0,34,3328,3311
10401,r136,All states and outlying areas -> New Jersey -> Montclair State U.,All states and outlying areas,New Jersey,Montclair State U.,3,740,0,0,0,740
10401,r137,All states and outlying areas -> New Jersey -> Princeton U.,All states and outlying areas,New Jersey,Princeton U.,3,609,0,34,0,575
10401,r138,All states and outlying areas -> New Jersey -> Rowan U.,All states and outlying areas,New Jersey,Rowan U.,3,336,0,0,0,336
10401,r139,"All states and outlying areas -> New Jersey -> Rutgers, The State U. New Jersey",All states and outlying areas,New Jersey,"Rutgers, The State U. New Jersey",3,4687,0,0,3328,1359
10401,r140,All states and outlying areas -> New Jersey -> Stockton U.,All states and outlying areas,New Jersey,Stockton U.,3,302,0,0,0,302
10401,r141,All states and outlying areas -> New Mexico,All states and outlying areas,New Mexico,,2,626,0,0,0,626
10401,r142,All states and outlying areas -> New Mexico -> New Mexico Highlands U.,All states and outlying areas,New Mexico,New Mexico Highlands U.,3,150,0,0,0,150
10401,r143,"All states and outlying areas -> New Mexico -> New Mexico State U., Las Cruces",All states and outlying areas,New Mexico,"New Mexico State U., Las Cruces",3,476,0,0,0,476
10401,r144,All states and outlying areas -> New York,All states and outlying areas,New York,,2,44382,0,0,0,44382
10401,r145,All states and outlying areas -> New York -> Barnard C.,All states and outlying areas,New York,Barnard C.,3,170,0,0,0,170
10401,r146,All states and outlying areas -> New York -> Colgate U.,All states and outlying areas,New York,Colgate U.,3,299,0,0,0,299
10401,r147,All states and outlying areas -> New York -> Columbia U. in the City of New York,All states and outlying areas,New York,Columbia U. in the City of New York,3,15201,0,0,0,15201
10401,r148,"All states and outlying areas -> New York -> Cornell U., Ithaca",All states and outlying areas,New York,"Cornell U., Ithaca",3,26027,0,0,0,26027
10401,r149,"All states and outlying areas -> New York -> CUNY, Brooklyn C.",All states and outlying areas,New York,"CUNY, Brooklyn C.",3,159,0,0,0,159
10401,r150,"All states and outlying areas -> New York -> CUNY, C. Staten Island",All states and outlying areas,New York,"CUNY, C. Staten Island",3,146,0,0,0,146
10401,r151,"All states and outlying areas -> New York -> CUNY, City C.",All states and outlying areas,New York,"CUNY, City C.",3,833,0,0,0,833
10401,r152,"All states and outlying areas -> New York -> CUNY, Queensborough Community C.",All states and outlying areas,New York,"CUNY, Queensborough Community C.",3,80,0,0,0,80
10401,r153,All states and outlying areas -> New York -> Fordham U.,All states and outlying areas,New York,Fordham U.,3,153,0,0,0,153
10401,r154,All states and outlying areas -> New York -> Hofstra U.,All states and outlying areas,New York,Hofstra U.,3,526,0,0,0,526
10401,r155,"All states and outlying areas -> New York -> Rensselaer Polytechnic Institute, Troy",All states and outlying areas,New York,"Rensselaer Polytechnic Institute, Troy",3,304,0,0,0,304
10401,r156,All states and outlying areas -> New York -> Rochester Institute of Technology,All states and outlying areas,New York,Rochester Institute of Technology,3,200,0,0,0,200
10401,r157,"All states and outlying areas -> New York -> State U. New York at Geneseo, The",All states and outlying areas,New York,"State U. New York at Geneseo, The",3,210,0,0,0,210
10401,r158,All states and outlying areas -> New York -> State U. New York at Old Westbury,All states and outlying areas,New York,State U. New York at Old Westbury,3,70,0,0,0,70
10401,r159,"All states and outlying areas -> New York -> Syracuse U., Syracuse",All states and outlying areas,New York,"Syracuse U., Syracuse",3,3,0,0,0,3
10401,r160,All states and outlying areas -> North Carolina,All states and outlying areas,North Carolina,,2,18432,0,0,14738,3694
10401,r161,All states and outlying areas -> North Carolina -> Appalachian State U.,All states and outlying areas,North Carolina,Appalachian State U.,3,265,0,0,0,265
10401,r162,All states and outlying areas -> North Carolina -> Duke U.,All states and outlying areas,North Carolina,Duke U.,3,4700,0,0,3330,1370
10401,r163,All states and outlying areas -> North Carolina -> North Carolina Agricultural and Technical State U.,All states and outlying areas,North Carolina,North Carolina Agricultural and Technical State U.,3,5553,0,0,5131,422
10401,r164,All states and outlying areas -> North Carolina -> North Carolina State U.,All states and outlying areas,North Carolina,North Carolina State U.,3,6278,0,0,6278,0
10401,r165,"All states and outlying areas -> North Carolina -> U. North Carolina, The, Chapel Hill",All states and outlying areas,North Carolina,"U. North Carolina, The, Chapel Hill",3,344,0,0,0,344
10401,r166,"All states and outlying areas -> North Carolina -> U. North Carolina, The, Greensboro",All states and outlying areas,North Carolina,"U. North Carolina, The, Greensboro",3,643,0,0,0,643
10401,r167,"All states and outlying areas -> North Carolina -> U. North Carolina, The, Wilmington",All states and outlying areas,North Carolina,"U. North Carolina, The, Wilmington",3,650,0,0,0,650
10401,r168,All states and outlying areas -> North Dakota,All states and outlying areas,North Dakota,,2,692,0,0,0,692
10401,r169,All states and outlying areas -> North Dakota -> U. North Dakota,All states and outlying areas,North Dakota,U. North Dakota,3,692,0,0,0,692
10401,r170,All states and outlying areas -> Ohio,All states and outlying areas,Ohio,,2,2626,0,0,0,2626
10401,r171,All states and outlying areas -> Ohio -> Case Western Reserve U.,All states and outlying areas,Ohio,Case Western Reserve U.,3,694,0,0,0,694
10401,r172,All states and outlying areas -> Ohio -> Muskingum U.,All states and outlying areas,Ohio,Muskingum U.,3,33,0,0,0,33
10401,r173,"All states and outlying areas -> Ohio -> Ohio State U., The",All states and outlying areas,Ohio,"Ohio State U., The",3,1418,0,0,0,1418
10401,r174,All states and outlying areas -> Ohio -> Ohio U.,All states and outlying areas,Ohio,Ohio U.,3,199,0,0,0,199
10401,r175,All states and outlying areas -> Ohio -> U. Dayton,All states and outlying areas,Ohio,U. Dayton,3,281,0,0,0,281
10401,r176,All states and outlying areas -> Oklahoma,All states and outlying areas,Oklahoma,,2,16,0,0,0,16
10401,r177,"All states and outlying areas -> Oklahoma -> Oklahoma State U., Stillwater",All states and outlying areas,Oklahoma,"Oklahoma State U., Stillwater",3,16,0,0,0,16
10401,r178,All states and outlying areas -> Oregon,All states and outlying areas,Oregon,,2,12309,0,0,0,12309
10401,r179,All states and outlying areas -> Oregon -> Lewis and Clark C.,All states and outlying areas,Oregon,Lewis and Clark C.,3,125,0,0,0,125
10401,r180,All states and outlying areas -> Oregon -> Oregon State U.,All states and outlying areas,Oregon,Oregon State U.,3,12061,0,0,0,12061
10401,r181,"All states and outlying areas -> Oregon -> U. Oregon, Eugene",All states and outlying areas,Oregon,"U. Oregon, Eugene",3,123,0,0,0,123
10401,r182,All states and outlying areas -> Pennsylvania,All states and outlying areas,Pennsylvania,,2,10181,0,0,3330,6851
10401,r183,All states and outlying areas -> Pennsylvania -> Carnegie Mellon U.,All states and outlying areas,Pennsylvania,Carnegie Mellon U.,3,1381,0,0,0,1381
10401,r184,All states and outlying areas -> Pennsylvania -> Drexel U.,All states and outlying areas,Pennsylvania,Drexel U.,3,693,0,0,0,693
10401,r185,All states and outlying areas -> Pennsylvania -> Duquesne U.,All states and outlying areas,Pennsylvania,Duquesne U.,3,1,0,0,0,1
10401,r186,All states and outlying areas -> Pennsylvania -> Lehigh U.,All states and outlying areas,Pennsylvania,Lehigh U.,3,93,0,0,0,93
10401,r187,All states and outlying areas -> Pennsylvania -> Pennsylvania State U.,All states and outlying areas,Pennsylvania,Pennsylvania State U.,3,1232,0,0,0,1232
10401,r188,All states and outlying areas -> Pennsylvania -> U. Pennsylvania,All states and outlying areas,Pennsylvania,U. Pennsylvania,3,1859,0,0,0,1859
10401,r189,All states and outlying areas -> Pennsylvania -> U. Pittsburgh,All states and outlying areas,Pennsylvania,U. Pittsburgh,3,4518,0,0,3330,1188
10401,r190,All states and outlying areas -> Pennsylvania -> U. Scranton,All states and outlying areas,Pennsylvania,U. Scranton,3,363,0,0,0,363
10401,r191,All states and outlying areas -> Pennsylvania -> Villanova U.,All states and outlying areas,Pennsylvania,Villanova U.,3,41,0,0,0,41
10401,r192,All states and outlying areas -> Rhode Island,All states and outlying areas,Rhode Island,,2,290,0,0,0,290
10401,r193,All states and outlying areas -> Rhode Island -> Brown U.,All states and outlying areas,Rhode Island,Brown U.,3,290,0,0,0,290
10401,r194,All states and outlying areas -> South Dakota,All states and outlying areas,South Dakota,,2,525,0,0,0,525
10401,r195,All states and outlying areas -> South Dakota -> South Dakota State U.,All states and outlying areas,South Dakota,South Dakota State U.,3,243,0,0,0,243
10401,r196,"All states and outlying areas -> South Dakota -> U. South Dakota, The",All states and outlying areas,South Dakota,"U. South Dakota, The",3,282,0,0,0,282
10401,r197,All states and outlying areas -> Tennessee,All states and outlying areas,Tennessee,,2,9052,0,4,6327,2721
10401,r198,All states and outlying areas -> Tennessee -> Meharry Medical C.,All states and outlying areas,Tennessee,Meharry Medical C.,3,671,0,0,0,671
10401,r199,All states and outlying areas -> Tennessee -> Oak Ridge Associated Universities,All states and outlying areas,Tennessee,Oak Ridge Associated Universities,3,4,0,4,0,0
10401,r200,"All states and outlying areas -> Tennessee -> Rhodes C., Memphis",All states and outlying areas,Tennessee,"Rhodes C., Memphis",3,358,0,0,0,358
10401,r201,"All states and outlying areas -> Tennessee -> U. Tennessee, System Office",All states and outlying areas,Tennessee,"U. Tennessee, System Office",3,692,0,0,0,692
10401,r202,"All states and outlying areas -> Tennessee -> U. Tennessee, The, Health Science Center",All states and outlying areas,Tennessee,"U. Tennessee, The, Health Science Center",3,6327,0,0,6327,0
10401,r203,All states and outlying areas -> Tennessee -> Vanderbilt U.,All states and outlying areas,Tennessee,Vanderbilt U.,3,1000,0,0,0,1000
10401,r204,All states and outlying areas -> Texas,All states and outlying areas,Texas,,2,20592,0,0,5078,15514
10401,r205,All states and outlying areas -> Texas -> Rice U.,All states and outlying areas,Texas,Rice U.,3,1043,0,0,0,1043
10401,r206,All states and outlying areas -> Texas -> Southern Methodist U.,All states and outlying areas,Texas,Southern Methodist U.,3,205,0,0,0,205
