table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_all_companies_companies_number_,field_all_companies_amount,field_1_4_employees_companies_number_,field_1_4_employees_amount,field_5_9_employees_companies_number_,field_5_9_employees_amount
7397,r011,"All selected industries -> Manufacturing industries -> Chemicals -> Chemicals, excluding pharmaceuticals",All selected industries,Manufacturing industries,Chemicals,"Chemicals, excluding pharmaceuticals",4,other 325,"['210', '&nbsp;']","['85,721', '&nbsp;']","['155', '&nbsp;']","['53,201', '&nbsp;']","['55', '&nbsp;']","['32,520', '&nbsp;']"
7397,r012,All selected industries -> Manufacturing industries -> Plastics and rubber products,All selected industries,Manufacturing industries,Plastics and rubber products,,3,326,"['21', '&nbsp;']","['6,397', '&nbsp;']","['12', '&nbsp;']","['3,340', '&nbsp;']","['10', '&nbsp;']","['3,057', 'r']"
7397,r013,All selected industries -> Manufacturing industries -> Nonmetallic mineral products,All selected industries,Manufacturing industries,Nonmetallic mineral products,,3,327,"['4', 'r']","['12,945', 'r']","['0', '&nbsp;']","['216', '&nbsp;']","['4', 'r']","['12,729', 'r']"
7397,r014,All selected industries -> Manufacturing industries -> Primary metals,All selected industries,Manufacturing industries,Primary metals,,3,331,"['4', 'r']","['2,568', 'r']","['4', 'r']","['2,568', 'r']","['0', '&nbsp;']","['0', '&nbsp;']"
7397,r015,All selected industries -> Manufacturing industries -> Fabricated metal products,All selected industries,Manufacturing industries,Fabricated metal products,,3,332,"['57', 'r']","['20,594', 'r']","['13', '&nbsp;']","['9,950', 'r']","['44', 'r']","['10,644', 'r']"
7397,r016,All selected industries -> Manufacturing industries -> Machinery,All selected industries,Manufacturing industries,Machinery,,3,333,"['129', '&nbsp;']","['33,020', '&nbsp;']","['74', '&nbsp;']","['23,556', '&nbsp;']","['55', '&nbsp;']","['9,464', '&nbsp;']"
7397,r017,All selected industries -> Manufacturing industries -> Computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,,3,334,"['710', '&nbsp;']","['279,725', '&nbsp;']","['401', '&nbsp;']","['146,657', '&nbsp;']","['308', '&nbsp;']","['133,068', '&nbsp;']"
7397,r018,All selected industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All selected industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,4,3344,"['130', '&nbsp;']","['44,841', '&nbsp;']","['78', '&nbsp;']","['26,337', '&nbsp;']","['51', '&nbsp;']","['18,504', '&nbsp;']"
7397,r019,"All selected industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All selected industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",4,3345,"['502', '&nbsp;']","['205,358', '&nbsp;']","['296', '&nbsp;']","['115,084', '&nbsp;']","['207', '&nbsp;']","['90,274', '&nbsp;']"
7397,r020,All selected industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,4,other 334,"['78', '&nbsp;']","['29,526', '&nbsp;']","['29', '&nbsp;']","['5,235', '&nbsp;']","['50', '&nbsp;']","['24,291', '&nbsp;']"
7397,r021,"All selected industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All selected industries,Manufacturing industries,"Electrical equipment, appliances, and components",,3,335,"['50', '&nbsp;']","['11,053', '&nbsp;']","['26', 'r']","['6,214', 'r']","['25', '&nbsp;']","['4,839', '&nbsp;']"
7397,r022,All selected industries -> Manufacturing industries -> Transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,,3,336,"['70', '&nbsp;']","['31,730', '&nbsp;']","['43', '&nbsp;']","['24,976', '&nbsp;']","['27', '&nbsp;']","['6,754', '&nbsp;']"
7397,r023,All selected industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All selected industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,4,3364,"['53', '&nbsp;']","['15,341', '&nbsp;']","['29', '&nbsp;']","['10,107', '&nbsp;']","['23', '&nbsp;']","['5,234', '&nbsp;']"
7397,r024,All selected industries -> Manufacturing industries -> Transportation equipment -> Other transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,Other transportation equipment,4,other 336,"['16', '&nbsp;']","['16,389', 'r']","['14', '&nbsp;']","['14,869', 'r']","['2', 'r']","['1,520', '&nbsp;']"
7397,r025,All selected industries -> Manufacturing industries -> Furniture and related products,All selected industries,Manufacturing industries,Furniture and related products,,3,337,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
7397,r026,All selected industries -> Manufacturing industries -> Miscellaneous manufacturing,All selected industries,Manufacturing industries,Miscellaneous manufacturing,,3,339,"['203', '&nbsp;']","['134,291', '&nbsp;']","['90', '&nbsp;']","['27,680', '&nbsp;']","['113', '&nbsp;']","['106,611', 'r']"
7397,r027,All selected industries -> Selected nonmanufacturing industries,All selected industries,Selected nonmanufacturing industries,,,2,"42, 51, 5413, 5415, 5417","['13,744', '&nbsp;']","['6,356,651', '&nbsp;']","['8,829', '&nbsp;']","['2,801,417', '&nbsp;']","['4,914', '&nbsp;']","['3,555,234', '&nbsp;']"
7397,r028,All selected industries -> Selected nonmanufacturing industries -> Wholesale trade,All selected industries,Selected nonmanufacturing industries,Wholesale trade,,3,42,"['525', '&nbsp;']","['407,798', 'r']","['281', '&nbsp;']","['105,771', '&nbsp;']","['243', '&nbsp;']","['302,027', 'r']"
7397,r029,All selected industries -> Selected nonmanufacturing industries -> Information,All selected industries,Selected nonmanufacturing industries,Information,,3,51,"['2,252', '&nbsp;']","['708,356', '&nbsp;']","['1,239', '&nbsp;']","['314,081', '&nbsp;']","['1,013', '&nbsp;']","['394,274', '&nbsp;']"
7397,r030,All selected industries -> Selected nonmanufacturing industries -> Information -> Software publishers,All selected industries,Selected nonmanufacturing industries,Information,Software publishers,4,5112,"['1,459', '&nbsp;']","['396,626', '&nbsp;']","['856', '&nbsp;']","['204,864', '&nbsp;']","['604', '&nbsp;']","['191,763', '&nbsp;']"
7397,r031,"All selected industries -> Selected nonmanufacturing industries -> Information -> Information, excluding software publishers",All selected industries,Selected nonmanufacturing industries,Information,"Information, excluding software publishers",4,51 less 5112,"['794', '&nbsp;']","['311,729', '&nbsp;']","['382', '&nbsp;']","['109,218', '&nbsp;']","['411', '&nbsp;']","['202,512', '&nbsp;']"
7397,r032,"All selected industries -> Selected nonmanufacturing industries -> Architectural, engineering, and related services",All selected industries,Selected nonmanufacturing industries,"Architectural, engineering, and related services",,3,5413,"['1,711', '&nbsp;']","['507,138', '&nbsp;']","['1,297', '&nbsp;']","['303,242', '&nbsp;']","['414', '&nbsp;']","['203,896', '&nbsp;']"
7397,r033,All selected industries -> Selected nonmanufacturing industries -> Computer systems design and related services,All selected industries,Selected nonmanufacturing industries,Computer systems design and related services,,3,5415,"['5,918', '&nbsp;']","['1,848,169', '&nbsp;']","['3,987', '&nbsp;']","['910,750', '&nbsp;']","['1,931', '&nbsp;']","['937,419', '&nbsp;']"
7397,r034,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,,3,5417,"['3,338', '&nbsp;']","['2,885,189', '&nbsp;']","['2,027', '&nbsp;']","['1,167,572', '&nbsp;']","['1,312', '&nbsp;']","['1,717,617', '&nbsp;']"
7397,r035,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in nanotechnology,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in nanotechnology,4,541713,"['326', '&nbsp;']","['208,661', '&nbsp;']","['220', '&nbsp;']","['96,558', '&nbsp;']","['107', '&nbsp;']","['112,103', '&nbsp;']"
7397,r036,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology),All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),4,541714,"['1,060', '&nbsp;']","['1,174,781', '&nbsp;']","['669', '&nbsp;']","['496,750', '&nbsp;']","['392', '&nbsp;']","['678,031', '&nbsp;']"
7397,r037,"All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All selected industries,Selected nonmanufacturing industries,Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",4,541715,"['1,867', '&nbsp;']","['1,462,437', '&nbsp;']","['1,081', '&nbsp;']","['560,499', '&nbsp;']","['786', '&nbsp;']","['901,937', '&nbsp;']"
7397,r038,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Social sciences and humanities research and development,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Social sciences and humanities research and development,4,541720,"['73', '&nbsp;']","['37,089', '&nbsp;']","['45', '&nbsp;']","['11,543', '&nbsp;']","['27', '&nbsp;']","['25,546', '&nbsp;']"
