table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_agricultural_sciences,field_biological_sciences_excluding_environmental_biology_,field_environmental_biology,field_medical_sciences,field_other_life_sciences
3877,r031,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,9090.5,0.0,8213.5,877.1,0.0,0.0
3877,r032,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,9090.5,0.0,8213.5,877.1,0.0,0.0
3877,r033,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,202980.3,32650.0,83912.6,86417.7,0.0,0.0
3877,r034,All agencies -> Departments -> Department of the Interior -> Bureau of Land Management,All agencies,Departments,Department of the Interior,Bureau of Land Management,,4,13724.0,0.0,0.0,13724.0,0.0,0.0
3877,r035,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,4481.3,0.0,3286.3,1195.0,0.0,0.0
3877,r036,All agencies -> Departments -> Department of the Interior -> U.S. Fish and Wildlife Service,All agencies,Departments,Department of the Interior,U.S. Fish and Wildlife Service,,4,32650.0,32650.0,0.0,0.0,0.0,0.0
3877,r037,All agencies -> Departments -> Department of the Interior -> U.S. Geological Survey,All agencies,Departments,Department of the Interior,U.S. Geological Survey,,4,152125.0,0.0,80626.2,71498.7,0.0,0.0
3877,r038,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,7766.6,0.0,6066.5,0.0,0.0,1700.0
3877,r039,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,7766.6,0.0,6066.5,0.0,0.0,1700.0
3877,r040,All agencies -> Departments -> Department of State,All agencies,Departments,Department of State,,,3,60000.0,0.0,0.0,0.0,60000.0,0.0
3877,r041,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,9390.3,0.0,0.0,0.0,9390.3,0.0
3877,r042,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,9390.3,0.0,0.0,0.0,9390.3,0.0
3877,r043,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,1185002.5,0.0,0.0,0.0,1185002.5,0.0
3877,r044,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,
3877,r045,All agencies -> Other agencies -> Agency for International Development,All agencies,Other agencies,Agency for International Development,,,3,158222.0,120750.2,0.0,0.0,37471.8,0.0
3877,r046,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,159914.7,576.2,110535.8,44964.7,237.6,3600.4
3877,r047,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,143695.6,0.0,0.0,0.0,0.0,143695.6
3877,r048,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,695582.0,0.0,532387.7,163194.3,0.0,0.0
3877,r049,All agencies -> Other agencies -> Patient-Centered Outcomes Research Trust Fund,All agencies,Other agencies,Patient-Centered Outcomes Research Trust Fund,,,3,578430.5,0.0,0.0,0.0,578430.5,0.0
3877,r050,All agencies -> Other agencies -> Smithsonian Institution,All agencies,Other agencies,Smithsonian Institution,,,3,101475.0,0.0,5067.0,95178.0,0.0,1230.0
