table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_total,field_basic_research,field_applied_research,field_development
12469,r012,All selected industries -> Manufacturing industries -> Plastics and rubber products,All selected industries,Manufacturing industries,Plastics and rubber products,,3,326,"['14,467', '&nbsp;']","['716', '&nbsp;']","['8,600', 'r']","['5,151', '&nbsp;']"
12469,r013,All selected industries -> Manufacturing industries -> Nonmetallic mineral products,All selected industries,Manufacturing industries,Nonmetallic mineral products,,3,327,"['3,608', '&nbsp;']","['270', '&nbsp;']","['1,881', 'r']","['1,458', '&nbsp;']"
12469,r014,All selected industries -> Manufacturing industries -> Primary metals,All selected industries,Manufacturing industries,Primary metals,,3,331,"['3,214', '&nbsp;']","['30', '&nbsp;']","['498', '&nbsp;']","['2,685', '&nbsp;']"
12469,r015,All selected industries -> Manufacturing industries -> Fabricated metal products,All selected industries,Manufacturing industries,Fabricated metal products,,3,332,"['44,875', '&nbsp;']","['0', '&nbsp;']","['13,255', 'r']","['31,620', 'r']"
12469,r016,All selected industries -> Manufacturing industries -> Machinery,All selected industries,Manufacturing industries,Machinery,,3,333,"['44,334', '&nbsp;']","['345', 'r']","['21,497', 'r']","['22,492', '&nbsp;']"
12469,r017,All selected industries -> Manufacturing industries -> Computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,,3,334,"['171,928', '&nbsp;']","['8,612', '&nbsp;']","['61,998', '&nbsp;']","['101,318', '&nbsp;']"
12469,r018,All selected industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All selected industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,4,3344,"['46,427', '&nbsp;']","['2,787', '&nbsp;']","['17,496', '&nbsp;']","['26,144', '&nbsp;']"
12469,r019,"All selected industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All selected industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",4,3345,"['94,814', '&nbsp;']","['5,134', '&nbsp;']","['32,794', '&nbsp;']","['56,887', '&nbsp;']"
12469,r020,All selected industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,4,other 334,"['30,686', '&nbsp;']","['692', 'r']","['11,708', '&nbsp;']","['18,287', '&nbsp;']"
12469,r021,"All selected industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All selected industries,Manufacturing industries,"Electrical equipment, appliances, and components",,3,335,"['14,597', '&nbsp;']","['743', '&nbsp;']","['7,739', '&nbsp;']","['6,114', '&nbsp;']"
12469,r022,All selected industries -> Manufacturing industries -> Transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,,3,336,"['36,738', '&nbsp;']","['158', '&nbsp;']","['13,379', 'r']","['23,201', '&nbsp;']"
12469,r023,All selected industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All selected industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,4,3364,"['19,882', '&nbsp;']","['96', '&nbsp;']","['13,317', 'r']","['6,470', '&nbsp;']"
12469,r024,All selected industries -> Manufacturing industries -> Transportation equipment -> Other transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,Other transportation equipment,4,other 336,"['16,856', '&nbsp;']","['62', '&nbsp;']","['62', '&nbsp;']","['16,731', '&nbsp;']"
12469,r025,All selected industries -> Manufacturing industries -> Furniture and related products,All selected industries,Manufacturing industries,Furniture and related products,,3,337,"['212', '&nbsp;']","['0', '&nbsp;']","['212', '&nbsp;']","['0', '&nbsp;']"
12469,r026,All selected industries -> Manufacturing industries -> Miscellaneous manufacturing,All selected industries,Manufacturing industries,Miscellaneous manufacturing,,3,339,"['163,959', '&nbsp;']","['10,617', 'r']","['76,119', '&nbsp;']","['77,222', '&nbsp;']"
12469,r027,All selected industries -> Selected nonmanufacturing industries,All selected industries,Selected nonmanufacturing industries,,,2,"42, 51, 5413, 5415, 5417","['5,016,323', '&nbsp;']","['362,299', '&nbsp;']","['1,757,875', '&nbsp;']","['2,896,149', '&nbsp;']"
12469,r028,All selected industries -> Selected nonmanufacturing industries -> Wholesale trade,All selected industries,Selected nonmanufacturing industries,Wholesale trade,,3,42,"['305,962', '&nbsp;']","['18,266', '&nbsp;']","['100,466', '&nbsp;']","['187,230', '&nbsp;']"
12469,r029,All selected industries -> Selected nonmanufacturing industries -> Information,All selected industries,Selected nonmanufacturing industries,Information,,3,51,"['653,665', '&nbsp;']","['49,958', '&nbsp;']","['204,326', '&nbsp;']","['399,382', '&nbsp;']"
12469,r030,All selected industries -> Selected nonmanufacturing industries -> Information -> Software publishers,All selected industries,Selected nonmanufacturing industries,Information,Software publishers,4,5112,"['478,466', '&nbsp;']","['33,197', '&nbsp;']","['145,099', '&nbsp;']","['300,170', '&nbsp;']"
12469,r031,"All selected industries -> Selected nonmanufacturing industries -> Information -> Information, excluding software publishers",All selected industries,Selected nonmanufacturing industries,Information,"Information, excluding software publishers",4,51 less 5112,"['175,199', '&nbsp;']","['16,761', '&nbsp;']","['59,226', '&nbsp;']","['99,212', '&nbsp;']"
12469,r032,"All selected industries -> Selected nonmanufacturing industries -> Architectural, engineering, and related services",All selected industries,Selected nonmanufacturing industries,"Architectural, engineering, and related services",,3,5413,"['388,846', '&nbsp;']","['22,921', '&nbsp;']","['144,876', '&nbsp;']","['221,049', '&nbsp;']"
12469,r033,All selected industries -> Selected nonmanufacturing industries -> Computer systems design and related services,All selected industries,Selected nonmanufacturing industries,Computer systems design and related services,,3,5415,"['1,414,970', '&nbsp;']","['102,039', '&nbsp;']","['371,904', '&nbsp;']","['941,028', '&nbsp;']"
12469,r034,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,,3,5417,"['2,252,879', '&nbsp;']","['169,115', '&nbsp;']","['936,304', '&nbsp;']","['1,147,461', '&nbsp;']"
12469,r035,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in nanotechnology,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in nanotechnology,4,541713,"['137,272', '&nbsp;']","['12,847', '&nbsp;']","['47,776', '&nbsp;']","['76,649', '&nbsp;']"
12469,r036,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology),All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),4,541714,"['1,010,361', '&nbsp;']","['62,507', '&nbsp;']","['403,151', '&nbsp;']","['544,702', '&nbsp;']"
12469,r037,"All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All selected industries,Selected nonmanufacturing industries,Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",4,541715,"['1,085,263', '&nbsp;']","['90,235', '&nbsp;']","['475,771', '&nbsp;']","['519,256', '&nbsp;']"
12469,r038,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Social sciences and humanities research and development,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Social sciences and humanities research and development,4,541720,"['19,984', '&nbsp;']","['3,526', '&nbsp;']","['9,605', '&nbsp;']","['6,853', '&nbsp;']"
