table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_total,field_basic_research,field_applied_research,field_development
7123,r011,"All selected industries -> Manufacturing industries -> Chemicals -> Chemicals, excluding pharmaceuticals",All selected industries,Manufacturing industries,Chemicals,"Chemicals, excluding pharmaceuticals",4,other 325,"['    60,661 ', '&nbsp;']","['    3,264 ', 'r']","['    28,689 ', '&nbsp;']","['    28,708 ', '&nbsp;']"
7123,r012,All selected industries -> Manufacturing industries -> Plastics and rubber products,All selected industries,Manufacturing industries,Plastics and rubber products,,3,326,"['    6,261 ', '&nbsp;']","['    372 ', 'r']","['    5,124 ', '&nbsp;']","['    765 ', '&nbsp;']"
7123,r013,All selected industries -> Manufacturing industries -> Nonmetallic mineral products,All selected industries,Manufacturing industries,Nonmetallic mineral products,,3,327,"['    5,860 ', 'r']","['-', '&nbsp;']","['    2,994 ', 'r']","['    2,866 ', 'r']"
7123,r014,All selected industries -> Manufacturing industries -> Primary metals,All selected industries,Manufacturing industries,Primary metals,,3,331,"['    2,353 ', 'r']","['    526 ', 'r']","['    316 ', 'r']","['    1,511 ', 'r']"
7123,r015,All selected industries -> Manufacturing industries -> Fabricated metal products,All selected industries,Manufacturing industries,Fabricated metal products,,3,332,"['    20,518 ', 'r']","['    234 ', 'r']","['    19,547 ', 'r']","['    737 ', 'r']"
7123,r016,All selected industries -> Manufacturing industries -> Machinery,All selected industries,Manufacturing industries,Machinery,,3,333,"['    22,057 ', '&nbsp;']","['    870 ', '&nbsp;']","['    11,013 ', '&nbsp;']","['    10,174 ', '&nbsp;']"
7123,r017,All selected industries -> Manufacturing industries -> Computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,,3,334,"['    227,158 ', '&nbsp;']","['    7,692 ', '&nbsp;']","['    80,158 ', '&nbsp;']","['    139,308 ', '&nbsp;']"
7123,r018,All selected industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All selected industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,4,3344,"['    38,305 ', '&nbsp;']","['    1,196 ', '&nbsp;']","['    15,387 ', '&nbsp;']","['    21,722 ', '&nbsp;']"
7123,r019,"All selected industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All selected industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",4,3345,"['    161,373 ', '&nbsp;']","['    5,902 ', '&nbsp;']","['    52,551 ', '&nbsp;']","['    102,921 ', '&nbsp;']"
7123,r020,All selected industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,4,other 334,"['    27,480 ', '&nbsp;']","['    595 ', '&nbsp;']","['    12,219 ', '&nbsp;']","['    14,666 ', '&nbsp;']"
7123,r021,"All selected industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All selected industries,Manufacturing industries,"Electrical equipment, appliances, and components",,3,335,"['    9,592 ', '&nbsp;']","['    345 ', '&nbsp;']","['    5,914 ', '&nbsp;']","['    3,332 ', '&nbsp;']"
7123,r022,All selected industries -> Manufacturing industries -> Transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,,3,336,"['    24,577 ', '&nbsp;']","['    619 ', '&nbsp;']","['    10,145 ', '&nbsp;']","['    13,814 ', '&nbsp;']"
7123,r023,All selected industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All selected industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,4,3364,"['    11,859 ', '&nbsp;']","['    510 ', '&nbsp;']","['    5,145 ', '&nbsp;']","['    6,204 ', '&nbsp;']"
7123,r024,All selected industries -> Manufacturing industries -> Transportation equipment -> Other transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,Other transportation equipment,4,other 336,"['    12,718 ', 'r']","['    109 ', 'r']","['    5,000 ', 'r']","['    7,610 ', 'r']"
7123,r025,All selected industries -> Manufacturing industries -> Furniture and related products,All selected industries,Manufacturing industries,Furniture and related products,,3,337,"['-', '&nbsp;']","['-', '&nbsp;']","['-', '&nbsp;']","['-', '&nbsp;']"
7123,r026,All selected industries -> Manufacturing industries -> Miscellaneous manufacturing,All selected industries,Manufacturing industries,Miscellaneous manufacturing,,3,339,"['    114,922 ', '&nbsp;']","['    234 ', '&nbsp;']","['    60,737 ', 'r']","['    53,951 ', '&nbsp;']"
7123,r027,All selected industries -> Selected nonmanufacturing industries,All selected industries,Selected nonmanufacturing industries,,,2,"42, 51, 5413, 5415, 5417","['    4,596,691 ', '&nbsp;']","['    324,772 ', '&nbsp;']","['    1,847,354 ', '&nbsp;']","['    2,424,565 ', '&nbsp;']"
7123,r028,All selected industries -> Selected nonmanufacturing industries -> Wholesale trade,All selected industries,Selected nonmanufacturing industries,Wholesale trade,,3,42,"['    225,813 ', '&nbsp;']","['    14,236 ', '&nbsp;']","['    89,756 ', '&nbsp;']","['    121,821 ', '&nbsp;']"
7123,r029,All selected industries -> Selected nonmanufacturing industries -> Information,All selected industries,Selected nonmanufacturing industries,Information,,3,51,"['    598,684 ', '&nbsp;']","['    26,224 ', '&nbsp;']","['    192,524 ', '&nbsp;']","['    379,937 ', '&nbsp;']"
7123,r030,All selected industries -> Selected nonmanufacturing industries -> Information -> Software publishers,All selected industries,Selected nonmanufacturing industries,Information,Software publishers,4,5112,"['    327,921 ', '&nbsp;']","['    16,796 ', '&nbsp;']","['    109,666 ', '&nbsp;']","['    201,459 ', '&nbsp;']"
7123,r031,"All selected industries -> Selected nonmanufacturing industries -> Information -> Information, excluding software publishers",All selected industries,Selected nonmanufacturing industries,Information,"Information, excluding software publishers",4,51 less 5112,"['    270,764 ', '&nbsp;']","['    9,428 ', '&nbsp;']","['    82,858 ', '&nbsp;']","['    178,478 ', '&nbsp;']"
7123,r032,"All selected industries -> Selected nonmanufacturing industries -> Architectural, engineering, and related services",All selected industries,Selected nonmanufacturing industries,"Architectural, engineering, and related services",,3,5413,"['    454,913 ', '&nbsp;']","['    17,817 ', '&nbsp;']","['    221,370 ', '&nbsp;']","['    215,725 ', '&nbsp;']"
7123,r033,All selected industries -> Selected nonmanufacturing industries -> Computer systems design and related services,All selected industries,Selected nonmanufacturing industries,Computer systems design and related services,,3,5415,"['    1,435,159 ', '&nbsp;']","['    139,008 ', '&nbsp;']","['    469,354 ', '&nbsp;']","['    826,797 ', '&nbsp;']"
7123,r034,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,,3,5417,"['    1,882,122 ', '&nbsp;']","['    127,488 ', '&nbsp;']","['    874,350 ', '&nbsp;']","['    880,284 ', '&nbsp;']"
7123,r035,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in nanotechnology,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in nanotechnology,4,541713,"['    175,639 ', '&nbsp;']","['    6,239 ', '&nbsp;']","['    99,116 ', '&nbsp;']","['    70,284 ', '&nbsp;']"
7123,r036,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology),All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),4,541714,"['    645,887 ', '&nbsp;']","['    42,293 ', '&nbsp;']","['    296,229 ', '&nbsp;']","['    307,365 ', '&nbsp;']"
7123,r037,"All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All selected industries,Selected nonmanufacturing industries,Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",4,541715,"['    1,026,911 ', '&nbsp;']","['    77,886 ', '&nbsp;']","['    462,552 ', '&nbsp;']","['    486,473 ', '&nbsp;']"
7123,r038,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Social sciences and humanities research and development,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Social sciences and humanities research and development,4,541720,"['    31,464 ', '&nbsp;']","['    975 ', '&nbsp;']","['    14,877 ', '&nbsp;']","['    15,612 ', 'r']"
