table_id,row_id,_b_field_of_doctorate_b_full_path,_b_field_of_doctorate_b_level_1,_b_field_of_doctorate_b_level_2,_b_field_of_doctorate_b_level_3,_b_field_of_doctorate_b_level_4,_b_field_of_doctorate_b_hierarchy_depth,field_all_u_s_citizens_and_permanent_residents_number_,field_total,field_u_s_citizen_or_permanent_resident_hispanic_or_latino,field_u_s_citizen_or_permanent_resident_not_hispanic_or_latino_american_indian_or_alaska_native,field_u_s_citizen_or_permanent_resident_not_hispanic_or_latino_asian,field_u_s_citizen_or_permanent_resident_not_hispanic_or_latino_black_or_african_american,field_u_s_citizen_or_permanent_resident_not_hispanic_or_latino_white,field_u_s_citizen_or_permanent_resident_not_hispanic_or_latino_more_than_one_race,field_u_s_citizen_or_permanent_resident_not_hispanic_or_latino_other_race_or_race_not_reported,field_u_s_citizen_or_permanent_resident_ethnicity_not_reported
7546,r011,All fields -> Science and engineering -> Biological and biomedical sciences -> Genetics and genomics,All fields,Science and engineering,Biological and biomedical sciences,Genetics and genomics,4,291,100.0,9.6,0.0,11.7,3.4,69.1,4.1,1.4,0.7
7546,r012,All fields -> Science and engineering -> Biological and biomedical sciences -> Microbiology and immunology,All fields,Science and engineering,Biological and biomedical sciences,Microbiology and immunology,4,766,100.0,10.8,0.4,9.4,4.7,70.5,3.1,0.3,0.8
7546,r013,All fields -> Science and engineering -> Biological and biomedical sciences -> Neurobiology and neurosciences,All fields,Science and engineering,Biological and biomedical sciences,Neurobiology and neurosciences,4,795,100.0,10.6,0.3,12.7,2.6,68.4,3.3,1.1,1.0
7546,r014,All fields -> Science and engineering -> Biological and biomedical sciences -> Pharmacology and toxicology,All fields,Science and engineering,Biological and biomedical sciences,Pharmacology and toxicology,4,222,100.0,10.4,0.0,14.4,6.3,61.7,3.6,0.9,2.7
7546,r015,"All fields -> Science and engineering -> Biological and biomedical sciences -> Physiology, oncology and cancer biology",All fields,Science and engineering,Biological and biomedical sciences,"Physiology, oncology and cancer biology",4,517,100.0,9.7,0.4,13.2,6.2,65.0,3.1,1.2,1.4
7546,r016,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biological and biomedical sciences, other",All fields,Science and engineering,Biological and biomedical sciences,"Biological and biomedical sciences, other",4,859,100.0,9.3,0.3,11.8,5.0,66.8,4.5,0.7,1.5
7546,r017,All fields -> Science and engineering -> Computer and information sciences,All fields,Science and engineering,Computer and information sciences,,3,703,100.0,4.6,0.0,19.3,5.1,64.0,3.8,1.6,1.6
7546,r018,All fields -> Science and engineering -> Computer and information sciences -> Computer science,All fields,Science and engineering,Computer and information sciences,Computer science,4,480,100.0,4.2,0.0,19.8,4.0,65.8,3.5,1.3,1.5
7546,r019,"All fields -> Science and engineering -> Computer and information sciences -> Computer and information sciences, other",All fields,Science and engineering,Computer and information sciences,"Computer and information sciences, other",4,223,100.0,5.4,0.0,18.4,7.6,60.1,4.5,2.2,1.8
7546,r020,All fields -> Science and engineering -> Engineering,All fields,Science and engineering,Engineering,,3,3785,100.0,8.2,0.2,15.4,4.1,66.4,3.0,1.4,1.2
7546,r021,"All fields -> Science and engineering -> Engineering -> Biological, biomedical, and biosystems engineering",All fields,Science and engineering,Engineering,"Biological, biomedical, and biosystems engineering",4,732,100.0,9.3,0.1,20.2,2.7,61.1,4.0,1.5,1.1
7546,r022,All fields -> Science and engineering -> Engineering -> Chemical and petroleum engineering,All fields,Science and engineering,Engineering,Chemical and petroleum engineering,4,540,100.0,6.1,0.0,14.8,3.9,68.9,4.4,0.6,1.3
7546,r023,"All fields -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering",All fields,Science and engineering,Engineering,"Civil, environmental, and transportation engineering",4,325,100.0,10.2,0.3,14.2,4.3,65.8,2.2,2.5,0.6
7546,r024,All fields -> Science and engineering -> Engineering -> Electrical and computer engineering,All fields,Science and engineering,Engineering,Electrical and computer engineering,4,553,100.0,7.2,0.0,17.9,5.8,64.4,1.4,1.4,1.8
7546,r025,All fields -> Science and engineering -> Engineering -> Engineering technologies,All fields,Science and engineering,Engineering,Engineering technologies,4,132,100.0,6.1,1.5,23.5,6.8,58.3,3.8,0.0,0.0
7546,r026,All fields -> Science and engineering -> Engineering -> Industrial engineering and operations research,All fields,Science and engineering,Engineering,Industrial engineering and operations research,4,203,100.0,8.4,0.5,16.7,5.4,62.1,3.0,2.0,2.0
7546,r027,All fields -> Science and engineering -> Engineering -> Materials and mining engineering,All fields,Science and engineering,Engineering,Materials and mining engineering,4,288,100.0,9.4,0.0,14.9,4.2,64.6,3.8,1.7,1.4
7546,r028,All fields -> Science and engineering -> Engineering -> Mechanical engineering,All fields,Science and engineering,Engineering,Mechanical engineering,4,571,100.0,9.1,0.2,10.0,3.5,72.3,1.8,1.6,1.6
7546,r029,"All fields -> Science and engineering -> Engineering -> Engineering, other",All fields,Science and engineering,Engineering,"Engineering, other",4,441,100.0,7.5,0.0,10.0,3.9,73.5,3.4,1.1,0.7
7546,r030,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",,3,665,100.0,7.2,0.3,4.5,2.0,79.4,5.0,1.1,0.6
7546,r031,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Geological and earth sciences",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Geological and earth sciences,4,373,100.0,7.0,0.3,3.8,2.7,79.4,5.1,0.8,1.1
7546,r032,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Ocean/ marine sciences and atmospheric science",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Ocean/ marine sciences and atmospheric science,4,292,100.0,7.5,0.3,5.5,1.0,79.5,4.8,1.4,0.0
7546,r033,All fields -> Science and engineering -> Health sciences,All fields,Science and engineering,Health sciences,,3,1886,100.0,7.4,0.5,9.7,13.9,63.2,2.9,0.8,1.6
7546,r034,All fields -> Science and engineering -> Health sciences -> Nursing and nursing science,All fields,Science and engineering,Health sciences,Nursing and nursing science,4,510,100.0,7.8,0.6,5.7,11.8,70.8,1.6,0.8,1.0
7546,r035,All fields -> Science and engineering -> Health sciences -> Pharmacy and pharmaceutical sciences,All fields,Science and engineering,Health sciences,Pharmacy and pharmaceutical sciences,4,196,100.0,7.1,0.5,17.9,7.7,60.2,3.6,1.0,2.0
7546,r036,All fields -> Science and engineering -> Health sciences -> Public health,All fields,Science and engineering,Health sciences,Public health,4,527,100.0,8.5,0.6,12.1,20.9,52.8,3.2,0.8,1.1
7546,r037,"All fields -> Science and engineering -> Health sciences -> Health sciences, other",All fields,Science and engineering,Health sciences,"Health sciences, other",4,653,100.0,6.1,0.3,8.3,11.9,66.6,3.5,0.9,2.3
7546,r038,All fields -> Science and engineering -> Mathematics and statistics,All fields,Science and engineering,Mathematics and statistics,,3,847,100.0,7.7,0.0,11.3,3.3,70.5,3.9,1.5,1.8
7546,r039,All fields -> Science and engineering -> Mathematics and statistics -> Applied mathematics,All fields,Science and engineering,Mathematics and statistics,Applied mathematics,4,228,100.0,6.6,0.0,9.6,6.1,70.6,3.5,2.2,1.3
7546,r040,All fields -> Science and engineering -> Mathematics and statistics -> Mathematics,All fields,Science and engineering,Mathematics and statistics,Mathematics,4,428,100.0,8.9,0.0,10.5,1.4,72.9,4.2,0.9,1.2
7546,r041,All fields -> Science and engineering -> Mathematics and statistics -> Statistics,All fields,Science and engineering,Mathematics and statistics,Statistics,4,191,100.0,6.3,0.0,15.2,4.2,64.9,3.7,2.1,3.7
7546,r042,All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences,All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,,3,674,100.0,10.1,0.3,10.4,7.6,65.1,4.0,1.3,1.2
7546,r043,All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Interdisciplinary computer sciences,All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,Interdisciplinary computer sciences,4,175,100.0,9.1,0.6,18.9,3.4,59.4,5.1,2.9,0.6
7546,r044,"All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences ->  Multidisciplinary/ interdisciplinary sciences, other",All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences," Multidisciplinary/ interdisciplinary sciences, other",4,499,100.0,10.4,0.2,7.4,9.0,67.1,3.6,0.8,1.4
7546,r045,All fields -> Science and engineering -> Physical sciences,All fields,Science and engineering,Physical sciences,,3,2712,100.0,8.0,0.2,9.8,2.8,73.5,3.5,1.0,1.1
7546,r046,All fields -> Science and engineering -> Physical sciences -> Astronomy and astrophysics,All fields,Science and engineering,Physical sciences,Astronomy and astrophysics,4,183,100.0,6.6,0.5,6.0,2.2,79.8,3.8,1.1,0.0
7546,r047,All fields -> Science and engineering -> Physical sciences -> Chemistry,All fields,Science and engineering,Physical sciences,Chemistry,4,1390,100.0,8.9,0.3,8.7,4.0,72.2,3.7,0.9,1.2
7546,r048,All fields -> Science and engineering -> Physical sciences -> Materials sciences,All fields,Science and engineering,Physical sciences,Materials sciences,4,226,100.0,5.3,0.0,17.7,2.2,71.7,2.7,0.4,0.0
7546,r049,All fields -> Science and engineering -> Physical sciences -> Physics,All fields,Science and engineering,Physical sciences,Physics,4,913,100.0,7.4,0.1,10.3,1.2,74.7,3.4,1.3,1.5
7546,r050,All fields -> Science and engineering -> Psychology,All fields,Science and engineering,Psychology,,3,3070,100.0,11.7,0.3,6.4,7.9,66.2,4.1,1.5,2.0
7546,r051,All fields -> Science and engineering -> Psychology -> Clinical psychology,All fields,Science and engineering,Psychology,Clinical psychology,4,1090,100.0,12.7,0.1,6.7,5.6,67.2,4.0,1.7,2.1
7546,r052,All fields -> Science and engineering -> Psychology -> Counseling and applied psychology,All fields,Science and engineering,Psychology,Counseling and applied psychology,4,1133,100.0,11.6,0.5,5.7,11.9,63.2,3.7,1.1,2.2
7546,r053,All fields -> Science and engineering -> Psychology -> Research and experimental psychology,All fields,Science and engineering,Psychology,Research and experimental psychology,4,530,100.0,9.8,0.2,8.7,2.6,71.9,4.3,2.1,0.4
7546,r054,"All fields -> Science and engineering -> Psychology -> Psychology, other",All fields,Science and engineering,Psychology,"Psychology, other",4,317,100.0,12.3,0.3,3.5,10.4,63.7,5.0,1.6,3.2
7546,r055,All fields -> Science and engineering -> Social sciences,All fields,Science and engineering,Social sciences,,3,2993,100.0,10.4,0.5,8.6,9.8,65.2,3.2,1.2,1.1
7546,r056,All fields -> Science and engineering -> Social sciences -> Anthropology,All fields,Science and engineering,Social sciences,Anthropology,4,294,100.0,11.9,1.0,8.8,2.7,64.6,6.8,2.7,1.4
7546,r057,"All fields -> Science and engineering -> Social sciences -> Area, ethnic, cultural, gender, and group studies",All fields,Science and engineering,Social sciences,"Area, ethnic, cultural, gender, and group studies",4,283,100.0,20.5,1.4,7.4,16.3,46.3,5.3,0.7,2.1
7546,r058,All fields -> Science and engineering -> Social sciences -> Economics,All fields,Science and engineering,Social sciences,Economics,4,467,100.0,8.4,0.0,17.6,3.9,65.3,2.1,1.3,1.5
7546,r059,All fields -> Science and engineering -> Social sciences -> Political science and government,All fields,Science and engineering,Social sciences,Political science and government,4,405,100.0,5.4,0.2,4.7,5.9,78.0,3.0,1.2,1.5
7546,r060,All fields -> Science and engineering -> Social sciences -> Public policy analysis,All fields,Science and engineering,Social sciences,Public policy analysis,4,316,100.0,8.2,0.0,8.2,20.6,59.2,2.8,0.3,0.6
7546,r061,"All fields -> Science and engineering -> Social sciences -> Sociology, demography, and population studies",All fields,Science and engineering,Social sciences,"Sociology, demography, and population studies",4,469,100.0,11.9,0.4,7.7,12.6,62.9,2.6,1.5,0.4
7546,r062,"All fields -> Science and engineering -> Social sciences -> Social sciences, other",All fields,Science and engineering,Social sciences,"Social sciences, other",4,759,100.0,10.0,0.7,6.1,9.7,69.3,2.5,1.1,0.7
7546,r063,All fields -> Non-science and engineering,All fields,Non-science and engineering,,,2,7768,100.0,8.9,0.4,6.0,12.5,65.6,3.3,1.2,2.0
7546,r064,All fields -> Non-science and engineering -> Business,All fields,Non-science and engineering,Business,,3,590,100.0,4.7,0.2,13.2,19.0,55.9,3.2,1.0,2.7
7546,r065,All fields -> Non-science and engineering -> Business -> Business administration and management,All fields,Non-science and engineering,Business,Business administration and management,4,219,100.0,4.6,0.0,11.0,26.5,49.8,4.6,0.9,2.7
7546,r066,"All fields -> Non-science and engineering -> Business -> Business, other",All fields,Non-science and engineering,Business,"Business, other",4,371,100.0,4.9,0.3,14.6,14.6,59.6,2.4,1.1,2.7
7546,r067,All fields -> Non-science and engineering -> Education,All fields,Non-science and engineering,Education,,3,2962,100.0,9.6,0.7,5.4,17.3,61.1,3.2,0.9,1.9
7546,r068,All fields -> Non-science and engineering -> Education -> Education leadership and administration,All fields,Non-science and engineering,Education,Education leadership and administration,4,937,100.0,9.9,0.9,3.0,24.4,54.9,4.4,0.9,1.7
7546,r069,All fields -> Non-science and engineering -> Education -> Education research,All fields,Non-science and engineering,Education,Education research,4,924,100.0,9.2,0.4,6.5,14.4,63.7,2.3,1.4,2.1
7546,r070,All fields -> Non-science and engineering -> Education -> Teacher education,All fields,Non-science and engineering,Education,Teacher education,4,778,100.0,7.1,0.8,6.6,13.2,66.8,3.1,0.5,1.9
7546,r071,"All fields -> Non-science and engineering -> Education -> Education, other",All fields,Non-science and engineering,Education,"Education, other",4,323,100.0,15.8,0.9,6.2,14.6,57.9,2.5,0.3,1.9
7546,r072,All fields -> Non-science and engineering -> Humanities,All fields,Non-science and engineering,Humanities,,3,2339,100.0,9.6,0.1,4.9,4.7,73.6,3.4,1.6,2.1
7546,r073,"All fields -> Non-science and engineering -> Humanities -> English language and literature, letters",All fields,Non-science and engineering,Humanities,"English language and literature, letters",4,776,100.0,5.9,0.3,4.6,4.9,77.2,3.9,0.9,2.3
7546,r074,"All fields -> Non-science and engineering -> Humanities -> Foreign languages, literatures, and linguistics",All fields,Non-science and engineering,Humanities,"Foreign languages, literatures, and linguistics",4,305,100.0,23.0,0.3,6.2,3.6,58.7,3.9,2.0,2.3
7546,r075,All fields -> Non-science and engineering -> Humanities -> History,All fields,Non-science and engineering,Humanities,History,4,524,100.0,9.7,0.0,2.9,4.4,76.9,3.2,1.1,1.7
7546,r076,All fields -> Non-science and engineering -> Humanities -> Philosophy and religious studies,All fields,Non-science and engineering,Humanities,Philosophy and religious studies,4,457,100.0,7.7,0.0,5.0,4.6,75.9,2.4,2.4,2.0
7546,r077,"All fields -> Non-science and engineering -> Humanities -> Humanities, other",All fields,Non-science and engineering,Humanities,"Humanities, other",4,277,100.0,7.9,0.0,7.6,6.5,69.7,3.6,2.5,2.2
7546,r078,All fields -> Non-science and engineering -> Visual and performing arts,All fields,Non-science and engineering,Visual and performing arts,,3,571,100.0,7.5,0.4,5.8,3.0,77.1,3.9,0.9,1.6
7546,r079,All fields -> Non-science and engineering -> Visual and performing arts -> Performing arts,All fields,Non-science and engineering,Visual and performing arts,Performing arts,4,368,100.0,7.6,0.3,7.1,3.0,76.6,3.3,0.8,1.4
7546,r080,"All fields -> Non-science and engineering -> Visual and performing arts -> Visual arts, media studies/ design",All fields,Non-science and engineering,Visual and performing arts,"Visual arts, media studies/ design",4,203,100.0,7.4,0.5,3.4,3.0,77.8,4.9,1.0,2.0
7546,r081,All fields -> Non-science and engineering -> Other non-science and engineering,All fields,Non-science and engineering,Other non-science and engineering,,3,1306,100.0,8.5,0.5,6.5,16.8,61.0,3.0,1.5,2.1
7546,r082,All fields -> Non-science and engineering -> Other non-science and engineering -> Communications and journalism,All fields,Non-science and engineering,Other non-science and engineering,Communications and journalism,4,358,100.0,6.4,0.3,6.7,11.2,67.6,4.2,0.8,2.8
7546,r083,All fields -> Non-science and engineering -> Other non-science and engineering -> Multidisciplinary/ interdisciplinary studies,All fields,Non-science and engineering,Other non-science and engineering,Multidisciplinary/ interdisciplinary studies,4,233,100.0,9.4,1.3,4.3,14.2,65.7,1.3,1.7,2.1
7546,r084,All fields -> Non-science and engineering -> Other non-science and engineering -> Public administration and social services,All fields,Non-science and engineering,Other non-science and engineering,Public administration and social services,4,357,100.0,9.2,0.8,6.4,30.3,47.6,2.8,1.7,1.1
7546,r085,"All fields -> Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other",All fields,Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other",4,358,100.0,9.2,0.0,7.8,10.9,64.8,3.1,1.7,2.5
