table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_1996_top_1_,field_1996_top_5_,field_1996_top_10_,field_1997_top_1_,field_1997_top_5_,field_1997_top_10_,field_1998_top_1_,field_1998_top_5_,field_1998_top_10_,field_1999_top_1_,field_1999_top_5_,field_1999_top_10_,field_2000_top_1_,field_2000_top_5_,field_2000_top_10_,field_2001_top_1_,field_2001_top_5_,field_2001_top_10_,field_2002_top_1_,field_2002_top_5_,field_2002_top_10_,field_2003_top_1_,field_2003_top_5_,field_2003_top_10_,field_2004_top_1_,field_2004_top_5_,field_2004_top_10_,field_2005_top_1_,field_2005_top_5_,field_2005_top_10_,field_2006_top_1_,field_2006_top_5_,field_2006_top_10_,field_2007_top_1_,field_2007_top_5_,field_2007_top_10_,field_2008_top_1_,field_2008_top_5_,field_2008_top_10_,field_2009_top_1_,field_2009_top_5_,field_2009_top_10_,field_2010_top_1_,field_2010_top_5_,field_2010_top_10_,field_2011_top_1_,field_2011_top_5_,field_2011_top_10_,field_2012_top_1_,field_2012_top_5_,field_2012_top_10_,field_2013_top_1_,field_2013_top_5_,field_2013_top_10_,field_2014_top_1_,field_2014_top_5_,field_2014_top_10_,field_2015_top_1_,field_2015_top_5_,field_2015_top_10_,field_2016_top_1_,field_2016_top_5_,field_2016_top_10_
1853,r011,World -> Central America and Caribbean -> Barbados,World,Central America and Caribbean,Barbados,,3,2.63,10.53,13.16,2.5,7.5,11.21,0.0,2.33,4.65,0.0,2.38,6.55,0.0,4.88,12.2,0.0,5.17,8.62,1.75,1.75,3.51,1.52,4.55,13.64,1.19,5.95,9.52,0.0,4.55,9.09,0.0,0.0,2.6,0.0,1.37,5.48,1.41,2.82,4.23,5.56,6.94,8.33,0.0,11.59,17.39,2.47,9.78,14.81,3.03,8.08,12.12,1.12,1.57,10.11,2.11,8.42,12.63,4.0,8.0,11.0,1.9,7.62,12.48
1853,r012,World -> Central America and Caribbean -> Belize,World,Central America and Caribbean,Belize,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,23.33,26.67,33.33,ne,ne,ne
1853,r013,World -> Central America and Caribbean -> Costa Rica,World,Central America and Caribbean,Costa Rica,,3,0.0,4.51,6.79,0.36,5.34,10.32,0.39,5.04,9.3,0.9,3.62,8.14,0.91,4.09,9.3,1.08,5.76,11.49,2.07,7.59,14.24,2.26,5.75,11.26,0.27,5.07,10.4,1.42,5.32,10.43,0.94,4.93,10.16,1.25,4.8,10.81,2.08,6.92,11.99,2.14,8.98,15.98,1.54,6.64,12.57,0.71,7.91,13.5,1.48,5.48,11.29,1.32,7.91,11.31,1.43,5.72,11.0,1.85,6.47,12.01,1.87,6.43,11.34
1853,r014,World -> Central America and Caribbean -> Cuba,World,Central America and Caribbean,Cuba,,3,0.4,1.33,3.95,0.0,0.91,2.39,0.28,1.2,3.04,0.34,1.59,3.35,0.08,1.25,2.83,0.32,1.6,3.45,0.16,1.29,2.62,0.19,0.86,3.32,0.28,1.68,3.54,0.08,2.03,4.63,0.31,1.9,3.73,0.31,1.65,3.71,0.49,1.95,3.87,0.58,1.59,3.32,0.91,2.22,4.62,0.64,1.78,3.72,0.38,1.66,3.57,1.03,2.28,4.16,0.54,2.73,4.2,0.69,2.43,4.24,0.79,2.93,5.34
1853,r015,World -> Central America and Caribbean -> Dominica,World,Central America and Caribbean,Dominica,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,na,na,na,na,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,10.0,18.58,ne,ne,ne,0.0,8.82,20.59,0.0,11.43,11.43
1853,r016,World -> Central America and Caribbean -> Dominican Republic,World,Central America and Caribbean,Dominican Republic,,3,0.0,2.63,7.89,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,6.25,12.5,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,5.41,8.11,0.0,2.78,2.78,0.0,2.79,10.26,0.0,1.92,9.62,0.0,5.26,8.77,0.0,2.04,12.24,0.0,2.04,12.42,1.45,4.2,11.59,1.27,3.8,10.13,1.77,6.19,15.93,0.0,4.76,10.58,3.2,6.4,12.8,3.08,8.69,13.3
1853,r017,World -> Central America and Caribbean -> El Salvador,World,Central America and Caribbean,El Salvador,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,0.0,0.0,ne,ne,ne,0.0,5.56,6.97,0.0,3.33,6.67,0.0,8.33,12.19,5.26,7.89,13.16,4.44,8.89,11.11,0.0,10.2,11.16,1.85,7.41,11.11,0.0,2.04,6.86,0.0,6.05,12.28,3.57,7.14,10.07,2.27,7.95,15.18
1853,r018,World -> Central America and Caribbean -> Grenada,World,Central America and Caribbean,Grenada,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,0.0,2.7,0.0,4.48,8.96,0.0,1.3,3.9,0.0,0.0,2.13,0.0,4.08,4.08,1.32,2.63,10.59,1.03,1.03,3.09,1.04,3.99,10.42,1.46,2.19,5.84,0.94,4.01,12.14,0.0,5.18,11.02
1853,r019,World -> Central America and Caribbean -> Guatemala,World,Central America and Caribbean,Guatemala,,3,1.61,4.84,8.06,0.0,3.57,8.93,0.0,0.0,8.62,3.39,5.08,11.86,0.0,4.0,8.0,0.0,8.33,10.42,0.0,6.38,10.64,1.56,4.69,6.05,0.0,4.05,7.45,0.95,3.13,7.62,0.0,4.42,11.69,0.0,2.38,9.52,0.0,7.53,15.05,1.67,3.33,6.67,1.63,4.88,11.44,1.64,2.55,6.13,2.3,6.94,11.49,2.72,3.26,9.5,1.71,7.25,13.94,2.07,9.84,14.77,1.65,6.17,12.43
1853,r020,World -> Central America and Caribbean -> Haiti,World,Central America and Caribbean,Haiti,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,8.82,14.71,ne,ne,ne,3.33,16.67,20.0,3.03,6.06,9.09,0.0,7.45,13.97,3.13,9.38,15.63,1.96,7.79,9.8,0.0,7.69,11.54,1.9,4.76,6.67,0.97,1.94,6.61,1.9,5.71,7.69
1853,r021,World -> Central America and Caribbean -> Honduras,World,Central America and Caribbean,Honduras,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,3.78,13.51,ne,ne,ne,ne,ne,ne,0.0,9.09,12.12,0.0,3.23,3.23,0.0,0.0,5.56,0.0,5.71,8.57,0.0,2.56,15.05,2.7,5.41,5.41,0.0,4.55,11.36,1.52,3.03,5.01,3.13,3.13,4.69,1.47,7.35,13.24,0.0,1.27,6.33,1.28,8.97,14.1,0.0,2.56,7.69,1.03,2.06,7.38,3.53,4.71,7.06
1853,r022,World -> Central America and Caribbean -> Jamaica,World,Central America and Caribbean,Jamaica,,3,1.17,2.34,3.51,0.68,3.92,6.89,0.68,1.36,6.12,1.83,3.66,4.88,0.0,2.1,5.4,0.0,1.08,4.3,0.0,1.51,4.02,0.54,1.08,2.7,0.0,0.45,3.18,0.0,3.0,6.0,2.03,3.05,6.09,0.82,2.46,5.74,0.71,2.83,5.53,0.7,1.47,2.46,0.37,1.47,4.51,1.75,3.16,5.62,0.0,2.22,4.07,1.34,2.35,4.27,0.96,4.37,6.69,1.09,4.72,6.55,2.13,6.03,8.86
1853,r023,World -> Central America and Caribbean -> Nicaragua,World,Central America and Caribbean,Nicaragua,,3,2.78,2.78,9.66,0.0,2.56,5.13,0.0,10.0,20.38,ne,ne,ne,0.0,3.33,16.16,ne,ne,ne,ne,ne,ne,0.0,5.56,13.89,0.0,4.44,4.44,3.7,11.11,11.11,3.57,5.95,9.52,0.0,3.17,5.09,0.0,11.69,17.83,1.11,8.89,10.0,0.0,7.95,11.36,3.3,12.09,17.58,2.65,4.76,9.68,2.38,7.31,13.1,0.0,6.52,10.87,3.88,10.68,15.55,4.31,11.12,19.69
1853,r024,World -> Central America and Caribbean -> Panama,World,Central America and Caribbean,Panama,,3,1.8,7.21,17.12,3.66,11.93,21.17,4.44,10.0,18.89,1.98,9.1,17.44,5.1,11.22,24.49,3.48,11.3,20.0,2.65,12.39,22.12,2.87,13.44,19.85,2.07,12.71,25.33,1.06,11.11,18.52,2.67,9.94,22.39,3.4,12.08,23.06,3.95,10.76,18.18,2.58,10.92,19.35,2.32,7.28,15.26,4.24,13.17,21.51,3.2,10.75,19.86,1.79,8.29,15.95,3.47,10.03,16.88,4.75,12.19,18.69,4.64,10.62,18.82
1853,r025,World -> Central America and Caribbean -> Puerto Rico,World,Central America and Caribbean,Puerto Rico,,3,1.68,5.79,10.81,1.33,5.62,9.7,0.89,5.93,10.68,1.31,5.97,11.81,0.8,4.82,8.51,1.36,4.7,8.78,0.89,4.76,9.23,0.81,3.37,7.3,1.29,3.76,8.2,1.79,5.62,11.13,1.56,5.16,10.4,1.35,4.73,10.07,1.37,5.31,10.21,1.46,6.49,12.53,1.94,6.81,12.52,1.76,8.01,14.34,2.89,10.52,16.75,2.95,7.56,14.98,3.21,10.06,16.37,2.91,9.72,15.39,2.49,9.33,16.45
1853,r026,World -> Central America and Caribbean -> Saint Kitts and Nevis,World,Central America and Caribbean,Saint Kitts and Nevis,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,4.55,9.09,3.33,5.0,8.33,2.43,4.63,18.16
1853,r027,World -> Central America and Caribbean -> Saint Lucia,World,Central America and Caribbean,Saint Lucia,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
1853,r028,World -> Central America and Caribbean -> Saint Vincent and the Grenadines,World,Central America and Caribbean,Saint Vincent and the Grenadines,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,na,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,na,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
1853,r029,World -> Central America and Caribbean -> Trinidad and Tobago,World,Central America and Caribbean,Trinidad and Tobago,,3,0.0,1.94,4.94,0.96,1.92,3.85,0.76,3.7,11.37,0.0,0.91,3.71,0.0,2.48,4.13,0.0,4.11,8.9,0.6,2.41,5.42,0.0,3.43,6.86,0.0,1.96,3.43,0.0,2.87,7.37,0.52,1.99,6.47,0.39,1.54,5.02,1.97,3.54,4.72,0.91,4.56,6.28,0.61,2.74,5.79,0.85,3.7,7.12,0.32,2.22,5.95,0.71,3.53,5.66,0.52,1.82,3.96,0.37,2.94,6.39,1.24,5.03,8.18
1853,r030,World -> South America,World,South America,,,2,0.47,2.85,6.5,0.5,2.84,6.4,0.55,3.03,6.55,0.51,2.91,6.49,0.46,3.02,6.77,0.5,3.0,6.85,0.47,3.01,6.73,0.57,3.3,7.11,0.58,3.37,7.32,0.63,3.51,7.79,0.62,3.12,6.87,0.61,3.31,7.13,0.65,3.18,6.91,0.62,3.29,7.05,0.65,3.21,6.92,0.63,3.33,7.06,0.66,3.35,7.08,0.74,3.41,7.11,0.75,3.56,7.11,0.81,3.54,7.27,0.92,3.94,7.88
1853,r031,World -> South America -> Argentina,World,South America,Argentina,,3,0.34,2.52,5.45,0.62,2.82,6.54,0.57,3.07,6.71,0.37,2.52,6.52,0.39,2.86,6.35,0.46,2.9,6.48,0.44,3.13,6.88,0.57,3.69,7.54,0.8,3.78,7.91,0.56,3.43,7.78,0.83,3.93,8.37,0.84,4.02,8.1,0.77,3.96,8.32,0.82,3.94,8.19,0.83,3.57,7.92,0.8,3.92,7.92,1.03,4.2,8.41,1.18,4.27,8.23,1.25,4.56,8.15,1.21,4.47,8.48,1.11,4.36,8.33
1853,r032,World -> South America -> Bolivia,World,South America,Bolivia,,3,0.0,3.17,9.52,0.0,6.67,14.44,0.0,4.3,13.36,0.86,12.05,22.41,1.32,6.58,14.47,0.0,4.71,10.59,0.0,5.98,16.0,0.0,6.5,14.18,3.17,11.11,15.78,0.0,3.95,8.55,0.59,6.47,10.0,0.91,4.41,10.26,2.98,8.09,14.04,0.88,8.37,16.01,2.27,7.52,12.95,1.75,8.51,14.32,3.17,6.27,12.61,3.64,6.59,9.79,1.08,4.63,9.6,2.74,6.51,12.95,2.03,8.81,15.26
1853,r033,World -> South America -> Brazil,World,South America,Brazil,,3,0.49,2.96,6.68,0.48,2.74,6.19,0.49,3.03,6.37,0.5,2.86,6.22,0.5,3.0,6.85,0.49,2.92,6.85,0.49,3.02,6.66,0.53,3.04,6.85,0.54,3.25,7.11,0.67,3.49,7.69,0.57,2.93,6.48,0.53,3.12,6.88,0.6,3.05,6.66,0.55,3.06,6.79,0.61,3.03,6.54,0.57,3.12,6.74,0.59,3.18,6.86,0.71,3.26,6.88,0.69,3.41,6.95,0.82,3.47,7.16,0.97,4.03,8.01
1853,r034,World -> South America -> Chile,World,South America,Chile,,3,0.72,3.39,8.11,0.41,3.57,7.22,1.25,3.4,6.59,0.67,3.81,7.92,0.91,4.43,8.82,0.91,4.2,8.43,0.67,3.55,7.93,1.13,4.83,9.19,0.76,4.68,9.68,0.81,4.66,10.52,0.77,4.17,9.46,0.9,4.3,9.22,0.99,4.54,9.68,0.97,4.99,10.0,0.91,5.31,10.6,1.3,5.68,10.99,1.25,5.4,10.91,1.52,6.03,11.5,1.51,5.99,11.04,1.46,5.85,11.15,1.68,6.66,12.54
1853,r035,World -> South America -> Colombia,World,South America,Colombia,,3,0.18,4.29,9.03,0.46,3.55,8.87,0.4,2.94,8.16,0.53,2.92,7.33,0.35,3.64,8.72,0.37,3.57,8.68,0.33,3.21,6.96,0.82,3.69,7.11,0.7,3.2,7.08,0.67,4.29,8.27,1.25,4.33,7.97,0.67,4.18,8.23,0.94,3.45,6.42,1.04,3.72,6.72,0.92,4.1,8.36,1.15,4.6,8.62,1.05,4.47,8.47,1.11,4.33,8.41,1.19,4.42,7.44,1.61,5.03,8.71,1.48,4.96,8.56
1853,r036,World -> South America -> Ecuador,World,South America,Ecuador,,3,1.03,6.19,12.37,0.0,2.53,6.39,0.68,3.38,8.11,0.0,3.05,10.54,1.42,4.27,10.97,0.8,5.6,12.0,0.59,4.07,10.06,0.0,4.1,8.21,1.46,8.25,15.53,1.39,6.29,13.58,1.71,5.8,12.13,1.43,6.02,13.24,2.58,8.01,16.28,1.29,6.44,14.12,1.17,7.01,13.01,1.12,8.18,14.14,2.38,8.41,13.33,2.6,7.26,12.35,0.86,5.34,11.2,1.61,5.04,10.15,1.09,5.21,9.44
1853,r037,World -> South America -> Guyana,World,South America,Guyana,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,0.0,2.15,ne,ne,ne,ne,ne,ne,ne,ne,ne,3.33,10.0,16.67,6.25,12.5,21.88,0.0,5.88,11.76
1853,r038,World -> South America -> Paraguay,World,South America,Paraguay,,3,0.0,3.33,10.0,0.0,3.23,3.23,0.0,2.63,7.89,ne,ne,ne,ne,ne,ne,3.13,3.13,3.13,ne,ne,ne,2.7,8.11,16.22,0.0,1.92,9.1,1.82,10.91,12.73,5.08,7.46,13.56,0.0,3.13,6.25,1.35,4.05,9.43,2.38,7.14,11.9,5.62,12.36,14.61,0.92,8.37,15.6,2.36,6.3,10.47,2.57,6.82,9.09,1.44,2.88,5.17,1.0,4.88,11.93,2.33,7.44,9.97
1853,r039,World -> South America -> Peru,World,South America,Peru,,3,0.52,2.07,9.84,0.47,4.69,7.51,1.05,4.19,11.81,1.95,5.08,9.38,0.35,5.61,10.53,0.64,3.54,9.32,0.0,2.16,7.69,1.28,5.78,8.57,0.63,5.83,11.23,0.73,5.71,11.78,0.99,4.23,7.85,1.6,6.37,11.57,1.52,6.58,10.96,1.54,5.88,11.04,2.62,6.3,10.4,2.2,6.56,11.92,1.89,7.55,12.38,3.15,7.65,12.33,2.54,8.08,13.39,2.51,7.48,11.79,2.49,7.2,12.44
1853,r040,World -> South America -> Suriname,World,South America,Suriname,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,1.22,6.25,6.25,ne,ne,ne,0.0,2.78,5.56,1.79,7.13,13.34
1853,r041,World -> South America -> Uruguay,World,South America,Uruguay,,3,1.51,3.63,9.47,0.0,2.8,9.12,0.31,4.91,9.51,1.07,7.88,13.33,0.28,4.41,9.11,0.56,3.38,9.95,0.52,3.69,8.6,0.0,3.97,10.38,0.58,4.96,10.99,0.7,5.25,9.69,1.19,3.79,8.82,1.88,4.23,8.97,1.59,5.01,11.01,1.09,4.5,9.66,1.05,4.56,10.72,1.4,5.81,10.95,1.5,5.37,9.92,1.41,5.67,9.99,0.85,5.04,8.81,1.7,5.84,11.25,1.32,4.73,9.0
1853,r042,World -> South America -> Venezuela,World,South America,Venezuela,,3,0.29,2.55,6.15,0.83,2.89,5.42,0.67,2.87,7.09,0.55,2.31,4.72,0.15,1.87,4.48,0.51,3.15,6.29,0.21,2.2,5.15,0.51,2.6,6.02,0.59,2.99,6.03,0.45,2.97,5.9,0.49,2.8,5.6,0.57,2.47,5.3,0.63,2.21,4.37,0.59,2.67,4.6,0.98,3.02,5.41,0.44,2.8,5.07,0.92,3.04,5.35,0.93,2.96,5.17,1.01,3.1,6.14,0.72,4.1,6.88,1.24,3.46,6.33
1853,r043,World -> Europe,World,Europe,,,2,0.86,4.52,9.28,0.87,4.57,9.34,0.88,4.64,9.47,0.9,4.69,9.58,0.92,4.73,9.61,0.91,4.7,9.62,0.91,4.75,9.64,0.95,4.86,9.84,0.98,4.99,10.07,1.05,5.19,10.44,1.07,5.33,10.64,1.08,5.37,10.73,1.08,5.43,10.84,1.12,5.52,11.03,1.14,5.67,11.28,1.17,5.71,11.38,1.17,5.68,11.28,1.18,5.7,11.33,1.19,5.67,11.23,1.18,5.67,11.2,1.18,5.71,11.26
1853,r044,World -> Europe -> EU,World,Europe,EU,,3,0.93,4.91,10.08,0.94,4.95,10.1,0.96,5.05,10.28,0.97,5.07,10.34,0.98,5.09,10.35,0.98,5.08,10.41,0.98,5.14,10.42,1.01,5.21,10.58,1.04,5.34,10.78,1.12,5.55,11.12,1.13,5.63,11.22,1.14,5.65,11.3,1.14,5.73,11.43,1.17,5.83,11.65,1.22,6.05,11.99,1.25,6.09,12.12,1.25,6.08,12.04,1.27,6.13,12.14,1.29,6.12,12.08,1.29,6.17,12.13,1.3,6.28,12.32
1853,r045,World -> Europe -> EU -> Austria,World,Europe,EU,Austria,4,0.92,4.95,9.92,1.16,5.45,10.87,1.1,5.28,10.78,1.07,5.75,11.59,1.1,5.57,10.7,1.11,5.19,10.75,0.96,5.43,11.44,1.23,5.9,11.2,1.25,6.43,12.42,1.37,6.57,12.67,1.5,6.8,13.1,1.55,7.04,13.62,1.55,7.27,13.44,1.58,6.96,13.31,1.99,8.0,15.11,2.03,7.89,14.72,2.05,8.07,14.95,2.05,8.23,15.32,2.26,8.37,15.26,2.16,8.56,15.4,2.35,9.09,15.74
