table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_1996_top_1_,field_1996_top_5_,field_1996_top_10_,field_1997_top_1_,field_1997_top_5_,field_1997_top_10_,field_1998_top_1_,field_1998_top_5_,field_1998_top_10_,field_1999_top_1_,field_1999_top_5_,field_1999_top_10_,field_2000_top_1_,field_2000_top_5_,field_2000_top_10_,field_2001_top_1_,field_2001_top_5_,field_2001_top_10_,field_2002_top_1_,field_2002_top_5_,field_2002_top_10_,field_2003_top_1_,field_2003_top_5_,field_2003_top_10_,field_2004_top_1_,field_2004_top_5_,field_2004_top_10_,field_2005_top_1_,field_2005_top_5_,field_2005_top_10_,field_2006_top_1_,field_2006_top_5_,field_2006_top_10_,field_2007_top_1_,field_2007_top_5_,field_2007_top_10_,field_2008_top_1_,field_2008_top_5_,field_2008_top_10_,field_2009_top_1_,field_2009_top_5_,field_2009_top_10_,field_2010_top_1_,field_2010_top_5_,field_2010_top_10_,field_2011_top_1_,field_2011_top_5_,field_2011_top_10_,field_2012_top_1_,field_2012_top_5_,field_2012_top_10_,field_2013_top_1_,field_2013_top_5_,field_2013_top_10_,field_2014_top_1_,field_2014_top_5_,field_2014_top_10_,field_2015_top_1_,field_2015_top_5_,field_2015_top_10_,field_2016_top_1_,field_2016_top_5_,field_2016_top_10_
1853,r140,World -> Africa -> Lesotho,World,Africa,Lesotho,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,0.0,6.25,0.0,1.71,7.5,0.0,0.0,2.86,0.0,3.23,6.45,2.56,10.26,13.7,0.0,0.0,1.49
1853,r141,World -> Africa -> Liberia,World,Africa,Liberia,,3,ne,ne,ne,na,na,na,ne,ne,ne,na,na,na,ne,ne,ne,na,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,2.13,9.07,25.27,1.52,10.61,15.83
1853,r142,World -> Africa -> Libya,World,Africa,Libya,,3,0.0,1.69,3.39,0.0,5.88,10.29,0.0,1.2,6.18,1.61,3.23,4.84,0.0,1.25,1.25,0.0,1.52,3.03,0.0,1.72,3.45,1.22,1.22,4.88,0.0,1.18,5.5,0.0,0.81,4.88,1.45,2.9,5.12,0.0,0.6,2.98,0.93,3.24,6.02,0.0,1.5,2.7,0.67,1.77,3.15,0.0,1.76,3.96,1.34,3.85,5.36,0.78,2.47,5.99,0.51,2.8,6.13,1.47,3.74,7.76,1.74,4.8,8.34
1853,r143,World -> Africa -> Madagascar,World,Africa,Madagascar,,3,0.0,2.63,3.95,0.0,4.62,10.77,0.0,5.56,8.33,0.0,2.02,4.04,0.0,1.06,7.45,0.0,1.04,3.13,1.23,2.0,4.94,0.78,2.34,4.69,0.0,1.92,2.88,0.0,4.07,6.5,2.17,4.35,6.92,0.5,4.03,9.05,1.58,4.74,8.83,1.01,4.99,7.54,1.02,7.11,11.54,1.64,5.85,12.8,1.26,5.44,9.62,0.37,2.97,6.08,1.12,5.2,6.85,2.01,4.51,10.44,0.99,4.35,10.85
1853,r144,World -> Africa -> Malawi,World,Africa,Malawi,,3,3.92,10.7,17.65,0.0,2.08,7.29,3.61,10.44,14.46,0.93,11.11,21.3,0.88,6.19,10.62,0.84,2.52,7.23,0.0,4.2,8.4,1.49,7.46,13.74,0.0,4.9,13.73,0.88,4.32,9.88,1.61,7.53,12.37,1.61,8.84,14.06,0.83,6.61,12.81,1.64,7.08,15.27,1.02,9.52,18.47,1.78,5.62,13.48,1.34,7.98,15.84,1.36,7.38,14.52,2.75,7.88,14.17,2.39,10.09,18.3,2.9,11.02,18.03
1853,r145,World -> Africa -> Mali,World,Africa,Mali,,3,0.0,0.0,1.89,7.41,11.11,12.96,1.28,3.85,5.94,0.0,0.0,5.77,0.0,2.7,16.22,1.69,5.08,10.17,1.52,3.03,4.55,0.0,3.75,6.25,0.0,3.49,8.44,0.0,2.49,8.7,0.0,2.26,6.02,0.7,6.29,8.39,0.7,2.8,9.09,2.98,7.74,15.48,1.79,6.55,11.57,1.0,4.5,10.07,1.75,6.5,14.75,1.51,6.53,15.5,1.01,10.05,13.57,2.82,8.47,14.71,2.02,7.01,16.8
1853,r146,World -> Africa -> Mauritania,World,Africa,Mauritania,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,2.78,5.56,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,3.23,8.6,0.0,5.88,8.82,0.0,0.0,7.89,0.0,2.56,5.13,0.0,0.0,0.0,0.0,1.89,2.16
1853,r147,World -> Africa -> Mauritius,World,Africa,Mauritius,,3,ne,ne,ne,ne,ne,ne,0.0,0.0,0.83,0.0,11.0,11.11,0.0,1.43,2.86,0.0,2.94,4.41,0.0,2.47,4.94,0.0,4.62,7.28,0.0,3.7,3.7,1.04,5.21,9.38,2.33,3.49,5.81,0.0,2.6,5.01,0.0,1.11,6.54,0.0,2.17,4.34,0.0,3.91,5.47,1.96,6.86,12.75,0.0,0.59,2.55,2.06,5.67,8.1,1.1,3.87,7.73,2.65,4.76,7.41,1.67,5.23,9.7
1853,r148,World -> Africa -> Morocco,World,Africa,Morocco,,3,0.48,1.93,5.29,0.33,1.49,4.3,0.37,1.78,4.88,0.42,1.93,4.14,0.0,1.6,4.46,0.23,1.5,4.48,0.3,2.0,5.51,0.23,2.14,4.28,0.21,2.69,7.12,0.3,2.94,6.42,0.42,3.5,7.69,0.52,3.04,5.81,0.39,3.07,5.99,0.35,2.58,4.98,0.65,3.3,6.41,0.41,3.37,6.91,0.83,4.09,7.92,1.04,3.66,6.88,0.88,3.52,6.29,1.2,3.99,6.95,0.98,4.1,7.75
1853,r149,World -> Africa -> Mozambique,World,Africa,Mozambique,,3,ne,ne,ne,0.0,5.71,8.57,0.0,5.35,12.82,0.0,4.65,6.98,2.63,7.89,13.16,0.0,0.0,1.85,0.0,2.5,10.0,1.69,3.39,5.79,2.86,7.14,17.14,0.0,5.06,8.86,1.0,3.0,9.33,1.87,9.94,14.02,0.79,6.35,11.9,2.04,8.84,18.37,2.16,6.75,20.04,2.48,7.65,16.0,5.15,10.82,14.43,0.98,6.47,10.69,1.69,8.9,15.24,0.97,5.18,11.74,3.76,8.99,20.18
1853,r150,World -> Africa -> Namibia,World,Africa,Namibia,,3,0.0,9.52,16.67,0.0,4.17,4.17,1.33,4.0,8.0,2.13,4.26,6.38,0.0,5.88,5.88,0.0,1.56,7.81,0.0,0.0,5.36,0.0,2.78,4.17,6.15,9.23,11.82,1.75,7.02,13.16,5.71,11.43,13.33,0.97,6.14,15.53,1.16,10.47,12.47,3.96,11.88,18.81,0.0,7.78,11.11,2.96,7.41,11.11,0.0,2.94,8.54,0.97,3.88,8.72,1.29,6.01,9.01,1.31,5.55,10.24,2.06,7.43,11.53
1853,r151,World -> Africa -> Niger,World,Africa,Niger,,3,0.0,4.35,10.14,0.0,7.89,18.42,1.49,5.97,14.13,0.0,1.85,8.8,0.0,4.26,12.77,0.0,0.0,0.0,0.0,2.56,5.13,0.0,3.85,11.54,0.0,2.17,4.35,0.0,3.77,9.43,1.56,6.25,10.94,1.69,6.78,8.47,0.0,7.23,16.87,1.82,6.36,10.21,0.77,3.08,7.69,0.0,3.88,14.06,1.01,8.08,11.75,3.23,7.07,15.21,0.79,6.3,8.66,2.96,7.41,15.57,1.91,4.08,9.24
1853,r152,World -> Africa -> Nigeria,World,Africa,Nigeria,,3,0.0,0.8,2.41,0.27,1.44,2.97,0.28,1.39,2.78,0.14,0.88,2.63,0.16,1.3,2.99,0.25,1.2,2.75,0.0,0.93,2.49,0.2,1.57,3.52,0.17,1.66,3.32,0.2,1.65,3.58,0.32,1.57,3.41,0.37,1.55,3.39,0.49,2.07,4.27,0.25,1.39,3.47,0.41,2.06,3.58,0.32,1.68,3.39,0.2,1.54,3.48,0.35,1.74,3.41,0.51,2.26,4.31,0.74,2.96,5.61,1.1,3.79,7.07
1853,r153,World -> Africa -> Rwanda,World,Africa,Rwanda,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,6.82,15.91,0.0,1.82,16.36,0.0,4.35,11.91,1.45,8.33,16.01,1.74,4.35,7.83,0.74,5.93,12.86,0.67,7.33,10.0,1.42,9.07,15.17,1.26,5.46,10.62,2.09,7.06,13.14,3.05,7.78,12.19
1853,r154,World -> Africa -> S&#227;o Tom&#233; and Pr&#237;ncipe,World,Africa,S&#227;o Tom&#233; and Pr&#237;ncipe,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,na,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,na,na,na,ne,ne,ne,ne,ne,ne,na,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
1853,r155,World -> Africa -> Senegal,World,Africa,Senegal,,3,1.72,4.74,7.33,0.92,4.93,9.17,0.0,3.7,5.68,0.75,1.49,3.88,0.0,0.93,5.52,1.42,4.74,8.53,0.0,3.0,4.29,0.3,2.39,6.87,0.35,1.74,7.13,0.29,3.53,7.34,0.34,4.11,5.82,0.0,2.84,4.41,0.27,3.76,6.99,0.8,4.44,8.34,0.27,3.72,8.74,1.1,3.26,7.64,0.91,3.77,8.27,0.53,3.03,7.28,1.3,4.4,7.67,1.15,5.71,9.74,1.44,5.03,9.21
1853,r156,World -> Africa -> Seychelles,World,Africa,Seychelles,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,13.51,27.03,0.0,6.45,12.9,ne,ne,ne,0.0,3.23,6.45,2.86,5.71,18.07,0.0,2.94,8.82,2.17,8.7,8.7,2.44,4.88,20.69,0.0,8.47,12.29,11.11,17.78,26.85
1853,r157,World -> Africa -> Sierra Leone,World,Africa,Sierra Leone,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,6.45,12.9,0.0,0.0,6.67,2.5,10.0,15.0,0.0,6.67,14.29,6.35,15.0,20.63,6.0,16.36,23.42,0.5,15.49,20.35
1853,r158,World -> Africa -> Somalia,World,Africa,Somalia,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,na,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,na,na,na,ne,ne,ne,na,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
1853,r159,World -> Africa -> South Africa,World,Africa,South Africa,,3,0.48,2.97,7.23,0.45,2.92,7.08,0.53,3.44,7.44,0.47,3.21,6.94,0.63,3.49,7.98,0.81,3.88,7.69,0.59,3.16,7.18,0.49,3.98,8.17,1.14,4.71,9.19,1.02,4.73,10.09,0.97,4.93,10.0,0.97,5.02,10.28,1.21,5.57,10.77,1.16,5.47,10.39,1.35,5.72,10.73,1.36,5.65,10.77,1.28,5.57,10.98,1.61,6.17,11.41,1.64,6.32,12.01,1.67,6.53,11.53,1.8,6.56,11.94
1853,r160,World -> Africa -> South Sudan,World,Africa,South Sudan,,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
1853,r161,World -> Africa -> Sudan,World,Africa,Sudan,,3,1.01,2.02,5.61,0.0,0.87,2.92,0.0,2.04,7.48,0.0,1.85,7.41,0.95,3.81,8.57,0.0,4.21,11.58,0.0,0.0,3.15,0.72,2.9,5.07,0.0,3.03,4.24,0.0,1.74,3.49,0.0,1.43,5.61,0.4,3.63,7.07,0.0,1.48,4.89,1.11,2.79,6.69,0.24,2.44,6.41,0.41,2.68,4.71,1.48,4.44,6.63,0.55,2.39,6.07,0.37,4.35,6.94,0.68,2.8,6.75,0.65,3.78,6.53
1853,r162,World -> Africa -> Tanzania,World,Africa,Tanzania,,3,0.41,5.39,11.4,1.19,5.53,10.86,0.44,4.8,10.04,0.4,3.17,7.08,0.4,5.44,9.13,1.31,8.3,11.35,0.73,3.28,6.7,0.28,5.11,10.93,0.0,6.37,14.46,0.9,5.43,11.57,0.97,6.79,13.4,1.31,6.89,13.12,0.68,7.05,14.13,1.04,8.95,16.5,1.17,7.52,13.91,1.74,7.36,14.37,0.69,6.35,13.76,1.8,7.84,14.72,1.61,7.87,14.46,1.6,6.5,12.08,2.05,6.55,11.95
1853,r163,World -> Africa -> Togo,World,Africa,Togo,,3,0.0,0.0,3.23,0.0,2.94,5.88,0.0,1.69,1.69,0.0,0.0,0.0,0.0,0.0,2.17,0.0,4.3,5.41,0.0,0.0,3.23,0.0,2.04,4.08,0.0,0.82,6.39,0.0,4.44,6.67,0.0,1.92,5.77,0.0,3.39,5.08,0.0,0.62,1.43,1.27,2.53,5.01,0.0,3.61,4.82,0.0,1.08,5.38,0.0,0.0,0.0,0.0,1.82,2.98,0.0,0.0,2.64,0.0,0.67,4.54,3.95,5.73,10.53
1853,r164,World -> Africa -> Tunisia,World,Africa,Tunisia,,3,0.0,1.47,3.2,0.8,3.04,6.32,0.14,1.41,3.81,0.13,0.99,3.9,0.0,1.42,4.16,0.1,2.2,5.61,0.4,1.3,3.96,0.15,1.4,4.02,0.23,1.54,4.26,0.32,1.59,5.14,0.08,2.13,5.48,0.44,2.47,5.37,0.37,2.67,5.16,0.42,2.56,6.28,0.58,2.36,5.8,0.48,2.55,6.01,0.43,2.71,6.37,0.25,2.06,5.0,0.44,3.0,6.84,0.52,3.3,6.8,0.6,2.83,6.78
1853,r165,World -> Africa -> Uganda,World,Africa,Uganda,,3,0.79,3.17,6.35,0.69,4.17,9.72,0.0,4.71,10.33,1.04,7.25,10.88,0.96,6.73,9.13,1.85,6.94,13.0,0.51,5.05,9.52,0.36,5.84,12.77,1.34,5.35,10.72,0.51,5.57,9.3,1.19,7.94,15.03,1.09,6.27,11.79,1.27,8.54,15.24,0.91,6.98,14.29,1.22,7.79,14.2,1.14,7.3,14.69,1.44,7.1,13.8,1.0,6.23,13.18,1.05,5.93,12.83,1.4,5.44,11.88,1.72,7.42,12.2
1853,r166,World -> Africa -> Western Sahara,World,Africa,Western Sahara,,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,na,na,na,ne,ne,ne,na,na,na,na,na,na,ne,ne,ne,na,na,na
1853,r167,World -> Africa -> Zambia,World,Africa,Zambia,,3,0.0,0.0,1.12,0.0,2.73,10.91,1.89,3.77,10.97,0.0,4.81,7.22,1.3,6.49,8.83,0.98,6.86,11.76,0.0,5.1,8.16,1.96,6.86,14.49,1.05,9.47,14.74,0.0,2.33,9.3,1.29,5.16,12.9,0.62,8.52,18.55,0.49,5.79,13.73,2.51,7.69,12.55,0.85,7.17,13.68,3.01,9.02,18.42,1.0,7.3,14.72,1.53,8.16,15.3,2.1,7.22,13.04,1.89,8.73,16.71,3.23,9.74,15.05
1853,r168,World -> Africa -> Zimbabwe,World,Africa,Zimbabwe,,3,0.3,2.07,8.36,0.28,1.71,4.27,0.3,2.88,6.1,0.27,2.72,6.24,0.0,2.14,5.75,0.97,2.75,8.28,0.37,3.59,8.49,0.63,4.44,9.16,0.0,3.69,8.56,1.17,3.52,8.82,1.35,5.41,10.66,1.18,5.81,8.58,1.44,7.93,14.16,2.05,7.34,10.42,0.0,4.45,11.04,2.55,8.28,13.37,1.03,6.92,11.03,1.94,8.47,13.47,2.94,6.54,9.28,0.97,5.49,10.73,1.74,5.59,9.83
1853,r169,World -> Asia,World,Asia,,,2,0.48,2.85,6.16,0.49,2.92,6.34,0.49,2.9,6.33,0.47,2.89,6.33,0.48,2.98,6.5,0.5,3.03,6.54,0.53,3.16,6.76,0.56,3.25,6.94,0.59,3.26,6.99,0.58,3.25,6.9,0.57,3.28,6.98,0.61,3.42,7.16,0.61,3.46,7.26,0.63,3.51,7.37,0.65,3.54,7.41,0.69,3.73,7.71,0.75,3.95,8.07,0.78,4.1,8.31,0.82,4.24,8.61,0.88,4.44,8.9,0.93,4.63,9.21
1853,r170,World -> Asia -> Afghanistan,World,Asia,Afghanistan,,3,ne,ne,ne,na,na,na,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,2.94,5.88,0.0,2.13,2.13,0.0,2.94,8.82,0.0,5.32,6.67,0.0,1.32,5.26,1.61,6.45,8.06,5.49,8.79,14.66,6.85,6.85,8.22,4.63,9.09,11.43
1853,r171,World -> Asia -> Bangladesh,World,Asia,Bangladesh,,3,0.78,3.56,6.64,0.19,2.22,4.76,0.37,2.71,5.59,0.18,1.23,5.68,0.5,2.51,5.86,0.34,2.54,5.14,0.5,5.07,7.01,0.61,3.71,7.34,0.97,4.37,7.87,0.65,4.16,8.65,0.56,4.72,8.13,0.63,3.42,7.65,0.5,3.19,6.14,0.57,3.54,6.91,0.47,2.94,6.43,0.45,3.09,6.86,0.69,3.33,7.2,0.86,3.72,7.84,1.03,3.93,7.46,0.79,4.08,8.02,1.13,4.97,9.36
1853,r172,World -> Asia -> Bhutan,World,Asia,Bhutan,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,8.33,13.89,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,4.44,6.67,0.0,2.13,8.51,0.0,2.56,7.69,1.54,1.54,9.23,0.0,2.82,4.23,5.19,12.99,19.48,2.27,3.41,10.09
1853,r173,World -> Asia -> Brunei,World,Asia,Brunei,,3,2.0,10.0,12.0,0.0,0.0,6.25,0.0,1.69,3.39,0.0,0.0,5.56,1.92,5.77,7.69,2.04,8.16,10.2,5.56,5.56,11.11,1.75,1.75,7.02,0.0,1.56,3.13,0.0,3.51,8.77,1.28,1.28,9.25,0.0,3.85,7.22,1.05,6.32,8.42,0.0,2.2,4.4,0.0,1.05,6.25,0.82,2.46,7.08,1.08,2.83,7.57,0.47,2.82,5.16,0.98,4.39,7.87,1.97,6.41,12.89,3.64,8.67,13.06
1853,r174,World -> Asia -> Burma,World,Asia,Burma,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,3.33,6.67,6.67,ne,ne,ne,ne,ne,ne,2.94,5.88,11.76,0.0,2.17,10.87,1.11,1.11,2.22,0.0,3.03,7.58,0.0,3.66,10.9,0.0,2.15,4.9,0.0,3.03,5.03,0.96,5.77,8.65,0.0,0.0,5.19,0.97,3.03,6.8,1.12,4.49,8.99,1.65,6.61,11.14,2.98,7.07,11.73,3.25,5.52,9.54
1853,r175,World -> Asia -> Cambodia,World,Asia,Cambodia,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,2.27,5.31,0.0,1.89,3.77,0.0,3.61,7.23,1.23,6.17,8.64,0.96,5.77,14.42,2.16,6.41,16.19,0.76,4.55,8.33,4.32,11.11,14.2,1.78,9.47,17.58,2.14,9.63,16.04,4.03,9.4,15.33,2.59,10.34,14.14,2.21,9.13,15.77,3.49,9.99,17.41,1.63,5.16,13.35
1853,r176,World -> Asia -> China,World,Asia,China,,3,0.33,1.9,4.17,0.43,2.06,4.54,0.39,2.08,4.43,0.4,2.31,4.99,0.37,2.32,5.0,0.36,2.22,4.74,0.44,2.67,5.52,0.51,2.89,5.96,0.52,2.76,5.89,0.5,2.69,5.67,0.51,2.85,6.02,0.55,3.11,6.35,0.56,3.15,6.53,0.58,3.21,6.66,0.63,3.38,6.99,0.7,3.79,7.66,0.8,4.29,8.55,0.89,4.56,9.06,0.95,4.83,9.62,1.05,5.21,10.18,1.12,5.49,10.67
1853,r177,World -> Asia -> India,World,Asia,India,,3,0.36,2.26,4.97,0.33,2.36,5.05,0.37,2.41,5.27,0.35,2.14,5.01,0.41,2.73,5.82,0.51,2.81,6.22,0.49,2.78,6.13,0.57,3.1,6.49,0.65,3.26,7.07,0.65,3.65,7.75,0.68,3.87,8.13,0.67,3.74,7.98,0.7,3.69,7.8,0.71,3.77,7.8,0.61,3.51,7.38,0.62,3.35,7.12,0.63,3.19,6.71,0.61,3.38,6.94,0.63,3.3,7.02,0.66,3.34,7.04,0.7,3.51,7.25
1853,r178,World -> Asia -> Indonesia,World,Asia,Indonesia,,3,0.7,4.15,8.33,1.01,3.19,6.66,0.84,4.43,6.75,0.48,3.03,5.65,0.88,4.66,8.47,1.27,3.56,7.25,0.58,2.86,7.83,0.26,3.69,8.06,0.54,3.44,7.0,1.18,3.44,8.28,0.64,4.0,7.6,0.94,4.13,9.11,1.15,4.5,9.43,1.37,3.61,7.86,0.58,3.35,6.72,0.71,3.45,7.27,0.83,3.56,7.29,0.62,3.53,6.91,0.78,3.14,6.67,0.57,2.3,5.34,0.57,2.24,4.93
1853,r179,World -> Asia -> Japan,World,Asia,Japan,,3,0.58,3.19,6.79,0.56,3.26,6.99,0.6,3.27,7.06,0.53,3.18,6.83,0.53,3.12,6.8,0.6,3.33,7.06,0.57,3.29,7.02,0.57,3.24,7.05,0.61,3.42,7.31,0.6,3.39,7.21,0.63,3.37,7.17,0.67,3.56,7.42,0.65,3.57,7.46,0.65,3.54,7.41,0.67,3.52,7.37,0.72,3.53,7.4,0.71,3.54,7.32,0.77,3.55,7.3,0.75,3.64,7.41,0.82,3.75,7.53,0.88,3.92,7.8
1853,r180,World -> Asia -> Kazakhstan,World,Asia,Kazakhstan,,3,0.74,1.12,1.49,0.52,0.52,1.44,0.0,0.4,2.41,0.47,2.79,3.72,0.0,1.23,2.87,0.81,2.02,2.5,0.0,0.7,3.14,0.0,1.13,5.08,0.29,1.46,3.21,0.0,1.38,2.48,0.31,1.25,3.13,0.0,1.92,5.2,0.29,1.15,4.32,0.24,1.21,3.63,0.65,1.96,3.49,0.57,2.09,4.86,1.07,3.66,6.66,0.11,2.34,5.23,0.73,2.15,4.31,0.52,3.17,5.72,0.66,2.45,4.74
1853,r181,World -> Asia -> Kyrgyzstan,World,Asia,Kyrgyzstan,,3,2.56,2.56,5.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,5.26,0.0,0.0,0.0,2.33,9.3,11.63,0.0,2.38,7.14,0.0,3.03,6.06,0.0,0.0,2.0,0.0,1.22,3.66,0.0,3.85,7.69,1.37,4.11,6.85,0.0,2.25,4.49,1.49,1.49,2.99,1.43,2.86,8.57,0.0,1.03,5.08,1.01,3.03,8.08,1.43,9.29,12.14,3.39,5.93,9.32,1.49,6.72,11.22,2.45,7.35,10.09
1853,r182,World -> Asia -> Laos,World,Asia,Laos,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,2.63,10.53,13.16,0.0,4.35,5.8,1.47,5.88,13.24,1.14,9.09,13.64,1.35,10.81,18.42,0.97,3.88,8.74,1.92,8.45,9.62,2.52,7.56,15.97,0.0,6.08,11.14,1.04,8.33,15.57,1.06,5.4,9.77,1.08,9.73,14.09,4.42,10.68,14.54,1.59,6.43,11.74
1853,r183,World -> Asia -> Malaysia,World,Asia,Malaysia,,3,0.6,2.51,5.17,0.35,2.37,5.85,0.59,2.63,6.42,0.59,2.68,6.86,0.37,2.91,6.51,0.41,3.98,8.07,0.72,3.25,6.58,0.53,2.89,6.79,0.91,3.29,7.52,0.51,3.27,7.16,0.53,3.38,6.76,0.71,3.49,7.05,0.59,3.32,6.4,0.77,3.65,7.57,0.66,3.4,7.54,0.79,3.73,7.33,0.89,4.07,7.92,0.93,4.29,8.53,1.17,4.95,9.29,1.2,4.91,9.06,1.2,4.84,8.82
1853,r184,World -> Asia -> Maldives,World,Asia,Maldives,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
1853,r185,World -> Asia -> Mongolia,World,Asia,Mongolia,,3,2.44,14.63,21.95,0.0,4.08,10.2,0.0,2.08,8.33,0.0,4.17,6.51,1.75,8.77,14.22,0.0,0.0,7.41,1.92,3.85,9.62,1.1,8.79,13.19,3.19,6.38,13.83,1.02,5.1,9.18,0.85,5.93,9.32,0.95,3.33,8.57,0.47,2.84,4.17,0.41,5.35,7.96,1.17,4.43,9.88,0.0,3.34,9.58,0.68,3.72,8.45,0.54,4.06,8.36,0.97,4.53,7.12,1.32,5.61,12.18,0.57,5.17,8.86
1853,r186,World -> Asia -> Nepal,World,Asia,Nepal,,3,0.0,1.03,8.25,0.89,3.57,6.25,0.69,3.45,6.9,0.0,6.29,12.59,0.61,4.27,9.76,1.06,4.26,7.98,0.0,3.63,6.39,0.91,3.02,6.65,0.59,3.67,8.38,0.23,1.83,5.95,0.76,3.61,6.85,0.69,2.95,5.2,0.38,3.61,5.76,0.5,2.01,6.15,0.45,2.68,6.15,0.28,2.92,6.35,1.09,4.37,9.11,1.22,3.91,8.31,1.18,5.03,9.75,0.71,4.33,9.11,1.36,5.05,10.32
1853,r187,World -> Asia -> North Korea,World,Asia,North Korea,,3,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,2.13,4.26,8.51,2.0,6.0,20.0,0.0,8.16,18.37,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,0.0,0.0,5.06,0.0,5.88,10.57,0.0,0.0,5.33,1.19,5.95,5.95,0.0,4.85,9.44
1853,r188,World -> Asia -> Pakistan,World,Asia,Pakistan,,3,0.0,1.51,4.15,0.0,1.47,4.23,0.26,0.95,3.86,0.34,1.11,3.78,0.08,1.3,3.69,0.22,1.29,3.76,0.0,1.34,3.3,0.49,1.94,4.18,0.4,2.54,4.79,0.47,2.16,4.46,0.27,2.0,4.78,0.62,2.85,6.33,0.58,3.39,7.12,0.42,3.25,7.11,0.7,3.2,6.72,0.61,3.38,6.83,0.93,3.87,7.42,1.16,4.38,8.27,1.08,5.05,9.29,1.24,5.4,9.88,1.73,6.47,11.35
