table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_received_as_a_subrecipient_total,field_received_as_a_subrecipient_federally_financed,field_received_as_a_subrecipient_nonfederally_financed,field_passed_through_to_subrecipients_total,field_passed_through_to_subrecipients_federally_financed,field_passed_through_to_subrecipients_nonfederally_financed
12734,r071,United States -> Idaho,United States,Idaho,,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12734,r072,United States -> Idaho -> Public,United States,Idaho,Public,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12734,r073,United States -> Idaho -> Public -> Lewis-Clark State C.,United States,Idaho,Public,Lewis-Clark State C.,4,"['282', '']","['282', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12734,r074,United States -> Idaho -> Private,United States,Idaho,Private,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12734,r075,United States -> Idaho -> Private -> Northwest Nazarene U.,United States,Idaho,Private,Northwest Nazarene U.,4,"['302', '']","['302', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12734,r076,United States -> Illinois,United States,Illinois,,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12734,r077,United States -> Illinois -> Public,United States,Illinois,Public,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12734,r078,United States -> Illinois -> Public -> Eastern Illinois U.,United States,Illinois,Public,Eastern Illinois U.,4,"['91', '']","['86', '']","['5', '']","['3', '']","['0', '']","['3', '']"
12734,r079,United States -> Illinois -> Private,United States,Illinois,Private,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12734,r080,United States -> Illinois -> Private -> Augustana C.,United States,Illinois,Private,Augustana C.,4,"['14', '']","['14', '']","['0', '']","['36', '']","['36', '']","['0', '']"
12734,r081,United States -> Illinois -> Private -> Benedictine U.,United States,Illinois,Private,Benedictine U.,4,"['52', '']","['52', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12734,r082,United States -> Illinois -> Private -> Bradley U.,United States,Illinois,Private,Bradley U.,4,"['115', '']","['115', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12734,r083,United States -> Illinois -> Private -> Elmhurst U.,United States,Illinois,Private,Elmhurst U.,4,"['0', '']","['0', '']","['0', '']","['169', '']","['169', '']","['0', '']"
12734,r084,United States -> Illinois -> Private -> Illinois C. of Optometry,United States,Illinois,Private,Illinois C. of Optometry,4,"['36', '']","['0', '']","['36', '']","['0', '']","['0', '']","['0', '']"
12734,r085,United States -> Illinois -> Private -> Lake Forest C.,United States,Illinois,Private,Lake Forest C.,4,"['23', 'i']","['23', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12734,r086,United States -> Indiana,United States,Indiana,,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12734,r087,United States -> Indiana -> Public,United States,Indiana,Public,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12734,r088,"United States -> Indiana -> Public -> Indiana U., Kokomo",United States,Indiana,Public,"Indiana U., Kokomo",4,"['31', '']","['31', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12734,r089,"United States -> Indiana -> Public -> Indiana U., Northwest",United States,Indiana,Public,"Indiana U., Northwest",4,"['4', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12734,r090,"United States -> Indiana -> Public -> Indiana U., Southeast",United States,Indiana,Public,"Indiana U., Southeast",4,"['13', '']","['13', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12734,r091,United States -> Indiana -> Private,United States,Indiana,Private,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12734,r092,United States -> Indiana -> Private -> DePauw U.,United States,Indiana,Private,DePauw U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12734,r093,United States -> Indiana -> Private -> Earlham C.,United States,Indiana,Private,Earlham C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12734,r094,United States -> Indiana -> Private -> Indiana Wesleyan U.,United States,Indiana,Private,Indiana Wesleyan U.,4,"['49', '']","['0', '']","['49', '']","['6', '']","['6', '']","['0', '']"
12734,r095,United States -> Indiana -> Private -> Manchester U.,United States,Indiana,Private,Manchester U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12734,r096,United States -> Indiana -> Private -> Taylor U.,United States,Indiana,Private,Taylor U.,4,"['11', '']","['11', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12734,r097,United States -> Indiana -> Private -> U. Evansville,United States,Indiana,Private,U. Evansville,4,"['18', '']","['13', '']","['5', '']","['0', '']","['0', '']","['0', '']"
12734,r098,United States -> Indiana -> Private -> Valparaiso U.,United States,Indiana,Private,Valparaiso U.,4,"['100', '']","['100', '']","['0', '']","['106', '']","['106', '']","['0', '']"
12734,r099,United States -> Indiana -> Private -> Wabash C.,United States,Indiana,Private,Wabash C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12734,r100,United States -> Iowa,United States,Iowa,,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12734,r101,United States -> Iowa -> Private,United States,Iowa,Private,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12734,r102,United States -> Iowa -> Private -> Coe C.,United States,Iowa,Private,Coe C.,4,"['0', '']","['0', '']","['0', '']","['4', '']","['0', '']","['4', '']"
12734,r103,United States -> Iowa -> Private -> Cornell C.,United States,Iowa,Private,Cornell C.,4,"['42', '']","['0', '']","['42', '']","['0', '']","['0', '']","['0', '']"
12734,r104,United States -> Iowa -> Private -> Dordt U.,United States,Iowa,Private,Dordt U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12734,r105,United States -> Iowa -> Private -> Luther C.,United States,Iowa,Private,Luther C.,4,"['3', '']","['3', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12734,r106,United States -> Kansas,United States,Kansas,,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12734,r107,United States -> Kansas -> Public,United States,Kansas,Public,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12734,r108,United States -> Kansas -> Public -> Emporia State U.,United States,Kansas,Public,Emporia State U.,4,"['196', '']","['196', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12734,r109,United States -> Kansas -> Public -> Fort Hays State U.,United States,Kansas,Public,Fort Hays State U.,4,"['153', '']","['153', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12734,r110,United States -> Kentucky,United States,Kentucky,,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12734,r111,United States -> Kentucky -> Private,United States,Kentucky,Private,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12734,r112,United States -> Kentucky -> Private -> Centre C.,United States,Kentucky,Private,Centre C.,4,"['68', '']","['68', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12734,r113,United States -> Louisiana,United States,Louisiana,,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12734,r114,United States -> Louisiana -> Public,United States,Louisiana,Public,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12734,r115,"United States -> Louisiana -> Public -> Louisiana State U., Shreveport",United States,Louisiana,Public,"Louisiana State U., Shreveport",4,"['398', '']","['398', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12734,r116,United States -> Louisiana -> Public -> McNeese State U.,United States,Louisiana,Public,McNeese State U.,4,"['40', '']","['32', '']","['8', '']","['0', '']","['0', '']","['0', '']"
12734,r117,United States -> Louisiana -> Public -> Nicholls State U.,United States,Louisiana,Public,Nicholls State U.,4,"['88', '']","['88', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12734,r118,United States -> Louisiana -> Private,United States,Louisiana,Private,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12734,r119,"United States -> Louisiana -> Private -> Loyola U., New Orleans",United States,Louisiana,Private,"Loyola U., New Orleans",4,"['3', '']","['3', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12734,r120,United States -> Maine,United States,Maine,,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12734,r121,United States -> Maine -> Public,United States,Maine,Public,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12734,r122,United States -> Maine -> Public -> Maine Maritime Academy,United States,Maine,Public,Maine Maritime Academy,4,"['203', '']","['31', '']","['172', '']","['0', '']","['0', '']","['0', '']"
12734,r123,United States -> Maine -> Public -> U. Maine Farmington,United States,Maine,Public,U. Maine Farmington,4,"['42', 'i']","['38', 'i']","['4', 'i']","['24', 'i']","['20', 'i']","['4', 'i']"
12734,r124,"United States -> Maine -> Public -> U. Maine, Augusta",United States,Maine,Public,"U. Maine, Augusta",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12734,r125,United States -> Maryland,United States,Maryland,,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12734,r126,United States -> Maryland -> Public,United States,Maryland,Public,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12734,r127,United States -> Maryland -> Public -> Coppin State U.,United States,Maryland,Public,Coppin State U.,4,"['57', '']","['48', '']","['9', '']","['0', '']","['0', '']","['0', '']"
