table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total_employment,field_total,field_researchersa_total,field_researchersa_with_phd,field_r_d_technicians_and_equivalent_staff,field_other_r_d_supporting_staff
2083,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['488', '  ']","['31', '  ']","['15', '  ']","['1', '  ']","['11', '  ']","['4', '  ']"
2083,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['1,555', '  ']","['120', '  ']","['85', '  ']","['6', '  ']","['25', '  ']","['10', '  ']"
2083,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['147', '  ']","['14', '  ']","['10', '  ']","['*', '  ']","['3', '  ']","['1', '  ']"
2083,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['79', '  ']","['16', '  ']","['14', '  ']","['2', '  ']","['2', '  ']","['*', '  ']"
2083,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['164', '  ']","['16', '  ']","['13', '  ']","['*', '  ']","['2', '  ']","['1', '  ']"
2083,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['1,166', '  ']","['74', '  ']","['48', '  ']","['2', 'i ']","['19', '  ']","['7', '  ']"
2083,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['2,555', '  ']","['419', '  ']","['343', '  ']","['28', 'i ']","['44', 'i ']","['32', 'i ']"
2083,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['274', '  ']","['75', '  ']","['61', '  ']","['2', 'i ']","['7', '  ']","['7', '  ']"
2083,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['703', '  ']","['148', '  ']","['131', 'i ']","['12', 'i ']","['11', 'i ']","['6', 'i ']"
2083,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['874', '  ']","['101', '  ']","['78', '  ']","['8', '  ']","['15', 'i ']","['7', 'i ']"
2083,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['148', '  ']","['20', '  ']","['14', 'i ']","['2', 'i ']","['5', 'i ']","['1', 'i ']"
2083,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['319', '  ']","['39', '  ']","['31', 'i ']","['2', '  ']","['5', 'i ']","['3', 'i ']"
2083,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['407', '  ']","['42', '  ']","['33', '  ']","['4', '  ']","['6', '  ']","['3', '  ']"
2083,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['705', '  ']","['95', '  ']","['73', '  ']","['5', 'i ']","['10', 'i ']","['12', 'i ']"
2083,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['858', '  ']","['60', '  ']","['47', 'i ']","['2', 'i ']","['11', 'i ']","['3', '  ']"
2083,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['3,063', '  ']","['253', '  ']","['195', '  ']","['9', '  ']","['38', '  ']","['20', '  ']"
2083,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['1,745', '  ']","['131', '  ']","['104', '  ']","['5', 'i ']","['20', '  ']","['8', '  ']"
2083,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['1,063', '  ']","['107', '  ']","['84', '  ']","['4', '  ']","['14', '  ']","['9', '  ']"
2083,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['1,007', '  ']","['95', '  ']","['76', '  ']","['4', '  ']","['12', '  ']","['7', '  ']"
2083,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['56', '  ']","['12', '  ']","['8', '  ']","['*', '  ']","['2', '  ']","['2', '  ']"
2083,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['1', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']"
2083,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['254', '  ']","['14', '  ']","['7', '  ']","['*', 'i ']","['4', '  ']","['3', '  ']"
2083,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['198', '  ']","['5', '  ']","['2', '  ']","['*', '  ']","['2', '  ']","['1', '  ']"
2083,r043,All industries -> Manufacturing industries -> Miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,,,3,339,"['1,210', '  ']","['95', '  ']","['63', '  ']","['6', '  ']","['21', '  ']","['12', '  ']"
2083,r044,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous manufacturing,Medical equipment and supplies,,4,3391,"['901', '  ']","['72', '  ']","['49', '  ']","['5', '  ']","['15', '  ']","['8', '  ']"
2083,r045,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,Other miscellaneous manufacturing,,4,3399,"['309', '  ']","['23', '  ']","['14', 'i ']","['1', 'i ']","['5', '  ']","['4', 'i ']"
2083,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['13,215', '  ']","['997', '  ']","['645', '  ']","['49', '  ']","['264', '  ']","['88', '  ']"
2083,r047,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['423', '  ']","['15', '  ']","['8', '  ']","['2', 'i ']","['5', '  ']","['2', '  ']"
2083,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['476', '  ']","['3', '  ']","['1', '  ']","['*', '  ']","['1', '  ']","['*', '  ']"
2083,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['372', 'i ']","['10', '  ']","['4', '  ']","['*', '  ']","['2', '  ']","['3', 'i ']"
2083,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['441', '  ']","['71', '  ']","['43', '  ']","['1', 'i ']","['24', '  ']","['4', '  ']"
2083,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['1,418', '  ']","['7', '  ']","['4', '  ']","['*', '  ']","['2', '  ']","['1', 'i ']"
2083,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['2,618', '  ']","['438', '  ']","['317', '  ']","['21', 'i ']","['87', '  ']","['33', '  ']"
2083,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['953', '  ']","['224', '  ']","['175', '  ']","['9', 'i ']","['28', '  ']","['21', '  ']"
2083,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['9', '  ']","['1', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']"
2083,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['944', '  ']","['224', '  ']","['175', '  ']","['9', 'i ']","['28', '  ']","['21', '  ']"
2083,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['842', '  ']","['32', '  ']","['18', '  ']","['1', 'i ']","['13', 'i ']","['1', '  ']"
2083,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['556', '  ']","['110', '  ']","['71', '  ']","['2', '  ']","['31', '  ']","['9', '  ']"
2083,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['267', '  ']","['72', '  ']","['53', '  ']","['10', '  ']","['16', '  ']","['3', '  ']"
2083,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['1,531', '  ']","['47', '  ']","['23', '  ']","['1', '  ']","['21', '  ']","['2', '  ']"
2083,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['43', '  ']","['7', '  ']","['4', '  ']","['*', '  ']","['1', 'i ']","['1', 'i ']"
2083,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['13', 'i ']","['3', 'i ']","['1', 'i ']","['*', 'i ']","['1', 'i ']","['1', 'i ']"
2083,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['30', '  ']","['4', '  ']","['4', '  ']","['*', '  ']","['1', '  ']","['*', '  ']"
2083,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['2,413', '  ']","['358', '  ']","['218', '  ']","['23', '  ']","['105', '  ']","['34', '  ']"
2083,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['397', '  ']","['46', '  ']","['30', '  ']","['1', '  ']","['12', '  ']","['4', '  ']"
2083,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['1,041', '  ']","['130', '  ']","['102', '  ']","['7', '  ']","['16', '  ']","['12', '  ']"
2083,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['387', '  ']","['148', '  ']","['63', '  ']","['13', '  ']","['69', '  ']","['16', '  ']"
2083,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['141', '  ']","['32', '  ']","['20', '  ']","['3', '  ']","['11', '  ']","['1', '  ']"
2083,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,"['232', '  ']","['106', '  ']","['36', '  ']","['7', '  ']","['58', '  ']","['13', '  ']"
2083,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,"['14', '  ']","['11', '  ']","['8', '  ']","['3', 'i ']","['*', '  ']","['3', '  ']"
2083,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['587', '  ']","['34', '  ']","['23', '  ']","['2', 'i ']","['8', '  ']","['2', 'i ']"
2083,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['573', '  ']","['7', '  ']","['3', 'i ']","['1', 'i ']","['3', 'i ']","['2', '  ']"
2083,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['2,907', '  ']","['35', '  ']","['20', '  ']","['1', '  ']","['11', '  ']","['4', '  ']"
2083,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['30,450', '  ']","['2,349', '  ']","['1,629', '  ']","['147', '  ']","['496', '  ']","['224', '  ']"
2083,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2083,r075,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>b</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>b</sup>,,,3,–,"['98', '  ']","['28', '  ']","['18', '  ']","['3', '  ']","['7', '  ']","['2', '  ']"
2083,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['329', '  ']","['85', '  ']","['51', '  ']","['7', '  ']","['25', '  ']","['8', '  ']"
2083,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2083,r078,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['400', '  ']","['80', '  ']","['45', '  ']","['6', '  ']","['26', '  ']","['9', '  ']"
2083,r079,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['962', '  ']","['129', '  ']","['76', '  ']","['8', '  ']","['38', '  ']","['15', '  ']"
2083,r080,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2083,r081,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['954', '  ']","['116', '  ']","['74', '  ']","['7', '  ']","['31', '  ']","['11', '  ']"
2083,r082,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['1,151', '  ']","['120', '  ']","['81', '  ']","['7', '  ']","['24', '  ']","['15', '  ']"
2083,r083,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['4,380', '  ']","['411', '  ']","['290', '  ']","['24', '  ']","['83', '  ']","['38', '  ']"
2083,r084,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['3,313', '  ']","['310', '  ']","['194', '  ']","['17', 'i ']","['85', '  ']","['31', '  ']"
2083,r085,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['5,124', '  ']","['367', '  ']","['262', '  ']","['29', 'i ']","['69', '  ']","['36', '  ']"
2083,r086,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['13,739', '  ']","['704', '  ']","['536', '  ']","['39', '  ']","['108', '  ']","['59', '  ']"
