table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_domestic_r_d_us_millions_,field_percent_of_domestic_sales_of_r_d_performers_or_fundersa,field_percent_of_domestic_sales_of_r_d_performers_onlyb
741,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['4,134', '&nbsp;']","['6.3', '&nbsp;']","['6.3', '&nbsp;']"
741,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['8,275', '&nbsp;']","['5.6', '&nbsp;']","['5.6', '&nbsp;']"
741,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['4,523', '&nbsp;']","['3.0', '&nbsp;']","['3.0', '&nbsp;']"
741,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['56,534', '&nbsp;']","['4.8', '&nbsp;']","['4.8', '&nbsp;']"
741,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['21,537', '&nbsp;']","['2.7', '&nbsp;']","['2.7', '&nbsp;']"
741,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['32,220', '&nbsp;']","['9.9', '&nbsp;']","['9.9', '&nbsp;']"
741,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engines, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engines, and aircraft parts",5,336411–13,"['30,463', '&nbsp;']","['9.7', '&nbsp;']","['9.7', '&nbsp;']"
741,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missiles, space vehicles, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missiles, space vehicles, and related parts",5,"336414–15, 336419","['1,757', 'i']","['14.8', '&nbsp;']","['14.8', '&nbsp;']"
741,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicles, tanks, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicles, tanks, and tank components",,4,336992,"['16', '&nbsp;']","['2.4', '&nbsp;']","['2.4', '&nbsp;']"
741,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['2,761', '&nbsp;']","['4.1', '&nbsp;']","['4.1', '&nbsp;']"
741,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['487', '&nbsp;']","['1.3', '&nbsp;']","['1.3', '&nbsp;']"
741,r043,All industries -> Manufacturing industries -> Miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,,,3,339,"['14,420', '&nbsp;']","['4.2', '&nbsp;']","['4.2', '&nbsp;']"
741,r044,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous manufacturing,Medical equipment and supplies,,4,3391,"['12,000', '&nbsp;']","['4.6', '&nbsp;']","['4.6', '&nbsp;']"
741,r045,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,Other miscellaneous manufacturing,,4,3399,"['2,421', 'i']","['2.9', '&nbsp;']","['2.9', '&nbsp;']"
741,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['125,811', '&nbsp;']","['3.4', '&nbsp;']","['3.5', '&nbsp;']"
741,r047,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['4,484', '&nbsp;']","['1.5', '&nbsp;']","['1.6', '&nbsp;']"
741,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['754', '&nbsp;']","['0.2', '&nbsp;']","['0.3', '&nbsp;']"
741,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['1,843', 'i']","['0.8', '&nbsp;']","['0.8', '&nbsp;']"
741,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['1,536', 'i']","['1.7', '&nbsp;']","['1.7', '&nbsp;']"
741,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['419', '&nbsp;']","['0.3', '&nbsp;']","['0.3', '&nbsp;']"
741,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['67,372', '&nbsp;']","['6.1', '&nbsp;']","['6.1', '&nbsp;']"
741,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['34,614', '&nbsp;']","['8.5', '&nbsp;']","['8.5', '&nbsp;']"
741,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['107', 'i']","['4.4', '&nbsp;']","['4.4', '&nbsp;']"
741,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['34,508', '&nbsp;']","['8.6', '&nbsp;']","['8.6', '&nbsp;']"
741,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,788', '&nbsp;']","['0.7', '&nbsp;']","['0.7', '&nbsp;']"
741,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['9,633', '&nbsp;']","['10.3', '&nbsp;']","['10.4', '&nbsp;']"
741,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['19,337', '&nbsp;']","['21.3', '&nbsp;']","['24.2', '&nbsp;']"
741,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['5,451', '&nbsp;']","['0.8', '&nbsp;']","['0.8', '&nbsp;']"
741,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['309', '&nbsp;']","['2.9', '&nbsp;']","['2.9', '&nbsp;']"
741,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['71', '&nbsp;']","['6.9', '&nbsp;']","['6.9', '&nbsp;']"
741,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['237', '&nbsp;']","['2.5', '&nbsp;']","['2.5', '&nbsp;']"
741,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['41,744', '&nbsp;']","['9.9', '&nbsp;']","['9.9', '&nbsp;']"
741,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['4,496', 'i']","['4.3', '&nbsp;']","['4.3', '&nbsp;']"
741,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['14,431', '&nbsp;']","['9.5', '&nbsp;']","['9.5', '&nbsp;']"
741,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['18,861', '&nbsp;']","['31.0', '&nbsp;']","['30.9', '&nbsp;']"
741,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['6,400', 'i']","['23.0', '&nbsp;']","['22.9', '&nbsp;']"
741,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,"['11,612', '&nbsp;']","['36.2', '&nbsp;']","['36.1', '&nbsp;']"
741,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,"['849', '&nbsp;']","['85.8', '&nbsp;']","['85.8', '&nbsp;']"
741,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['3,955', '&nbsp;']","['3.8', '&nbsp;']","['3.8', '&nbsp;']"
741,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['853', 'i']","['1.3', '&nbsp;']","['1.3', '&nbsp;']"
741,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['1,047', '&nbsp;']","['0.3', '&nbsp;']","['0.3', '&nbsp;']"
741,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['404,594', '&nbsp;']","['4.5', '&nbsp;']","['4.5', '&nbsp;']"
741,r074,All companies (number of domestic employees) -> Micro companies<sup>c</sup>,All companies (number of domestic employees),Micro companies<sup>c</sup>,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
741,r075,All companies (number of domestic employees) -> Micro companies<sup>c</sup> -> 5&#8211;9,All companies (number of domestic employees),Micro companies<sup>c</sup>,5&#8211;9,,,3,–,"['3,506', 'i']","['12.6', '&nbsp;']","['12.7', '&nbsp;']"
741,r076,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
741,r077,All companies (number of domestic employees) -> Small companies -> 10&#8211;19,All companies (number of domestic employees),Small companies,10&#8211;19,,,3,–,"['6,769', 'i']","['10.4', '&nbsp;']","['10.4', '&nbsp;']"
741,r078,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['12,350', 'i']","['6.8', '&nbsp;']","['6.8', '&nbsp;']"
741,r079,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
741,r080,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['13,723', '&nbsp;']","['8.0', '&nbsp;']","['8.0', '&nbsp;']"
741,r081,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['15,710', '&nbsp;']","['5.0', '&nbsp;']","['5.0', '&nbsp;']"
741,r082,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
741,r083,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['14,994', '&nbsp;']","['5.3', '&nbsp;']","['5.4', '&nbsp;']"
741,r084,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['16,345', '&nbsp;']","['4.7', '&nbsp;']","['4.9', '&nbsp;']"
741,r085,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['65,643', '&nbsp;']","['5.1', '&nbsp;']","['5.1', '&nbsp;']"
741,r086,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['44,635', '&nbsp;']","['4.5', '&nbsp;']","['4.6', '&nbsp;']"
741,r087,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['71,374', '&nbsp;']","['4.4', '&nbsp;']","['4.5', '&nbsp;']"
741,r088,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['139,544', '&nbsp;']","['3.7', '&nbsp;']","['3.8', '&nbsp;']"
