table_id,row_id,subfield_of_study_full_path,subfield_of_study_level_1,subfield_of_study_level_2,subfield_of_study_level_3,subfield_of_study_level_4,subfield_of_study_level_5,subfield_of_study_hierarchy_depth,field_all_doctorate_recipientsa,field_temporary_visa_holders,field_u_s_citizens_and_permanent_residents_total,field_u_s_citizens_and_permanent_residents_hispanic_or_latino,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_other_race_or_race_not_reported,field_u_s_citizens_and_permanent_residents_ethnicity_not_reported
1746,r121,All fields -> Mathematics and computer sciences -> Mathematics and statistics  -> Statistics (mathematics),All fields,Mathematics and computer sciences,Mathematics and statistics ,Statistics (mathematics),,4,413,240,161,4,1,31,5,112,5,0,3
1746,r122,All fields -> Psychology and social sciences,All fields,Psychology and social sciences,,,,2,8899,1771,6704,593,34,473,524,4653,253,76,98
1746,r123,All fields -> Psychology and social sciences -> Psychology ,All fields,Psychology and social sciences,Psychology ,,,3,3837,285,3321,328,12,200,244,2342,114,29,52
1746,r124,All fields -> Psychology and social sciences -> Psychology  -> Behavioral analysis,All fields,Psychology and social sciences,Psychology ,Behavioral analysis,,4,63,4,58,5,0,3,4,43,2,0,1
1746,r125,All fields -> Psychology and social sciences -> Psychology  -> Clinical psychology,All fields,Psychology and social sciences,Psychology ,Clinical psychology,,4,1267,39,1142,129,5,73,65,807,41,9,13
1746,r126,All fields -> Psychology and social sciences -> Psychology  -> Cognitive neuroscience,All fields,Psychology and social sciences,Psychology ,Cognitive neuroscience,,4,199,28,166,10,0,16,4,131,4,0,1
1746,r127,All fields -> Psychology and social sciences -> Psychology  -> Cognitive psychology and psycholinguistics,All fields,Psychology and social sciences,Psychology ,Cognitive psychology and psycholinguistics,,4,143,24,119,11,0,4,2,94,4,3,1
1746,r128,All fields -> Psychology and social sciences -> Psychology  -> Community psychology,All fields,Psychology and social sciences,Psychology ,Community psychology,,4,44,3,32,3,1,0,9,19,0,0,0
1746,r129,All fields -> Psychology and social sciences -> Psychology  -> Counseling,All fields,Psychology and social sciences,Psychology ,Counseling,,4,290,17,263,30,0,18,28,166,12,2,7
1746,r130,All fields -> Psychology and social sciences -> Psychology  -> Developmental and child psychology,All fields,Psychology and social sciences,Psychology ,Developmental and child psychology,,4,163,19,141,13,0,16,4,95,11,1,1
1746,r131,All fields -> Psychology and social sciences -> Psychology  -> Educational psychology (psychology),All fields,Psychology and social sciences,Psychology ,Educational psychology (psychology),,4,116,15,93,5,1,6,13,62,4,2,0
1746,r132,All fields -> Psychology and social sciences -> Psychology  -> Experimental psychology,All fields,Psychology and social sciences,Psychology ,Experimental psychology,,4,137,19,113,6,1,2,1,97,2,3,1
1746,r133,"All fields -> Psychology and social sciences -> Psychology  -> Family psychology, human development and family studies",All fields,Psychology and social sciences,Psychology ,"Family psychology, human development and family studies",,4,143,25,113,8,0,7,10,82,5,1,0
1746,r134,"All fields -> Psychology and social sciences -> Psychology  -> Health, medical psychology",All fields,Psychology and social sciences,Psychology ,"Health, medical psychology",,4,80,4,76,12,0,4,12,39,1,1,7
1746,r135,All fields -> Psychology and social sciences -> Psychology  -> Industrial and organizational psychology,All fields,Psychology and social sciences,Psychology ,Industrial and organizational psychology,,4,195,23,156,14,1,10,9,118,2,1,1
1746,r136,"All fields -> Psychology and social sciences -> Psychology  -> Marriage and family therapy, counseling",All fields,Psychology and social sciences,Psychology ,"Marriage and family therapy, counseling",,4,69,3,64,6,1,2,15,39,1,0,0
1746,r137,"All fields -> Psychology and social sciences -> Psychology  -> Neuropsychology, physiological psychology",All fields,Psychology and social sciences,Psychology ,"Neuropsychology, physiological psychology",,4,40,1,34,5,0,2,2,25,0,0,0
1746,r138,All fields -> Psychology and social sciences -> Psychology  -> School psychology (psychology),All fields,Psychology and social sciences,Psychology ,School psychology (psychology),,4,148,4,142,12,0,8,23,93,5,1,0
1746,r139,All fields -> Psychology and social sciences -> Psychology  -> Social psychology,All fields,Psychology and social sciences,Psychology ,Social psychology,,4,218,25,190,21,0,14,4,141,7,3,0
1746,r140,"All fields -> Psychology and social sciences -> Psychology  -> Psychology, general",All fields,Psychology and social sciences,Psychology ,"Psychology, general",,4,251,16,176,16,1,5,16,114,4,2,18
1746,r141,"All fields -> Psychology and social sciences -> Psychology  -> Psychology, aggregated",All fields,Psychology and social sciences,Psychology ,"Psychology, aggregated",,4,271,16,243,22,1,10,23,177,9,0,1
1746,r142,All fields -> Psychology and social sciences -> Social sciences ,All fields,Psychology and social sciences,Social sciences ,,,3,5062,1486,3383,265,22,273,280,2311,139,47,46
1746,r143,All fields -> Psychology and social sciences -> Social sciences  -> Anthropology ,All fields,Psychology and social sciences,Social sciences ,Anthropology ,,4,424,70,335,24,2,21,20,244,14,6,4
1746,r144,"All fields -> Psychology and social sciences -> Social sciences  -> Anthropology  -> Anthropology, cultural",All fields,Psychology and social sciences,Social sciences ,Anthropology ,"Anthropology, cultural",5,276,59,215,16,2,19,18,143,12,4,1
1746,r145,"All fields -> Psychology and social sciences -> Social sciences  -> Anthropology  -> Anthropology, general",All fields,Psychology and social sciences,Social sciences ,Anthropology ,"Anthropology, general",5,53,3,34,1,0,0,0,28,1,2,2
1746,r146,"All fields -> Psychology and social sciences -> Social sciences  -> Anthropology  -> Anthropology, physical and biological",All fields,Psychology and social sciences,Social sciences ,Anthropology ,"Anthropology, physical and biological",5,95,8,86,7,0,2,2,73,1,0,1
1746,r147,All fields -> Psychology and social sciences -> Social sciences  -> Economics ,All fields,Psychology and social sciences,Social sciences ,Economics ,,4,1247,707,484,26,1,67,21,336,16,6,11
1746,r148,"All fields -> Psychology and social sciences -> Social sciences  -> Economics  -> Econometrics, economics",All fields,Psychology and social sciences,Social sciences ,Economics ,"Econometrics, economics",5,1189,684,451,24,0,64,19,313,15,6,10
1746,r149,All fields -> Psychology and social sciences -> Social sciences  -> Economics  -> Natural resources and environmental economics (social sciences),All fields,Psychology and social sciences,Social sciences ,Economics ,Natural resources and environmental economics (social sciences),5,58,23,33,2,1,3,2,23,1,0,1
1746,r150,All fields -> Psychology and social sciences -> Social sciences  -> Political science and government,All fields,Psychology and social sciences,Social sciences ,Political science and government,,4,734,159,543,35,2,39,28,404,18,10,7
1746,r151,All fields -> Psychology and social sciences -> Social sciences  -> Sociology,All fields,Psychology and social sciences,Social sciences ,Sociology,,4,669,89,556,53,3,40,57,360,31,1,11
1746,r152,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences,All fields,Psychology and social sciences,Social sciences ,Other social sciences,,4,1988,461,1465,127,14,106,154,967,60,24,13
1746,r153,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> American, U.S. studies",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"American, U.S. studies",5,68,5,62,10,2,6,7,31,4,1,1
1746,r154,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Applied linguistics,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Applied linguistics,5,70,28,42,0,0,7,0,34,1,0,0
1746,r155,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Archaeology (social sciences),All fields,Psychology and social sciences,Social sciences ,Other social sciences,Archaeology (social sciences),5,119,12,107,3,2,3,1,95,3,0,0
1746,r156,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Area, ethnic, and cultural studies",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"Area, ethnic, and cultural studies",5,133,18,105,22,5,10,17,36,9,4,2
1746,r157,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Criminal justice and corrections,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Criminal justice and corrections,5,87,11,66,3,2,3,11,45,1,1,0
1746,r158,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Criminology,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Criminology,5,96,15,81,7,0,6,7,56,5,0,0
1746,r159,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Demography, gerontology, statistics, urban affairs, social sciences- general, social sciences-other",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"Demography, gerontology, statistics, urban affairs, social sciences- general, social sciences-other",5,262,61,191,29,0,14,31,107,5,5,0
1746,r160,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Gender and women's studies,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Gender and women's studies,5,48,7,41,3,0,3,3,29,2,0,1
1746,r161,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Geography,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Geography,5,242,76,162,9,1,7,5,127,7,3,3
1746,r162,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Health policy analysis,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Health policy analysis,5,58,9,48,1,0,4,6,35,2,0,0
1746,r163,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> History, science and technology and society",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"History, science and technology and society",5,55,7,45,2,0,1,2,35,3,0,2
1746,r164,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> International relations, international affairs",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"International relations, international affairs",5,135,28,105,8,0,7,4,77,5,4,0
1746,r165,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Linguistics,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Linguistics,5,249,84,154,16,2,12,3,112,3,5,1
1746,r166,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Public policy analysis,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Public policy analysis,5,264,63,196,9,0,12,53,113,7,1,1
1746,r167,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Urban, city, community and regional planning",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"Urban, city, community and regional planning",5,102,37,60,5,0,11,4,35,3,0,2
1746,r168,All fields -> Engineering,All fields,Engineering,,,,2,10183,5583,4218,280,8,678,167,2829,129,59,68
1746,r169,"All fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,,3,383,146,221,17,0,19,9,161,6,3,6
1746,r170,All fields -> Engineering -> Bioengineering and biomedical engineering,All fields,Engineering,Bioengineering and biomedical engineering,,,3,1134,362,744,48,1,157,32,461,26,9,10
1746,r171,All fields -> Engineering -> Chemical engineering,All fields,Engineering,Chemical engineering,,,3,981,478,469,35,2,78,7,318,18,5,6
1746,r172,All fields -> Engineering -> Civil engineering,All fields,Engineering,Civil engineering,,,3,677,443,200,18,1,28,12,131,3,4,3
1746,r173,"All fields -> Engineering -> Electrical, electronics, and communications engineering",All fields,Engineering,"Electrical, electronics, and communications engineering",,,3,1951,1319,544,23,0,125,21,342,16,7,10
1746,r174,All fields -> Engineering -> Industrial and manufacturing engineering,All fields,Engineering,Industrial and manufacturing engineering,,,3,272,196,62,6,0,5,1,48,1,1,0
1746,r175,All fields -> Engineering -> Materials science engineering,All fields,Engineering,Materials science engineering,,,3,995,502,463,34,0,71,29,301,16,2,10
1746,r176,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,,,3,1504,831,608,35,2,76,17,439,19,10,10
1746,r177,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,,,3,2286,1306,907,64,2,119,39,628,24,18,13
1746,r178,All fields -> Engineering -> Other engineering -> Computer engineering,All fields,Engineering,Other engineering,Computer engineering,,4,436,313,111,11,0,27,3,61,3,3,3
1746,r179,"All fields -> Engineering -> Other engineering -> Environmental, environmental health engineering",All fields,Engineering,Other engineering,"Environmental, environmental health engineering",,4,247,98,143,8,1,17,7,104,5,1,0
1746,r180,All fields -> Engineering -> Other engineering -> Nuclear engineering,All fields,Engineering,Other engineering,Nuclear engineering,,4,178,49,128,10,0,6,2,103,4,2,1
1746,r181,All fields -> Engineering -> Other engineering -> Robotics,All fields,Engineering,Other engineering,Robotics,,4,108,49,58,4,0,7,0,43,0,3,1
1746,r182,All fields -> Engineering -> Other engineering -> Structural engineering,All fields,Engineering,Other engineering,Structural engineering,,4,95,64,30,2,0,4,0,23,1,0,0
1746,r183,All fields -> Engineering -> Other engineering -> Systems engineering,All fields,Engineering,Other engineering,Systems engineering,,4,113,37,75,9,1,9,9,45,1,1,0
1746,r184,"All fields -> Engineering -> Other engineering -> Other engineering, aggregated",All fields,Engineering,Other engineering,"Other engineering, aggregated",,4,1109,696,362,20,0,49,18,249,10,8,8
1746,r185,All fields -> Education,All fields,Education,,,,2,4834,613,4033,302,23,205,584,2714,117,28,60
1746,r186,All fields -> Education -> Education administration,All fields,Education,Education administration,,,3,898,53,784,60,5,20,200,464,12,3,20
1746,r187,All fields -> Education -> Education administration -> Educational administration and supervision,All fields,Education,Education administration,Educational administration and supervision,,4,168,6,143,9,0,4,47,73,0,1,9
1746,r188,"All fields -> Education -> Education administration -> Educational and human resource studies, development",All fields,Education,Education administration,"Educational and human resource studies, development",,4,47,9,38,6,0,3,9,19,1,0,0
1746,r189,All fields -> Education -> Education administration -> Educational leadership,All fields,Education,Education administration,Educational leadership,,4,619,37,551,40,5,10,127,347,9,2,11
1746,r190,All fields -> Education -> Education administration -> Urban education and leadership,All fields,Education,Education administration,Urban education and leadership,,4,64,1,52,5,0,3,17,25,2,0,0
1746,r191,All fields -> Education -> Education research ,All fields,Education,Education research ,,,3,2507,367,2060,150,11,114,260,1407,71,18,29
1746,r192,"All fields -> Education -> Education research  -> Counseling education, counseling and guidance",All fields,Education,Education research ,"Counseling education, counseling and guidance",,4,281,28,243,21,0,11,44,154,8,1,4
1746,r193,All fields -> Education -> Education research  -> Curriculum and instruction,All fields,Education,Education research ,Curriculum and instruction,,4,533,83,416,34,4,24,44,284,13,4,9
1746,r194,"All fields -> Education -> Education research  -> Educational assessment, testing, measurement",All fields,Education,Education research ,"Educational assessment, testing, measurement",,4,57,21,35,0,0,5,1,27,1,0,1
1746,r195,All fields -> Education -> Education research  -> Educational policy analysis,All fields,Education,Education research ,Educational policy analysis,,4,142,16,123,5,1,8,19,79,8,2,1
1746,r196,All fields -> Education -> Education research  -> Educational psychology (education),All fields,Education,Education research ,Educational psychology (education),,4,210,31,176,12,1,7,19,125,9,2,1
1746,r197,"All fields -> Education -> Education research  -> Educational statistics, research methods",All fields,Education,Education research ,"Educational statistics, research methods",,4,95,30,63,2,1,6,7,43,4,0,0
1746,r198,"All fields -> Education -> Education research  -> Educational/instructional technology, media design",All fields,Education,Education research ,"Educational/instructional technology, media design",,4,215,62,148,5,3,9,13,110,4,3,1
1746,r199,All fields -> Education -> Education research  -> Higher education evaluation and research,All fields,Education,Education research ,Higher education evaluation and research,,4,394,21,370,38,0,17,66,231,12,3,3
1746,r200,All fields -> Education -> Education research  -> International education,All fields,Education,Education research ,International education,,4,43,13,30,4,0,3,2,20,0,0,1
1746,r201,All fields -> Education -> Education research  -> Learning sciences,All fields,Education,Education research ,Learning sciences,,4,73,7,63,2,0,3,10,42,5,0,1
1746,r202,All fields -> Education -> Education research  -> School psychology (education),All fields,Education,Education research ,School psychology (education),,4,116,3,111,7,0,6,11,83,3,0,1
1746,r203,All fields -> Education -> Education research  -> Social and philosophical foundations of education,All fields,Education,Education research ,Social and philosophical foundations of education,,4,81,11,67,7,1,4,13,41,1,0,0
1746,r204,All fields -> Education -> Education research  -> Special education,All fields,Education,Education research ,Special education,,4,267,41,215,13,0,11,11,168,3,3,6
1746,r205,All fields -> Education -> Teacher education,All fields,Education,Teacher education,,,3,97,8,88,9,1,5,21,49,2,0,1
1746,r206,All fields -> Education -> Teaching fields ,All fields,Education,Teaching fields ,,,3,963,155,788,49,1,51,62,594,20,6,5
1746,r207,All fields -> Education -> Teaching fields  -> Health education,All fields,Education,Teaching fields ,Health education,,4,62,7,51,5,0,5,4,33,3,0,1
1746,r208,All fields -> Education -> Teaching fields  -> Literacy and reading education,All fields,Education,Teaching fields ,Literacy and reading education,,4,119,13,104,3,0,3,10,84,3,0,1
1746,r209,All fields -> Education -> Teaching fields  -> Mathematics education,All fields,Education,Teaching fields ,Mathematics education,,4,148,25,122,10,0,7,7,94,2,2,0
1746,r210,All fields -> Education -> Teaching fields  -> Music education,All fields,Education,Teaching fields ,Music education,,4,82,4,78,0,0,6,3,63,4,1,1
1746,r211,All fields -> Education -> Teaching fields  -> Science education,All fields,Education,Teaching fields ,Science education,,4,140,14,124,2,1,14,11,90,5,1,0
1746,r212,"All fields -> Education -> Teaching fields  -> Teaching fields, aggregated",All fields,Education,Teaching fields ,"Teaching fields, aggregated",,4,412,92,309,29,0,16,27,230,3,2,2
1746,r213,All fields -> Education -> Other education ,All fields,Education,Other education ,,,3,369,30,313,34,5,15,41,200,12,1,5
1746,r214,All fields -> Education -> Other education  -> Workforce education and development,All fields,Education,Other education ,Workforce education and development,,4,37,8,29,0,0,1,7,21,0,0,0
1746,r215,"All fields -> Education -> Other education  -> Education, general",All fields,Education,Other education ,"Education, general",,4,170,10,145,16,4,5,12,97,5,1,5
1746,r216,"All fields -> Education -> Other education  -> Education, other",All fields,Education,Other education ,"Education, other",,4,162,12,139,18,1,9,22,82,7,0,0
1746,r217,All fields -> Humanities and arts,All fields,Humanities and arts,,,,2,5145,738,4150,348,12,203,205,3167,112,29,74
1746,r218,All fields -> Humanities and arts -> Foreign languages and literature,All fields,Humanities and arts,Foreign languages and literature,,,3,617,180,406,106,0,17,9,257,8,5,4
1746,r219,All fields -> Humanities and arts -> Foreign languages and literature -> French,All fields,Humanities and arts,Foreign languages and literature,French,,4,100,20,75,5,0,2,4,58,2,1,3
1746,r220,All fields -> Humanities and arts -> Foreign languages and literature -> Germanic language and literature,All fields,Humanities and arts,Foreign languages and literature,Germanic language and literature,,4,62,16,43,2,0,0,1,39,1,0,0
1746,r221,All fields -> Humanities and arts -> Foreign languages and literature -> Spanish language and literature,All fields,Humanities and arts,Foreign languages and literature,Spanish language and literature,,4,207,57,145,69,0,1,3,68,3,0,1
1746,r222,"All fields -> Humanities and arts -> Foreign languages and literature -> Other languages, aggregated",All fields,Humanities and arts,Foreign languages and literature,"Other languages, aggregated",,4,248,87,143,30,0,14,1,92,2,4,0
1746,r223,All fields -> Humanities and arts -> History,All fields,Humanities and arts,History,,,3,948,112,800,67,2,27,48,623,18,6,9
1746,r224,"All fields -> Humanities and arts -> History -> American history, United States and Canada",All fields,Humanities and arts,History,"American history, United States and Canada",,4,389,14,371,23,1,5,28,301,10,2,1
1746,r225,All fields -> Humanities and arts -> History -> Asian history,All fields,Humanities and arts,History,Asian history,,4,73,31,41,1,0,11,0,29,0,0,0
1746,r226,All fields -> Humanities and arts -> History -> European history,All fields,Humanities and arts,History,European history,,4,172,15,157,9,0,2,1,142,3,0,0
1746,r227,All fields -> Humanities and arts -> History -> Latin American history,All fields,Humanities and arts,History,Latin American history,,4,55,12,43,17,0,1,0,25,0,0,0
1746,r228,"All fields -> Humanities and arts -> History -> Middle, Near East history",All fields,Humanities and arts,History,"Middle, Near East history",,4,44,13,30,2,1,2,0,23,2,0,0
1746,r229,"All fields -> Humanities and arts -> History -> History, general",All fields,Humanities and arts,History,"History, general",,4,107,10,69,4,0,4,6,47,1,0,7
1746,r230,"All fields -> Humanities and arts -> History -> History, aggregated",All fields,Humanities and arts,History,"History, aggregated",,4,108,17,89,11,0,2,13,56,2,4,1
1746,r231,All fields -> Humanities and arts -> Letters,All fields,Humanities and arts,Letters,,,3,1442,139,1235,74,3,63,43,978,42,8,24
1746,r232,"All fields -> Humanities and arts -> Letters -> American literature, United States and Canada",All fields,Humanities and arts,Letters,"American literature, United States and Canada",,4,273,18,254,15,1,10,8,207,9,3,1
1746,r233,All fields -> Humanities and arts -> Letters -> Classics,All fields,Humanities and arts,Letters,Classics,,4,94,12,80,4,0,5,2,67,1,0,1
1746,r234,All fields -> Humanities and arts -> Letters -> Comparative literature,All fields,Humanities and arts,Letters,Comparative literature,,4,172,50,110,11,0,10,3,78,4,0,4
1746,r235,All fields -> Humanities and arts -> Letters -> English language,All fields,Humanities and arts,Letters,English language,,4,121,11,76,2,1,4,5,55,0,2,7
1746,r236,"All fields -> Humanities and arts -> Letters -> English literature, British and Commonwealth",All fields,Humanities and arts,Letters,"English literature, British and Commonwealth",,4,383,30,345,13,0,25,6,285,12,1,3
1746,r237,All fields -> Humanities and arts -> Letters -> Rhetoric and composition,All fields,Humanities and arts,Letters,Rhetoric and composition,,4,241,10,224,19,1,4,12,174,11,1,2
1746,r238,All fields -> Humanities and arts -> Letters -> Speech and rhetorical studies,All fields,Humanities and arts,Letters,Speech and rhetorical studies,,4,42,2,39,1,0,1,1,28,2,0,6
1746,r239,"All fields -> Humanities and arts -> Letters -> Letters, aggregated",All fields,Humanities and arts,Letters,"Letters, aggregated",,4,116,6,107,9,0,4,6,84,3,1,0
1746,r240,All fields -> Humanities and arts -> Other humanities and arts,All fields,Humanities and arts,Other humanities and arts,,,3,2138,307,1709,101,7,96,105,1309,44,10,37
1746,r241,"All fields -> Humanities and arts -> Other humanities and arts -> African American studies, literature, and history",All fields,Humanities and arts,Other humanities and arts,"African American studies, literature, and history",,4,52,3,48,2,0,5,30,10,1,0,0
1746,r242,All fields -> Humanities and arts -> Other humanities and arts -> Archaeology (humanities),All fields,Humanities and arts,Other humanities and arts,Archaeology (humanities),,4,54,10,43,3,0,2,1,36,1,0,0
1746,r243,"All fields -> Humanities and arts -> Other humanities and arts -> Art history, criticism, and conservation",All fields,Humanities and arts,Other humanities and arts,"Art history, criticism, and conservation",,4,220,26,183,10,2,14,8,144,3,1,1
1746,r244,"All fields -> Humanities and arts -> Other humanities and arts -> Dance, drama",All fields,Humanities and arts,Other humanities and arts,"Dance, drama",,4,113,12,91,6,1,3,7,70,2,1,1
1746,r245,"All fields -> Humanities and arts -> Other humanities and arts -> Film, cinema, video studies",All fields,Humanities and arts,Other humanities and arts,"Film, cinema, video studies",,4,90,15,74,6,1,7,1,52,5,2,0
1746,r246,All fields -> Humanities and arts -> Other humanities and arts -> Music,All fields,Humanities and arts,Other humanities and arts,Music,,4,55,11,33,1,0,3,1,17,0,1,10
1746,r247,All fields -> Humanities and arts -> Other humanities and arts -> Musicology and ethnomusicology,All fields,Humanities and arts,Other humanities and arts,Musicology and ethnomusicology,,4,131,19,111,8,0,3,3,93,3,0,1
1746,r248,All fields -> Humanities and arts -> Other humanities and arts -> Music performance,All fields,Humanities and arts,Other humanities and arts,Music performance,,4,88,16,63,5,1,10,0,47,0,0,0
1746,r249,All fields -> Humanities and arts -> Other humanities and arts -> Music theory and composition,All fields,Humanities and arts,Other humanities and arts,Music theory and composition,,4,85,17,66,5,0,1,3,54,3,0,0
1746,r250,"All fields -> Humanities and arts -> Other humanities and arts -> Philosophy, ethics",All fields,Humanities and arts,Other humanities and arts,"Philosophy, ethics",,4,514,92,399,18,0,13,10,336,9,3,10
1746,r251,"All fields -> Humanities and arts -> Other humanities and arts -> Religion/religious studies, Jewish/Judaic studies",All fields,Humanities and arts,Other humanities and arts,"Religion/religious studies, Jewish/Judaic studies",,4,281,22,241,10,1,15,22,177,9,2,5
1746,r252,"All fields -> Humanities and arts -> Other humanities and arts -> Theology, religious education",All fields,Humanities and arts,Other humanities and arts,"Theology, religious education",,4,196,25,163,16,1,6,11,123,3,0,3
1746,r253,"All fields -> Humanities and arts -> Other humanities and arts -> Other humanities, aggregated",All fields,Humanities and arts,Other humanities and arts,"Other humanities, aggregated",,4,259,39,194,11,0,14,8,150,5,0,6
1746,r254,All fields -> Other<sup>b</sup>,All fields,Other<sup>b</sup>,,,,2,2989,1030,1748,81,4,162,222,1172,47,27,33
1746,r255,All fields -> Other<sup>b</sup> -> Business management and administration,All fields,Other<sup>b</sup>,Business management and administration,,,3,1481,644,744,31,1,102,109,456,16,13,16
1746,r256,All fields -> Other<sup>b</sup> -> Business management and administration -> Accounting,All fields,Other<sup>b</sup>,Business management and administration,Accounting,,4,162,52,105,2,1,17,5,75,3,1,1
1746,r257,All fields -> Other<sup>b</sup> -> Business management and administration -> Business administration and management,All fields,Other<sup>b</sup>,Business management and administration,Business administration and management,,4,260,114,127,4,0,14,16,82,3,3,5
1746,r258,All fields -> Other<sup>b</sup> -> Business management and administration -> Finance,All fields,Other<sup>b</sup>,Business management and administration,Finance,,4,193,107,75,5,0,11,5,51,0,3,0
1746,r259,"All fields -> Other<sup>b</sup> -> Business management and administration -> Human resources, organizational behavior",All fields,Other<sup>b</sup>,Business management and administration,"Human resources, organizational behavior",,4,243,46,175,6,0,8,41,110,5,2,3
1746,r260,"All fields -> Other<sup>b</sup> -> Business management and administration -> Management information systems, business statistics",All fields,Other<sup>b</sup>,Business management and administration,"Management information systems, business statistics",,4,110,65,41,1,0,12,11,15,0,2,0
1746,r261,All fields -> Other<sup>b</sup> -> Business management and administration -> Marketing management and research,All fields,Other<sup>b</sup>,Business management and administration,Marketing management and research,,4,141,77,59,3,0,16,2,34,2,1,1
1746,r262,All fields -> Other<sup>b</sup> -> Business management and administration -> Other aggregated business fields,All fields,Other<sup>b</sup>,Business management and administration,Other aggregated business fields,,4,372,183,162,10,0,24,29,89,3,1,6
1746,r263,All fields -> Other<sup>b</sup> -> Communication,All fields,Other<sup>b</sup>,Communication,,,3,631,165,435,12,1,32,30,333,12,7,8
1746,r264,All fields -> Other<sup>b</sup> -> Communication -> Communication research,All fields,Other<sup>b</sup>,Communication,Communication research,,4,143,36,100,3,0,8,10,75,4,0,0
1746,r265,"All fields -> Other<sup>b</sup> -> Communication -> Mass communication, media studies",All fields,Other<sup>b</sup>,Communication,"Mass communication, media studies",,4,228,84,136,3,0,11,7,105,6,2,2
1746,r266,"All fields -> Other<sup>b</sup> -> Communication -> Communication, general",All fields,Other<sup>b</sup>,Communication,"Communication, general",,4,155,28,117,2,0,11,4,91,1,3,5
1746,r267,"All fields -> Other<sup>b</sup> -> Communication -> Communication, aggregated",All fields,Other<sup>b</sup>,Communication,"Communication, aggregated",,4,105,17,82,4,1,2,9,62,1,2,1
1746,r268,All fields -> Other<sup>b</sup> -> Non-S&E fields nec,All fields,Other<sup>b</sup>,Non-S&E fields nec,,,3,877,221,569,38,2,28,83,383,19,7,9
1746,r269,All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Architecture and environmental design,All fields,Other<sup>b</sup>,Non-S&E fields nec,Architecture and environmental design,,4,105,56,46,2,0,2,1,38,2,1,0
1746,r270,"All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Family, consumer sciences and human sciences",All fields,Other<sup>b</sup>,Non-S&E fields nec,"Family, consumer sciences and human sciences",,4,64,20,40,3,0,4,9,23,0,1,0
1746,r271,"All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Parks, sports, recreation, leisure and fitness",All fields,Other<sup>b</sup>,Non-S&E fields nec,"Parks, sports, recreation, leisure and fitness",,4,53,14,36,1,0,0,4,29,1,0,1
1746,r272,All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Public administration,All fields,Other<sup>b</sup>,Non-S&E fields nec,Public administration,,4,139,30,103,7,1,2,27,61,5,0,0
1746,r273,All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Social work,All fields,Other<sup>b</sup>,Non-S&E fields nec,Social work,,4,358,54,275,22,1,16,32,185,10,3,6
