table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_companies_in_the_united_states,field_companies_outside_the_united_states_company_s_parent,field_companies_outside_the_united_states_unaffiliated_companies,field_u_s_federal_government_agencies,field_u_s_state_government_agencies,field_foreign_government_agencies,field_u_s_universities_colleges_and_academic_researchers,field_foreign_universities_colleges_and_academic_researchers,field_all_other_in_the_united_states,field_all_other_outside_the_united_states
2066,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['181', '  ']","['6', '  ']","['129 - 169', '  ']","['0 - 39', '  ']","['6', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']","['0', '  ']"
2066,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['16', '  ']","['2', '  ']","['13', '  ']","['*', 'i ']","['*', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']"
2066,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals ",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals ",,4,3253,"['284 - 383', '  ']","['0 - 5', 'i ']","['231 - 383', '  ']","['0 - 39', 'i ']","['0 - 14', '  ']","['*', 'i ']","['0', '  ']","['*', 'i ']","['0', '  ']","['0 - 4', 'i ']","['0 - 4', 'i ']"
2066,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['10,973', '  ']","['2,685', '  ']","['6,465', '  ']","['1,554', '  ']","['186', '  ']","['0 - 25', '  ']","['0 - 4', '  ']","['3', '  ']","['0 - 23', '  ']","['0 - 25', '  ']","['31 - 60', '  ']"
2066,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['118 - 213', '  ']","['1', 'i ']","['111 - 212', '  ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['0', '  ']","['*', 'i ']","['0', '  ']","['*', 'i ']","['0 - 4', 'i ']"
2066,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['23', '  ']","['0 - 5', '  ']","['0 - 24', '  ']","['*', 'i ']","['0 - 14', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 4', '  ']","['0', '  ']"
2066,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['117', '  ']","['102', '  ']","['11', '  ']","['*', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['3', '  ']","['0', '  ']"
2066,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['30', 'i ']","['15', 'i ']","['0 - 14', '  ']","['0 - 14', 'i ']","['2', 'i ']","['0 - 14', 'i ']","['0', '  ']","['*', 'i ']","['0', '  ']","['*', 'i ']","['0 - 14', 'i ']"
2066,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['8', '  ']","['0 - 4', 'i ']","['0 - 2', 'i ']","['*', 'i ']","['5', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0 - 2', '  ']","['0 - 4', 'i ']","['0 - 2', 'i ']"
2066,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['107', '  ']","['37', 'i ']","['4', '  ']","['*', 'i ']","['59', 'i ']","['0', '  ']","['0', '  ']","['0 - 9', 'i ']","['0', '  ']","['0 - 9', 'i ']","['*', 'i ']"
2066,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['940', '  ']","['130', 'i ']","['621', '  ']","['19', 'i ']","['170', '  ']","['1', 'i ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']"
2066,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement ,All industries,Manufacturing industries,Machinery,Agricultural implement ,,4,33311,"['59', 'i ']","['*', 'i ']","['50', 'i ']","['6', 'i ']","['3', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2066,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery ,All industries,Manufacturing industries,Machinery,Semiconductor machinery ,,4,333242,"['465', '  ']","['4', 'i ']","['449', '  ']","['5', 'i ']","['7', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2066,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment ",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment ",,4,3336,"['159', '  ']","['0 - 76', '  ']","['9', '  ']","['*', 'i ']","['75 - 151', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2066,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery ,All industries,Manufacturing industries,Machinery,Other machinery ,,4,other 333,"['257', '  ']","['49 - 127', 'i ']","['113', '  ']","['8', '  ']","['7 - 86', 'i ']","['1', 'i ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']"
2066,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['8,633', '  ']","['1,043 - 1,358', '  ']","['2,889', '  ']","['326 - 352', '  ']","['3,937', '  ']","['0 - 27', '  ']","['0 - 4', '  ']","['0 - 48', 'i ']","['0 - 23', 'i ']","['7 - 290', '  ']","['39 - 94', '  ']"
2066,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['1,715', 'i ']","['0 - 283', 'i ']","['628', '  ']","['0 - 30', '  ']","['805', 'i ']","['0', '  ']","['0 - 4', '  ']","['0', '  ']","['0', '  ']","['0 - 283', 'i ']","['*', 'i ']"
2066,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['2,289', '  ']","['218', '  ']","['1,754', '  ']","['214', '  ']","['80', '  ']","['*', '  ']","['0', '  ']","['*', '  ']","['0 - 23', 'i ']","['1', '  ']","['0 - 24', '  ']"
2066,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['4,420', '  ']","['826', '  ']","['418', '  ']","['109', '  ']","['2,963', '  ']","['0 - 27', '  ']","['0', '  ']","['0 - 48', 'i ']","['*', '  ']","['6 - 91', '  ']","['14 - 79', '  ']"
2066,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus ",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus ",5,"334510, 334517","['150', '  ']","['18', '  ']","['92', '  ']","['6', '  ']","['27', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['7', '  ']","['0', '  ']"
2066,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument ",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument ",5,334511,"['4,083', '  ']","['697 - 809', '  ']","['193 - 327', '  ']","['0 - 104', '  ']","['2,880', '  ']","['0 - 27', '  ']","['0', '  ']","['0 - 48', 'i ']","['*', '  ']","['0 - 84', '  ']","['14 - 79', '  ']"
2066,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device ",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device ,5,other 3345,"['187', '  ']","['0 - 110', '  ']","['0 - 132', '  ']","['0 - 104', '  ']","['56', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2066,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['209', '  ']","['0 - 32', '  ']","['89', '  ']","['0 - 30', '  ']","['89', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', '  ']","['0', '  ']"
2066,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['181', '  ']","['65', '  ']","['77', '  ']","['*', 'i ']","['38', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', 'i ']","['0', '  ']"
2066,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['18,663', 'i ']","['1,701 - 2,013', 'i ']","['2,073', '  ']","['146', '  ']","['14,433', 'i ']","['0 - 27', '  ']","['0 - 4', 'i ']","['0 - 48', '  ']","['0', '  ']","['0 - 283', 'i ']","['0 - 55', 'i ']"
2066,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['2,745', '  ']","['0 - 804', '  ']","['0 - 2,074', '  ']","['0 - 147', '  ']","['0 - 2,745', '  ']","['0 - 27', '  ']","['0 - 4', '  ']","['0', '  ']","['0', '  ']","['0 - 283', '  ']","['0 - 55', '  ']"
2066,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['14,480', 'i ']","['1,209', 'i ']","['0 - 2,012', '  ']","['0 - 147', '  ']","['11,259 - 13,070', 'i ']","['0', '  ']","['0 - 4', 'i ']","['0 - 48', '  ']","['0', '  ']","['0 - 283', 'i ']","['0 - 55', 'i ']"
2066,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts ",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts ",5,336411–13,"['13,103', 'i ']","['1,185 - 1,210', 'i ']","['0 - 2,012', '  ']","['0 - 147', '  ']","['9,905 - 11,715', 'i ']","['0', '  ']","['0 - 4', 'i ']","['0 - 48', '  ']","['0', '  ']","['0 - 283', 'i ']","['0 - 55', 'i ']"
2066,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts ",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts ",5,"336414–15, 336419","['1,377', '  ']","['0 - 23', '  ']","['0', '  ']","['*', '  ']","['1,355', '  ']","['0', '  ']","['0', '  ']","['0 - 23', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2066,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component ",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component ",,4,336992,"['5', '  ']","['0 - 4', '  ']","['0', '  ']","['0', '  ']","['2', '  ']","['0 - 4', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2066,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['1,433', '  ']","['0 - 804', '  ']","['0 - 1,434', '  ']","['0 - 147', 'i ']","['0 - 1,434', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2066,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['3', '  ']","['2', '  ']","['*', '  ']","['*', 'i ']","['1', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']"
2066,r043,All industries -> Manufacturing industries -> Miscellaneous ,All industries,Manufacturing industries,Miscellaneous ,,,3,339,"['285', '  ']","['63 - 103', '  ']","['138 - 169', '  ']","['9', '  ']","['27 - 42', '  ']","['0 - 27', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']","['0', '  ']"
2066,r044,All industries -> Manufacturing industries -> Miscellaneous  -> Medical equipment and supplies ,All industries,Manufacturing industries,Miscellaneous ,Medical equipment and supplies ,,4,3391,"['240', '  ']","['64', '  ']","['132', '  ']","['8', '  ']","['7 - 38', '  ']","['0 - 27', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']","['0', '  ']"
2066,r045,All industries -> Manufacturing industries -> Miscellaneous  -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous ,Other miscellaneous manufacturing,,4,3399,"['44', '  ']","['0 - 38', '  ']","['6 - 37', '  ']","['1', 'i ']","['0 - 35', '  ']","['*', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2066,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['19,993', '  ']","['11,265', 'i ']","['2,111', '  ']","['859', '  ']","['5,388', '  ']","['95', '  ']","['4', '  ']","['19', '  ']","['2', '  ']","['228', '  ']","['21', 'i ']"
2066,r047,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['309', '  ']","['89', '  ']","['6', '  ']","['213', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2066,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['36', 'i ']","['4', '  ']","['4', '  ']","['0', '  ']","['27', 'i ']","['*', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', '  ']","['*', '  ']"
2066,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['31', '  ']","['8', 'i ']","['22', 'i ']","['1', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']","['0', '  ']"
2066,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2066,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['31', '  ']","['30', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2066,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['1,354', '  ']","['117', '  ']","['1,047', '  ']","['91', '  ']","['98', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', '  ']"
2066,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['1,062', '  ']","['66', '  ']","['843', '  ']","['90', '  ']","['62', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', '  ']"
2066,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2066,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['1,062', '  ']","['66', '  ']","['843', '  ']","['90', '  ']","['62', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', '  ']"
2066,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['40 - 163', '  ']","['0 - 17', '  ']","['21 - 158', '  ']","['0', '  ']","['0 - 3', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2066,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['119', '  ']","['36', '  ']","['48', '  ']","['*', '  ']","['35', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2066,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['11 - 134', '  ']","['0 - 17', '  ']","['0 - 134', '  ']","['*', 'i ']","['0 - 3', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']"
2066,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['51', '  ']","['*', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['51', '  ']","['0', '  ']"
2066,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['10', '  ']","['0', '  ']","['10', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2066,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2066,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['10', '  ']","['0', '  ']","['10', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2066,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['17,951', '  ']","['10,874', 'i ']","['1,001', '  ']","['529', '  ']","['5,256', '  ']","['73', '  ']","['4', '  ']","['18', '  ']","['2', '  ']","['174', '  ']","['20', 'i ']"
2066,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['1,147', '  ']","['269', '  ']","['45', '  ']","['12', '  ']","['788', '  ']","['13', '  ']","['*', '  ']","['1', '  ']","['0', '  ']","['20', '  ']","['0', '  ']"
2066,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['1,658', '  ']","['339', '  ']","['177', '  ']","['24', '  ']","['995', '  ']","['27', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['94', '  ']","['0', '  ']"
2066,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['14,504', '  ']","['10,024', 'i ']","['685', '  ']","['475', 'i ']","['3,200', '  ']","['31', '  ']","['3', '  ']","['16', '  ']","['2', '  ']","['50', '  ']","['16', 'i ']"
2066,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['3,653', '  ']","['3,216', '  ']","['104', '  ']","['210', '  ']","['113', '  ']","['5', 'i ']","['2', '  ']","['1', 'i ']","['0', '  ']","['1', 'i ']","['1', '  ']"
2066,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,"['9,978', '  ']","['6,800', 'i ']","['582', '  ']","['266', 'i ']","['2,258', '  ']","['13', '  ']","['1', '  ']","['14', '  ']","['2', '  ']","['28', '  ']","['15', 'i ']"
2066,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,"['873', '  ']","['8', '  ']","['0', '  ']","['0', '  ']","['830', '  ']","['13', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['22', '  ']","['0', '  ']"
2066,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['641', '  ']","['242', '  ']","['93', '  ']","['17', '  ']","['272', '  ']","['3', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['9', '  ']","['3', '  ']"
2066,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['144', '  ']","['126', 'i ']","['0', '  ']","['10', 'i ']","['5', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['3', 'i ']","['0', '  ']"
2066,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['76', '  ']","['16', '  ']","['22', '  ']","['15', '  ']","['2', '  ']","['20', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['*', 'i ']","['0', '  ']"
2066,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['61,065', '  ']","['17,494', '  ']","['15,426', '  ']","['2,978', '  ']","['24,277', 'i ']","['121', '  ']","['7', '  ']","['70', 'i ']","['24', 'i ']","['521', 'i ']","['147', '  ']"
2066,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
