table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_level_4,_b_field_b_hierarchy_depth,field_all_federal_r_d_expenditures,field_dod,field_doe,field_hhs,field_nasa,field_nsf,field_usda,field_othera
10106,r017,All R&D fields -> Science -> Physical sciences -> Astronomy and astrophysics,All R&D fields,Science,Physical sciences,Astronomy and astrophysics,4,581652,20525,15965,4109,411440,125536,85,3992
10106,r018,All R&D fields -> Science -> Physical sciences -> Chemistry,All R&D fields,Science,Physical sciences,Chemistry,4,1322328,140461,179357,577302,19043,379718,3604,22843
10106,r019,All R&D fields -> Science -> Physical sciences -> Materials science,All R&D fields,Science,Physical sciences,Materials science,4,195404,74913,39015,12198,2774,57255,1870,7379
10106,r020,All R&D fields -> Science -> Physical sciences -> Physics,All R&D fields,Science,Physical sciences,Physics,4,1941833,416045,632939,66674,221662,554042,1234,49237
10106,r021,All R&D fields -> Science -> Physical sciences -> Physical sciences nec,All R&D fields,Science,Physical sciences,Physical sciences nec,4,171188,37052,29687,18403,18340,48090,3450,16166
10106,r022,All R&D fields -> Science -> Psychology,All R&D fields,Science,Psychology,,3,875330,58674,705,644047,16575,81415,2508,71406
10106,r023,All R&D fields -> Science -> Social sciences,All R&D fields,Science,Social sciences,,3,1075470,82686,14712,461238,15289,161171,73069,267305
10106,r024,All R&D fields -> Science -> Social sciences -> Anthropology,All R&D fields,Science,Social sciences,Anthropology,4,40119,4662,1174,3793,155,19038,1455,9842
10106,r025,All R&D fields -> Science -> Social sciences -> Economics,All R&D fields,Science,Social sciences,Economics,4,194381,7532,7673,56451,207,27780,52137,42601
10106,r026,All R&D fields -> Science -> Social sciences -> Political science and government,All R&D fields,Science,Social sciences,Political science and government,4,95363,15601,2027,21043,325,21143,1027,34197
10106,r027,"All R&D fields -> Science -> Social sciences -> Sociology, demography, and population studies",All R&D fields,Science,Social sciences,"Sociology, demography, and population studies",4,272683,15063,180,152863,535,35695,7302,61045
10106,r028,All R&D fields -> Science -> Social sciences -> Social sciences nec,All R&D fields,Science,Social sciences,Social sciences nec,4,472924,39828,3658,227088,14067,57515,11148,119620
10106,r029,All R&D fields -> Science -> Sciences nec,All R&D fields,Science,Sciences nec,,3,463625,111293,30488,127119,5005,136900,7824,44996
10106,r030,All R&D fields -> Engineering,All R&D fields,Engineering,,,2,9694378,4116469,1074222,1191971,660630,1523416,87560,1040110
10106,r031,"All R&D fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All R&D fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,1246002,773665,26489,5555,242020,44609,514,153150
10106,r032,All R&D fields -> Engineering -> Bioengineering and biomedical engineering,All R&D fields,Engineering,Bioengineering and biomedical engineering,,3,1100258,167990,23283,725852,11752,110187,22919,38275
10106,r033,All R&D fields -> Engineering -> Chemical engineering,All R&D fields,Engineering,Chemical engineering,,3,646644,116252,183834,98261,12884,168647,8292,58474
10106,r034,All R&D fields -> Engineering -> Civil engineering,All R&D fields,Engineering,Civil engineering,,3,784286,105555,106673,43260,19105,172993,13041,323659
10106,r035,"All R&D fields -> Engineering -> Electrical, electronic, and communications engineering",All R&D fields,Engineering,"Electrical, electronic, and communications engineering",,3,2484203,1428526,181846,106018,153971,463298,5840,144704
10106,r036,All R&D fields -> Engineering -> Industrial and manufacturing engineering,All R&D fields,Engineering,Industrial and manufacturing engineering,,3,434246,278026,23305,10205,28632,46025,1826,46227
10106,r037,All R&D fields -> Engineering -> Mechanical engineering,All R&D fields,Engineering,Mechanical engineering,,3,1409792,660149,185887,92246,116094,241401,7544,106471
10106,r038,All R&D fields -> Engineering -> Metallurgical and materials engineering,All R&D fields,Engineering,Metallurgical and materials engineering,,3,589129,280933,133194,25815,16763,105492,1118,25814
10106,r039,All R&D fields -> Engineering -> Engineering nec,All R&D fields,Engineering,Engineering nec,,3,999818,305373,209711,84759,59409,170764,26466,143336
10106,r040,All R&D fields -> Non-S&E,All R&D fields,Non-S&E,,,2,1490752,76499,8533,375161,10681,337656,49086,633136
10106,r041,All R&D fields -> Non-S&E -> Business management and business administration,All R&D fields,Non-S&E,Business management and business administration,,3,97962,13722,1668,8763,200,18032,6153,49424
10106,r042,All R&D fields -> Non-S&E -> Communication and communications technologies,All R&D fields,Non-S&E,Communication and communications technologies,,3,42707,4649,1111,15329,681,11924,525,8488
10106,r043,All R&D fields -> Non-S&E -> Education,All R&D fields,Non-S&E,Education,,3,783518,16679,1356,104154,7222,236173,9080,408854
10106,r044,All R&D fields -> Non-S&E -> Humanities,All R&D fields,Non-S&E,Humanities,,3,68956,6491,665,16792,23,13092,297,31596
10106,r045,All R&D fields -> Non-S&E -> Law,All R&D fields,Non-S&E,Law,,3,32391,240,109,7471,1,2310,495,21765
10106,r046,All R&D fields -> Non-S&E -> Social work,All R&D fields,Non-S&E,Social work,,3,181943,1029,3,165978,3,1311,931,12688
10106,r047,All R&D fields -> Non-S&E -> Visual and performing arts,All R&D fields,Non-S&E,Visual and performing arts,,3,21188,958,106,4921,242,3770,476,10715
10106,r048,All R&D fields -> Non-S&E -> Non-S&E nec,All R&D fields,Non-S&E,Non-S&E nec,,3,262087,32731,3515,51753,2309,51044,31129,89606
