table_id,row_id,ethnicity_race_and_citizenship_status_full_path,ethnicity_race_and_citizenship_status_level_1,ethnicity_race_and_citizenship_status_level_2,ethnicity_race_and_citizenship_status_level_3,ethnicity_race_and_citizenship_status_level_4,ethnicity_race_and_citizenship_status_hierarchy_depth,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017
966,r013,All doctorate recipients -> Not Hispanic or Latino -> American Indian or Alaska Native -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,American Indian or Alaska Native,Unknown citizenship,4,,,0,,,,,,,
966,r014,All doctorate recipients -> Not Hispanic or Latino -> Asian,All doctorate recipients,Not Hispanic or Latino,Asian,,3,4795,4741,4662,4904,5117,5392,5465,5598,5521,5605
966,r015,All doctorate recipients -> Not Hispanic or Latino -> Asian -> U.S. citizen or permanent resident,All doctorate recipients,Not Hispanic or Latino,Asian,U.S. citizen or permanent resident,4,1379,1449,1518,1569,1631,1628,1638,1713,1652,1847
966,r016,All doctorate recipients -> Not Hispanic or Latino -> Asian -> Temporary visa holder,All doctorate recipients,Not Hispanic or Latino,Asian,Temporary visa holder,4,3412,3283,3135,3320,3481,3753,3820,3874,3857,3744
966,r017,All doctorate recipients -> Not Hispanic or Latino -> Asian -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,Asian,Unknown citizenship,4,4,9,9,15,5,11,7,11,12,14
966,r018,All doctorate recipients -> Not Hispanic or Latino -> Black or African American,All doctorate recipients,Not Hispanic or Latino,Black or African American,,3,1396,1552,1403,1396,1481,1554,1503,1660,1662,1756
966,r019,All doctorate recipients -> Not Hispanic or Latino -> Black or African American -> U.S. citizen or permanent resident,All doctorate recipients,Not Hispanic or Latino,Black or African American,U.S. citizen or permanent resident,4,1249,1378,1242,1233,1314,1371,1351,1468,1496,1559
966,r020,All doctorate recipients -> Not Hispanic or Latino -> Black or African American -> Temporary visa holder,All doctorate recipients,Not Hispanic or Latino,Black or African American,Temporary visa holder,4,144,162,152,156,166,182,148,187,161,183
966,r021,All doctorate recipients -> Not Hispanic or Latino -> Black or African American -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,Black or African American,Unknown citizenship,4,3,12,9,7,1,1,4,5,5,14
966,r022,All doctorate recipients -> Not Hispanic or Latino -> White,All doctorate recipients,Not Hispanic or Latino,White,,3,12704,13058,12525,12572,12941,13264,13324,13523,13623,13413
966,r023,All doctorate recipients -> Not Hispanic or Latino -> White -> U.S. citizen or permanent resident,All doctorate recipients,Not Hispanic or Latino,White,U.S. citizen or permanent resident,4,11538,11954,11496,11541,11842,12168,12240,12401,12482,12192
966,r024,All doctorate recipients -> Not Hispanic or Latino -> White -> Temporary visa holder,All doctorate recipients,Not Hispanic or Latino,White,Temporary visa holder,4,1156,1072,1001,1003,1072,1065,1065,1079,1120,1183
966,r025,All doctorate recipients -> Not Hispanic or Latino -> White -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,White,Unknown citizenship,4,10,32,28,28,27,31,19,43,21,38
966,r026,All doctorate recipients -> Not Hispanic or Latino -> More than one race,All doctorate recipients,Not Hispanic or Latino,More than one race,,3,298,370,418,399,484,497,488,535,605,594
966,r027,All doctorate recipients -> Not Hispanic or Latino -> More than one race -> U.S. citizen or permanent resident,All doctorate recipients,Not Hispanic or Latino,More than one race,U.S. citizen or permanent resident,4,279,346,391,376,460,470,468,509,578,553
966,r028,All doctorate recipients -> Not Hispanic or Latino -> More than one race -> Temporary visa holder,All doctorate recipients,Not Hispanic or Latino,More than one race,Temporary visa holder,4,19,24,26,23,24,27,20,25,27,
966,r029,All doctorate recipients -> Not Hispanic or Latino -> More than one race -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,More than one race,Unknown citizenship,4,0,0,1,0,0,0,0,1,0,
966,r030,All doctorate recipients -> Not Hispanic or Latino -> Other race or race not reported,All doctorate recipients,Not Hispanic or Latino,Other race or race not reported,,3,222,238,205,191,202,204,162,167,193,321
966,r031,All doctorate recipients -> Not Hispanic or Latino -> Other race or race not reported -> U.S. citizen or permanent resident,All doctorate recipients,Not Hispanic or Latino,Other race or race not reported,U.S. citizen or permanent resident,4,152,160,133,112,145,131,110,97,124,201
966,r032,All doctorate recipients -> Not Hispanic or Latino -> Other race or race not reported -> Temporary visa holder,All doctorate recipients,Not Hispanic or Latino,Other race or race not reported,Temporary visa holder,4,,,66,,,,,,,88
966,r033,All doctorate recipients -> Not Hispanic or Latino -> Other race or race not reported -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,Other race or race not reported,Unknown citizenship,4,,,6,,,,,,,32
966,r034,All doctorate recipients -> Not Hispanic or Latino -> Ethnicity not reported,All doctorate recipients,Not Hispanic or Latino,Ethnicity not reported,,3,1655,1785,1891,1738,1722,1841,2259,2131,1771,1980
966,r035,All doctorate recipients -> Not Hispanic or Latino -> Ethnicity not reported -> U.S. citizen or permanent resident,All doctorate recipients,Not Hispanic or Latino,Ethnicity not reported,U.S. citizen or permanent resident,4,381,428,461,325,258,354,292,267,345,403
966,r036,All doctorate recipients -> Not Hispanic or Latino -> Ethnicity not reported -> Temporary visa holder,All doctorate recipients,Not Hispanic or Latino,Ethnicity not reported,Temporary visa holder,4,150,221,196,150,111,175,172,183,204,99
966,r037,All doctorate recipients -> Not Hispanic or Latino -> Ethnicity not reported -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,Ethnicity not reported,Unknown citizenship,4,1124,1136,1234,1263,1353,1312,1795,1681,1222,1478
