table_id,row_id,sex_occupation_and_age_years_full_path,sex_occupation_and_age_years_level_1,sex_occupation_and_age_years_level_2,sex_occupation_and_age_years_level_3,sex_occupation_and_age_years_level_4,sex_occupation_and_age_years_level_5,sex_occupation_and_age_years_level_6,sex_occupation_and_age_years_level_7,sex_occupation_and_age_years_hierarchy_depth,field_total,field_hispanic_or_latinoa,field_not_hispanic_or_latino_american_indian_or_alaska_native,field_not_hispanic_or_latino_asian,field_not_hispanic_or_latino_black_or_african_american,field_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander,field_not_hispanic_or_latino_white,field_not_hispanic_or_latino_more_than_one_race
3404,r113,Both sexes -> Female -> All occupations -> S&E-related occupations<sup>c</sup>,Both sexes,Female,All occupations,S&E-related occupations<sup>c</sup>,,,,4,74000,89000,69000,85000,74000,98000,70000,69000
3404,r114,Both sexes -> Female -> All occupations -> S&E-related occupations<sup>c</sup> -> 29 and younger,Both sexes,Female,All occupations,S&E-related occupations<sup>c</sup>,29 and younger,,,5,55000,53000,S,62000,50000,,51000,54000
3404,r115,Both sexes -> Female -> All occupations -> S&E-related occupations<sup>c</sup> -> 30&#8211;39,Both sexes,Female,All occupations,S&E-related occupations<sup>c</sup>,30&#8211;39,,,5,73000,86000,54000,91000,66000,S,71000,68000
3404,r116,Both sexes -> Female -> All occupations -> S&E-related occupations<sup>c</sup> -> 40&#8211;49,Both sexes,Female,All occupations,S&E-related occupations<sup>c</sup>,40&#8211;49,,,5,82000,99000,,96000,80000,,78000,95000
3404,r117,Both sexes -> Female -> All occupations -> S&E-related occupations<sup>c</sup> -> 50&#8211;75,Both sexes,Female,All occupations,S&E-related occupations<sup>c</sup>,50&#8211;75,,,5,84000,99000,S,99000,80000,S,80000,S
3404,r118,Both sexes -> Female -> All occupations -> Non-S&E occupations<sup>d</sup>,Both sexes,Female,All occupations,Non-S&E occupations<sup>d</sup>,,,,4,60000,50000,59000,73000,53000,64000,63000,57000
3404,r119,Both sexes -> Female -> All occupations -> Non-S&E occupations<sup>d</sup> -> 29 and younger,Both sexes,Female,All occupations,Non-S&E occupations<sup>d</sup>,29 and younger,,,5,45000,42000,S,48000,38000,S,45000,48000
3404,r120,Both sexes -> Female -> All occupations -> Non-S&E occupations<sup>d</sup> -> 30&#8211;39,Both sexes,Female,All occupations,Non-S&E occupations<sup>d</sup>,30&#8211;39,,,5,62000,58000,S,77000,50000,97000,64000,54000
3404,r121,Both sexes -> Female -> All occupations -> Non-S&E occupations<sup>d</sup> -> 40&#8211;49,Both sexes,Female,All occupations,Non-S&E occupations<sup>d</sup>,40&#8211;49,,,5,72000,62000,S,90000,58000,S,76000,70000
3404,r122,Both sexes -> Female -> All occupations -> Non-S&E occupations<sup>d</sup> -> 50&#8211;75,Both sexes,Female,All occupations,Non-S&E occupations<sup>d</sup>,50&#8211;75,,,5,70000,50000,72000,70000,62000,,75000,82000
3404,r123,Both sexes -> Male&#160;,Both sexes,Male&#160;,,,,,,2,,,,,,,,
3404,r124,Both sexes -> Male&#160; -> All occupations,Both sexes,Male&#160;,All occupations,,,,,3,95000,80000,60000,105000,70000,98000,97000,82000
3404,r125,Both sexes -> Male&#160; -> All occupations -> 29 and younger,Both sexes,Male&#160;,All occupations,29 and younger,,,,4,62000,50000,S,71000,55000,S,63000,68000
3404,r126,Both sexes -> Male&#160; -> All occupations -> 30&#8211;39,Both sexes,Male&#160;,All occupations,30&#8211;39,,,,4,85000,75000,S,101000,70000,94000,85000,85000
3404,r127,Both sexes -> Male&#160; -> All occupations -> 40&#8211;49,Both sexes,Male&#160;,All occupations,40&#8211;49,,,,4,107000,97000,79000,129000,75000,98000,108000,99000
3404,r128,Both sexes -> Male&#160; -> All occupations -> 50&#8211;75,Both sexes,Male&#160;,All occupations,50&#8211;75,,,,4,110000,100000,S,119000,80000,106000,114000,84000
3404,r129,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup>,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,,,,4,100000,84000,S,108000,86000,S,100000,98000
3404,r130,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> 29 and younger,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,29 and younger,,,5,71000,62000,S,78000,66000,S,70000,75000
3404,r131,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> 30&#8211;39,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,30&#8211;39,,,5,95000,82000,S,104000,77000,S,93000,98000
3404,r132,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> 40&#8211;49,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,40&#8211;49,,,5,111000,100000,,125000,84000,,110000,99000
3404,r133,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> 50&#8211;75,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,50&#8211;75,,,5,118000,105000,,120000,102000,S,119000,131000
3404,r134,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,,,5,100000,82000,S,110000,85000,S,100000,91000
3404,r135,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> 29 and younger,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,29 and younger,,6,66000,50000,,78000,68000,,65000,81000
3404,r136,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> 30&#8211;39,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,30&#8211;39,,6,93000,78000,S,105000,77000,S,90000,90000
3404,r137,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> 40&#8211;49,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,40&#8211;49,,6,111000,96000,S,123000,84000,,110000,S
3404,r138,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> 50&#8211;75,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,50&#8211;75,,6,112000,102000,0.05,123000,100000,S,110000,139000
3404,r139,"Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> Biological, agricultural, and other life scientist",Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,"Biological, agricultural, and other life scientist",,6,65000,41000,S,65000,55000,,67000,S
3404,r140,"Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> Biological, agricultural, and other life scientist -> 29 and younger",Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,"Biological, agricultural, and other life scientist",29 and younger,7,38000,S,,30000,S,,40000,S
3404,r141,"Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> Biological, agricultural, and other life scientist -> 30&#8211;39",Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,"Biological, agricultural, and other life scientist",30&#8211;39,7,60000,60000,,52000,59000,,60000,54000
3404,r142,"Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> Biological, agricultural, and other life scientist -> 40&#8211;49",Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,"Biological, agricultural, and other life scientist",40&#8211;49,7,88000,99000,,87000,74000,,88000,
3404,r143,"Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> Biological, agricultural, and other life scientist -> 50&#8211;75",Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,"Biological, agricultural, and other life scientist",50&#8211;75,7,101000,99000,,100000,104000,,101000,S
3404,r144,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> Computer and information scientist,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,Computer and information scientist,,6,105000,82000,S,118000,95000,S,105000,95000
3404,r145,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> Computer and information scientist -> 29 and younger,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,Computer and information scientist,29 and younger,7,79000,57000,,90000,75000,,75000,83000
3404,r146,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> Computer and information scientist -> 30&#8211;39,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,Computer and information scientist,30&#8211;39,7,100000,82000,,112000,97000,,100000,92000
3404,r147,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> Computer and information scientist -> 40&#8211;49,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,Computer and information scientist,40&#8211;49,7,116000,95000,,129000,84000,,115000,S
3404,r148,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> Computer and information scientist -> 50&#8211;75,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,Computer and information scientist,50&#8211;75,7,117000,103000,,129000,105000,S,115000,139000
3404,r149,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> Mathematical scientist,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,Mathematical scientist,,6,88000,101000,,100000,70000,,85000,124000
3404,r150,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> Mathematical scientist -> 29 and younger,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,Mathematical scientist,29 and younger,7,63000,S,,64000,S,,62000,0.05
3404,r151,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> Mathematical scientist -> 30&#8211;39,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,Mathematical scientist,30&#8211;39,7,83000,S,,113000,S,,80000,S
3404,r152,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> Mathematical scientist -> 40&#8211;49,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,Mathematical scientist,40&#8211;49,7,109000,104000,,S,S,,113000,
3404,r153,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> Mathematical scientist -> 50&#8211;75,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,Mathematical scientist,50&#8211;75,7,104000,94000,,114000,S,,106000,
3404,r154,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> Physical scientist,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,Physical scientist,,6,78000,55000,0.05,69000,57000,,82000,71000
3404,r155,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> Physical scientist -> 29 and younger,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,Physical scientist,29 and younger,7,34000,27000,,29000,,,S,S
3404,r156,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> Physical scientist -> 30&#8211;39,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,Physical scientist,30&#8211;39,7,70000,54000,,70000,49000,,75000,73000
3404,r157,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> Physical scientist -> 40&#8211;49,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,Physical scientist,40&#8211;49,7,96000,51000,,98000,S,,98000,0.05
3404,r158,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> Physical scientist -> 50&#8211;75,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,Physical scientist,50&#8211;75,7,108000,105000,,118000,92000,,108000,0.05
3404,r159,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> Psychologist,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,Psychologist,,6,94000,69000,,83000,S,,95000,
3404,r160,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> Psychologist -> 29 and younger,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,Psychologist,29 and younger,7,,,,,,,,
3404,r161,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> Psychologist -> 30&#8211;39,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,Psychologist,30&#8211;39,7,72000,,,,,,72000,
3404,r162,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> Psychologist -> 40&#8211;49,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,Psychologist,40&#8211;49,7,92000,,,,,,92000,
3404,r163,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> Psychologist -> 50&#8211;75,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,Psychologist,50&#8211;75,7,103000,,,,,,104000,
3404,r164,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> Social scientist,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,Social scientist,,6,84000,85000,,119000,78000,,81000,102000
3404,r165,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> Social scientist -> 29 and younger,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,Social scientist,29 and younger,7,63000,59000,,,S,,60000,
3404,r166,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> Social scientist -> 30&#8211;39,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,Social scientist,30&#8211;39,7,74000,86000,,89000,S,,72000,
3404,r167,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> Social scientist -> 40&#8211;49,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,Social scientist,40&#8211;49,7,84000,160000,,156000,S,,83000,
3404,r168,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Science occupations -> Social scientist -> 50&#8211;75,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Science occupations,Social scientist,50&#8211;75,7,105000,82000,,119000,74000,,106000,
3404,r169,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Engineering occupations,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Engineering occupations,,,5,100000,95000,S,100000,91000,81000,103000,105000
3404,r170,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Engineering occupations -> 29 and younger,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Engineering occupations,29 and younger,,6,75000,72000,,75000,62000,,75000,72000
3404,r171,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Engineering occupations -> 30&#8211;39,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Engineering occupations,30&#8211;39,,6,97000,87000,S,98000,85000,S,97000,107000
3404,r172,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Engineering occupations -> 40&#8211;49,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Engineering occupations,40&#8211;49,,6,112000,107000,,131000,82000,S,110000,100000
3404,r173,Both sexes -> Male&#160; -> All occupations -> S&E occupations<sup>b</sup> -> Engineering occupations -> 50&#8211;75,Both sexes,Male&#160;,All occupations,S&E occupations<sup>b</sup>,Engineering occupations,50&#8211;75,,6,120000,114000,,120000,106000,,123000,114000
3404,r174,Both sexes -> Male&#160; -> All occupations -> S&E-related occupations<sup>c</sup>,Both sexes,Male&#160;,All occupations,S&E-related occupations<sup>c</sup>,,,,4,93000,94000,S,109000,58000,S,94000,74000
3404,r175,Both sexes -> Male&#160; -> All occupations -> S&E-related occupations<sup>c</sup> -> 29 and younger,Both sexes,Male&#160;,All occupations,S&E-related occupations<sup>c</sup>,29 and younger,,,5,55000,51000,,60000,54000,,55000,58000
3404,r176,Both sexes -> Male&#160; -> All occupations -> S&E-related occupations<sup>c</sup> -> 30&#8211;39,Both sexes,Male&#160;,All occupations,S&E-related occupations<sup>c</sup>,30&#8211;39,,,5,79000,78000,82000,98000,S,S,79000,68000
3404,r177,Both sexes -> Male&#160; -> All occupations -> S&E-related occupations<sup>c</sup> -> 40&#8211;49,Both sexes,Male&#160;,All occupations,S&E-related occupations<sup>c</sup>,40&#8211;49,,,5,107000,104000,,145000,60000,S,107000,98000
3404,r178,Both sexes -> Male&#160; -> All occupations -> S&E-related occupations<sup>c</sup> -> 50&#8211;75,Both sexes,Male&#160;,All occupations,S&E-related occupations<sup>c</sup>,50&#8211;75,,,5,116000,109000,S,129000,62000,S,119000,S
3404,r179,Both sexes -> Male&#160; -> All occupations -> Non-S&E occupations<sup>d</sup>,Both sexes,Male&#160;,All occupations,Non-S&E occupations<sup>d</sup>,,,,4,88000,69000,S,95000,68000,107000,94000,74000
3404,r180,Both sexes -> Male&#160; -> All occupations -> Non-S&E occupations<sup>d</sup> -> 29 and younger,Both sexes,Male&#160;,All occupations,Non-S&E occupations<sup>d</sup>,29 and younger,,,5,51000,40000,S,50000,51000,0.05,54000,52000
3404,r181,Both sexes -> Male&#160; -> All occupations -> Non-S&E occupations<sup>d</sup> -> 30&#8211;39,Both sexes,Male&#160;,All occupations,Non-S&E occupations<sup>d</sup>,30&#8211;39,,,5,80000,65000,S,100000,68000,79000,80000,91000
3404,r182,Both sexes -> Male&#160; -> All occupations -> Non-S&E occupations<sup>d</sup> -> 40&#8211;49,Both sexes,Male&#160;,All occupations,Non-S&E occupations<sup>d</sup>,40&#8211;49,,,5,100000,79000,81000,126000,75000,S,104000,97000
3404,r183,Both sexes -> Male&#160; -> All occupations -> Non-S&E occupations<sup>d</sup> -> 50&#8211;75,Both sexes,Male&#160;,All occupations,Non-S&E occupations<sup>d</sup>,50&#8211;75,,,5,100000,79000,63000,94000,67000,107000,107000,60000
