table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_naics_code,field_all_companies,field_1_9_employees,field_10_49_employees,field_50_249_employees,field_250_or_more_employees
5682,r011,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemical manufacturing",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemical manufacturing",,4,3253,"['    116,636 ', '&nbsp;']","['    0 ', '&nbsp;']","['    2,325 ', 'r']","['    3,761 ', '&nbsp;']","['    110,550 ', '&nbsp;']"
5682,r012,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['    19,263,226 ', '&nbsp;']","['D', '&nbsp;']","['    40,566 ', '&nbsp;']","['    204,177 ', '&nbsp;']","['    19,006,076 ', '&nbsp;']"
5682,r013,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation manufacturing",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation manufacturing",,4,3256,"['    663,981 ', '&nbsp;']","['    0 ', '&nbsp;']","['    29,855 ', '&nbsp;']","['    15,188 ', '&nbsp;']","['    618,938 ', '&nbsp;']"
5682,r014,All industries -> Manufacturing industries -> Chemicals -> Other chemicals,All industries,Manufacturing industries,Chemicals,Other chemicals,,4,other 325,"['    4,168,373 ', '&nbsp;']","['D', '&nbsp;']","['    83,347 ', '&nbsp;']","['    503,334 ', 'r']","['    3,581,628 ', '&nbsp;']"
5682,r015,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['    2,151,255 ', '&nbsp;']","['    0 ', '&nbsp;']","['    70,018 ', '&nbsp;']","['    286,097 ', '&nbsp;']","['    1,795,140 ', '&nbsp;']"
5682,r016,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['    243,501 ', '&nbsp;']","['D', '&nbsp;']","['    41,672 ', 'r']","['    21,353 ', '&nbsp;']","['    180,442 ', '&nbsp;']"
5682,r017,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['    512,612 ', '&nbsp;']","['    0 ', '&nbsp;']","['    36,810 ', 'r']","['    51,853 ', '&nbsp;']","['    423,949 ', '&nbsp;']"
5682,r018,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['    1,795,105 ', '&nbsp;']","['D', '&nbsp;']","['    322,298 ', '&nbsp;']","['    552,771 ', '&nbsp;']","['    919,912 ', '&nbsp;']"
5682,r019,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['    12,658,977 ', '&nbsp;']","['    0 ', '&nbsp;']","['    959,269 ', '&nbsp;']","['    1,211,933 ', '&nbsp;']","['    10,487,775 ', '&nbsp;']"
5682,r020,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['    13,744,178 ', '&nbsp;']","['D', '&nbsp;']","['    303,114 ', '&nbsp;']","['    612,613 ', '&nbsp;']","['    12,828,292 ', '&nbsp;']"
5682,r021,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['    632,168 ', '&nbsp;']","['D', '&nbsp;']","['    35,943 ', '&nbsp;']","['    45,773 ', '&nbsp;']","['    550,359 ', '&nbsp;']"
5682,r022,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['    7,749,075 ', '&nbsp;']","['    0 ', '&nbsp;']","['    66,039 ', '&nbsp;']","['    126,410 ', '&nbsp;']","['    7,556,626 ', '&nbsp;']"
5682,r023,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['    4,941,659 ', '&nbsp;']","['D', '&nbsp;']","['    170,250 ', '&nbsp;']","['    391,586 ', '&nbsp;']","['    4,379,756 ', '&nbsp;']"
5682,r024,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['    421,276 ', '&nbsp;']","['    0 ', '&nbsp;']","['    30,881 ', '&nbsp;']","['    48,844 ', '&nbsp;']","['    341,551 ', '&nbsp;']"
5682,r025,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['    2,902,418 ', '&nbsp;']","['    0 ', '&nbsp;']","['    121,556 ', '&nbsp;']","['    189,923 ', '&nbsp;']","['    2,590,939 ', '&nbsp;']"
5682,r026,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['    11,668,474 ', '&nbsp;']","['    0 ', '&nbsp;']","['    69,647 ', '&nbsp;']","['    147,864 ', '&nbsp;']","['    11,450,963 ', '&nbsp;']"
5682,r027,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['    3,063,831 ', '&nbsp;']","['    0 ', '&nbsp;']","['    23,806 ', '&nbsp;']","['    85,479 ', '&nbsp;']","['    2,954,546 ', '&nbsp;']"
5682,r028,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['    7,868,486 ', '&nbsp;']","['    0 ', '&nbsp;']","['    41,982 ', 'r']","['    35,382 ', '&nbsp;']","['    7,791,122 ', '&nbsp;']"
5682,r029,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['    736,156 ', '&nbsp;']","['    0 ', '&nbsp;']","['    3,859 ', '&nbsp;']","['    27,003 ', '&nbsp;']","['    705,295 ', '&nbsp;']"
5682,r030,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['    333,503 ', '&nbsp;']","['    0 ', '&nbsp;']","['    18,700 ', '&nbsp;']","['    87,506 ', '&nbsp;']","['    227,297 ', '&nbsp;']"
5682,r031,All industries -> Manufacturing industries -> Miscellaneous ,All industries,Manufacturing industries,Miscellaneous ,,,3,339,"['    6,564,452 ', '&nbsp;']","['    0 ', '&nbsp;']","['    68,798 ', '&nbsp;']","['    169,180 ', '&nbsp;']","['    6,326,474 ', '&nbsp;']"
5682,r032,All industries -> Manufacturing industries -> Miscellaneous  -> Medical equipment and supplies ,All industries,Manufacturing industries,Miscellaneous ,Medical equipment and supplies ,,4,3391,"['    6,290,959 ', '&nbsp;']","['    0 ', '&nbsp;']","['    35,953 ', '&nbsp;']","['    53,981 ', '&nbsp;']","['    6,201,025 ', '&nbsp;']"
5682,r033,All industries -> Manufacturing industries -> Miscellaneous  -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous ,Other miscellaneous manufacturing,,4,3399,"['    273,493 ', '&nbsp;']","['    0 ', '&nbsp;']","['    32,845 ', '&nbsp;']","['    115,199 ', 'r']","['    125,449 ', '&nbsp;']"
5682,r034,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"11, 21–23, 42–81","['    173,220,238 ', '&nbsp;']","['    33,872 ', '&nbsp;']","['    8,274,189 ', '&nbsp;']","['    8,559,670 ', '&nbsp;']","['    156,352,507 ', '&nbsp;']"
5682,r035,"All industries -> Nonmanufacturing industries -> Agriculture, forestry, fishing, and hunting",All industries,Nonmanufacturing industries,"Agriculture, forestry, fishing, and hunting",,,3,11,"['    32,619 ', 'r']","['    0 ', '&nbsp;']","['    4,747 ', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5682,r036,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['    1,369,924 ', '&nbsp;']","['    0 ', '&nbsp;']","['    6,727 ', '&nbsp;']","['    11,083 ', '&nbsp;']","['    1,352,114 ', '&nbsp;']"
5682,r037,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['    61,001 ', '&nbsp;']","['    0 ', '&nbsp;']","['    2,058 ', '&nbsp;']","['D', '&nbsp;']","['    58,915 ', '&nbsp;']"
5682,r038,All industries -> Nonmanufacturing industries -> Construction,All industries,Nonmanufacturing industries,Construction,,,3,23,"['    1,791,021 ', '&nbsp;']","['    0 ', '&nbsp;']","['    180,052 ', '&nbsp;']","['    800,928 ', '&nbsp;']","['    810,041 ', '&nbsp;']"
5682,r039,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['    50,734,201 ', '&nbsp;']","['    12,270 ', '&nbsp;']","['    1,267,202 ', '&nbsp;']","['    545,714 ', '&nbsp;']","['    48,909,015 ', '&nbsp;']"
5682,r040,All industries -> Nonmanufacturing industries -> Retail trade,All industries,Nonmanufacturing industries,Retail trade,,,3,44–45,"['    20,658,045 ', '&nbsp;']","['    2,941 ', 'r']","['    404,258 ', '&nbsp;']","['    331,259 ', 'r']","['    19,919,588 ', '&nbsp;']"
5682,r041,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['    316,329 ', '&nbsp;']","['    0 ', '&nbsp;']","['    86,341 ', '&nbsp;']","['    10,871 ', '&nbsp;']","['    219,118 ', '&nbsp;']"
5682,r042,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['    47,870,290 ', '&nbsp;']","['D', '&nbsp;']","['    1,067,450 ', '&nbsp;']","['    1,611,602 ', '&nbsp;']","['    45,188,740 ', '&nbsp;']"
5682,r043,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['    36,005,615 ', '&nbsp;']","['    0 ', '&nbsp;']","['    484,905 ', '&nbsp;']","['    790,134 ', '&nbsp;']","['    34,730,576 ', '&nbsp;']"
5682,r044,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['    41,593 ', '&nbsp;']","['    0 ', '&nbsp;']","['    17,274 ', '&nbsp;']","['    5,994 ', '&nbsp;']","['D', '&nbsp;']"
5682,r045,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['    35,964,022 ', '&nbsp;']","['    0 ', '&nbsp;']","['    467,631 ', '&nbsp;']","['    784,140 ', '&nbsp;']","['    34,712,251 ', '&nbsp;']"
5682,r046,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['    3,131,490 ', '&nbsp;']","['    0 ', '&nbsp;']","['    21,940 ', '&nbsp;']","['    67,048 ', 'r']","['    3,042,502 ', '&nbsp;']"
5682,r047,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['    3,853,980 ', '&nbsp;']","['    0 ', '&nbsp;']","['    428,908 ', '&nbsp;']","['    424,397 ', '&nbsp;']","['    3,000,676 ', '&nbsp;']"
5682,r048,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['    4,879,205 ', '&nbsp;']","['D', '&nbsp;']","['    131,697 ', 'r']","['    330,023 ', '&nbsp;']","['    4,414,986 ', '&nbsp;']"
5682,r049,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['    11,427,470 ', '&nbsp;']","['D', '&nbsp;']","['    318,344 ', 'r']","['    224,223 ', 'r']","['    10,884,400 ', '&nbsp;']"
5682,r050,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['    170,885 ', '&nbsp;']","['D', '&nbsp;']","['    72,171 ', 'r']","['    5,011 ', 'r']","['    93,660 ', '&nbsp;']"
5682,r051,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets <br>  (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets <br>  (except copyrighted works),,4,533,"['    15,308 ', '&nbsp;']","['    0 ', '&nbsp;']","['D', '&nbsp;']","['    0 ', '&nbsp;']","['D', '&nbsp;']"
5682,r052,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['    155,577 ', '&nbsp;']","['D', '&nbsp;']","['    70,794 ', 'r']","['    5,011 ', 'r']","['    79,729 ', '&nbsp;']"
5682,r053,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['    34,141,252 ', '&nbsp;']","['    15,617 ', 'r']","['    3,788,160 ', '&nbsp;']","['    4,038,012 ', '&nbsp;']","['    26,299,464 ', '&nbsp;']"
5682,r054,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Legal services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Legal services,,4,5411,"['    23,048 ', '&nbsp;']","['    0 ', '&nbsp;']","['    6,801 ', 'r']","['    1,712 ', '&nbsp;']","['    14,535 ', '&nbsp;']"
5682,r055,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Accounting, tax preparation, bookkeeping, and payroll services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Accounting, tax preparation, bookkeeping, and payroll services",,4,5412,"['    87,894 ', '&nbsp;']","['    0 ', '&nbsp;']","['    14,607 ', '&nbsp;']","['    9,102 ', '&nbsp;']","['    64,185 ', '&nbsp;']"
5682,r056,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['    1,991,585 ', '&nbsp;']","['D', '&nbsp;']","['    642,287 ', '&nbsp;']","['    764,093 ', '&nbsp;']","['    585,130 ', '&nbsp;']"
5682,r057,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Specialized design services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Specialized design services,,4,5414,"['    31,674 ', 'r']","['D', '&nbsp;']","['    30,999 ', 'r']","['D', '&nbsp;']","['    0 ', '&nbsp;']"
5682,r058,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['    13,395,497 ', '&nbsp;']","['D', '&nbsp;']","['    1,349,042 ', '&nbsp;']","['    905,272 ', '&nbsp;']","['    11,139,237 ', '&nbsp;']"
5682,r059,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Management, scientific, and technical consulting services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Management, scientific, and technical consulting services",,4,5416,"['    1,908,227 ', '&nbsp;']","['    13,314 ', 'r']","['    593,449 ', '&nbsp;']","['    168,118 ', '&nbsp;']","['    1,133,346 ', '&nbsp;']"
5682,r060,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['    15,278,959 ', '&nbsp;']","['    0 ', '&nbsp;']","['    1,052,693 ', '&nbsp;']","['    2,052,095 ', '&nbsp;']","['    12,174,171 ', '&nbsp;']"
5682,r061,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Advertising, public relations, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Advertising, public relations, and related services",,4,5418,"['    203,399 ', '&nbsp;']","['D', '&nbsp;']","['    52,770 ', '&nbsp;']","['    99,788 ', '&nbsp;']","['    50,708 ', 'r']"
5682,r062,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,5419,"['    1,220,970 ', '&nbsp;']","['    0 ', '&nbsp;']","['    45,511 ', 'r']","['    37,308 ', 'r']","['    1,138,152 ', '&nbsp;']"
5682,r063,All industries -> Nonmanufacturing industries -> Management of companies and enterprises,All industries,Nonmanufacturing industries,Management of companies and enterprises,,,3,55,"['D', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5682,r064,All industries -> Nonmanufacturing industries -> Administrative and support and waste management and remediation services,All industries,Nonmanufacturing industries,Administrative and support and waste management and remediation services,,,3,56,"['    2,173,070 ', '&nbsp;']","['    0 ', '&nbsp;']","['    146,379 ', '&nbsp;']","['    41,321 ', '&nbsp;']","['    1,985,370 ', '&nbsp;']"
5682,r065,All industries -> Nonmanufacturing industries -> Educational services,All industries,Nonmanufacturing industries,Educational services,,,3,61,"['    67,525 ', '&nbsp;']","['    0 ', '&nbsp;']","['    23,691 ', '&nbsp;']","['    6,614 ', '&nbsp;']","['    37,220 ', '&nbsp;']"
5682,r066,All industries -> Nonmanufacturing industries -> Health care and social assistance,All industries,Nonmanufacturing industries,Health care and social assistance,,,3,62,"['    804,879 ', 'r']","['    0 ', '&nbsp;']","['    316,902 ', '&nbsp;']","['    386,992 ', 'r']","['    100,984 ', '&nbsp;']"
5682,r067,All industries -> Nonmanufacturing industries -> Health care and social assistance -> Health care services,All industries,Nonmanufacturing industries,Health care and social assistance,Health care services,,4,621–23,"['    717,384 ', 'r']","['    0 ', '&nbsp;']","['    253,224 ', '&nbsp;']","['    365,575 ', 'r']","['    98,586 ', '&nbsp;']"
5682,r068,All industries -> Nonmanufacturing industries -> Health care and social assistance -> Social assistance,All industries,Nonmanufacturing industries,Health care and social assistance,Social assistance,,4,624,"['    87,495 ', '&nbsp;']","['    0 ', '&nbsp;']","['    63,679 ', 'r']","['    21,418 ', 'r']","['    2,398 ', '&nbsp;']"
5682,r069,"All industries -> Nonmanufacturing industries -> Arts, entertainment, and recreation",All industries,Nonmanufacturing industries,"Arts, entertainment, and recreation",,,3,71,"['    18,843 ', '&nbsp;']","['    0 ', '&nbsp;']","['    15,182 ', '&nbsp;']","['    2,551 ', 'r']","['D', '&nbsp;']"
5682,r070,All industries -> Nonmanufacturing industries -> Accommodation and food services,All industries,Nonmanufacturing industries,Accommodation and food services,,,3,72,"['    897,107 ', '&nbsp;']","['    0 ', '&nbsp;']","['    306,638 ', '&nbsp;']","['    515,583 ', 'r']","['    74,886 ', '&nbsp;']"
5682,r071,All industries -> Nonmanufacturing industries -> Other services,All industries,Nonmanufacturing industries,Other services,,,3,81,"['    684,791 ', '&nbsp;']","['    0 ', '&nbsp;']","['    267,889 ', 'r']","['    1,653 ', 'r']","['    415,249 ', '&nbsp;']"
