table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_institution_funds,field_source_of_funds_business,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_sources
7978,r025,"All HBCUs -> U. Maryland, Eastern Shore",All HBCUs,"U. Maryland, Eastern Shore",2,24,"['8,636', '']","['8,346', '']","['153', '']","['10', '']","['19', '']","['0', '']","['108', '']"
7978,r026,All HBCUs -> Winston-Salem State U.,All HBCUs,Winston-Salem State U.,2,25,"['8,123', '']","['4,841', '']","['1,690', '']","['NA', '']","['0', '']","['1,077', '']","['515', '']"
7978,r027,All HBCUs -> U. of the District of Columbia,All HBCUs,U. of the District of Columbia,2,26,"['8,104', '']","['6,851', '']","['1,253', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7978,r028,"All HBCUs -> Lincoln U., Jefferson City",All HBCUs,"Lincoln U., Jefferson City",2,27,"['7,621', '']","['5,621', '']","['2,000', '']","['NA', '']","['0', '']","['0', '']","['0', '']"
7978,r029,All HBCUs -> West Virginia State U.,All HBCUs,West Virginia State U.,2,28,"['6,565', '']","['4,119', '']","['1,566', '']","['877', '']","['0', '']","['3', '']","['0', '']"
7978,r030,All HBCUs -> Langston U.,All HBCUs,Langston U.,2,29,"['6,345', '']","['3,089', '']","['2', '']","['2,645', '']","['609', '']","['0', '']","['0', '']"
7978,r031,"All HBCUs -> Southern U. and A&M C., Agricultural Research and Extension Center",All HBCUs,"Southern U. and A&M C., Agricultural Research and Extension Center",2,30,"['6,164', '']","['3,588', '']","['2,556', '']","['20', '']","['0', '']","['0', '']","['0', '']"
7978,r032,"All HBCUs -> Southern U. and A&M C., Baton Rouge",All HBCUs,"Southern U. and A&M C., Baton Rouge",2,31,"['4,943', '']","['3,770', '']","['95', '']","['374', '']","['704', '']","['0', '']","['0', '']"
7978,r033,All HBCUs -> Fort Valley State U.,All HBCUs,Fort Valley State U.,2,32,"['4,842', '']","['4,429', '']","['42', '']","['371', '']","['0', '']","['0', '']","['0', '']"
7978,r034,All HBCUs -> Morehouse C.,All HBCUs,Morehouse C.,2,33,"['4,533', '']","['4,533', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7978,r035,All HBCUs -> Fisk U.,All HBCUs,Fisk U.,2,34,"['4,320', '']","['3,940', '']","['24', '']","['0', '']","['0', '']","['356', '']","['0', '']"
7978,r036,All HBCUs -> Norfolk State U.,All HBCUs,Norfolk State U.,2,35,"['4,316', '']","['3,976', '']","['0', '']","['0', '']","['52', '']","['35', '']","['253', '']"
7978,r037,All HBCUs -> Fayetteville State U.,All HBCUs,Fayetteville State U.,2,36,"['3,933', '']","['1,988', '']","['519', '']","['1,238', '']","['128', '']","['60', '']","['0', '']"
7978,r038,All HBCUs -> South Carolina State U.,All HBCUs,South Carolina State U.,2,36,"['3,933', 'i']","['3,933', 'i']","['NA', '']","['NA', '']","['NA', '']","['NA', '']","['NA', '']"
7978,r039,All HBCUs -> Alabama State U.,All HBCUs,Alabama State U.,2,38,"['2,631', '']","['2,338', '']","['0', '']","['0', '']","['287', '']","['6', '']","['0', '']"
7978,r040,All HBCUs -> Dillard U.,All HBCUs,Dillard U.,2,39,"['2,528', '']","['1,257', '']","['0', '']","['1,271', '']","['0', '']","['0', '']","['0', '']"
7978,r041,All HBCUs -> Johnson C. Smith U.,All HBCUs,Johnson C. Smith U.,2,40,"['2,461', 'i']","['2,365', 'i']","['52', 'i']","['0', 'i']","['4', 'i']","['40', 'i']","['0', 'i']"
7978,r042,All HBCUs -> Spelman C.,All HBCUs,Spelman C.,2,41,"['2,282', '']","['1,886', '']","['0', '']","['279', '']","['117', '']","['0', '']","['0', '']"
7978,r043,All HBCUs -> Grambling State U.,All HBCUs,Grambling State U.,2,42,"['2,124', '']","['731', '']","['595', '']","['798', '']","['0', '']","['0', '']","['0', '']"
7978,r044,All HBCUs -> Tougaloo C.,All HBCUs,Tougaloo C.,2,43,"['2,092', 'i']","['2,092', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
7978,r045,All HBCUs -> Savannah State U.,All HBCUs,Savannah State U.,2,44,"['1,804', '']","['1,804', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7978,r046,All HBCUs -> Elizabeth City State U.,All HBCUs,Elizabeth City State U.,2,45,"['1,717', '']","['1,603', '']","['52', '']","['NA', '']","['62', '']","['0', '']","['0', '']"
7978,r047,All HBCUs -> Bowie State U.,All HBCUs,Bowie State U.,2,46,"['1,398', '']","['1,398', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7978,r048,All HBCUs -> Claflin U.,All HBCUs,Claflin U.,2,47,"['1,015', '']","['1,005', '']","['0', '']","['0', '']","['0', '']","['10', '']","['0', '']"
7978,r049,All HBCUs -> Albany State U.,All HBCUs,Albany State U.,2,48,"['880', '']","['552', '']","['203', '']","['0', '']","['125', '']","['0', '']","['0', '']"
