table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_non_medical_school_r_d_expenditures,field_all_medical_school_r_d_expenditures,field_all_r_d_expenditures
12683,r032,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,31,"['606,063', '']","['647,093', '']","['1,253,156', '']"
12683,r033,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,32,"['598,113', '']","['0', '']","['598,113', '']"
12683,r034,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,33,"['586,246', '']","['1,367,371', '']","['1,953,617', '']"
12683,r035,All institutions -> U. Georgia,All institutions,U. Georgia,2,34,"['570,956', '']","['0', '']","['570,956', '']"
12683,r036,All institutions -> Boston U.,All institutions,Boston U.,2,35,"['548,784', '']","['224,416', '']","['773,200', '']"
12683,r037,All institutions -> Princeton U.,All institutions,Princeton U.,2,36,"['513,365', '']","['0', '']","['513,365', '']"
12683,r038,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,37,"['498,073', '']","['0', '']","['498,073', '']"
12683,r039,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,38,"['494,946', '']","['0', '']","['494,946', '']"
12683,r040,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,39,"['490,672', '']","['0', '']","['490,672', '']"
12683,r041,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,40,"['484,757', '']","['0', '']","['484,757', '']"
12683,r042,"All institutions -> U. Nebraska, Lincoln and Medical Center<sup>c</sup>",All institutions,"U. Nebraska, Lincoln and Medical Center<sup>c</sup>",2,41,"['484,437', '']","['132,935', '']","['617,372', '']"
12683,r043,All institutions -> New York U.,All institutions,New York U.,2,42,"['478,272', '']","['979,152', '']","['1,457,424', '']"
12683,r044,All institutions -> U. Utah,All institutions,U. Utah,2,43,"['468,018', '']","['255,695', '']","['723,713', '']"
12683,r045,All institutions -> Stanford U.,All institutions,Stanford U.,2,44,"['455,095', '']","['1,082,751', '']","['1,537,846', '']"
12683,r046,All institutions -> U. Delaware,All institutions,U. Delaware,2,45,"['428,128', '']","['0', '']","['428,128', '']"
12683,r047,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,46,"['420,823', '']","['0', '']","['420,823', '']"
12683,r048,All institutions -> Utah State U.,All institutions,Utah State U.,2,47,"['401,437', '']","['0', '']","['401,437', '']"
12683,r049,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,48,"['399,132', '']","['210,482', '']","['609,614', '']"
12683,r050,All institutions -> Emory U.,All institutions,Emory U.,2,49,"['393,379', '']","['700,949', '']","['1,094,328', '']"
12683,r051,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,50,"['385,891', '']","['445,828', '']","['831,719', '']"
12683,r052,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,51,"['385,168', '']","['0', '']","['385,168', '']"
12683,r053,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,52,"['384,268', '']","['0', '']","['384,268', '']"
12683,r054,All institutions -> Florida State U.,All institutions,Florida State U.,2,53,"['380,203', '']","['34,260', '']","['414,463', '']"
12683,r055,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,54,"['373,477', '']","['1,024,601', '']","['1,398,078', '']"
12683,r056,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,55,"['366,848', '']","['0', '']","['366,848', '']"
12683,r057,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,56,"['364,713', '']","['349,744', '']","['714,457', '']"
12683,r058,All institutions -> Washington State U.,All institutions,Washington State U.,2,57,"['362,718', '']","['16,026', '']","['378,744', '']"
12683,r059,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,58,"['353,856', '']","['108,579', '']","['462,435', '']"
12683,r060,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,59,"['349,273', '']","['0', '']","['349,273', '']"
12683,r061,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,60,"['348,983', '']","['765,286', '']","['1,114,269', '']"
12683,r062,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,61,"['338,847', '']","['0', '']","['338,847', '']"
12683,r063,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,62,"['337,985', '']","['0', '']","['337,985', '']"
12683,r064,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,63,"['331,943', '']","['0', '']","['331,943', '']"
12683,r065,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,64,"['319,684', '']","['0', '']","['319,684', '']"
12683,r066,All institutions -> U. Iowa,All institutions,U. Iowa,2,65,"['308,196', '']","['353,938', '']","['662,134', '']"
12683,r067,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,66,"['305,804', '']","['131,160', '']","['436,964', '']"
12683,r068,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,67,"['305,483', '']","['0', '']","['305,483', '']"
12683,r069,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,68,"['304,577', '']","['199,428', '']","['504,005', '']"
12683,r070,All institutions -> Florida International U.,All institutions,Florida International U.,2,69,"['295,467', '']","['10,967', '']","['306,434', '']"
12683,r071,All institutions -> U. Kansas,All institutions,U. Kansas,2,70,"['289,507', '']","['176,715', '']","['466,222', '']"
12683,r072,All institutions -> U. South Florida,All institutions,U. South Florida,2,71,"['289,268', '']","['172,122', '']","['461,390', '']"
12683,r073,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,72,"['288,558', '']","['0', '']","['288,558', '']"
12683,r074,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,73,"['288,037', '']","['565,019', '']","['853,056', '']"
12683,r075,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,74,"['287,825', '']","['0', '']","['287,825', '']"
12683,r076,All institutions -> George Washington U.,All institutions,George Washington U.,2,75,"['287,568', '']","['72,692', '']","['360,260', '']"
12683,r077,All institutions -> Clemson U.,All institutions,Clemson U.,2,76,"['286,503', '']","['0', '']","['286,503', '']"
12683,r078,All institutions -> Duke U.,All institutions,Duke U.,2,77,"['285,657', '']","['1,222,339', '']","['1,507,996', '']"
12683,r079,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,78,"['284,677', '']","['0', '']","['284,677', '']"
12683,r080,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,79,"['283,607', '']","['29,536', '']","['313,143', '']"
12683,r081,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,80,"['281,049', '']","['190,520', '']","['471,569', '']"
12683,r082,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,81,"['276,373', '']","['216,563', '']","['492,936', '']"
12683,r083,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,82,"['269,571', '']","['120,594', '']","['390,165', '']"
12683,r084,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,83,"['268,657', '']","['0', '']","['268,657', '']"
12683,r085,All institutions -> Rice U.,All institutions,Rice U.,2,84,"['255,115', '']","['0', '']","['255,115', '']"
12683,r086,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,85,"['253,218', '']","['1,793,321', '']","['2,046,539', '']"
12683,r087,All institutions -> George Mason U.,All institutions,George Mason U.,2,86,"['252,239', '']","['0', '']","['252,239', '']"
12683,r088,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,87,"['242,880', '']","['237,050', '']","['479,930', '']"
12683,r089,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,88,"['240,107', '']","['0', '']","['240,107', '']"
12683,r090,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,89,"['239,794', '']","['7,465', '']","['247,259', '']"
12683,r091,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,90,"['239,728', '']","['22,479', '']","['262,207', '']"
12683,r092,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,91,"['237,493', '']","['0', '']","['237,493', '']"
12683,r093,All institutions -> U. Chicago,All institutions,U. Chicago,2,92,"['232,681', '']","['395,621', '']","['628,302', '']"
12683,r094,All institutions -> U. Houston,All institutions,U. Houston,2,93,"['230,864', '']","['1,078', '']","['231,942', '']"
12683,r095,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,94,"['229,682', '']","['0', '']","['229,682', '']"
12683,r096,All institutions -> U. Dayton,All institutions,U. Dayton,2,95,"['228,723', '']","['0', '']","['228,723', '']"
12683,r097,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,96,"['226,498', '']","['0', '']","['226,498', '']"
12683,r098,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,97,"['225,924', '']","['0', '']","['225,924', '']"
12683,r099,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,98,"['223,683', '']","['0', '']","['223,683', '']"
12683,r100,All institutions -> Brown U.,All institutions,Brown U.,2,99,"['222,999', '']","['130,592', '']","['353,591', '']"
12683,r101,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,100,"['221,525', '']","['0', '']","['221,525', '']"
12683,r102,All institutions -> Yale U.,All institutions,Yale U.,2,101,"['221,292', '']","['1,105,515', '']","['1,326,807', '']"
12683,r103,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,102,"['220,574', '']","['297,168', '']","['517,742', '']"
12683,r104,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,103,"['218,041', '']","['0', '']","['218,041', '']"
12683,r105,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,104,"['217,992', '']","['0', '']","['217,992', '']"
12683,r106,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,105,"['208,809', '']","['158,047', '']","['366,856', '']"
12683,r107,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,106,"['205,514', '']","['110,512', '']","['316,026', '']"
12683,r108,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,107,"['203,883', '']","['0', '']","['203,883', '']"
12683,r109,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,108,"['202,353', '']","['578,126', '']","['780,479', '']"
12683,r110,All institutions -> U. Rochester,All institutions,U. Rochester,2,109,"['196,931', '']","['284,296', '']","['481,227', '']"
12683,r111,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,110,"['195,216', '']","['19,586', '']","['214,802', '']"
12683,r112,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,111,"['190,330', '']","['0', '']","['190,330', '']"
12683,r113,All institutions -> U. Maine,All institutions,U. Maine,2,112,"['188,690', '']","['0', '']","['188,690', '']"
12683,r114,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,113,"['186,938', '']","['137,593', '']","['324,531', '']"
12683,r115,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,114,"['184,880', '']","['0', '']","['184,880', '']"
12683,r116,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,115,"['183,850', '']","['0', '']","['183,850', '']"
12683,r117,All institutions -> Temple U.,All institutions,Temple U.,2,116,"['177,376', '']","['114,653', '']","['292,029', '']"
12683,r118,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,117,"['175,956', '']","['70,217', '']","['246,173', '']"
12683,r119,All institutions -> Tufts U.,All institutions,Tufts U.,2,118,"['173,575', '']","['73,701', '']","['247,276', '']"
12683,r120,All institutions -> U. Colorado Anschutz Medical Campus,All institutions,U. Colorado Anschutz Medical Campus,2,119,"['167,976', '']","['518,050', '']","['686,026', '']"
12683,r121,All institutions -> U. Oregon,All institutions,U. Oregon,2,120,"['164,500', '']","['0', '']","['164,500', '']"
12683,r122,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,121,"['163,428', '']","['0', '']","['163,428', '']"
12683,r123,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,122,"['161,078', '']","['0', '']","['161,078', '']"
12683,r124,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,123,"['158,823', '']","['215,282', '']","['374,105', '']"
12683,r125,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,124,"['158,453', '']","['0', '']","['158,453', '']"
12683,r126,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,125,"['158,013', '']","['0', '']","['158,013', '']"
12683,r127,All institutions -> Tulane U.,All institutions,Tulane U.,2,126,"['155,212', '']","['103,227', '']","['258,439', '']"
12683,r128,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,127,"['152,774', '']","['35,731', '']","['188,505', '']"
12683,r129,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,128,"['150,124', '']","['0', '']","['150,124', '']"
12683,r130,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,129,"['148,271', '']","['33,924', '']","['182,195', '']"
12683,r131,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,130,"['147,265', '']","['0', '']","['147,265', '']"
12683,r132,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,131,"['146,779', '']","['0', '']","['146,779', '']"
12683,r133,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,132,"['146,396', '']","['190,610', '']","['337,006', '']"
12683,r134,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,133,"['145,724', '']","['0', '']","['145,724', '']"
12683,r135,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,134,"['144,262', '']","['0', '']","['144,262', '']"
12683,r136,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,135,"['144,013', '']","['0', '']","['144,013', '']"
12683,r137,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,136,"['141,685', '']","['0', '']","['141,685', '']"
12683,r138,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,137,"['141,671', '']","['0', '']","['141,671', '']"
12683,r139,All institutions -> Texas State U.,All institutions,Texas State U.,2,138,"['141,291', '']","['0', '']","['141,291', '']"
12683,r140,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,139,"['140,360', '']","['1,028,501', '']","['1,168,861', '']"
12683,r141,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,140,"['137,748', '']","['0', '']","['137,748', '']"
12683,r142,All institutions -> U. Idaho,All institutions,U. Idaho,2,141,"['135,901', '']","['0', '']","['135,901', '']"
12683,r143,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,142,"['133,958', '']","['0', '']","['133,958', '']"
12683,r144,All institutions -> U. Miami,All institutions,U. Miami,2,143,"['127,409', '']","['382,542', '']","['509,951', '']"
12683,r145,All institutions -> Drexel U.,All institutions,Drexel U.,2,144,"['127,234', '']","['42,349', '']","['169,583', '']"
12683,r146,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,145,"['126,337', '']","['0', '']","['126,337', '']"
12683,r147,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,146,"['124,373', '']","['574,269', '']","['698,642', '']"
12683,r148,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,147,"['121,706', '']","['0', '']","['121,706', '']"
12683,r149,All institutions -> U. Vermont,All institutions,U. Vermont,2,148,"['118,955', '']","['114,851', '']","['233,806', '']"
12683,r150,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,149,"['118,735', '']","['0', '']","['118,735', '']"
12683,r151,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,150,"['117,483', '']","['0', '']","['117,483', '']"
12683,r152,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,151,"['117,336', '']","['0', '']","['117,336', '']"
12683,r153,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,152,"['113,964', '']","['439,776', '']","['553,740', '']"
12683,r154,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,153,"['106,665', '']","['0', '']","['106,665', '']"
12683,r155,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,154,"['104,297', '']","['0', '']","['104,297', '']"
12683,r156,All institutions -> Uniformed Services U. of the Health Sciences,All institutions,Uniformed Services U. of the Health Sciences,2,155,"['104,074', '']","['392,367', '']","['496,441', '']"
12683,r157,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,156,"['103,819', '']","['0', '']","['103,819', '']"
12683,r158,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,157,"['103,653', '']","['0', '']","['103,653', '']"
12683,r159,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,158,"['102,921', '']","['178,157', '']","['281,078', '']"
12683,r160,"All institutions -> Touro U., New York",All institutions,"Touro U., New York",2,159,"['100,207', '']","['340', '']","['100,547', '']"
12683,r161,All institutions -> U. Memphis,All institutions,U. Memphis,2,160,"['100,042', '']","['0', '']","['100,042', '']"
12683,r162,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,161,"['99,017', '']","['73,159', '']","['172,176', '']"
12683,r163,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,162,"['92,870', '']","['5,881', '']","['98,751', '']"
12683,r164,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,163,"['92,027', '']","['0', '']","['92,027', '']"
12683,r165,"All institutions -> U. North Texas, Health Science Center",All institutions,"U. North Texas, Health Science Center",2,164,"['91,355', '']","['3,297', '']","['94,652', '']"
12683,r166,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,165,"['87,941', '']","['0', '']","['87,941', '']"
12683,r167,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,166,"['87,648', '']","['0', '']","['87,648', '']"
12683,r168,All institutions -> U. Louisville,All institutions,U. Louisville,2,167,"['85,707', '']","['134,861', '']","['220,568', '']"
12683,r169,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,168,"['83,406', '']","['0', '']","['83,406', '']"
12683,r170,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,169,"['82,341', '']","['168,570', '']","['250,911', '']"
12683,r171,All institutions -> Baylor U.,All institutions,Baylor U.,2,170,"['82,074', '']","['0', '']","['82,074', '']"
12683,r172,All institutions -> William & Mary,All institutions,William & Mary,2,171,"['81,815', '']","['0', '']","['81,815', '']"
12683,r173,All institutions -> Boston C.,All institutions,Boston C.,2,172,"['81,425', '']","['0', '']","['81,425', '']"
12683,r174,All institutions -> Van Andel Research Institute,All institutions,Van Andel Research Institute,2,173,"['80,748', '']","['0', '']","['80,748', '']"
12683,r175,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,174,"['77,533', '']","['0', '']","['77,533', '']"
12683,r176,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,175,"['77,364', '']","['0', '']","['77,364', '']"
12683,r177,All institutions -> American U.,All institutions,American U.,2,176,"['76,041', '']","['0', '']","['76,041', '']"
12683,r178,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,177,"['75,034', '']","['0', '']","['75,034', '']"
12683,r179,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,178,"['72,405', '']","['0', '']","['72,405', '']"
12683,r180,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,179,"['71,340', '']","['0', '']","['71,340', '']"
12683,r181,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,180,"['71,334', '']","['0', '']","['71,334', '']"
12683,r182,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,181,"['70,978', '']","['0', '']","['70,978', '']"
12683,r183,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,182,"['66,520', '']","['11,073', '']","['77,593', '']"
12683,r184,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,183,"['66,353', '']","['0', '']","['66,353', '']"
12683,r185,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,184,"['65,159', '']","['0', '']","['65,159', '']"
12683,r186,"All institutions -> U. California, Office of the President",All institutions,"U. California, Office of the President",2,185,"['63,629', '']","['0', '']","['63,629', '']"
12683,r187,All institutions -> North Carolina A&T State U.,All institutions,North Carolina A&T State U.,2,186,"['62,307', '']","['0', '']","['62,307', '']"
12683,r188,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,187,"['62,279', '']","['0', '']","['62,279', '']"
12683,r189,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,188,"['61,496', '']","['0', '']","['61,496', '']"
12683,r190,All institutions -> Howard U.,All institutions,Howard U.,2,189,"['61,466', '']","['23,290', '']","['84,756', '']"
12683,r191,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,190,"['60,712', '']","['0', '']","['60,712', '']"
12683,r192,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,191,"['60,685', '']","['0', '']","['60,685', '']"
12683,r193,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,192,"['60,419', 'i']","['273,407', 'i']","['333,826', '']"
12683,r194,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,193,"['60,017', '']","['3,142', '']","['63,159', '']"
12683,r195,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,194,"['59,749', '']","['0', '']","['59,749', '']"
12683,r196,All institutions -> Kent State U.,All institutions,Kent State U.,2,195,"['58,984', '']","['0', '']","['58,984', '']"
12683,r197,All institutions -> Air Force Institute of Technology,All institutions,Air Force Institute of Technology,2,196,"['56,848', '']","['0', '']","['56,848', '']"
12683,r198,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,197,"['56,301', '']","['0', '']","['56,301', '']"
12683,r199,"All institutions -> CUNY, Graduate Center",All institutions,"CUNY, Graduate Center",2,198,"['54,089', '']","['0', '']","['54,089', '']"
12683,r200,All institutions -> U. Denver,All institutions,U. Denver,2,199,"['53,484', '']","['0', '']","['53,484', '']"
