table_id,row_id,occupation_full_path,occupation_level_1,occupation_level_2,occupation_level_3,occupation_level_4,occupation_hierarchy_depth,field_all_full_time_employed_median_salary,field_all_full_time_employed_se,field_under_35_median_salary,field_under_35_se,field_35_39_median_salary,field_35_39_se,field_40_44_median_salary,field_40_44_se,field_45_49_median_salary,field_45_49_se,field_50_54_median_salary,field_50_54_se,field_55_59_median_salary,field_55_59_se,field_60_64_median_salary,field_60_64_se,field_65_75_median_salary,field_65_75_se
3738,r011,"All occupations -> Science occupations&#160; -> Biological, agricultural, and other life scientist&#160; -> Other biological, agricultural, life scientist",All occupations,Science occupations&#160;,"Biological, agricultural, and other life scientist&#160;","Other biological, agricultural, life scientist",4,109000,2500,78000,2500,95000,3500,119000,2500,135000,11500,134000,5500,134000,13000,143000,15000,127000,25000
3738,r012,All occupations -> Science occupations&#160; -> Computer and information scientist&#160;,All occupations,Science occupations&#160;,Computer and information scientist&#160;,,3,149000,2000,146000,4000,148000,4500,150000,2500,146000,5000,148000,3500,150000,2000,143000,7000,136000,6000
3738,r013,All occupations -> Science occupations&#160; -> Computer and information scientist&#160; -> Computer and information scientist,All occupations,Science occupations&#160;,Computer and information scientist&#160;,Computer and information scientist,4,153000,2500,149000,1500,159000,4500,159000,4500,162000,7500,150000,2000,152000,9500,149000,4000,139000,5000
3738,r014,"All occupations -> Science occupations&#160; -> Computer and information scientist&#160; -> Postsecondary teachers, computer science",All occupations,Science occupations&#160;,Computer and information scientist&#160;,"Postsecondary teachers, computer science",4,101000,3500,85000,4000,95000,4500,100000,5500,103000,4000,106000,14000,111000,12000,108000,9500,120000,6500
3738,r015,All occupations -> Science occupations&#160; -> Mathematical scientist&#160;,All occupations,Science occupations&#160;,Mathematical scientist&#160;,,3,114000,2500,100000,4000,112000,6500,114000,5500,111000,6500,109000,4500,118000,5500,120000,10500,126000,7000
3738,r016,All occupations -> Science occupations&#160; -> Mathematical scientist&#160; -> Mathematical scientist,All occupations,Science occupations&#160;,Mathematical scientist&#160;,Mathematical scientist,4,140000,3500,130000,4000,137000,4000,149000,8000,139000,9500,149000,6500,157000,13500,160000,8000,156000,11500
3738,r017,"All occupations -> Science occupations&#160; -> Mathematical scientist&#160; -> Postsecondary teachers, mathematics, statistics",All occupations,Science occupations&#160;,Mathematical scientist&#160;,"Postsecondary teachers, mathematics, statistics",4,87000,2000,68000,4000,70000,4000,84000,4500,90000,3500,85000,4500,100000,1500,99000,5500,116000,6500
3738,r018,All occupations -> Science occupations&#160; -> Physical scientist&#160;,All occupations,Science occupations&#160;,Physical scientist&#160;,,3,102000,2500,80000,2500,86000,3500,99000,1500,110000,4000,113000,5500,128000,3500,129000,7000,127000,4000
3738,r019,"All occupations -> Science occupations&#160; -> Physical scientist&#160; -> Chemists, except biochemist",All occupations,Science occupations&#160;,Physical scientist&#160;,"Chemists, except biochemist",4,120000,1500,89000,2500,103000,7000,121000,4000,135000,8000,132000,8500,139000,3000,140000,6000,135000,4500
3738,r020,"All occupations -> Science occupations&#160; -> Physical scientist&#160; -> Earth, atmospheric, ocean scientist",All occupations,Science occupations&#160;,Physical scientist&#160;,"Earth, atmospheric, ocean scientist",4,110000,1500,73000,3000,90000,4000,104000,7000,112000,12000,126000,8500,144000,3500,145000,8000,136000,19500
3738,r021,"All occupations -> Science occupations&#160; -> Physical scientist&#160; -> Physicists, astronomers",All occupations,Science occupations&#160;,Physical scientist&#160;,"Physicists, astronomers",4,130000,1500,70000,6000,114000,13500,137000,6000,133000,7000,148000,7500,164000,6000,165000,3500,148000,12500
3738,r022,"All occupations -> Science occupations&#160; -> Physical scientist&#160; -> Postsecondary teachers, chemistry",All occupations,Science occupations&#160;,Physical scientist&#160;,"Postsecondary teachers, chemistry",4,80000,2000,62000,2500,70000,2000,73000,6000,79000,4000,80000,3500,90000,6500,82000,9500,111000,22000
3738,r023,"All occupations -> Science occupations&#160; -> Physical scientist&#160; -> Postsecondary teachers, physics",All occupations,Science occupations&#160;,Physical scientist&#160;,"Postsecondary teachers, physics",4,92000,3000,77000,11000,76000,3000,80000,4500,92000,10000,97000,10000,110000,6000,98000,5000,110000,13500
3738,r024,"All occupations -> Science occupations&#160; -> Physical scientist&#160; -> Postsecondary teachers, other physical science",All occupations,Science occupations&#160;,Physical scientist&#160;,"Postsecondary teachers, other physical science",4,90000,1500,75000,6500,75000,4500,84000,2500,85000,4000,99000,12000,99000,2500,105000,10500,112000,14500
3738,r025,All occupations -> Science occupations&#160; -> Physical scientist&#160; -> Other physical scientist,All occupations,Science occupations&#160;,Physical scientist&#160;,Other physical scientist,4,125000,4000,99000,11000,107000,9500,105000,10500,110000,10500,159000,8000,139000,5000,157000,9000,157000,30500
3738,r026,All occupations -> Science occupations&#160; -> Psychologist&#160;,All occupations,Science occupations&#160;,Psychologist&#160;,,3,100000,500,86000,3000,89000,2500,100000,1500,98000,3000,105000,2000,103000,3000,110000,6000,112000,6000
3738,r027,All occupations -> Science occupations&#160; -> Psychologist&#160; -> Psychologist,All occupations,Science occupations&#160;,Psychologist&#160;,Psychologist,4,103000,1500,92000,2500,97000,3000,104000,3000,100000,6000,110000,5000,110000,6000,110000,3500,114000,7500
3738,r028,"All occupations -> Science occupations&#160; -> Psychologist&#160; -> Postsecondary teachers, psychology",All occupations,Science occupations&#160;,Psychologist&#160;,"Postsecondary teachers, psychology",4,85000,1000,70000,2000,74000,3500,82000,2000,90000,4000,90000,4000,85000,3500,100000,6000,110000,5500
3738,r029,All occupations -> Science occupations&#160; -> Social scientist&#160;,All occupations,Science occupations&#160;,Social scientist&#160;,,3,99000,1500,93000,3500,85000,2500,88000,3000,100000,2000,106000,3000,104000,5000,105000,2500,110000,6000
3738,r030,All occupations -> Science occupations&#160; -> Social scientist&#160; -> Economist,All occupations,Science occupations&#160;,Social scientist&#160;,Economist,4,149000,4000,128000,3500,144000,6500,141000,10500,160000,5000,173000,22000,161000,12000,160000,18500,143000,22500
3738,r031,All occupations -> Science occupations&#160; -> Social scientist&#160; -> Political scientist,All occupations,Science occupations&#160;,Social scientist&#160;,Political scientist,4,134000,10500,93000,10500,105000,18000,134000,8500,127000,28500,144000,47500,,,,,,
3738,r032,"All occupations -> Science occupations&#160; -> Social scientist&#160; -> Postsecondary teachers, economics",All occupations,Science occupations&#160;,Social scientist&#160;,"Postsecondary teachers, economics",4,110000,3500,117000,11000,109000,6000,100000,2000,116000,5000,120000,19500,116000,14000,106000,2500,116000,4500
3738,r033,"All occupations -> Science occupations&#160; -> Social scientist&#160; -> Postsecondary teachers, political science",All occupations,Science occupations&#160;,Social scientist&#160;,"Postsecondary teachers, political science",4,88000,4500,71000,3500,74000,3500,71000,4000,94000,10000,99000,4000,100000,7500,91000,9500,104000,7500
3738,r034,"All occupations -> Science occupations&#160; -> Social scientist&#160; -> Postsecondary teachers, sociology",All occupations,Science occupations&#160;,Social scientist&#160;,"Postsecondary teachers, sociology",4,83000,2500,64000,5000,72000,4500,73000,3500,85000,4000,87000,5500,89000,5500,107000,20500,94000,18500
3738,r035,"All occupations -> Science occupations&#160; -> Social scientist&#160; -> Postsecondary teachers, other social sciences",All occupations,Science occupations&#160;,Social scientist&#160;,"Postsecondary teachers, other social sciences",4,84000,2000,70000,3500,75000,5000,76000,2500,85000,5500,94000,2000,97000,4500,94000,7500,98000,8500
3738,r036,"All occupations -> Science occupations&#160; -> Social scientist&#160; -> Sociologist, anthropologist",All occupations,Science occupations&#160;,Social scientist&#160;,"Sociologist, anthropologist",4,89000,6000,70000,6500,72000,6500,79000,13000,94000,7000,80000,22000,103000,9500,97000,28000,88000,7500
3738,r037,All occupations -> Science occupations&#160; -> Social scientist&#160; -> Other social scientist,All occupations,Science occupations&#160;,Social scientist&#160;,Other social scientist,4,106000,4500,87000,5500,89000,3500,102000,4500,117000,6500,139000,7000,120000,13000,118000,16500,152000,39500
3738,r038,All occupations -> Engineering occupations&#160;&#160;,All occupations,Engineering occupations&#160;&#160;,,,2,130000,500,108000,2500,120000,1000,129000,2000,140000,2000,152000,3500,144000,5000,150000,5500,149000,7000
3738,r039,"All occupations -> Engineering occupations&#160;&#160; -> Aerospace, aeronautical, astronautical engineer",All occupations,Engineering occupations&#160;&#160;,"Aerospace, aeronautical, astronautical engineer",,3,149000,1500,112000,1500,126000,7500,147000,4000,153000,9000,157000,4500,154000,7000,186000,11500,160000,5500
3738,r040,All occupations -> Engineering occupations&#160;&#160; -> Chemical engineer,All occupations,Engineering occupations&#160;&#160;,Chemical engineer,,3,137000,4500,108000,4500,125000,7500,120000,8000,157000,4000,188000,13500,155000,8500,149000,8500,160000,19000
3738,r041,"All occupations -> Engineering occupations&#160;&#160; -> Civil, architectural, sanitary engineer",All occupations,Engineering occupations&#160;&#160;,"Civil, architectural, sanitary engineer",,3,109000,5000,85000,3000,95000,4000,101000,4500,108000,7000,136000,12000,131000,12500,163000,26000,141000,16000
3738,r042,All occupations -> Engineering occupations&#160;&#160; -> Electrical engineer,All occupations,Engineering occupations&#160;&#160;,Electrical engineer,,3,149000,1000,129000,4000,136000,5000,159000,9500,170000,6000,168000,4500,160000,2500,149000,13500,148000,9500
3738,r043,All occupations -> Engineering occupations&#160;&#160; -> Industrial engineers,All occupations,Engineering occupations&#160;&#160;,Industrial engineers,,3,119000,3500,110000,16500,120000,10500,112000,21500,131000,25500,120000,13500,140000,48000,110000,9500,S,S
3738,r044,All occupations -> Engineering occupations&#160;&#160; -> Mechanical engineer,All occupations,Engineering occupations&#160;&#160;,Mechanical engineer,,3,129000,3500,100000,3000,116000,4000,130000,6500,133000,14500,150000,18500,143000,9500,130000,9000,154000,19500
3738,r045,"All occupations -> Engineering occupations&#160;&#160; -> Postsecondary teacher, engineering",All occupations,Engineering occupations&#160;&#160;,"Postsecondary teacher, engineering",,3,108000,2500,84000,2500,95000,2000,103000,4000,110000,3500,120000,4000,115000,3500,126000,9500,125000,10000
3738,r046,All occupations -> Engineering occupations&#160;&#160; -> Other engineer,All occupations,Engineering occupations&#160;&#160;,Other engineer,,3,130000,500,105000,3000,120000,4000,125000,3500,141000,7000,149000,5500,149000,10500,155000,7500,152000,13000
3738,r047,All occupations -> S&E-related occupations&#160;,All occupations,S&E-related occupations&#160;,,,2,130000,500,82000,3000,104000,4000,130000,5000,139000,2000,149000,5000,146000,6000,142000,8500,153000,9000
3738,r048,"All occupations -> S&E-related occupations&#160; -> Health occupations, except postsecondary teachers and managers",All occupations,S&E-related occupations&#160;,"Health occupations, except postsecondary teachers and managers",,3,139000,3500,68000,3500,98000,5500,139000,8000,169000,31500,193000,19500,181000,8500,169000,18000,188000,17500
3738,r049,"All occupations -> S&E-related occupations&#160; -> Postsecondary teacher, health and related science",All occupations,S&E-related occupations&#160;,"Postsecondary teacher, health and related science",,3,105000,2500,79000,4000,90000,2000,109000,2500,109000,7500,108000,6500,115000,5000,105000,4500,117000,6000
3738,r050,"All occupations -> S&E-related occupations&#160; -> S&E managers, including health",All occupations,S&E-related occupations&#160;,"S&E managers, including health",,3,164000,4000,116000,5000,130000,4500,149000,5000,168000,8000,175000,4500,178000,7000,191000,9000,197000,2500
3738,r051,All occupations -> S&E-related occupations&#160; -> S&E precollege teachers,All occupations,S&E-related occupations&#160;,S&E precollege teachers,,3,63000,2500,53000,7000,55000,3500,60000,4000,66000,10000,74000,6500,64000,6000,60000,11000,49000,7000
3738,r052,All occupations -> S&E-related occupations&#160; -> S&E technicians/ technologists,All occupations,S&E-related occupations&#160;,S&E technicians/ technologists,,3,129000,3500,109000,5500,125000,13500,131000,11500,131000,6500,147000,12500,134000,23500,146000,22000,94000,25500
3738,r053,All occupations -> S&E-related occupations&#160; -> Other S&E-related occupation,All occupations,S&E-related occupations&#160;,Other S&E-related occupation,,3,132000,8500,S,S,142000,15000,,,,,125000,29500,,,,,,
3738,r054,All occupations -> Non-S&E occupations&#160;,All occupations,Non-S&E occupations&#160;,,,2,138000,3500,99000,3000,115000,5000,129000,1500,145000,5000,150000,2500,165000,4500,150000,6500,137000,6500
3738,r055,"All occupations -> Non-S&E occupations&#160; -> Arts, humanities-related occupation",All occupations,Non-S&E occupations&#160;,"Arts, humanities-related occupation",,3,93000,3500,90000,4000,93000,2500,89000,6500,93000,6000,116000,17000,121000,12500,90000,9000,50000,19500
3738,r056,All occupations -> Non-S&E occupations&#160; -> Management-related occupation,All occupations,Non-S&E occupations&#160;,Management-related occupation,,3,140000,5500,113000,4500,125000,6000,148000,6000,145000,6500,152000,7000,159000,9000,148000,7000,129000,15000
3738,r057,All occupations -> Non-S&E occupations&#160; -> Non-S&E managers,All occupations,Non-S&E occupations&#160;,Non-S&E managers,,3,179000,3500,118000,15500,125000,6000,149000,6000,190000,8000,185000,7000,199000,3500,199000,8500,179000,9000
3738,r058,All occupations -> Non-S&E occupations&#160; -> Non-S&E postsecondary teachers,All occupations,Non-S&E occupations&#160;,Non-S&E postsecondary teachers,,3,100000,2000,80000,7000,83000,6500,88000,6000,98000,7500,99000,3500,109000,9500,104000,8500,113000,8000
3738,r059,All occupations -> Non-S&E occupations&#160; -> Non-S&E precollege/ other teachers,All occupations,Non-S&E occupations&#160;,Non-S&E precollege/ other teachers,,3,68000,4000,60000,11500,60000,16500,71000,20000,70000,12500,78000,5500,68000,2500,70000,26500,S,S
3738,r060,"All occupations -> Non-S&E occupations&#160; -> Sales, marketing occupation",All occupations,Non-S&E occupations&#160;,"Sales, marketing occupation",,3,120000,5000,102000,8500,119000,7000,130000,8500,149000,8500,146000,18000,112000,23500,131000,25000,76000,12000
3738,r061,All occupations -> Non-S&E occupations&#160; -> Social service-related occupation,All occupations,Non-S&E occupations&#160;,Social service-related occupation,,3,74000,5000,68000,14500,61000,7000,57000,13000,70000,13500,61000,14500,83000,8500,73000,6500,88000,9500
3738,r062,All occupations -> Non-S&E occupations&#160; -> Other non-S&E occupation,All occupations,Non-S&E occupations&#160;,Other non-S&E occupation,,3,125000,6000,86000,12500,121000,14000,126000,10000,148000,29500,141000,30500,115000,27000,127000,11500,100000,19500
