table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_foreign_companies_subsidiariesa,field_foreign_companies_company_s_parent,field_foreign_companies_unaffiliated_companies,field_foreign_government_agencies,field_foreign_universities_colleges_and_academic_researchers,field_all_other
6659,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['130', '']","['14', '']","['57 - 117', '']","['0 - 58', '']","['*', '']","['0', '']","['0', '']"
6659,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['17,144', '']","['13,501', '']","['3,283', '']","['321', '']","['36', '']","['0 - 2', 'i']","['2 - 6', '']"
6659,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['3,941', 'i']","['3,593 - 3,767', 'i']","['124 - 297', '']","['0 - 53', '']","['*', 'i']","['0', '']","['*', 'i']"
6659,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['3,485', '']","['964', '']","['2,379', '']","['142', '']","['0', '']","['0 - 2', 'i']","['0 - 2', 'i']"
6659,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['994', '']","['218', '']","['609', '']","['128', 'i']","['36', '']","['0', '']","['3', '']"
6659,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['266', '']","['74', '']","['192', '']","['*', 'i']","['0', '']","['0', '']","['0', '']"
6659,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['504', '']","['17', 'i']","['332', '']","['119', 'i']","['33', '']","['0', '']","['3', '']"
6659,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['224', '']","['127', '']","['85', '']","['9', '']","['3', '']","['0', '']","['0', '']"
6659,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['8,724', '']","['8,554 - 8,725', '']","['0 - 170', '']","['0 - 53', '']","['*', 'i']","['0', '']","['0', '']"
6659,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['403', '']","['86', '']","['315', '']","['2', '']","['0', '']","['0', '']","['0', '']"
6659,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['3,306', '']","['196', '']","['2,778', '']","['242', '']","['82', 'i']","['0', '']","['9', 'i']"
6659,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['2,898', '']","['144', '']","['2,564', '']","['190', '']","['*', 'i']","['0', '']","['*', 'i']"
6659,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['317 - 400', 'i']","['52', 'i']","['124 - 205', 'i']","['52', '']","['82', 'i']","['0', '']","['9', 'i']"
6659,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['317 - 400', 'i']","['52', 'i']","['124 - 205', 'i']","['52', '']","['82', 'i']","['0', '']","['9', 'i']"
6659,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['*', '']","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6659,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6659,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['8 - 91', '']","['0', '']","['8 - 91', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6659,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['4 - 85', '']","['4 - 83', '']","['0', '']","['*', 'i']","['*', 'i']","['0', '']","['*', 'i']"
6659,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['396 - 506', '']","['319 - 398', '']","['72 - 104', '']","['4 - 14', '']","['0', '']","['0', '']","['*', 'i']"
6659,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['397', '']","['320', '']","['73', '']","['5', '']","['0', '']","['0', '']","['*', 'i']"
6659,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['0 - 108', '']","['0 - 78', '']","['0 - 30', '']","['0 - 9', '']","['0', '']","['0', '']","['0', '']"
6659,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['11,477', '']","['7,642', 'i']","['3,273', '']","['532', '']","['5', '']","['4', '']","['21', '']"
6659,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['206', '']","['96', '']","['92', '']","['17', '']","['0', '']","['0', '']","['*', 'i']"
6659,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['7', '']","['0 - 7', '']","['0 - 8', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6659,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['76', 'i']","['0', '']","['76', 'i']","['*', 'i']","['0', '']","['0', '']","['0', '']"
6659,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['232 - 1,209', '']","['195 - 1,173', '']","['35 - 61', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6659,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['2 - 969', '']","['2 - 969', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6659,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['5,956', 'i']","['5,095', 'i']","['674', '']","['186', '']","['*', 'i']","['0', '']","['*', '']"
6659,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['1,305', '']","['829', 'i']","['345', '']","['131', '']","['*', 'i']","['0', '']","['*', 'i']"
6659,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['*', 'i']","['0', '']","['0', '']","['*', 'i']","['0', '']","['0', '']","['0', '']"
6659,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['1,305', '']","['829', 'i']","['345', '']","['131', '']","['*', 'i']","['0', '']","['*', 'i']"
6659,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['35', '']","['8', '']","['12 - 28', '']","['0 - 14', 'i']","['0', '']","['0', '']","['0', '']"
6659,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['476', '']","['255', '']","['178', '']","['43', '']","['0', '']","['0', '']","['*', '']"
6659,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['4,140', 'i']","['4,003', 'i']","['122 - 138', '']","['0 - 14', 'i']","['0', '']","['0', '']","['0', '']"
6659,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['1,036', '']","['1,036', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6659,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6659,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6659,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6659,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['2,944', '']","['240', '']","['2,362', '']","['312', '']","['5', '']","['4', '']","['21', '']"
6659,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['113', '']","['41', '']","['44', '']","['14', '']","['3', '']","['3', '']","['8', '']"
6659,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['1,581', '']","['78', '']","['1,491', '']","['12', '']","['*', 'i']","['*', 'i']","['0', '']"
6659,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['1,112', 'i']","['94', '']","['760', 'i']","['242', '']","['2', '']","['1', 'i']","['13', 'i']"
6659,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology,5,541711,"['283', 'i']","['8', '']","['231', 'i']","['38', '']","['1', '']","['0', '']","['6', 'i']"
6659,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except biotechnology)",5,541712,"['829', 'i']","['86', '']","['530', 'i']","['204', '']","['1', '']","['1', 'i']","['7', '']"
6659,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6659,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['139', '']","['28', '']","['67', '']","['44', '']","['0', '']","['*', '']","['*', 'i']"
6659,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['4', '']","['0', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']"
6659,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['42', '']","['0 - 31', '']","['0 - 29', '']","['12', '']","['*', 'i']","['0', '']","['0', '']"
6659,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['46,840', '']","['27,117', '']","['17,563', '']","['1,991', '']","['123', '']","['3 - 16', '']","['32 - 44', '']"
6659,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
6659,r075,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>b</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>b</sup>,,,3,–,"['199', 'i']","['48', '']","['99', 'i']","['42', 'i']","['1', '']","['3', '']","['6', 'i']"
6659,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['782', '']","['115', '']","['595', '']","['65', 'i']","['4', '']","['0 - 6', '']","['0 - 6', '']"
6659,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
6659,r078,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['1,027', '']","['240', '']","['573', '']","['211', '']","['*', '']","['0 - 5', '']","['0 - 5', '']"
6659,r079,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['1,716', '']","['560', '']","['1,060', '']","['87', '']","['*', '']","['0 - 11', 'i']","['0 - 11', '']"
6659,r080,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
6659,r081,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['1,716', '']","['303', '']","['1,216', '']","['189', '']","['*', 'i']","['0', '']","['8', '']"
6659,r082,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['2,521', '']","['928', '']","['1,439', '']","['153', '']","['*', 'i']","['0', '']","['1', '']"
6659,r083,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['9,904', '']","['2,401', '']","['6,993', '']","['507', '']","['3', '']","['*', '']","['*', 'i']"
6659,r084,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['2,461', '']","['1,318', '']","['795', '']","['346', '']","['*', '']","['0', '']","['2', '']"
6659,r085,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['8,261', '']","['3,306', '']","['4,623', '']","['295', 'i']","['36', '']","['0', '']","['0', '']"
6659,r086,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['18,254', '']","['17,897', '']","['171', '']","['97', '']","['79', 'i']","['0 - 13', 'i']","['0 - 13', 'i']"
