table_id,row_id,time_period,_b_gerd_b_level_1,_b_gerd_b_level_2,_b_gerd_b_level_3,_b_gerd_b_level_4,_b_gerd_b_hierarchy_depth,value
10978,r967,Total OECD,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,NA
10978,r968,Total OECD,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,4.9
10978,r969,Total OECD,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,5.5
10978,r970,Total OECD,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,NA
10978,r971,Total OECD,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,2.6
10978,r972,Total OECD,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,3.4
10978,r973,Total OECD,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,NA
10978,r974,Total OECD,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,4.2
10978,r975,Total OECD,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,3.8
10978,r976,EU-27,GERD,Current PPP dollars,1990,,3,NA
10978,r977,EU-27,GERD,Current PPP dollars,2000,,3,158.82
10978,r978,EU-27,GERD,Current PPP dollars,2010,,3,270.17
10978,r979,EU-27,GERD,Current PPP dollars,2021a,,3,474.11
10978,r980,EU-27,GERD,Constant (2015) PPP dollars,1990,,3,NA
10978,r981,EU-27,GERD,Constant (2015) PPP dollars,2000,,3,230.92
10978,r982,EU-27,GERD,Constant (2015) PPP dollars,2010,,3,301.13
10978,r983,EU-27,GERD,Constant (2015) PPP dollars,2021a,,3,400.17
10978,r984,EU-27,GDP,Current PPP dollars,1990,,3,NA
10978,r985,EU-27,GDP,Current PPP dollars,2000,,3,9478.62
10978,r986,EU-27,GDP,Current PPP dollars,2010,,3,14512.23
10978,r987,EU-27,GDP,Current PPP dollars,2021a,,3,21987.71
10978,r988,EU-27, GERD-to-GDP ratio (%),1990,,,2,NA
10978,r989,EU-27, GERD-to-GDP ratio (%),2000,,,2,1.68
10978,r990,EU-27, GERD-to-GDP ratio (%),2010,,,2,1.86
10978,r991,EU-27, GERD-to-GDP ratio (%),2021a,,,2,2.16
10978,r992,EU-27,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,NA
10978,r993,EU-27,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,5.5
10978,r994,EU-27,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,5.2
10978,r995,EU-27,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,NA
10978,r996,EU-27,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,2.7
10978,r997,EU-27,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,2.6
10978,r998,EU-27,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,NA
10978,r999,EU-27,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,4.4
10978,r1000,EU-27,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,3.8
10978,r1001,Non-OECD -> Argentina,GERD,Current PPP dollars,1990,,3,NA
10978,r1002,Non-OECD -> Argentina,GERD,Current PPP dollars,2000,,3,1.88
10978,r1003,Non-OECD -> Argentina,GERD,Current PPP dollars,2010,,3,4.16
10978,r1004,Non-OECD -> Argentina,GERD,Current PPP dollars,2021a,,3,5.61
10978,r1005,Non-OECD -> Argentina,GERD,Constant (2015) PPP dollars,1990,,3,NA
10978,r1006,Non-OECD -> Argentina,GERD,Constant (2015) PPP dollars,2000,,3,2.26
10978,r1007,Non-OECD -> Argentina,GERD,Constant (2015) PPP dollars,2010,,3,4.55
10978,r1008,Non-OECD -> Argentina,GERD,Constant (2015) PPP dollars,2021a,,3,4.29
10978,r1009,Non-OECD -> Argentina,GDP,Current PPP dollars,1990,,3,262.14
10978,r1010,Non-OECD -> Argentina,GDP,Current PPP dollars,2000,,3,478.43
10978,r1011,Non-OECD -> Argentina,GDP,Current PPP dollars,2010,,3,736.8
10978,r1012,Non-OECD -> Argentina,GDP,Current PPP dollars,2021a,,3,1083.36
10978,r1013,Non-OECD -> Argentina, GERD-to-GDP ratio (%),1990,,,2,NA
10978,r1014,Non-OECD -> Argentina, GERD-to-GDP ratio (%),2000,,,2,0.39
10978,r1015,Non-OECD -> Argentina, GERD-to-GDP ratio (%),2010,,,2,0.56
10978,r1016,Non-OECD -> Argentina, GERD-to-GDP ratio (%),2021a,,,2,0.52
10978,r1017,Non-OECD -> Argentina,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,NA
10978,r1018,Non-OECD -> Argentina,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,8.3
10978,r1019,Non-OECD -> Argentina,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,2.8
10978,r1020,Non-OECD -> Argentina,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,NA
10978,r1021,Non-OECD -> Argentina,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,7.2
10978,r1022,Non-OECD -> Argentina,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,-0.5
10978,r1023,Non-OECD -> Argentina,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,6.2
10978,r1024,Non-OECD -> Argentina,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,4.4
10978,r1025,Non-OECD -> Argentina,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,3.6
10978,r1026,Non-OECD -> China,GERD,Current PPP dollars,1990,,3,NA
10978,r1027,Non-OECD -> China,GERD,Current PPP dollars,2000,,3,32.9
10978,r1028,Non-OECD -> China,GERD,Current PPP dollars,2010,,3,212.16
10978,r1029,Non-OECD -> China,GERD,Current PPP dollars,2021a,,3,667.64
10978,r1030,Non-OECD -> China,GERD,Constant (2015) PPP dollars,1990,,3,NA
10978,r1031,Non-OECD -> China,GERD,Constant (2015) PPP dollars,2000,,3,39.81
10978,r1032,Non-OECD -> China,GERD,Constant (2015) PPP dollars,2010,,3,208.28
10978,r1033,Non-OECD -> China,GERD,Constant (2015) PPP dollars,2021a,,3,620.1
10978,r1034,Non-OECD -> China,GDP,Current PPP dollars,1990,,3,1114.09
10978,r1035,Non-OECD -> China,GDP,Current PPP dollars,2000,,3,3683.44
10978,r1036,Non-OECD -> China,GDP,Current PPP dollars,2010,,3,12380.17
10978,r1037,Non-OECD -> China,GDP,Current PPP dollars,2021a,,3,27445.5
10978,r1038,Non-OECD -> China, GERD-to-GDP ratio (%),1990,,,2,NA
10978,r1039,Non-OECD -> China, GERD-to-GDP ratio (%),2000,,,2,0.89
10978,r1040,Non-OECD -> China, GERD-to-GDP ratio (%),2010,,,2,1.71
10978,r1041,Non-OECD -> China, GERD-to-GDP ratio (%),2021a,,,2,2.43
10978,r1042,Non-OECD -> China,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,NA
10978,r1043,Non-OECD -> China,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,20.5
10978,r1044,Non-OECD -> China,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,11.0
10978,r1045,Non-OECD -> China,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,NA
10978,r1046,Non-OECD -> China,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,18.0
10978,r1047,Non-OECD -> China,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,10.4
10978,r1048,Non-OECD -> China,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,12.7
10978,r1049,Non-OECD -> China,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,12.9
10978,r1050,Non-OECD -> China,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,7.5
10978,r1051,Non-OECD -> Romania,GERD,Current PPP dollars,1990,,3,NA
10978,r1052,Non-OECD -> Romania,GERD,Current PPP dollars,2000,,3,0.48
10978,r1053,Non-OECD -> Romania,GERD,Current PPP dollars,2010,,3,1.57
10978,r1054,Non-OECD -> Romania,GERD,Current PPP dollars,2021a,,3,3.28
10978,r1055,Non-OECD -> Romania,GERD,Constant (2015) PPP dollars,1990,,3,NA
10978,r1056,Non-OECD -> Romania,GERD,Constant (2015) PPP dollars,2000,,3,0.9
10978,r1057,Non-OECD -> Romania,GERD,Constant (2015) PPP dollars,2010,,3,1.67
10978,r1058,Non-OECD -> Romania,GERD,Constant (2015) PPP dollars,2021a,,3,2.53
10978,r1059,Non-OECD -> Romania,GDP,Current PPP dollars,1990,,3,129.77
10978,r1060,Non-OECD -> Romania,GDP,Current PPP dollars,2000,,3,131.27
10978,r1061,Non-OECD -> Romania,GDP,Current PPP dollars,2010,,3,351.4
10978,r1062,Non-OECD -> Romania,GDP,Current PPP dollars,2021a,,3,693.44
10978,r1063,Non-OECD -> Romania, GERD-to-GDP ratio (%),1990,,,2,NA
10978,r1064,Non-OECD -> Romania, GERD-to-GDP ratio (%),2000,,,2,0.37
10978,r1065,Non-OECD -> Romania, GERD-to-GDP ratio (%),2010,,,2,0.45
10978,r1066,Non-OECD -> Romania, GERD-to-GDP ratio (%),2021a,,,2,0.47
10978,r1067,Non-OECD -> Romania,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,NA
10978,r1068,Non-OECD -> Romania,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,12.6
10978,r1069,Non-OECD -> Romania,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,6.9
10978,r1070,Non-OECD -> Romania,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,NA
10978,r1071,Non-OECD -> Romania,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,6.3
10978,r1072,Non-OECD -> Romania,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,3.9
10978,r1073,Non-OECD -> Romania,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,0.1
10978,r1074,Non-OECD -> Romania,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,10.3
10978,r1075,Non-OECD -> Romania,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,6.4
10978,r1076,Non-OECD -> Russia (2020),GERD,Current PPP dollars,1990,,3,24.11
10978,r1077,Non-OECD -> Russia (2020),GERD,Current PPP dollars,2000,,3,10.5
10978,r1078,Non-OECD -> Russia (2020),GERD,Current PPP dollars,2010,,3,33.08
10978,r1079,Non-OECD -> Russia (2020),GERD,Current PPP dollars,2021a,,3,47.95
10978,r1080,Non-OECD -> Russia (2020),GERD,Constant (2015) PPP dollars,1990,,3,60.98
10978,r1081,Non-OECD -> Russia (2020),GERD,Constant (2015) PPP dollars,2000,,3,19.76
10978,r1082,Non-OECD -> Russia (2020),GERD,Constant (2015) PPP dollars,2010,,3,34.05
10978,r1083,Non-OECD -> Russia (2020),GERD,Constant (2015) PPP dollars,2021a,,3,40.32
10978,r1084,Non-OECD -> Russia (2020),GDP,Current PPP dollars,1990,,3,1274.54
10978,r1085,Non-OECD -> Russia (2020),GDP,Current PPP dollars,2000,,3,1073.59
10978,r1086,Non-OECD -> Russia (2020),GDP,Current PPP dollars,2010,,3,3143.87
10978,r1087,Non-OECD -> Russia (2020),GDP,Current PPP dollars,2021a,,3,4367.29
10978,r1088,Non-OECD -> Russia (2020), GERD-to-GDP ratio (%),1990,,,2,1.89
10978,r1089,Non-OECD -> Russia (2020), GERD-to-GDP ratio (%),2000,,,2,0.98
10978,r1090,Non-OECD -> Russia (2020), GERD-to-GDP ratio (%),2010,,,2,1.05
10978,r1091,Non-OECD -> Russia (2020), GERD-to-GDP ratio (%),2021a,,,2,1.1
10978,r1092,Non-OECD -> Russia (2020),Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,-8.0
10978,r1093,Non-OECD -> Russia (2020),Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,12.2
10978,r1094,Non-OECD -> Russia (2020),Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,3.8
10978,r1095,Non-OECD -> Russia (2020),Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,-10.7
10978,r1096,Non-OECD -> Russia (2020),Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,5.6
10978,r1097,Non-OECD -> Russia (2020),Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,1.7
10978,r1098,Non-OECD -> Russia (2020),Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,-1.7
10978,r1099,Non-OECD -> Russia (2020),Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,11.3
10978,r1100,Non-OECD -> Russia (2020),Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,3.3
10978,r1101,Non-OECD -> Singapore (2020),GERD,Current PPP dollars,1990,,3,NA
10978,r1102,Non-OECD -> Singapore (2020),GERD,Current PPP dollars,2000,,3,3.2
10978,r1103,Non-OECD -> Singapore (2020),GERD,Current PPP dollars,2010,,3,7.38
10978,r1104,Non-OECD -> Singapore (2020),GERD,Current PPP dollars,2021a,,3,12.37
10978,r1105,Non-OECD -> Singapore (2020),GERD,Constant (2015) PPP dollars,1990,,3,NA
10978,r1106,Non-OECD -> Singapore (2020),GERD,Constant (2015) PPP dollars,2000,,3,3.99
10978,r1107,Non-OECD -> Singapore (2020),GERD,Constant (2015) PPP dollars,2010,,3,7.45
10978,r1108,Non-OECD -> Singapore (2020),GERD,Constant (2015) PPP dollars,2021a,,3,11.44
10978,r1109,Non-OECD -> Singapore (2020),GDP,Current PPP dollars,1990,,3,72.56
10978,r1110,Non-OECD -> Singapore (2020),GDP,Current PPP dollars,2000,,3,176.32
10978,r1111,Non-OECD -> Singapore (2020),GDP,Current PPP dollars,2010,,3,382.73
10978,r1112,Non-OECD -> Singapore (2020),GDP,Current PPP dollars,2021a,,3,558.07
10978,r1113,Non-OECD -> Singapore (2020), GERD-to-GDP ratio (%),1990,,,2,NA
10978,r1114,Non-OECD -> Singapore (2020), GERD-to-GDP ratio (%),2000,,,2,1.82
10978,r1115,Non-OECD -> Singapore (2020), GERD-to-GDP ratio (%),2010,,,2,1.93
10978,r1116,Non-OECD -> Singapore (2020), GERD-to-GDP ratio (%),2021a,,,2,2.22
10978,r1117,Non-OECD -> Singapore (2020),Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,NA
10978,r1118,Non-OECD -> Singapore (2020),Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,8.7
10978,r1119,Non-OECD -> Singapore (2020),Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,5.3
10978,r1120,Non-OECD -> Singapore (2020),Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,NA
10978,r1121,Non-OECD -> Singapore (2020),Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,6.4
10978,r1122,Non-OECD -> Singapore (2020),Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,4.4
10978,r1123,Non-OECD -> Singapore (2020),Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,9.3
10978,r1124,Non-OECD -> Singapore (2020),Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,8.1
10978,r1125,Non-OECD -> Singapore (2020),Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,3.8
10978,r1126,Non-OECD -> South Africa (2020),GERD,Current PPP dollars,1990,,3,NA
10978,r1127,Non-OECD -> South Africa (2020),GERD,Current PPP dollars,2000,,3,NA
10978,r1128,Non-OECD -> South Africa (2020),GERD,Current PPP dollars,2010,,3,4.38
10978,r1129,Non-OECD -> South Africa (2020),GERD,Current PPP dollars,2021a,,3,4.8
10978,r1130,Non-OECD -> South Africa (2020),GERD,Constant (2015) PPP dollars,1990,,3,NA
10978,r1131,Non-OECD -> South Africa (2020),GERD,Constant (2015) PPP dollars,2000,,3,NA
10978,r1132,Non-OECD -> South Africa (2020),GERD,Constant (2015) PPP dollars,2010,,3,4.52
10978,r1133,Non-OECD -> South Africa (2020),GERD,Constant (2015) PPP dollars,2021a,,3,4.46
10978,r1134,Non-OECD -> South Africa (2020),GDP,Current PPP dollars,1990,,3,260.34
10978,r1135,Non-OECD -> South Africa (2020),GDP,Current PPP dollars,2000,,3,381.72
10978,r1136,Non-OECD -> South Africa (2020),GDP,Current PPP dollars,2010,,3,661.39
10978,r1137,Non-OECD -> South Africa (2020),GDP,Current PPP dollars,2021a,,3,796.45
10978,r1138,Non-OECD -> South Africa (2020), GERD-to-GDP ratio (%),1990,,,2,NA
10978,r1139,Non-OECD -> South Africa (2020), GERD-to-GDP ratio (%),2000,,,2,NA
10978,r1140,Non-OECD -> South Africa (2020), GERD-to-GDP ratio (%),2010,,,2,0.66
10978,r1141,Non-OECD -> South Africa (2020), GERD-to-GDP ratio (%),2021a,,,2,0.6
10978,r1142,Non-OECD -> South Africa (2020),Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,NA
10978,r1143,Non-OECD -> South Africa (2020),Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,NA
10978,r1144,Non-OECD -> South Africa (2020),Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,0.9
10978,r1145,Non-OECD -> South Africa (2020),Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,NA
10978,r1146,Non-OECD -> South Africa (2020),Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,NA
10978,r1147,Non-OECD -> South Africa (2020),Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,-0.1
10978,r1148,Non-OECD -> South Africa (2020),Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,3.9
10978,r1149,Non-OECD -> South Africa (2020),Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,5.7
10978,r1150,Non-OECD -> South Africa (2020),Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,1.9
10978,r1151,Non-OECD -> Taiwan,GERD,Current PPP dollars,1990,,3,NA
10978,r1152,Non-OECD -> Taiwan,GERD,Current PPP dollars,2000,,3,9.15
10978,r1153,Non-OECD -> Taiwan,GERD,Current PPP dollars,2010,,3,25.04
10978,r1154,Non-OECD -> Taiwan,GERD,Current PPP dollars,2021a,,3,55.56
10978,r1155,Non-OECD -> Taiwan,GERD,Constant (2015) PPP dollars,1990,,3,NA
10978,r1156,Non-OECD -> Taiwan,GERD,Constant (2015) PPP dollars,2000,,3,12.1
10978,r1157,Non-OECD -> Taiwan,GERD,Constant (2015) PPP dollars,2010,,3,26.89
10978,r1158,Non-OECD -> Taiwan,GERD,Constant (2015) PPP dollars,2021a,,3,51.23
10978,r1159,Non-OECD -> Taiwan,GDP,Current PPP dollars,1990,,3,204.0
10978,r1160,Non-OECD -> Taiwan,GDP,Current PPP dollars,2000,,3,478.09
10978,r1161,Non-OECD -> Taiwan,GDP,Current PPP dollars,2010,,3,889.5
10978,r1162,Non-OECD -> Taiwan,GDP,Current PPP dollars,2021a,,3,1471.83
10978,r1163,Non-OECD -> Taiwan, GERD-to-GDP ratio (%),1990,,,2,NA
10978,r1164,Non-OECD -> Taiwan, GERD-to-GDP ratio (%),2000,,,2,1.91
10978,r1165,Non-OECD -> Taiwan, GERD-to-GDP ratio (%),2010,,,2,2.82
10978,r1166,Non-OECD -> Taiwan, GERD-to-GDP ratio (%),2021a,,,2,3.77
10978,r1167,Non-OECD -> Taiwan,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,1990–2000,4,NA
10978,r1168,Non-OECD -> Taiwan,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2000–10,4,10.6
10978,r1169,Non-OECD -> Taiwan,Longer-term growth rates,GERD compound annual growth rate,Current PPP dollars,2010–21a,4,7.5
10978,r1170,Non-OECD -> Taiwan,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,1990–2000,4,NA
10978,r1171,Non-OECD -> Taiwan,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2000–10,4,8.3
10978,r1172,Non-OECD -> Taiwan,Longer-term growth rates,GERD compound annual growth rate,Constant (2015) PPP dollars,2010–21a,4,6.0
10978,r1173,Non-OECD -> Taiwan,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,1990–2000,4,8.9
10978,r1174,Non-OECD -> Taiwan,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2000–10,4,6.4
10978,r1175,Non-OECD -> Taiwan,Longer-term growth rates,GDP compound annual growth rate,Current PPP dollars,2010–21a,4,4.7
