table_id,row_id,business_activity_sup_a_sup_full_path,business_activity_sup_a_sup_level_1,business_activity_sup_a_sup_level_2,business_activity_sup_a_sup_hierarchy_depth,field_business_codeb,field_total,field_paid_for_by_the_company,field_paid_for_by_others
2046,r029,All business activities -> Fabricated metal products manufacturing,All business activities,Fabricated metal products manufacturing,2,33200,"['2,616', '  ']","['2,319', '  ']","['297', '  ']"
2046,r030,All business activities -> Agricultural machinery and equipment manufacturing,All business activities,Agricultural machinery and equipment manufacturing,2,33311,"['1,227', '  ']","['1,171', '  ']","['56', 'i ']"
2046,r031,All business activities -> Construction machinery manufacturing,All business activities,Construction machinery manufacturing,2,33312,"['1,190', '  ']","['1,180', '  ']","['10', '  ']"
2046,r032,"All business activities -> Mining, oil, and gas field machinery and equipment manufacturing",All business activities,"Mining, oil, and gas field machinery and equipment manufacturing",2,33319,"['1,242', '  ']","['1,181', '  ']","['60', '  ']"
2046,r033,All business activities -> Semiconductor machinery manufacturing,All business activities,Semiconductor machinery manufacturing,2,33321,"['3,663', '  ']","['3,199', '  ']","['465', '  ']"
2046,r034,All business activities -> Industrial machinery manufacturing (except semiconductor machinery),All business activities,Industrial machinery manufacturing (except semiconductor machinery),2,33322,"['1,019', '  ']","['943', '  ']","['76', '  ']"
2046,r035,All business activities -> Photographic and photocopying equipment manufacturing,All business activities,Photographic and photocopying equipment manufacturing,2,33331,"['61', '  ']","['47', '  ']","['14', '  ']"
2046,r036,"All business activities -> Commercial, service industry, temperature control, and air-flow control machinery manufacturing",All business activities,"Commercial, service industry, temperature control, and air-flow control machinery manufacturing",2,33332,"['1,814', '  ']","['1,756', '  ']","['59', '  ']"
2046,r037,All business activities -> Digital cameras manufacturing,All business activities,Digital cameras manufacturing,2,33333,"['431', '  ']","['414', '  ']","['17', 'i ']"
2046,r038,"All business activities -> Engine, turbine, and power transmission equipment manufacturing",All business activities,"Engine, turbine, and power transmission equipment manufacturing",2,33360,"['2,489', '  ']","['2,271', '  ']","['218', '  ']"
2046,r039,All business activities -> Metalworking and other general purpose machinery manufacturing,All business activities,Metalworking and other general purpose machinery manufacturing,2,33390,"['2,066', '  ']","['1,925', '  ']","['141', '  ']"
2046,r040,All business activities -> Computers and peripheral equipment manufacturing and magnetic and optical media,All business activities,Computers and peripheral equipment manufacturing and magnetic and optical media,2,33412,"['21,276', '  ']","['21,120', '  ']","['156', '  ']"
2046,r041,"All business activities -> Telephone apparatus manufacturing, including routers, modems, and gateways",All business activities,"Telephone apparatus manufacturing, including routers, modems, and gateways",2,33421,"['7,918', '  ']","['7,914', '  ']","['4', '  ']"
2046,r042,"All business activities -> Radio, television, and wireless communication equipment manufacturing",All business activities,"Radio, television, and wireless communication equipment manufacturing",2,33422,"['4,206', 'i ']","['1,815', '  ']","['2,392', 'i ']"
2046,r043,"All business activities -> Other communication equipment manufacturing (except radio, television, and wireless communication equipment)",All business activities,"Other communication equipment manufacturing (except radio, television, and wireless communication equipment)",2,33429,"['1,551', '  ']","['1,379', '  ']","['172', 'i ']"
2046,r044,All business activities -> Audio and video equipment manufacturing,All business activities,Audio and video equipment manufacturing,2,33430,"['982', '  ']","['962', '  ']","['20', '  ']"
2046,r045,All business activities -> Semiconductor and other electronic components manufacturing,All business activities,Semiconductor and other electronic components manufacturing,2,33440,"['30,629', '  ']","['28,371', '  ']","['2,258', '  ']"
2046,r046,"All business activities -> Electromedical, electrotherapeutic, and irradiation apparatus manufacturing",All business activities,"Electromedical, electrotherapeutic, and irradiation apparatus manufacturing",2,33451,"['3,137', '  ']","['2,952', '  ']","['185', '  ']"
2046,r047,"All business activities -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments manufacturing",All business activities,"Search, detection, navigation, guidance, aeronautical, and nautical system and instruments manufacturing",2,33452,"['7,271', '  ']","['2,180', '  ']","['5,092', 'i ']"
2046,r048,All business activities -> Measuring and control instruments manufacturing (not listed elsewhere),All business activities,Measuring and control instruments manufacturing (not listed elsewhere),2,33459,"['4,016', '  ']","['3,860', '  ']","['156', '  ']"
2046,r049,"All business activities -> Electrical equipment, appliances, and components manufacturing",All business activities,"Electrical equipment, appliances, and components manufacturing",2,33500,"['4,504', '  ']","['4,301', '  ']","['203', '  ']"
2046,r050,All business activities -> Motor vehicles manufacturing,All business activities,Motor vehicles manufacturing,2,33610,"['16,546', '  ']","['15,039', '  ']","['1,507', '  ']"
2046,r051,All business activities -> Motor vehicle body and trailer manufacturing,All business activities,Motor vehicle body and trailer manufacturing,2,33620,"['44', '  ']","['42', '  ']","['1', '  ']"
2046,r052,All business activities -> Motor vehicle parts manufacturing,All business activities,Motor vehicle parts manufacturing,2,33630,"['7,066', '  ']","['5,978', '  ']","['1,088', '  ']"
2046,r053,All business activities -> Aircraft manufacturing,All business activities,Aircraft manufacturing,2,33641,"['10,511', 'i ']","['4,344', '  ']","['6,167', 'i ']"
2046,r054,All business activities -> Aircraft engine and engine parts manufacturing,All business activities,Aircraft engine and engine parts manufacturing,2,33642,"['1,840', '  ']","['1,212', '  ']","['628', '  ']"
2046,r055,All business activities -> Other aircraft parts and auxiliary equipment manufacturing,All business activities,Other aircraft parts and auxiliary equipment manufacturing,2,33643,"['4,378', '  ']","['2,538', '  ']","['1,840', '  ']"
2046,r056,"All business activities -> Guided missiles, space vehicles, and related parts manufacturing",All business activities,"Guided missiles, space vehicles, and related parts manufacturing",2,33644,"['3,529', '  ']","['957', '  ']","['2,572', '  ']"
2046,r057,All business activities -> Railroad rolling stock manufacturing,All business activities,Railroad rolling stock manufacturing,2,33651,"['169 - 1,503', '  ']","['170', '  ']","['0 - 1,333', '  ']"
2046,r058,All business activities -> Ship and boat building,All business activities,Ship and boat building,2,33660,"['1,299', '  ']","['151', '  ']","['1,147', '  ']"
2046,r059,"All business activities -> Motorcycle, bicycle, and parts manufacturing",All business activities,"Motorcycle, bicycle, and parts manufacturing",2,33691,"['298 - 1,632', '  ']","['299', '  ']","['0 - 1,333', '  ']"
2046,r060,"All business activities -> Military armored vehicle, tank, and tank components manufacturing",All business activities,"Military armored vehicle, tank, and tank components manufacturing",2,33692,"['652', 'i ']","['300', 'i ']","['352', 'i ']"
2046,r061,All business activities -> All other transportation equipment manufacturing,All business activities,All other transportation equipment manufacturing,2,33699,"['568', '  ']","['466', '  ']","['101', '  ']"
2046,r062,All business activities -> Furniture and related products manufacturing,All business activities,Furniture and related products manufacturing,2,33700,"['430', '  ']","['428', '  ']","['2', '  ']"
2046,r063,All business activities -> Medical equipment and supplies manufacturing,All business activities,Medical equipment and supplies manufacturing,2,33910,"['12,981', '  ']","['12,764', '  ']","['218', '  ']"
2046,r064,"All business activities -> Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",All business activities,"Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",2,33990,"['2,243', '  ']","['2,172', '  ']","['71', '  ']"
2046,r065,"All business activities -> Merchant wholesalers, durable goods",All business activities,"Merchant wholesalers, durable goods",2,42300,"['460', '  ']","['438', '  ']","['22', '  ']"
2046,r066,"All business activities -> Merchant wholesalers, nondurable goods",All business activities,"Merchant wholesalers, nondurable goods",2,42400,"['256', '  ']","['251', '  ']","['5', '  ']"
2046,r067,All business activities -> Wholesale electronic markets and agents and brokers (business to business),All business activities,Wholesale electronic markets and agents and brokers (business to business),2,42500,"['40', 'i ']","['25', 'i ']","['15', '  ']"
2046,r068,All business activities -> Retail trade (except electronic shopping and electronic auctions),All business activities,Retail trade (except electronic shopping and electronic auctions),2,44000,"['73', '  ']","['73', '  ']","['0', '  ']"
2046,r069,All business activities -> Electronic shopping and electronic auctions,All business activities,Electronic shopping and electronic auctions,2,45411,"['9,337', '  ']","['9,337', '  ']","['0', '  ']"
2046,r070,All business activities -> Transportation,All business activities,Transportation,2,48000,"['784', '  ']","['764', '  ']","['20', '  ']"
2046,r071,"All business activities -> Couriers, messengers, and express delivery services",All business activities,"Couriers, messengers, and express delivery services",2,49200,"['264', '  ']","['264', '  ']","['0', '  ']"
2046,r072,All business activities -> Warehousing and storage,All business activities,Warehousing and storage,2,49300,"['98', '  ']","['88', '  ']","['10', '  ']"
2046,r073,"All business activities -> Newspaper, periodical, book, and directory publishers (except Internet)",All business activities,"Newspaper, periodical, book, and directory publishers (except Internet)",2,51110,"['91', '  ']","['91', '  ']","['0', '  ']"
2046,r074,All business activities -> Software publishers (except Internet),All business activities,Software publishers (except Internet),2,51120,"['24,775', '  ']","['24,114', '  ']","['661', '  ']"
2046,r075,All business activities -> Motion picture and sound recording (except Internet),All business activities,Motion picture and sound recording (except Internet),2,51200,"['25', 'i ']","['25', 'i ']","['0', '  ']"
2046,r076,All business activities -> Broadcasting (except Internet),All business activities,Broadcasting (except Internet),2,51500,"['213 - 1,547', '  ']","['214', '  ']","['0 - 1,333', '  ']"
2046,r077,All business activities -> Wired telecommunications carriers,All business activities,Wired telecommunications carriers,2,51710,"['908 - 2,242', '  ']","['909', '  ']","['0 - 1,333', '  ']"
2046,r078,All business activities -> Wireless telecommunications carriers (except satellite),All business activities,Wireless telecommunications carriers (except satellite),2,51720,"['1,901', '  ']","['1,821', '  ']","['80', '  ']"
2046,r079,All business activities -> Satellite telecommunications,All business activities,Satellite telecommunications,2,51740,"['590', '  ']","['585', '  ']","['4', '  ']"
2046,r080,All business activities -> Other telecommunications (not listed elsewhere),All business activities,Other telecommunications (not listed elsewhere),2,51790,"['408', '  ']","['305', '  ']","['103', '  ']"
2046,r081,"All business activities -> Data processing, hosting, and related services",All business activities,"Data processing, hosting, and related services",2,51800,"['6,060', '  ']","['5,874', '  ']","['187', 'i ']"
2046,r082,All business activities -> Cloud computing applications and Internet-based software services,All business activities,Cloud computing applications and Internet-based software services,2,51801,"['16,515', '  ']","['16,403', '  ']","['112', '  ']"
2046,r083,"All business activities -> Other information services, including Internet publishing, broadcasting, and Web search portals",All business activities,"Other information services, including Internet publishing, broadcasting, and Web search portals",2,51910,"['28,514 - 29,848', '  ']","['28,515', '  ']","['0 - 1,333', '  ']"
2046,r084,All business activities -> Finance: banking and credit intermediation,All business activities,Finance: banking and credit intermediation,2,52200,"['4,812', '  ']","['4,760', '  ']","['51', '  ']"
2046,r085,"All business activities -> Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",All business activities,"Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",2,52310,"['1,601', '  ']","['1,601', '  ']","['*', '  ']"
2046,r086,All business activities -> Insurance carriers and related activities,All business activities,Insurance carriers and related activities,2,52400,"['1,125', '  ']","['1,125', '  ']","['0', '  ']"
2046,r087,All business activities -> Real estate,All business activities,Real estate,2,53100,"['386', '  ']","['386', '  ']","['0', '  ']"
2046,r088,All business activities -> Rental and leasing services,All business activities,Rental and leasing services,2,53200,"['204', 'i ']","['194', 'i ']","['10', '  ']"
2046,r089,"All business activities -> Lessors of nonfinancial intangible assets, including patent licensing",All business activities,"Lessors of nonfinancial intangible assets, including patent licensing",2,53300,"['154', 'i ']","['154', 'i ']","['*', '  ']"
2046,r090,"All business activities -> Legal, accounting, tax preparation, bookkeeping, and payroll services",All business activities,"Legal, accounting, tax preparation, bookkeeping, and payroll services",2,54111,"['802', '  ']","['802', '  ']","['0', '  ']"
2046,r091,"All business activities -> Architectural, engineering, and related services",All business activities,"Architectural, engineering, and related services",2,54130,"['2,844', '  ']","['1,679', '  ']","['1,165', '  ']"
2046,r092,All business activities -> Specialized design services,All business activities,Specialized design services,2,54140,"['195', 'i ']","['131', '  ']","['64', 'i ']"
2046,r093,All business activities -> Computer systems design and related services,All business activities,Computer systems design and related services,2,54150,"['12,221', '  ']","['10,660', '  ']","['1,561', '  ']"
2046,r094,"All business activities -> Management, scientific, and technical consulting services",All business activities,"Management, scientific, and technical consulting services",2,54160,"['1,907', '  ']","['1,520', '  ']","['387', '  ']"
2046,r095,All business activities -> Research and development services in social sciences and humanities,All business activities,Research and development services in social sciences and humanities,2,54172,"['0 - 1,631', '  ']","['0 - 359', '  ']","['0 - 1,333', '  ']"
2046,r096,All business activities -> Research and development services in biotechnology,All business activities,Research and development services in biotechnology,2,54173,"['3,786', '  ']","['710', '  ']","['3,075', '  ']"
2046,r097,"All business activities -> Research and development services in physical, engineering, and life sciences (except biotechnology)",All business activities,"Research and development services in physical, engineering, and life sciences (except biotechnology)",2,54174,"['12,958', '  ']","['2,061', '  ']","['10,897', '  ']"
2046,r098,All business activities -> Advertising and related services,All business activities,Advertising and related services,2,54180,"['353', '  ']","['353', '  ']","['0', '  ']"
2046,r099,"All business activities -> Professional, scientific, and technical services (not listed elsewhere)",All business activities,"Professional, scientific, and technical services (not listed elsewhere)",2,54190,"['1,049', '  ']","['577', '  ']","['473', '  ']"
2046,r100,All business activities -> Management of companies and enterprises,All business activities,Management of companies and enterprises,2,55100,"['91', '  ']","['76', '  ']","['15', '  ']"
2046,r101,All business activities -> Administrative and support services,All business activities,Administrative and support services,2,56100,"['1,548', '  ']","['1,540', '  ']","['9', '  ']"
2046,r102,All business activities -> Waste management and remediation services,All business activities,Waste management and remediation services,2,56200,"['24', '  ']","['0 - 25', '  ']","['0 - 25', '  ']"
2046,r103,All business activities -> Offices of physicians,All business activities,Offices of physicians,2,62110,"['195', '  ']","['105', 'i ']","['90', '  ']"
2046,r104,All business activities -> Medical and diagnostic laboratories,All business activities,Medical and diagnostic laboratories,2,62150,"['1,395', '  ']","['816', 'i ']","['579', '  ']"
2046,r105,"All business activities -> Other ambulatory health care services (ambulance, dental, home health care)",All business activities,"Other ambulatory health care services (ambulance, dental, home health care)",2,62199,"['79', 'i ']","['75', 'i ']","['3', '  ']"
2046,r106,All business activities -> Hospitals and nursing care facilities,All business activities,Hospitals and nursing care facilities,2,62200,"['17 - 1,351', '  ']","['18', '  ']","['0 - 1,333', '  ']"
2046,r107,All business activities -> Social assistance services,All business activities,Social assistance services,2,62400,"['0 - 359', '  ']","['0 - 359', '  ']","['0', '  ']"
2046,r108,"All business activities -> Arts, entertainment, and recreation",All business activities,"Arts, entertainment, and recreation",2,71000,"['59', '  ']","['52', '  ']","['7', '  ']"
2046,r109,All business activities -> Accommodation and food services,All business activities,Accommodation and food services,2,72000,"['60', '  ']","['60', '  ']","['0', '  ']"
2046,r110,All business activities -> Other services (not listed elsewhere),All business activities,Other services (not listed elsewhere),2,81000,"['645', '  ']","['529', '  ']","['116', 'i ']"
2046,r111,All business activities -> Undistributed,All business activities,Undistributed,2,–,"['0', '  ']","['0', '  ']","['0', '  ']"
