table_id,row_id,location_full_path,location_level_1,location_level_2,location_level_3,location_hierarchy_depth,field_total,field_paid_for_by_the_company,field_paid_for_by_others
12290,r020,Total -> Asia and Pacific -> Malaysia,Total,Asia and Pacific,Malaysia,3,"['1,233', '  ']","['1,214', '  ']","['19', 'i ']"
12290,r021,Total -> Asia and Pacific -> New Zealand,Total,Asia and Pacific,New Zealand,3,"['266', '  ']","['220', '  ']","['45', 'i ']"
12290,r022,Total -> Asia and Pacific -> Singapore,Total,Asia and Pacific,Singapore,3,"['4,003', '  ']","['3,697', '  ']","['306', 'i ']"
12290,r023,Total -> Asia and Pacific -> South Korea,Total,Asia and Pacific,South Korea,3,"['1,972', '  ']","['1,770', '  ']","['203', 'i ']"
12290,r024,Total -> Asia and Pacific -> Taiwan,Total,Asia and Pacific,Taiwan,3,"['3,276', '  ']","['3,109', '  ']","['166', '  ']"
12290,r025,Total -> Asia and Pacific -> Thailand,Total,Asia and Pacific,Thailand,3,"['386', '  ']","['360', '  ']","['25', 'i ']"
12290,r026,Total -> Asia and Pacific -> Other Asian or Pacific locations,Total,Asia and Pacific,Other Asian or Pacific locations,3,"['1,001', 'i ']","['865', '  ']","['137', 'i ']"
12290,r027,Total -> Europe,Total,Europe,,2,"['68,744', '  ']","['60,080', '  ']","['8,664', 'i ']"
12290,r028,Total -> Europe -> Austria,Total,Europe,Austria,3,"['629', '  ']","['507', '  ']","['122', 'i ']"
12290,r029,Total -> Europe -> Belgium,Total,Europe,Belgium,3,"['3,502', '  ']","['3,248', '  ']","['254', 'i ']"
12290,r030,Total -> Europe -> Czechia,Total,Europe,Czechia,3,"['970', '  ']","['832', '  ']","['138', 'i ']"
12290,r031,Total -> Europe -> Denmark,Total,Europe,Denmark,3,"['974', '  ']","['888', '  ']","['86', '  ']"
12290,r032,Total -> Europe -> Finland,Total,Europe,Finland,3,"['774', '  ']","['706', '  ']","['68', 'i ']"
12290,r033,Total -> Europe -> France,Total,Europe,France,3,"['4,413', '  ']","['3,680', '  ']","['733', 'i ']"
12290,r034,Total -> Europe -> Germany,Total,Europe,Germany,3,"['10,326', '  ']","['9,524', '  ']","['801', 'i ']"
12290,r035,Total -> Europe -> Hungary,Total,Europe,Hungary,3,"['435', '  ']","['305', '  ']","['131', 'i ']"
12290,r036,Total -> Europe -> Ireland,Total,Europe,Ireland,3,"['5,596', '  ']","['5,381', '  ']","['215', 'i ']"
12290,r037,Total -> Europe -> Italy,Total,Europe,Italy,3,"['1,944', '  ']","['1,606', '  ']","['338', 'i ']"
12290,r038,Total -> Europe -> Luxembourg,Total,Europe,Luxembourg,3,"['427', 'i ']","['D', '  ']","['D', '&nbsp;']"
12290,r039,Total -> Europe -> Netherlands,Total,Europe,Netherlands,3,"['3,872', '  ']","['3,495', '  ']","['376', 'i ']"
12290,r040,Total -> Europe -> Norway,Total,Europe,Norway,3,"['453', '  ']","['414', '  ']","['39', '  ']"
12290,r041,Total -> Europe -> Poland,Total,Europe,Poland,3,"['1,484', '  ']","['1,258', '  ']","['226', 'i ']"
12290,r042,Total -> Europe -> Russia,Total,Europe,Russia,3,"['870', 'i ']","['696', '  ']","['173', 'i ']"
12290,r043,Total -> Europe -> Spain,Total,Europe,Spain,3,"['1,932', '  ']","['1,589', '  ']","['343', 'i ']"
12290,r044,Total -> Europe -> Sweden,Total,Europe,Sweden,3,"['1,527', '  ']","['1,404', '  ']","['124', 'i ']"
12290,r045,Total -> Europe -> Switzerland,Total,Europe,Switzerland,3,"['6,471', '  ']","['5,782', '  ']","['689', '  ']"
12290,r046,Total -> Europe -> Turkey,Total,Europe,Turkey,3,"['357', 'i ']","['D', '&nbsp;']","['D', '&nbsp;']"
12290,r047,Total -> Europe -> United Kingdom,Total,Europe,United Kingdom,3,"['17,335', '  ']","['14,259', '  ']","['3,075', 'i ']"
12290,r048,Total -> Europe -> Other European locations,Total,Europe,Other European locations,3,"['4,453', '  ']","['3,827', '  ']","['625', 'i ']"
12290,r049,Total -> Middle East,Total,Middle East,,2,"['10,429', '  ']","['10,230', '  ']","['199', 'i ']"
12290,r050,Total -> Middle East -> Israel,Total,Middle East,Israel,3,"['10,025', '  ']","['9,847', '  ']","['178', 'i ']"
12290,r051,Total -> Middle East -> Other Middle Eastern locations,Total,Middle East,Other Middle Eastern locations,3,"['404', '  ']","['384', '  ']","['20', 'i ']"
12290,r052,Total -> Undistributed<sup>c</sup>,Total,Undistributed<sup>c</sup>,,2,"['410', 'i ']","['384', 'i ']","['26', 'i ']"
