table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_companies_u_s_totala_number_,field_united_states,field_alabama,field_alaska,field_arizona,field_arkansas,field_california,field_colorado,field_connecticut,field_delaware,field_district_of_columbia,field_florida,field_georgia,field_hawaii,field_idaho,field_illinois,field_indiana,field_iowa,field_kansas,field_kentucky,field_louisiana,field_maine,field_maryland,field_massachusetts,field_michigan,field_minnesota,field_mississippi,field_missouri,field_montana
6572,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['770', '']","['2,770', '']","['14', '']","['*', 'e']","['375', '']","['7', '']","['155', '']","['60', '']","['61', '']","['16', '']","['0', '']","['59', '']","['51', '']","['*', 'e']","['2', '']","['134', '']","['75', '']","['13', '']","['9', '']","['41', '']","['34', '']","['1', 'e']","['116', '']","['88', '']","['197', '']","['87', '']","['9', '']","['18', '']","['*', 'e']"
6572,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['160', '']","['1,473', 'i']","['4', '']","['*', 'e']","['*', 'e']","['*', 'e']","['122', '']","['45', '']","['*', 'e']","['*', 'e']","['*', 'e']","['3', '']","['3', 'i']","['*', '']","['*', 'e']","['35', '']","['22', '']","['*', 'e']","['4', '']","['2', '']","['*', 'e']","['*', 'e']","['4', '']","['6', '']","['8', '']","['12', '']","['40', '']","['3', '']","['*', 'e']"
6572,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['200', '']","['649', '']","['8', '']","['0', '']","['11', '']","['13', '']","['21', '']","['8', '']","['3', '']","['4', '']","['*', 'e']","['1', 'e']","['7', '']","['0', '']","['1', '']","['20', '']","['55', '']","['23', '']","['1', 'e']","['5', '']","['1', 'e']","['*', 'e']","['12', '']","['6', '']","['85', '']","['23', '']","['16', '']","['3', '']","['*', 'e']"
6572,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['1,690', '']","['2,632', '']","['34', 'i']","['*', 'e']","['48', '']","['14', 'i']","['262', '']","['33', '']","['93', '']","['1', 'e']","['*', 'e']","['17', 'e']","['26', 'i']","['*', 'e']","['5', '']","['171', '']","['101', '']","['15', 'i']","['56', '']","['27', '']","['9', 'e']","['1', 'e']","['11', '']","['40', '']","['112', '']","['75', '']","['8', '']","['66', '']","['2', 'i']"
6572,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['2,080', '']","['13,930', '']","['31', '']","['0', '']","['122', '']","['34', '']","['3,368', '']","['51', '']","['82', '']","['4', '']","['0', '']","['189', '']","['159', '']","['1', '']","['32', 'i']","['1,599', '']","['323', '']","['877', '']","['132', '']","['85', '']","['36', '']","['16', 'i']","['182', 'i']","['556', '']","['534', '']","['569', '']","['17', 'i']","['124', '']","['52', 'i']"
6572,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['180', '']","['1,913', '']","['3', '']","['0', '']","['16', '']","['4', 'e']","['88', '']","['3', '']","['*', 'e']","['0', '']","['0', '']","['1', 'e']","['42', '']","['0', '']","['1', 'e']","['393', '']","['5', '']","['841', '']","['62', '']","['1', 'e']","['13', '']","['*', 'e']","['*', 'e']","['0', '']","['9', '']","['116', '']","['1', 'e']","['1', 'e']","['*', 'e']"
6572,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['60', '']","['3,854', '']","['0', '']","['0', '']","['68', '']","['0', '']","['2,622', '']","['*', 'i']","['*', 'e']","['0', '']","['0', '']","['10', '']","['0', '']","['0', '']","['22', 'i']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', 'i']","['248', 'i']","['0', '']","['0 - 439', '']","['0', '']","['0', '']","['0 - 53', 'i']"
6572,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['100', '']","['1,096', '']","['*', 'e']","['0', '']","['*', '']","['*', 'e']","['14', '']","['1', 'e']","['*', '']","['0', '']","['0', '']","['47', '']","['11', '']","['0', '']","['*', 'e']","['25', '']","['24', '']","['*', 'e']","['*', 'e']","['*', 'e']","['11', '']","['12', 'i']","['8', '']","['19', '']","['49', 'i']","['16', '']","['*', 'e']","['13', '']","['*', 'e']"
6572,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['1,760', '']","['7,067', '']","['29', '']","['0', '']","['38', '']","['30', '']","['645', '']","['46', '']","['81', '']","['4', '']","['0', '']","['131', '']","['106', '']","['1', '']","['9', '']","['1,181', '']","['292', '']","['35', '']","['69', '']","['84', '']","['13', 'e']","['4', 'e']","['173', 'i']","['289', '']","['475', '']","['0 - 439', '']","['16', 'i']","['110', '']","['0 - 53', 'e']"
6572,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['2,160', '']","['75,570', '']","['151', '']","['1', '']","['2,517', '']","['51', 'i']","['41,446', '']","['1,784', '']","['240', '']","['100', '']","['27', '']","['1,116', '']","['624', '']","['13', '']","['2,271', '']","['1,132', '']","['156', '']","['292', 'i']","['548', '']","['35', 'i']","['20', '']","['48', '']","['261', '']","['3,566', '']","['301', '']","['903', '']","['13', '']","['61', '']","['12', '']"
6572,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['290', '']","['11,495', '']","['92', '']","['1', '']","['76', '']","['8', '']","['5,086', '']","['205', '']","['32', '']","['14 - 47', '']","['0 - 27', '']","['445', '']","['389', '']","['12', '']","['46', '']","['651', '']","['61', '']","['7', '']","['48', 'i']","['11', '']","['6', '']","['4', '']","['167', '']","['422', '']","['96', '']","['115', '']","['6', '']","['31', '']","['3', '']"
6572,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['550', '']","['31,975', 'i']","['32', '']","['0', '']","['1,681', '']","['8', 'i']","['16,342', 'i']","['706', 'i']","['22', '']","['1', '']","['1', '']","['100', '']","['17', '']","['*', '']","['2,119', '']","['73', '']","['35', '']","['51', 'i']","['0 - 102', 'e']","['9', 'i']","['*', 'e']","['28', '']","['34', '']","['1,465', 'i']","['78', '']","['131', '']","['3', '']","['6', '']","['3', '']"
6572,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['1,120', '']","['10,912', '']","['15', '']","['*', 'e']","['732', '']","['34', 'i']","['3,372', '']","['376', '']","['182', '']","['53', '']","['1', 'i']","['201', '']","['152', '']","['1', '']","['7', 'i']","['299', '']","['47', '']","['226', 'i']","['400', '']","['12', 'i']","['7', '']","['16', '']","['54', '']","['977', '']","['108', '']","['298', '']","['4', '']","['17', 'i']","['5', '']"
6572,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['220', '']","['3,117', '']","['*', 'e']","['0', '']","['41', 'i']","['18', 'i']","['1,465', '']","['56', 'i']","['66', 'i']","['3', '']","['0', '']","['53', '']","['31', 'i']","['0', '']","['*', '']","['97', 'i']","['9', 'i']","['6', 'i']","['*', 'e']","['7', 'i']","['*', 'e']","['1', 'e']","['14', 'i']","['413', '']","['20', 'i']","['36', '']","['0', '']","['*', 'e']","['*', 'e']"
6572,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['190', '']","['3,400', '']","['13', '']","['0', '']","['646', '']","['0', '']","['385', '']","['64', '']","['9', '']","['*', 'e']","['0', '']","['92', 'i']","['39', '']","['*', 'i']","['*', 'e']","['140', '']","['9', '']","['195', 'i']","['394', '']","['0', '']","['2', '']","['11', '']","['9', '']","['245', '']","['7', '']","['142', '']","['2', '']","['5', '']","['1', '']"
6572,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['720', '']","['4,395', '']","['1', 'e']","['*', 'e']","['45', 'i']","['16', '']","['1,522', '']","['256', '']","['107', '']","['51', '']","['1', 'i']","['57', '']","['82', '']","['1', '']","['7', 'i']","['62', '']","['29', '']","['26', 'i']","['6', '']","['5', '']","['5', 'e']","['4', '']","['31', '']","['319', '']","['81', '']","['120', '']","['2', 'e']","['12', 'i']","['4', '']"
6572,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['220', '']","['21,188', '']","['13', '']","['0', '']","['29', '']","['1', '']","['16,647', '']","['497', '']","['3', '']","['0 - 33', '']","['0 - 27', '']","['369', '']","['67', 'i']","['*', '']","['98', 'i']","['109', '']","['13', '']","['7', '']","['0 - 102', '']","['3', '']","['7', '']","['*', '']","['5', '']","['702', '']","['20', '']","['360', '']","['1', 'e']","['6', 'i']","['1', '']"
6572,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['880', '']","['4,886', '']","['15', '']","['*', 'i']","['35', '']","['16', '']","['1,098', '']","['26', '']","['100', '']","['0 - 36', 'e']","['*', 'i']","['42', '']","['107', '']","['0 - 6', 'i']","['2', 'e']","['306', '']","['39', '']","['27', '']","['12', '']","['12', '']","['5', '']","['2', 'i']","['25', '']","['490', '']","['485', '']","['79', '']","['16', '']","['49', '']","['3', '']"
6572,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['970', '']","['31,505', '']","['354', '']","['3', '']","['147', '']","['43', '']","['4,115', 'i']","['390', '']","['220', '']","['3', '']","['*', 'i']","['516', 'i']","['420', '']","['0 - 6', '']","['13', '']","['716', '']","['1,311', '']","['19', '']","['307', '']","['134', '']","['7', '']","['10', '']","['468', 'i']","['231', '']","['14,209', '']","['460', '']","['65', 'i']","['628', '']","['3', '']"
6572,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['530', '']","['20,883', '']","['158', '']","['*', 'e']","['28', '']","['21', '']","['2,340', 'i']","['0 - 27', '']","['10', '']","['3', '']","['0', '']","['14', '']","['0 - 346', '']","['*', 'e']","['4', '']","['580', '']","['1,143', '']","['11', 'e']","['9', '']","['133', '']","['1', 'e']","['0 - 5', 'e']","['0 - 131', '']","['59', '']","['13,953', '']","['180', '']","['42', 'i']","['30', '']","['3', '']"
6572,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['290', '']","['8,900', '']","['138', '']","['3', '']","['104', '']","['21', '']","['1,692', '']","['364', '']","['195', '']","['*', 'e']","['*', 'i']","['433', 'i']","['75', '']","['0 - 6', '']","['9', '']","['97', '']","['157', '']","['7', '']","['293', '']","['1', 'e']","['0 - 7', '']","['6', '']","['338', 'i']","['168', '']","['71', '']","['0 - 70', '']","['13', '']","['587', '']","['*', 'e']"
6572,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['180', '']","['8,341', '']","['98', '']","['2', '']","['68', '']","['21', '']","['1,587', '']","['212', '']","['181', '']","['*', 'e']","['*', 'i']","['307', 'i']","['75', '']","['0 - 6', '']","['9', '']","['96', '']","['157', '']","['7', '']","['293', '']","['*', 'e']","['0 - 7', '']","['1', '']","['338', 'i']","['168', '']","['70', '']","['0 - 70', '']","['7', '']","['584', '']","['*', 'e']"
6572,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['110', 'i']","['559', '']","['40', '']","['1', '']","['36', '']","['*', '']","['106', '']","['151', '']","['13', '']","['0', '']","['*', '']","['125', 'i']","['1', '']","['0', '']","['0', '']","['1', '']","['*', '']","['0', '']","['*', '']","['1', 'e']","['0', '']","['5', '']","['*', '']","['*', '']","['*', '']","['*', '']","['6', 'i']","['2', '']","['0', '']"
6572,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['30', '']","['25', '']","['2', 'e']","['0', '']","['0 - 8', 'i']","['0', '']","['0 - 8', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['4', 'e']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0 - 8', '']","['0', '']","['7', 'e']","['0', '']","['0', '']","['1', 'e']","['0', '']"
6572,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['140', '']","['1,697', '']","['57', '']","['*', 'e']","['5 - 17', '']","['*', 'e']","['73 - 84', '']","['0 - 27', '']","['15', '']","['*', 'e']","['0', '']","['66', '']","['0 - 346', '']","['0 - 6', 'e']","['*', 'e']","['40', '']","['11', '']","['*', 'e']","['5', '']","['*', 'e']","['0 - 7', '']","['0 - 5', '']","['0 - 131', 'i']","['4', '']","['178', '']","['209 - 281', '']","['9', '']","['11', '']","['*', 'e']"
6572,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['190', '']","['407', '']","['3', '']","['0', '']","['3', '']","['*', 'e']","['28', '']","['30', '']","['*', 'e']","['*', 'e']","['*', 'e']","['*', 'e']","['20', '']","['*', 'e']","['*', 'e']","['7', '']","['24', '']","['6', '']","['*', 'e']","['3', '']","['*', 'e']","['*', 'e']","['*', 'e']","['9', '']","['82', '']","['19', '']","['12', '']","['1', '']","['*', 'e']"
6572,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['1,280', '']","['18,352', '']","['38', '']","['*', 'e']","['183', '']","['9', 'i']","['5,542', '']","['241', '']","['129', '']","['17 - 83', '']","['*', '']","['251', '']","['155', '']","['1', 'e']","['9', '']","['607', '']","['497', '']","['23', '']","['14', '']","['8 - 39', '']","['7', 'i']","['135', 'i']","['204', '']","['2,036', '']","['366', 'i']","['2,946', '']","['2', 'e']","['45', '']","['6', '']"
6572,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['770', '']","['15,812', '']","['34', '']","['*', 'e']","['145', '']","['3', 'e']","['5,035', '']","['200', '']","['76', '']","['18', '']","['*', '']","['220', '']","['145', '']","['1', 'e']","['2', 'e']","['525', '']","['482', '']","['3', 'e']","['4', 'e']","['9', '']","['3', 'i']","['134', 'i']","['198', '']","['1,936', '']","['264', 'i']","['2,886', '']","['1', 'e']","['32', '']","['1', 'e']"
6572,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['520', '']","['2,540', '']","['4', 'e']","['*', 'e']","['38', '']","['6', 'i']","['507', '']","['42', '']","['53', 'i']","['0 - 65', 'i']","['0', '']","['31', '']","['10', '']","['*', '']","['7', '']","['81', '']","['15', '']","['19', '']","['9', '']","['0 - 31', '']","['4', 'e']","['1', 'e']","['7', '']","['100', '']","['102', '']","['60', '']","['1', 'e']","['12', '']","['5', '']"
6572,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['11,880', '']","['180,858', '']","['426', '']","['25', '']","['871', '']","['91', '']","['81,150', '']","['2,237', '']","['719', '']","['197', '']","['223', '']","['2,565', '']","['1,799', '']","['59', '']","['143', '']","['2,630', '']","['334', '']","['351', '']","['560', '']","['247', '']","['334', 'i']","['127', '']","['1,056', '']","['5,915', '']","['1,402', '']","['1,571', '']","['54', '']","['860', '']","['76', '']"
6572,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['150', '']","['2,535', '']","['3', 'e']","['3', 'e']","['5', '']","['0 - 10', 'e']","['172', 'i']","['35', '']","['7', '']","['*', 'e']","['0', '']","['1', 'e']","['11', '']","['*', 'e']","['2', 'e']","['5', 'e']","['3', 'e']","['1', 'e']","['3', 'e']","['6', 'e']","['27', 'e']","['*', 'e']","['*', 'e']","['37', '']","['2', 'e']","['2', 'e']","['4', 'i']","['0 - 25', 'e']","['0 - 10', 'e']"
6572,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['40', '']","['237', '']","['0 - 42', '']","['0', '']","['0', '']","['0 - 10', '']","['27', '']","['0', '']","['0', '']","['0 - 11', '']","['0 - 13', '']","['0', '']","['25', '']","['1', '']","['0', '']","['13', '']","['0 - 50', '']","['0', '']","['*', '']","['0 - 50', '']","['7', '']","['0', '']","['9', '']","['5', '']","['0', '']","['0', '']","['0 - 8', '']","['2', '']","['*', 'i']"
