table_id,row_id,_b_state_institutional_control_system_and_institution_b_full_path,_b_state_institutional_control_system_and_institution_b_level_1,_b_state_institutional_control_system_and_institution_b_level_2,_b_state_institutional_control_system_and_institution_b_level_3,_b_state_institutional_control_system_and_institution_b_level_4,_b_state_institutional_control_system_and_institution_b_hierarchy_depth,field_all_r_d_expenditures
7947,r024,"Alaska -> Public (U. Alaska System) -> U. Alaska, Fairbanks",Alaska,Public (U. Alaska System),"U. Alaska, Fairbanks",,3,"['172,957', '']"
7947,r025,"Alaska -> Public (U. Alaska System) -> U. Alaska, Southeast",Alaska,Public (U. Alaska System),"U. Alaska, Southeast",,3,"['1,176', '']"
7947,r026,Alaska -> Private,Alaska,Private,,,2,"['1,036', '']"
7947,r027,Alaska -> Private -> Alaska Pacific U.,Alaska,Private,Alaska Pacific U.,,3,"['1,036', '']"
7947,r028,Arizona,Arizona,,,,1,"['1,518,033', '']"
7947,r029,Arizona -> Public,Arizona,Public,,,2,"['1,518,033', '']"
7947,r030,Arizona -> Public -> Arizona Board of Regents,Arizona,Public,Arizona Board of Regents,,3,"['1,516,463', '']"
7947,r031,Arizona -> Public -> Arizona Board of Regents -> Arizona State U.,Arizona,Public,Arizona Board of Regents,Arizona State U.,4,"['677,303', '']"
7947,r032,Arizona -> Public -> Arizona Board of Regents -> Northern Arizona U.,Arizona,Public,Arizona Board of Regents,Northern Arizona U.,4,"['69,129', '']"
7947,r033,Arizona -> Public -> Arizona Board of Regents -> U. Arizona,Arizona,Public,Arizona Board of Regents,U. Arizona,4,"['770,031', '']"
7947,r034,Arizona -> Public -> Dine C.,Arizona,Public,Dine C.,,3,"['1,570', '']"
7947,r035,Arkansas,Arkansas,,,,1,"['390,783', '']"
7947,r036,Arkansas -> Public,Arkansas,Public,,,2,"['389,036', '']"
7947,r037,Arkansas -> Public -> Arkansas State U. System,Arkansas,Public,Arkansas State U. System,,3,"['8,422', '']"
7947,r038,"Arkansas -> Public -> Arkansas State U. System -> Arkansas State U., Jonesboro",Arkansas,Public,Arkansas State U. System,"Arkansas State U., Jonesboro",4,"['8,422', '']"
7947,r039,Arkansas -> Public -> Arkansas Tech U.,Arkansas,Public,Arkansas Tech U.,,3,"['751', '']"
7947,r040,Arkansas -> Public -> Southern Arkansas U.,Arkansas,Public,Southern Arkansas U.,,3,"['611', '']"
7947,r041,Arkansas -> Public -> U. Arkansas System,Arkansas,Public,U. Arkansas System,,3,"['375,262', '']"
7947,r042,Arkansas -> Public -> U. Arkansas System -> U. Arkansas for Medical Sciences,Arkansas,Public,U. Arkansas System,U. Arkansas for Medical Sciences,4,"['194,709', '']"
7947,r043,"Arkansas -> Public -> U. Arkansas System -> U. Arkansas, Fayetteville",Arkansas,Public,U. Arkansas System,"U. Arkansas, Fayetteville",4,"['164,443', '']"
7947,r044,"Arkansas -> Public -> U. Arkansas System -> U. Arkansas, Little Rock",Arkansas,Public,U. Arkansas System,"U. Arkansas, Little Rock",4,"['7,397', '']"
7947,r045,"Arkansas -> Public -> U. Arkansas System -> U. Arkansas, Pine Bluff",Arkansas,Public,U. Arkansas System,"U. Arkansas, Pine Bluff",4,"['8,713', '']"
7947,r046,Arkansas -> Public -> U. Central Arkansas,Arkansas,Public,U. Central Arkansas,,3,"['3,990', '']"
7947,r047,Arkansas -> Private,Arkansas,Private,,,2,"['1,747', '']"
7947,r048,Arkansas -> Private -> Arkansas C. of Health Education,Arkansas,Private,Arkansas C. of Health Education,,3,"['672', '']"
7947,r049,Arkansas -> Private -> Hendrix C.,Arkansas,Private,Hendrix C.,,3,"['651', '']"
7947,r050,Arkansas -> Private -> Ouachita Baptist U.,Arkansas,Private,Ouachita Baptist U.,,3,"['217', '']"
7947,r051,Arkansas -> Private -> Philander Smith C.,Arkansas,Private,Philander Smith C.,,3,"['207', 'i']"
7947,r052,California,California,,,,1,"['11,234,594', '']"
7947,r053,California -> Public,California,Public,,,2,"['7,945,304', '']"
7947,r054,California -> Public -> California State U. System,California,Public,California State U. System,,3,"['405,767', '']"
7947,r055,"California -> Public -> California State U. System -> California Polytechnic State U., San Luis Obispo",California,Public,California State U. System,"California Polytechnic State U., San Luis Obispo",4,"['25,953', '']"
7947,r056,"California -> Public -> California State U. System -> California State Polytechnic U., Pomona",California,Public,California State U. System,"California State Polytechnic U., Pomona",4,"['7,011', '']"
7947,r057,"California -> Public -> California State U. System -> California State U., Bakersfield",California,Public,California State U. System,"California State U., Bakersfield",4,"['6,253', '']"
7947,r058,"California -> Public -> California State U. System -> California State U., Channel Islands",California,Public,California State U. System,"California State U., Channel Islands",4,"['2,341', '']"
7947,r059,"California -> Public -> California State U. System -> California State U., Chico",California,Public,California State U. System,"California State U., Chico",4,"['4,209', '']"
7947,r060,"California -> Public -> California State U. System -> California State U., Dominguez Hills",California,Public,California State U. System,"California State U., Dominguez Hills",4,"['2,690', '']"
7947,r061,"California -> Public -> California State U. System -> California State U., East Bay",California,Public,California State U. System,"California State U., East Bay",4,"['20,108', '']"
7947,r062,"California -> Public -> California State U. System -> California State U., Fresno",California,Public,California State U. System,"California State U., Fresno",4,"['9,213', '']"
7947,r063,"California -> Public -> California State U. System -> California State U., Fullerton",California,Public,California State U. System,"California State U., Fullerton",4,"['9,006', '']"
7947,r064,"California -> Public -> California State U. System -> California State U., Long Beach",California,Public,California State U. System,"California State U., Long Beach",4,"['15,134', '']"
7947,r065,"California -> Public -> California State U. System -> California State U., Los Angeles",California,Public,California State U. System,"California State U., Los Angeles",4,"['9,382', '']"
7947,r066,"California -> Public -> California State U. System -> California State U., Maritime Academy",California,Public,California State U. System,"California State U., Maritime Academy",4,"['2,799', '']"
7947,r067,"California -> Public -> California State U. System -> California State U., Monterey Bay",California,Public,California State U. System,"California State U., Monterey Bay",4,"['6,882', '']"
7947,r068,"California -> Public -> California State U. System -> California State U., Northridge",California,Public,California State U. System,"California State U., Northridge",4,"['16,573', '']"
7947,r069,"California -> Public -> California State U. System -> California State U., Sacramento",California,Public,California State U. System,"California State U., Sacramento",4,"['23,699', '']"
7947,r070,"California -> Public -> California State U. System -> California State U., San Bernardino",California,Public,California State U. System,"California State U., San Bernardino",4,"['11,607', '']"
7947,r071,"California -> Public -> California State U. System -> California State U., San Marcos",California,Public,California State U. System,"California State U., San Marcos",4,"['10,213', '']"
7947,r072,"California -> Public -> California State U. System -> California State U., Stanislaus",California,Public,California State U. System,"California State U., Stanislaus",4,"['2,085', '']"
7947,r073,California -> Public -> California State U. System -> Humboldt State U.,California,Public,California State U. System,Humboldt State U.,4,"['14,103', '']"
7947,r074,California -> Public -> California State U. System -> San Diego State U.,California,Public,California State U. System,San Diego State U.,4,"['107,681', '']"
7947,r075,California -> Public -> California State U. System -> San Francisco State U.,California,Public,California State U. System,San Francisco State U.,4,"['35,768', '']"
7947,r076,California -> Public -> California State U. System -> San Jose State U.,California,Public,California State U. System,San Jose State U.,4,"['60,100', '']"
7947,r077,California -> Public -> California State U. System -> Sonoma State U.,California,Public,California State U. System,Sonoma State U.,4,"['2,957', '']"
7947,r078,California -> Public -> Naval Postgraduate School,California,Public,Naval Postgraduate School,,3,"['65,101', '']"
7947,r079,California -> Public -> U. California System,California,Public,U. California System,,3,"['7,474,436', '']"
7947,r080,"California -> Public -> U. California System -> U. California, Berkeley",California,Public,U. California System,"U. California, Berkeley",4,"['846,872', '']"
7947,r081,"California -> Public -> U. California System -> U. California, Davis",California,Public,U. California System,"U. California, Davis",4,"['817,409', '']"
7947,r082,"California -> Public -> U. California System -> U. California, Irvine",California,Public,U. California System,"U. California, Irvine",4,"['523,752', '']"
7947,r083,"California -> Public -> U. California System -> U. California, Los Angeles",California,Public,U. California System,"U. California, Los Angeles",4,"['1,454,880', '']"
7947,r084,"California -> Public -> U. California System -> U. California, Merced",California,Public,U. California System,"U. California, Merced",4,"['45,964', '']"
7947,r085,"California -> Public -> U. California System -> U. California, Office of the President",California,Public,U. California System,"U. California, Office of the President",4,"['50,848', '']"
7947,r086,"California -> Public -> U. California System -> U. California, Riverside",California,Public,U. California System,"U. California, Riverside",4,"['189,600', '']"
7947,r087,"California -> Public -> U. California System -> U. California, San Diego",California,Public,U. California System,"U. California, San Diego",4,"['1,425,499', '']"
7947,r088,"California -> Public -> U. California System -> U. California, San Francisco",California,Public,U. California System,"U. California, San Francisco",4,"['1,710,036', '']"
7947,r089,"California -> Public -> U. California System -> U. California, Santa Barbara",California,Public,U. California System,"U. California, Santa Barbara",4,"['248,961', '']"
7947,r090,"California -> Public -> U. California System -> U. California, Santa Cruz",California,Public,U. California System,"U. California, Santa Cruz",4,"['160,615', '']"
7947,r091,California -> Private,California,Private,,,2,"['3,289,290', '']"
7947,r092,California -> Private -> Azusa Pacific U.,California,Private,Azusa Pacific U.,,3,"['5,318', '']"
7947,r093,California -> Private -> Biola U.,California,Private,Biola U.,,3,"['1,243', 'i']"
7947,r094,California -> Private -> California Institute of Technology,California,Private,California Institute of Technology,,3,"['438,624', '']"
7947,r095,California -> Private -> California Lutheran U.,California,Private,California Lutheran U.,,3,"['1,129', '']"
7947,r096,California -> Private -> Chapman U.,California,Private,Chapman U.,,3,"['25,820', '']"
7947,r097,California -> Private -> Charles R. Drew U. of Medicine and Science,California,Private,Charles R. Drew U. of Medicine and Science,,3,"['13,228', '']"
7947,r098,California -> Private -> Dominican U. California,California,Private,Dominican U. California,,3,"['823', 'i']"
7947,r099,California -> Private -> Fielding Graduate U.,California,Private,Fielding Graduate U.,,3,"['843', '']"
7947,r100,California -> Private -> High Tech High Graduate School of Ed.,California,Private,High Tech High Graduate School of Ed.,,3,"['5,032', '']"
7947,r101,California -> Private -> La Sierra U.,California,Private,La Sierra U.,,3,"['1,517', '']"
7947,r102,California -> Private -> Loma Linda U.,California,Private,Loma Linda U.,,3,"['14,029', '']"
7947,r103,California -> Private -> Loyola Marymount U.,California,Private,Loyola Marymount U.,,3,"['12,819', '']"
7947,r104,California -> Private -> Marshall B. Ketchum U.,California,Private,Marshall B. Ketchum U.,,3,"['1,351', 'i']"
7947,r105,California -> Private -> Mills C.,California,Private,Mills C.,,3,"['850', '']"
7947,r106,California -> Private -> Occidental C.,California,Private,Occidental C.,,3,"['3,587', '']"
7947,r107,California -> Private -> Palo Alto U.,California,Private,Palo Alto U.,,3,"['428', '']"
7947,r108,California -> Private -> Pepperdine U.,California,Private,Pepperdine U.,,3,"['2,655', '']"
7947,r109,California -> Private -> Point Loma Nazarene U.,California,Private,Point Loma Nazarene U.,,3,"['505', '']"
7947,r110,California -> Private -> Santa Clara U.,California,Private,Santa Clara U.,,3,"['3,142', '']"
7947,r111,California -> Private -> Scripps Research Institute,California,Private,Scripps Research Institute,,3,"['485,435', '']"
7947,r112,California -> Private -> Southern California U. of Health Sciences,California,Private,Southern California U. of Health Sciences,,3,"['418', '']"
7947,r113,California -> Private -> Stanford U.,California,Private,Stanford U.,,3,"['1,274,483', '']"
7947,r114,California -> Private -> The Claremont Colleges,California,Private,The Claremont Colleges,,3,"['19,348', '']"
7947,r115,California -> Private -> The Claremont Colleges -> Claremont Graduate U.,California,Private,The Claremont Colleges,Claremont Graduate U.,4,"['7,235', '']"
7947,r116,California -> Private -> The Claremont Colleges -> Claremont McKenna C.,California,Private,The Claremont Colleges,Claremont McKenna C.,4,"['4,515', '']"
7947,r117,California -> Private -> The Claremont Colleges -> Claremont School of Theology,California,Private,The Claremont Colleges,Claremont School of Theology,4,"['464', 'i']"
7947,r118,California -> Private -> The Claremont Colleges -> Harvey Mudd C.,California,Private,The Claremont Colleges,Harvey Mudd C.,4,"['2,359', '']"
7947,r119,California -> Private -> The Claremont Colleges -> Keck Graduate Institute,California,Private,The Claremont Colleges,Keck Graduate Institute,4,"['2,254', 'i']"
7947,r120,California -> Private -> The Claremont Colleges -> Pitzer C.,California,Private,The Claremont Colleges,Pitzer C.,4,"['225', '']"
7947,r121,California -> Private -> The Claremont Colleges -> Pomona C.,California,Private,The Claremont Colleges,Pomona C.,4,"['2,146', '']"
7947,r122,California -> Private -> The Claremont Colleges -> Scripps C.,California,Private,The Claremont Colleges,Scripps C.,4,"['150', 'i']"
7947,r123,California -> Private -> Touro C. and U. System<sup>a</sup>,California,Private,Touro C. and U. System<sup>a</sup>,,3,"['3,489', '']"
7947,r124,California -> Private -> Touro C. and U. System<sup>a</sup> -> Touro U.,California,Private,Touro C. and U. System<sup>a</sup>,Touro U.,4,"['3,489', '']"
7947,r125,California -> Private -> U. of the Pacific,California,Private,U. of the Pacific,,3,"['1,371', '']"
7947,r126,California -> Private -> U. San Diego,California,Private,U. San Diego,,3,"['7,580', '']"
7947,r127,California -> Private -> U. San Francisco,California,Private,U. San Francisco,,3,"['1,375', '']"
7947,r128,California -> Private -> U. Southern California,California,Private,U. Southern California,,3,"['955,565', '']"
7947,r129,California -> Private -> Western U. of Health Sciences,California,Private,Western U. of Health Sciences,,3,"['6,688', '']"
7947,r130,California -> Private -> Westmont C.,California,Private,Westmont C.,,3,"['295', '']"
7947,r131,California -> Private -> Whittier C.,California,Private,Whittier C.,,3,"['300', '']"
7947,r132,Colorado,Colorado,,,,1,"['1,749,249', '']"
7947,r133,Colorado -> Public,Colorado,Public,,,2,"['1,704,555', '']"
7947,r134,Colorado -> Public -> Colorado Mesa U.,Colorado,Public,Colorado Mesa U.,,3,"['823', '']"
7947,r135,Colorado -> Public -> Colorado School of Mines,Colorado,Public,Colorado School of Mines,,3,"['81,443', '']"
7947,r136,Colorado -> Public -> Colorado State U. System,Colorado,Public,Colorado State U. System,,3,"['450,187', '']"
7947,r137,"Colorado -> Public -> Colorado State U. System -> Colorado State U., Fort Collins",Colorado,Public,Colorado State U. System,"Colorado State U., Fort Collins",4,"['447,197', '']"
7947,r138,"Colorado -> Public -> Colorado State U. System -> Colorado State U., Pueblo",Colorado,Public,Colorado State U. System,"Colorado State U., Pueblo",4,"['2,990', '']"
7947,r139,Colorado -> Public -> Fort Lewis C.,Colorado,Public,Fort Lewis C.,,3,"['1,926', '']"
7947,r140,Colorado -> Public -> Metropolitan State U. of Denver,Colorado,Public,Metropolitan State U. of Denver,,3,"['416', '']"
7947,r141,Colorado -> Public -> U. Colorado System,Colorado,Public,U. Colorado System,,3,"['1,133,956', '']"
7947,r142,Colorado -> Public -> U. Colorado System -> U. Colorado Anschutz Medical Campus<sup>b</sup>,Colorado,Public,U. Colorado System,U. Colorado Anschutz Medical Campus<sup>b</sup>,4,"['562,855', '']"
7947,r143,Colorado -> Public -> U. Colorado System -> U. Colorado Boulder,Colorado,Public,U. Colorado System,U. Colorado Boulder,4,"['547,724', '']"
7947,r144,Colorado -> Public -> U. Colorado System -> U. Colorado Colorado Springs,Colorado,Public,U. Colorado System,U. Colorado Colorado Springs,4,"['5,338', '']"
7947,r145,Colorado -> Public -> U. Colorado System -> U. Colorado Denver<sup>b</sup>,Colorado,Public,U. Colorado System,U. Colorado Denver<sup>b</sup>,4,"['18,039', '']"
7947,r146,Colorado -> Public -> U. Northern Colorado,Colorado,Public,U. Northern Colorado,,3,"['3,159', '']"
7947,r147,Colorado -> Public -> U.S. Air Force Academy,Colorado,Public,U.S. Air Force Academy,,3,"['32,086', '']"
7947,r148,Colorado -> Public -> Western Colorado U.,Colorado,Public,Western Colorado U.,,3,"['559', '']"
7947,r149,Colorado -> Private,Colorado,Private,,,2,"['44,694', '']"
7947,r150,Colorado -> Private -> Colorado C.,Colorado,Private,Colorado C.,,3,"['5,467', '']"
7947,r151,Colorado -> Private -> Regis U.,Colorado,Private,Regis U.,,3,"['476', '']"
7947,r152,Colorado -> Private -> U. Denver,Colorado,Private,U. Denver,,3,"['38,751', '']"
7947,r153,Connecticut,Connecticut,,,,1,"['1,496,303', '']"
7947,r154,Connecticut -> Public,Connecticut,Public,,,2,"['311,547', '']"
7947,r155,Connecticut -> Public -> Connecticut State U. System,Connecticut,Public,Connecticut State U. System,,3,"['9,063', '']"
7947,r156,Connecticut -> Public -> Connecticut State U. System -> Central Connecticut State U.,Connecticut,Public,Connecticut State U. System,Central Connecticut State U.,4,"['1,314', '']"
7947,r157,Connecticut -> Public -> Connecticut State U. System -> Eastern Connecticut State U.,Connecticut,Public,Connecticut State U. System,Eastern Connecticut State U.,4,"['1,646', '']"
7947,r158,Connecticut -> Public -> Connecticut State U. System -> Southern Connecticut State U.,Connecticut,Public,Connecticut State U. System,Southern Connecticut State U.,4,"['5,750', '']"
7947,r159,Connecticut -> Public -> Connecticut State U. System -> Western Connecticut State U.,Connecticut,Public,Connecticut State U. System,Western Connecticut State U.,4,"['353', '']"
7947,r160,Connecticut -> Public -> U. Connecticut,Connecticut,Public,U. Connecticut,,3,"['302,329', '']"
7947,r161,Connecticut -> Public -> U.S. Coast Guard Academy,Connecticut,Public,U.S. Coast Guard Academy,,3,"['155', '']"
7947,r162,Connecticut -> Private,Connecticut,Private,,,2,"['1,184,756', '']"
7947,r163,Connecticut -> Private -> Connecticut C.,Connecticut,Private,Connecticut C.,,3,"['1,244', '']"
7947,r164,Connecticut -> Private -> Fairfield U.,Connecticut,Private,Fairfield U.,,3,"['849', '']"
7947,r165,Connecticut -> Private -> Hartford International U. for Religion and Peace,Connecticut,Private,Hartford International U. for Religion and Peace,,3,"['512', '']"
7947,r166,Connecticut -> Private -> Quinnipiac U.,Connecticut,Private,Quinnipiac U.,,3,"['926', 'i']"
7947,r167,Connecticut -> Private -> Sacred Heart U.,Connecticut,Private,Sacred Heart U.,,3,"['972', '']"
7947,r168,"Connecticut -> Private -> Trinity C., Hartford",Connecticut,Private,"Trinity C., Hartford",,3,"['1,775', '']"
7947,r169,Connecticut -> Private -> U. Hartford,Connecticut,Private,U. Hartford,,3,"['1,252', '']"
7947,r170,Connecticut -> Private -> U. New Haven,Connecticut,Private,U. New Haven,,3,"['4,069', '']"
7947,r171,Connecticut -> Private -> Wesleyan U.,Connecticut,Private,Wesleyan U.,,3,"['8,009', '']"
7947,r172,Connecticut -> Private -> Yale U.,Connecticut,Private,Yale U.,,3,"['1,165,148', '']"
7947,r173,Delaware,Delaware,,,,1,"['254,725', '']"
7947,r174,Delaware -> Public,Delaware,Public,,,2,"['254,725', '']"
7947,r175,Delaware -> Public -> Delaware State U.,Delaware,Public,Delaware State U.,,3,"['23,193', '']"
7947,r176,Delaware -> Public -> U. Delaware,Delaware,Public,U. Delaware,,3,"['231,532', '']"
7947,r177,District of Columbia,District of Columbia,,,,1,"['717,928', '']"
7947,r178,District of Columbia -> Public,District of Columbia,Public,,,2,"['11,890', '']"
7947,r179,District of Columbia -> Public -> National Defense U.,District of Columbia,Public,National Defense U.,,3,"['3,786', '']"
7947,r180,District of Columbia -> Public -> National Defense U. -> U. of the District of Columbia,District of Columbia,Public,National Defense U.,U. of the District of Columbia,4,"['8,104', '']"
7947,r181,District of Columbia -> Private,District of Columbia,Private,,,2,"['706,038', '']"
7947,r182,District of Columbia -> Private -> American U.,District of Columbia,Private,American U.,,3,"['65,912', '']"
7947,r183,District of Columbia -> Private -> Catholic U. of America,District of Columbia,Private,Catholic U. of America,,3,"['35,548', '']"
7947,r184,District of Columbia -> Private -> Gallaudet U.,District of Columbia,Private,Gallaudet U.,,3,"['6,126', '']"
7947,r185,District of Columbia -> Private -> George Washington U.,District of Columbia,Private,George Washington U.,,3,"['266,108', '']"
7947,r186,District of Columbia -> Private -> Georgetown U.,District of Columbia,Private,Georgetown U.,,3,"['279,932', '']"
7947,r187,District of Columbia -> Private -> Howard U.,District of Columbia,Private,Howard U.,,3,"['52,412', '']"
7947,r188,Florida,Florida,,,,1,"['2,774,759', '']"
7947,r189,Florida -> Public (State U. Florida Board of Governors),Florida,Public (State U. Florida Board of Governors),,,2,"['2,326,968', '']"
7947,r190,Florida -> Public (State U. Florida Board of Governors) -> Florida A&M U.,Florida,Public (State U. Florida Board of Governors),Florida A&M U.,,3,"['47,124', '']"
7947,r191,Florida -> Public (State U. Florida Board of Governors) -> Florida Atlantic U.,Florida,Public (State U. Florida Board of Governors),Florida Atlantic U.,,3,"['58,471', '']"
7947,r192,Florida -> Public (State U. Florida Board of Governors) -> Florida Gulf Coast U.,Florida,Public (State U. Florida Board of Governors),Florida Gulf Coast U.,,3,"['8,197', '']"
7947,r193,Florida -> Public (State U. Florida Board of Governors) -> Florida International U.,Florida,Public (State U. Florida Board of Governors),Florida International U.,,3,"['246,075', '']"
7947,r194,Florida -> Public (State U. Florida Board of Governors) -> Florida Polytechnic U.,Florida,Public (State U. Florida Board of Governors),Florida Polytechnic U.,,3,"['1,269', '']"
7947,r195,Florida -> Public (State U. Florida Board of Governors) -> Florida State U.,Florida,Public (State U. Florida Board of Governors),Florida State U.,,3,"['328,604', '']"
7947,r196,Florida -> Public (State U. Florida Board of Governors) -> New C. Florida,Florida,Public (State U. Florida Board of Governors),New C. Florida,,3,"['960', '']"
7947,r197,Florida -> Public (State U. Florida Board of Governors) -> U. Central Florida,Florida,Public (State U. Florida Board of Governors),U. Central Florida,,3,"['218,596', '']"
7947,r198,Florida -> Public (State U. Florida Board of Governors) -> U. Florida,Florida,Public (State U. Florida Board of Governors),U. Florida,,3,"['959,965', '']"
7947,r199,Florida -> Public (State U. Florida Board of Governors) -> U. North Florida,Florida,Public (State U. Florida Board of Governors),U. North Florida,,3,"['15,782', '']"
7947,r200,Florida -> Public (State U. Florida Board of Governors) -> U. North Florida -> U. South Florida<sup>c</sup>,Florida,Public (State U. Florida Board of Governors),U. North Florida,U. South Florida<sup>c</sup>,4,"['405,088', '']"
7947,r201,Florida -> Public (State U. Florida Board of Governors) -> U. West Florida,Florida,Public (State U. Florida Board of Governors),U. West Florida,,3,"['36,837', '']"
7947,r202,Florida -> Private,Florida,Private,,,2,"['447,791', '']"
7947,r203,Florida -> Private -> Barry U.,Florida,Private,Barry U.,,3,"['343', '']"
7947,r204,Florida -> Private -> Bethune-Cookman U.,Florida,Private,Bethune-Cookman U.,,3,"['928', '']"
7947,r205,Florida -> Private -> Eckerd C.,Florida,Private,Eckerd C.,,3,"['367', '']"
7947,r206,Florida -> Private -> Embry-Riddle Aeronautical U.,Florida,Private,Embry-Riddle Aeronautical U.,,3,"['19,830', '']"
7947,r207,Florida -> Private -> Florida Institute of Technology,Florida,Private,Florida Institute of Technology,,3,"['23,195', '']"
7947,r208,Florida -> Private -> Jacksonville U.,Florida,Private,Jacksonville U.,,3,"['460', '']"
7947,r209,Florida -> Private -> Keiser U.,Florida,Private,Keiser U.,,3,"['443', 'i']"
7947,r210,Florida -> Private -> Nova Southeastern U.,Florida,Private,Nova Southeastern U.,,3,"['24,513', '']"
7947,r211,Florida -> Private -> Rollins C.,Florida,Private,Rollins C.,,3,"['533', '']"
7947,r212,Florida -> Private -> St. Thomas U.,Florida,Private,St. Thomas U.,,3,"['176', '']"
7947,r213,Florida -> Private -> Stetson U.,Florida,Private,Stetson U.,,3,"['611', '']"
7947,r214,Florida -> Private -> U. Miami,Florida,Private,U. Miami,,3,"['375,841', '']"
7947,r215,Florida -> Private -> U. Tampa,Florida,Private,U. Tampa,,3,"['551', '']"
7947,r216,Georgia,Georgia,,,,1,"['2,953,221', '']"
7947,r217,Georgia -> Public (U. System Georgia Board of Regents),Georgia,Public (U. System Georgia Board of Regents),,,2,"['1,998,880', '']"
7947,r218,Georgia -> Public (U. System Georgia Board of Regents) -> Albany State U.,Georgia,Public (U. System Georgia Board of Regents),Albany State U.,,3,"['880', '']"
7947,r219,Georgia -> Public (U. System Georgia Board of Regents) -> Augusta U.,Georgia,Public (U. System Georgia Board of Regents),Augusta U.,,3,"['116,480', '']"
7947,r220,Georgia -> Public (U. System Georgia Board of Regents) -> Clayton State U.,Georgia,Public (U. System Georgia Board of Regents),Clayton State U.,,3,"['616', '']"
7947,r221,Georgia -> Public (U. System Georgia Board of Regents) -> Columbus State U.,Georgia,Public (U. System Georgia Board of Regents),Columbus State U.,,3,"['206', '']"
7947,r222,Georgia -> Public (U. System Georgia Board of Regents) -> Fort Valley State U.,Georgia,Public (U. System Georgia Board of Regents),Fort Valley State U.,,3,"['4,842', '']"
7947,r223,Georgia -> Public (U. System Georgia Board of Regents) -> Georgia C. and State U.,Georgia,Public (U. System Georgia Board of Regents),Georgia C. and State U.,,3,"['247', '']"
7947,r224,Georgia -> Public (U. System Georgia Board of Regents) -> Georgia Gwinnett C.,Georgia,Public (U. System Georgia Board of Regents),Georgia Gwinnett C.,,3,"['489', '']"
7947,r225,Georgia -> Public (U. System Georgia Board of Regents) -> Georgia Institute of Technology,Georgia,Public (U. System Georgia Board of Regents),Georgia Institute of Technology,,3,"['1,114,481', '']"
7947,r226,Georgia -> Public (U. System Georgia Board of Regents) -> Georgia Southern U.,Georgia,Public (U. System Georgia Board of Regents),Georgia Southern U.,,3,"['37,201', '']"
