table_id,row_id,business_activity_sup_a_sup_full_path,business_activity_sup_a_sup_level_1,business_activity_sup_a_sup_level_2,business_activity_sup_a_sup_hierarchy_depth,field_business_codeb,field_sales_worldwide,field_sales_domestic,field_sales_foreign
2703,r021,All business activities -> In vitro diagnostic substances manufacturing,All business activities,In vitro diagnostic substances manufacturing,2,32542,"['17,051', '  ']","['8,120', '  ']","['8,931', 'i ']"
2703,r022,All business activities -> Biotechnology-based pharmaceutical and biological products (except diagnostic substances),All business activities,Biotechnology-based pharmaceutical and biological products (except diagnostic substances),2,32543,"['102,259', '  ']","['89,145', '  ']","['13,114', '  ']"
2703,r023,"All business activities -> Soap, cleaning compound, and toilet preparations manufacturing",All business activities,"Soap, cleaning compound, and toilet preparations manufacturing",2,32591,"['192,097', '  ']","['107,730', '  ']","['84,367', '  ']"
2703,r024,"All business activities -> Paint, adhesive, and other chemical manufacturing",All business activities,"Paint, adhesive, and other chemical manufacturing",2,32592,"['131,775', '  ']","['86,085', '  ']","['45,690', '  ']"
2703,r025,All business activities -> Plastics and rubber products manufacturing,All business activities,Plastics and rubber products manufacturing,2,32600,"['228,046', '  ']","['172,355', '  ']","['55,691', '  ']"
2703,r026,All business activities -> Clay and glass products manufacturing,All business activities,Clay and glass products manufacturing,2,32710,"['48,541', '  ']","['29,703', '  ']","['18,837', '  ']"
2703,r027,"All business activities -> Cement, concrete, lime, gypsum, and other nonmetallic mineral products manufacturing",All business activities,"Cement, concrete, lime, gypsum, and other nonmetallic mineral products manufacturing",2,32790,"['41,567', '  ']","['36,062', '  ']","['5,505', '  ']"
2703,r028,All business activities -> Primary metal manufacturing,All business activities,Primary metal manufacturing,2,33100,"['158,601', '  ']","['124,786', '  ']","['33,815', '  ']"
2703,r029,All business activities -> Fabricated metal products manufacturing,All business activities,Fabricated metal products manufacturing,2,33200,"['204,748', '  ']","['151,435', '  ']","['53,313', '  ']"
2703,r030,All business activities -> Agricultural machinery and equipment manufacturing,All business activities,Agricultural machinery and equipment manufacturing,2,33311,"['67,226', '  ']","['37,210', '  ']","['30,016', '  ']"
2703,r031,All business activities -> Construction machinery manufacturing,All business activities,Construction machinery manufacturing,2,33312,"['74,103', '  ']","['44,659', '  ']","['29,444', '  ']"
2703,r032,"All business activities -> Mining, oil, and gas field machinery and equipment manufacturing",All business activities,"Mining, oil, and gas field machinery and equipment manufacturing",2,33319,"['86,490', '  ']","['46,295', '  ']","['40,195', '  ']"
2703,r033,All business activities -> Semiconductor machinery manufacturing,All business activities,Semiconductor machinery manufacturing,2,33321,"['47,009', '  ']","['21,686', '  ']","['25,323', '  ']"
2703,r034,All business activities -> Industrial machinery manufacturing (except semiconductor machinery),All business activities,Industrial machinery manufacturing (except semiconductor machinery),2,33322,"['44,608', '  ']","['31,875', '  ']","['12,733', '  ']"
2703,r035,All business activities -> Photographic and photocopying equipment manufacturing,All business activities,Photographic and photocopying equipment manufacturing,2,33331,"['9,492', '  ']","['7,883', '  ']","['1,609', '  ']"
2703,r036,"All business activities -> Commercial, service industry, temperature control, and air-flow control machinery manufacturing",All business activities,"Commercial, service industry, temperature control, and air-flow control machinery manufacturing",2,33332,"['115,891', '  ']","['77,434', '  ']","['38,457', '  ']"
2703,r037,All business activities -> Digital cameras manufacturing,All business activities,Digital cameras manufacturing,2,33333,"['2,086', '  ']","['1,658', '  ']","['427', 'i ']"
2703,r038,"All business activities -> Engine, turbine, and power transmission equipment manufacturing",All business activities,"Engine, turbine, and power transmission equipment manufacturing",2,33360,"['95,174', '  ']","['49,461', '  ']","['45,713', '  ']"
2703,r039,All business activities -> Metalworking and other general purpose machinery manufacturing,All business activities,Metalworking and other general purpose machinery manufacturing,2,33390,"['124,837', '  ']","['86,415', '  ']","['38,422', '  ']"
2703,r040,All business activities -> Computers and peripheral equipment manufacturing and magnetic and optical media,All business activities,Computers and peripheral equipment manufacturing and magnetic and optical media,2,33412,"['479,862', '  ']","['214,870', '  ']","['264,991', '  ']"
2703,r041,"All business activities -> Telephone apparatus manufacturing, including routers, modems, and gateways",All business activities,"Telephone apparatus manufacturing, including routers, modems, and gateways",2,33421,"['80,805', '  ']","['44,162', '  ']","['36,643', '  ']"
2703,r042,"All business activities -> Radio, television, and wireless communication equipment manufacturing",All business activities,"Radio, television, and wireless communication equipment manufacturing",2,33422,"['34,720', '  ']","['28,199', '  ']","['6,520', '  ']"
2703,r043,"All business activities -> Other communication equipment manufacturing (except radio, television, and wireless communication equipment)",All business activities,"Other communication equipment manufacturing (except radio, television, and wireless communication equipment)",2,33429,"['16,542', '  ']","['14,860', '  ']","['1,683', '  ']"
2703,r044,All business activities -> Audio and video equipment manufacturing,All business activities,Audio and video equipment manufacturing,2,33430,"['11,671', '  ']","['6,362', '  ']","['5,308', '  ']"
2703,r045,All business activities -> Semiconductor and other electronic components manufacturing,All business activities,Semiconductor and other electronic components manufacturing,2,33440,"['399,809', '  ']","['210,206', '  ']","['189,603', '  ']"
2703,r046,"All business activities -> Electromedical, electrotherapeutic, and irradiation apparatus manufacturing",All business activities,"Electromedical, electrotherapeutic, and irradiation apparatus manufacturing",2,33451,"['54,121', 'i ']","['31,296', '  ']","['22,825', 'i ']"
2703,r047,"All business activities -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments manufacturing",All business activities,"Search, detection, navigation, guidance, aeronautical, and nautical system and instruments manufacturing",2,33452,"['71,425', '  ']","['62,360', '  ']","['9,066', '  ']"
2703,r048,All business activities -> Measuring and control instruments manufacturing (not listed elsewhere),All business activities,Measuring and control instruments manufacturing (not listed elsewhere),2,33459,"['80,672', '  ']","['52,493', '  ']","['28,179', '  ']"
2703,r049,"All business activities -> Electrical equipment, appliances, and components manufacturing",All business activities,"Electrical equipment, appliances, and components manufacturing",2,33500,"['189,130', '  ']","['115,089', '  ']","['74,041', '  ']"
2703,r050,All business activities -> Motor vehicles manufacturing,All business activities,Motor vehicles manufacturing,2,33610,"['706,303', '  ']","['584,674', '  ']","['121,629', '  ']"
2703,r051,All business activities -> Motor vehicle body and trailer manufacturing,All business activities,Motor vehicle body and trailer manufacturing,2,33620,"['26,379', '  ']","['25,775', '  ']","['604', '  ']"
2703,r052,All business activities -> Motor vehicle parts manufacturing,All business activities,Motor vehicle parts manufacturing,2,33630,"['285,825', '  ']","['202,295', '  ']","['83,530', '  ']"
2703,r053,All business activities -> Aircraft manufacturing,All business activities,Aircraft manufacturing,2,33641,"['190,552', '  ']","['181,676', '  ']","['8,876', '  ']"
2703,r054,All business activities -> Aircraft engine and engine parts manufacturing,All business activities,Aircraft engine and engine parts manufacturing,2,33642,"['60,580', '  ']","['35,596', '  ']","['24,984', '  ']"
2703,r055,All business activities -> Other aircraft parts and auxiliary equipment manufacturing,All business activities,Other aircraft parts and auxiliary equipment manufacturing,2,33643,"['67,859', '  ']","['56,031', '  ']","['11,828', '  ']"
2703,r056,"All business activities -> Guided missiles, space vehicles, and related parts manufacturing",All business activities,"Guided missiles, space vehicles, and related parts manufacturing",2,33644,"['51,007', '  ']","['46,742', '  ']","['4,265', '  ']"
2703,r057,All business activities -> Railroad rolling stock manufacturing,All business activities,Railroad rolling stock manufacturing,2,33651,"['14,083', '  ']","['8,576', '  ']","['5,507', '  ']"
2703,r058,All business activities -> Ship and boat building,All business activities,Ship and boat building,2,33660,"['16,294', '  ']","['14,316', '  ']","['1,979', '  ']"
2703,r059,"All business activities -> Motorcycle, bicycle, and parts manufacturing",All business activities,"Motorcycle, bicycle, and parts manufacturing",2,33691,"['11,412', '  ']","['7,159', '  ']","['4,254', '  ']"
2703,r060,"All business activities -> Military armored vehicle, tank, and tank components manufacturing",All business activities,"Military armored vehicle, tank, and tank components manufacturing",2,33692,"['18,531', 'i ']","['15,853', 'i ']","['2,678', '  ']"
2703,r061,All business activities -> All other transportation equipment manufacturing,All business activities,All other transportation equipment manufacturing,2,33699,"['21,079', '  ']","['17,787', '  ']","['3,292', '  ']"
2703,r062,All business activities -> Furniture and related products manufacturing,All business activities,Furniture and related products manufacturing,2,33700,"['49,009', '  ']","['44,571', '  ']","['4,438', '  ']"
2703,r063,All business activities -> Medical equipment and supplies manufacturing,All business activities,Medical equipment and supplies manufacturing,2,33910,"['271,160', '  ']","['184,756', '  ']","['86,404', '  ']"
2703,r064,"All business activities -> Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",All business activities,"Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",2,33990,"['170,861', '  ']","['104,915', '  ']","['65,945', 'i ']"
2703,r065,"All business activities -> Merchant wholesalers, durable goods",All business activities,"Merchant wholesalers, durable goods",2,42300,"['248,170', '  ']","['225,622', '  ']","['22,549', '  ']"
2703,r066,"All business activities -> Merchant wholesalers, nondurable goods",All business activities,"Merchant wholesalers, nondurable goods",2,42400,"['634,620', '  ']","['455,596', '  ']","['179,024', '  ']"
2703,r067,All business activities -> Wholesale electronic markets and agents and brokers (business to business),All business activities,Wholesale electronic markets and agents and brokers (business to business),2,42500,"['5,490', '  ']","['5,054', '  ']","['436', '  ']"
2703,r068,All business activities -> Retail trade (except electronic shopping and electronic auctions),All business activities,Retail trade (except electronic shopping and electronic auctions),2,44000,"['538,965', '  ']","['482,991', '  ']","['55,973', '  ']"
2703,r069,All business activities -> Electronic shopping and electronic auctions,All business activities,Electronic shopping and electronic auctions,2,45411,"['191,588 - 272,515', 'i ']","['191,589', 'i ']","['0 - 80,926', 'i ']"
2703,r070,All business activities -> Transportation,All business activities,Transportation,2,48000,"['264,546', '  ']","['210,354', '  ']","['54,192', '  ']"
2703,r071,"All business activities -> Couriers, messengers, and express delivery services",All business activities,"Couriers, messengers, and express delivery services",2,49200,"['91,333', '  ']","['69,200', '  ']","['22,133', '  ']"
2703,r072,All business activities -> Warehousing and storage,All business activities,Warehousing and storage,2,49300,"['11,361', '  ']","['6,057', '  ']","['5,305', '  ']"
2703,r073,"All business activities -> Newspaper, periodical, book, and directory publishers (except Internet)",All business activities,"Newspaper, periodical, book, and directory publishers (except Internet)",2,51110,"['9,489', '  ']","['7,423', '  ']","['2,066', '  ']"
2703,r074,All business activities -> Software publishers (except Internet),All business activities,Software publishers (except Internet),2,51120,"['245,769', '  ']","['149,358', '  ']","['96,411', '  ']"
2703,r075,All business activities -> Motion picture and sound recording (except Internet),All business activities,Motion picture and sound recording (except Internet),2,51200,"['37,342', '  ']","['32,886', '  ']","['4,456', '  ']"
2703,r076,All business activities -> Broadcasting (except Internet),All business activities,Broadcasting (except Internet),2,51500,"['151,282', '  ']","['126,166', '  ']","['25,116', '  ']"
2703,r077,All business activities -> Wired telecommunications carriers,All business activities,Wired telecommunications carriers,2,51710,"['129,766', '  ']","['127,438', '  ']","['2,328', '  ']"
2703,r078,All business activities -> Wireless telecommunications carriers (except satellite),All business activities,Wireless telecommunications carriers (except satellite),2,51720,"['264,219', '  ']","['264,216', '  ']","['3', 'i ']"
2703,r079,All business activities -> Satellite telecommunications,All business activities,Satellite telecommunications,2,51740,"['53,289', '  ']","['53,217', '  ']","['72', '  ']"
2703,r080,All business activities -> Other telecommunications (not listed elsewhere),All business activities,Other telecommunications (not listed elsewhere),2,51790,"['16,300', '  ']","['12,512', '  ']","['3,788', '  ']"
2703,r081,"All business activities -> Data processing, hosting, and related services",All business activities,"Data processing, hosting, and related services",2,51800,"['141,375', '  ']","['114,517', '  ']","['26,858', '  ']"
2703,r082,All business activities -> Cloud computing applications and Internet-based software services,All business activities,Cloud computing applications and Internet-based software services,2,51801,"['166,306', '  ']","['130,568', '  ']","['35,738', '  ']"
2703,r083,"All business activities -> Other information services, including Internet publishing, broadcasting, and Web search portals",All business activities,"Other information services, including Internet publishing, broadcasting, and Web search portals",2,51910,"['190,606', '  ']","['113,585', '  ']","['77,022', '  ']"
2703,r084,All business activities -> Finance: banking and credit intermediation,All business activities,Finance: banking and credit intermediation,2,52200,"['536,596', '  ']","['480,076', '  ']","['56,520', '  ']"
2703,r085,"All business activities -> Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",All business activities,"Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",2,52310,"['119,259', '  ']","['98,369', '  ']","['20,890', '  ']"
2703,r086,All business activities -> Insurance carriers and related activities,All business activities,Insurance carriers and related activities,2,52400,"['467,238', '  ']","['443,129', '  ']","['24,109', 'i ']"
2703,r087,All business activities -> Real estate,All business activities,Real estate,2,53100,"['11,565', '  ']","['10,982', '  ']","['583', '  ']"
2703,r088,All business activities -> Rental and leasing services,All business activities,Rental and leasing services,2,53200,"['13,487', '  ']","['9,879', '  ']","['3,608', '  ']"
2703,r089,"All business activities -> Lessors of nonfinancial intangible assets, including patent licensing",All business activities,"Lessors of nonfinancial intangible assets, including patent licensing",2,53300,"['1,900 - 82,827', '  ']","['1,901', '  ']","['0 - 80,926', 'i ']"
2703,r090,"All business activities -> Legal, accounting, tax preparation, bookkeeping, and payroll services",All business activities,"Legal, accounting, tax preparation, bookkeeping, and payroll services",2,54111,"['24,693', '  ']","['21,735', '  ']","['2,959', '  ']"
2703,r091,"All business activities -> Architectural, engineering, and related services",All business activities,"Architectural, engineering, and related services",2,54130,"['101,367', '  ']","['83,802', '  ']","['17,565', '  ']"
2703,r092,All business activities -> Specialized design services,All business activities,Specialized design services,2,54140,"['26,260', '  ']","['7,649', '  ']","['18,610', '  ']"
2703,r093,All business activities -> Computer systems design and related services,All business activities,Computer systems design and related services,2,54150,"['250,286', '  ']","['154,122', '  ']","['96,164', '  ']"
2703,r094,"All business activities -> Management, scientific, and technical consulting services",All business activities,"Management, scientific, and technical consulting services",2,54160,"['68,839', '  ']","['49,138', '  ']","['19,701', '  ']"
2703,r095,All business activities -> Research and development services in social sciences and humanities,All business activities,Research and development services in social sciences and humanities,2,54172,"['941', '  ']","['934', '  ']","['7', '  ']"
2703,r096,All business activities -> Research and development services in biotechnology,All business activities,Research and development services in biotechnology,2,54173,"['13,423', '  ']","['9,647', '  ']","['3,776', '  ']"
2703,r097,"All business activities -> Research and development services in physical, engineering, and life sciences (except biotechnology)",All business activities,"Research and development services in physical, engineering, and life sciences (except biotechnology)",2,54174,"['41,792', '  ']","['31,645', '  ']","['10,147', 'i ']"
2703,r098,All business activities -> Advertising and related services,All business activities,Advertising and related services,2,54180,"['140,299', '  ']","['72,990', '  ']","['67,309', '  ']"
2703,r099,"All business activities -> Professional, scientific, and technical services (not listed elsewhere)",All business activities,"Professional, scientific, and technical services (not listed elsewhere)",2,54190,"['21,508', '  ']","['16,673', '  ']","['4,835', '  ']"
2703,r100,All business activities -> Management of companies and enterprises,All business activities,Management of companies and enterprises,2,55100,"['13,915', '  ']","['12,189', '  ']","['1,726', '  ']"
2703,r101,All business activities -> Administrative and support services,All business activities,Administrative and support services,2,56100,"['67,113', '  ']","['38,604', '  ']","['28,509', '  ']"
2703,r102,All business activities -> Waste management and remediation services,All business activities,Waste management and remediation services,2,56200,"['88,601', '  ']","['84,236', '  ']","['4,365', '  ']"
2703,r103,All business activities -> Offices of physicians,All business activities,Offices of physicians,2,62110,"['50,988', '  ']","['50,988', '  ']","['0', '  ']"
2703,r104,All business activities -> Medical and diagnostic laboratories,All business activities,Medical and diagnostic laboratories,2,62150,"['39,529', 'i ']","['35,208', '  ']","['4,322', 'i ']"
2703,r105,"All business activities -> Other ambulatory health care services (ambulance, dental, home health care)",All business activities,"Other ambulatory health care services (ambulance, dental, home health care)",2,62199,"['10,100', '  ']","['9,923', '  ']","['177', '  ']"
2703,r106,All business activities -> Hospitals and nursing care facilities,All business activities,Hospitals and nursing care facilities,2,62200,"['35,131', '  ']","['35,130', '  ']","['1', 'i ']"
2703,r107,All business activities -> Social assistance services,All business activities,Social assistance services,2,62400,"['1,826', '  ']","['1,826', '  ']","['0', '  ']"
2703,r108,"All business activities -> Arts, entertainment, and recreation",All business activities,"Arts, entertainment, and recreation",2,71000,"['34,740', '  ']","['26,599', '  ']","['8,141', '  ']"
2703,r109,All business activities -> Accommodation and food services,All business activities,Accommodation and food services,2,72000,"['54,778', '  ']","['33,862', '  ']","['20,916', '  ']"
2703,r110,All business activities -> Other services (not listed elsewhere),All business activities,Other services (not listed elsewhere),2,81000,"['95,526', '  ']","['69,952', '  ']","['25,574', '  ']"
2703,r111,All business activities -> Less: intersegment eliminations,All business activities,Less: intersegment eliminations,2,–,"['262,685', '  ']","['160,370', '  ']","['102,316', '  ']"
2703,r112,All business activities -> Undistributed,All business activities,Undistributed,2,–,"['8', 'i ']","['8', 'i ']","['0', '  ']"
