table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_level_4,_b_field_b_hierarchy_depth,field_all_federal_r_d_expenditures,field_dod,field_doe,field_hhs,field_nasa,field_nsf,field_usda,field_othera
12661,r011,All R&D fields -> Science -> Life sciences -> Biological and biomedical sciences,All R&D fields,Science,Life sciences,Biological and biomedical sciences,4,11753581,428195,142053,10127080,28376,630442,226729,170706
12661,r012,All R&D fields -> Science -> Life sciences -> Health sciences,All R&D fields,Science,Life sciences,Health sciences,4,19390822,1060987,24669,17877236,36780,82761,44231,264158
12661,r013,All R&D fields -> Science -> Life sciences -> Natural resources and conservation,All R&D fields,Science,Life sciences,Natural resources and conservation,4,512675,105418,20579,24391,12700,68535,139324,141728
12661,r014,All R&D fields -> Science -> Life sciences -> Life sciences nec,All R&D fields,Science,Life sciences,Life sciences nec,4,780289,18733,3554,673116,2935,26548,25025,30378
12661,r015,All R&D fields -> Science -> Mathematics and statistics,All R&D fields,Science,Mathematics and statistics,,3,661446,185496,10810,73821,101103,251663,7056,31497
12661,r016,All R&D fields -> Science -> Physical sciences,All R&D fields,Science,Physical sciences,,3,4621763,739426,977109,729009,769296,1284351,14884,107688
12661,r017,All R&D fields -> Science -> Physical sciences -> Astronomy and astrophysics,All R&D fields,Science,Physical sciences,Astronomy and astrophysics,4,659781,19836,21740,639,475657,138298,81,3530
12661,r018,All R&D fields -> Science -> Physical sciences -> Chemistry,All R&D fields,Science,Physical sciences,Chemistry,4,1413489,151600,194936,616933,17360,403844,6270,22546
12661,r019,All R&D fields -> Science -> Physical sciences -> Materials science,All R&D fields,Science,Physical sciences,Materials science,4,205797,82646,31740,12947,2180,64495,1918,9871
12661,r020,All R&D fields -> Science -> Physical sciences -> Physics,All R&D fields,Science,Physical sciences,Physics,4,2123118,447113,686482,75520,253344,605192,2676,52791
12661,r021,All R&D fields -> Science -> Physical sciences -> Physical sciences nec,All R&D fields,Science,Physical sciences,Physical sciences nec,4,219578,38231,42211,22970,20755,72522,3939,18950
12661,r022,All R&D fields -> Science -> Psychology,All R&D fields,Science,Psychology,,3,978784,80354,744,713565,16442,83291,3620,80768
12661,r023,All R&D fields -> Science -> Social sciences,All R&D fields,Science,Social sciences,,3,1202546,101687,17502,505495,15219,192977,69862,299804
12661,r024,All R&D fields -> Science -> Social sciences -> Anthropology,All R&D fields,Science,Social sciences,Anthropology,4,46631,5238,1145,6276,135,23878,1751,8208
12661,r025,All R&D fields -> Science -> Social sciences -> Economics,All R&D fields,Science,Social sciences,Economics,4,206477,7953,8241,65924,481,28457,49764,45657
12661,r026,All R&D fields -> Science -> Social sciences -> Political science and government,All R&D fields,Science,Social sciences,Political science and government,4,111794,18621,2798,24266,385,29655,740,35329
12661,r027,"All R&D fields -> Science -> Social sciences -> Sociology, demography, and population studies",All R&D fields,Science,Social sciences,"Sociology, demography, and population studies",4,317113,18537,109,175312,478,44202,6156,72319
12661,r028,All R&D fields -> Science -> Social sciences -> Social sciences nec,All R&D fields,Science,Social sciences,Social sciences nec,4,520531,51338,5209,233717,13740,66785,11451,138291
12661,r029,All R&D fields -> Science -> Sciences nec,All R&D fields,Science,Sciences nec,,3,475264,110168,28646,137975,7513,128831,11168,50963
12661,r030,All R&D fields -> Engineering,All R&D fields,Engineering,,,2,10931327,4687204,1190092,1346015,713488,1731109,106665,1156754
12661,r031,"All R&D fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All R&D fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,1425681,934883,24542,8032,243344,47170,882,166828
12661,r032,All R&D fields -> Engineering -> Bioengineering and biomedical engineering,All R&D fields,Engineering,Bioengineering and biomedical engineering,,3,1198449,180574,18976,809336,10653,112066,25480,41364
12661,r033,All R&D fields -> Engineering -> Chemical engineering,All R&D fields,Engineering,Chemical engineering,,3,713248,122331,194182,115522,12700,189820,9669,69024
12661,r034,All R&D fields -> Engineering -> Civil engineering,All R&D fields,Engineering,Civil engineering,,3,929044,125841,150480,50189,21442,205336,14982,360774
12661,r035,"All R&D fields -> Engineering -> Electrical, electronic, and communications engineering",All R&D fields,Engineering,"Electrical, electronic, and communications engineering",,3,2794497,1609605,192325,121774,174566,521668,7554,167005
12661,r036,All R&D fields -> Engineering -> Industrial and manufacturing engineering,All R&D fields,Engineering,Industrial and manufacturing engineering,,3,481861,296911,21269,14111,33466,58221,2175,55708
12661,r037,All R&D fields -> Engineering -> Mechanical engineering,All R&D fields,Engineering,Mechanical engineering,,3,1551973,726112,191190,98491,133253,280269,8374,114284
12661,r038,All R&D fields -> Engineering -> Metallurgical and materials engineering,All R&D fields,Engineering,Metallurgical and materials engineering,,3,693211,332441,154593,37692,16424,120492,1878,29691
12661,r039,All R&D fields -> Engineering -> Engineering nec,All R&D fields,Engineering,Engineering nec,,3,1143363,358506,242535,90868,67640,196067,35671,152076
12661,r040,All R&D fields -> Non-S&E,All R&D fields,Non-S&E,,,2,1724799,100328,14492,433952,11672,389384,41119,733852
12661,r041,All R&D fields -> Non-S&E -> Business management and business administration,All R&D fields,Non-S&E,Business management and business administration,,3,109626,14182,3277,9979,113,20474,4020,57581
12661,r042,All R&D fields -> Non-S&E -> Communication and communications technologies,All R&D fields,Non-S&E,Communication and communications technologies,,3,58280,6670,3194,20882,566,17372,921,8675
12661,r043,All R&D fields -> Non-S&E -> Education,All R&D fields,Non-S&E,Education,,3,890786,18407,1882,111763,6200,265552,10904,476078
12661,r044,All R&D fields -> Non-S&E -> Humanities,All R&D fields,Non-S&E,Humanities,,3,65170,6849,374,11938,1,13708,469,31831
12661,r045,All R&D fields -> Non-S&E -> Law,All R&D fields,Non-S&E,Law,,3,35110,285,323,8057,0,2267,281,23897
12661,r046,All R&D fields -> Non-S&E -> Social work,All R&D fields,Non-S&E,Social work,,3,205510,907,6,183042,2,1281,1350,18922
12661,r047,All R&D fields -> Non-S&E -> Visual and performing arts,All R&D fields,Non-S&E,Visual and performing arts,,3,20717,883,452,2518,2575,4851,253,9185
12661,r048,All R&D fields -> Non-S&E -> Non-S&E nec,All R&D fields,Non-S&E,Non-S&E nec,,3,339600,52145,4984,85773,2215,63879,22921,107683
