table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_intramural_federal_agenciesa,field_intramural_ffrdcs,field_extramural_united_states_and_u_s_territories_businesses,field_extramural_united_states_and_u_s_territories_higher_educationb,field_extramural_united_states_and_u_s_territories_nonprofit_organizations,field_extramural_united_states_and_u_s_territories_state_and_local_governments,field_extramural_non_u_s_performers
10822,r025,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,5973395,198213,4364560,364322,982499,33369,29888,544
10822,r026,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,22410508,4193698,361018,1196472,12842865,3213516,472125,130814
10822,r027,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,89675,34922,0,1905,37609,4061,9896,1281
10822,r028,All agencies -> Departments -> Department of Health and Human Services -> Centers for Medicare and Medicaid Services,All agencies,Departments,Department of Health and Human Services,Centers for Medicare and Medicaid Services,,4,419105,0,0,8163,2081,8395,400466,0
10822,r029,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,2455,850,0,1605,0,0,0,0
10822,r030,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,21899274,4157926,361018,1184799,12803175,3201060,61763,129534
10822,r031,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,69204,5572,15320,36589,11665,58,0,0
10822,r032,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,8720,0,0,4000,4720,0,0,0
10822,r033,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,60235,5322,15320,32589,6946,58,0,0
10822,r034,All agencies -> Departments -> Department of Homeland Security -> Secret Service,All agencies,Departments,Department of Homeland Security,Secret Service,,4,250,250,0,0,0,0,0,0
10822,r035,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,93945,86720,0,417,5570,312,925,0
10822,r036,All agencies -> Departments -> Department of the Interior -> Bureau of Land Management,All agencies,Departments,Department of the Interior,Bureau of Land Management,,4,2004,677,0,125,990,131,81,0
10822,r037,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,1286,567,0,170,549,0,0,0
10822,r038,All agencies -> Departments -> Department of the Interior -> Geological Survey,All agencies,Departments,Department of the Interior,Geological Survey,,4,90655,85476,0,122,4031,181,844,0
10822,r039,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,16931,4318,0,480,7221,4913,0,0
10822,r040,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,16931,4318,0,480,7221,4913,0,0
10822,r041,All agencies -> Departments -> Department of State,All agencies,Departments,Department of State,,,3,7000,7000,0,0,0,0,0,0
10822,r042,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,2117,997,445,675,0,0,0,0
10822,r043,All agencies -> Departments -> Department of Transportation -> Office of the Secretary of Transportation,All agencies,Departments,Department of Transportation,Office of the Secretary of Transportation,,4,21,21,0,0,0,0,0,0
10822,r044,All agencies -> Departments -> Department of Transportation -> Pipeline and Hazardous Materials Safety Administration,All agencies,Departments,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,,4,2096,976,445,675,0,0,0,0
10822,r045,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,665094,665094,0,0,0,0,0,0
10822,r046,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,
10822,r047,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,5057913,702660,1406932,1422072,1305903,202600,5486,12260
10822,r048,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,5863175,26592,315499,288967,4941482,259852,12973,17810
10822,r049,All agencies -> Other agencies -> Smithsonian Institution,All agencies,Other agencies,Smithsonian Institution,,,3,227400,227400,0,0,0,0,0,0
