table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_all_companies_companies_number_,field_all_companies_amount,field_1_4_employees_companies_number_,field_1_4_employees_amount,field_5_9_employees_companies_number_,field_5_9_employees_amount
5606,r019,"All selected industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All selected industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",4,3345,"['    515 ', '&nbsp;']","['    200,704 ', '&nbsp;']","['    235 ', '&nbsp;']","['    55,113 ', '&nbsp;']","['    279 ', '&nbsp;']","['    145,591 ', '&nbsp;']"
5606,r020,All selected industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,4,other 334,"['    263 ', '&nbsp;']","['    46,194 ', '&nbsp;']","['    107 ', '&nbsp;']","['    15,465 ', '&nbsp;']","['    157 ', '&nbsp;']","['    30,729 ', '&nbsp;']"
5606,r021,"All selected industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All selected industries,Manufacturing industries,"Electrical equipment, appliances, and components",,3,335,"['    167 ', '&nbsp;']","['    27,954 ', '&nbsp;']","['    106 ', '&nbsp;']","['    12,096 ', '&nbsp;']","['    62 ', '&nbsp;']","['    15,858 ', '&nbsp;']"
5606,r022,All selected industries -> Manufacturing industries -> Transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,,3,336,"['    41 ', '&nbsp;']","['    12,979 ', '&nbsp;']","['    26 ', '&nbsp;']","['    6,185 ', '&nbsp;']","['    14 ', '&nbsp;']","['    6,794 ', '&nbsp;']"
5606,r023,All selected industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All selected industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,4,3364,"['    33 ', '&nbsp;']","['    10,181 ', '&nbsp;']","['    20 ', '&nbsp;']","['    3,844 ', '&nbsp;']","['    12 ', '&nbsp;']","['    6,337 ', '&nbsp;']"
5606,r024,All selected industries -> Manufacturing industries -> Transportation equipment -> Other transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,Other transportation equipment,4,other 336,"['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
5606,r025,All selected industries -> Manufacturing industries -> Furniture and related products,All selected industries,Manufacturing industries,Furniture and related products,,3,337,"['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
5606,r026,All selected industries -> Manufacturing industries -> Miscellaneous manufacturing,All selected industries,Manufacturing industries,Miscellaneous manufacturing,,3,339,"['    198 ', '&nbsp;']","['    69,921 ', '&nbsp;']","['    152 ', '&nbsp;']","['    54,146 ', '&nbsp;']","['    47 ', '&nbsp;']","['    15,775 ', '&nbsp;']"
5606,r027,All selected industries -> Selected nonmanufacturing industries,All selected industries,Selected nonmanufacturing industries,,,2,"42, 51, 5413, 5415, 5417","['    10,716 ', '&nbsp;']","['    3,971,162 ', '&nbsp;']","['    6,575 ', '&nbsp;']","['    1,658,754 ', '&nbsp;']","['    4,140 ', '&nbsp;']","['    2,312,408 ', '&nbsp;']"
5606,r028,All selected industries -> Selected nonmanufacturing industries -> Wholesale trade,All selected industries,Selected nonmanufacturing industries,Wholesale trade,,3,42,"['    500 ', '&nbsp;']","['    183,533 ', '&nbsp;']","['    185 ', '&nbsp;']","['    71,988 ', '&nbsp;']","['    315 ', '&nbsp;']","['    111,545 ', '&nbsp;']"
5606,r029,All selected industries -> Selected nonmanufacturing industries -> Information,All selected industries,Selected nonmanufacturing industries,Information,,3,51,"['    1,771 ', '&nbsp;']","['    518,090 ', '&nbsp;']","['    892 ', '&nbsp;']","['    165,875 ', '&nbsp;']","['    879 ', '&nbsp;']","['    352,215 ', '&nbsp;']"
5606,r030,All selected industries -> Selected nonmanufacturing industries -> Information -> Software publishers,All selected industries,Selected nonmanufacturing industries,Information,Software publishers,4,5112,"['    1,242 ', '&nbsp;']","['    368,288 ', '&nbsp;']","['    598 ', '&nbsp;']","['    117,048 ', '&nbsp;']","['    642 ', '&nbsp;']","['    251,241 ', '&nbsp;']"
5606,r031,"All selected industries -> Selected nonmanufacturing industries -> Information -> Information, excluding software publishers",All selected industries,Selected nonmanufacturing industries,Information,"Information, excluding software publishers",4,"51, excluding 5112","['    530 ', '&nbsp;']","['    149,801 ', '&nbsp;']","['    293 ', '&nbsp;']","['    48,827 ', '&nbsp;']","['    236 ', '&nbsp;']","['    100,975 ', '&nbsp;']"
5606,r032,"All selected industries -> Selected nonmanufacturing industries -> Architectural, engineering, and related services",All selected industries,Selected nonmanufacturing industries,"Architectural, engineering, and related services",,3,5413,"['    1,215 ', '&nbsp;']","['    411,987 ', '&nbsp;']","['    871 ', '&nbsp;']","['    228,243 ', '&nbsp;']","['    345 ', '&nbsp;']","['    183,744 ', '&nbsp;']"
5606,r033,All selected industries -> Selected nonmanufacturing industries -> Computer systems design and related services,All selected industries,Selected nonmanufacturing industries,Computer systems design and related services,,3,5415,"['    4,407 ', '&nbsp;']","['    1,037,581 ', '&nbsp;']","['    2,830 ', '&nbsp;']","['    446,671 ', '&nbsp;']","['    1,576 ', '&nbsp;']","['    590,910 ', '&nbsp;']"
5606,r034,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,,3,5417,"['    2,824 ', '&nbsp;']","['    1,819,972 ', '&nbsp;']","['    1,796 ', '&nbsp;']","['    745,978 ', '&nbsp;']","['    1,027 ', '&nbsp;']","['    1,073,994 ', '&nbsp;']"
5606,r035,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in nanotechnology,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in nanotechnology,4,541713,"['    561 ', '&nbsp;']","['    292,766 ', '&nbsp;']","['    347 ', '&nbsp;']","['    119,572 ', '&nbsp;']","['    215 ', '&nbsp;']","['    173,194 ', '&nbsp;']"
5606,r036,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology),All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),4,541714,"['    803 ', '&nbsp;']","['    656,579 ', '&nbsp;']","['    500 ', '&nbsp;']","['    266,279 ', '&nbsp;']","['    302 ', '&nbsp;']","['    390,300 ', '&nbsp;']"
5606,r037,"All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All selected industries,Selected nonmanufacturing industries,Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",4,541715,"['    1,395 ', '&nbsp;']","['    841,697 ', '&nbsp;']","['    914 ', '&nbsp;']","['    354,602 ', '&nbsp;']","['    481 ', '&nbsp;']","['    487,094 ', '&nbsp;']"
5606,r038,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Social sciences and humanities research and development,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Social sciences and humanities research and development,4,541720,"['    32 ', '&nbsp;']","['    12,008 ', '&nbsp;']","['    18 ', '&nbsp;']","['    2,864 ', '&nbsp;']","['    12 ', '&nbsp;']","['    9,144 ', '&nbsp;']"
