table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_doc,field_dod,field_doe,field_dot,field_hhs,field_nasa,field_nrc,field_nsf,field_usda
10405,r037,"All institutions -> U. Chicago, The",All institutions,"U. Chicago, The",2,36,11045,0,64,0,0,10512,0,0,470,0
10405,r038,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,37,10471,0,0,0,0,9162,0,0,809,500
10405,r039,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,38,10436,0,0,0,0,10436,0,0,0,0
10405,r040,All institutions -> New York U.,All institutions,New York U.,2,39,10296,0,0,0,0,9999,0,0,0,297
10405,r041,"All institutions -> U. Hawaii, System Office",All institutions,"U. Hawaii, System Office",2,40,10293,0,0,0,0,3717,0,0,0,6576
10405,r042,All institutions -> U. Rochester,All institutions,U. Rochester,2,41,10008,0,0,0,0,9418,0,0,590,0
10405,r043,All institutions -> Boston U.,All institutions,Boston U.,2,42,9554,0,0,0,0,8844,0,0,710,0
10405,r044,"All institutions -> Texas A&M U., College Station",All institutions,"Texas A&M U., College Station",2,43,8947,0,0,0,160,796,0,450,3299,4241
10405,r045,"All institutions -> State U. New York, System Office",All institutions,"State U. New York, System Office",2,44,8559,0,0,0,0,6570,0,0,1798,190
10405,r046,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,45,8538,0,0,0,0,2462,0,0,1591,4486
10405,r047,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,46,8361,0,0,0,0,7136,0,450,775,0
10405,r048,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,47,8287,0,0,0,0,1466,0,0,6821,0
10405,r049,All institutions -> U. Virginia,All institutions,U. Virginia,2,48,8270,0,0,0,0,6256,0,0,1963,50
10405,r050,All institutions -> Tuskegee U.,All institutions,Tuskegee U.,2,49,8267,0,0,0,0,2891,0,0,3204,2172
10405,r051,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,50,8219,0,0,0,0,6878,0,0,1341,0
10405,r052,All institutions -> Meharry Medical C.,All institutions,Meharry Medical C.,2,51,8150,0,0,0,0,8150,0,0,0,0
10405,r053,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,52,7786,0,0,0,0,7786,0,0,0,0
10405,r054,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,53,7708,0,0,0,0,3023,0,0,3586,1098
10405,r055,"All institutions -> Louisiana State U., system office",All institutions,"Louisiana State U., system office",2,54,7678,0,0,0,0,4573,0,0,2989,117
10405,r056,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,55,7663,0,0,0,0,0,0,0,4400,3264
10405,r057,All institutions -> Baylor C. Medicine,All institutions,Baylor C. Medicine,2,56,7484,0,0,0,0,7484,0,0,0,0
10405,r058,All institutions -> Whatcom Community C.,All institutions,Whatcom Community C.,2,57,7446,0,0,0,0,0,0,0,7446,0
10405,r059,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,58,7399,0,0,0,0,946,0,0,2955,3498
10405,r060,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,59,7220,0,0,0,0,2728,0,0,3403,1089
10405,r061,All institutions -> U. Southern California,All institutions,U. Southern California,2,60,7216,0,0,0,0,5937,0,0,879,400
10405,r062,"All institutions -> George Washington U., The",All institutions,"George Washington U., The",2,61,7102,0,0,0,0,2889,0,0,4212,0
10405,r063,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,62,6999,0,0,0,0,6675,0,187,29,108
10405,r064,"All institutions -> U. Massachusetts, Medical School",All institutions,"U. Massachusetts, Medical School",2,63,6990,0,0,0,0,6990,0,0,0,0
10405,r065,All institutions -> Connecticut Board of Regents for Higher Education,All institutions,Connecticut Board of Regents for Higher Education,2,64,6637,0,0,0,0,0,0,0,6563,75
10405,r066,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,65,6497,0,0,0,0,1560,0,0,1938,3000
10405,r067,"All institutions -> U. Arkansas, System Office",All institutions,"U. Arkansas, System Office",2,66,6396,0,0,0,0,4192,0,0,0,2203
10405,r068,All institutions -> Florida International U.,All institutions,Florida International U.,2,67,6346,0,0,0,0,1931,0,797,2995,623
10405,r069,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,68,6301,0,0,0,0,4292,0,0,2009,0
10405,r070,All institutions -> Brown U.,All institutions,Brown U.,2,69,6246,0,0,0,0,6134,0,0,112,0
10405,r071,All institutions -> U. Iowa,All institutions,U. Iowa,2,70,6101,0,0,0,0,5665,0,0,411,25
10405,r072,All institutions -> Eastern Iowa Community C. District,All institutions,Eastern Iowa Community C. District,2,71,6071,0,0,0,0,0,0,0,6071,0
10405,r073,"All institutions -> U. Texas Health Science Center, The, San Antonio",All institutions,"U. Texas Health Science Center, The, San Antonio",2,72,5942,0,0,0,0,5942,0,0,0,0
10405,r074,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,73,5808,0,0,0,0,862,0,400,458,4088
10405,r075,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,74,5758,0,0,0,0,667,0,0,3660,1432
10405,r076,"All institutions -> U. Tennessee, The, Knoxville",All institutions,"U. Tennessee, The, Knoxville",2,75,5748,0,0,0,0,3960,0,450,0,1338
10405,r077,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,76,5698,0,0,0,0,2555,0,0,1867,1276
10405,r078,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,77,5685,0,0,0,0,5631,0,0,54,0
10405,r079,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,78,5624,0,0,0,0,5624,0,0,0,0
10405,r080,All institutions -> Princeton U.,All institutions,Princeton U.,2,79,5494,0,0,0,0,2598,0,0,2005,891
10405,r081,All institutions -> Dartmouth C.,All institutions,Dartmouth C.,2,80,5417,0,0,0,0,2396,0,0,3021,0
10405,r082,All institutions -> Prince George's Community C.,All institutions,Prince George's Community C.,2,81,5359,0,0,0,0,0,0,0,5359,0
10405,r083,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,82,5349,0,0,0,0,183,0,0,2624,2541
10405,r084,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,83,5337,0,130,0,0,5109,0,0,50,48
10405,r085,"All institutions -> New Mexico State U., Las Cruces",All institutions,"New Mexico State U., Las Cruces",2,84,5205,0,0,0,0,1392,0,0,1779,2034
10405,r086,All institutions -> Albert Einstein C. Medicine,All institutions,Albert Einstein C. Medicine,2,85,5158,0,0,0,0,5158,0,0,0,0
10405,r087,"All institutions -> U. Texas, The, El Paso",All institutions,"U. Texas, The, El Paso",2,86,5149,0,0,0,0,707,0,0,4442,0
10405,r088,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,87,5108,0,0,0,0,1161,0,0,3898,50
10405,r089,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,88,4997,0,0,0,0,4997,0,0,0,0
10405,r090,"All institutions -> U. Oklahoma, The, Norman",All institutions,"U. Oklahoma, The, Norman",2,89,4958,0,0,0,0,3198,0,0,1761,0
10405,r091,"All institutions -> U. Wisconsin, System Office",All institutions,"U. Wisconsin, System Office",2,90,4955,0,0,0,0,1950,0,0,0,3005
10405,r092,"All institutions -> U. Maryland, Baltimore",All institutions,"U. Maryland, Baltimore",2,91,4954,0,0,0,0,4952,0,0,1,0
10405,r093,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,92,4875,0,0,0,0,143,0,0,1457,3274
10405,r094,"All institutions -> U. Maryland, College Park",All institutions,"U. Maryland, College Park",2,93,4837,0,0,0,0,1179,0,0,1998,1660
10405,r095,All institutions -> Stony Brook U.,All institutions,Stony Brook U.,2,94,4810,0,0,0,0,1228,0,0,3582,0
10405,r096,"All institutions -> U. Texas Rio Grande Valley, The",All institutions,"U. Texas Rio Grande Valley, The",2,95,4802,0,0,0,0,1639,0,0,3164,0
10405,r097,"All institutions -> U. Nebraska, Central Administration",All institutions,"U. Nebraska, Central Administration",2,96,4748,0,0,0,0,4385,0,0,0,364
10405,r098,All institutions -> North Carolina Agricultural and Technical State U.,All institutions,North Carolina Agricultural and Technical State U.,2,97,4720,0,0,0,0,443,0,0,2345,1932
10405,r099,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,98,4665,0,0,0,0,2313,0,0,2352,0
10405,r100,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,99,4636,0,0,0,0,530,0,0,4106,0
10405,r101,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,100,4635,0,0,0,0,875,0,0,3760,0
10405,r102,"All institutions -> U. Texas Southwestern Medical Center, The",All institutions,"U. Texas Southwestern Medical Center, The",2,101,4622,0,0,0,0,4622,0,0,0,0
10405,r103,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,102,4548,0,0,0,0,2801,0,0,544,1203
10405,r104,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,103,4425,0,0,0,0,275,0,400,1981,1769
10405,r105,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,104,4396,0,0,0,0,3655,0,0,741,0
10405,r106,"All institutions -> Loyola U., Chicago",All institutions,"Loyola U., Chicago",2,105,4374,0,0,0,0,3842,0,0,532,0
10405,r107,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,106,4292,0,0,0,0,4257,0,0,35,0
10405,r108,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,107,4212,0,0,0,0,0,0,850,3362,0
10405,r109,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,108,4199,0,0,0,0,3846,0,0,353,0
10405,r110,All institutions -> U. Missouri System,All institutions,U. Missouri System,2,109,4110,0,0,0,0,2090,0,450,0,1570
10405,r111,"All institutions -> U. Kansas, Lawrence",All institutions,"U. Kansas, Lawrence",2,110,4019,0,0,0,0,3325,0,0,694,0
10405,r112,All institutions -> Temple U.,All institutions,Temple U.,2,111,4002,0,0,0,0,2978,0,0,1024,0
10405,r113,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,112,4001,0,0,0,0,542,0,0,3459,0
10405,r114,All institutions -> U. Vermont,All institutions,U. Vermont,2,113,3991,0,0,0,0,2609,0,0,0,1382
10405,r115,All institutions -> U. Miami,All institutions,U. Miami,2,114,3968,0,0,0,0,3968,0,0,0,0
10405,r116,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,115,3906,0,0,0,0,1695,0,0,573,1638
10405,r117,All institutions -> U. Delaware,All institutions,U. Delaware,2,116,3891,0,0,0,0,1302,0,0,2549,40
10405,r118,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,117,3873,0,0,0,0,758,0,0,3104,11
10405,r119,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,118,3839,0,0,0,0,988,0,0,1917,934
10405,r120,All institutions -> Drexel U.,All institutions,Drexel U.,2,119,3826,0,0,0,0,1827,0,0,1999,0
10405,r121,All institutions -> Xavier U. Louisiana,All institutions,Xavier U. Louisiana,2,120,3739,0,0,0,0,3299,0,0,440,0
10405,r122,All institutions -> Augusta U.,All institutions,Augusta U.,2,121,3704,0,0,0,0,2978,0,0,726,0
10405,r123,All institutions -> Jackson State U.,All institutions,Jackson State U.,2,122,3658,0,0,0,0,0,0,0,3658,0
10405,r124,All institutions -> Utah State U.,All institutions,Utah State U.,2,123,3627,0,0,0,0,32,0,0,727,2868
10405,r125,All institutions -> Alabama A&M U.,All institutions,Alabama A&M U.,2,124,3606,0,0,0,0,0,0,0,1197,2409
10405,r126,All institutions -> Tennessee State U.,All institutions,Tennessee State U.,2,125,3604,0,0,0,0,271,0,0,883,2450
10405,r127,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,126,3603,0,0,0,0,2341,0,0,1261,0
10405,r128,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,127,3596,0,0,0,0,99,0,0,2702,795
10405,r129,All institutions -> U. Louisville,All institutions,U. Louisville,2,128,3565,0,0,0,0,3550,0,0,16,0
10405,r130,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,129,3529,0,0,0,0,2945,0,0,0,583
10405,r131,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,130,3519,0,0,0,0,1578,0,0,1871,70
10405,r132,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,131,3498,0,0,0,0,1869,0,0,1583,47
10405,r133,All institutions -> Prairie View A&M U.,All institutions,Prairie View A&M U.,2,132,3457,0,0,0,0,0,0,0,1717,1740
10405,r134,All institutions -> Western U. Health Sciences,All institutions,Western U. Health Sciences,2,133,3443,0,0,0,0,3443,0,0,0,0
10405,r135,"All institutions -> California State U., Northridge",All institutions,"California State U., Northridge",2,134,3382,0,0,0,0,1884,0,0,786,713
10405,r136,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,135,3331,0,0,0,0,0,0,0,2615,716
10405,r137,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,136,3308,0,0,0,0,433,0,0,2875,0
10405,r138,"All institutions -> U. New Hampshire, Durham",All institutions,"U. New Hampshire, Durham",2,137,3252,0,0,0,0,0,0,0,3252,0
10405,r139,All institutions -> Rice U.,All institutions,Rice U.,2,138,3225,0,0,0,0,669,0,0,2556,0
10405,r140,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,139,3201,0,0,0,0,1936,0,0,1265,0
10405,r141,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,140,3162,0,0,0,0,0,0,0,3162,0
10405,r142,"All institutions -> U. Texas Health Science Center, The, Houston",All institutions,"U. Texas Health Science Center, The, Houston",2,141,3150,0,0,0,0,3150,0,0,0,0
10405,r143,All institutions -> Howard U.,All institutions,Howard U.,2,142,3081,0,0,0,0,2284,0,0,797,0
10405,r144,All institutions -> Thomas Jefferson U.,All institutions,Thomas Jefferson U.,2,143,3076,0,0,0,0,3076,0,0,0,0
10405,r145,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,144,3068,0,0,0,0,441,0,0,1098,1529
10405,r146,"All institutions -> San Diego State U., San Diego",All institutions,"San Diego State U., San Diego",2,145,2929,0,0,0,0,2015,0,0,914,0
10405,r147,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,146,2880,0,0,0,0,0,0,0,1103,1777
10405,r148,All institutions -> Central State U.,All institutions,Central State U.,2,147,2880,0,0,0,0,0,0,0,243,2637
10405,r149,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,148,2866,0,0,0,0,0,0,0,2866,0
10405,r150,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,149,2863,0,0,0,0,0,0,0,2863,0
10405,r151,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,150,2862,0,0,0,0,1151,0,0,1000,710
10405,r152,All institutions -> Loma Linda U.,All institutions,Loma Linda U.,2,151,2780,0,0,0,0,2780,0,0,0,0
10405,r153,All institutions -> U. Idaho,All institutions,U. Idaho,2,152,2753,0,0,0,0,36,0,399,491,1826
10405,r154,All institutions -> Florida State U.,All institutions,Florida State U.,2,153,2747,0,0,0,0,1583,0,0,1164,0
10405,r155,All institutions -> Davenport U.,All institutions,Davenport U.,2,154,2740,0,0,0,0,1159,0,0,1581,0
10405,r156,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,155,2715,0,0,0,0,478,0,0,2237,0
10405,r157,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,156,2713,0,0,0,0,2300,0,0,414,0
10405,r158,"All institutions -> U. Texas M. D. Anderson Cancer Center, The",All institutions,"U. Texas M. D. Anderson Cancer Center, The",2,157,2705,0,0,0,0,2705,0,0,0,0
10405,r159,"All institutions -> U. Texas Medical Branch at Galveston, The",All institutions,"U. Texas Medical Branch at Galveston, The",2,158,2701,0,0,0,0,2701,0,0,0,0
10405,r160,"All institutions -> U. Memphis, The",All institutions,"U. Memphis, The",2,159,2700,0,0,0,0,2653,0,0,48,0
10405,r161,"All institutions -> CUNY, Lehman C.",All institutions,"CUNY, Lehman C.",2,160,2682,0,0,0,0,0,0,0,2682,0
10405,r162,"All institutions -> U. South Florida, Tampa",All institutions,"U. South Florida, Tampa",2,161,2605,0,0,0,0,1273,0,0,1332,0
10405,r163,"All institutions -> U. Maryland, Eastern Shore",All institutions,"U. Maryland, Eastern Shore",2,162,2604,0,0,0,0,0,0,0,500,2104
10405,r164,All institutions -> George Mason U.,All institutions,George Mason U.,2,163,2497,0,0,0,0,1218,0,0,1179,100
10405,r165,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,164,2463,0,0,0,0,0,0,0,2463,0
10405,r166,All institutions -> Texas Southern U.,All institutions,Texas Southern U.,2,165,2405,0,0,0,0,0,0,0,2405,0
10405,r167,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,166,2370,0,0,0,0,1980,0,0,391,0
10405,r168,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,167,2347,0,0,0,0,2347,0,0,0,0
10405,r169,"All institutions -> U. Arkansas, Pine Bluff",All institutions,"U. Arkansas, Pine Bluff",2,168,2326,0,0,0,0,0,0,0,2326,0
10405,r170,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,169,2323,0,0,0,0,1096,0,0,1227,0
10405,r171,All institutions -> U. Georgia,All institutions,U. Georgia,2,170,2301,0,0,0,0,1221,0,0,509,571
10405,r172,All institutions -> Hampton U.,All institutions,Hampton U.,2,171,2236,0,0,0,0,348,0,0,1888,0
10405,r173,All institutions -> Pittsburg State U.,All institutions,Pittsburg State U.,2,172,2235,0,0,0,0,2235,0,0,0,0
10405,r174,All institutions -> Clemson U.,All institutions,Clemson U.,2,173,2225,0,0,0,0,767,0,0,247,1211
10405,r175,All institutions -> Saint Louis U.,All institutions,Saint Louis U.,2,174,2206,0,0,0,0,2206,0,0,0,0
10405,r176,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,175,2191,0,0,0,0,328,0,0,1863,0
10405,r177,"All institutions -> U. Texas, The, San Antonio",All institutions,"U. Texas, The, San Antonio",2,176,2178,0,0,0,0,737,0,300,1141,0
10405,r178,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,177,2172,0,0,0,0,1153,0,0,1019,0
10405,r179,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,178,2164,0,0,0,0,1813,0,0,262,88
10405,r180,All institutions -> Samford U.,All institutions,Samford U.,2,179,2137,0,0,0,0,1387,0,0,750,0
10405,r181,All institutions -> U. System New Hampshire,All institutions,U. System New Hampshire,2,180,2137,0,0,0,0,1800,0,0,0,337
10405,r182,All institutions -> U. Detroit Mercy,All institutions,U. Detroit Mercy,2,181,2136,0,0,0,0,2136,0,0,0,0
10405,r183,All institutions -> Alcorn State U.,All institutions,Alcorn State U.,2,182,2125,0,0,0,0,0,0,0,0,2125
10405,r184,All institutions -> U. New England,All institutions,U. New England,2,183,2106,0,0,0,0,2106,0,0,0,0
10405,r185,All institutions -> Lincoln U.,All institutions,Lincoln U.,2,184,2102,0,0,0,0,0,0,0,0,2102
10405,r186,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,185,2095,0,0,0,0,1872,0,0,66,157
10405,r187,All institutions -> Sacred Heart U.,All institutions,Sacred Heart U.,2,186,2092,0,0,0,0,1079,0,0,1013,0
10405,r188,All institutions -> Columbus State Community C.,All institutions,Columbus State Community C.,2,187,2076,0,0,0,0,634,0,0,1443,0
10405,r189,"All institutions -> Southern U. and A&M C., Baton Rouge",All institutions,"Southern U. and A&M C., Baton Rouge",2,188,2074,0,0,0,0,0,0,0,125,1949
10405,r190,All institutions -> South Carolina State U.,All institutions,South Carolina State U.,2,189,2055,0,0,0,0,0,0,0,160,1895
10405,r191,All institutions -> Clark Atlanta U.,All institutions,Clark Atlanta U.,2,190,2045,0,0,0,0,0,0,0,2045,0
10405,r192,"All institutions -> California State U., San Bernardino",All institutions,"California State U., San Bernardino",2,191,2035,0,0,0,0,501,0,0,1534,0
10405,r193,All institutions -> San Francisco State U.,All institutions,San Francisco State U.,2,192,2034,0,0,0,0,1954,0,0,80,0
10405,r194,All institutions -> U. Guam,All institutions,U. Guam,2,193,2021,0,0,0,0,757,0,0,750,515
10405,r195,All institutions -> Virginia State U.,All institutions,Virginia State U.,2,194,2018,0,0,0,0,0,0,0,461,1557
10405,r196,"All institutions -> U. North Carolina, The, Greensboro",All institutions,"U. North Carolina, The, Greensboro",2,195,2013,0,0,0,0,1765,0,0,2,247
10405,r197,"All institutions -> Kent State U., Kent",All institutions,"Kent State U., Kent",2,196,2011,0,0,0,0,992,0,0,1019,0
10405,r198,"All institutions -> C. St. Scholastica, The",All institutions,"C. St. Scholastica, The",2,197,2001,0,0,0,0,2001,0,0,0,0
10405,r199,All institutions -> Portland State U.,All institutions,Portland State U.,2,198,1990,0,0,0,0,1881,0,0,109,0
10405,r200,"All institutions -> U. Alabama, The, Tuscaloosa",All institutions,"U. Alabama, The, Tuscaloosa",2,199,1971,0,0,0,0,1340,0,0,631,0
10405,r201,All institutions -> Western Colorado U.,All institutions,Western Colorado U.,2,200,1970,0,0,0,0,0,0,0,1970,0
10405,r202,All institutions -> Georgia C. and State U.,All institutions,Georgia C. and State U.,2,201,1941,0,0,0,0,1341,0,0,570,30
10405,r203,All institutions -> Indiana State U.,All institutions,Indiana State U.,2,202,1941,0,0,0,0,1941,0,0,0,0
10405,r204,"All institutions -> U. Houston, System Administration",All institutions,"U. Houston, System Administration",2,203,1937,0,0,0,0,0,0,0,1237,700
10405,r205,All institutions -> Kentucky State U.,All institutions,Kentucky State U.,2,204,1934,0,0,0,0,0,0,0,233,1701
10405,r206,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,205,1930,0,0,0,0,698,0,0,0,1232
10405,r207,All institutions -> Idaho State U.,All institutions,Idaho State U.,2,206,1911,0,0,0,0,1626,0,0,285,0
10405,r208,All institutions -> Colby C.,All institutions,Colby C.,2,207,1900,0,0,0,0,0,0,0,0,1900
10405,r209,"All institutions -> State U. New York, The, U. at Buffalo",All institutions,"State U. New York, The, U. at Buffalo",2,208,1886,0,0,0,0,1886,0,0,0,0
10405,r210,All institutions -> Utah Valley U.,All institutions,Utah Valley U.,2,209,1852,0,0,0,0,0,0,0,1852,0
